1,"東京都生計分析調査　令和 4年12月","","","","","","","","","","","","","","",""
21,"1","6","0","0","0","うち女",190848,14.6,157452,14.6,208832,14.9,200059,14.0,200412,15.4
22,"1","4","0","0","0","他の世帯員収入",14819,1.1,20622,1.9,13592,1.0,14193,1.0,4243,0.3
23,"1","3","0","0","0","事業・内職収入",7636,0.6,759,0.1,12045,0.9,4437,0.3,22296,1.7
24,"1","4","0","0","0","家賃収入",4360,0.3,319,0.0,8734,0.6,2982,0.2,5814,0.4
25,"1","4","0","0","0","他の事業収入",1440,0.1,-,-,-,-,1144,0.1,10956,0.8
26,"1","4","0","0","0","内職収入",1836,0.1,441,0.0,3311,0.2,311,0.0,5526,0.4
27,"1","3","0","0","0","他の経常収入",52129,4.0,123443,11.5,33477,2.4,14142,1.0,22397,1.7
28,"1","4","0","0","0","財産収入",2281,0.2,3017,0.3,2207,0.2,101,0.0,6844,0.5
29,"1","4","0","0","0","社会保障給付",49764,3.8,120426,11.2,31010,2.2,14041,1.0,15553,1.2
30,"1","5","0","0","0","公的年金給付",47423,3.6,117282,10.9,30561,2.2,9613,0.7,15553,1.2
31,"1","5","0","0","0","他の社会保障給付",2341,0.2,3144,0.3,449,0.0,4428,0.3,-,-
32,"1","4","0","0","0","仕送り金",84,0.0,-,-,261,0.0,-,-,-,-
33,"1","2","0","0","0","特別収入",30423,2.3,26631,2.5,30565,2.2,35085,2.5,26966,2.1
34,"1","3","0","0","0","受贈金",1418,0.1,36,0.0,3313,0.2,296,0.0,2548,0.2
35,"1","3","0","0","0","他の特別収入",29005,2.2,26595,2.5,27252,1.9,34789,2.4,24418,1.9
36,"1","1","0","0","0","実収入以外の受取(繰入金を除く)",606686,-,633321,-,545668,-,608956,-,719870,-
37,"1","2","0","0","0","預貯金引出",437488,-,502001,-,383458,-,415278,-,493570,-
38,"1","2","0","0","0","保険金",8291,-,20667,-,4823,-,3017,-,-,-
39,"1","3","0","0","0","個人・企業年金保険金",6974,-,16015,-,4823,-,3017,-,-,-
40,"1","3","0","0","0","他の保険金",1317,-,4652,-,-,-,-,-,-,-
41,"1","2","0","0","0","有価証券売却",-,-,-,-,-,-,-,-,-,-
42,"1","2","0","0","0","土地家屋借入金",-,-,-,-,-,-,-,-,-,-
43,"1","2","0","0","0","他の借入金",2051,-,-,-,373,-,-,-,19193,-
44,"1","2","0","0","0","クレジット購入借入金",157490,-,107594,-,155698,-,190396,-,207107,-
45,"1","2","0","0","0","土地家屋売却",-,-,-,-,-,-,-,-,-,-
46,"1","2","0","0","0","実収入以外の受取のその他",1367,-,3059,-,1316,-,264,-,-,-
47,"1","1","0","0","0","繰入金",236112,-,286409,-,167169,-,280659,-,183971,-
48,"2","0","0","0","0","支払",2150724,-,1995902,-,2112156,-,2321283,-,2209261,-
49,"2","1","0","0","0","実支出",642216,-,515825,-,681483,-,685505,-,745595,-
50,"2","2","0","0","0","生計支出",404181,-,324589,-,406149,-,436429,-,527308,-
51,"2","3","0","0","0","消費支出",404181,100.0,324589,100.0,406149,100.0,436429,100.0,527308,100.0
52,"2","4","1","0","0","食料",112890,27.9,91377,28.2,116959,28.8,119489,27.4,141091,26.8
53,"2","5","1","1","0","穀類",7959,2.0,5709,1.8,8203,2.0,9015,2.1,10416,2.0
54,"2","6","1","1","1","米類",1328,0.3,931,0.3,1373,0.3,1600,0.4,1502,0.3
55,"2","6","1","1","2","パン",3423,0.8,2292,0.7,3583,0.9,3980,0.9,4456,0.8
56,"2","6","1","1","3","麺類",2073,0.5,1513,0.5,2145,0.5,2288,0.5,2788,0.5
57,"2","6","1","1","4","他の穀類",1136,0.3,973,0.3,1101,0.3,1148,0.3,1670,0.3
58,"2","5","1","2","0","魚介類",8387,2.1,7436,2.3,9086,2.2,7976,1.8,10037,1.9
59,"2","6","1","2","1","生鮮魚介",4564,1.1,3747,1.2,5038,1.2,4585,1.1,5292,1.0
60,"2","6","1","2","2","塩干魚介",1200,0.3,1003,0.3,1254,0.3,1203,0.3,1575,0.3
61,"2","6","1","2","3","魚肉練製品",1318,0.3,1428,0.4,1424,0.4,955,0.2,1730,0.3
62,"2","6","1","2","4","他の魚介加工品",1305,0.3,1258,0.4,1370,0.3,1232,0.3,1439,0.3
63,"2","5","1","3","0","肉類",10912,2.7,7126,2.2,11274,2.8,12775,2.9,14942,2.8
64,"2","6","1","3","1","生鮮肉",9071,2.2,5924,1.8,9089,2.2,10821,2.5,12732,2.4
65,"2","6","1","3","2","加工肉",1841,0.5,1202,0.4,2185,0.5,1954,0.4,2209,0.4
66,"2","5","1","4","0","乳卵類",4813,1.2,3382,1.0,4826,1.2,5946,1.4,5472,1.0
67,"2","6","1","4","1","牛乳",1429,0.4,856,0.3,1352,0.3,1981,0.5,1675,0.3
68,"2","6","1","4","2","乳製品",2491,0.6,1868,0.6,2579,0.6,2991,0.7,2492,0.5
69,"2","6","1","4","3","卵",893,0.2,658,0.2,895,0.2,974,0.2,1305,0.2
70,"2","5","1","5","0","野菜・海藻",9331,2.3,8125,2.5,10036,2.5,9208,2.1,10833,2.1
71,"2","6","1","5","1","生鮮野菜",6418,1.6,5409,1.7,6902,1.7,6398,1.5,7777,1.5
72,"2","6","1","5","2","乾物・海藻",818,0.2,754,0.2,873,0.2,810,0.2,849,0.2
73,"2","6","1","5","3","大豆加工品",978,0.2,900,0.3,975,0.2,995,0.2,1157,0.2
74,"2","6","1","5","4","他の野菜・海藻加工品",1116,0.3,1063,0.3,1286,0.3,1005,0.2,1050,0.2
75,"2","5","1","6","0","果物",3550,0.9,2974,0.9,4055,1.0,3403,0.8,3990,0.8
76,"2","6","1","6","1","生鮮果物",3024,0.7,2385,0.7,3508,0.9,2890,0.7,3669,0.7
77,"2","6","1","6","2","果物加工品",526,0.1,589,0.2,547,0.1,513,0.1,321,0.1
78,"2","5","1","7","0","油脂・調味料",4538,1.1,3512,1.1,4768,1.2,4986,1.1,5381,1.0
79,"2","6","1","7","1","油脂",416,0.1,366,0.1,388,0.1,484,0.1,448,0.1
80,"2","6","1","7","2","調味料",4122,1.0,3146,1.0,4380,1.1,4503,1.0,4933,0.9
81,"2","5","1","8","0","菓子類",9834,2.4,6465,2.0,10793,2.7,10736,2.5,13605,2.6
82,"2","5","1","9","0","調理食品",18099,4.5,15292,4.7,20464,5.0,17052,3.9,21526,4.1
83,"2","6","1","9","1","主食的調理食品",7491,1.9,6039,1.9,8870,2.2,6890,1.6,8933,1.7
84,"2","6","1","9","2","他の調理食品",10609,2.6,9254,2.9,11594,2.9,10162,2.3,12593,2.4
85,"2","5","1","10","0","飲料",6096,1.5,5260,1.6,6430,1.6,6064,1.4,7477,1.4
86,"2","6","1","10","1","茶類",1366,0.3,1335,0.4,1479,0.4,1245,0.3,1452,0.3
87,"2","6","1","10","2","コーヒー・ココア",1444,0.4,1253,0.4,1535,0.4,1443,0.3,1697,0.3
88,"2","6","1","10","3","他の飲料",3285,0.8,2672,0.8,3416,0.8,3376,0.8,4328,0.8
89,"2","5","1","11","0","酒類",4473,1.1,4688,1.4,4694,1.2,3797,0.9,5149,1.0
90,"2","5","1","12","0","外食",24898,6.2,21407,6.6,22330,5.5,28532,6.5,32263,6.1
91,"2","6","1","12","1","一般外食",23718,5.9,21407,6.6,21903,5.4,26190,6.0,28768,5.5
92,"2","6","1","12","2","学校給食",1180,0.3,-,-,427,0.1,2341,0.5,3494,0.7
93,"2","4","2","0","0","住居",28829,7.1,39040,12.0,34643,8.5,19560,4.5,8721,1.7
94,"2","5","2","1","0","家賃地代",22958,5.7,35564,11.0,22326,5.5,16797,3.8,7567,1.4
95,"2","5","2","2","0","設備修繕・維持",5872,1.5,3477,1.1,12317,3.0,2763,0.6,1155,0.2
96,"2","6","2","2","1","設備材料",1514,0.4,1667,0.5,1681,0.4,1447,0.3,752,0.1
97,"2","6","2","2","2","工事その他のサービス",4357,1.1,1809,0.6,10636,2.6,1316,0.3,403,0.1
98,"2","4","3","0","0","光熱・水道",24109,6.0,20053,6.2,23136,5.7,26249,6.0,32349,6.1
99,"2","5","3","1","0","電気代",10865,2.7,9608,3.0,10429,2.6,11768,2.7,13145,2.5
100,"2","5","3","2","0","ガス代",7072,1.7,5934,1.8,7062,1.7,7326,1.7,9562,1.8
101,"2","5","3","3","0","他の光熱",623,0.2,806,0.2,595,0.1,301,0.1,1144,0.2
102,"2","5","3","4","0","上下水道料",5549,1.4,3706,1.1,5049,1.2,6854,1.6,8498,1.6
103,"2","4","4","0","0","家具・家事用品",21990,5.4,14583,4.5,19565,4.8,33978,7.8,15409,2.9
104,"2","5","4","1","0","家庭用耐久財",6925,1.7,2679,0.8,8716,2.1,10851,2.5,1640,0.3
105,"2","6","4","1","1","家事用耐久財",3166,0.8,1583,0.5,2617,0.6,6304,1.4,175,0.0
106,"2","6","4","1","2","冷暖房用器具",1941,0.5,444,0.1,4715,1.2,612,0.1,1195,0.2
107,"2","6","4","1","3","一般家具",1818,0.4,652,0.2,1384,0.3,3936,0.9,270,0.1
108,"2","5","4","2","0","室内装備・装飾品",4663,1.2,1328,0.4,646,0.2,12961,3.0,2534,0.5
109,"2","5","4","3","0","寝具類",1255,0.3,2704,0.8,789,0.2,617,0.1,540,0.1
110,"2","5","4","4","0","家事雑貨",4017,1.0,3946,1.2,4022,1.0,3917,0.9,4492,0.9
111,"2","5","4","5","0","家事用消耗品",4837,1.2,3787,1.2,5013,1.2,5317,1.2,5822,1.1
112,"2","5","4","6","0","家事サービス",292,0.1,138,0.0,379,0.1,315,0.1,380,0.1
113,"2","4","5","0","0","被服及び履物",16073,4.0,11705,3.6,16758,4.1,16348,3.7,25373,4.8
114,"2","5","5","1","0","和服",886,0.2,-,-,2561,0.6,-,-,627,0.1
115,"2","5","5","2","0","洋服",7436,1.8,4233,1.3,7360,1.8,8441,1.9,13745,2.6
116,"2","6","5","2","1","男子用洋服",2617,0.6,1460,0.4,3090,0.8,2956,0.7,3370,0.6
117,"2","6","5","2","2","婦人用洋服",3801,0.9,2773,0.9,3862,1.0,3271,0.7,8049,1.5
118,"2","6","5","2","3","子供用洋服",1018,0.3,-,-,407,0.1,2215,0.5,2325,0.4
119,"2","5","5","3","0","シャツ・セーター類",2336,0.6,2044,0.6,2035,0.5,2467,0.6,3737,0.7
120,"2","6","5","3","1","男子用シャツ・セーター類",665,0.2,504,0.2,824,0.2,562,0.1,909,0.2
121,"2","6","5","3","2","婦人用シャツ・セーター類",1463,0.4,1539,0.5,1077,0.3,1486,0.3,2410,0.5
122,"2","6","5","3","3","子供用シャツ・セーター類",209,0.1,-,-,133,0.0,419,0.1,418,0.1
123,"2","5","5","4","0","下着類",1154,0.3,976,0.3,914,0.2,1421,0.3,1635,0.3
124,"2","6","5","4","1","男子用下着類",350,0.1,227,0.1,271,0.1,592,0.1,237,0.0
125,"2","6","5","4","2","婦人用下着類",607,0.2,749,0.2,509,0.1,427,0.1,1051,0.2
126,"2","6","5","4","3","子供用下着類",196,0.0,-,-,134,0.0,401,0.1,347,0.1
127,"2","5","5","5","0","生地・糸類",104,0.0,49,0.0,110,0.0,102,0.0,246,0.0
128,"2","5","5","6","0","他の被服",1711,0.4,1295,0.4,1677,0.4,1833,0.4,2631,0.5
129,"2","5","5","7","0","履物類",1933,0.5,2322,0.7,1702,0.4,1679,0.4,2320,0.4
130,"2","5","5","8","0","被服関連サービス",514,0.1,786,0.2,399,0.1,405,0.1,432,0.1
131,"2","4","6","0","0","保健医療",18188,4.5,23045,7.1,19824,4.9,11732,2.7,18236,3.5
132,"2","5","6","1","0","医薬品",3138,0.8,2777,0.9,3955,1.0,2423,0.6,3645,0.7
133,"2","5","6","2","0","健康保持用摂取品",1046,0.3,1527,0.5,1286,0.3,511,0.1,501,0.1
134,"2","5","6","3","0","保健医療用品・器具",3667,0.9,2886,0.9,3747,0.9,3848,0.9,5078,1.0
135,"2","5","6","4","0","保健医療サービス",10337,2.6,15855,4.9,10836,2.7,4950,1.1,9013,1.7
136,"2","4","7","0","0","交通・通信",44511,11.0,34367,10.6,44241,10.9,53837,12.3,46566,8.8
137,"2","5","7","1","0","交通",12240,3.0,12853,4.0,11960,2.9,13378,3.1,8065,1.5
138,"2","5","7","2","0","自動車等関係費",19073,4.7,8838,2.7,17330,4.3,28372,6.5,26168,5.0
139,"2","6","7","2","1","自動車等購入",5120,1.3,-,-,-,-,17349,4.0,-,-
140,"2","6","7","2","2","自転車購入",505,0.1,1134,0.3,189,0.0,418,0.1,-,-
141,"2","6","7","2","3","自動車等維持",13448,3.3,7704,2.4,17141,4.2,10604,2.4,26168,5.0
142,"2","5","7","3","0","通信",13198,3.3,12676,3.9,14951,3.7,12087,2.8,12332,2.3
143,"2","4","8","0","0","教育",26423,6.5,2427,0.7,12798,3.2,44564,10.2,84245,16.0
144,"2","5","8","1","0","授業料等",15591,3.9,-,-,9328,2.3,26053,6.0,48775,9.2
145,"2","5","8","2","0","教科書・学習参考教材",294,0.1,50,0.0,14,0.0,776,0.2,464,0.1
146,"2","5","8","3","0","補習教育",10538,2.6,2377,0.7,3456,0.9,17734,4.1,35006,6.6
147,"2","4","9","0","0","教養娯楽",44146,10.9,31414,9.7,47226,11.6,51402,11.8,48864,9.3
148,"2","5","9","1","0","教養娯楽用耐久財",3751,0.9,1869,0.6,5303,1.3,4332,1.0,2385,0.5
149,"2","5","9","2","0","教養娯楽用品",10810,2.7,8751,2.7,8688,2.1,14981,3.4,11143,2.1
150,"2","5","9","3","0","書籍・他の印刷物",3783,0.9,3668,1.1,3895,1.0,4082,0.9,2876,0.5
151,"2","5","9","4","0","教養娯楽サービス",25802,6.4,17126,5.3,29340,7.2,28008,6.4,32460,6.2
152,"2","6","9","4","1","宿泊料",3025,0.7,2288,0.7,3531,0.9,2718,0.6,4386,0.8
153,"2","6","9","4","2","パック旅行費",2420,0.6,298,0.1,4810,1.2,1609,0.4,3137,0.6
154,"2","6","9","4","3","月謝類",7074,1.8,1238,0.4,7189,1.8,12030,2.8,8592,1.6
155,"2","6","9","4","4","他の教養娯楽サービス",13284,3.3,13302,4.1,13810,3.4,11650,2.7,16345,3.1
156,"2","4","10","0","0","その他の消費支出",67022,16.6,56579,17.4,71000,17.5,59270,13.6,106455,20.2
157,"2","5","10","1","0","諸雑費",34350,8.5,28590,8.8,33660,8.3,33471,7.7,55346,10.5
158,"2","6","10","1","1","理美容サービス",5096,1.3,3961,1.2,6902,1.7,3746,0.9,6487,1.2
159,"2","6","10","1","2","理美容用品",8146,2.0,7240,2.2,7961,2.0,9841,2.3,6315,1.2
160,"2","6","10","1","3","身の回り用品",2259,0.6,1597,0.5,1298,0.3,3119,0.7,4664,0.9
161,"2","6","10","1","4","たばこ",1302,0.3,1653,0.5,1397,0.3,536,0.1,2261,0.4
162,"2","6","10","1","5","他の諸雑費",17547,4.3,14139,4.4,16102,4.0,16229,3.7,35619,6.8
163,"2","5","10","2","0","こづかい",11119,2.8,4189,1.3,11431,2.8,11155,2.6,29524,5.6
164,"2","5","10","3","0","交際費",19692,4.9,20465,6.3,24153,5.9,14125,3.2,19601,3.7
165,"2","6","10","3","0","食料",5876,1.5,5504,1.7,6009,1.5,5475,1.3,7671,1.5
166,"2","6","10","3","0","家具・家事用品",1383,0.3,170,0.1,3962,1.0,197,0.0,42,0.0
167,"2","6","10","3","0","被服及び履物",347,0.1,543,0.2,390,0.1,168,0.0,181,0.0
168,"2","6","10","3","0","教養娯楽",478,0.1,1075,0.3,140,0.0,432,0.1,10,0.0
169,"2","6","10","3","0","他の物品サービス",550,0.1,1035,0.3,605,0.1,113,0.0,291,0.1
170,"2","6","10","3","6","贈与金",5256,1.3,6905,2.1,3631,0.9,4208,1.0,8883,1.7
171,"2","6","10","3","7","他の交際費",5802,1.4,5233,1.6,9416,2.3,3532,0.8,2523,0.5
172,"2","5","10","4","0","仕送り金",1861,0.5,3336,1.0,1757,0.4,519,0.1,1984,0.4
173,"2","3","0","0","0","土地家屋購入",-,-,-,-,-,-,-,-,-,-
174,"2","3","0","0","0","（再掲）教育関係費",29225,7.2,3163,1.0,15719,3.9,48531,11.1,89064,16.9
175,"2","3","0","0","0","（再掲）教養娯楽関係費",53859,13.3,42469,13.1,51089,12.6,67829,15.5,53780,10.2
176,"2","3","0","0","0","（再掲）移転支出（贈与金＋仕送り金）",7118,1.8,10241,3.2,5387,1.3,4727,1.1,10867,2.1
177,"2","3","0","0","0","（再掲）経常消費支出",289202,71.6,257238,79.3,301355,74.2,288709,66.2,341806,64.8
178,"2","3","0","0","0","（再掲）情報通信関係費",15593,3.9,13958,4.3,17493,4.3,15149,3.5,15429,2.9
179,"2","3","0","0","0","（再掲）消費支出（除く住居等）　1）",363114,89.8,275308,84.8,366119,90.1,394793,90.5,507719,96.3
180,"2","2","0","0","0","その他の実支出",238035,-,191236,-,275334,-,249075,-,218287,-
181,"2","3","0","0","0","直接税",100922,-,88769,-,114127,-,101216,-,92101,-
182,"2","4","0","0","0","勤労所得税",68444,-,62104,-,74108,-,70460,-,62296,-
183,"2","4","0","0","0","個人住民税",26276,-,20532,-,31912,-,26090,-,24995,-
184,"2","4","0","0","0","他の税",6201,-,6134,-,8107,-,4666,-,4809,-
185,"2","3","0","0","0","社会保険料",137114,-,102467,-,161206,-,147859,-,126186,-
186,"2","4","0","0","0","公的年金保険料",83790,-,60207,-,98400,-,93218,-,75865,-
187,"2","4","0","0","0","健康保険料",41022,-,30613,-,47830,-,43960,-,39965,-
188,"2","4","0","0","0","介護保険料",8055,-,8420,-,9997,-,5865,-,7249,-
189,"2","4","0","0","0","他の社会保険料",4247,-,3227,-,4979,-,4816,-,3107,-
190,"2","3","0","0","0","その他",-,-,-,-,-,-,-,-,-,-
191,"2","1","0","0","0","実支出以外の支払(繰越金を除く)",1267931,-,1170175,-,1280023,-,1358558,-,1238600,-
192,"2","2","0","0","0","預貯金",1019592,-,869066,-,1077466,-,1107230,-,1001392,-
193,"2","2","0","0","0","保険料",26800,-,19641,-,24106,-,33470,-,35985,-
194,"2","3","0","0","0","個人・企業年金保険料",9434,-,6593,-,7905,-,12797,-,12447,-
195,"2","3","0","0","0","他の保険料",17366,-,13048,-,16201,-,20672,-,23538,-
196,"2","2","0","0","0","有価証券購入",49700,-,150002,-,9950,-,12556,-,3267,-
197,"2","2","0","0","0","土地家屋借金返済",41798,-,21123,-,45911,-,44465,-,79036,-
198,"2","2","0","0","0","他の借金返済",4873,-,11381,-,2759,-,1422,-,3431,-
199,"2","2","0","0","0","クレジット購入借入金返済",123568,-,95040,-,118598,-,159100,-,115489,-
200,"2","2","0","0","0","実支出以外の支払のその他",1599,-,3922,-,1233,-,315,-,-,-
201,"2","1","0","0","0","繰越金",240577,-,309902,-,150649,-,277219,-,225066,-
202,"3","0","0","0","0","可処分所得",1069890,-,884936,-,1123984,-,1182592,-,1087132,-
203,"3","0","0","0","0","黒字",665709,-,560347,-,717835,-,746163,-,559824,-
204,"3","1","0","0","0","金融資産純増",650313,-,516041,-,723241,-,734961,-,547073,-
205,"3","3","0","0","0","貯蓄純増",600613,-,366039,-,713291,-,722405,-,543807,-
206,"3","4","0","0","0","預貯金純増",582104,-,367065,-,694009,-,691953,-,507822,-
207,"3","4","0","0","0","保険純増",18509,-,-1026,-,19283,-,30452,-,35985,-
208,"3","3","0","0","0","有価証券純購入",49700,-,150002,-,9950,-,12556,-,3267,-
209,"3","1","0","0","0","土地家屋借金純減",41798,-,21123,-,45911,-,44465,-,79036,-
210,"3","1","0","0","0","他の借金純減",2823,-,11381,-,2386,-,1422,-,-15763,-
211,"3","1","0","0","0","クレジット購入借入金純減",-33922,-,-12554,-,-37100,-,-31297,-,-91617,-
212,"3","1","0","0","0","土地家屋純増",-,-,-,-,-,-,-,-,-,-
213,"3","1","0","0","0","その他の純増",233,-,863,-,-83,-,51,-,-,-
214,"3","1","0","0","0","繰越純増",4465,-,23493,-,-16520,-,-3439,-,41095,-
