"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","経営職／実数（円）","経営職／構成比（％）","管理職／実数（円）","管理職／構成比（％）","専門職／実数（円）","専門職／構成比（％）","事務職／実数（円）","事務職／構成比（％）","技術職／実数（円）","技術職／構成比（％）","商工職／実数（円）","商工職／構成比（％）","技能・労務職／実数（円）","技能・労務職／構成比（％）","その他／実数（円）","その他／構成比（％）","（再掲）勤労者世帯のうち正規の職員・従業員／実数（円）","（再掲）勤労者世帯のうち正規の職員・従業員／構成比（％）"
"2","6","1","3","2","加工肉",1569,0.5,1817,0.4,2137,0.5,1576,0.4,1563,0.4,1671,0.5,1908,0.6,1506,0.5,1435,0.5,1604,0.5
"2","5","1","4","0","乳卵類",4418,1.4,5421,1.3,4798,1.1,4929,1.3,4407,1.2,4768,1.3,4692,1.5,3830,1.4,4154,1.6,4485,1.3
"2","6","1","4","1","牛乳",1361,0.4,1643,0.4,1405,0.3,1524,0.4,1303,0.4,1499,0.4,1393,0.5,1271,0.5,1305,0.5,1354,0.4
"2","6","1","4","2","乳製品",2208,0.7,2810,0.7,2541,0.6,2529,0.6,2266,0.6,2413,0.7,2288,0.7,1767,0.6,2026,0.8,2288,0.6
"2","6","1","4","3","卵",850,0.3,968,0.2,852,0.2,876,0.2,838,0.2,856,0.2,1011,0.3,791,0.3,822,0.3,843,0.2
"2","5","1","5","0","野菜・海藻",10261,3.2,12038,3.0,13295,3.2,10233,2.6,9026,2.5,9467,2.6,11337,3.7,8731,3.1,11467,4.3,9088,2.6
"2","6","1","5","1","生鮮野菜",7215,2.2,8465,2.1,10170,2.4,7449,1.9,6444,1.8,6797,1.9,7637,2.5,5995,2.1,7971,3.0,6496,1.8
"2","6","1","5","2","乾物・海藻",740,0.2,816,0.2,707,0.2,719,0.2,661,0.2,725,0.2,759,0.2,666,0.2,826,0.3,663,0.2
"2","6","1","5","3","大豆加工品",1116,0.3,1378,0.3,1328,0.3,1073,0.3,961,0.3,1021,0.3,1391,0.5,972,0.3,1232,0.5,979,0.3
"2","6","1","5","4","他の野菜・海藻加工品",1190,0.4,1380,0.3,1090,0.3,992,0.3,961,0.3,924,0.3,1550,0.5,1098,0.4,1437,0.5,951,0.3
"2","5","1","6","0","果物",3534,1.1,3948,1.0,3330,0.8,3571,0.9,2899,0.8,3021,0.8,3527,1.1,2557,0.9,4462,1.7,2868,0.8
"2","6","1","6","1","生鮮果物",3143,1.0,3493,0.9,2673,0.6,3121,0.8,2531,0.7,2564,0.7,3122,1.0,2303,0.8,4059,1.5,2495,0.7
"2","6","1","6","2","果物加工品",391,0.1,455,0.1,657,0.2,450,0.1,368,0.1,458,0.1,406,0.1,254,0.1,403,0.2,374,0.1
"2","5","1","7","0","油脂・調味料",4054,1.2,4728,1.2,4811,1.1,4100,1.0,3962,1.1,4253,1.2,4408,1.4,3789,1.3,3940,1.5,3995,1.1
"2","6","1","7","1","油脂",467,0.1,534,0.1,534,0.1,412,0.1,438,0.1,492,0.1,499,0.2,431,0.2,489,0.2,443,0.1
"2","6","1","7","2","調味料",3587,1.1,4194,1.0,4277,1.0,3688,0.9,3524,1.0,3761,1.0,3909,1.3,3358,1.2,3451,1.3,3552,1.0
"2","5","1","8","0","菓子類",7267,2.2,7656,1.9,8735,2.1,7465,1.9,8198,2.3,8416,2.3,7495,2.4,7022,2.5,6010,2.3,8039,2.3
"2","5","1","9","0","調理食品",13550,4.2,15310,3.8,13468,3.2,14381,3.7,13967,3.8,13115,3.6,13484,4.4,12529,4.4,13162,5.0,13669,3.8
"2","6","1","9","1","主食的調理食品",5817,1.8,5788,1.4,5810,1.4,6335,1.6,6023,1.7,5796,1.6,5470,1.8,5918,2.1,5559,2.1,6032,1.7
"2","6","1","9","2","他の調理食品",7733,2.4,9522,2.4,7658,1.8,8046,2.1,7944,2.2,7319,2.0,8014,2.6,6611,2.3,7602,2.9,7638,2.1
"2","5","1","10","0","飲料",5387,1.7,5726,1.4,5928,1.4,5993,1.5,5790,1.6,6014,1.7,4963,1.6,5214,1.8,4788,1.8,5739,1.6
"2","6","1","10","1","茶類",1269,0.4,1365,0.3,1798,0.4,1329,0.3,1300,0.4,1330,0.4,1205,0.4,1134,0.4,1232,0.5,1280,0.4
"2","6","1","10","2","コーヒー・ココア",1127,0.3,1162,0.3,1552,0.4,1459,0.4,1175,0.3,1309,0.4,1009,0.3,1177,0.4,952,0.4,1228,0.3
"2","6","1","10","3","他の飲料",2991,0.9,3199,0.8,2578,0.6,3205,0.8,3315,0.9,3376,0.9,2748,0.9,2903,1.0,2604,1.0,3231,0.9
"2","5","1","11","0","酒類",3843,1.2,5388,1.3,4079,1.0,3487,0.9,3509,1.0,4138,1.1,4605,1.5,3752,1.3,3755,1.4,3702,1.0
"2","5","1","12","0","外食",15184,4.7,17115,4.2,31003,7.4,22688,5.8,21301,5.9,20672,5.7,12482,4.1,12452,4.4,7385,2.8,20518,5.8
"2","6","1","12","1","一般外食",14409,4.4,16616,4.1,30348,7.2,21632,5.5,19852,5.5,19390,5.3,11891,3.9,11497,4.1,7339,2.8,19123,5.4
"2","6","1","12","2","学校給食",775,0.2,500,0.1,655,0.2,1056,0.3,1449,0.4,1283,0.4,592,0.2,956,0.3,47,0.0,1396,0.4
"2","4","2","0","0","住居",26865,8.3,29275,7.2,1983,0.5,30353,7.8,28389,7.8,27184,7.5,30372,9.9,30867,10.9,22996,8.7,26176,7.4
"2","5","2","1","0","家賃地代",16814,5.2,8677,2.1,1589,0.4,25320,6.5,22345,6.2,20357,5.6,18020,5.9,22936,8.1,8859,3.3,21329,6.0
"2","5","2","2","0","設備修繕・維持",10051,3.1,20598,5.1,394,0.1,5033,1.3,6044,1.7,6827,1.9,12353,4.0,7930,2.8,14137,5.3,4847,1.4
"2","6","2","2","1","設備材料",2897,0.9,9270,2.3,59,0.0,420,0.1,1321,0.4,1221,0.3,2967,1.0,2629,0.9,4278,1.6,1111,0.3
"2","6","2","2","2","工事その他のサービス",7154,2.2,11328,2.8,335,0.1,4613,1.2,4723,1.3,5606,1.5,9385,3.0,5301,1.9,9859,3.7,3736,1.0
"2","4","3","0","0","光熱・水道",23328,7.2,26761,6.6,25405,6.0,23622,6.0,23476,6.5,21409,5.9,25856,8.4,22627,8.0,22771,8.6,22979,6.5
"2","5","3","1","0","電気代",11444,3.5,12777,3.2,11104,2.6,11415,2.9,11648,3.2,10710,3.0,12993,4.2,11073,3.9,11104,4.2,11338,3.2
"2","5","3","2","0","ガス代",6429,2.0,7248,1.8,8314,2.0,6862,1.8,6377,1.8,5576,1.5,7036,2.3,6157,2.2,6397,2.4,6281,1.8
"2","5","3","3","0","他の光熱",386,0.1,396,0.1,190,0.0,292,0.1,288,0.1,266,0.1,160,0.1,230,0.1,631,0.2,251,0.1
"2","5","3","4","0","上下水道料",5069,1.6,6341,1.6,5796,1.4,5053,1.3,5163,1.4,4857,1.3,5667,1.8,5167,1.8,4640,1.7,5109,1.4
"2","4","4","0","0","家具・家事用品",12768,3.9,14871,3.7,14406,3.4,13420,3.4,14218,3.9,16234,4.5,11282,3.7,10883,3.9,10715,4.0,14250,4.0
"2","5","4","1","0","家庭用耐久財",4275,1.3,5931,1.5,5303,1.3,4412,1.1,4045,1.1,5647,1.6,3186,1.0,2842,1.0,4293,1.6,4371,1.2
"2","6","4","1","1","家事用耐久財",1752,0.5,2312,0.6,4656,1.1,2148,0.5,1619,0.4,2231,0.6,1708,0.6,1351,0.5,1580,0.6,1845,0.5
"2","6","4","1","2","冷暖房用器具",1607,0.5,1930,0.5,398,0.1,1910,0.5,1275,0.4,1246,0.3,1171,0.4,836,0.3,2247,0.8,1294,0.4
"2","6","4","1","3","一般家具",917,0.3,1690,0.4,249,0.1,354,0.1,1151,0.3,2170,0.6,307,0.1,656,0.2,466,0.2,1232,0.3
"2","5","4","2","0","室内装備・装飾品",803,0.2,737,0.2,69,0.0,565,0.1,1375,0.4,1113,0.3,381,0.1,463,0.2,509,0.2,1106,0.3
"2","5","4","3","0","寝具類",993,0.3,893,0.2,389,0.1,943,0.2,1308,0.4,1124,0.3,975,0.3,1163,0.4,688,0.3,1172,0.3
"2","5","4","4","0","家事雑貨",2603,0.8,2974,0.7,4306,1.0,3101,0.8,3134,0.9,3706,1.0,2553,0.8,2444,0.9,1628,0.6,3261,0.9
"2","5","4","5","0","家事用消耗品",3429,1.1,3668,0.9,3530,0.8,3426,0.9,3819,1.1,3901,1.1,3526,1.1,3557,1.3,2862,1.1,3757,1.1
"2","5","4","6","0","家事サービス",664,0.2,668,0.2,809,0.2,973,0.2,537,0.1,743,0.2,661,0.2,415,0.1,737,0.3,583,0.2
"2","4","5","0","0","被服及び履物",11756,3.6,14760,3.6,26640,6.3,20913,5.4,13920,3.8,16442,4.5,11031,3.6,10501,3.7,5971,2.2,15226,4.3
"2","5","5","1","0","和服",235,0.1,412,0.1,74,0.0,99,0.0,27,0.0,489,0.1,1152,0.4,501,0.2,20,0.0,244,0.1
"2","5","5","2","0","洋服",4834,1.5,6097,1.5,10119,2.4,10728,2.7,5916,1.6,7770,2.1,3823,1.2,3969,1.4,1843,0.7,6713,1.9
"2","6","5","2","1","男子用洋服",1462,0.5,2009,0.5,3046,0.7,3728,1.0,1859,0.5,2146,0.6,1076,0.3,1148,0.4,469,0.2,2081,0.6
"2","6","5","2","2","婦人用洋服",2920,0.9,3909,1.0,6848,1.6,5755,1.5,3392,0.9,4576,1.3,2459,0.8,2361,0.8,1354,0.5,3794,1.1
"2","6","5","2","3","子供用洋服",451,0.1,179,0.0,225,0.1,1245,0.3,665,0.2,1049,0.3,288,0.1,460,0.2,20,0.0,837,0.2
"2","5","5","3","0","シャツ・セーター類",2241,0.7,3152,0.8,5810,1.4,4116,1.1,2704,0.7,2516,0.7,2052,0.7,1824,0.6,1280,0.5,2742,0.8
"2","6","5","3","1","男子用シャツ・セーター類",760,0.2,898,0.2,2257,0.5,1456,0.4,950,0.3,924,0.3,775,0.3,537,0.2,402,0.2,974,0.3
"2","6","5","3","2","婦人用シャツ・セーター類",1348,0.4,2198,0.5,3457,0.8,2365,0.6,1504,0.4,1422,0.4,1180,0.4,1160,0.4,865,0.3,1529,0.4
"2","6","5","3","3","子供用シャツ・セーター類",133,0.0,56,0.0,97,0.0,295,0.1,250,0.1,170,0.0,97,0.0,127,0.0,14,0.0,239,0.1
"2","5","5","4","0","下着類",959,0.3,895,0.2,1422,0.3,1140,0.3,1003,0.3,1167,0.3,934,0.3,1004,0.4,802,0.3,1074,0.3
"2","6","5","4","1","男子用下着類",291,0.1,355,0.1,334,0.1,314,0.1,265,0.1,294,0.1,373,0.1,234,0.1,297,0.1,268,0.1
"2","6","5","4","2","婦人用下着類",570,0.2,511,0.1,1038,0.2,598,0.2,560,0.2,712,0.2,528,0.2,656,0.2,501,0.2,624,0.2
"2","6","5","4","3","子供用下着類",98,0.0,28,0.0,50,0.0,229,0.1,177,0.0,161,0.0,34,0.0,114,0.0,5,0.0,181,0.1
"2","5","5","5","0","生地・糸類",124,0.0,54,0.0,11,0.0,67,0.0,91,0.0,161,0.0,165,0.1,252,0.1,117,0.0,144,0.0
"2","5","5","6","0","他の被服",843,0.3,1092,0.3,1500,0.4,1127,0.3,1011,0.3,1044,0.3,621,0.2,885,0.3,542,0.2,1013,0.3
"2","5","5","7","0","履物類",1664,0.5,1780,0.4,4373,1.0,2658,0.7,2057,0.6,2256,0.6,1441,0.5,1553,0.6,894,0.3,2203,0.6
"2","5","5","8","0","被服関連サービス",857,0.3,1279,0.3,3332,0.8,978,0.3,1111,0.3,1040,0.3,844,0.3,514,0.2,474,0.2,1094,0.3
"2","4","6","0","0","保健医療",17369,5.3,21643,5.3,17137,4.1,16005,4.1,16947,4.7,15426,4.3,17472,5.7,13827,4.9,18943,7.1,16179,4.5
"2","5","6","1","0","医薬品",2937,0.9,3238,0.8,2021,0.5,2662,0.7,2569,0.7,2650,0.7,3827,1.2,2426,0.9,3334,1.3,2479,0.7
"2","5","6","2","0","健康保持用摂取品",1371,0.4,2039,0.5,288,0.1,1139,0.3,890,0.2,911,0.3,1581,0.5,893,0.3,1996,0.8,866,0.2
"2","5","6","3","0","保健医療用品・器具",3097,1.0,3234,0.8,2839,0.7,3355,0.9,3909,1.1,4161,1.1,2485,0.8,2698,1.0,2249,0.8,3868,1.1
"2","5","6","4","0","保健医療サービス",9965,3.1,13132,3.2,11990,2.9,8848,2.3,9579,2.6,7705,2.1,9579,3.1,7811,2.8,11363,4.3,8966,2.5
"2","4","7","0","0","交通・通信",34883,10.7,43042,10.6,47258,11.3,53549,13.7,37739,10.4,39882,11.0,25276,8.2,32827,11.6,27437,10.3,38952,10.9
"2","5","7","1","0","交通",7665,2.4,8196,2.0,14745,3.5,10183,2.6,11018,3.0,11425,3.2,4247,1.4,5797,2.1,4103,1.5,10483,2.9
"2","5","7","2","0","自動車等関係費",15224,4.7,19929,4.9,17021,4.1,30433,7.8,13350,3.7,16944,4.7,9570,3.1,13417,4.8,13582,5.1,15650,4.4
"2","6","7","2","1","自動車等購入",3746,1.2,7104,1.8,-,-,13521,3.5,1610,0.4,2937,0.8,-,-,2384,0.8,4177,1.6,2666,0.7
"2","6","7","2","2","自転車購入",732,0.2,352,0.1,-,-,1641,0.4,672,0.2,1906,0.5,511,0.2,1194,0.4,200,0.1,1141,0.3
"2","6","7","2","3","自動車等維持",10747,3.3,12473,3.1,17021,4.1,15272,3.9,11068,3.1,12100,3.3,9059,2.9,9839,3.5,9205,3.5,11843,3.3
"2","5","7","3","0","通信",11994,3.7,14918,3.7,15491,3.7,12933,3.3,13372,3.7,11513,3.2,11459,3.7,13612,4.8,9752,3.7,12819,3.6
"2","4","8","0","0","教育",19540,6.0,39290,9.7,58726,14.0,32517,8.3,34047,9.4,26771,7.4,20234,6.6,10069,3.6,843,0.3,30661,8.6
"2","5","8","1","0","授業料等",13973,4.3,33797,8.3,46178,11.0,24410,6.2,23117,6.4,15471,4.3,18917,6.1,6685,2.4,529,0.2,20413,5.7
"2","5","8","2","0","教科書・学習参考教材",197,0.1,55,0.0,57,0.0,326,0.1,388,0.1,210,0.1,79,0.0,327,0.1,12,0.0,372,0.1
"2","5","8","3","0","補習教育",5371,1.7,5439,1.3,12491,3.0,7781,2.0,10541,2.9,11089,3.1,1238,0.4,3057,1.1,301,0.1,9876,2.8
"2","4","9","0","0","教養娯楽",35037,10.8,44979,11.1,50708,12.1,45913,11.8,39640,10.9,44671,12.3,29110,9.5,26376,9.4,27404,10.3,40166,11.3
"2","5","9","1","0","教養娯楽用耐久財",2649,0.8,4781,1.2,3021,0.7,3317,0.8,3051,0.8,4344,1.2,1425,0.5,2147,0.8,1610,0.6,3203,0.9
"2","5","9","2","0","教養娯楽用品",7701,2.4,11275,2.8,9712,2.3,10189,2.6,9485,2.6,11051,3.0,7974,2.6,6813,2.4,4054,1.5,9665,2.7
"2","5","9","3","0","書籍・他の印刷物",3504,1.1,3605,0.9,3107,0.7,3888,1.0,3144,0.9,3095,0.9,3090,1.0,2426,0.9,4301,1.6,3024,0.8
"2","5","9","4","0","教養娯楽サービス",21183,6.5,25318,6.3,34868,8.3,28520,7.3,23961,6.6,26182,7.2,16621,5.4,14990,5.3,17438,6.6,24275,6.8
"2","6","9","4","1","宿泊料",2923,0.9,3648,0.9,11927,2.8,5868,1.5,3467,1.0,3707,1.0,1868,0.6,1500,0.5,1789,0.7,3678,1.0
"2","6","9","4","2","パック旅行費",2756,0.8,4879,1.2,757,0.2,1873,0.5,1673,0.5,3206,0.9,112,0.0,1097,0.4,4392,1.7,1931,0.5
"2","6","9","4","3","月謝類",4323,1.3,4350,1.1,8722,2.1,8279,2.1,6013,1.7,6966,1.9,3074,1.0,3101,1.1,1843,0.7,6370,1.8
"2","6","9","4","4","他の教養娯楽サービス",11181,3.4,12441,3.1,13462,3.2,12500,3.2,12808,3.5,12303,3.4,11568,3.8,9293,3.3,9414,3.5,12296,3.5
"2","4","10","0","0","その他の消費支出",54240,16.7,67107,16.6,59728,14.2,55253,14.1,60513,16.7,59794,16.5,46978,15.3,43637,15.5,48880,18.4,58246,16.4
"2","5","10","1","0","諸雑費",29131,9.0,36068,8.9,37437,8.9,32611,8.3,33512,9.2,35432,9.8,24535,8.0,23796,8.4,23487,8.8,33309,9.4
"2","6","10","1","1","理美容サービス",3803,1.2,4599,1.1,5634,1.3,4803,1.2,4317,1.2,4638,1.3,3631,1.2,2747,1.0,3070,1.2,4195,1.2
"2","6","10","1","2","理美容用品",5283,1.6,7683,1.9,6448,1.5,7783,2.0,5647,1.6,6605,1.8,4941,1.6,4599,1.6,3837,1.4,6045,1.7
"2","6","10","1","3","身の回り用品",2360,0.7,4049,1.0,3028,0.7,7884,2.0,2192,0.6,2940,0.8,4151,1.3,1557,0.6,883,0.3,2971,0.8
"2","6","10","1","4","たばこ",975,0.3,1091,0.3,87,0.0,1025,0.3,1017,0.3,995,0.3,1432,0.5,1745,0.6,611,0.2,1187,0.3
"2","6","10","1","5","他の諸雑費",16711,5.1,18646,4.6,22240,5.3,11117,2.8,20338,5.6,20254,5.6,10380,3.4,13148,4.7,15087,5.7,18911,5.3
"2","5","10","2","0","こづかい",6543,2.0,12774,3.2,13054,3.1,5850,1.5,8014,2.2,6458,1.8,5603,1.8,6260,2.2,4518,1.7,7535,2.1
"2","5","10","3","0","交際費",16560,5.1,16650,4.1,7188,1.7,16532,4.2,15696,4.3,15963,4.4,14378,4.7,11845,4.2,19504,7.3,15016,4.2
"2","6","10","3","1","食料",4029,1.2,4126,1.0,1680,0.4,4043,1.0,3242,0.9,3898,1.1,5471,1.8,2725,1.0,4950,1.9,3320,0.9
"2","6","10","3","2","家具・家事用品",221,0.1,378,0.1,18,0.0,213,0.1,253,0.1,642,0.2,56,0.0,78,0.0,105,0.0,312,0.1
"2","6","10","3","3","被服及び履物",311,0.1,355,0.1,136,0.0,252,0.1,332,0.1,387,0.1,251,0.1,534,0.2,206,0.1,374,0.1
"2","6","10","3","4","教養娯楽",888,0.3,759,0.2,409,0.1,1091,0.3,928,0.3,1015,0.3,426,0.1,396,0.1,1059,0.4,838,0.2
"2","6","10","3","5","他の物品サービス",508,0.2,942,0.2,396,0.1,736,0.2,385,0.1,739,0.2,259,0.1,166,0.1,558,0.2,475,0.1
"2","6","10","3","6","贈与金",6406,2.0,5741,1.4,2426,0.6,6418,1.6,5679,1.6,3659,1.0,5432,1.8,4194,1.5,8926,3.4,4816,1.4
"2","6","10","3","7","他の交際費",4198,1.3,4350,1.1,2124,0.5,3780,1.0,4878,1.3,5624,1.6,2483,0.8,3752,1.3,3700,1.4,4881,1.4
"2","5","10","4","0","仕送り金",2005,0.6,1615,0.4,2050,0.5,259,0.1,3291,0.9,1942,0.5,2462,0.8,1737,0.6,1371,0.5,2386,0.7
"2","3","0","0","0","土地家屋購入",4941,-,-,-,-,-,4202,-,3093,-,26192,-,-,-,-,-,5489,-,6513,-
"2","3","0","0","0","（再掲）教育関係費",22603,7.0,43355,10.7,65321,15.6,35232,9.0,39440,10.9,31475,8.7,22194,7.2,13271,4.7,1466,0.6,35512,10.0
"2","3","0","0","0","（再掲）教養娯楽関係費",39639,12.2,48773,12.0,56899,13.5,52978,13.6,45811,12.6,52055,14.4,31164,10.1,28693,10.2,30626,11.5,45861,12.9
"2","3","0","0","0","（再掲）移転支出（贈与金＋仕送り金）",8411,2.6,7356,1.8,4476,1.1,6677,1.7,8969,2.5,5601,1.5,7894,2.6,5931,2.1,10297,3.9,7203,2.0
"2","3","0","0","0","（再掲）経常消費支出",230775,71.1,264446,65.3,268363,63.9,263310,67.4,250460,69.0,249892,68.9,232110,75.4,217745,77.2,198047,74.5,247772,69.6
"2","3","0","0","0","（再掲）情報通信関係費",15664,4.8,18418,4.5,18549,4.4,15000,3.8,16966,4.7,14626,4.0,15848,5.1,17552,6.2,13797,5.2,16261,4.6
"2","3","0","0","0","（再掲）消費支出（除く住居等）1)",285646,88.0,361082,89.2,413519,98.5,340042,87.1,323873,89.3,326946,90.2,269488,87.6,242816,86.1,228305,85.9,319998,89.9
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"東京都生計分析調査　令和 4年","","","","","","","","","","","","","","","","","","","","","","","","",""
"第９表　職能形態別１世帯当たり年平均１か月間の用途別生計支出　―　全　世　帯　―　","","","","","","","","","","","","","","","","","","","","","","","","",""
"注）　1)は、「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いたもの。","","","","","","","","","","","","","","","","","","","","","","","","",""
"項目（0：世帯数等　2：生計支出）","","","","","","","","","","","","","","","","","","","","","","","","",""
