"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","都平均／対前年増加率（％）","都平均／持家／実数（円）","都平均／持家／構成比（％）","300万円未満／実数（円）","300万円未満／構成比（％）","300万円未満／持家／実数（円）","300万円未満／持家／構成比（％）","300万円以上／実数（円）","300万円以上／構成比（％）","300万円以上／持家／実数（円）","300万円以上／持家／構成比（％）","（再掲）持家以外／実数（円）","（再掲）持家以外／構成比（％）"
"2","6","1","1","1","米類",1720,0.6,-6.4,1757,0.6,1717,0.9,1767,0.9,1710,0.6,1743,0.6,1495,0.6
"2","6","1","1","2","パン",2737,1.0,1.0,2727,1.0,2425,1.2,2330,1.2,2841,1.0,2843,1.0,2735,1.2
"2","6","1","1","3","麺類",1489,0.6,-1.3,1498,0.5,1385,0.7,1358,0.7,1530,0.5,1543,0.5,1426,0.6
"2","6","1","1","4","他の穀類",474,0.2,-8.3,489,0.2,371,0.2,398,0.2,513,0.2,517,0.2,401,0.2
"2","5","1","2","0","魚介類",7620,2.9,-2.2,8036,2.9,6589,3.3,7100,3.5,7988,2.8,8318,2.8,5601,2.4
"2","6","1","2","1","生鮮魚介",4126,1.6,-9.3,4384,1.6,3417,1.7,3763,1.9,4383,1.5,4574,1.6,2873,1.2
"2","6","1","2","2","塩干魚介",1367,0.5,5.3,1407,0.5,1190,0.6,1186,0.6,1425,0.5,1471,0.5,1182,0.5
"2","6","1","2","3","魚肉練製品",936,0.4,14.6,974,0.4,844,0.4,910,0.5,967,0.3,992,0.3,749,0.3
"2","6","1","2","4","他の魚介加工品",1193,0.4,5.4,1271,0.5,1138,0.6,1242,0.6,1213,0.4,1281,0.4,797,0.3
"2","5","1","3","0","肉類",6689,2.5,-8.5,6946,2.5,5175,2.6,5450,2.7,7223,2.5,7395,2.5,5362,2.3
"2","6","1","3","1","生鮮肉",5255,2.0,-10.8,5480,2.0,3972,2.0,4199,2.1,5710,2.0,5865,2.0,4110,1.8
"2","6","1","3","2","加工肉",1434,0.5,0.6,1466,0.5,1203,0.6,1252,0.6,1513,0.5,1530,0.5,1252,0.5
"2","5","1","4","0","乳卵類",4162,1.6,-5.6,4287,1.6,3685,1.9,3768,1.9,4325,1.5,4438,1.5,3524,1.5
"2","6","1","4","1","牛乳",1305,0.5,-7.0,1371,0.5,1151,0.6,1173,0.6,1355,0.5,1428,0.5,987,0.4
"2","6","1","4","2","乳製品",2032,0.8,-5.8,2067,0.8,1791,0.9,1819,0.9,2115,0.7,2138,0.7,1839,0.8
"2","6","1","4","3","卵",825,0.3,-2.6,849,0.3,742,0.4,777,0.4,855,0.3,872,0.3,698,0.3
"2","5","1","5","0","野菜・海藻",11481,4.3,-3.9,11821,4.3,9954,5.0,10593,5.2,12012,4.2,12183,4.2,9709,4.2
"2","6","1","5","1","生鮮野菜",7983,3.0,-3.0,8275,3.0,6844,3.5,7305,3.6,8376,2.9,8561,2.9,6465,2.8
"2","6","1","5","2","乾物・海藻",828,0.3,-8.6,856,0.3,719,0.4,772,0.4,871,0.3,884,0.3,683,0.3
"2","6","1","5","3","大豆加工品",1235,0.5,-5.7,1280,0.5,1030,0.5,1120,0.6,1300,0.5,1322,0.5,983,0.4
"2","6","1","5","4","他の野菜・海藻加工品",1434,0.5,-4.5,1410,0.5,1361,0.7,1397,0.7,1465,0.5,1417,0.5,1577,0.7
"2","5","1","6","0","果物",4478,1.7,-7.4,4498,1.6,3399,1.7,3385,1.7,4851,1.7,4832,1.6,4385,1.9
"2","6","1","6","1","生鮮果物",4075,1.5,-6.7,4080,1.5,3107,1.6,3059,1.5,4406,1.5,4384,1.5,4051,1.8
"2","6","1","6","2","果物加工品",403,0.2,-14.1,418,0.2,292,0.1,326,0.2,445,0.2,448,0.2,334,0.1
"2","5","1","7","0","油脂・調味料",3943,1.5,-2.0,4066,1.5,3163,1.6,3252,1.6,4233,1.5,4321,1.5,3293,1.4
"2","6","1","7","1","油脂",490,0.2,-1.0,510,0.2,402,0.2,438,0.2,523,0.2,533,0.2,393,0.2
"2","6","1","7","2","調味料",3452,1.3,-2.2,3556,1.3,2761,1.4,2814,1.4,3710,1.3,3788,1.3,2900,1.3
"2","5","1","8","0","菓子類",5988,2.3,3.3,6051,2.2,4951,2.5,4916,2.4,6361,2.2,6400,2.2,5674,2.5
"2","5","1","9","0","調理食品",13024,4.9,7.2,12982,4.8,11195,5.7,10683,5.3,13713,4.7,13702,4.7,13390,5.8
"2","6","1","9","1","主食的調理食品",5454,2.1,6.7,5418,2.0,4444,2.2,4289,2.1,5825,2.0,5766,2.0,5568,2.4
"2","6","1","9","2","他の調理食品",7570,2.8,7.6,7565,2.8,6751,3.4,6394,3.2,7888,2.7,7936,2.7,7822,3.4
"2","5","1","10","0","飲料",4761,1.8,0.2,4811,1.8,4012,2.0,3825,1.9,5022,1.7,5109,1.7,4434,1.9
"2","6","1","10","1","茶類",1223,0.5,-1.8,1228,0.5,1189,0.6,1166,0.6,1231,0.4,1245,0.4,1179,0.5
"2","6","1","10","2","コーヒー・ココア",950,0.4,-1.2,971,0.4,759,0.4,708,0.4,1019,0.4,1051,0.4,823,0.4
"2","6","1","10","3","他の飲料",2589,1.0,1.7,2613,1.0,2064,1.0,1952,1.0,2773,1.0,2814,1.0,2432,1.1
"2","5","1","11","0","酒類",3773,1.4,9.3,4004,1.5,2849,1.4,2818,1.4,4136,1.4,4389,1.5,2641,1.1
"2","5","1","12","0","外食",7174,2.7,13.3,7586,2.8,4736,2.4,4410,2.2,8088,2.8,8571,2.9,5090,2.2
"2","6","1","12","1","一般外食",7131,2.7,13.2,7551,2.8,4687,2.4,4410,2.2,8047,2.8,8525,2.9,5002,2.2
"2","6","1","12","2","学校給食",43,0.0,19.4,35,0.0,49,0.0,-,-,41,0.0,46,0.0,87,0.0
"2","4","2","0","0","住居",23096,8.7,-0.4,17152,6.3,26027,13.1,22420,11.1,21691,7.5,15059,5.1,57136,24.7
"2","5","2","1","0","家賃地代",8870,3.3,67.9,967,0.4,10965,5.5,1893,0.9,8212,2.8,689,0.2,52506,22.7
"2","5","2","2","0","設備修繕・維持",14226,5.4,-20.6,16185,5.9,15063,7.6,20526,10.2,13479,4.7,14370,4.9,4629,2.0
"2","6","2","2","1","設備材料",4309,1.6,-12.4,5037,1.8,3286,1.7,4065,2.0,4776,1.7,5418,1.8,185,0.1
"2","6","2","2","2","工事その他のサービス",9917,3.7,-23.7,11148,4.1,11777,5.9,16461,8.2,8703,3.0,8951,3.1,4445,1.9
"2","4","3","0","0","光熱・水道",22860,8.6,12.6,23444,8.6,20664,10.4,21340,10.6,23606,8.2,24055,8.2,19425,8.4
"2","5","3","1","0","電気代",11148,4.2,21.9,11521,4.2,10416,5.3,10893,5.4,11434,4.0,11730,4.0,9056,3.9
"2","5","3","2","0","ガス代",6421,2.4,14.7,6525,2.4,5394,2.7,5454,2.7,6742,2.3,6813,2.3,5806,2.5
"2","5","3","3","0","他の光熱",635,0.2,42.4,696,0.3,631,0.3,752,0.4,629,0.2,674,0.2,251,0.1
"2","5","3","4","0","上下水道料",4655,1.8,-8.9,4703,1.7,4222,2.1,4240,2.1,4800,1.7,4839,1.7,4312,1.9
"2","4","4","0","0","家具・家事用品",10720,4.0,-5.0,11408,4.2,8539,4.3,9030,4.5,11446,4.0,12058,4.1,7206,3.1
"2","5","4","1","0","家庭用耐久財",4294,1.6,5.0,4804,1.8,3385,1.7,3841,1.9,4548,1.6,5011,1.7,1656,0.7
"2","6","4","1","1","家事用耐久財",1569,0.6,-21.8,1709,0.6,973,0.5,1088,0.5,1782,0.6,1899,0.6,747,0.3
"2","6","4","1","2","冷暖房用器具",2258,0.8,29.1,2544,0.9,2219,1.1,2493,1.2,2193,0.8,2476,0.8,843,0.4
"2","6","4","1","3","一般家具",467,0.2,39.0,551,0.2,194,0.1,261,0.1,573,0.2,637,0.2,66,0.0
"2","5","4","2","0","室内装備・装飾品",511,0.2,-11.6,539,0.2,355,0.2,353,0.2,567,0.2,596,0.2,374,0.2
"2","5","4","3","0","寝具類",691,0.3,-6.0,732,0.3,534,0.3,653,0.3,752,0.3,749,0.3,466,0.2
"2","5","4","4","0","家事雑貨",1626,0.6,-13.6,1675,0.6,1227,0.6,1172,0.6,1778,0.6,1839,0.6,1382,0.6
"2","5","4","5","0","家事用消耗品",2859,1.1,-3.6,2836,1.0,2623,1.3,2531,1.3,2950,1.0,2935,1.0,2989,1.3
"2","5","4","6","0","家事サービス",740,0.3,-28.1,822,0.3,415,0.2,480,0.2,852,0.3,930,0.3,339,0.1
"2","4","5","0","0","被服及び履物",5945,2.2,-9.8,6291,2.3,3960,2.0,3990,2.0,6646,2.3,6989,2.4,4245,1.8
"2","5","5","1","0","和服",20,0.0,-93.0,24,0.0,51,0.0,73,0.0,7,0.0,8,0.0,-,-
"2","5","5","2","0","洋服",1839,0.7,-18.5,1967,0.7,1115,0.6,1162,0.6,2105,0.7,2223,0.8,1326,0.6
"2","6","5","2","1","男子用洋服",459,0.2,-51.6,507,0.2,291,0.1,354,0.2,522,0.2,554,0.2,186,0.1
"2","6","5","2","2","婦人用洋服",1360,0.5,5.3,1436,0.5,821,0.4,806,0.4,1556,0.5,1639,0.6,1139,0.5
"2","6","5","2","3","子供用洋服",20,0.0,25.0,24,0.0,4,0.0,3,0.0,26,0.0,30,0.0,2,0.0
"2","5","5","3","0","シャツ・セーター類",1261,0.5,-10.6,1375,0.5,931,0.5,920,0.5,1378,0.5,1510,0.5,639,0.3
"2","6","5","3","1","男子用シャツ・セーター類",382,0.1,-8.0,417,0.2,293,0.1,326,0.2,411,0.1,442,0.2,186,0.1
"2","6","5","3","2","婦人用シャツ・セーター類",866,0.3,-12.4,941,0.3,633,0.3,589,0.3,949,0.3,1048,0.4,451,0.2
"2","6","5","3","3","子供用シャツ・セーター類",14,0.0,100.0,17,0.0,5,0.0,6,0.0,18,0.0,20,0.0,2,0.0
"2","5","5","4","0","下着類",798,0.3,-4.8,847,0.3,613,0.3,642,0.3,855,0.3,902,0.3,531,0.2
"2","6","5","4","1","男子用下着類",291,0.1,-12.3,314,0.1,262,0.1,290,0.1,298,0.1,320,0.1,178,0.1
"2","6","5","4","2","婦人用下着類",503,0.2,0.6,528,0.2,349,0.2,349,0.2,552,0.2,576,0.2,353,0.2
"2","6","5","4","3","子供用下着類",5,0.0,-16.7,6,0.0,2,0.0,3,0.0,5,0.0,6,0.0,-,-
"2","5","5","5","0","生地・糸類",117,0.0,-14.0,113,0.0,112,0.1,143,0.1,118,0.0,102,0.0,128,0.1
"2","5","5","6","0","他の被服",539,0.2,10.9,558,0.2,421,0.2,396,0.2,585,0.2,611,0.2,484,0.2
"2","5","5","7","0","履物類",894,0.3,6.4,898,0.3,499,0.3,503,0.2,1034,0.4,1014,0.3,842,0.4
"2","5","5","8","0","被服関連サービス",476,0.2,38.4,510,0.2,218,0.1,151,0.1,565,0.2,618,0.2,295,0.1
"2","4","6","0","0","保健医療",18901,7.1,0.6,19916,7.3,12553,6.3,13864,6.9,21124,7.3,21672,7.4,13972,6.0
"2","5","6","1","0","医薬品",3303,1.2,-1.6,3380,1.2,2645,1.3,2765,1.4,3533,1.2,3556,1.2,3028,1.3
"2","5","6","2","0","健康保持用摂取品",2004,0.8,31.8,2180,0.8,1463,0.7,1777,0.9,2196,0.8,2294,0.8,1281,0.6
"2","5","6","3","0","保健医療用品・器具",2242,0.8,-9.7,2340,0.9,1716,0.9,1888,0.9,2443,0.8,2475,0.8,1777,0.8
"2","5","6","4","0","保健医療サービス",11352,4.3,-0.7,12017,4.4,6729,3.4,7434,3.7,12952,4.5,13346,4.6,7886,3.4
"2","4","7","0","0","交通・通信",27463,10.3,36.6,29480,10.8,14113,7.1,14324,7.1,31945,11.1,33878,11.6,17367,7.5
"2","5","7","1","0","交通",4114,1.5,43.9,4531,1.7,1904,1.0,1883,0.9,4937,1.7,5348,1.8,2085,0.9
"2","5","7","2","0","自動車等関係費",13614,5.1,89.4,15071,5.5,4625,2.3,4610,2.3,16500,5.7,18028,6.2,6024,2.6
"2","6","7","2","1","自動車等購入",4223,1.6,...,4942,1.8,-,-,-,-,5582,1.9,6318,2.2,-,-
"2","6","7","2","2","自転車購入",202,0.1,-52.1,222,0.1,170,0.1,182,0.1,202,0.1,226,0.1,54,0.0
"2","6","7","2","3","自動車等維持",9189,3.5,35.8,9907,3.6,4455,2.3,4428,2.2,10715,3.7,11484,3.9,5971,2.6
"2","5","7","3","0","通信",9735,3.7,-3.2,9878,3.6,7585,3.8,7831,3.9,10508,3.6,10503,3.6,9258,4.0
"2","4","8","0","0","教育",636,0.2,-72.9,746,0.3,27,0.0,29,0.0,830,0.3,946,0.3,14,0.0
"2","5","8","1","0","授業料等",536,0.2,-74.3,625,0.2,18,0.0,16,0.0,696,0.2,794,0.3,11,0.0
"2","5","8","2","0","教科書・学習参考教材",12,0.0,-36.8,14,0.0,-,-,-,-,17,0.0,18,0.0,3,0.0
"2","5","8","3","0","補習教育",88,0.0,-64.8,106,0.0,9,0.0,13,0.0,118,0.0,134,0.0,-,-
"2","4","9","0","0","教養娯楽",27505,10.4,11.1,30245,11.1,15068,7.6,16142,8.0,31802,11.0,34378,11.7,12630,5.5
"2","5","9","1","0","教養娯楽用耐久財",1613,0.6,-0.6,1800,0.7,406,0.2,358,0.2,2052,0.7,2240,0.8,623,0.3
"2","5","9","2","0","教養娯楽用品",4058,1.5,-14.2,4356,1.6,2873,1.5,2955,1.5,4491,1.6,4779,1.6,2553,1.1
"2","5","9","3","0","書籍・他の印刷物",4325,1.6,-3.7,4532,1.7,3504,1.8,3676,1.8,4612,1.6,4791,1.6,3196,1.4
"2","5","9","4","0","教養娯楽サービス",17509,6.6,25.8,19557,7.2,8285,4.2,9153,4.5,20646,7.2,22569,7.7,6258,2.7
"2","6","9","4","1","宿泊料",1798,0.7,112.8,2056,0.8,330,0.2,432,0.2,2307,0.8,2533,0.9,381,0.2
"2","6","9","4","2","パック旅行費",4416,1.7,289.8,5173,1.9,649,0.3,755,0.4,5675,2.0,6426,2.2,207,0.1
"2","6","9","4","3","月謝類",1852,0.7,4.5,2099,0.8,691,0.3,889,0.4,2274,0.8,2470,0.8,475,0.2
"2","6","9","4","4","他の教養娯楽サービス",9443,3.6,-7.1,10229,3.8,6615,3.3,7077,3.5,10389,3.6,11139,3.8,5195,2.2
"2","4","10","0","0","その他の消費支出",49046,18.5,5.6,52402,19.2,31434,15.9,34694,17.2,55081,19.1,57591,19.7,30257,13.1
"2","5","10","1","0","諸雑費",23531,8.9,13.8,24352,8.9,13705,6.9,13888,6.9,26880,9.3,27422,9.4,19020,8.2
"2","6","10","1","1","理美容サービス",3077,1.2,-1.1,3219,1.2,1927,1.0,1876,0.9,3488,1.2,3625,1.2,2371,1.0
"2","6","10","1","2","理美容用品",3821,1.4,-4.4,4096,1.5,2539,1.3,2720,1.3,4294,1.5,4523,1.5,2320,1.0
"2","6","10","1","3","身の回り用品",879,0.3,-21.5,877,0.3,597,0.3,328,0.2,977,0.3,1041,0.4,888,0.4
"2","6","10","1","4","たばこ",614,0.2,-9.2,436,0.2,780,0.4,478,0.2,546,0.2,424,0.1,1631,0.7
"2","6","10","1","5","他の諸雑費",15139,5.7,28.7,15723,5.8,7862,4.0,8486,4.2,17577,6.1,17809,6.1,11809,5.1
"2","5","10","2","0","こづかい",4542,1.7,-20.0,4712,1.7,4201,2.1,4756,2.4,4659,1.6,4689,1.6,3671,1.6
"2","5","10","3","0","交際費",19593,7.4,8.3,21876,8.0,13226,6.7,15833,7.8,21793,7.5,23666,8.1,6644,2.9
"2","6","10","3","1","食料",4971,1.9,17.9,5526,2.0,3174,1.6,3709,1.8,5640,2.0,6092,2.1,2220,1.0
"2","6","10","3","2","家具・家事用品",106,0.0,-31.2,121,0.0,70,0.0,87,0.0,117,0.0,130,0.0,18,0.0
"2","6","10","3","3","被服及び履物",207,0.1,-39.8,226,0.1,167,0.1,174,0.1,222,0.1,242,0.1,93,0.0
"2","6","10","3","4","教養娯楽",1064,0.4,55.1,1232,0.5,514,0.3,658,0.3,1268,0.4,1413,0.5,149,0.1
"2","6","10","3","5","他の物品サービス",561,0.2,70.5,595,0.2,337,0.2,406,0.2,621,0.2,635,0.2,319,0.1
"2","6","10","3","6","贈与金",8961,3.4,1.2,10003,3.7,6102,3.1,7398,3.7,9915,3.4,10763,3.7,2700,1.2
"2","6","10","3","7","他の交際費",3723,1.4,6.4,4173,1.5,2861,1.4,3402,1.7,4010,1.4,4391,1.5,1145,0.5
"2","5","10","4","0","仕送り金",1380,0.5,-32.3,1462,0.5,303,0.2,217,0.1,1749,0.6,1815,0.6,922,0.4
"2","3","0","0","0","土地家屋購入",5547,-,...,6316,-,-,-,-,-,7243,-,8089,-,-,-
"2","3","0","0","0","（再掲）教育関係費",1254,0.5,-58.8,1421,0.5,391,0.2,375,0.2,1537,0.5,1716,0.6,313,0.1
"2","3","0","0","0","（再掲）教養娯楽関係費",30746,11.6,16.3,33837,12.4,16395,8.3,17607,8.7,35763,12.4,38637,13.2,14132,6.1
"2","3","0","0","0","（再掲）移転支出（贈与金＋仕送り金）",10341,3.9,-5.1,11465,4.2,6406,3.2,7615,3.8,11664,4.0,12578,4.3,3623,1.6
"2","3","0","0","0","（再掲）経常消費支出",197940,74.5,2.5,197669,72.5,158573,80.1,154621,76.6,211972,73.4,210618,71.9,202478,87.5
"2","3","0","0","0","（再掲）情報通信関係費",13802,5.2,-3.4,14179,5.2,11120,5.6,11527,5.7,14750,5.1,14974,5.1,12000,5.2
"2","3","0","0","0","（再掲）消費支出（除く住居等）1)",228025,85.8,4.1,239084,87.7,165556,83.6,171849,85.1,249778,86.5,258974,88.4,170651,73.7
"2","2","0","0","0","その他の実支出",33560,-,-14.8,36372,-,17096,-,19368,-,39310,-,41455,-,19262,-
"2","3","0","0","0","直接税",14030,-,-17.6,15859,-,5784,-,7192,-,16942,-,18476,-,4781,-
"2","4","0","0","0","勤労所得税",486,-,-36.1,414,-,24,-,33,-,654,-,532,-,962,-
"2","4","0","0","0","個人住民税",4527,-,-21.7,4884,-,1359,-,1445,-,5615,-,5893,-,2831,-
"2","4","0","0","0","他の税",9017,-,-13.9,10561,-,4401,-,5714,-,10673,-,12050,-,989,-
"2","3","0","0","0","社会保険料",19513,-,-12.8,20499,-,11256,-,12136,-,22363,-,22975,-,14423,-
"2","4","0","0","0","公的年金保険料",2519,-,-30.6,2289,-,542,-,568,-,3215,-,2798,-,3966,-
"2","4","0","0","0","健康保険料",10860,-,-11.0,11694,-,6216,-,6827,-,12440,-,13130,-,6219,-
"2","4","0","0","0","介護保険料",6066,-,-6.3,6456,-,4494,-,4734,-,6617,-,6969,-,4117,-
"2","4","0","0","0","他の社会保険料",68,-,-1.4,60,-,4,-,6,-,93,-,77,-,121,-
"2","3","0","0","0","その他",17,-,142.9,14,-,56,-,41,-,4,-,5,-,59,-
"2","1","0","0","0","実支出以外の支払(繰越金を除く)",314534,-,-2.6,333768,-,188794,-,200602,-,358336,-,373256,-,213471,-
"2","2","0","0","0","預貯金",260324,-,-2.1,274461,-,164931,-,174298,-,293760,-,304326,-,187573,-
"2","2","0","0","0","保険料",7368,-,5.4,7642,-,4654,-,5438,-,8424,-,8320,-,5452,-
"2","3","0","0","0","個人・企業年金保険料",650,-,-23.6,713,-,581,-,719,-,684,-,701,-,330,-
"2","3","0","0","0","他の保険料",6719,-,9.4,6929,-,4073,-,4719,-,7739,-,7619,-,5122,-
"2","2","0","0","0","有価証券購入",2498,-,393.7,2757,-,124,-,147,-,3326,-,3542,-,751,-
"2","2","0","0","0","土地家屋借金返済",4319,-,27.2,5157,-,4533,-,6180,-,4220,-,4826,-,-,-
"2","2","0","0","0","他の借金返済",207,-,19.7,185,-,100,-,116,-,243,-,201,-,267,-
"2","2","0","0","0","クレジット購入借入金返済",38648,-,-14.6,42198,-,13896,-,13659,-,46983,-,50487,-,19274,-
"2","2","0","0","0","実支出以外の支払のその他",1170,-,63.0,1368,-,556,-,765,-,1380,-,1555,-,155,-
"2","1","0","0","0","繰越金",91176,-,8.3,92361,-,52912,-,55451,-,103909,-,102868,-,82822,-
"3","0","0","0","0","可処分所得",214648,-,9.6,223476,-,148577,-,157497,-,237694,-,242695,-,173325,-
"3","0","0","0","0","黒字",-51037,-,11.1,-49167,-,-49412,-,-44386,-,-51021,-,-50234,-,-58085,-
"3","1","0","0","0","金融資産純増",-18104,-,26.4,-18594,-,-18663,-,-15218,-,-16552,-,-18828,-,-11539,-
"3","3","0","0","0","貯蓄純増",-20472,-,18.1,-21207,-,-18787,-,-15364,-,-19712,-,-22187,-,-12291,-
"3","4","0","0","0","預貯金純増",5078,-,-37.8,8698,-,-14056,-,-8641,-,12814,-,14563,-,-10354,-
"3","4","0","0","0","保険純増",-25551,-,22.9,-29905,-,-4731,-,-6723,-,-32526,-,-36751,-,-1937,-
"3","3","0","0","0","有価証券純購入",2368,-,511.9,2613,-,124,-,147,-,3160,-,3360,-,751,-
"3","1","0","0","0","土地家屋借金純減",4319,-,27.2,5157,-,4533,-,6180,-,4220,-,4826,-,-,-
"3","1","0","0","0","他の借金純減",40,-,103.4,185,-,100,-,116,-,2,-,201,-,-585,-
"3","1","0","0","0","クレジット購入借入金純減",-17864,-,-19.6,-18936,-,-11140,-,-13569,-,-20526,-,-20696,-,-12689,-
"3","1","0","0","0","土地家屋純増",5547,-,...,6316,-,-,-,-,-,7243,-,8089,-,-,-
