"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","都平均／対前年増加率（％）","第1階層／実数（円）","第1階層／構成比（％）","第2階層／実数（円）","第2階層／構成比（％）","第3階層／実数（円）","第3階層／構成比（％）","第4階層／実数（円）","第4階層／構成比（％）","第5階層／実数（円）","第5階層／構成比（％）","第6階層／実数（円）","第6階層／構成比（％）","第7階層／実数（円）","第7階層／構成比（％）"
"1","3","0","0","0","他の経常収入",27052,4.0,-13.0,50762,39.9,50824,14.5,27467,6.1,21465,3.9,9464,1.4,13439,1.6,15002,0.8
"1","4","0","0","0","財産収入",1543,0.2,-26.6,90,0.1,835,0.2,2423,0.5,3511,0.6,1393,0.2,355,0.0,2213,0.1
"1","4","0","0","0","社会保障給付",24705,3.6,-13.8,50407,39.6,46906,13.4,24881,5.5,16410,3.0,7770,1.2,13062,1.5,12493,0.7
"1","5","0","0","0","公的年金給付",17438,2.5,-3.7,47241,37.1,39849,11.4,14943,3.3,6539,1.2,1839,0.3,6353,0.7,4679,0.3
"1","5","0","0","0","他の社会保障給付",7267,1.1,-31.1,3166,2.5,7056,2.0,9937,2.2,9871,1.8,5930,0.9,6708,0.8,7814,0.4
"1","4","0","0","0","仕送り金",804,0.1,122.1,264,0.2,3083,0.9,163,0.0,1544,0.3,302,0.0,22,0.0,296,0.0
"1","2","0","0","0","特別収入",14595,2.1,-23.5,5952,4.7,11393,3.3,10533,2.3,9197,1.7,25701,3.8,16596,1.9,22971,1.3
"1","3","0","0","0","受贈金",4591,0.7,-43.5,64,0.1,630,0.2,1555,0.3,1565,0.3,16762,2.5,7451,0.9,4237,0.2
"1","3","0","0","0","他の特別収入",10004,1.5,-8.6,5887,4.6,10763,3.1,8978,2.0,7632,1.4,8939,1.3,9145,1.1,18734,1.1
"1","1","0","0","0","実収入以外の受取(繰入金を除く)",509717,-,-7.4,282507,-,315334,-,413754,-,492538,-,582770,-,608478,-,872388,-
"1","2","0","0","0","預貯金引出",373790,-,-8.2,207322,-,238955,-,310672,-,363784,-,432470,-,441016,-,621160,-
"1","2","0","0","0","保険金",6437,-,-14.5,5242,-,8537,-,12416,-,2124,-,950,-,2092,-,14043,-
"1","3","0","0","0","個人・企業年金保険金",6199,-,2.4,5242,-,8537,-,12121,-,1991,-,674,-,1916,-,13284,-
"1","3","0","0","0","他の保険金",238,-,-83.9,-,-,-,-,295,-,133,-,276,-,177,-,759,-
"1","2","0","0","0","有価証券売却",1087,-,-32.4,-,-,-,-,-,-,469,-,365,-,-,-,6997,-
"1","2","0","0","0","土地家屋借入金",-,-,-100.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"1","2","0","0","0","他の借入金",719,-,3.0,-,-,1026,-,59,-,295,-,1437,-,346,-,1873,-
"1","2","0","0","0","クレジット購入借入金",127276,-,-1.9,69573,-,66387,-,90434,-,125233,-,147134,-,164757,-,227739,-
"1","2","0","0","0","土地家屋売却",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"1","2","0","0","0","実収入以外の受取のその他",408,-,-22.7,370,-,428,-,174,-,633,-,414,-,266,-,576,-
"1","1","0","0","0","繰入金",251871,-,-23.4,119051,-,215515,-,286365,-,232947,-,225757,-,415814,-,268499,-
"2","0","0","0","0","支払",1445626,-,-10.2,528815,-,880185,-,1152713,-,1272021,-,1480657,-,1882166,-,2913510,-
"2","1","0","0","0","実支出",489039,-,-9.0,259374,-,298234,-,359089,-,449217,-,537630,-,589181,-,928581,-
"2","2","0","0","0","生計支出",355980,-,-8.9,245103,-,258480,-,297299,-,356317,-,402937,-,404226,-,527287,-
"2","3","0","0","0","消費支出",350149,100.0,-2.0,245103,100.0,258480,100.0,297299,100.0,326647,100.0,400585,100.0,400937,100.0,522599,100.0
"2","4","1","0","0","食料",91862,26.2,-2.5,73805,30.1,75172,29.1,82239,27.7,91280,27.9,90889,22.7,102997,25.7,126417,24.2
"2","5","1","1","0","穀類",6795,1.9,-2.6,5688,2.3,6023,2.3,6159,2.1,6899,2.1,7199,1.8,7383,1.8,8194,1.6
"2","6","1","1","1","米類",1534,0.4,-5.7,1258,0.5,1337,0.5,1392,0.5,1717,0.5,1768,0.4,1612,0.4,1658,0.3
"2","6","1","1","2","パン",3035,0.9,-1.3,2575,1.1,2802,1.1,2656,0.9,2904,0.9,3101,0.8,3377,0.8,3817,0.7
"2","6","1","1","3","麺類",1668,0.5,-2.7,1401,0.6,1435,0.6,1595,0.5,1717,0.5,1737,0.4,1834,0.5,1953,0.4
"2","6","1","1","4","他の穀類",558,0.2,-0.7,454,0.2,450,0.2,516,0.2,562,0.2,594,0.1,560,0.1,766,0.1
"2","5","1","2","0","魚介類",5333,1.5,-10.5,5285,2.2,4804,1.9,4433,1.5,5208,1.6,5180,1.3,5631,1.4,6761,1.3
"2","6","1","2","1","生鮮魚介",3078,0.9,-14.4,3027,1.2,2781,1.1,2434,0.8,2960,0.9,3064,0.8,3339,0.8,3932,0.8
"2","6","1","2","2","塩干魚介",907,0.3,-2.9,873,0.4,815,0.3,795,0.3,977,0.3,911,0.2,891,0.2,1081,0.2
"2","6","1","2","3","魚肉練製品",526,0.2,-4.2,583,0.2,455,0.2,454,0.2,452,0.1,437,0.1,555,0.1,736,0.1
"2","6","1","2","4","他の魚介加工品",822,0.2,-6.4,802,0.3,753,0.3,750,0.3,819,0.3,769,0.2,846,0.2,1012,0.2
"2","5","1","3","0","肉類",8873,2.5,-4.5,7581,3.1,7153,2.8,7936,2.7,8935,2.7,9509,2.4,9511,2.4,11455,2.2
"2","6","1","3","1","生鮮肉",7300,2.1,-4.0,6199,2.5,5919,2.3,6530,2.2,7290,2.2,7934,2.0,7760,1.9,9436,1.8
"2","6","1","3","2","加工肉",1574,0.4,-6.4,1382,0.6,1234,0.5,1406,0.5,1646,0.5,1575,0.4,1751,0.4,2019,0.4
"2","5","1","4","0","乳卵類",4419,1.3,-1.6,3557,1.5,3782,1.5,3972,1.3,4818,1.5,4515,1.1,4545,1.1,5730,1.1
"2","6","1","4","1","牛乳",1348,0.4,0.1,1108,0.5,1105,0.4,1205,0.4,1474,0.5,1468,0.4,1428,0.4,1638,0.3
"2","6","1","4","2","乳製品",2240,0.6,-1.9,1725,0.7,2007,0.8,2011,0.7,2441,0.7,2194,0.5,2245,0.6,3051,0.6
"2","6","1","4","3","卵",831,0.2,-3.4,723,0.3,669,0.3,756,0.3,902,0.3,853,0.2,872,0.2,1041,0.2
"2","5","1","5","0","野菜・海藻",9171,2.6,-4.7,8571,3.5,8436,3.3,8073,2.7,9040,2.8,9340,2.3,9460,2.4,11280,2.2
"2","6","1","5","1","生鮮野菜",6524,1.9,-4.1,6011,2.5,5887,2.3,5771,1.9,6529,2.0,6624,1.7,6701,1.7,8153,1.6
"2","6","1","5","2","乾物・海藻",677,0.2,-4.6,609,0.2,589,0.2,547,0.2,636,0.2,747,0.2,731,0.2,880,0.2
"2","6","1","5","3","大豆加工品",988,0.3,-6.6,902,0.4,952,0.4,935,0.3,967,0.3,984,0.2,1048,0.3,1129,0.2
"2","6","1","5","4","他の野菜・海藻加工品",982,0.3,-7.0,1049,0.4,1008,0.4,821,0.3,907,0.3,985,0.2,980,0.2,1117,0.2
"2","5","1","6","0","果物",2908,0.8,-5.2,2694,1.1,2689,1.0,2388,0.8,2983,0.9,2595,0.6,3047,0.8,3956,0.8
"2","6","1","6","1","生鮮果物",2532,0.7,-5.9,2416,1.0,2370,0.9,2071,0.7,2609,0.8,2229,0.6,2579,0.6,3441,0.7
"2","6","1","6","2","果物加工品",377,0.1,0.8,277,0.1,319,0.1,317,0.1,374,0.1,366,0.1,469,0.1,515,0.1
"2","5","1","7","0","油脂・調味料",4012,1.1,-4.5,3447,1.4,3587,1.4,3748,1.3,3957,1.2,4096,1.0,4298,1.1,4939,0.9
"2","6","1","7","1","油脂",447,0.1,5.7,431,0.2,429,0.2,437,0.1,435,0.1,460,0.1,444,0.1,493,0.1
"2","6","1","7","2","調味料",3565,1.0,-5.7,3016,1.2,3158,1.2,3311,1.1,3521,1.1,3636,0.9,3854,1.0,4445,0.9
"2","5","1","8","0","菓子類",7957,2.3,-2.5,6797,2.8,6367,2.5,7464,2.5,7555,2.3,7718,1.9,8921,2.2,10837,2.1
"2","5","1","9","0","調理食品",13586,3.9,-7.0,10873,4.4,12987,5.0,12408,4.2,12140,3.7,12550,3.1,16118,4.0,17951,3.4
"2","6","1","9","1","主食的調理食品",6031,1.7,-3.5,4844,2.0,5653,2.2,5444,1.8,5478,1.7,5510,1.4,7078,1.8,8171,1.6
"2","6","1","9","2","他の調理食品",7555,2.2,-9.6,6029,2.5,7334,2.8,6964,2.3,6663,2.0,7040,1.8,9040,2.3,9781,1.9
"2","5","1","10","0","飲料",5733,1.6,-3.0,4708,1.9,5060,2.0,5316,1.8,5823,1.8,5594,1.4,6410,1.6,7214,1.4
"2","6","1","10","1","茶類",1277,0.4,0.8,973,0.4,1132,0.4,1329,0.4,1383,0.4,1053,0.3,1394,0.3,1671,0.3
"2","6","1","10","2","コーヒー・ココア",1242,0.4,-2.4,1052,0.4,1098,0.4,1268,0.4,1279,0.4,1160,0.3,1363,0.3,1469,0.3
"2","6","1","10","3","他の飲料",3214,0.9,-4.7,2683,1.1,2830,1.1,2719,0.9,3161,1.0,3381,0.8,3653,0.9,4075,0.8
"2","5","1","11","0","酒類",3634,1.0,-26.0,2569,1.0,3223,1.2,3143,1.1,3780,1.2,3572,0.9,4162,1.0,5010,1.0
"2","5","1","12","0","外食",19441,5.6,14.1,12035,4.9,11062,4.3,17199,5.8,20143,6.2,19020,4.7,23511,5.9,33090,6.3
"2","6","1","12","1","一般外食",18170,5.2,15.7,11484,4.7,10654,4.1,16196,5.4,18712,5.7,17096,4.3,21712,5.4,31324,6.0
"2","6","1","12","2","学校給食",1271,0.4,-4.4,551,0.2,408,0.2,1003,0.3,1431,0.4,1924,0.5,1799,0.4,1765,0.3
"2","4","2","0","0","住居",27718,7.9,-4.4,29617,12.1,28514,11.0,26729,9.0,26223,8.0,30313,7.6,29402,7.3,23279,4.5
"2","5","2","1","0","家賃地代",21655,6.2,10.2,17292,7.1,26478,10.2,21808,7.3,22186,6.8,20290,5.1,26740,6.7,16714,3.2
"2","5","2","2","0","設備修繕・維持",6063,1.7,-35.2,12325,5.0,2036,0.8,4921,1.7,4038,1.2,10023,2.5,2662,0.7,6565,1.3
"2","6","2","2","1","設備材料",1470,0.4,-46.2,4035,1.6,681,0.3,521,0.2,625,0.2,2314,0.6,1169,0.3,1035,0.2
"2","6","2","2","2","工事その他のサービス",4593,1.3,-30.6,8290,3.4,1355,0.5,4400,1.5,3413,1.0,7709,1.9,1494,0.4,5530,1.1
"2","4","3","0","0","光熱・水道",23000,6.6,17.8,19082,7.8,20093,7.8,24184,8.1,22625,6.9,24512,6.1,24741,6.2,25631,4.9
"2","5","3","1","0","電気代",11337,3.2,30.0,9275,3.8,9883,3.8,11702,3.9,11195,3.4,11957,3.0,13042,3.3,12263,2.3
"2","5","3","2","0","ガス代",6275,1.8,18.3,5352,2.2,5697,2.2,6811,2.3,6027,1.8,6721,1.7,6254,1.6,7032,1.3
"2","5","3","3","0","他の光熱",256,0.1,56.1,331,0.1,298,0.1,225,0.1,193,0.1,271,0.1,153,0.0,309,0.1
"2","5","3","4","0","上下水道料",5132,1.5,-3.8,4123,1.7,4215,1.6,5446,1.8,5210,1.6,5563,1.4,5293,1.3,6027,1.2
"2","4","4","0","0","家具・家事用品",13886,4.0,-6.2,9855,4.0,8792,3.4,12925,4.3,12767,3.9,12697,3.2,14283,3.6,25858,4.9
"2","5","4","1","0","家庭用耐久財",4176,1.2,-17.0,2720,1.1,1547,0.6,4372,1.5,2885,0.9,3892,1.0,4255,1.1,9546,1.8
"2","6","4","1","1","家事用耐久財",1774,0.5,-32.1,1352,0.6,592,0.2,2376,0.8,1182,0.4,1820,0.5,2319,0.6,2797,0.5
"2","6","4","1","2","冷暖房用器具",1227,0.4,-23.7,753,0.3,188,0.1,892,0.3,599,0.2,1747,0.4,1500,0.4,2928,0.6
"2","6","4","1","3","一般家具",1175,0.3,44.5,616,0.3,767,0.3,1104,0.4,1104,0.3,325,0.1,436,0.1,3821,0.7
"2","5","4","2","0","室内装備・装飾品",1036,0.3,-12.4,565,0.2,425,0.2,842,0.3,871,0.3,514,0.1,696,0.2,3312,0.6
"2","5","4","3","0","寝具類",1181,0.3,-3.7,470,0.2,1045,0.4,662,0.2,1848,0.6,761,0.2,1868,0.5,1610,0.3
"2","5","4","4","0","家事雑貨",3133,0.9,-2.8,2594,1.1,2104,0.8,3238,1.1,2747,0.8,3009,0.8,3183,0.8,5082,1.0
"2","5","4","5","0","家事用消耗品",3748,1.1,4.5,3147,1.3,3136,1.2,3430,1.2,3688,1.1,3890,1.0,3795,0.9,5147,1.0
"2","5","4","6","0","家事サービス",612,0.2,10.1,360,0.1,536,0.2,382,0.1,728,0.2,631,0.2,487,0.1,1162,0.2
"2","4","5","0","0","被服及び履物",14547,4.2,11.6,8480,3.5,8430,3.3,12013,4.0,13960,4.3,14096,3.5,18109,4.5,26745,5.1
"2","5","5","1","0","和服",218,0.1,84.7,18,0.0,100,0.0,22,0.0,711,0.2,15,0.0,60,0.0,600,0.1
"2","5","5","2","0","洋服",6336,1.8,13.0,3402,1.4,3797,1.5,5479,1.8,5436,1.7,6601,1.6,7226,1.8,12422,2.4
"2","6","5","2","1","男子用洋服",1934,0.6,8.2,922,0.4,1026,0.4,1586,0.5,1400,0.4,1997,0.5,2736,0.7,3877,0.7
"2","6","5","2","2","婦人用洋服",3643,1.0,19.1,2179,0.9,2368,0.9,2939,1.0,3116,1.0,3815,1.0,3773,0.9,7303,1.4
"2","6","5","2","3","子供用洋服",761,0.2,0.0,301,0.1,403,0.2,955,0.3,920,0.3,788,0.2,717,0.2,1241,0.2
"2","5","5","3","0","シャツ・セーター類",2665,0.8,12.4,1764,0.7,1872,0.7,2160,0.7,2484,0.8,2325,0.6,3367,0.8,4683,0.9
"2","6","5","3","1","男子用シャツ・セーター類",934,0.3,14.3,571,0.2,617,0.2,614,0.2,1147,0.4,775,0.2,1290,0.3,1543,0.3
"2","6","5","3","2","婦人用シャツ・セーター類",1513,0.4,16.1,1146,0.5,1125,0.4,1304,0.4,1094,0.3,1344,0.3,1788,0.4,2776,0.5
"2","6","5","3","3","子供用シャツ・セーター類",218,0.1,-13.1,46,0.0,130,0.1,242,0.1,243,0.1,206,0.1,289,0.1,364,0.1
"2","5","5","4","0","下着類",1052,0.3,-9.3,652,0.3,683,0.3,829,0.3,1105,0.3,940,0.2,1210,0.3,1939,0.4
"2","6","5","4","1","男子用下着類",267,0.1,-6.3,226,0.1,178,0.1,195,0.1,241,0.1,243,0.1,297,0.1,486,0.1
"2","6","5","4","2","婦人用下着類",618,0.2,-8.4,390,0.2,402,0.2,470,0.2,649,0.2,526,0.1,677,0.2,1212,0.2
"2","6","5","4","3","子供用下着類",167,0.0,-16.5,36,0.0,103,0.0,164,0.1,215,0.1,170,0.0,235,0.1,241,0.0
"2","5","5","5","0","生地・糸類",138,0.0,13.1,194,0.1,69,0.0,238,0.1,67,0.0,116,0.0,88,0.0,191,0.0
"2","5","5","6","0","他の被服",1006,0.3,5.9,776,0.3,600,0.2,887,0.3,1112,0.3,939,0.2,1021,0.3,1701,0.3
"2","5","5","7","0","履物類",2105,0.6,10.5,964,0.4,1004,0.4,1720,0.6,2128,0.7,2372,0.6,2631,0.7,3916,0.7
"2","5","5","8","0","被服関連サービス",1028,0.3,28.8,711,0.3,305,0.1,678,0.2,916,0.3,790,0.2,2507,0.6,1294,0.2
"2","4","6","0","0","保健医療",15983,4.6,-4.4,14994,6.1,13969,5.4,13565,4.6,13954,4.3,17403,4.3,18100,4.5,19926,3.8
"2","5","6","1","0","医薬品",2523,0.7,-1.3,2562,1.0,2292,0.9,2189,0.7,2091,0.6,2491,0.6,2776,0.7,3258,0.6
"2","5","6","2","0","健康保持用摂取品",897,0.3,-9.2,753,0.3,908,0.4,1033,0.3,687,0.2,769,0.2,1159,0.3,972,0.2
"2","5","6","3","0","保健医療用品・器具",3688,1.1,3.2,2524,1.0,2974,1.2,3475,1.2,3499,1.1,4155,1.0,4077,1.0,5084,1.0
"2","5","6","4","0","保健医療サービス",8875,2.5,-7.5,9155,3.7,7795,3.0,6869,2.3,7678,2.4,9989,2.5,10088,2.5,10611,2.0
"2","4","7","0","0","交通・通信",38624,11.0,-10.4,24630,10.0,27300,10.6,38505,13.0,37284,11.4,43661,10.9,48044,12.0,51251,9.8
"2","5","7","1","0","交通",10054,2.9,23.0,5964,2.4,4818,1.9,8369,2.8,9587,2.9,10881,2.7,13373,3.3,17418,3.3
"2","5","7","2","0","自動車等関係費",15621,4.5,-24.9,8783,3.6,10849,4.2,16353,5.5,15940,4.9,19099,4.8,20981,5.2,17576,3.4
"2","6","7","2","1","自動車等購入",2821,0.8,-62.2,-,-,-,-,3837,1.3,2956,0.9,5959,1.5,7191,1.8,-,-
"2","6","7","2","2","自転車購入",1094,0.3,35.6,1418,0.6,442,0.2,1391,0.5,1468,0.4,889,0.2,723,0.2,1339,0.3
"2","6","7","2","3","自動車等維持",11705,3.3,-6.6,7364,3.0,10408,4.0,11125,3.7,11515,3.5,12251,3.1,13067,3.3,16237,3.1
"2","5","7","3","0","通信",12949,3.7,-8.5,9883,4.0,11633,4.5,13782,4.6,11757,3.6,13682,3.4,13690,3.4,16257,3.1
"2","4","8","0","0","教育",28810,8.2,-2.0,13565,5.5,10747,4.2,14462,4.9,21699,6.6,41443,10.3,40926,10.2,59298,11.3
"2","5","8","1","0","授業料等",19567,5.6,-7.5,8506,3.5,7544,2.9,10356,3.5,15581,4.8,26789,6.7,27628,6.9,41211,7.9
"2","5","8","2","0","教科書・学習参考教材",341,0.1,-24.4,160,0.1,226,0.1,226,0.1,356,0.1,534,0.1,487,0.1,413,0.1
"2","5","8","3","0","補習教育",8902,2.5,14.5,4899,2.0,2977,1.2,3880,1.3,5762,1.8,14121,3.5,12810,3.2,17674,3.4
"2","4","9","0","0","教養娯楽",38624,11.0,5.2,24412,10.0,22352,8.6,29353,9.9,40855,12.5,40087,10.0,45932,11.5,67538,12.9
"2","5","9","1","0","教養娯楽用耐久財",3209,0.9,-26.7,1439,0.6,2166,0.8,3873,1.3,2630,0.8,2347,0.6,4868,1.2,5124,1.0
"2","5","9","2","0","教養娯楽用品",9198,2.6,4.8,4837,2.0,5718,2.2,8146,2.7,10624,3.3,10253,2.6,9051,2.3,15811,3.0
"2","5","9","3","0","書籍・他の印刷物",3037,0.9,-8.4,2633,1.1,2262,0.9,2721,0.9,2805,0.9,3057,0.8,3229,0.8,4542,0.9
"2","5","9","4","0","教養娯楽サービス",23179,6.6,14.5,15503,6.3,12206,4.7,14614,4.9,24796,7.6,24430,6.1,28784,7.2,42060,8.0
"2","6","9","4","1","宿泊料",3457,1.0,29.2,2577,1.1,918,0.4,898,0.3,3184,1.0,3448,0.9,4805,1.2,8498,1.6
"2","6","9","4","2","パック旅行費",1848,0.5,43.3,2469,1.0,1384,0.5,798,0.3,1848,0.6,1711,0.4,2569,0.6,2179,0.4
"2","6","9","4","3","月謝類",5896,1.7,10.0,2296,0.9,2027,0.8,3174,1.1,7025,2.2,6574,1.6,8537,2.1,11599,2.2
"2","6","9","4","4","他の教養娯楽サービス",11978,3.4,9.8,8161,3.3,7877,3.0,9743,3.3,12739,3.9,12697,3.2,12873,3.2,19784,3.8
"2","4","10","0","0","その他の消費支出",57096,16.3,-5.8,26664,10.9,43113,16.7,43322,14.6,46000,14.1,85483,21.3,58403,14.6,96657,18.5
"2","5","10","1","0","諸雑費",32195,9.2,-1.7,15309,6.2,25687,9.9,26128,8.8,25312,7.7,53601,13.4,30010,7.5,49384,9.4
"2","6","10","1","1","理美容サービス",4059,1.2,-6.0,2872,1.2,2358,0.9,3319,1.1,4224,1.3,4544,1.1,4364,1.1,6706,1.3
"2","6","10","1","2","理美容用品",5884,1.7,1.7,4114,1.7,4459,1.7,4773,1.6,6209,1.9,5762,1.4,6678,1.7,9147,1.8
"2","6","10","1","3","身の回り用品",2801,0.8,-17.2,1030,0.4,1462,0.6,2169,0.7,2260,0.7,2113,0.5,3077,0.8,7475,1.4
"2","6","10","1","4","たばこ",1149,0.3,0.3,594,0.2,1027,0.4,1327,0.4,1924,0.6,768,0.2,1341,0.3,1069,0.2
"2","6","10","1","5","他の諸雑費",18301,5.2,1.0,6699,2.7,16381,6.3,14540,4.9,10696,3.3,40414,10.1,14549,3.6,24989,4.8
"2","5","10","2","0","こづかい",7437,2.1,-8.1,2142,0.9,6316,2.4,4705,1.6,5878,1.8,9147,2.3,8956,2.2,14671,2.8
"2","5","10","3","0","交際費",15021,4.3,3.9,8586,3.5,9983,3.9,11333,3.8,14147,4.3,17964,4.5,17051,4.3,26171,5.0
"2","6","10","3","1","食料",3274,0.9,8.4,2549,1.0,2787,1.1,2350,0.8,2923,0.9,2794,0.7,3860,1.0,5646,1.1
"2","6","10","3","2","家具・家事用品",292,0.1,35.2,190,0.1,188,0.1,109,0.0,93,0.0,325,0.1,167,0.0,970,0.2
"2","6","10","3","3","被服及び履物",380,0.1,20.3,78,0.0,411,0.2,240,0.1,523,0.2,483,0.1,494,0.1,431,0.1
"2","6","10","3","4","教養娯楽",856,0.2,23.3,722,0.3,176,0.1,566,0.2,988,0.3,435,0.1,669,0.2,2444,0.5
"2","6","10","3","5","他の物品サービス",442,0.1,-20.8,157,0.1,332,0.1,221,0.1,337,0.1,371,0.1,913,0.2,783,0.1
"2","6","10","3","6","贈与金",4994,1.4,22.6,3150,1.3,3304,1.3,3927,1.3,4331,1.3,8155,2.0,5011,1.2,7158,1.4
"2","6","10","3","7","他の交際費",4783,1.4,-14.2,1740,0.7,2785,1.1,3921,1.3,4951,1.5,5401,1.3,5937,1.5,8739,1.7
"2","5","10","4","0","仕送り金",2444,0.7,-53.9,627,0.3,1128,0.4,1155,0.4,664,0.2,4771,1.2,2386,0.6,6429,1.2
"2","3","0","0","0","土地家屋購入",5831,-,-82.6,-,-,-,-,-,-,29670,-,2352,-,3289,-,4687,-
"2","3","0","0","0","（再掲）教育関係費",33448,9.6,-7.7,15241,6.2,13176,5.1,17043,5.7,25704,7.9,47327,11.8,46927,11.7,69280,13.3
"2","3","0","0","0","（再掲）教養娯楽関係費",44228,12.6,9.5,28328,11.6,23983,9.3,34031,11.4,46542,14.2,45991,11.5,52163,13.0,78706,15.1
"2","3","0","0","0","（再掲）移転支出（贈与金＋仕送り金）",7438,2.1,-20.7,3777,1.5,4432,1.7,5082,1.7,4995,1.5,12927,3.2,7397,1.8,13587,2.6
"2","3","0","0","0","（再掲）経常消費支出",244791,69.9,0.5,180901,73.8,202615,78.4,223576,75.2,242804,74.3,252422,63.0,278270,69.4,332067,63.5
"2","3","0","0","0","（再掲）情報通信関係費",16475,4.7,-7.4,12229,5.0,15030,5.8,17807,6.0,15177,4.6,16955,4.2,17922,4.5,20218,3.9
"2","3","0","0","0","（再掲）消費支出（除く住居等）1)",312172,89.2,0.3,211709,86.4,225535,87.3,261650,88.0,292472,89.5,351386,87.7,356946,89.0,485733,92.9
"2","2","0","0","0","その他の実支出",133059,-,-9.5,14271,-,39754,-,61790,-,92901,-,134694,-,184955,-,401294,-
"2","3","0","0","0","直接税",61723,-,-12.3,5315,-,13443,-,21511,-,37655,-,60030,-,82221,-,211207,-
"2","4","0","0","0","勤労所得税",30252,-,-11.2,295,-,2841,-,5427,-,10242,-,20066,-,33544,-,138519,-
"2","4","0","0","0","個人住民税",24840,-,-11.1,1816,-,7043,-,11571,-,20064,-,31922,-,42021,-,59291,-
"2","4","0","0","0","他の税",6631,-,-20.7,3204,-,3559,-,4514,-,7349,-,8043,-,6656,-,13397,-
"2","3","0","0","0","社会保険料",70962,-,-7.3,8944,-,26279,-,40144,-,55225,-,74637,-,100339,-,190054,-
"2","4","0","0","0","公的年金保険料",43149,-,-7.2,2075,-,14243,-,24612,-,34676,-,47380,-,63352,-,115072,-
"2","4","0","0","0","健康保険料",22152,-,-8.3,4576,-,9139,-,12508,-,16689,-,22465,-,29754,-,59587,-
