1,"東京都生計分析調査　令和 4年11月","","","","","","","","","","","","","","",""
111,"2","5","4","5","0","家事用消耗品",3809,1.0,3800,1.1,3845,1.1,2954,0.9,4504,0.9
112,"2","5","4","6","0","家事サービス",799,0.2,1090,0.3,161,0.0,116,0.0,96,0.0
113,"2","4","5","0","0","被服及び履物",15987,4.4,16933,4.8,12531,3.5,8463,2.7,20154,4.1
114,"2","5","5","1","0","和服",95,0.0,136,0.0,-,-,-,-,-,-
115,"2","5","5","2","0","洋服",7121,2.0,8429,2.4,4730,1.3,3240,1.0,3868,0.8
116,"2","6","5","2","1","男子用洋服",1708,0.5,2097,0.6,844,0.2,606,0.2,947,0.2
117,"2","6","5","2","2","婦人用洋服",4743,1.3,5756,1.6,3474,1.0,1004,0.3,1874,0.4
118,"2","6","5","2","3","子供用洋服",670,0.2,576,0.2,413,0.1,1630,0.5,1047,0.2
119,"2","5","5","3","0","シャツ・セーター類",2916,0.8,3050,0.9,2253,0.6,1997,0.6,3664,0.7
120,"2","6","5","3","1","男子用シャツ・セーター類",759,0.2,700,0.2,410,0.1,170,0.1,2243,0.5
121,"2","6","5","3","2","婦人用シャツ・セーター類",1945,0.5,2235,0.6,1709,0.5,1132,0.4,718,0.1
122,"2","6","5","3","3","子供用シャツ・セーター類",212,0.1,115,0.0,135,0.0,695,0.2,703,0.1
123,"2","5","5","4","0","下着類",1248,0.3,1347,0.4,1101,0.3,837,0.3,1048,0.2
124,"2","6","5","4","1","男子用下着類",280,0.1,288,0.1,301,0.1,72,0.0,344,0.1
125,"2","6","5","4","2","婦人用下着類",795,0.2,881,0.3,679,0.2,567,0.2,492,0.1
126,"2","6","5","4","3","子供用下着類",174,0.0,177,0.1,122,0.0,198,0.1,212,0.0
127,"2","5","5","5","0","生地・糸類",110,0.0,145,0.0,17,0.0,62,0.0,26,0.0
128,"2","5","5","6","0","他の被服",1198,0.3,1004,0.3,2199,0.6,1117,0.4,1168,0.2
129,"2","5","5","7","0","履物類",1878,0.5,1642,0.5,1557,0.4,1144,0.4,4808,1.0
130,"2","5","5","8","0","被服関連サービス",1422,0.4,1180,0.3,673,0.2,66,0.0,5572,1.1
131,"2","4","6","0","0","保健医療",15936,4.4,15969,4.5,12070,3.4,16590,5.2,21332,4.3
132,"2","5","6","1","0","医薬品",2591,0.7,2518,0.7,2451,0.7,3375,1.1,2760,0.6
133,"2","5","6","2","0","健康保持用摂取品",1041,0.3,1067,0.3,777,0.2,1233,0.4,1114,0.2
134,"2","5","6","3","0","保健医療用品・器具",4237,1.2,4441,1.3,2558,0.7,3832,1.2,5651,1.1
135,"2","5","6","4","0","保健医療サービス",8066,2.2,7943,2.3,6284,1.7,8150,2.6,11806,2.4
136,"2","4","7","0","0","交通・通信",36301,10.0,36294,10.3,32214,9.0,32732,10.3,45719,9.2
137,"2","5","7","1","0","交通",10638,2.9,9312,2.6,8512,2.4,9375,2.9,25331,5.1
138,"2","5","7","2","0","自動車等関係費",11384,3.1,13347,3.8,3953,1.1,9723,3.1,9330,1.9
139,"2","6","7","2","1","自動車等購入",-,-,-,-,-,-,-,-,-,-
140,"2","6","7","2","2","自転車購入",566,0.2,706,0.2,-,-,1051,0.3,-,-
141,"2","6","7","2","3","自動車等維持",10818,3.0,12642,3.6,3953,1.1,8672,2.7,9330,1.9
142,"2","5","7","3","0","通信",14279,3.9,13635,3.9,19749,5.5,13634,4.3,11058,2.2
143,"2","4","8","0","0","教育",26488,7.3,22987,6.5,6168,1.7,10932,3.4,98499,19.9
144,"2","5","8","1","0","授業料等",16673,4.6,12883,3.7,2402,0.7,5520,1.7,77766,15.7
145,"2","5","8","2","0","教科書・学習参考教材",89,0.0,83,0.0,143,0.0,-,-,117,0.0
146,"2","5","8","3","0","補習教育",9726,2.7,10022,2.8,3623,1.0,5412,1.7,20615,4.2
147,"2","4","9","0","0","教養娯楽",39141,10.8,42548,12.1,29097,8.1,24584,7.7,40321,8.1
148,"2","5","9","1","0","教養娯楽用耐久財",6247,1.7,7712,2.2,4662,1.3,16,0.0,2365,0.5
149,"2","5","9","2","0","教養娯楽用品",9337,2.6,9686,2.8,6331,1.8,11929,3.8,9364,1.9
150,"2","5","9","3","0","書籍・他の印刷物",3095,0.9,3170,0.9,2283,0.6,2538,0.8,4255,0.9
151,"2","5","9","4","0","教養娯楽サービス",20462,5.6,21980,6.2,15821,4.4,10101,3.2,24337,4.9
152,"2","6","9","4","1","宿泊料",1920,0.5,2137,0.6,1198,0.3,683,0.2,2370,0.5
153,"2","6","9","4","2","パック旅行費",1186,0.3,1247,0.4,776,0.2,-,-,2310,0.5
154,"2","6","9","4","3","月謝類",5829,1.6,5929,1.7,3919,1.1,2057,0.6,11106,2.2
155,"2","6","9","4","4","他の教養娯楽サービス",11527,3.2,12667,3.6,9927,2.8,7361,2.3,8551,1.7
156,"2","4","10","0","0","その他の消費支出",69920,19.2,71754,20.4,57048,15.9,49181,15.5,92747,18.7
157,"2","5","10","1","0","諸雑費",32377,8.9,33759,9.6,24975,7.0,26433,8.3,38203,7.7
158,"2","6","10","1","1","理美容サービス",4618,1.3,5270,1.5,3186,0.9,1466,0.5,4362,0.9
159,"2","6","10","1","2","理美容用品",7354,2.0,7695,2.2,5914,1.6,7042,2.2,7252,1.5
160,"2","6","10","1","3","身の回り用品",3636,1.0,3882,1.1,2251,0.6,5165,1.6,2720,0.5
161,"2","6","10","1","4","たばこ",1199,0.3,1305,0.4,1156,0.3,727,0.2,820,0.2
162,"2","6","10","1","5","他の諸雑費",15570,4.3,15607,4.4,12468,3.5,12033,3.8,23050,4.7
163,"2","5","10","2","0","こづかい",13949,3.8,16381,4.7,4293,1.2,5671,1.8,17078,3.4
164,"2","5","10","3","0","交際費",19391,5.3,19442,5.5,27780,7.7,16957,5.3,7533,1.5
165,"2","6","10","3","0","食料",4092,1.1,4382,1.2,1995,0.6,5789,1.8,3836,0.8
166,"2","6","10","3","0","家具・家事用品",211,0.1,272,0.1,42,0.0,-,-,175,0.0
167,"2","6","10","3","0","被服及び履物",265,0.1,350,0.1,-,-,298,0.1,-,-
168,"2","6","10","3","0","教養娯楽",341,0.1,251,0.1,156,0.0,1363,0.4,519,0.1
169,"2","6","10","3","0","他の物品サービス",287,0.1,323,0.1,64,0.0,749,0.2,-,-
170,"2","6","10","3","6","贈与金",8658,2.4,6839,1.9,23381,6.5,7600,2.4,115,0.0
171,"2","6","10","3","7","他の交際費",5536,1.5,7024,2.0,2142,0.6,1157,0.4,2888,0.6
172,"2","5","10","4","0","仕送り金",4203,1.2,2172,0.6,-,-,120,0.0,29933,6.0
173,"2","3","0","0","0","土地家屋購入",-,-,-,-,-,-,-,-,-,-
174,"2","3","0","0","0","（再掲）教育関係費",30324,8.3,27143,7.7,8215,2.3,12108,3.8,104831,21.2
175,"2","3","0","0","0","（再掲）教養娯楽関係費",45087,12.4,48731,13.9,33370,9.3,30271,9.5,47307,9.6
176,"2","3","0","0","0","（再掲）移転支出（贈与金＋仕送り金）",12861,3.5,9011,2.6,23381,6.5,7720,2.4,30047,6.1
177,"2","3","0","0","0","（再掲）経常消費支出",264115,72.7,251376,71.5,284555,79.2,248135,78.0,343106,69.3
178,"2","3","0","0","0","（再掲）情報通信関係費",16577,4.6,17588,5.0,13730,3.8,16454,5.2,13379,2.7
179,"2","3","0","0","0","（再掲）消費支出（除く住居等）　1）",326743,89.9,338118,96.1,242649,67.6,258235,81.2,427273,86.3
180,"2","2","0","0","0","その他の実支出",111158,-,110870,-,81632,-,104572,-,165793,-
181,"2","3","0","0","0","直接税",48852,-,49175,-,30155,-,42421,-,81320,-
182,"2","4","0","0","0","勤労所得税",23178,-,22877,-,13658,-,23855,-,40179,-
183,"2","4","0","0","0","個人住民税",24786,-,25159,-,16497,-,17238,-,41141,-
184,"2","4","0","0","0","他の税",888,-,1140,-,1,-,1327,-,0,-
185,"2","3","0","0","0","社会保険料",62286,-,61695,-,51477,-,61867,-,84473,-
186,"2","4","0","0","0","公的年金保険料",37580,-,36977,-,30182,-,36966,-,54565,-
187,"2","4","0","0","0","健康保険料",19756,-,19582,-,17667,-,19569,-,24594,-
188,"2","4","0","0","0","介護保険料",3145,-,3329,-,1997,-,3385,-,3359,-
189,"2","4","0","0","0","他の社会保険料",1805,-,1807,-,1631,-,1947,-,1955,-
190,"2","3","0","0","0","その他",20,-,-,-,-,-,285,-,-,-
191,"2","1","0","0","0","実支出以外の支払(繰越金を除く)",622805,-,661716,-,460036,-,472024,-,700720,-
192,"2","2","0","0","0","預貯金",428375,-,434455,-,367137,-,414560,-,489971,-
193,"2","2","0","0","0","保険料",23544,-,20450,-,20171,-,17667,-,57635,-
194,"2","3","0","0","0","個人・企業年金保険料",5727,-,5582,-,3402,-,6058,-,10305,-
195,"2","3","0","0","0","他の保険料",17817,-,14868,-,16769,-,11609,-,47330,-
196,"2","2","0","0","0","有価証券購入",14806,-,18324,-,6866,-,8540,-,5166,-
197,"2","2","0","0","0","土地家屋借金返済",40095,-,57619,-,-,-,-,-,-,-
198,"2","2","0","0","0","他の借金返済",1816,-,2610,-,-,-,-,-,-,-
199,"2","2","0","0","0","クレジット購入借入金返済",113588,-,127737,-,65184,-,31200,-,146647,-
200,"2","2","0","0","0","実支出以外の支払のその他",580,-,521,-,678,-,57,-,1301,-
201,"2","1","0","0","0","繰越金",219870,-,248764,-,133710,-,75896,-,247794,-
202,"3","0","0","0","0","可処分所得",466550,-,473363,-,420006,-,426972,-,519499,-
203,"3","0","0","0","0","黒字",103299,-,121641,-,60860,-,108902,-,24210,-
204,"3","1","0","0","0","金融資産純増",91408,-,85834,-,67148,-,187791,-,96663,-
205,"3","3","0","0","0","貯蓄純増",76602,-,67510,-,60282,-,179251,-,91497,-
206,"3","4","0","0","0","預貯金純増",54478,-,48636,-,42375,-,161584,-,33862,-
207,"3","4","0","0","0","保険純増",22124,-,18874,-,17907,-,17667,-,57635,-
208,"3","3","0","0","0","有価証券純購入",14806,-,18324,-,6866,-,8540,-,5166,-
209,"3","1","0","0","0","土地家屋借金純減",40095,-,57619,-,-,-,-,-,-,-
210,"3","1","0","0","0","他の借金純減",997,-,1874,-,-1420,-,-1449,-,-,-
211,"3","1","0","0","0","クレジット購入借入金純減",-19890,-,-13943,-,-23780,-,-56113,-,-31000,-
212,"3","1","0","0","0","土地家屋純増",-,-,-,-,-,-,-,-,-,-
213,"3","1","0","0","0","その他の純増",468,-,456,-,678,-,-635,-,1112,-
214,"3","1","0","0","0","繰越純増",-9780,-,-10199,-,18234,-,-20691,-,-42564,-
