"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","都平均／対前年増加率（％）","第1階層／実数（円）","第1階層／構成比（％）","第2階層／実数（円）","第2階層／構成比（％）","第3階層／実数（円）","第3階層／構成比（％）","第4階層／実数（円）","第4階層／構成比（％）","第5階層／実数（円）","第5階層／構成比（％）","第6階層／実数（円）","第6階層／構成比（％）","第7階層／実数（円）","第7階層／構成比（％）"
"1","5","0","0","0","臨時収入",4075,0.6,-10.7,1788,0.5,2469,0.5,4907,1.0,3489,0.6,2903,0.4,3817,0.5,9188,0.7
"1","5","0","0","0","賞与",98735,14.4,-3.5,22457,5.8,48797,10.4,39307,8.3,69672,12.3,116254,16.1,141564,16.8,248034,18.7
"1","4","0","0","0","世帯主の配偶者の収入",98590,14.4,-11.9,25928,6.7,46885,10.0,38859,8.2,71652,12.6,97429,13.5,116802,13.9,291027,22.0
"1","6","0","0","0","うち女",95099,13.9,-11.9,25928,6.7,46885,10.0,37489,8.0,70486,12.4,94951,13.2,104632,12.5,283747,21.4
"1","4","0","0","0","他の世帯員収入",12334,1.8,4.3,22036,5.7,1914,0.4,10004,2.1,10781,1.9,13626,1.9,4533,0.5,23441,1.8
"1","3","0","0","0","事業・内職収入",7580,1.1,10.0,4366,1.1,9529,2.0,5728,1.2,2759,0.5,5897,0.8,9088,1.1,15704,1.2
"1","4","0","0","0","家賃収入",3529,0.5,-4.1,2603,0.7,2575,0.5,2355,0.5,975,0.2,3378,0.5,4796,0.6,7951,0.6
"1","4","0","0","0","他の事業収入",2728,0.4,68.2,254,0.1,6093,1.3,2406,0.5,1064,0.2,1289,0.2,1106,0.1,6949,0.5
"1","4","0","0","0","内職収入",1323,0.2,-16.9,1510,0.4,861,0.2,966,0.2,720,0.1,1230,0.2,3186,0.4,804,0.1
"1","3","0","0","0","他の経常収入",27052,4.0,-13.0,50444,13.1,39729,8.5,22717,4.8,22486,4.0,16366,2.3,17336,2.1,19366,1.5
"1","4","0","0","0","財産収入",1543,0.2,-26.6,46,0.0,38,0.0,1514,0.3,1412,0.2,508,0.1,2396,0.3,4905,0.4
"1","4","0","0","0","社会保障給付",24705,3.6,-13.8,50069,13.0,36585,7.8,20437,4.3,21074,3.7,15850,2.2,14230,1.7,13701,1.0
"1","5","0","0","0","公的年金給付",17438,2.5,-3.7,42360,11.0,31569,6.7,15490,3.3,15743,2.8,7312,1.0,6050,0.7,2936,0.2
"1","5","0","0","0","他の社会保障給付",7267,1.1,-31.1,7709,2.0,5016,1.1,4946,1.0,5331,0.9,8538,1.2,8180,1.0,10765,0.8
"1","4","0","0","0","仕送り金",804,0.1,122.1,329,0.1,3106,0.7,766,0.2,-,-,8,0.0,711,0.1,760,0.1
"1","2","0","0","0","特別収入",14595,2.1,-23.5,6109,1.6,12763,2.7,10961,2.3,8520,1.5,27301,3.8,18762,2.2,17929,1.4
"1","3","0","0","0","受贈金",4591,0.7,-43.5,380,0.1,2956,0.6,1336,0.3,962,0.2,15787,2.2,6691,0.8,4135,0.3
"1","3","0","0","0","他の特別収入",10004,1.5,-8.6,5729,1.5,9807,2.1,9626,2.0,7558,1.3,11514,1.6,12071,1.4,13793,1.0
"1","1","0","0","0","実収入以外の受取(繰入金を除く)",509717,-,-7.4,314856,-,365917,-,395996,-,445228,-,556390,-,621524,-,868116,-
"1","2","0","0","0","預貯金引出",373790,-,-8.2,243473,-,269807,-,293990,-,335541,-,416598,-,437561,-,618565,-
"1","2","0","0","0","保険金",6437,-,-14.5,2461,-,4056,-,5770,-,4603,-,3660,-,13840,-,11033,-
"1","3","0","0","0","個人・企業年金保険金",6199,-,2.4,2461,-,4056,-,5770,-,3842,-,2957,-,13840,-,10857,-
"1","3","0","0","0","他の保険金",238,-,-83.9,-,-,-,-,-,-,761,-,703,-,-,-,177,-
"1","2","0","0","0","有価証券売却",1087,-,-32.4,-,-,-,-,521,-,-,-,-,-,7015,-,312,-
"1","2","0","0","0","土地家屋借入金",-,-,-100.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"1","2","0","0","0","他の借入金",719,-,3.0,2153,-,1868,-,319,-,-,-,-,-,295,-,405,-
"1","2","0","0","0","クレジット購入借入金",127276,-,-1.9,66621,-,89848,-,94715,-,104543,-,135678,-,162648,-,237267,-
"1","2","0","0","0","土地家屋売却",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"1","2","0","0","0","実収入以外の受取のその他",408,-,-22.7,149,-,338,-,681,-,541,-,455,-,165,-,533,-
"1","1","0","0","0","繰入金",251871,-,-23.4,247506,-,187999,-,131816,-,152253,-,299378,-,328994,-,415930,-
"2","0","0","0","0","支払",1445626,-,-10.2,947429,-,1023025,-,999312,-,1165470,-,1576995,-,1790832,-,2608950,-
"2","1","0","0","0","実支出",489039,-,-9.0,296332,-,361331,-,356968,-,418216,-,549457,-,596639,-,842870,-
"2","2","0","0","0","生計支出",355980,-,-8.9,240214,-,286656,-,283774,-,314316,-,416694,-,418902,-,531217,-
"2","3","0","0","0","消費支出",350149,100.0,-2.0,240214,100.0,286656,100.0,283774,100.0,314316,100.0,388547,100.0,415004,100.0,523241,100.0
"2","4","1","0","0","食料",91862,26.2,-2.5,70495,29.3,80866,28.2,78872,27.8,87720,27.9,97220,25.0,103482,24.9,124184,23.7
"2","5","1","1","0","穀類",6795,1.9,-2.6,6026,2.5,6330,2.2,6083,2.1,6718,2.1,7166,1.8,7328,1.8,7894,1.5
"2","6","1","1","1","米類",1534,0.4,-5.7,1327,0.6,1508,0.5,1531,0.5,1484,0.5,1603,0.4,1788,0.4,1502,0.3
"2","6","1","1","2","パン",3035,0.9,-1.3,2645,1.1,2706,0.9,2553,0.9,3077,1.0,3175,0.8,3189,0.8,3886,0.7
"2","6","1","1","3","麺類",1668,0.5,-2.7,1522,0.6,1673,0.6,1504,0.5,1639,0.5,1756,0.5,1749,0.4,1829,0.3
"2","6","1","1","4","他の穀類",558,0.2,-0.7,533,0.2,444,0.2,495,0.2,519,0.2,632,0.2,603,0.1,677,0.1
"2","5","1","2","0","魚介類",5333,1.5,-10.5,4434,1.8,5460,1.9,4213,1.5,5511,1.8,5529,1.4,5514,1.3,6644,1.3
"2","6","1","2","1","生鮮魚介",3078,0.9,-14.4,2460,1.0,3190,1.1,2241,0.8,3246,1.0,3299,0.8,3119,0.8,3983,0.8
"2","6","1","2","2","塩干魚介",907,0.3,-2.9,813,0.3,897,0.3,813,0.3,940,0.3,948,0.2,935,0.2,998,0.2
"2","6","1","2","3","魚肉練製品",526,0.2,-4.2,477,0.2,548,0.2,444,0.2,495,0.2,509,0.1,521,0.1,677,0.1
"2","6","1","2","4","他の魚介加工品",822,0.2,-6.4,685,0.3,825,0.3,715,0.3,830,0.3,773,0.2,939,0.2,985,0.2
"2","5","1","3","0","肉類",8873,2.5,-4.5,7231,3.0,8060,2.8,7659,2.7,8652,2.8,9470,2.4,10322,2.5,10690,2.0
"2","6","1","3","1","生鮮肉",7300,2.1,-4.0,5997,2.5,6529,2.3,6263,2.2,7035,2.2,7837,2.0,8671,2.1,8739,1.7
"2","6","1","3","2","加工肉",1574,0.4,-6.4,1234,0.5,1531,0.5,1397,0.5,1617,0.5,1633,0.4,1651,0.4,1951,0.4
"2","5","1","4","0","乳卵類",4419,1.3,-1.6,3569,1.5,3976,1.4,3883,1.4,4184,1.3,4689,1.2,5159,1.2,5461,1.0
"2","6","1","4","1","牛乳",1348,0.4,0.1,1220,0.5,1155,0.4,1403,0.5,1208,0.4,1393,0.4,1444,0.3,1606,0.3
"2","6","1","4","2","乳製品",2240,0.6,-1.9,1686,0.7,2061,0.7,1723,0.6,2146,0.7,2439,0.6,2787,0.7,2836,0.5
"2","6","1","4","3","卵",831,0.2,-3.4,663,0.3,760,0.3,758,0.3,831,0.3,858,0.2,928,0.2,1020,0.2
"2","5","1","5","0","野菜・海藻",9171,2.6,-4.7,7844,3.3,8601,3.0,8071,2.8,8663,2.8,9470,2.4,9918,2.4,11632,2.2
"2","6","1","5","1","生鮮野菜",6524,1.9,-4.1,5531,2.3,5918,2.1,5727,2.0,5996,1.9,7063,1.8,7085,1.7,8359,1.6
"2","6","1","5","2","乾物・海藻",677,0.2,-4.6,569,0.2,656,0.2,582,0.2,675,0.2,612,0.2,702,0.2,943,0.2
"2","6","1","5","3","大豆加工品",988,0.3,-6.6,861,0.4,945,0.3,885,0.3,997,0.3,905,0.2,1144,0.3,1180,0.2
"2","6","1","5","4","他の野菜・海藻加工品",982,0.3,-7.0,884,0.4,1083,0.4,877,0.3,995,0.3,890,0.2,987,0.2,1150,0.2
"2","5","1","6","0","果物",2908,0.8,-5.2,2194,0.9,2487,0.9,2694,0.9,2415,0.8,3224,0.8,3001,0.7,4338,0.8
"2","6","1","6","1","生鮮果物",2532,0.7,-5.9,1985,0.8,2132,0.7,2435,0.9,2107,0.7,2792,0.7,2576,0.6,3689,0.7
"2","6","1","6","2","果物加工品",377,0.1,0.8,209,0.1,355,0.1,259,0.1,307,0.1,432,0.1,425,0.1,650,0.1
"2","5","1","7","0","油脂・調味料",4012,1.1,-4.5,3479,1.4,3761,1.3,3580,1.3,3860,1.2,4188,1.1,4382,1.1,4823,0.9
"2","6","1","7","1","油脂",447,0.1,5.7,417,0.2,452,0.2,403,0.1,401,0.1,435,0.1,514,0.1,508,0.1
"2","6","1","7","2","調味料",3565,1.0,-5.7,3062,1.3,3309,1.2,3177,1.1,3459,1.1,3753,1.0,3868,0.9,4315,0.8
"2","5","1","8","0","菓子類",7957,2.3,-2.5,6326,2.6,7666,2.7,7116,2.5,7160,2.3,8157,2.1,8499,2.0,10739,2.1
"2","5","1","9","0","調理食品",13586,3.9,-7.0,11692,4.9,12050,4.2,11749,4.1,13251,4.2,14670,3.8,14986,3.6,16637,3.2
"2","6","1","9","1","主食的調理食品",6031,1.7,-3.5,5459,2.3,5368,1.9,5054,1.8,6067,1.9,6507,1.7,6508,1.6,7219,1.4
"2","6","1","9","2","他の調理食品",7555,2.2,-9.6,6233,2.6,6682,2.3,6695,2.4,7184,2.3,8163,2.1,8479,2.0,9417,1.8
"2","5","1","10","0","飲料",5733,1.6,-3.0,4699,2.0,5325,1.9,4976,1.8,5267,1.7,5698,1.5,6689,1.6,7474,1.4
"2","6","1","10","1","茶類",1277,0.4,0.8,1036,0.4,1333,0.5,1010,0.4,1112,0.4,1251,0.3,1472,0.4,1720,0.3
"2","6","1","10","2","コーヒー・ココア",1242,0.4,-2.4,865,0.4,1267,0.4,1043,0.4,992,0.3,1178,0.3,1768,0.4,1578,0.3
"2","6","1","10","3","他の飲料",3214,0.9,-4.7,2798,1.2,2725,1.0,2922,1.0,3162,1.0,3269,0.8,3450,0.8,4176,0.8
"2","5","1","11","0","酒類",3634,1.0,-26.0,2598,1.1,3445,1.2,3157,1.1,3575,1.1,3886,1.0,4082,1.0,4718,0.9
"2","5","1","12","0","外食",19441,5.6,14.1,10404,4.3,13706,4.8,15691,5.5,18463,5.9,21074,5.4,23601,5.7,33134,6.3
"2","6","1","12","1","一般外食",18170,5.2,15.7,9788,4.1,12895,4.5,14624,5.2,16937,5.4,19682,5.1,21677,5.2,31588,6.0
"2","6","1","12","2","学校給食",1271,0.4,-4.4,616,0.3,810,0.3,1067,0.4,1527,0.5,1392,0.4,1924,0.5,1545,0.3
"2","4","2","0","0","住居",27718,7.9,-4.4,28598,11.9,25274,8.8,26152,9.2,28053,8.9,28463,7.3,29174,7.0,28346,5.4
"2","5","2","1","0","家賃地代",21655,6.2,10.2,26521,11.0,18956,6.6,21405,7.5,21136,6.7,25070,6.5,14957,3.6,23451,4.5
"2","5","2","2","0","設備修繕・維持",6063,1.7,-35.2,2077,0.9,6318,2.2,4747,1.7,6917,2.2,3393,0.9,14217,3.4,4894,0.9
"2","6","2","2","1","設備材料",1470,0.4,-46.2,607,0.3,3823,1.3,463,0.2,1361,0.4,1819,0.5,1342,0.3,965,0.2
"2","6","2","2","2","工事その他のサービス",4593,1.3,-30.6,1470,0.6,2496,0.9,4284,1.5,5557,1.8,1574,0.4,12876,3.1,3930,0.8
"2","4","3","0","0","光熱・水道",23000,6.6,17.8,21029,8.8,21168,7.4,21126,7.4,23079,7.3,23788,6.1,24093,5.8,26583,5.1
"2","5","3","1","0","電気代",11337,3.2,30.0,10280,4.3,10626,3.7,9698,3.4,11241,3.6,11746,3.0,12436,3.0,13288,2.5
"2","5","3","2","0","ガス代",6275,1.8,18.3,5852,2.4,5343,1.9,6311,2.2,6578,2.1,6409,1.6,6047,1.5,7352,1.4
"2","5","3","3","0","他の光熱",256,0.1,56.1,372,0.2,200,0.1,265,0.1,308,0.1,221,0.1,142,0.0,271,0.1
"2","5","3","4","0","上下水道料",5132,1.5,-3.8,4524,1.9,5000,1.7,4851,1.7,4952,1.6,5411,1.4,5468,1.3,5673,1.1
"2","4","4","0","0","家具・家事用品",13886,4.0,-6.2,9595,4.0,12741,4.4,9249,3.3,13732,4.4,13784,3.5,13963,3.4,24128,4.6
"2","5","4","1","0","家庭用耐久財",4176,1.2,-17.0,2065,0.9,4782,1.7,1932,0.7,5204,1.7,3741,1.0,3189,0.8,8309,1.6
"2","6","4","1","1","家事用耐久財",1774,0.5,-32.1,823,0.3,2429,0.8,1044,0.4,3324,1.1,1935,0.5,1259,0.3,1625,0.3
"2","6","4","1","2","冷暖房用器具",1227,0.4,-23.7,534,0.2,537,0.2,635,0.2,817,0.3,1398,0.4,1326,0.3,3359,0.6
"2","6","4","1","3","一般家具",1175,0.3,44.5,708,0.3,1817,0.6,253,0.1,1063,0.3,407,0.1,604,0.1,3325,0.6
"2","5","4","2","0","室内装備・装飾品",1036,0.3,-12.4,596,0.2,479,0.2,372,0.1,638,0.2,1259,0.3,565,0.1,3318,0.6
"2","5","4","3","0","寝具類",1181,0.3,-3.7,530,0.2,903,0.3,573,0.2,1307,0.4,875,0.2,2126,0.5,1952,0.4
"2","5","4","4","0","家事雑貨",3133,0.9,-2.8,2768,1.2,2448,0.9,2752,1.0,2664,0.8,3270,0.8,3053,0.7,5004,1.0
"2","5","4","5","0","家事用消耗品",3748,1.1,4.5,3342,1.4,3647,1.3,3366,1.2,3364,1.1,3897,1.0,4224,1.0,4394,0.8
"2","5","4","6","0","家事サービス",612,0.2,10.1,294,0.1,483,0.2,253,0.1,556,0.2,742,0.2,807,0.2,1152,0.2
"2","4","5","0","0","被服及び履物",14547,4.2,11.6,8969,3.7,9822,3.4,10426,3.7,10745,3.4,17509,4.5,16614,4.0,27761,5.3
"2","5","5","1","0","和服",218,0.1,84.7,10,0.0,97,0.0,475,0.2,25,0.0,761,0.2,54,0.0,104,0.0
"2","5","5","2","0","洋服",6336,1.8,13.0,3660,1.5,4396,1.5,4279,1.5,4431,1.4,7583,2.0,8024,1.9,11997,2.3
"2","6","5","2","1","男子用洋服",1934,0.6,8.2,1080,0.4,1435,0.5,929,0.3,1288,0.4,2255,0.6,3064,0.7,3496,0.7
"2","6","5","2","2","婦人用洋服",3643,1.0,19.1,2176,0.9,2279,0.8,2691,0.9,2543,0.8,4215,1.1,4220,1.0,7373,1.4
"2","6","5","2","3","子供用洋服",761,0.2,0.0,404,0.2,681,0.2,659,0.2,600,0.2,1114,0.3,740,0.2,1128,0.2
"2","5","5","3","0","シャツ・セーター類",2665,0.8,12.4,1743,0.7,1734,0.6,1864,0.7,2035,0.6,3538,0.9,3033,0.7,4708,0.9
"2","6","5","3","1","男子用シャツ・セーター類",934,0.3,14.3,589,0.2,540,0.2,614,0.2,675,0.2,1368,0.4,1011,0.2,1762,0.3
"2","6","5","3","2","婦人用シャツ・セーター類",1513,0.4,16.1,1033,0.4,960,0.3,1026,0.4,1187,0.4,1932,0.5,1819,0.4,2621,0.5
"2","6","5","3","3","子供用シャツ・セーター類",218,0.1,-13.1,121,0.1,235,0.1,224,0.1,173,0.1,239,0.1,204,0.0,326,0.1
"2","5","5","4","0","下着類",1052,0.3,-9.3,672,0.3,841,0.3,936,0.3,1008,0.3,1166,0.3,1164,0.3,1571,0.3
"2","6","5","4","1","男子用下着類",267,0.1,-6.3,195,0.1,243,0.1,185,0.1,235,0.1,359,0.1,298,0.1,350,0.1
"2","6","5","4","2","婦人用下着類",618,0.2,-8.4,379,0.2,431,0.2,587,0.2,589,0.2,614,0.2,689,0.2,1038,0.2
"2","6","5","4","3","子供用下着類",167,0.0,-16.5,98,0.0,167,0.1,164,0.1,183,0.1,193,0.0,176,0.0,184,0.0
"2","5","5","5","0","生地・糸類",138,0.0,13.1,142,0.1,121,0.0,115,0.0,61,0.0,107,0.0,68,0.0,348,0.1
"2","5","5","6","0","他の被服",1006,0.3,5.9,718,0.3,903,0.3,707,0.2,865,0.3,1210,0.3,1081,0.3,1552,0.3
"2","5","5","7","0","履物類",2105,0.6,10.5,1391,0.6,1341,0.5,1541,0.5,1546,0.5,2239,0.6,2254,0.5,4421,0.8
"2","5","5","8","0","被服関連サービス",1028,0.3,28.8,632,0.3,388,0.1,508,0.2,773,0.2,903,0.2,936,0.2,3059,0.6
"2","4","6","0","0","保健医療",15983,4.6,-4.4,10869,4.5,14068,4.9,13188,4.6,13891,4.4,22002,5.7,18602,4.5,19294,3.7
"2","5","6","1","0","医薬品",2523,0.7,-1.3,2429,1.0,2289,0.8,1928,0.7,2296,0.7,3104,0.8,2606,0.6,3010,0.6
"2","5","6","2","0","健康保持用摂取品",897,0.3,-9.2,643,0.3,715,0.2,1109,0.4,754,0.2,493,0.1,1250,0.3,1317,0.3
"2","5","6","3","0","保健医療用品・器具",3688,1.1,3.2,2476,1.0,3509,1.2,3280,1.2,3329,1.1,4382,1.1,4039,1.0,4773,0.9
"2","5","6","4","0","保健医療サービス",8875,2.5,-7.5,5321,2.2,7555,2.6,6872,2.4,7513,2.4,14024,3.6,10707,2.6,10194,1.9
"2","4","7","0","0","交通・通信",38624,11.0,-10.4,29015,12.1,34061,11.9,30677,10.8,34080,10.8,37738,9.7,48168,11.6,56937,10.9
"2","5","7","1","0","交通",10054,2.9,23.0,5447,2.3,6763,2.4,6717,2.4,8065,2.6,13288,3.4,12104,2.9,18029,3.4
"2","5","7","2","0","自動車等関係費",15621,4.5,-24.9,12361,5.1,15119,5.3,11890,4.2,13397,4.3,12234,3.1,21042,5.1,23531,4.5
"2","6","7","2","1","自動車等購入",2821,0.8,-62.2,2959,1.2,3839,1.3,-,-,436,0.1,-,-,6971,1.7,5728,1.1
"2","6","7","2","2","自転車購入",1094,0.3,35.6,1119,0.5,968,0.3,542,0.2,1683,0.5,2200,0.6,413,0.1,744,0.1
"2","6","7","2","3","自動車等維持",11705,3.3,-6.6,8283,3.4,10312,3.6,11347,4.0,11278,3.6,10034,2.6,13659,3.3,17058,3.3
"2","5","7","3","0","通信",12949,3.7,-8.5,11207,4.7,12178,4.2,12070,4.3,12617,4.0,12216,3.1,15022,3.6,15377,2.9
"2","4","8","0","0","教育",28810,8.2,-2.0,10752,4.5,16392,5.7,15857,5.6,21627,6.9,32971,8.5,42333,10.2,62211,11.9
"2","5","8","1","0","授業料等",19567,5.6,-7.5,7907,3.3,10839,3.8,10576,3.7,14082,4.5,21745,5.6,28714,6.9,43759,8.4
"2","5","8","2","0","教科書・学習参考教材",341,0.1,-24.4,109,0.0,378,0.1,107,0.0,321,0.1,456,0.1,566,0.1,465,0.1
"2","5","8","3","0","補習教育",8902,2.5,14.5,2736,1.1,5175,1.8,5174,1.8,7224,2.3,10770,2.8,13053,3.1,17987,3.4
"2","4","9","0","0","教養娯楽",38624,11.0,5.2,23162,9.6,28933,10.1,30233,10.7,31730,10.1,41401,10.7,50200,12.1,64904,12.4
"2","5","9","1","0","教養娯楽用耐久財",3209,0.9,-26.7,709,0.3,1794,0.6,2548,0.9,2480,0.8,3331,0.9,7010,1.7,4579,0.9
"2","5","9","2","0","教養娯楽用品",9198,2.6,4.8,7478,3.1,7526,2.6,8770,3.1,7158,2.3,10930,2.8,10201,2.5,12388,2.4
"2","5","9","3","0","書籍・他の印刷物",3037,0.9,-8.4,2484,1.0,2506,0.9,2237,0.8,2616,0.8,3166,0.8,4418,1.1,3825,0.7
"2","5","9","4","0","教養娯楽サービス",23179,6.6,14.5,12491,5.2,17107,6.0,16678,5.9,19476,6.2,23974,6.2,28571,6.9,44112,8.4
"2","6","9","4","1","宿泊料",3457,1.0,29.2,1432,0.6,2322,0.8,1130,0.4,2081,0.7,3321,0.9,4642,1.1,9403,1.8
"2","6","9","4","2","パック旅行費",1848,0.5,43.3,863,0.4,1259,0.4,1387,0.5,1739,0.6,3378,0.9,1653,0.4,2679,0.5
"2","6","9","4","3","月謝類",5896,1.7,10.0,1695,0.7,3705,1.3,3837,1.4,4929,1.6,6131,1.6,8162,2.0,12779,2.4
"2","6","9","4","4","他の教養娯楽サービス",11978,3.4,9.8,8501,3.5,9821,3.4,10324,3.6,10728,3.4,11144,2.9,14114,3.4,19252,3.7
"2","4","10","0","0","その他の消費支出",57096,16.3,-5.8,27729,11.5,43330,15.1,47994,16.9,49659,15.8,73671,19.0,68375,16.5,88894,17.0
"2","5","10","1","0","諸雑費",32195,9.2,-1.7,15319,6.4,24933,8.7,28547,10.1,28089,8.9,48881,12.6,36250,8.7,43407,8.3
"2","6","10","1","1","理美容サービス",4059,1.2,-6.0,2387,1.0,2842,1.0,3033,1.1,3745,1.2,5036,1.3,4554,1.1,6791,1.3
"2","6","10","1","2","理美容用品",5884,1.7,1.7,4084,1.7,5046,1.8,4263,1.5,5288,1.7,6361,1.6,8365,2.0,7740,1.5
"2","6","10","1","3","身の回り用品",2801,0.8,-17.2,1211,0.5,1718,0.6,1875,0.7,1978,0.6,3080,0.8,2555,0.6,7176,1.4
"2","6","10","1","4","たばこ",1149,0.3,0.3,1006,0.4,1476,0.5,1040,0.4,1482,0.5,669,0.2,1284,0.3,1093,0.2
"2","6","10","1","5","他の諸雑費",18301,5.2,1.0,6630,2.8,13852,4.8,18335,6.5,15596,5.0,33735,8.7,19491,4.7,20606,3.9
"2","5","10","2","0","こづかい",7437,2.1,-8.1,2832,1.2,5124,1.8,4765,1.7,8734,2.8,6657,1.7,8646,2.1,15062,2.9
"2","5","10","3","0","交際費",15021,4.3,3.9,9250,3.9,11676,4.1,13803,4.9,12364,3.9,13917,3.6,17997,4.3,26235,5.0
"2","6","10","3","1","食料",3274,0.9,8.4,2055,0.9,2606,0.9,2235,0.8,2720,0.9,3146,0.8,4259,1.0,5891,1.1
"2","6","10","3","2","家具・家事用品",292,0.1,35.2,114,0.0,205,0.1,97,0.0,181,0.1,314,0.1,82,0.0,1050,0.2
"2","6","10","3","3","被服及び履物",380,0.1,20.3,199,0.1,587,0.2,420,0.1,230,0.1,280,0.1,471,0.1,472,0.1
"2","6","10","3","4","教養娯楽",856,0.2,23.3,455,0.2,520,0.2,468,0.2,348,0.1,433,0.1,1317,0.3,2461,0.5
"2","6","10","3","5","他の物品サービス",442,0.1,-20.8,228,0.1,301,0.1,258,0.1,385,0.1,229,0.1,314,0.1,1399,0.3
"2","6","10","3","6","贈与金",4994,1.4,22.6,3561,1.5,3814,1.3,6324,2.2,3831,1.2,5185,1.3,5864,1.4,6456,1.2
"2","6","10","3","7","他の交際費",4783,1.4,-14.2,2638,1.1,3642,1.3,4000,1.4,4670,1.5,4330,1.1,5691,1.4,8505,1.6
"2","5","10","4","0","仕送り金",2444,0.7,-53.9,328,0.1,1597,0.6,880,0.3,471,0.1,4215,1.1,5482,1.3,4190,0.8
"2","3","0","0","0","土地家屋購入",5831,-,-82.6,-,-,-,-,-,-,-,-,28147,-,3898,-,7976,-
"2","3","0","0","0","（再掲）教育関係費",33448,9.6,-7.7,12143,5.1,19701,6.9,18136,6.4,24854,7.9,37931,9.8,51624,12.4,70323,13.4
"2","3","0","0","0","（再掲）教養娯楽関係費",44228,12.6,9.5,25826,10.8,31853,11.1,34249,12.1,36353,11.6,47617,12.3,56652,13.7,77230,14.8
"2","3","0","0","0","（再掲）移転支出（贈与金＋仕送り金）",7438,2.1,-20.7,3889,1.6,5411,1.9,7204,2.5,4302,1.4,9400,2.4,11346,2.7,10647,2.0
"2","3","0","0","0","（再掲）経常消費支出",244791,69.9,0.5,193838,80.7,212655,74.2,209776,73.9,235786,75.0,256563,66.0,268383,64.7,335732,64.2
"2","3","0","0","0","（再掲）情報通信関係費",16475,4.7,-7.4,14607,6.1,16714,5.8,15166,5.3,16609,5.3,15142,3.9,18045,4.3,19061,3.6
"2","3","0","0","0","（再掲）消費支出（除く住居等）1)",312172,89.2,0.3,204768,85.2,252131,88.0,250418,88.2,281525,89.6,350684,90.3,367513,88.6,478521,91.5
"2","2","0","0","0","その他の実支出",133059,-,-9.5,56119,-,74674,-,73194,-,103900,-,132763,-,177737,-,311653,-
"2","3","0","0","0","直接税",61723,-,-12.3,19218,-,25891,-,27987,-,43658,-,57905,-,84090,-,172829,-
"2","4","0","0","0","勤労所得税",30252,-,-11.2,5863,-,9948,-,9770,-,17283,-,25209,-,42347,-,100681,-
"2","4","0","0","0","個人住民税",24840,-,-11.1,8956,-,11006,-,13111,-,20678,-,24782,-,33972,-,61240,-
"2","4","0","0","0","他の税",6631,-,-20.7,4400,-,4937,-,5106,-,5697,-,7914,-,7770,-,10907,-
"2","3","0","0","0","社会保険料",70962,-,-7.3,36901,-,48755,-,45050,-,60173,-,74846,-,91260,-,138824,-
"2","4","0","0","0","公的年金保険料",43149,-,-7.2,20609,-,29148,-,27150,-,36490,-,47530,-,57122,-,83473,-
