1,"東京都生計分析調査　令和 4年 7月","","","","","","","","","","","","","","","","","","",""
27,"1","1","バス代",269,0.1,24.5,69,0.1,34,0.0,102,0.1,177,0.1,360,0.1,388,0.1,751,0.1
28,"1","1","バス通学定期代",10,0.0,-89.8,34,0.0,-,-,-,-,34,0.0,-,-,-,-,-,-
29,"1","1","バス通勤定期代",117,0.0,165.9,-,-,-,-,156,0.1,4,0.0,-,-,-,-,657,0.1
30,"1","1","タクシー代",919,0.3,69.9,265,0.3,528,0.3,546,0.3,688,0.3,543,0.2,480,0.1,3361,0.4
31,"1","1","航空運賃",1502,0.5,20.2,-,-,-,-,323,0.2,724,0.3,-,-,2836,0.7,6592,0.9
32,"1","1","郵便料",142,0.0,-34.3,88,0.1,173,0.1,84,0.0,79,0.0,209,0.1,186,0.0,174,0.0
33,"1","1","固定電話通信料",1315,0.4,-7.1,930,1.0,1502,1.0,1148,0.6,1257,0.5,1529,0.5,1254,0.3,1577,0.2
34,"1","1","携帯電話通信料",8699,2.8,-3.6,3617,3.8,5465,3.6,8399,4.2,7735,3.1,10965,3.4,11793,2.8,12863,1.7
35,"1","1","ＮＨＫ放送受信料",721,0.2,-25.3,239,0.2,893,0.6,591,0.3,876,0.3,1204,0.4,800,0.2,440,0.1
36,"1","1","ケーブルテレビ放送受信料",1222,0.4,2.6,366,0.4,904,0.6,1191,0.6,1634,0.7,1312,0.4,1382,0.3,1757,0.2
37,"1","1","他の放送受信料",127,0.0,-31.7,-,-,73,0.0,176,0.1,128,0.1,214,0.1,78,0.0,220,0.0
38,"1","1","国公立小学校",243,0.1,-15.3,-,-,-,-,193,0.1,29,0.0,165,0.1,725,0.2,588,0.1
39,"1","1","国公立中学校",401,0.1,18.3,211,0.2,-,-,-,-,97,0.0,284,0.1,1208,0.3,1003,0.1
40,"1","1","国公立高校",528,0.2,42.7,-,-,-,-,-,-,379,0.2,304,0.1,816,0.2,2184,0.3
41,"1","1","国公立大学",1,0.0,...,-,-,-,-,-,-,-,-,-,-,4,0.0,-,-
42,"1","1","たばこ",993,0.3,11.6,760,0.8,337,0.2,1249,0.6,737,0.3,1653,0.5,1380,0.3,833,0.1
43,"2","0","準公共料金等",22479,7.1,8.9,2927,3.0,6822,4.5,12732,6.3,18006,7.2,26275,8.3,40563,9.8,49762,6.5
44,"2","1","牛乳",1429,0.5,-2.5,886,0.9,1253,0.8,1427,0.7,1532,0.6,1560,0.5,1636,0.4,1705,0.2
45,"2","1","灯油",14,0.0,...,38,0.0,-,-,-,-,-,-,-,-,-,-,62,0.0
46,"2","1","プロパンガス",333,0.1,-18.2,257,0.3,321,0.2,453,0.2,629,0.3,173,0.1,99,0.0,397,0.1
47,"2","1","理髪料",400,0.1,-15.6,146,0.2,167,0.1,447,0.2,455,0.2,438,0.1,541,0.1,606,0.1
48,"2","1","パーマネント代",269,0.1,46.2,-,-,147,0.1,74,0.0,416,0.2,226,0.1,771,0.2,252,0.0
49,"2","1","洗濯代",421,0.1,-4.3,27,0.0,84,0.1,193,0.1,321,0.1,626,0.2,825,0.2,865,0.1
50,"2","1","新聞",2178,0.7,-1.4,1563,1.6,2136,1.4,1954,1.0,2017,0.8,2398,0.8,2681,0.6,2487,0.3
51,"2","1","私立小学校",756,0.2,18.1,-,-,-,-,-,-,-,-,834,0.3,-,-,4426,0.6
52,"2","1","私立中学校",898,0.3,19.4,-,-,-,-,-,-,727,0.3,957,0.3,314,0.1,4263,0.6
53,"2","1","私立高校",3994,1.3,99.7,-,-,-,-,-,-,-,-,924,0.3,2705,0.7,24158,3.2
54,"2","1","私立大学",280,0.1,-32.4,-,-,-,-,-,-,1369,0.5,-,-,-,-,598,0.1
55,"2","1","幼児教育費用",747,0.2,-30.5,10,0.0,1092,0.7,507,0.3,1172,0.5,136,0.0,1055,0.3,1247,0.2
56,"2","1","民営家賃",10338,3.3,8.1,-,-,727,0.5,7676,3.8,8861,3.5,18003,5.7,28392,6.8,8695,1.1
57,"2","1","地代",421,0.1,-59.2,-,-,896,0.6,-,-,507,0.2,-,-,1544,0.4,-,-
