105,"2","6","4","1","1","家事用耐久財",1342,0.5,-61.8,1623,0.5,236,0.1,162,0.1,1856,0.6,2138,0.6,302,0.1
106,"2","6","4","1","2","冷暖房用器具",279,0.1,-83.6,350,0.1,8,0.0,-,-,404,0.1,474,0.1,12,0.0
107,"2","6","4","1","3","一般家具",80,0.0,-92.3,101,0.0,-,-,-,-,117,0.0,137,0.0,-,-
108,"2","5","4","2","0","室内装備・装飾品",681,0.2,20.3,751,0.2,489,0.2,417,0.2,769,0.2,869,0.3,419,0.2
109,"2","5","4","3","0","寝具類",548,0.2,-48.1,544,0.2,629,0.3,846,0.4,511,0.2,437,0.1,566,0.3
110,"2","5","4","4","0","家事雑貨",2586,0.9,-4.0,2647,0.9,2219,1.1,1654,0.8,2755,0.8,2997,0.9,2356,1.0
111,"2","5","4","5","0","家事用消耗品",3323,1.1,0.8,3284,1.1,3117,1.5,2870,1.3,3419,1.0,3430,1.0,3469,1.5
112,"2","5","4","6","0","家事サービス",516,0.2,-68.0,610,0.2,210,0.1,232,0.1,658,0.2,743,0.2,170,0.1
113,"2","4","5","0","0","被服及び履物",6230,2.1,-22.0,6826,2.2,3539,1.7,3422,1.6,7479,2.3,8024,2.4,4023,1.8
114,"2","5","5","1","0","和服",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
115,"2","5","5","2","0","洋服",1747,0.6,-38.5,1899,0.6,615,0.3,453,0.2,2273,0.7,2408,0.7,1185,0.5
116,"2","6","5","2","1","男子用洋服",569,0.2,-30.8,613,0.2,261,0.1,348,0.2,711,0.2,706,0.2,405,0.2
117,"2","6","5","2","2","婦人用洋服",1142,0.4,-43.4,1239,0.4,354,0.2,105,0.0,1507,0.5,1638,0.5,781,0.3
118,"2","6","5","2","3","子供用洋服",37,0.0,...,47,0.0,-,-,-,-,55,0.0,64,0.0,-,-
119,"2","5","5","3","0","シャツ・セーター類",1275,0.4,-13.9,1429,0.5,649,0.3,867,0.4,1566,0.5,1627,0.5,705,0.3
120,"2","6","5","3","1","男子用シャツ・セーター類",480,0.2,-25.9,482,0.2,78,0.0,93,0.0,666,0.2,620,0.2,471,0.2
121,"2","6","5","3","2","婦人用シャツ・セーター類",763,0.3,-8.4,905,0.3,571,0.3,775,0.4,852,0.3,951,0.3,235,0.1
122,"2","6","5","3","3","子供用シャツ・セーター類",33,0.0,...,42,0.0,-,-,-,-,48,0.0,56,0.0,-,-
123,"2","5","5","4","0","下着類",867,0.3,-20.1,1024,0.3,703,0.3,943,0.4,944,0.3,1053,0.3,285,0.1
124,"2","6","5","4","1","男子用下着類",477,0.2,-22.8,582,0.2,458,0.2,663,0.3,485,0.1,553,0.2,87,0.0
125,"2","6","5","4","2","婦人用下着類",381,0.1,-18.4,430,0.1,232,0.1,260,0.1,450,0.1,490,0.1,198,0.1
126,"2","6","5","4","3","子供用下着類",10,0.0,...,12,0.0,13,0.0,20,0.0,8,0.0,10,0.0,-,-
127,"2","5","5","5","0","生地・糸類",74,0.0,29.8,88,0.0,48,0.0,72,0.0,86,0.0,94,0.0,22,0.0
128,"2","5","5","6","0","他の被服",847,0.3,1.7,880,0.3,587,0.3,414,0.2,967,0.3,1044,0.3,724,0.3
129,"2","5","5","7","0","履物類",940,0.3,-36.7,988,0.3,488,0.2,330,0.2,1150,0.3,1220,0.4,764,0.3
130,"2","5","5","8","0","被服関連サービス",479,0.2,134.8,518,0.2,449,0.2,344,0.2,494,0.1,579,0.2,337,0.1
131,"2","4","6","0","0","保健医療",20874,7.2,50.9,23117,7.5,11924,5.8,14108,6.5,25027,7.6,26291,7.7,12552,5.6
132,"2","5","6","1","0","医薬品",4240,1.5,40.4,4438,1.4,3484,1.7,3790,1.8,4591,1.4,4666,1.4,3507,1.6
133,"2","5","6","2","0","健康保持用摂取品",1675,0.6,47.2,2090,0.7,1295,0.6,1885,0.9,1851,0.6,2162,0.6,133,0.1
134,"2","5","6","3","0","保健医療用品・器具",2825,1.0,63.2,3196,1.0,1349,0.7,1357,0.6,3510,1.1,3843,1.1,1451,0.6
135,"2","5","6","4","0","保健医療サービス",12134,4.2,52.7,13394,4.4,5797,2.8,7075,3.3,15074,4.6,15619,4.6,7461,3.3
136,"2","4","7","0","0","交通・通信",21537,7.4,1.1,23325,7.6,16115,7.8,17694,8.2,24053,7.3,25309,7.4,14904,6.6
137,"2","5","7","1","0","交通",3975,1.4,8.5,4828,1.6,1459,0.7,1952,0.9,5143,1.6,5841,1.7,812,0.4
138,"2","5","7","2","0","自動車等関係費",7691,2.6,14.4,8138,2.6,6785,3.3,6725,3.1,8111,2.5,8636,2.5,6030,2.7
139,"2","6","7","2","1","自動車等購入",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
140,"2","6","7","2","2","自転車購入",182,0.1,...,231,0.1,259,0.1,401,0.2,146,0.0,171,0.1,-,-
141,"2","6","7","2","3","自動車等維持",7509,2.6,11.7,7908,2.6,6526,3.2,6324,2.9,7965,2.4,8465,2.5,6030,2.7
142,"2","5","7","3","0","通信",9871,3.4,-9.6,10359,3.4,7871,3.8,9018,4.2,10799,3.3,10831,3.2,8061,3.6
143,"2","4","8","0","0","教育",76,0.0,-61.8,97,0.0,54,0.0,83,0.0,87,0.0,102,0.0,-,-
144,"2","5","8","1","0","授業料等",59,0.0,-70.4,75,0.0,-,-,-,-,87,0.0,102,0.0,-,-
145,"2","5","8","2","0","教科書・学習参考教材",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
146,"2","5","8","3","0","補習教育",17,0.0,...,22,0.0,54,0.0,83,0.0,-,-,-,-,-,-
147,"2","4","9","0","0","教養娯楽",26952,9.3,-18.3,30027,9.8,19028,9.2,21050,9.7,30629,9.3,33189,9.8,15544,6.9
148,"2","5","9","1","0","教養娯楽用耐久財",1487,0.5,-42.0,1875,0.6,172,0.1,216,0.1,2097,0.6,2459,0.7,47,0.0
149,"2","5","9","2","0","教養娯楽用品",6370,2.2,7.3,7192,2.3,5405,2.6,7102,3.3,6818,2.1,7224,2.1,3321,1.5
150,"2","5","9","3","0","書籍・他の印刷物",4579,1.6,-3.8,4865,1.6,4272,2.1,4331,2.0,4722,1.4,5053,1.5,3517,1.6
151,"2","5","9","4","0","教養娯楽サービス",14516,5.0,-26.5,16095,5.2,9179,4.5,9400,4.3,16992,5.2,18453,5.4,8658,3.8
152,"2","6","9","4","1","宿泊料",1716,0.6,-14.0,2179,0.7,83,0.0,129,0.1,2474,0.8,2901,0.9,-,-
153,"2","6","9","4","2","パック旅行費",876,0.3,-74.5,1113,0.4,-,-,-,-,1283,0.4,1504,0.4,-,-
154,"2","6","9","4","3","月謝類",1677,0.6,-27.5,1943,0.6,603,0.3,893,0.4,2175,0.7,2313,0.7,687,0.3
155,"2","6","9","4","4","他の教養娯楽サービス",10246,3.5,-14.6,10860,3.5,8493,4.1,8378,3.9,11060,3.4,11734,3.5,7971,3.5
156,"2","4","10","0","0","その他の消費支出",61730,21.3,-1.7,69996,22.7,36589,17.8,42209,19.5,73397,22.3,79785,23.5,31067,13.7
157,"2","5","10","1","0","諸雑費",31778,10.9,42.8,36501,11.9,12661,6.1,13813,6.4,40649,12.3,44494,13.1,14259,6.3
158,"2","6","10","1","1","理美容サービス",3327,1.1,3.8,3665,
