"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","有業者の有無／有業者なし／実数（円）","有業者の有無／有業者なし／構成比（％）","有業者の有無／有業者あり／実数（円）","有業者の有無／有業者あり／構成比（％）","世帯人員別／2人／実数（円）","世帯人員別／2人／構成比（％）","世帯人員別／3人以上／実数（円）","世帯人員別／3人以上／構成比（％）"
"2","6","1","9","2","他の調理食品",7570,2.8,7133,2.7,8337,3.1,6953,2.7,9971,3.3
"2","5","1","10","0","飲料",4761,1.8,4630,1.7,4991,1.9,4314,1.7,6443,2.1
"2","6","1","10","1","茶類",1223,0.5,1182,0.4,1291,0.5,1100,0.4,1687,0.6
"2","6","1","10","2","コーヒー・ココア",950,0.4,918,0.3,1008,0.4,902,0.4,1133,0.4
"2","6","1","10","3","他の飲料",2589,1.0,2531,1.0,2692,1.0,2312,0.9,3623,1.2
"2","5","1","11","0","酒類",3773,1.4,3984,1.5,3399,1.3,3749,1.5,3819,1.3
"2","5","1","12","0","外食",7174,2.7,6111,2.3,9078,3.4,6747,2.6,8833,2.9
"2","6","1","12","1","一般外食",7131,2.7,6086,2.3,9004,3.4,6746,2.6,8633,2.8
"2","6","1","12","2","学校給食",43,0.0,25,0.0,74,0.0,1,0.0,200,0.1
"2","4","2","0","0","住居",23096,8.7,24967,9.4,19691,7.4,23595,9.2,21140,7.0
"2","5","2","1","0","家賃地代",8870,3.3,9096,3.4,8433,3.2,9850,3.8,5225,1.7
"2","5","2","2","0","設備修繕・維持",14226,5.4,15871,6.0,11258,4.2,13746,5.4,15916,5.2
"2","6","2","2","1","設備材料",4309,1.6,4421,1.7,4254,1.6,4128,1.6,4765,1.6
"2","6","2","2","2","工事その他のサービス",9917,3.7,11449,4.3,7003,2.6,9618,3.8,11151,3.7
"2","4","3","0","0","光熱・水道",22860,8.6,22606,8.5,23244,8.7,22002,8.6,26172,8.6
"2","5","3","1","0","電気代",11148,4.2,11041,4.2,11326,4.2,10689,4.2,12910,4.3
"2","5","3","2","0","ガス代",6421,2.4,6441,2.4,6347,2.4,6425,2.5,6448,2.1
"2","5","3","3","0","他の光熱",635,0.2,651,0.2,607,0.2,558,0.2,913,0.3
"2","5","3","4","0","上下水道料",4655,1.8,4472,1.7,4965,1.9,4330,1.7,5901,1.9
"2","4","4","0","0","家具・家事用品",10720,4.0,11038,4.2,10103,3.8,10510,4.1,11524,3.8
"2","5","4","1","0","家庭用耐久財",4294,1.6,4768,1.8,3407,1.3,4480,1.8,3530,1.2
"2","6","4","1","1","家事用耐久財",1569,0.6,1426,0.5,1796,0.7,1595,0.6,1483,0.5
"2","6","4","1","2","冷暖房用器具",2258,0.8,2703,1.0,1452,0.5,2342,0.9,1885,0.6
"2","6","4","1","3","一般家具",467,0.2,639,0.2,158,0.1,542,0.2,163,0.1
"2","5","4","2","0","室内装備・装飾品",511,0.2,589,0.2,368,0.1,516,0.2,495,0.2
"2","5","4","3","0","寝具類",691,0.3,709,0.3,681,0.3,672,0.3,745,0.2
"2","5","4","4","0","家事雑貨",1626,0.6,1537,0.6,1782,0.7,1494,0.6,2122,0.7
"2","5","4","5","0","家事用消耗品",2859,1.1,2777,1.0,2998,1.1,2692,1.1,3509,1.2
"2","5","4","6","0","家事サービス",740,0.3,658,0.2,868,0.3,656,0.3,1123,0.4
"2","4","5","0","0","被服及び履物",5945,2.2,5816,2.2,6160,2.3,5845,2.3,6315,2.1
"2","5","5","1","0","和服",20,0.0,28,0.0,7,0.0,25,0.0,1,0.0
"2","5","5","2","0","洋服",1839,0.7,1775,0.7,1945,0.7,1817,0.7,1927,0.6
"2","6","5","2","1","男子用洋服",459,0.2,512,0.2,353,0.1,467,0.2,426,0.1
"2","6","5","2","2","婦人用洋服",1360,0.5,1255,0.5,1552,0.6,1350,0.5,1401,0.5
"2","6","5","2","3","子供用洋服",20,0.0,8,0.0,40,0.0,-,-,99,0.0
"2","5","5","3","0","シャツ・セーター類",1261,0.5,1180,0.4,1410,0.5,1244,0.5,1338,0.4
"2","6","5","3","1","男子用シャツ・セーター類",382,0.1,360,0.1,419,0.2,347,0.1,516,0.2
"2","6","5","3","2","婦人用シャツ・セーター類",866,0.3,815,0.3,959,0.4,897,0.4,753,0.2
"2","6","5","3","3","子供用シャツ・セーター類",14,0.0,4,0.0,33,0.0,-,-,69,0.0
"2","5","5","4","0","下着類",798,0.3,858,0.3,687,0.3,808,0.3,755,0.2
"2","6","5","4","1","男子用下着類",291,0.1,337,0.1,209,0.1,288,0.1,298,0.1
"2","6","5","4","2","婦人用下着類",503,0.2,517,0.2,473,0.2,520,0.2,434,0.1
"2","6","5","4","3","子供用下着類",5,0.0,4,0.0,5,0.0,-,-,23,0.0
"2","5","5","5","0","生地・糸類",117,0.0,117,0.0,117,0.0,127,0.0,78,0.0
"2","5","5","6","0","他の被服",539,0.2,543,0.2,525,0.2,523,0.2,602,0.2
"2","5","5","7","0","履物類",894,0.3,835,0.3,1000,0.4,840,0.3,1080,0.4
"2","5","5","8","0","被服関連サービス",476,0.2,480,0.2,470,0.2,462,0.2,534,0.2
"2","4","6","0","0","保健医療",18901,7.1,19638,7.4,17630,6.6,18561,7.3,20251,6.7
"2","5","6","1","0","医薬品",3303,1.2,3311,1.2,3289,1.2,3268,1.3,3420,1.1
"2","5","6","2","0","健康保持用摂取品",2004,0.8,2303,0.9,1498,0.6,2040,0.8,1832,0.6
"2","5","6","3","0","保健医療用品・器具",2242,0.8,2370,0.9,2029,0.8,2143,0.8,2634,0.9
"2","5","6","4","0","保健医療サービス",11352,4.3,11654,4.4,10814,4.1,11111,4.3,12365,4.1
"2","4","7","0","0","交通・通信",27463,10.3,26940,10.2,28448,10.7,25441,9.9,35462,11.7
"2","5","7","1","0","交通",4114,1.5,3863,1.5,4573,1.7,3938,1.5,4813,1.6
"2","5","7","2","0","自動車等関係費",13614,5.1,12821,4.8,15070,5.6,11786,4.6,20851,6.9
"2","6","7","2","1","自動車等購入",4223,1.6,3656,1.4,5254,2.0,3145,1.2,8472,2.8
"2","6","7","2","2","自転車購入",202,0.1,196,0.1,220,0.1,134,0.1,452,0.1
"2","6","7","2","3","自動車等維持",9189,3.5,8969,3.4,9596,3.6,8508,3.3,11927,3.9
"2","5","7","3","0","通信",9735,3.7,10257,3.9,8805,3.3,9717,3.8,9798,3.2
"2","4","8","0","0","教育",636,0.2,126,0.0,1628,0.6,24,0.0,2967,1.0
"2","5","8","1","0","授業料等",536,0.2,118,0.0,1365,0.5,23,0.0,2480,0.8
"2","5","8","2","0","教科書・学習参考教材",12,0.0,7,0.0,21,0.0,1,0.0,56,0.0
"2","5","8","3","0","補習教育",88,0.0,1,0.0,243,0.1,-,-,432,0.1
"2","4","9","0","0","教養娯楽",27505,10.4,26481,10.0,29381,11.0,25704,10.0,34179,11.3
"2","5","9","1","0","教養娯楽用耐久財",1613,0.6,1880,0.7,1163,0.4,1751,0.7,1040,0.3
"2","5","9","2","0","教養娯楽用品",4058,1.5,3881,1.5,4338,1.6,3874,1.5,4827,1.6
"2","5","9","3","0","書籍・他の印刷物",4325,1.6,4565,1.7,3900,1.5,4348,1.7,4235,1.4
"2","5","9","4","0","教養娯楽サービス",17509,6.6,16154,6.1,19979,7.5,15730,6.1,24078,7.9
"2","6","9","4","1","宿泊料",1798,0.7,1539,0.6,2244,0.8,1684,0.7,2277,0.8
"2","6","9","4","2","パック旅行費",4416,1.7,3722,1.4,5692,2.1,3571,1.4,7312,2.4
"2","6","9","4","3","月謝類",1852,0.7,1868,0.7,1825,0.7,1701,0.7,2446,0.8
"2","6","9","4","4","他の教養娯楽サービス",9443,3.6,9025,3.4,10218,3.8,8774,3.4,12043,4.0
"2","4","10","0","0","その他の消費支出",49046,18.5,49932,18.8,47485,17.8,49300,19.3,48444,16.0
"2","5","10","1","0","諸雑費",23531,8.9,22020,8.3,26156,9.8,22810,8.9,26610,8.8
"2","6","10","1","1","理美容サービス",3077,1.2,2921,1.1,3352,1.3,3132,1.2,2874,0.9
"2","6","10","1","2","理美容用品",3821,1.4,3654,1.4,4123,1.5,3691,1.4,4310,1.4
"2","6","10","1","3","身の回り用品",879,0.3,755,0.3,1097,0.4,785,0.3,1237,0.4
"2","6","10","1","4","たばこ",614,0.2,404,0.2,983,0.4,426,0.2,1340,0.4
"2","6","10","1","5","他の諸雑費",15139,5.7,14286,5.4,16602,6.2,14776,5.8,16849,5.6
"2","5","10","2","0","こづかい",4542,1.7,5461,2.1,2899,1.1,4551,1.8,4434,1.5
"2","5","10","3","0","交際費",19593,7.4,21711,8.2,15874,6.0,20773,8.1,15077,5.0
"2","6","10","3","1","食料",4971,1.9,5332,2.0,4358,1.6,5204,2.0,4087,1.3
"2","6","10","3","2","家具・家事用品",106,0.0,131,0.0,57,0.0,118,0.0,62,0.0
"2","6","10","3","3","被服及び履物",207,0.1,185,0.1,249,0.1,208,0.1,206,0.1
"2","6","10","3","4","教養娯楽",1064,0.4,1146,0.4,933,0.3,1134,0.4,786,0.3
"2","6","10","3","5","他の物品サービス",561,0.2,622,0.2,449,0.2,616,0.2,357,0.1
"2","6","10","3","6","贈与金",8961,3.4,10582,4.0,6056,2.3,9821,3.8,5735,1.9
"2","6","10","3","7","他の交際費",3723,1.4,3713,1.4,3772,1.4,3672,1.4,3845,1.3
"2","5","10","4","0","仕送り金",1380,0.5,739,0.3,2556,1.0,1166,0.5,2323,0.8
"2","3","0","0","0","土地家屋購入",5547,-,8301,-,-,-,7098,-,-,-
"2","3","0","0","0","（再掲）教育関係費",1254,0.5,700,0.3,2336,0.9,517,0.2,4064,1.3
"2","3","0","0","0","（再掲）教養娯楽関係費",30746,11.6,29528,11.1,32971,12.4,28822,11.3,37894,12.5
"2","3","0","0","0","（再掲）移転支出（贈与金＋仕送り金）",10341,3.9,11321,4.3,8612,3.2,10987,4.3,8059,2.7
"2","3","0","0","0","（再掲）経常消費支出",197940,74.5,197175,74.4,199156,74.7,191803,74.9,221663,73.1
"2","3","0","0","0","（再掲）情報通信関係費",13802,5.2,14007,5.3,13430,5.0,13662,5.3,14350,4.7
"2","3","0","0","0","（再掲）消費支出（除く住居等）1)",228025,85.8,225100,84.9,233224,87.4,218208,85.3,265741,87.6
"2","2","0","0","0","その他の実支出",33560,-,31946,-,36589,-,33189,-,34917,-
"2","3","0","0","0","直接税",14030,-,13882,-,14371,-,14409,-,12546,-
"2","4","0","0","0","勤労所得税",486,-,-,-,1342,-,415,-,760,-
"2","4","0","0","0","個人住民税",4527,-,3904,-,5682,-,4364,-,5126,-
"2","4","0","0","0","他の税",9017,-,9978,-,7347,-,9630,-,6659,-
"2","3","0","0","0","社会保険料",19513,-,18038,-,22217,-,18759,-,22370,-
"2","4","0","0","0","公的年金保険料",2519,-,650,-,5866,-,1790,-,5391,-
"2","4","0","0","0","健康保険料",10860,-,10751,-,11124,-,10630,-,11642,-
"2","4","0","0","0","介護保険料",6066,-,6637,-,5037,-,6283,-,5226,-
"2","4","0","0","0","他の社会保険料",68,-,-,-,190,-,58,-,111,-
"2","3","0","0","0","その他",17,-,26,-,2,-,21,-,1,-
"2","1","0","0","0","実支出以外の支払(繰越金を除く)",314534,-,308886,-,323477,-,295550,-,385790,-
"2","2","0","0","0","預貯金",260324,-,256663,-,266157,-,246346,-,311933,-
"2","2","0","0","0","保険料",7368,-,6913,-,8118,-,7064,-,8617,-
"2","3","0","0","0","個人・企業年金保険料",650,-,419,-,1068,-,568,-,984,-
"2","3","0","0","0","他の保険料",6719,-,6495,-,7050,-,6496,-,7633,-
"2","2","0","0","0","有価証券購入",2498,-,3428,-,640,-,2688,-,1980,-
"2","2","0","0","0","土地家屋借金返済",4319,-,3078,-,6499,-,3794,-,6445,-
"2","2","0","0","0","他の借金返済",207,-,47,-,507,-,118,-,529,-
"2","2","0","0","0","クレジット購入借入金返済",38648,-,37866,-,39953,-,34331,-,55344,-
"2","2","0","0","0","実支出以外の支払のその他",1170,-,890,-,1603,-,1209,-,942,-
"2","1","0","0","0","繰越金",91176,-,72868,-,123974,-,93304,-,82128,-
"3","0","0","0","0","可処分所得",214648,-,201625,-,237464,-,200113,-,268110,-
"3","0","0","0","0","黒字",-51037,-,-63420,-,-29318,-,-55822,-,-35301,-
"3","1","0","0","0","金融資産純増",-18104,-,-28627,-,1450,-,-25631,-,6844,-
"3","3","0","0","0","貯蓄純増",-20472,-,-32055,-,1187,-,-28152,-,4864,-
"3","4","0","0","0","預貯金純増",5078,-,-1089,-,16710,-,-446,-,21939,-
"3","4","0","0","0","保険純増",-25551,-,-30966,-,-15523,-,-27706,-,-17075,-
"3","3","0","0","0","有価証券純購入",2368,-,3428,-,263,-,2521,-,1980,-
"3","1","0","0","0","土地家屋借金純減",4319,-,3078,-,6499,-,3794,-,6445,-
"3","1","0","0","0","他の借金純減",40,-,-201,-,485,-,-89,-,529,-
"3","1","0","0","0","クレジット購入借入金純減",-17864,-,-18842,-,-16466,-,-20762,-,-6183,-
"3","1","0","0","0","土地家屋純増",5547,-,8301,-,-,-,7098,-,-,-
"3","1","0","0","0","その他の純増",680,-,487,-,996,-,965,-,-608,-
"3","1","0","0","0","繰越純増",-25655,-,-27616,-,-22281,-,-21197,-,-42328,-
"","","","","","","","","","","","","","","",""
"東京都生計分析調査　令和 4年","","","","","","","","","","","","","","",""
"第３２表　有業者の有無別及び世帯人員別１世帯当たり年平均１か月間の収入と用途別生計支出　―　無職世帯　―","","","","","","","","","","","","","","",""
"注）　1)は、「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いたもの。","","","","","","","","","","","","","","",""
"項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）","","","","","","","","","","","","","","",""
