区分,合計・人員,合計・回数,"普通救命講習・人員","普通救命講習・回数","上級救命講習・人員","上級救命講習・回数","応急救護講習・人員","応急救護講習・回数","応急手当普及員講習・人員","応急手当普及員講習・回数","応急手当指導員講習・人員","応急手当指導員講習・回数","患者等搬送乗務員講習・人員","患者等搬送乗務員講習・回数","緊急即時通報派遣員講習・人員","緊急即時通報派遣員講習・回数"
平成27年,"706,638","20,677","192,015","9,341","49,416","2,204","459,593","8,864","2,877",181,1248,30,628,25,861,32
平成28年,"703,379","21,239","192,990","9,706","49,025","2,248","455,896","8,996","2,989",205,1059,25,642,26,778,33
平成29年,"651,006","19,986","192,432","8,874","53,530","2,176","400,040","8,670","2,929",183,718,25,578,26,779,32
平成30年,"697,823","19,877","188,387","8,399","54,784","2,202","449,258","8,970","2,915",195,940,52,652,26,887,33
令和元年,"696,673","19,791","184,920","8,251","51,488","2,166","454,846","9,043","3,259",231,873,42,552,26,735,32
消防団員,"9,846",-,901,-,"3,132",-,4946,-,740,-,127,14,0,0,0,0
事業所等,"176,345",-,"94,438",-,"15,884",-,"65,914",-,109,-,0,0,0,0,0,0
町会等,"139,908",-,"7,400",-,1164,-,"131,321",-,23,-,0,0,0,0,0,0
学校関係,"183,881",-,"72,897",-,"10,483",-,"100,240",-,261,-,0,0,0,0,0,0
その他,"186,693",-,"9,284",-,"20,825",-,"152,425",-,"2,126",-,746,28,552,26,735,32
盾ﾝずべの保育園,182-0026,調布市小島町３丁目４９番１５号,139.53839,35.64592,JGD2011,042-444-8901,80
社福法人,町田南保育園,194-0015,町田市金森東４－３６－８,139.4678,35.52771,JGD2011,042-796-8346,110
他の法人,未来保育ＣＬＵＢ,194-0021,町田市中町１－３１－４ＮＴＴ町田ビル１Ｆ,139.44852,35.5482,JGD2011,042-729-8228,75
他の法人,森野三丁目保育園,194-0022,町田市森野３－１１－１６,139.43547,35.55341,JGD2011,042-710-7888,66
社福法人,もりの聖愛保育園,194-0022,町田市森野４－８－１０,139.43289,35.554,JGD2011,042-722-0352,100
社福法人,光の森保育園,194-0022,町田市森野５－２１－５,139.43364,35.55041,JGD2011,042-720-8423,100
社福法人,まちっこ保育園,194-0031,町田市南大谷１４００－１,139.45947,35.55294,JGD2011,042-785-5650,96
社福法人,わかば保育園,194-0032,町田市本町田２５９１－２０,139.43944,35.56823,JGD2011,042-726-1007,105
社福法人,本町田わかくさ保育園,194-0032,町田市本町田２９－８,139.45361,35.558,JGD2011,042-723-2789,70
他の法人,開進こども保育園,194-0032,町田市本町田３３５０－３８,139.44423,35.5693,JGD2011,042-711-6901,50
社福法人,しぜんの国保育園,194-0035,町田市忠生２－５－３,139.42645,35.57739,JGD2011,042-793-4169,157
社福法人,すずらん保育園,194-0036,町田市木曽東２－３－２２,139.42656,35.55559,JGD2011,042-728-0270,30
社福法人,すみれ保育園,194-0036,町田市木曽東２－８－１,139.4243,35.55813,JGD2011,042-723-3229,120
社福法人,木曽保育園,194-0036,町田市木曽東４－１３－７,139.43163,35.56655,JGD2011,042-792-0361,80
社福法人,ひかりの子保育園,194-0037,町田市木曽西１－３４－１,139.41516,35.56718,JGD2011,042-793-6836,129
営利法人,アスク木曽西保育園,194-0037,町田市木曽西３－１８－２,139.41895,35.57313,JGD2011,042-789-2320,50
社福法人,第二わかくさ保育園,194-0037,町田市木曽西５－１－１,139.424,35.56694,JGD2011,042-794-4666,53
社福法人,まなざし保育園,194-0038,町田市根岸１－２－３,139.41151,35.57136,JGD2011,042-793-3216,110
社福法人,草笛保育園,194-0039,町田市藤の台１－１－５６,139.43852,35.54656,JGD2011,042-725-2652,120
社福法人,玉川さくら保育園,194-0041,町田市玉川学園３－３５－４８,139.45926,35.56298,JGD2011,042-725-2166,67
社福法人,成瀬くりの家保育園,194-0044,町田市成瀬１－５－１,139.47331,35.54831,JGD2011,042-710-8177,100
社福法人,町田わかくさ保育園,194-0044,町田市成瀬７－１０－７,139.47153,35.54264,JGD2011,042-728-0288,180
社福法人,桜台保育園,194-0204,町田市小山田桜台１－１８,139.40286,35.5891,JGD2011,042-797-5131,88
社福法人,クローバー保育園,194-0211,町田市相原町３３３８－１,139.29712,35.60971,JGD2011,042-782-4401,84
区市町村,市立こうさぎ保育園,194-0211,町田市相原町７９２,139.33403,35.60433,JGD2011,042-772-3034,96
社福法人,多摩境敬愛保育園,194-0212,町田市小山町４４６４,139.36482,35.60105,JGD2011,042-775-1470,80
社福法人,サンフィール保育園,194-0212,町田市小山町４６０４－２,139.36026,35.60132,JGD2011,042-700-8852,140
社福法人,かえで保育園,194-0212,町田市小山町７７５,139.38058,35.59114,JGD2011,042-798-0511,100
社福法人,小山保育園,194-0212,町田市小山町９５４,139.37704,35.59565,JGD2011,042-797-3042,140
社福法人,子どもの森保育園,194-0213,町田市常盤町２９７０－１,139.39497,35.58826,JGD2011,042-798-7321,99
他の法人,こっこのもり保育園,194-0213,町田市常盤町３０２８－３,139.39774,35.58658,JGD2011,042-797-0611,37
社福法人,町田ときわ保育園,194-0213,町田市常盤町３４６５－１,139.4012,35.5832,JGD2011,042-797-3345,110
社福法人,かりん保育園,194-0215,町田市小山ヶ丘１－１０－２,139.38287,35.59904,JGD2011,042-860-0250,90
社福法人,もみの木保育園,194-0215,町田市小山ヶ丘１－３－２,139.38354,35.59722,JGD2011,042-860-0515,100
社福法人,敬愛桃の実保育園,194-0215,町田市小山ヶ丘３－２８,139.36647,35.6025,JGD2011,042-770-1113,30
社福法人,東平しらゆり保育園,195-0052,町田市広袴町５４２,139.47676,35.59452,JGD2011,042-736-2276,100
社福法人,みどりの森保育園,195-0053,町田市能ヶ谷４－７－１９,139.48199,35.58753,JGD2011,042-708-8161,105
社福法人,三輪保育園,195-0054,町田市三輪町１７２０－８,139.49216,35.58013,JGD2011,044-989-4639,27
社福法人,三輪あいこう保育園,195-0054,町田市三輪町８２－７,139.49242,35.58199,JGD2011,044-987-9871,84
社福法人,花の木保育園,195-0057,町田市真光寺３－１－６,139.46248,35.59744,JGD2011,042-734-6113,120
社福法人,ききょう保育園,195-0061,町田市鶴川１－１６－７,139.4781,35.58729,JGD2011,042-735-2242,80
区市町村,市立大蔵保育園,195-0062,町田市大蔵町１９８４,139.46828,35.58887,JGD2011,042-735-3600,120
社福法人,つるかわ保育園,195-0062,町田市大蔵町２１７７－２,139.47406,35.58515,JGD2011,042-735-5562,120
他の法人,ぽっぽの森保育園,195-0062,町田市大蔵町４１０,139.46574,35.58741,JGD2011,042-860-1515,81
社福法人,井の花保育園,195-0062,町田市大蔵町５３０－１,139.46046,35.58931,JGD2011,042-708-9541,53
他の法人,おひさま共同保育園,195-0063,町田市野津田町４９８－１,139.44051,35.58628,JGD2011,042-736-6648,54
社福法人,小野路保育園,195-0064,町田市小野路町１４１６,139.44121,35.602,JGD2011,042-735-2314,127
社福法人,たかね第二保育園,195-0074,町田市山崎町１５４０－３,139.43544,35.57619,JGD2011,042-793-6736,131
他の法人,カナリヤ保育園,195-0074,町田市山崎町２１３０,139.43161,35.57292,JGD2011,042-794-6590,39
社福法人,たかね保育園,195-0074,町田市山崎町２１６０－４,139.43481,35.56985,JGD2011,042-791-2705,159
社福法人,ユニケ保育園,195-0074,町田市山崎町４５７,139.4296,35.58043,JGD2011,042-791-0800,78
区市町村,市立山崎保育園,195-0075,町田市山崎１－２－１４,139.4292,35.5685,JGD2011,042-792-0155,122
社福法人,ゆうき山保育園,195-0076,町田市金井ヶ丘１－１０－２４,139.4639,35.57355,JGD2011,042-737-7607,87
営利法人,小金井公園ハイジ保育園,184-0001,小金井市関野町２－６－７,139.515,35.7142,JGD2011,042-316-6674,50
区市町村,けやき保育園,184-0002,小金井市梶野町１－２－３,139.52858,35.70198,JGD2011,0422-60-0770,140
社福法人,ひなぎく保育園,184-0002,小金井市梶野町２－７－５,139.52826,35.70605,JGD2011,0422-55-4417,110
営利法人,十八コスモ保育園,184-0002,小金井市梶野町５－１０－２９イーストヒルズ小金井１階,139.52632,35.70354,JGD2011,042-381-8844,58
営利法人,キッズガーデン東小金井駅前,184-0002,小金井市梶野町５－１１－５,139.5271,35.70314,JGD2011,042-316-6857,59
営利法人,第六コスモ保育園,184-0002,小金井市梶野町５－３－２５－２１１,139.52475,35.70242,JGD2011,042-383-3838,91
営利法人,第二コスモ保育園,184-0002,小金井市梶野町５－８－２０－Ｂ,139.52461,35.70428,JGD2011,042-316-6857,60
営利法人,Gakkenほいくえん　東小金井,184-0003,小金井市緑町１－２－３９,139.5199,35.70198,JGD2011,042-386-5087,66
社福法人,げんきな森保育園,184-0003,小金井市緑町３－９－２１,139.51285,35.70986,JGD2011,042-316-5030,100
営利法人,小金井北プチ・クレイシュ,184-0003,小金井市緑町４－５－７,139.51375,35.7061,JGD2011,042-382-0130,60
営利法人,アンジェリカ東小金井保育園,184-0003,小金井市緑町五丁目１６番７,139.51642,35.70398,JGD2011,042-316-6770,67
営利法人,キッズガーデン武蔵小金井,184-0004,小金井市本町１－１９－３,139.50838,35.70094,JGD2011,042-401-2526,90
営利法人,グローバルキッズ武蔵小金井園,184-0004,小金井市本町１－１９－８,139.50838,35.70094,JGD2011,042-387-8022,90
営利法人,にじいろ保育園武蔵小金井,184-0004,小金井市本町2-1-15,139.50832,35.70124,JGD2011,042-316-1081,20
営利法人,グローバルキッズ小金井第二保育園,184-0004,小金井市本町２－８－１７,139.50885,35.70314,JGD2011,042-316-3177,60
営利法人,まなびの森保育園武蔵小金井,184-0004,小金井市本町３－１２－１３,139.50945,35.70827,JGD2011,042-387-3120,100
社福法人,しんあいのぞみ保育園,184-0004,小金井市本町３－５－３,139.50981,35.70649,JGD2011,042-401-1721,41
社福法人,しんあい保育園,184-0004,小金井市本町３－５－９,139.50981,35.70649,JGD2011,042-381-2263,125
営利法人,武蔵小金井えほん保育園,184-0004,小金井市本町４－１９－２３,139.50504,35.70798,JGD2011,042-316-7644,60
営利法人,ヴィラまなびの森保育園武蔵小金井,184-0004,小金井市本町４－２０－２１,139.50313,35.70886,JGD2011,042-316-1750,82
営利法人,アスク武蔵小金井北口保育園,184-0004,小金井市本町５－１９－２,139.50581,35.70308,JGD2011,042-386-8505,104
区市町村,小金井保育園,184-0004,小金井市本町５－６－１９,139.50172,35.70232,JGD2011,042-381-2237,114
営利法人,アスク武蔵小金井南口保育園,184-0004,小金井市本町六丁目９番４１号,139.50195,35.6999,JGD2011,042-380-0037,61
営利法人,キッズガーデン小金井桜町,184-0005,小金井市桜町２－１－６,139.50656,35.71019,JGD2011,042-316-5170,90
営利法人,上水ハイジ保育園,184-0005,小金井市桜町３－４－８,139.51062,35.71285,JGD2011,042-316-1771,50
区市町村,くりのみ保育園,184-0011,小金井市東町３－１－１６,139.52779,35.69736,JGD2011,042-383-1180,104
営利法人,ドリームキッズ小金井保育園,184-0011,小金井市東町３－７－１７,139.52911,35.69954,JGD2011,042-230-5130,40
営利法人,第十コスモ保育園,184-0011,小金井市東町４－１０－９,139.52373,35.69493,JGD2011,042-380-7777,135
社福法人,こむぎ保育園,184-0011,小金井市東町４－２１－８,139.52559,35.69548,JGD2011,042-381-1589,118
営利法人,駅前コスモ保育園,184-0011,小金井市東町４－４２－１－２０６,139.52402,35.70107,JGD2011,042-383-7755,86
他の法人,ひまわり保育園,184-0012,小金井市中町１－５－２１,139.51208,35.69454,JGD2011,042-383-2788,60
営利法人,キッズガーデン新小金井,184-0012,小金井市中町２－９－１０　メゾンブランシュ１階,139.51697,35.69513,JGD2011,042-316-5956,60
営利法人,武蔵小金井雲母保育園,184-0012,小金井市中町３－２６－７,139.51546,35.701,JGD2011,042-380-5031,60
営利法人,キッズガーデン小金井中町,184-0012,小金井市中町三丁目５番１６号,139.51219,35.69721,JGD2011,042-316-7301,73
区市町村,わかたけ保育園,184-0013,小金井市前原町３－１１－１２,139.4998,35.69547,JGD2011,042-383-1181,112
営利法人,東京工学院きしゃぽっぽ保育園,184-0013,小金井市前原町５－１－２９（東京工学院専門学校内）,139.49826,35.68575,JGD2011,042-387-4819,48
営利法人,二十コスモ保育園,184-0013,小金井市前原町三丁目４１番２４号　ビュークレスト小金井２Ｆ,139.505,35.69864,JGD2011,042-382-1130,77
社福法人,光明第二保育園,184-0014,小金井市貫井南町１－１３－１７,139.49467,35.68982,JGD2011,042-381-8706,122
社福法人,貫井保育園,184-0014,小金井市貫井南町４－２９－２１,139.49522,35.69776,JGD2011,042-381-3575,150
社福法人,貫井あおいそら保育園,184-0014,小金井市貫井南町４－２９－２２,139.49522,35.69776,JGD2011,042-316-1758,50
社福法人,小金井なないろ保育園,184-0015,小金井市貫井北町２－２－２２,139.49905,35.70428,JGD2011,042-316-1250,80
営利法人,うぃず武蔵小金井保育園,184-0015,小金井市貫井北町３－２１－５,139.49805,35.70903,JGD2011,042-316-4912,60
区市町村,さくら保育園,184-0015,小金井市貫井北町３－３０－６,139.49672,35.71146,JGD2011,042-383-1182,104
社福法人,愛の園保育園,184-0015,小金井市貫井北町５－８－１,139.48836,35.70157,JGD2011,042-325-1045,140
社福法人,コビープリスクールこだいら,187-0001,小平市大沼町１－３－８,139.49333,35.73676,JGD2011,042-312-3801,60
区市町村,大沼保育園,187-0001,小平市大沼町２－２－８,139.49269,35.73965,JGD2011,042-341-0726,132
社福法人,花小金井愛育園,187-0002,小平市花小金井１－２６－１０,139.51472,35.72847,JGD2011,042-461-9549,100
営利法人,Ｇａｋｋｅｎほいくえん花小金井,187-0002,小平市花小金井３－１－２１－１,139.51393,35.73568,JGD2011,042-451-7020,90
社福法人,花小金井にこにこ保育園,187-0002,小平市花小金井４－１１－２２,139.50821,35.73759,JGD2011,042-452-2205,100
区市町村,花小金井保育園,187-0002,小平市花小金井５－４１－３,139.51028,35.73419,JGD2011,042-462-5775,100
営利法人,アスク花小金井保育園,187-0002,小平市花小金井６－１６－３,139.50829,35.72997,JGD2011,042-452-0107,60
社福法人,このはな保育園,187-0002,小平市花小金井７－２７－１,139.50534,35.72921,JGD2011,042-497-5327,91
社福法人,しあわせの森保育園,187-0003,小平市花小金井南町１－６－２０,139.51099,35.72235,JGD2011,042-497-5678,80
営利法人,ドリームキッズ花南保育園,187-0003,小平市花小金井南町１－８－１０,139.51216,35.72231,JGD2011,042-465-6610,46
営利法人,小平花小金井雲母保育園,187-0003,小平市花小金井南町２－１０－４０,139.5160
