"年月[西暦]","調査項目","設問","政策目標","調査回答者の属性種別","調査回答者の属性","調査数[人]","強くそう思う[人]","どちらかといえばそう思う[人]","あまりそう思わない[人]","全くそう思わない[人]","無回答[人]"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(15)食料や日用品の店舗が充実している","住居形態別","持家（マンション）","302","40","117","108","35","2"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(15)食料や日用品の店舗が充実している","住居形態別","借家（一戸建）","7","1","3","2","1","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(15)食料や日用品の店舗が充実している","住居形態別","民間の賃貸マンション・アパート","171","30","55","63","20","3"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(15)食料や日用品の店舗が充実している","住居形態別","都営住宅・区営住宅・区立住宅","28","3","10","7","3","5"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(15)食料や日用品の店舗が充実している","住居形態別","ＵＲ（旧公団）・公社の賃貸住宅","18","4","3","5","6","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(15)食料や日用品の店舗が充実している","住居形態別","社宅・公務員宿舎","20","4","4","8","4","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(15)食料や日用品の店舗が充実している","住居形態別","寮・寄宿舎・住み込み・間借り","6","2","2","2","0","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(15)食料や日用品の店舗が充実している","住居形態別","その他","5","1","1","3","0","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(15)食料や日用品の店舗が充実している","住居形態別","無回答","6","1","1","1","1","2"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(15)食料や日用品の店舗が充実している","定住意向別","ずっと住み続けていたい","366","64","139","108","44","11"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(15)食料や日用品の店舗が充実している","定住意向別","当分は住んでいたい","224","31","76","91","25","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(15)食料や日用品の店舗が充実している","定住意向別","しばらくは住むつもりだが将来は区外に転居したい","42","1","12","18","9","2"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(15)食料や日用品の店舗が充実している","定住意向別","近いうちに区外に転居したいが、具体的な計画はない","2","0","0","0","2","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(15)食料や日用品の店舗が充実している","定住意向別","近いうちに区外に転居する予定である","9","1","1","6","1","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(15)食料や日用品の店舗が充実している","定住意向別","わからない","14","2","6","3","3","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(15)食料や日用品の店舗が充実している","定住意向別","無回答","1","0","0","1","0","0"

"第32回港区民世論調査クロス集計表・区基本計画Q14-15","Ver202003",,,,,,,,,,
