調査項目,回答,全体(人),スタジアム、体育館などの建物や設備のバリアフリー化(人),交通機関（電車やバス）やまちのバリアフリー化(人),会場までの送迎(人),障害者への施設開放の促進（障害者が優先的に使える施設が増える）(人),障害にあわせた教室やプログラム(人),介助者や手話通訳などの支援(人),障害に対応した情報の提供や問合せ方法の充実(人),施設や用具等を利用する際に必要な手続きの支援(人),障害や障害者、補助犬（盲導犬、介助犬、聴導犬）などに対する理解促進(人),健康や体調を管理する医療的なサポート(人),目標となる大会やイベント(人),スポーツ用具等の貸出し(人),施設の利用料減免　（利用料が安くなったり、無料になったりする）(人),リモートにより、障害に応じたスポーツ・運動を指導してくれる支援、またはその充実(人),自宅でもできる、障害に応じたスポーツ・運動方法についての情報提供、またはその充実(人),一緒に行う仲間（障害の無い人）(人),一緒に行う仲間（自分と同じ障害のある人）(人),一緒に行う仲間（自分と異なる障害のある人）(人),適切な指導者やコーチ、トレーナー(人),その他(人),特にない(人),わからない(人)
障害種別,音声・言語・そしゃく機能障害,77,12,7,20,11,14,0,5,7,3,7,2,1,10,3,10,5,5,2,13,0,10,4
障害種別,肢体不自由（上肢）,224,26,37,46,14,32,9,16,5,6,23,2,12,28,11,16,9,14,6,32,3,45,22
障害種別,肢体不自由（下肢）,343,51,54,85,32,47,6,18,12,6,38,10,16,42,16,40,16,26,8,49,7,63,31
障害種別,肢体不自由（体幹）,137,19,26,37,13,22,7,13,7,4,19,7,5,21,6,24,10,6,4,18,1,13,9
障害種別,肢体不自由（脳原性運動機能障害）,35,8,8,10,6,7,1,5,1,1,2,2,1,4,1,3,0,2,2,6,0,4,2
障害種別,内部障害,429,52,50,53,20,62,4,24,18,10,54,17,14,49,11,33,37,21,10,61,2,109,55
障害種別,知的障害,387,40,31,82,40,109,17,37,14,13,22,21,19,52,7,10,50,51,13,85,6,36,47
障害種別,精神障害,535,37,39,59,23,67,9,33,18,12,42,20,33,66,16,38,63,50,12,79,7,123,84
車椅子の必要性,必要とする,158,40,44,46,28,26,9,16,6,6,17,8,7,15,9,20,4,8,2,18,0,6,8
車椅子の必要性,必要としない,393,36,42,77,21,59,10,24,11,7,42,11,17,55,9,41,25,25,10,60,7,82,42
障害者手帳の有無,持っている,1357,155,146,215,115,246,46,96,54,32,123,50,64,181,32,95,114,104,29,214,18,261,149
障害者手帳の有無,持っていない,734,90,82,106,44,94,19,46,21,22,63,35,38,64,18,51,83,60,18,89,5,135,100
障害種別,身体障害者手帳　1級,273,45,32,50,17,38,9,19,5,4,30,7,4,23,11,24,13,17,4,40,2,66,34
障害種別,身体障害者手帳　2級,151,26,27,33,15,26,4,8,6,6,16,4,11,20,4,14,5,5,5,23,1,24,14
障害種別,身体障害者手帳　3級,136,19,15,17,14,21,8,6,8,3,14,4,8,21,1,7,14,7,3,16,3,23,13
障害種別,身体障害者手帳　4級,158,17,25,21,11,27,5,13,7,5,17,10,4,22,3,14,17,11,3,26,2,35,9
障害種別,身体障害者手帳　5級,64,7,7,10,7,11,3,3,4,1,5,2,4,8,1,5,5,3,1,2,0,12,9
障害種別,身体障害者手帳　6級,59,8,5,3,3,11,3,6,2,0,3,1,3,7,2,2,5,4,0,4,2,10,4
障害種別,療育手帳（愛の手帳）1度（最重度）,15,4,1,7,4,4,1,3,0,3,0,0,1,1,0,2,2,0,0,3,0,0,0
障害種別,療育手帳（愛の手帳）2度（重度）,67,6,3,12,9,26,5,9,4,4,7,0,1,10,1,1,9,5,1,16,3,6,8
障害種別,療育手帳（愛の手帳）3度（中度）,61,6,6,16,12,22,3,4,2,0,4,7,3,9,2,1,3,12,2,16,0,3,6
障害種別,療育手帳（愛の手帳）4度（軽度）,121,12,12,24,12,39,4,9,6,4,6,5,5,16,1,3,15,19,4,31,1,17,11
障害種別,精神障害者保健福祉手帳　1級,15,1,2,2,0,1,1,2,1,0,2,0,1,1,0,1,1,1,0,3,0,4,1
障害種別,精神障害者保健福祉手帳　2級,129,5,11,17,8,15,0,7,7,1,8,5,11,28,3,11,15,14,3,18,1,26,20
障害種別,精神障害者保健福祉手帳　3級,161,13,11,13,11,20,2,10,5,6,17,6,10,22,6,15,16,9,3,24,3,38,25
障害種別,障害者手帳は持っていない,734,90,82,106,44,94,19,46,21,22,63,35,38,64,18,51,83,60,18,89,5,135,100
受傷の時期,生まれたとき,603,101,79,86,67,104,29,53,26,27,42,22,24,59,17,19,48,61,14,71,6,63,73
受傷の時期,生まれた後,1488,144,149,235,92,236,36,89,49,27,144,63,78,186,33,127,149,103,33,232,17,333,176
学校の種別,小学校の普通学校（通常学級のみに在籍）,77,12,9,14,6,12,1,3,3,3,5,5,6,8,0,1,9,7,5,10,1,10,8
学校の種別,小学校の普通学校（通級による指導あり）,32,2,2,6,6,10,3,4,1,5,2,1,4,4,3,6,2,1,1,10,0,2,0
学校の種別,小学校の普通学校（特別支援学級）,73,3,4,16,11,35,2,9,8,2,1,3,1,8,2,1,8,12,3,24,1,4,6
学校の種別,小学校の特別支援学校（養護学校・盲学校・ろう学校）,34,2,4,10,6,11,4,3,1,3,3,1,0,8,1,0,3,6,0,10,2,2,0
学校の種別,中学校の普通学校（通常学級のみに在籍）,32,3,5,5,1,3,2,1,1,1,1,3,0,2,1,1,6,3,1,5,0,6,3
学校の種別,中学校の普通学校（通級による指導あり）,14,1,1,1,4,3,2,0,0,0,1,2,0,0,0,1,3,0,0,3,0,0,2
学校の種別,中学校の普通学校（特別支援学級）,29,3,4,7,2,10,1,1,0,1,2,4,4,3,1,1,3,3,0,13,0,0,2
学校の種別,中学校の特別支援学校（養護学校・盲学校・ろう学校）,29,3,0,10,3,13,2,2,1,2,0,1,1,2,1,0,1,6,2,6,0,1,2
学校の種別,高等学校の普通学校（通常学級のみに在籍）,34,3,2,1,2,4,3,2,1,1,2,3,3,1,1,0,6,4,1,5,0,6,6
学校の種別,高等学校の普通学校（通級による指導あり）,8,1,0,0,1,3,0,1,0,0,1,1,0,0,1,2,0,2,0,0,1,1,0
学校の種別,高等学校の特別支援学校（養護学校・盲学校・ろう学校）,29,6,3,6,2,8,1,2,1,0,3,1,2,1,0,1,6,6,0,5,0,3,4
学校の種別,大学・短期大学,25,7,3,3,0,4,1,2,1,2,2,1,1,3,1,2,3,3,2,0,0,2,1
学校の種別,特別支援学校高等部専攻科、高等学校専攻科,10,0,1,1,1,4,1,2,0,0,2,0,1,1,0,0,1,4,3,5,0,0,1
学校の種別,職業能力開発校、障害者職業能力開発校等,7,2,0,1,0,4,1,0,0,0,0,0,0,3,0,0,0,1,0,3,0,1,0
学校の種別,なし,80,8,5,7,6,18,0,7,5,2,9,6,3,14,0,3,14,11,2,10,1,15,9
仕事の有無,仕事をしている,894,116,97,104,65,97,24,53,36,22,80,42,54,103,21,60,88,53,17,106,11,203,104
仕事の有無,仕事をしていない,1077,110,119,200,81,223,36,79,34,25,96,34,45,126,27,81,98,100,27,182,12,178,127
仕事の有無,福祉的就労をしている（就労移行支援、就労継続支援Ａ型・Ｂ型、就労定着支援）,120,19,12,17,13,20,5,10,5,7,10,9,3,16,2,5,11,11,3,15,0,15,18
平日・日中の居場所,自分の家,1098,137,140,179,69,153,26,77,34,20,107,29,53,132,30,93,84,77,19,135,12,217,146
平日・日中の居場所,職場（一般企業など）,506,58,46,57,34,59,13,22,22,11,42,27,30,60,9,31,54,31,9,54,5,126,60
平日・日中の居場所,職場（福祉的就労（就労移行支援、就労継続支援Ａ型・Ｂ型、就労定着支援）の施設）,74,10,5,10,7,17,4,7,1,4,6,7,1,7,1,2,9,7,3,11,0,9,12
平日・日中の居場所,学校,282,24,14,55,31,87,12,24,11,11,12,17,15,32,5,10,40,42,14,78,5,26,22
平日・日中の居場所,通所施設（生活介護、デイケアなど）,85,10,19,15,14,17,7,8,6,7,11,3,2,5,5,5,4,6,2,14,1,7,4
平日・日中の居場所,入所施設,28,6,4,4,2,4,2,3,1,1,6,1,1,5,0,1,4,1,0,5,0,4,3
平日・日中の居場所,その他,18,0,0,1,2,3,1,1,0,0,2,1,0,4,0,4,2,0,0,6,0,7,2
放課後の居場所,自分の家,256,27,26,44,24,71,8,14,10,10,11,17,16,18,5,7,34,33,7,69,5,25,27
放課後の居場所,習いごと（塾や英会話等の学習系）,65,9,8,12,9,11,3,5,1,5,4,6,3,5,2,5,10,7,2,11,0,7,5
放課後の居場所,習いごと（スイミングやサッカー等のスポーツ系）,57,4,2,13,8,11,7,3,0,0,7,3,2,5,2,2,12,7,3,19,1,2,2
放課後の居場所,習いごと（音楽や習字等の芸術系）,39,1,5,6,8,7,3,5,1,5,1,6,1,5,3,5,6,7,2,6,0,3,0
放課後の居場所,児童通所サービス（放課後等デイサービス　等）,128,10,6,31,24,55,6,12,4,6,5,4,4,18,5,4,15,20,4,46,2,6,8
放課後の居場所,学童保育,28,2,2,7,6,10,1,4,1,3,4,2,3,4,3,5,1,2,1,5,0,0,2
放課後の居場所,広場や公園,34,2,1,7,5,8,1,3,1,3,2,4,4,3,2,4,5,6,2,13,1,2,2
放課後の居場所,学校（校庭や体育館）,34,3,0,5,6,6,1,3,1,1,3,8,4,2,0,1,11,7,0,12,0,3,1
放課後の居場所,児童館や図書館などの公共施設,14,1,0,0,3,3,1,1,0,0,1,2,0,0,0,1,3,5,1,6,0,1,3
放課後の居場所,その他,7,1,0,1,0,1,1,0,1,0,1,1,1,0,2,0,1,2,0,0,0,2,0
障害福祉サービスの利用状況,利用していない,1380,154,134,162,58,173,24,65,39,25,113,60,79,168,33,89,129,95,21,169,14,338,196
障害福祉サービスの利用状況,居宅介護（ホームヘルプ）,134,28,38,38,19,29,5,17,5,2,15,4,4,12,2,14,6,10,4,10,1,9,8
障害福祉サービスの利用状況,重度訪問介護,14,5,5,6,6,4,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
障害福祉サービスの利用状況,同行援護,49,7,11,16,12,8,5,6,1,2,3,1,2,4,1,1,5,4,2,3,0,5,2
障害福祉サービスの利用状況,行動援護,65,12,11,19,10,16,5,10,3,4,6,1,0,2,2,1,8,10,4,7,0,5,5
障害福祉サービスの利用状況,重度障害者等包括支援,24,4,3,5,5,5,5,3,1,0,3,0,0,0,2,2,1,1,0,2,0,0,0
障害福祉サービスの利用状況,短期入所（ショートステイ）,72,7,15,21,7,22,7,8,8,4,10,0,3,7,4,6,8,5,1,20,0,3,4
障害福祉サービスの利用状況,療養介護,21,2,8,4,3,5,2,3,2,1,4,1,0,3,1,5,4,1,0,3,0,0,0
障害福祉サービスの利用状況,生活介護,47,8,12,15,8,13,6,6,4,0,3,1,1,5,2,6,4,3,0,10,0,3,2
障害福祉サービスの利用状況,施設入所支援,19,0,1,5,2,3,0,2,2,1,4,2,1,4,3,3,4,1,1,3,0,2,0
障害福祉サービスの利用状況,自立訓練,47,2,6,12,7,10,1,7,1,2,9,0,1,5,1,7,5,5,3,9,1,1,6
障害福祉サービスの利用状況,就労移行支援,37,4,4,7,6,10,0,6,0,2,4,1,1,8,1,3,6,7,2,10,0,4,3
障害福祉サービスの利用状況,就労継続支援（A型）,21,4,2,3,4,5,1,3,0,2,4,2,0,3,1,0,2,4,0,1,0,2,3
障害福祉サービスの利用状況,就労継続支援（B型）,63,10,6,9,6,13,3,5,5,1,6,8,3,9,1,3,6,3,2,7,0,10,10
障害福祉サービスの利用状況,就労定着支援,14,1,2,4,0,3,0,0,1,0,3,0,1,1,0,0,3,3,2,4,0,1,0
障害福祉サービスの利用状況,自立生活援助,35,5,7,4,8,8,1,5,2,3,2,2,1,5,1,4,5,4,1,7,1,4,2
障害福祉サービスの利用状況,共同生活援助（グループホーム）,19,4,2,7,3,6,1,3,1,0,4,0,1,1,1,2,3,3,0,6,0,1,1
障害福祉サービスの利用状況,計画相談支援,41,6,5,8,4,11,3,4,2,3,3,4,5,10,1,5,4,3,0,9,1,2,4
障害福祉サービスの利用状況,地域相談支援,41,7,10,9,7,8,1,5,3,3,6,3,1,5,1,4,6,9,1,6,1,2,2
障害福祉サービスの利用状況,移動支援,54,10,8,20,9,11,4,7,3,5,7,5,1,5,1,5,3,3,2,13,0,3,3
障害福祉サービスの利用状況,地域活動支援センター,60,9,5,18,9,14,6,6,5,3,5,3,1,7,1,4,6,5,1,8,0,7,4
障害福祉サービスの利用状況,福祉ホーム,17,3,5,4,4,7,3,1,1,1,3,1,2,1,2,2,1,0,1,1,0,0,0
障害福祉サービスの利用状況,児童発達支援,48,3,4,10,8,20,1,9,1,2,4,3,2,5,2,5,6,7,3,20,1,1,3
障害福祉サービスの利用状況,医療型児童発達支援,10,0,2,3,0,3,0,0,0,2,1,1,0,4,0,1,4,0,1,1,1,1,0
障害福祉サービスの利用状況,放課後等デイサービス,143,10,6,38,19,62,7,17,2,8,9,5,5,21,4,9,18,21,4,58,3,8,8
障害福祉サービスの利用状況,居宅訪問型児童発達支援,8,1,0,2,1,1,0,1,1,2,1,2,0,1,0,1,1,2,0,3,0,0,1
障害福祉サービスの利用状況,保育所等訪問支援,4,0,0,0,1,2,0,1,0,1,1,0,0,1,0,0,0,0,0,3,0,0,0
障害福祉サービスの利用状況,訪問看護,74,8,10,19,5,12,2,7,2,2,12,3,5,9,3,12,4,4,1,19,1,9,8
障害福祉サービスの利用状況,訪問リハビリテーション,76,16,19,26,4,10,4,6,4,3,8,2,1,6,2,13,4,5,2,14,3,6,6
過去1年間の実施種目,ウォーキング、散歩（散策、ペットの散歩など）,1595,201,182,237,103,258,45,96,51,34,146,61,80,199,35,115,156,130,34,223,16,329,199
過去1年間の実施種目,体操（ラジオ体操、職場体操、ストレッチ、エアロビクス、ヨガ、ピラティス、縄跳びなど）,531,68,57,97,53,109,14,36,24,13,55,22,35,80,19,54,47,52,10,103,5,84,51
過去1年間の実施種目,室内運動器具（ウエイト器具、ランニングマシーン、バランスボールなど）を用いる運動,285,30,36,52,34,54,9,25,17,10,30,8,19,42,13,26,25,25,3,57,3,49,15
過去1年間の実施種目,陸上競技（ランニング、ジョギングなどの軽い運動も含めます）,170,24,18,24,23,36,10,15,6,7,14,14,8,21,3,10,31,22,5,40,0,18,12
過去1年間の実施種目,水泳・遊泳（水中歩行・水中運動）,293,31,28,60,34,84,16,32,15,13,31,24,16,45,7,11,28,30,10,73,6,31,14
過去1年間の実施種目,ブラインドサッカー,24,3,4,5,6,7,2,4,2,3,0,1,4,5,2,4,1,2,1,0,0,0,1
過去1年間の実施種目,車いすテニス,15,4,3,2,2,2,2,2,1,4,1,2,2,3,1,1,3,2,0,0,0,0,1
過去1年間の実施種目,サウンドテーブルテニス,26,5,4,5,5,6,4,5,2,1,7,2,3,0,5,2,1,1,1,0,0,0,0
過去1年間の実施種目,パラバレーボール,26,4,5,6,6,3,1,3,2,5,5,0,6,2,4,4,1,2,3,0,0,1,1
過去1年間の実施種目,車いすバスケットボール,19,7,4,4,6,4,1,3,2,3,2,2,2,2,1,2,1,1,0,0,0,0,0
過去1年間の実施種目,車いすラグビー,13,2,2,0,2,2,1,1,0,4,1,0,2,3,1,3,1,1,2,0,0,0,0
過去1年間の実施種目,ボッチャ,50,5,6,14,10,21,3,8,1,2,4,4,2,11,1,2,7,8,2,12,1,2,2
過去1年間の実施種目,球技（キャッチボールなどのボールを使った軽い運動も含めます）,124,9,3,25,13,37,4,10,5,8,7,6,10,15,0,5,31,18,3,34,3,17,10
過去1年間の実施種目,ダンス（フォークダンス、ジャズダンス、社交ダンス、フラダンス、バレエ、民謡踊りなど）,94,6,6,16,4,21,6,7,2,3,10,7,4,17,7,7,15,18,7,19,0,12,7
過去1年間の実施種目,格闘技（ボクシング、レスリング、相撲（すもう）など）,19,1,2,5,3,3,0,3,0,2,4,2,2,6,0,1,1,1,0,6,0,1,2
過去1年間の実施種目,武道（柔道、剣道、空手、合気道など）,24,2,5,3,2,4,0,1,4,2,1,4,1,5,1,3,7,3,1,6,0,1,1
過去1年間の実施種目,射的（弓道、アーチェリー、ダーツ、スポーツ吹矢など）,15,1,2,1,3,3,1,3,0,3,1,0,4,5,1,3,2,1,1,3,0,0,0
過去1年間の実施種目,ウィンタースポーツ（スキー、スノーボード、スケートなど）,47,6,3,7,3,10,3,0,3,1,2,6,4,10,1,4,7,5,0,10,0,8,1
過去1年間の実施種目,ウォータースポーツ（ボート、ヨット、スキンダイビング、スクーバダイビング、カヌー、水上バイク、サーフィン、ウィンドサーフィン、ボディボード、ボードセーリングなど）,38,8,7,7,8,5,1,1,3,3,3,7,3,5,2,2,4,6,0,6,0,8,1
過去1年間の実施種目,スカイスポーツ（ハンググライダー、パラグライダー、スカイダイビングなど）,13,4,3,2,4,5,1,2,2,1,1,3,0,2,2,3,1,0,0,0,0,0,0
過去1年間の実施種目,アウトドアスポーツ（ハイキング、ワンダーフォーゲル、釣り、登山、キャンプなど）,105,14,8,15,9,20,3,6,6,3,14,11,9,22,6,7,13,15,3,27,0,16,3
過去1年間の実施種目,サイクリング、モーター（サイクル）スポーツ,114,12,13,15,13,20,2,7,6,4,12,9,10,21,2,8,16,13,6,19,3,20,9
過去1年間の実施種目,運動あそび（鬼ごっこ、かくれんぼ、鉄棒、ぶらんこなど）,134,10,8,29,16,53,6,10,7,4,9,10,7,19,1,4,20,27,7,54,4,8,8
過去1年間の実施種目,ゲーム機を使い体を動かして行うスポーツ・フィットネス等,79,8,5,15,7,18,3,5,3,2,6,8,6,16,4,7,7,14,3,15,1,10,6
過去1年間の実施種目,その他,53,5,2,11,2,9,1,2,2,1,3,2,9,8,2,5,10,5,0,12,1,7,10
過去1年間の実施種目,この1年間に運動・スポーツは行わなかった,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
実施頻度（1年間）,週3日以上（年151日以上）,604,89,80,93,40,83,10,34,23,12,44,24,32,66,15,33,47,38,11,85,5,149,71
実施頻度（1年間）,週2日程度（年101日～150日）,429,48,48,80,37,88,21,33,18,13,34,22,21,64,12,39,43,42,11,84,8,60,35
実施頻度（1年間）,週1日程度（年51日～100日）,506,63,53,80,47,84,15,38,18,15,61,18,27,57,10,39,54,41,9,67,3,77,48
実施頻度（1年間）,月に1～3日程度（年12日～50日）,280,25,25,46,22,50,13,23,8,3,29,16,12,36,9,23,38,27,7,45,3,51,24
実施頻度（1年間）,3か月に1～2日程度（年4日～11日）,75,10,6,10,7,15,3,8,6,1,5,1,3,9,2,5,6,8,4,10,2,15,7
実施頻度（1年間）,年に1～3日程度,52,6,7,4,4,7,1,5,0,5,8,1,2,6,1,3,4,2,1,3,0,10,8
実施頻度（1年間）,わからない,145,4,9,8,2,13,2,1,2,5,5,3,5,7,1,4,5,6,4,9,2,34,56
実施した場所,自宅,829,136,122,136,59,128,27,55,29,21,86,25,42,100,32,89,74,62,12,132,11,144,89
実施した場所,道路や遊歩道,1083,114,129,165,74,179,24,63,30,17,110,44,56,152,22,89,111,80,23,151,10,245,126
実施した場所,広場や公園,633,86,79,109,62,135,19,43,32,18,68,29,45,85,11,42,71,63,19,111,11,107,48
実施した場所,民間のスポーツ施設,314,42,35,47,35,58,14,18,14,12,30,20,21,38,7,13,43,29,12,62,6,39,24
実施した場所,公共のスポーツ施設（障害者専用施設）,130,26,19,21,31,36,14,19,13,10,10,9,8,15,6,9,14,13,1,20,1,3,1
実施した場所,公共のスポーツ施設（障害者専用施設以外）,241,27,29,43,27,46,9,23,9,5,31,15,23,36,9,13,36,16,4,70,3,32,15
実施した場所,小中高校の体育施設,128,15,10,23,11,37,6,7,7,4,9,13,7,12,2,2,25,19,3,44,0,13,9
実施した場所,特別支援学校の体育施設,85,11,10,18,16,30,7,10,4,7,8,3,7,12,5,5,7,16,4,20,3,4,3
実施した場所,職場のスポーツ施設,35,8,8,7,7,5,0,6,6,3,4,2,5,4,4,5,4,3,2,2,0,3,0
実施した場所,福祉施設,64,8,11,16,10,17,4,5,2,3,7,4,1,10,3,6,9,6,2,11,0,4,5
実施した場所,児童通所サービス（放課後等デイサービス等）,87,4,4,21,18,40,3,10,5,5,5,0,3,17,2,5,10,12,2,36,3,3,5
実施した場所,医療機関（病院やリハビリ施設）,68,6,13,27,2,14,1,9,4,1,11,2,4,10,1,10,3,4,1,20,1,6,6
実施した場所,山・川・海・空,171,14,12,22,12,36,6,13,13,4,18,17,18,28,4,13,31,26,6,49,1,27,10
実施した場所,その他,44,2,5,11,1,6,0,0,1,1,6,2,0,8,1,4,2,4,1,9,2,10,6
実施した場所,わからない,47,1,0,0,1,3,0,0,1,1,2,0,0,0,1,1,1,0,1,1,0,10,29
一緒に実施する人,一人,1133,128,127,145,56,137,16,63,39,22,97,47,64,158,32,88,103,76,23,154,14,275,146
一緒に実施する人,家族,762,112,98,138,61,166,26,57,32,16,74,38,30,86,17,66,79,69,18,137,11,108,79
一緒に実施する人,福祉施設の職員・仲間,174,26,27,54,30,37,14,18,12,9,25,4,6,17,6,20,17,18,3,29,2,12,10
一緒に実施する人,障害がある人のサークル・障害者スポーツサークル等の仲間,91,16,17,22,22,21,9,13,6,6,7,7,6,13,1,5,8,12,2,11,0,3,1
一緒に実施する人,障害がある人やない人など様々な人がいるサークルの仲間,107,14,18,19,23,20,8,14,9,8,10,5,10,10,7,6,17,13,3,14,0,3,5
一緒に実施する人,スポーツ教室の指導者・仲間,151,12,16,31,16,40,9,13,6,5,14,13,8,23,5,7,25,16,4,43,1,10,8
一緒に実施する人,障害者専用スポーツ施設の職員・仲間,61,6,6,12,19,18,8,9,6,7,10,3,2,8,5,5,4,7,1,12,0,0,0
一緒に実施する人,地域の公共スポーツ施設の職員・仲間,48,7,6,10,9,14,2,8,2,7,6,4,4,7,2,5,4,4,2,7,0,2,1
一緒に実施する人,ボランティアの人たち,54,11,14,18,7,16,4,6,7,5,8,4,5,2,2,3,7,4,2,9,0,1,1
一緒に実施する人,学校の先生や学校の友達,150,10,10,33,18,50,8,13,4,6,13,12,11,19,4,4,23,27,8,49,3,14,6
一緒に実施する人,児童通所サービス（放課後等デイサービス等）の職員・仲間,86,3,3,20,13,41,4,9,2,3,7,3,2,16,3,6,10,14,1,40,2,4,5
一緒に実施する人,その他の友人・知人,137,15,12,21,6,22,2,6,7,0,18,11,23,26,1,11,32,11,7,38,0,22,9
一緒に実施する人,その他,35,1,3,10,1,5,2,3,1,1,7,0,1,6,2,3,3,3,1,13,2,6,3
一緒に実施する人,わからない,40,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,7,28
実施した理由,健康・体力づくりのため,1503,209,182,251,97,260,38,97,54,29,144,58,82,189,37,106,147,125,30,253,12,293,162
実施した理由,楽しみや気晴らしのため,890,124,105,156,76,195,28,69,38,22,84,53,52,126,21,59,113,90,24,160,10,141,79
実施した理由,運動不足解消のため,1109,137,126,192,83,201,29,76,44,20,118,45,67,149,35,94,122,107,22,202,15,219,110
実施した理由,精神の修養や訓練のため（心をきたえるため）,240,24,38,40,32,41,13,22,14,13,25,12,16,39,8,20,33,27,6,45,1,27,12
実施した理由,自己の記録や能力を向上させるため,182,19,23,30,28,35,9,18,14,9,20,17,20,17,11,15,19,18,4,34,2,21,8
実施した理由,リハビリテーションや医療・治療のため,340,41,58,88,32,64,15,32,18,15,52,12,21,55,12,47,28,31,7,67,3,39,29
実施した理由,家族のふれあいのため,154,22,19,34,15,48,5,9,7,3,17,13,7,27,3,12,21,26,4,39,5,14,12
実施した理由,友人・仲間との交流のため,254,26,26,48,27,64,13,22,14,9,23,21,23,42,7,17,48,36,13,66,2,24,16
実施した理由,美容や肥満解消（ダイエット）のため,217,19,22,27,15,35,6,14,5,5,22,8,17,47,11,23,26,21,9,48,4,48,17
実施した理由,障害者スポーツ大会に参加するため,17,5,2,4,1,3,2,3,1,1,0,4,1,1,0,0,1,2,1,6,0,2,0
実施した理由,その他,36,2,2,3,3,5,0,1,2,1,3,1,3,7,1,1,4,6,0,8,3,4,8
実施した理由,わからない,61,0,1,2,1,1,1,0,0,1,1,0,0,2,0,1,1,1,2,1,0,12,36
実施したきっかけ,家族に奨められた,561,113,87,110,42,104,19,49,20,10,48,23,16,54,13,47,60,56,13,94,5,64,52
実施したきっかけ,（障害のある）友人・知人・同僚に奨められた,101,28,23,23,19,24,7,12,5,4,8,6,4,15,3,11,10,15,1,16,1,3,3
実施したきっかけ,（障害のない）友人・知人・同僚に奨められた,119,16,23,20,19,22,3,11,4,5,18,12,8,14,1,9,27,9,4,25,0,8,3
実施したきっかけ,医師に奨められた,500,59,78,110,46,91,17,30,17,10,75,18,27,78,17,64,49,43,10,81,4,70,42
実施したきっかけ,看護師に奨められた,114,18,22,31,21,26,4,13,10,5,18,5,5,13,1,8,8,3,0,16,1,8,7
実施したきっかけ,作業療法士（OT）に奨められた,100,16,16,23,19,32,10,8,5,5,11,7,3,11,4,8,5,14,1,18,0,8,3
実施したきっかけ,理学療法士（PT）に奨められた,128,14,15,33,16,25,9,18,6,6,17,7,6,16,9,18,4,6,2,19,2,13,8
実施したきっかけ,言語聴覚士（ST）に奨められた,39,6,8,9,7,10,5,6,4,6,3,1,3,6,4,6,1,3,1,4,0,0,0
