調査項目,回答,全体(人),家族に奨められた(人),（障害のある）友人・知人・同僚に奨められた(人),（障害のない）友人・知人・同僚に奨められた(人),医師に奨められた(人),看護師に奨められた(人),作業療法士（OT）に奨められた(人),理学療法士（PT）に奨められた(人),言語聴覚士（ST）に奨められた(人),視能訓練士（CO）に奨められた(人),義肢装具士に奨められた(人),介護福祉士に奨められた(人),社会福祉士（ソーシャルワーカー）に奨められた(人),スポーツ指導者に奨められた(人),パラスポーツ指導員（旧障害者スポーツ指導員）に奨められた(人),学校の先生に奨められた(人),学校の授業等で興味を持ち、自主的に始めた(人),所属する団体（会社等）に奨められた(人),障害のある有名選手・パラアスリートの影響(人),障害のない有名選手・アスリートの影響(人),テレビや新聞の影響(人),インターネットや動画配信を見て(人),ＳＮＳの影響(人),漫画、ドラマ、映画等の影響(人),現地やテレビ等でそのスポーツを観た(人),スポーツ団体等の関係者から誘われた(人),スポーツイベントや体験会等で興味を持った(人),スポーツ以外をテーマとするイベント（福祉祭り等の中の講演や体験会等）で興味を持った(人),福祉施設で実施している運動プログラムに参加して(人),行政の広報誌(人),その他(人),特にきっかけはない・なんとなく(人)
障害種別,肢体不自由（下肢）,343,82,22,13,109,36,33,59,10,7,3,17,16,1,7,8,2,4,4,3,12,9,3,4,2,1,2,1,3,4,27,92
障害種別,肢体不自由（体幹）,137,44,12,14,48,15,11,26,2,3,4,9,8,3,2,2,4,0,3,4,5,7,2,1,1,2,1,0,2,0,6,24
障害種別,肢体不自由（脳原性運動機能障害）,35,19,4,1,11,5,6,5,0,0,0,2,4,1,1,2,0,0,1,0,3,1,3,0,2,0,1,0,1,0,2,6
障害種別,内部障害,429,116,14,26,130,18,7,20,3,2,0,8,6,2,0,0,2,0,1,0,16,11,8,2,1,0,0,0,5,1,24,156
障害種別,知的障害,387,122,26,13,46,13,20,17,4,0,1,6,9,4,5,34,30,8,2,3,7,14,9,5,4,6,10,3,20,3,14,123
障害種別,精神障害,535,105,15,24,129,17,11,13,5,2,2,2,10,1,2,7,16,4,3,2,15,35,21,5,5,0,2,0,7,4,20,208
車椅子の必要性,必要とする,158,50,21,14,47,30,24,38,13,7,6,16,10,2,8,11,4,4,5,5,8,3,3,2,3,1,2,1,4,0,10,16
車椅子の必要性,必要としない,393,95,16,18,122,26,21,46,2,4,1,14,14,4,1,1,2,2,4,2,12,13,3,2,2,3,2,0,3,5,22,125
障害者手帳の有無,持っている,1357,320,78,76,318,80,78,97,30,17,13,30,33,15,17,43,43,13,13,10,41,45,24,11,10,6,12,4,30,9,66,442
障害者手帳の有無,持っていない,734,241,23,43,182,34,22,31,9,4,2,13,16,5,2,14,21,4,1,3,25,36,16,9,12,5,6,2,6,6,23,234
障害種別,身体障害者手帳　1級,273,80,13,13,66,10,19,23,4,3,2,7,3,1,0,7,1,0,2,1,10,2,2,2,2,0,1,0,6,0,17,93
障害種別,身体障害者手帳　2級,151,37,12,10,37,16,15,21,9,6,3,7,7,3,8,5,4,4,2,2,4,2,1,3,1,1,2,2,1,1,5,40
障害種別,身体障害者手帳　3級,136,34,9,12,28,11,10,11,3,1,1,2,1,2,1,0,1,1,2,2,4,3,1,0,0,1,0,0,1,1,5,42
障害種別,身体障害者手帳　4級,158,33,12,11,53,14,5,17,5,3,4,6,7,3,0,2,4,0,2,3,7,8,3,2,3,1,2,0,1,2,10,46
障害種別,身体障害者手帳　5級,64,14,3,5,22,5,6,4,3,1,0,2,1,1,1,0,0,1,2,1,2,2,1,0,1,1,0,0,0,1,3,20
障害種別,身体障害者手帳　6級,59,12,3,8,16,5,4,6,0,1,0,2,0,0,0,2,2,0,0,0,2,1,2,2,0,0,0,0,1,0,2,11
障害種別,療育手帳（愛の手帳）1度（最重度）,15,3,1,1,1,1,0,3,1,0,3,0,1,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
障害種別,療育手帳（愛の手帳）2度（重度）,67,9,3,1,8,1,5,4,0,0,0,3,0,1,1,7,6,3,0,0,0,0,1,0,0,1,1,1,10,1,3,28
障害種別,療育手帳（愛の手帳）3度（中度）,61,19,9,3,9,4,4,4,1,0,1,2,5,2,4,7,8,2,1,0,3,3,2,0,2,2,4,0,4,1,1,17
障害種別,療育手帳（愛の手帳）4度（軽度）,121,38,6,7,14,5,5,3,3,2,0,3,5,2,1,11,11,2,1,1,3,3,3,2,0,1,1,1,2,0,7,36
障害種別,精神障害者保健福祉手帳　1級,15,4,0,0,4,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,4
障害種別,精神障害者保健福祉手帳　2級,129,25,5,5,38,7,2,2,1,0,0,0,3,0,0,1,2,0,1,1,4,13,5,1,0,0,0,0,3,1,4,47
障害種別,精神障害者保健福祉手帳　3級,161,22,7,8,37,3,4,6,2,2,1,1,4,1,2,1,3,1,1,0,4,9,5,2,1,0,1,0,1,2,11,67
障害種別,障害者手帳は持っていない,734,241,23,43,182,34,22,31,9,4,2,13,16,5,2,14,21,4,1,3,25,36,16,9,12,5,6,2,6,6,23,234
障害の程度別,重度,499,127,26,23,111,28,40,47,15,9,6,16,11,5,9,19,12,7,4,3,14,4,4,4,3,2,4,3,18,2,26,162
障害の程度別,軽度,858,193,52,53,207,52,38,50,15,8,7,14,22,10,8,24,31,6,9,7,27,41,20,7,7,4,8,1,12,7,40,280
障害の程度別,障害者手帳は持っていない,734,241,23,43,182,34,22,31,9,4,2,13,16,5,2,14,21,4,1,3,25,36,16,9,12,5,6,2,6,6,23,234
障害が発生した年齢２,出生時,603,169,48,45,81,36,33,36,19,14,7,8,10,11,11,35,32,9,7,4,11,13,12,7,10,6,10,4,16,2,15,170
障害が発生した年齢２,１０歳未満,257,77,16,19,36,12,14,12,11,3,4,9,7,4,8,19,22,4,2,3,7,13,5,6,4,4,7,2,6,2,12,84
障害が発生した年齢２,１０歳～１９歳,143,28,7,11,27,7,5,4,1,0,0,1,5,1,0,3,7,1,2,1,6,12,7,4,1,1,0,0,1,0,4,60
障害が発生した年齢２,２０歳以上,1088,287,30,44,356,59,48,76,8,4,4,25,27,4,0,0,3,3,3,5,42,43,16,3,7,0,1,0,13,11,58,362
障害が発生した年齢２,中途障害,1488,392,53,74,419,78,67,92,20,7,8,35,39,9,8,22,32,8,7,9,55,68,28,13,12,5,8,2,20,13,74,506
受傷の時期,生まれたとき,603,169,48,45,81,36,33,36,19,14,7,8,10,11,11,35,32,9,7,4,11,13,12,7,10,6,10,4,16,2,15,170
受傷の時期,生まれた後,1488,392,53,74,419,78,67,92,20,7,8,35,39,9,8,22,32,8,7,9,55,68,28,13,12,5,8,2,20,13,74,506
学校の種別,小学校の普通学校（通常学級のみに在籍）,77,26,2,6,12,3,0,1,1,0,0,0,1,1,0,4,4,0,1,1,0,2,0,2,3,1,2,0,0,0,4,21
学校の種別,小学校の普通学校（通級による指導あり）,32,9,4,3,6,10,3,4,9,3,3,6,3,2,6,6,3,2,1,1,3,2,0,3,0,0,0,0,0,0,1,7
学校の種別,小学校の普通学校（特別支援学級）,73,24,8,5,12,2,14,6,1,1,0,0,2,1,1,10,8,2,0,1,1,1,2,1,2,2,5,1,5,1,1,19
学校の種別,小学校の特別支援学校（養護学校・盲学校・ろう学校）,34,7,2,1,2,0,6,3,2,1,1,3,1,0,0,6,7,0,0,0,0,2,0,0,0,0,1,0,4,0,1,11
学校の種別,中学校の普通学校（通常学級のみに在籍）,32,9,1,4,1,0,0,1,2,0,0,0,1,0,0,2,5,0,1,0,1,3,0,2,0,0,0,0,0,0,0,9
学校の種別,中学校の普通学校（通級による指導あり）,14,5,0,0,3,1,0,0,0,2,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2
学校の種別,中学校の普通学校（特別支援学級）,29,6,4,2,2,1,1,1,2,0,0,0,0,0,0,2,4,0,0,0,0,2,0,0,0,0,0,0,1,0,1,11
学校の種別,中学校の特別支援学校（養護学校・盲学校・ろう学校）,29,5,1,0,1,0,1,1,1,0,0,0,0,1,1,3,5,0,0,0,0,0,0,0,0,0,1,0,2,0,2,11
学校の種別,高等学校の普通学校（通常学級のみに在籍）,34,7,1,2,4,3,0,1,0,0,1,0,2,0,1,3,6,2,0,0,0,0,1,1,0,0,1,0,1,0,3,11
学校の種別,高等学校の普通学校（通級による指導あり）,8,1,2,0,2,0,1,1,0,0,0,1,0,0,0,3,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
学校の種別,高等学校の特別支援学校（養護学校・盲学校・ろう学校）,29,9,3,0,4,2,2,1,0,0,0,1,1,1,1,7,3,1,1,0,1,1,1,0,1,0,1,0,2,1,2,8
学校の種別,大学・短期大学,25,7,1,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,2,1,0,0,0,0,0,0,7
学校の種別,特別支援学校高等部専攻科、高等学校専攻科,10,5,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
学校の種別,職業能力開発校、障害者職業能力開発校等,7,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3
学校の種別,なし,80,25,4,3,11,1,1,3,2,0,0,0,1,1,1,2,4,1,0,1,1,5,4,2,1,2,1,1,1,0,0,27
仕事の有無,仕事をしている,894,205,38,63,200,37,32,44,15,16,8,10,18,8,10,9,14,6,7,9,30,43,24,13,11,5,6,3,3,2,41,340
仕事の有無,仕事をしていない,1077,324,50,52,281,69,63,79,20,4,4,31,29,11,6,47,48,7,7,3,32,32,12,7,10,3,11,3,29,13,48,296
仕事の有無,福祉的就労をしている（就労移行支援、就労継続支援Ａ型・Ｂ型、就労定着支援）,120,32,13,4,19,8,5,5,4,1,3,2,2,1,3,1,2,4,0,1,4,6,4,0,1,3,1,0,4,0,0,40
平日・日中の居場所,自分の家,1098,328,44,55,318,62,55,81,10,5,5,25,26,9,4,14,12,5,6,3,35,33,17,6,11,0,4,0,10,12,52,334
平日・日中の居場所,職場（一般企業など）,506,108,18,32,107,19,16,15,8,9,3,1,7,3,4,4,7,2,3,5,17,29,17,6,7,4,4,2,2,1,20,212
平日・日中の居場所,職場（福祉的就労（就労移行支援、就労継続支援Ａ型・Ｂ型、就労定着支援）の施設）,74,22,11,3,9,4,2,3,1,1,1,0,1,1,2,1,1,4,0,1,2,4,1,0,1,3,1,0,3,0,0,22
平日・日中の居場所,学校,282,70,19,18,32,15,14,15,13,4,4,9,7,5,7,37,44,5,3,2,9,13,5,8,3,2,8,1,13,2,16,85
平日・日中の居場所,通所施設（生活介護、デイケアなど）,85,19,8,9,21,11,11,11,6,2,2,6,6,1,1,1,0,1,0,1,2,0,0,0,0,1,0,2,2,0,0,12
平日・日中の居場所,入所施設,28,6,1,2,8,2,1,2,1,0,0,2,2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,4,0,0,7
平日・日中の居場所,その他,18,8,0,0,5,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,2,0,1,4
放課後の居場所,自分の家,256,86,21,20,31,9,15,11,4,1,1,5,6,4,4,36,28,2,2,2,3,10,4,6,4,2,7,0,9,0,10,74
放課後の居場所,習いごと（塾や英会話等の学習系）,65,18,6,7,12,8,4,4,9,4,3,6,6,2,5,11,11,2,1,1,1,4,2,6,1,1,2,0,1,0,1,16
放課後の居場所,習いごと（スイミングやサッカー等のスポーツ系）,57,17,9,8,10,8,5,6,4,4,2,1,2,3,4,7,10,0,0,0,1,3,1,2,3,2,4,0,1,1,4,9
放課後の居場所,習いごと（音楽や習字等の芸術系）,39,8,4,5,10,7,3,5,11,2,3,5,4,2,4,8,8,2,2,1,1,2,0,2,0,0,1,0,1,0,1,6
放課後の居場所,児童通所サービス（放課後等デイサービス　等）,128,27,10,2,17,10,14,14,10,2,5,8,4,3,9,21,20,4,2,1,4,5,2,2,3,1,7,1,14,2,7,44
放課後の居場所,学童保育,28,8,3,3,8,5,4,7,5,2,3,4,2,2,6,6,2,3,0,1,2,0,0,1,1,1,2,1,1,0,0,7
放課後の居場所,広場や公園,34,10,4,5,5,8,4,7,6,3,4,5,3,1,7,11,12,1,2,0,2,2,2,2,2,0,2,0,3,0,4,6
放課後の居場所,学校（校庭や体育館）,34,16,5,7,5,2,2,2,1,1,1,1,1,0,1,9,15,1,0,0,2,2,1,0,1,0,1,0,2,0,1,3
放課後の居場所,児童館や図書館などの公共施設,14,7,4,3,5,4,2,3,1,0,1,1,1,1,2,4,5,0,1,0,1,2,2,1,2,0,2,0,3,0,0,3
放課後の居場所,その他,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2
障害福祉サービスの利用状況,利用していない,1380,372,40,75,321,37,25,40,6,4,2,6,11,6,3,24,35,5,6,5,40,49,22,12,15,5,9,3,2,7,59,535
障害福祉サービスの利用状況,居宅介護（ホームヘルプ）,134,46,19,17,42,20,15,21,5,3,5,11,10,2,2,6,4,2,4,4,8,5,5,1,2,1,2,0,4,0,5,12
障害福祉サービスの利用状況,重度訪問介護,14,6,4,3,0,0,5,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
障害福祉サービスの利用状況,同行援護,49,16,7,6,11,9,9,8,2,2,1,3,3,1,1,5,4,0,1,1,2,2,0,0,1,0,0,0,2,1,1,5
障害福祉サービスの利用状況,行動援護,65,17,9,7,19,10,11,14,4,3,2,5,7,4,2,3,3,1,1,0,3,1,1,0,1,0,1,0,5,2,2,6
障害福祉サービスの利用状況,重度障害者等包括支援,24,4,2,2,6,3,9,3,3,3,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
障害福祉サービスの利用状況,短期入所（ショートステイ）,72,18,9,7,19,13,10,13,3,5,3,8,3,3,2,4,1,2,1,3,4,1,2,0,2,0,1,0,5,2,4,14
障害福祉サービスの利用状況,療養介護,21,10,3,7,7,3,4,7,2,1,1,2,4,0,2,1,1,1,2,1,2,1,2,2,1,0,1,0,0,1,1,0
障害福祉サービスの利用状況,生活介護,47,13,4,8,17,10,13,13,4,2,2,6,3,0,1,2,1,2,2,2,3,2,2,2,0,0,1,0,1,0,1,5
障害福祉サービスの利用状況,施設入所支援,19,5,2,0,7,3,3,3,1,2,2,1,1,2,0,2,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,1
障害福祉サービスの利用状況,自立訓練,47,13,5,3,12,5,5,10,2,1,0,6,4,2,0,1,2,1,0,0,5,2,2,0,2,0,0,1,3,0,2,6
障害福祉サービスの利用状況,就労移行支援,37,11,3,3,13,3,2,2,3,0,1,0,4,1,2,2,0,1,0,1,3,4,1,1,1,1,1,0,2,0,0,10
障害福祉サービスの利用状況,就労継続支援（A型）,21,4,5,0,5,2,2,0,1,2,0,1,2,4,1,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,6
障害福祉サービスの利用状況,就労継続支援（B型）,63,14,7,0,7,5,1,3,1,1,0,1,3,1,0,0,4,0,0,1,3,3,2,0,1,1,0,0,1,0,0,26
障害福祉サービスの利用状況,就労定着支援,14,2,3,1,2,3,0,0,0,0,1,0,2,1,0,0,0,0,0,2,2,4,2,1,1,1,0,0,0,0,1,1
障害福祉サービスの利用状況,自立生活援助,35,10,3,5,19,6,5,4,2,1,0,4,3,1,2,3,1,0,1,0,1,4,3,2,2,0,1,0,1,0,0,6
障害福祉サービスの利用状況,共同生活援助（グループホーム）,19,5,0,0,4,1,0,4,0,1,1,3,3,1,1,0,1,0,0,1,2,2,1,0,0,0,1,0,2,0,2,5
障害福祉サービスの利用状況,計画相談支援,41,14,5,3,11,5,8,6,3,0,0,4,5,1,2,3,3,4,1,0,2,2,1,0,1,1,2,1,3,2,6,9
障害福祉サービスの利用状況,地域相談支援,41,18,7,6,20,11,7,7,1,1,1,4,7,1,5,3,1,2,1,0,5,3,2,2,1,0,2,0,2,2,3,3
障害福祉サービスの利用状況,移動支援,54,16,7,4,17,7,5,10,2,0,1,3,5,4,4,3,3,1,2,0,5,4,2,0,1,1,3,0,2,0,2,12
障害福祉サービスの利用状況,地域活動支援センター,60,23,8,4,24,11,6,9,4,0,3,5,4,1,3,5,4,1,1,1,4,3,3,1,1,0,2,0,3,1,3,11
障害福祉サービスの利用状況,福祉ホーム,17,5,5,2,6,2,3,3,4,3,2,2,4,1,2,1,1,0,0,2,1,0,2,1,1,1,0,0,0,0,0,0
障害福祉サービスの利用状況,児童発達支援,48,18,6,2,10,6,9,6,6,1,2,2,3,0,4,12,11,1,0,0,0,3,3,1,1,1,2,0,5,0,1,6
障害福祉サービスの利用状況,医療型児童発達支援,10,3,2,2,5,2,3,3,2,0,0,0,2,1,0,2,2,1,0,0,0,1,1,0,0,1,1,0,0,0,0,3
障害福祉サービスの利用状況,放課後等デイサービス,143,33,9,2,23,12,21,19,11,3,3,10,6,1,8,18,18,5,1,1,3,2,1,2,0,2,6,1,16,3,8,44
障害福祉サービスの利用状況,居宅訪問型児童発達支援,8,2,3,1,4,3,3,3,0,1,1,3,1,1,2,3,1,1,1,0,2,1,1,0,1,0,2,0,2,0,0,2
障害福祉サービスの利用状況,保育所等訪問支援,4,3,0,0,1,2,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
障害福祉サービスの利用状況,訪問看護,74,16,4,8,20,13,11,14,1,0,0,4,3,0,0,2,1,1,1,1,1,4,2,1,0,0,0,1,2,0,7,17
障害福祉サービスの利用状況,訪問リハビリテーション,76,24,2,2,29,13,12,27,0,0,1,8,2,1,0,2,0,0,0,0,4,1,0,0,0,0,0,0,3,1,5,15
過去1年間の実施種目,ウォーキング、散歩（散策、ペットの散歩など）,1595,467,77,87,426,85,68,89,15,5,6,29,36,14,7,36,37,12,8,10,58,66,33,14,15,6,9,3,27,13,57,553
過去1年間の実施種目,体操（ラジオ体操、職場体操、ストレッチ、エアロビクス、ヨガ、ピラティス、縄跳びなど）,531,138,45,45,149,38,45,48,19,6,6,22,19,11,9,23,27,10,6,5,28,38,18,11,8,7,9,3,21,10,22,140
過去1年間の実施種目,室内運動器具（ウエイト器具、ランニングマシーン、バランスボールなど）を用いる運動,285,74,20,31,61,23,34,35,13,9,6,12,11,6,5,11,14,2,2,4,11,15,9,6,5,3,6,1,4,2,19,71
過去1年間の実施種目,陸上競技（ランニング、ジョギングなどの軽い運動も含めます）,170,51,16,26,26,14,14,15,13,4,3,5,4,4,4,15,24,5,2,7,4,9,1,6,7,5,7,2,3,1,7,42
過去1年間の実施種目,水泳・遊泳（水中歩行・水中運動）,293,84,26,30,63,17,17,24,15,5,7,10,8,6,8,22,27,5,4,1,9,13,4,3,3,4,8,2,11,3,12,83
過去1年間の実施種目,ブラインドサッカー,24,6,5,2,4,7,7,8,8,3,3,6,3,1,4,5,2,1,1,1,2,1,1,2,1,0,1,0,0,0,0,2
過去1年間の実施種目,車いすテニス,15,5,4,3,5,3,4,5,2,2,1,3,3,3,3,2,1,1,1,2,2,2,1,2,1,0,2,0,1,0,0,3
過去1年間の実施種目,サウンドテーブルテニス,26,8,7,5,9,8,4,8,7,4,1,3,2,2,6,4,3,0,2,0,2,1,1,1,3,1,1,0,1,0,0,0
過去1年間の実施種目,パラバレーボール,26,3,6,6,4,6,5,9,9,7,4,7,3,1,6,5,3,1,1,1,1,2,0,1,1,0,0,0,0,0,0,1
過去1年間の実施種目,車いすバスケットボール,19,4,5,5,3,8,5,6,4,1,3,1,1,1,3,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
過去1年間の実施種目,車いすラグビー,13,3,1,2,2,3,4,3,5,5,0,3,2,1,2,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
過去1年間の実施種目,ボッチャ,50,15,7,6,10,5,5,8,5,0,1,3,2,1,3,9,6,4,0,0,3,4,1,0,0,3,2,0,4,1,3,5
過去1年間の実施種目,球技（キャッチボールなどのボールを使った軽い運動も含めます）,124,31,13,17,18,8,8,4,6,3,3,4,5,4,5,11,24,5,2,2,3,7,2,2,6,3,5,1,3,1,8,33
過去1年間の実施種目,ダンス（フォークダンス、ジャズダンス、社交ダンス、フラダンス、バレエ、民謡踊りなど）,94,21,8,11,14,5,9,10,5,2,0,6,2,4,1,7,14,7,1,2,5,7,3,3,2,5,3,1,8,1,8,22
過去1年間の実施種目,格闘技（ボクシング、レスリング、相撲（すもう）など）,19,5,2,5,2,4,3,3,3,3,3,2,0,0,2,1,2,0,1,1,1,1,0,0,1,0,0,0,0,0,2,4
過去1年間の実施種目,武道（柔道、剣道、空手、合気道など）,24,9,1,3,3,2,3,2,5,2,4,3,2,2,2,5,3,3,1,2,1,0,0,3,1,1,2,0,0,0,1,7
過去1年間の実施種目,射的（弓道、アーチェリー、ダーツ、スポーツ吹矢など）,15,3,2,1,3,4,1,2,3,4,1,4,1,3,1,3,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,1
過去1年間の実施種目,ウィンタースポーツ（スキー、スノーボード、スケートなど）,47,15,3,8,4,2,3,1,3,0,2,1,1,1,0,3,4,0,0,1,1,1,0,2,3,1,4,0,0,1,1,16
過去1年間の実施種目,ウォータースポーツ（ボート、ヨット、スキンダイビング、スクーバダイビング、カヌー、水上バイク、サーフィン、ウィンドサーフィン、ボディボード、ボードセーリングなど）,38,8,5,5,9,5,6,6,6,3,5,5,3,2,5,2,3,1,1,1,2,2,0,3,1,1,4,0,0,1,3,10
過去1年間の実施種目,スカイスポーツ（ハンググライダー、パラグライダー、スカイダイビングなど）,13,5,4,2,3,3,4,5,4,2,2,1,2,0,3,0,1,1,0,2,1,1,0,1,1,1,1,0,0,0,0,0
過去1年間の実施種目,アウトドアスポーツ（ハイキング、ワンダーフォーゲル、釣り、登山、キャンプなど）,105,27,10,9,22,7,5,7,7,1,3,2,2,2,2,7,12,2,2,3,5,9,1,5,6,4,7,1,3,1,6,38
過去1年間の実施種目,サイクリング、モーター（サイクル）スポーツ,114,27,4,12,32,6,9,6,4,3,1,4,7,2,4,4,6,3,3,4,9,10,7,7,5,3,5,2,1,1,8,35
過去1年間の実施種目,運動あそび（鬼ごっこ、かくれんぼ、鉄棒、ぶらんこなど）,134,38,9,12,14,1,13,8,3,0,0,2,2,1,1,18,18,3,1,3,6,8,3,4,4,5,7,1,10,1,5,45
過去1年間の実施種目,ゲーム機を使い体を動かして行うスポーツ・フィットネス等,79,28,6,6,18,5,4,4,1,0,1,2,2,0,0,7,6,1,1,4,6,9,6,4,3,1,2,1,1,0,0,22
過去1年間の実施種目,その他,53,9,2,4,10,5,1,2,0,0,0,0,2,0,0,1,4,1,0,0,2,2,0,0,0,0,0,0,0,0,12,14
過去1年間の実施種目,この1年間に運動・スポーツは行わなかった,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
実施頻度（1年間）,週3日以上（年151日以上）,604,152,28,34,147,27,21,31,9,5,4,7,6,2,5,9,26,2,3,3,29,25,7,5,6,5,5,1,8,3,38,218
実施頻度（1年間）,週2日程度（年101日～150日）,429,143,32,26,120,28,35,33,14,10,6,21,15,9,7,19,17,6,5,6,15,22,7,7,8,2,6,1,11,8,17,106
実施頻度（1年間）,週1日程度（年51日～100日）,506,127,27,34,129,38,24,36,9,2,3,10,15,6,4,14,11,4,5,4,13,18,14,7,5,4,3,1,9,2,13,134
実施頻度（1年間）,月に1～3日程度（年12日～50日）,280,81,7,16,66,12,13,17,1,4,0,5,10,3,1,11,6,5,1,0,6,11,8,1,3,0,3,2,6,1,10,89
実施頻度（1年間）,3か月に1～2日程度（年4日～11日）,75,13,3,8,12,2,4,5,2,0,0,0,2,0,1,2,4,0,0,0,1,2,2,0,0,0,0,0,0,0,1,31
実施頻度（1年間）,年に1～3日程度,52,16,1,0,9,4,0,1,1,0,2,0,0,0,1,1,0,0,0,0,0,3,1,0,0,0,1,1,1,1,1,19
