都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,イベント名,イベント名_カナ,イベント名_英語,開始日,終了日,開始時間,終了時間,開始日時特記事項,説明,料金(基本),料金(詳細),連絡先名称,連絡先電話番号,連絡先内線番号,主催者,場所名称,住所,方書,緯度,経度,アクセス方法,駐車場情報,定員,参加申込終了日,参加申込終了時間,参加申込方法,URL,備考,,,,
132101,,東京都,小金井市,こどもの日イベント,コドモノヒイベント,,2023-05-04,2023-05-05,,,,ゴールデンウィーク期間中の2日間、こどもの日にちなんだ企画を実施します。鯉のぼりがそよぐ広場では、大人も子供も一緒に昔のあそびを楽しめます。また、昭和の商店建築や茅葺きの民家など、園内のさまざまな時代や様式のたてものを活用して、昔の暮らしを体験できる催しを行います。,,,江戸東京たてもの園,042-388-3300,,,江戸東京たてもの園,小金井市桜町3-7-1（都立小金井公園内）,,35.71581609,139.5125809,JR中央線・西武バス・関東バス・西武新宿線・CoCoバス（小金井市コミュニティバス）,,,,,,https://www.tatemonoen.jp/,,,,,
132101,,東京都,小金井市,"夜間特別開園
下町夕涼み",ヤカントクベツカイエンシタマチユウスズミ,,2023-08-05,2023-08-06,,,,開園時間を延長し、夏の夕べの過ごし方を体感していただける催しです。園内の「下町中通り」では、提灯や建物のあかりがともる復元建造物の商店が下町の夏の風情を感じさせます。伝統的な日本の民家では、夕べの涼やかな風を感じながら過ごしていただけます。,,,江戸東京たてもの園,042-388-3300,,,江戸東京たてもの園,小金井市桜町3-7-1（都立小金井公園内）,,35.71581609,139.5125809,JR中央線・西武バス・関東バス・西武新宿線・CoCoバス（小金井市コミュニティバス）,,,,,,https://www.tatemonoen.jp/,,,,,
132101,,東京都,小金井市,"特別展
江戸東京博物館コレクション
～江戸東京のまちづくり～",トクベツテンエドトウキョウハクブツカンコレクション～エドトウキョウノマチヅクリ～,,2023-09-16,2023-12-17,,,,2022年4月より大規模改修のため休館に入った東京都江戸東京博物館のコレクションを元に、江戸東京の歴史や生活文化を紹介する展覧会です。「江戸東京のまちづくり」をテーマに、江戸の町の様子や、関東大震災・東京大空襲を経て姿を変えた東京の町並みを紹介いたします。,,,江戸東京たてもの園,042-388-3300,,,江戸東京たてもの園,小金井市桜町3-7-1（都立小金井公園内）,,35.71581609,139.5125809,JR中央線・西武バス・関東バス・西武新宿線・CoCoバス（小金井市コミュニティバス）,,,,,,https://www.tatemonoen.jp/,,,,,
132101,,東京都,小金井市,"夜間特別開園
紅葉とたてものの
ライトアップ",ヤカントクベツカイエンコウヨウトタテモノノライトアップ,,2023-11-25,2023-11-26,,,,紅葉が深まる時季に合わせ、特別に開園時間を延長して行う催しです。園内の色付く木々と歴史的建造物をほのかな光で美しく照らし出し、建物の中にはあたたかなあかりがともる、昼間とは趣の異なる夜のたてもの園を散策していただけます。大正時代のガス灯点灯、民家の囲炉裏や洋館の暖炉に火を入れる催しなど、昔のあかりやぬくもりを体感いただけます。,,,江戸東京たてもの園,042-388-3300,,,江戸東京たてもの園,小金井市桜町3-7-1（都立小金井公園内）,,35.71581609,139.5125809,JR中央線・西武バス・関東バス・西武新宿線・CoCoバス（小金井市コミュニティバス）,,,,,,https://www.tatemonoen.jp/,,,,,
132101,,東京都,小金井市,たてもの園でお正月,タテモノエンデオショウガツ,,2024-01-02,2024-01-03,,,,正月2日、3日に入園無料の特別開園を行い、皆様をお迎えします。園内の復元建造物にしめ飾りや門松を立て、獅子舞や太神楽などの新年にふさわしい伝統芸能をご覧いただけます。また、江戸時代より庶民に親しまれていた縁起物の「宝船絵」（印刷物）を、先着順で配布します。,,,江戸東京たてもの園,042-388-3300,,,江戸東京たてもの園,小金井市桜町3-7-1（都立小金井公園内）,,35.71581609,139.5125809,JR中央線・西武バス・関東バス・西武新宿線・CoCoバス（小金井市コミュニティバス）,,,,,,https://www.tatemonoen.jp/,,,,,
132101,,東京都,小金井市,成人の日はたてもの園へ,セイジンノヒハタテモノエンヘ,,2024-01-08,2024-01-08,,,,ハレの日の記念に、歴史ある建造物が建ち並ぶたてもの園で新成人をお祝いする催しです。人力車での園内めぐりのほか、復元建造物である写真館内のスタジオでは、お手持ちのカメラで記念撮影ができます。新成人は無料でご入園いただけます。,,,江戸東京たてもの園,042-388-3300,,,江戸東京たてもの園,小金井市桜町3-7-1（都立小金井公園内）,,35.71581609,139.5125809,JR中央線・西武バス・関東バス・西武新宿線・CoCoバス（小金井市コミュニティバス）,,,,,,https://www.tatemonoen.jp/,,,,,
132101,,東京都,小金井市,"特別展
江戸東京博物館コレクション
～江戸東京のくらしと乗り物～",トクベツテンエドトウキョウハクブツカンコレクション～エドトウキョウノクラシトノリモノ～,,2024-03-23,2024-07-07,,,,"2022年4月より大規模改修のため休館に入った東京都江戸東京博物館のコレクションを元に、江戸東京の歴史や生活文化を紹介する展覧会です。
近代において新たな「乗り物」の登場は、人々の生活に大きな変化をもたらしました。乗り物の果たした役割、技術革新の工夫、街並みの変容などを紹介いたします。",,,江戸東京たてもの園,042-388-3300,,,江戸東京たてもの園,小金井市桜町3-7-1（都立小金井公園内）,,35.71581609,139.5125809,JR中央線・西武バス・関東バス・西武新宿線・CoCoバス（小金井市コミュニティバス）,,,,,,https://www.tatemonoen.jp/,,,,,
132101,,東京都,小金井市,たてもの園フェスティバル,タテモノエンフェスティバル,,2024-03-27,2024-03-28,,,,"小金井公園にある1,700本の桜のつぼみがほころぶこの時季、子供から大人まで一緒に楽しめる催しを行います。身体を使って建物の形を表す「けんちく体操」をはじめ、伝統工芸の実演や職人の技を体験する催し、アーティストによるパフォーマンスなどさまざまな事業を行います。開園記念日の3月28日は無料でご入園いただけます。",,,江戸東京たてもの園,042-388-3300,,,江戸東京たてもの園,小金井市桜町3-7-1（都立小金井公園内）,,35.71581609,139.5125809,JR中央線・西武バス・関東バス・西武新宿線・CoCoバス（小金井市コミュニティバス）,,,,,,https://www.tatemonoen.jp/,,,,,
131105,,東京都,目黒区,"深瀬昌久　1961-1991　
レトロスペクティブ","フカセマサヒサ　1961-1991　
レトロスペクティブ",,2023-03-03,2023-06-04,,,,第二期重点収集作家の一人、深瀬昌久（1934-2012)の個展。1960～70年代という日本写真の黄金時代に、荒木経惟や森山大道らと時代を同じくして、新しい表現を切り開いた作家の活動を紹介します。東京都写真美術館所蔵の作品をベースに、深瀬昌久の代表作により構成。魅力的な人物像を浮き彫りにしながら、表現の特異性を検証していきます。,,,東京都写真美術館,03-3280-0099,,,東京都写真美術館,目黒区三田1-13-3 恵比寿ガーデンプレイス内,,35.64178,139.7132839,JR山手線・湘南新宿ライン・東京メトロ日比谷線,,,,,,https://topmuseum.jp/,,,,,
131105,,東京都,目黒区,"TOPコレクション　
セレンディピティ","TOPコレクション　
セレンディピティ",,2023-04-07,2023-07-09,,,,東京都写真美術館所蔵の国内外の名品から、何気ない日常を切り取った作品などを紹介し、そこに写るものを見ていくことで、その瞬間に作家がシャッターを切った理由や、人が写真を撮影し記録しようとする動機を考えます。写真を見ることによる癒しの効果（心が満たされたり、生きる喜びを感じるということ）に注目しつつ、コレクションの豊かさ、奥深さを広く一般に再認識してもらう機会とします。,,,東京都写真美術館,03-3280-0099,,,東京都写真美術館,目黒区三田1-13-3 恵比寿ガーデンプレイス内,,35.64178,139.7132839,JR山手線・湘南新宿ライン・東京メトロ日比谷線,,,,,,https://topmuseum.jp/,,,,,
131105,,東京都,目黒区,田沼武能　人間讃歌,タヌマタケヨシ　ニンゲンサンビカ,,2023-06-02,2023-07-30,,,,田沼武能は、写真家・木村伊兵衛に師事し、月刊誌『芸術新潮』の嘱託写真家として芸術家や文化人を撮影、その後はタイム・ライフ社の契約写真家となるなど、フォトジャーナリズムの世界で華々しい活躍を展開し、2022年6月に93歳で急逝しました。1972年からはライフワークとして世界の子供たちを撮影、生涯で120を超える国と地域に足を運びました。常にヒューマニスティックな視点で人間のドラマを描き続けてきた田沼武能の魅力あふれる写真家生活を振り返ります。,,,東京都写真美術館,03-3280-0099,,,東京都写真美術館,目黒区三田1-13-3 恵比寿ガーデンプレイス内,,35.64178,139.7132839,JR山手線・湘南新宿ライン・東京メトロ日比谷線,,,,,,https://topmuseum.jp/,,,,,
131105,,東京都,目黒区,本橋成一とロベール・ドアノー,モトハシセイイチトロベール・ドアノー,,2023-06-16,2023-09-24,,,,「木村伊兵衛とアンリ・カルティエ・ブレッソン」展（2009年）、「植田正治とジャック・アンリ・ラルティーグ」展（2013年）に続く、日仏を代表する写真家の二人展シリーズの第3弾。本橋成一(第三期重点収集作家)とロベール・ドアノーの軌跡をたどりながら、時代や地域を超えても共鳴し合う二人の作品を展覧します。出品作品：約180点（本橋成一作品約90点、ロベール・ドアノー作品約90点）を予定。,,,東京都写真美術館,03-3280-0099,,,東京都写真美術館,目黒区三田1-13-3 恵比寿ガーデンプレイス内,,35.64178,139.7132839,JR山手線・湘南新宿ライン・東京メトロ日比谷線,,,,,,https://topmuseum.jp/,,,,,
131105,,東京都,目黒区,"TOPコレクション　
覗き見る","TOPコレクション　
ﾉｿﾞｷﾐﾙ",,2023-07-19,2023-10-15,,,,「覗き見る」イメージとメディア・テクノロジーの歴史をたどりつつ、現在の映像表現を考察します。我々が世界を見る際のひとつの形式である「覗く」という行動が、いかなる方法や装置をともない変化してきたのか、豊富な視覚文化史にかかわる作品・資料を中心に展示します。「覗く」ことによって得られたイメージと、それを可能にした技術を振り返り、現代における写真・映像表現の一端を紹介します。,,,東京都写真美術館,03-3280-0099,,,東京都写真美術館,目黒区三田1-13-3 恵比寿ガーデンプレイス内,,35.64178,139.7132839,JR山手線・湘南新宿ライン・東京メトロ日比谷線,,,,,,https://topmuseum.jp/,,,,,
131105,,東京都,目黒区,映像展　風景以降,ｴｲｿﾞｳﾔ ﾌｳｹｲｲｺｳ,,2023-08-11,2023-11-05,,,,どこにでもある風景を現実の側からどのように捉え直していくか、わが国における風景論の起点となった1970年代前後の写真及び映像作品、関連する資料から、現代作家の作品まで広く歴史的に振り返りながら、今日にいたるまでの風景とその表現の変容を東京都写真美術館の映像コレクションを中心に紹介します。また1階ホールでは、風景と映画をめぐる特集上映を行う予定です。,,,東京都写真美術館,03-3280-0099,,,東京都写真美術館,目黒区三田1-13-3 恵比寿ガーデンプレイス内,,35.64178,139.7132839,JR山手線・湘南新宿ライン・東京メトロ日比谷線,,,,,,https://topmuseum.jp/,,,,,
131105,,東京都,目黒区,ホンマタカシ,ホンマタカシ,,2023-10-06,2024-01-21,,,,東京国立近代美術館や金沢21世紀美術館をはじめ、国内外の美術館に作品が収蔵され、国際的に高い評価を得ている写真家、ホンマタカシ（1962年-、東京都生まれ）。美術館では約10年ぶりとなる個展では、近作を中心に紹介。写真作品のみならず、1階ホールで映像作品の上映も行います。,,,東京都写真美術館,03-3280-0099,,,東京都写真美術館,目黒区三田1-13-3 恵比寿ガーデンプレイス内,,35.64178,139.7132839,JR山手線・湘南新宿ライン・東京メトロ日比谷線,,,,,,https://topmuseum.jp/,,,,,
131105,,東京都,目黒区,日本の新進作家　vol.20,ニホンノシンシンサッカvol.20,,2023-10-27,2024-01-21,,,,東京都写真美術館では、2002年より写真・映像の可能性に挑戦する創造的精神を支援し、将来性のある作家を発掘するとともに、新たな創造活動を紹介する「日本の新進作家」展を開催してきました。シリーズ20回目では、5人の作家を取り上げ、独自の方法で不確かな時代を生き抜くための原動力を探ります。,,,東京都写真美術館,03-3280-0099,,,東京都写真美術館,目黒区三田1-13-3 恵比寿ガーデンプレイス内,,35.64178,139.7132839,JR山手線・湘南新宿ライン・東京メトロ日比谷線,,,,,,https://topmuseum.jp/,,,,,
131105,,東京都,目黒区,恵比寿映像祭2024,エビスエイゾウサイ2024,,2024-02-02,2024-02-18,,,(3階展示室のみ3月24日まで）,映像分野における創造活動の活性化と、優れた映像表現を過去から現在、そして未来へと継承し、さまざまなジャンルとの対話を促す映像とアートの国際フェスティヴァル。国内外の美術館、関係機関、近隣との連携を深めながら、映像文化の拠点として多彩な事業を推進していきます。将来性の高い日本の優れた映像作家へ制作委嘱した作品を展示上映、国内外で発信していく事業など、国際発信力の高い事業を展開します。,,,東京都写真美術館,03-3280-0099,,,東京都写真美術館,目黒区三田1-13-3 恵比寿ガーデンプレイス内,,35.64178,139.7132839,JR山手線・湘南新宿ライン・東京メトロ日比谷線,,,,,,https://topmuseum.jp/,,,,,
131105,,東京都,目黒区,イメージと記憶,イメージトキオク,,2024-03-01,2024-06-09,,,,写真・映像は、人々のどのような「記憶」を捉えようとしてきたのか。国内外の現代作家による写真・映像の意味を問い直すグループ展です。ヒトの記憶のシステムにも視点を向けながら、パーソナルな記憶と時代に刻まれたパブリックなイメージの両面から考察していきます。,,,東京都写真美術館,03-3280-0099,,,東京都写真美術館,目黒区三田1-13-3 恵比寿ガーデンプレイス内,,35.64178,139.7132839,JR山手線・湘南新宿ライン・東京メトロ日比谷線,,,,,,https://topmuseum.jp/,,,,,
131083,,東京都,江東区,クリスチャン・ディオール、 夢のクチュリエ,クリスチャン・ディオール、 ユメノクチュリエ,,2022-12-21,2023-05-28,,,,パリ、ロンドン、上海、NY、ドーハで成功を収めた大回顧展。未来を見据えた創設者クリスチャン・ディオールから70年以上も受け継がれる創作への情熱、さらにメゾンと日本との強い絆に焦点を当て、新たな空間デザインのもと、初公開のアーカイブピースを含むディオールの豊かな文化遺産を紹介します。,,,東京都現代美術館,03-5245-4111,,,東京都現代美術館,江東区三好4-1-1,,35.67996,139.808176,東京メトロ半蔵門線・東西線・都営地下鉄大江戸線,,,,,,https://www.mot-art-museum.jp/,,,,,
131083,,東京都,江東区,MOTコレクション,MOTコレクション,,2023-03-18,2023-06-18,,,,東京都現代美術館の幅広い収蔵作品の中から、さまざまな組み合わせや新しいテーマによる展示を行い、コレクションの新たな魅力をお伝えします。,,,東京都現代美術館,03-5245-4111,,,東京都現代美術館,江東区三好4-1-1,,35.67996,139.808176,東京メトロ半蔵門線・東西線・都営地下鉄大江戸線,,,,,,https://www.mot-art-museum.jp/,,,,,
131083,,東京都,江東区,デイヴィッド・ホックニー展,デイヴィッド・ホックニーテン,,2023-07-15,2023-11-05,,,,現代で最も革新的な画家といわれるデイヴィッド・ホックニー（1937年-、イギリス生まれ）の日本では27年ぶりとなる大規模な個展です。1960年代にアメリカの西海岸で描いた初期の代表作から、近年の集大成というべきイギリスの情景を描いた大型絵画のシリーズ、新型コロナウイルスによるロックダウン中に描いた全長90メートルにも及ぶ新作まで、100点以上のホックニーの作品を紹介する、日本におけるこれまでで最も充実した展覧会となります。,,,東京都現代美術館,03-5245-4111,,,東京都現代美術館,江東区三好4-1-1,,35.67996,139.808176,東京メトロ半蔵門線・東西線・都営地下鉄大江戸線,,,,,,https://www.mot-art-museum.jp/,,,,,
131083,,東京都,江東区,あ、共感とかじゃなくて。,ア、キョウカントカジャナクテ,,2023-07-15,2023-11-05,,,,こどもや現代美術エントリー層に向けて継続的に開催してきた展覧会を、今年度も夏休みから秋にかけて行います。今回は、「共感」という言葉を手掛かりにして、他者や社会との関わり方を考えていきます。アーティストによる新作インスタレーションなどをゆったりとした雰囲気の中で展示し、共感する楽しさと危うさ、そして多様なものを多様なまま受け入れる現代美術のあり方を紹介します。,,,東京都現代美術館,03-5245-4111,,,東京都現代美術館,江東区三好4-1-1,,35.67996,139.808176,東京メトロ半蔵門線・東西線・都営地下鉄大江戸線,,,,,,https://www.mot-art-museum.jp/,,,,,
131083,,東京都,江東区,MOTコレクション,MOTコレクション,,2023-07-15,2023-11-05,,,,東京都現代美術館の幅広い収蔵作品の中から、さまざまな組合せや新しいテーマによる展示を行い、コレクションの新たな魅力をお伝えします。,,,東京都現代美術館,03-5245-4111,,,東京都現代美術館,江東区三好4-1-1,,35.67996,139.808176,東京メトロ半蔵門線・東西線・都営地下鉄大江戸線,,,,,,https://www.mot-art-museum.jp/,,,,,
131083,,東京都,江東区,TOKYO ART BOOK FAIR 2023　    ,TOKYO ART BOOK FAIR 2023　    ,,2023-11-23,2023-11-26,,,,TOKYO ART BOOK FAIR 2023は、独創的なアートブックやZINE（自主制作出版物）を制作する国内外の出版社、ギャラリー、アーティストら出展者が、それぞれの印刷物の魅力を直接のコミュニケーションを通して来場者へと伝えます。ひとつの国や地域の出版文化に焦点を当てる企画「Guest Country」では、ノルウェー、スウェーデン、フィンランド、デンマークをフィーチャー。老舗から新進気鋭の出版社、さまざまな分野で活躍するアーティストやデザイナーらを、展示やトークイベントを通して紹介し、北欧4カ国の豊かな出版シーンをひもときます。,,,東京都現代美術館,03-5245-4111,,,東京都現代美術館,江東区三好4-1-1,,35.67996,139.808176,東京メトロ半蔵門線・東西線・都営地下鉄大江戸線,,,,,,https://www.mot-art-museum.jp/,,,,,
131083,,東京都,江東区,MOTアニュアル2023,MOTアニュアル2023,,2023-12-02,2024-03-03,,,,若手中心に現代美術の傾向をとらえるグループ展シリーズとして、アーティストが「創造」する作品と、近年のNFT隆盛や、ＡＩ（人工知能）、ロボティクスや生命科学への興味を反映して「生成」される作品、その双方を考える作品展を開催します。繊細な手仕事の根底に情報処理の概念が存在する作品など、デジタルとアナログの二項対立ではなく、テクノロジーを通してアイデアに形を与える試みを、メタバースへの展開も含めて紹介します。,,,東京都現代美術館,03-5245-4111,,,東京都現代美術館,江東区三好4-1-1,,35.67996,139.808176,東京メトロ半蔵門線・東西線・都営地下鉄大江戸線,,,,,,https://www.mot-art-museum.jp/,,,,,
131083,,東京都,江東区,豊嶋康子展,トヨシマヤスコテン,,2023-12-09,2024-03-10,,,,1990年代よりさまざまな社会システムへの関心を通して社会と個人の関係、自己の在り様を問い続けている作家、豊嶋康子（1967-）の美術館での初個展です。学校教育や美術、経済といった私たちに内面化された諸価値を独自の仕方で読み替えることで、その中で生きる「私」の姿を浮き彫りにする豊嶋の仕事は、閉塞感が謳われる今日にあってますます重要性を帯びています。初期の作品から新作まで再解釈も含めた構成により、その仕事の全貌を紹介します。,,,東京都現代美術館,03-5245-4111,,,東京都現代美術館,江東区三好4-1-1,,35.67996,139.808176,東京メトロ半蔵門線・東西線・都営地下鉄大江戸線,,,,,,https://www.mot-art-museum.jp/,,,,,
131083,,東京都,江東区,MOTコレクション,MOTコレクション,,2023-12-02,2024-03-10,,,,東京都現代美術館の幅広い収蔵作品の中から、さまざまな組み合わせや新しいテーマによる展示を行い、コレクションの新たな魅力をお伝えします。,,,東京都現代美術館,03-5245-4111,,,東京都現代美術館,江東区三好4-1-1,,35.67996,139.808176,東京メトロ半蔵門線・東西線・都営地下鉄大江戸線,,,,,,https://www.mot-art-museum.jp/,,,,,
131130,,東京都,渋谷区,アール・ブリュット ゼン＆ナウ Vol.2「Echo　こだま返る風景」,アール・ブリュット ゼン＆ナウ Vol.2「Echo　コダマカエルフウケイ」,,2023-01-21,2023-04-09,,,,"国内外のアール・ブリュットの動向において、長く活躍を続ける作家と、近年発表の場を広げつつある作家を、さまざまな角度から紹介する展覧会シリーズ「アール・ブリュット ゼン＆ナウ」。
2回目となる「Echo　こだま返る風景」では、建物や家が立ち並ぶ街の風景を、独自のまなざしで再構築する作家を紹介し、街とアール・ブリュットという視点で、アール・ブリュットが都市生活者にとっても身近な芸術文化であることを広く伝えます。",,,東京都渋谷公園通りギャラリー,03-5422-3151,,,東京都渋谷公園通りギャラリー,東京都渋谷区神南1-19-8 渋谷区立勤労福祉会館1階,,35.66261995,139.6996414,東急東横線・田園都市線・東京メトロ半蔵門線・副都心線,,,,,,https://inclusion-art.jp/,,,,,
