調査項目,回答,全体(人),授業の内容のとおりに身体を動かすことができないから(人),自分にはできないと思ったから(人),他の生徒や先生に迷惑をかけると思ったから(人),参加するために必要なスポーツ用具がなかったから(人),医師から止められていたから(人),学校の先生から見学するように言われたから(人),身体を動かすことが怖いから(人),その他(人)
平日・日中の居場所,通所施設（生活介護、デイケアなど）,1,0,0,1,0,0,0,0,0
平日・日中の居場所,入所施設,0,0,0,0,0,0,0,0,0
平日・日中の居場所,その他,0,0,0,0,0,0,0,0,0
放課後の居場所,自分の家,33,8,11,3,1,0,1,4,10
放課後の居場所,習いごと（塾や英会話等の学習系）,4,0,2,0,0,1,1,0,1
放課後の居場所,習いごと（スイミングやサッカー等のスポーツ系）,3,0,1,1,0,0,0,1,0
放課後の居場所,習いごと（音楽や習字等の芸術系）,3,0,0,3,0,0,0,0,0
放課後の居場所,児童通所サービス（放課後等デイサービス　等）,7,2,2,1,1,0,2,0,2
放課後の居場所,学童保育,2,0,1,0,0,0,0,0,2
放課後の居場所,広場や公園,1,0,1,0,0,0,0,0,0
放課後の居場所,学校（校庭や体育館）,0,0,0,0,0,0,0,0,0
放課後の居場所,児童館や図書館などの公共施設,1,1,0,0,0,0,0,0,0
放課後の居場所,その他,0,0,0,0,0,0,0,0,0
障害福祉サービスの利用状況,利用していない,26,4,7,3,0,1,1,5,8
障害福祉サービスの利用状況,居宅介護（ホームヘルプ）,3,2,2,0,0,0,0,0,0
障害福祉サービスの利用状況,重度訪問介護,1,1,1,0,0,0,0,0,0
障害福祉サービスの利用状況,同行援護,1,0,0,0,0,0,0,0,1
障害福祉サービスの利用状況,行動援護,1,0,0,1,0,0,0,0,0
障害福祉サービスの利用状況,重度障害者等包括支援,0,0,0,0,0,0,0,0,0
障害福祉サービスの利用状況,短期入所（ショートステイ）,4,2,0,1,1,0,1,0,0
障害福祉サービスの利用状況,療養介護,0,0,0,0,0,0,0,0,0
障害福祉サービスの利用状況,生活介護,0,0,0,0,0,0,0,0,0
障害福祉サービスの利用状況,施設入所支援,0,0,0,0,0,0,0,0,0
障害福祉サービスの利用状況,自立訓練,0,0,0,0,0,0,0,0,0
障害福祉サービスの利用状況,就労移行支援,0,0,0,0,0,0,0,0,0
障害福祉サービスの利用状況,就労継続支援（A型）,0,0,0,0,0,0,0,0,0
障害福祉サービスの利用状況,就労継続支援（B型）,0,0,0,0,0,0,0,0,0
障害福祉サービスの利用状況,就労定着支援,0,0,0,0,0,0,0,0,0
障害福祉サービスの利用状況,自立生活援助,1,1,1,0,0,0,0,0,0
障害福祉サービスの利用状況,共同生活援助（グループホーム）,1,0,1,0,0,0,0,0,0
障害福祉サービスの利用状況,計画相談支援,1,0,1,0,0,0,0,0,0
障害福祉サービスの利用状況,地域相談支援,2,0,1,0,0,0,0,0,1
障害福祉サービスの利用状況,移動支援,1,1,0,0,0,0,0,0,0
障害福祉サービスの利用状況,地域活動支援センター,2,1,0,0,1,0,0,0,1
障害福祉サービスの利用状況,福祉ホーム,0,0,0,0,0,0,0,0,0
障害福祉サービスの利用状況,児童発達支援,2,1,0,1,0,0,1,0,1
障害福祉サービスの利用状況,医療型児童発達支援,0,0,0,0,0,0,0,0,0
障害福祉サービスの利用状況,放課後等デイサービス,5,2,1,0,1,0,0,0,2
障害福祉サービスの利用状況,居宅訪問型児童発達支援,0,0,0,0,0,0,0,0,0
障害福祉サービスの利用状況,保育所等訪問支援,1,1,0,0,0,0,0,0,0
障害福祉サービスの利用状況,訪問看護,1,1,0,0,0,0,0,0,0
障害福祉サービスの利用状況,訪問リハビリテーション,1,1,0,0,0,0,0,0,0
過去1年間の実施種目,ウォーキング、散歩（散策、ペットの散歩など）,13,4,2,3,1,0,1,2,4
過去1年間の実施種目,体操（ラジオ体操、職場体操、ストレッチ、エアロビクス、ヨガ、ピラティス、縄跳びなど）,3,1,1,1,0,0,1,0,1
過去1年間の実施種目,室内運動器具（ウエイト器具、ランニングマシーン、バランスボールなど）を用いる運動,1,1,1,0,0,0,0,0,0
過去1年間の実施種目,陸上競技（ランニング、ジョギングなどの軽い運動も含めます）,2,0,1,1,0,0,0,0,0
過去1年間の実施種目,水泳・遊泳（水中歩行・水中運動）,2,0,0,1,0,0,0,0,1
過去1年間の実施種目,ブラインドサッカー,0,0,0,0,0,0,0,0,0
過去1年間の実施種目,車いすテニス,0,0,0,0,0,0,0,0,0
過去1年間の実施種目,サウンドテーブルテニス,0,0,0,0,0,0,0,0,0
過去1年間の実施種目,パラバレーボール,1,0,0,0,0,0,1,0,0
過去1年間の実施種目,車いすバスケットボール,0,0,0,0,0,0,0,0,0
過去1年間の実施種目,車いすラグビー,0,0,0,0,0,0,0,0,0
過去1年間の実施種目,ボッチャ,0,0,0,0,0,0,0,0,0
過去1年間の実施種目,球技（キャッチボールなどのボールを使った軽い運動も含めます）,1,0,1,0,0,0,0,0,0
過去1年間の実施種目,ダンス（フォークダンス、ジャズダンス、社交ダンス、フラダンス、バレエ、民謡踊りなど）,0,0,0,0,0,0,0,0,0
過去1年間の実施種目,格闘技（ボクシング、レスリング、相撲（すもう）など）,0,0,0,0,0,0,0,0,0
過去1年間の実施種目,武道（柔道、剣道、空手、合気道など）,0,0,0,0,0,0,0,0,0
過去1年間の実施種目,射的（弓道、アーチェリー、ダーツ、スポーツ吹矢など）,0,0,0,0,0,0,0,0,0
過去1年間の実施種目,ウィンタースポーツ（スキー、スノーボード、スケートなど）,0,0,0,0,0,0,0,0,0
過去1年間の実施種目,ウォータースポーツ（ボート、ヨット、スキンダイビング、スクーバダイビング、カヌー、水上バイク、サーフィン、ウィンドサーフィン、ボディボード、ボードセーリングなど）,0,0,0,0,0,0,0,0,0
過去1年間の実施種目,スカイスポーツ（ハンググライダー、パラグライダー、スカイダイビングなど）,0,0,0,0,0,0,0,0,0
過去1年間の実施種目,アウトドアスポーツ（ハイキング、ワンダーフォーゲル、釣り、登山、キャンプなど）,0,0,0,0,0,0,0,0,0
過去1年間の実施種目,サイクリング、モーター（サイクル）スポーツ,0,0,0,0,0,0,0,0,0
過去1年間の実施種目,運動あそび（鬼ごっこ、かくれんぼ、鉄棒、ぶらんこなど）,2,0,1,0,0,0,0,0,1
過去1年間の実施種目,ゲーム機を使い体を動かして行うスポーツ・フィットネス等,2,0,0,1,0,0,0,0,1
過去1年間の実施種目,その他,0,0,0,0,0,0,0,0,0
過去1年間の実施種目,この1年間に運動・スポーツは行わなかった,20,4,6,0,0,1,1,3,7
実施頻度（1年間）,週3日以上（年151日以上）,2,0,2,0,0,0,0,0,0
実施頻度（1年間）,週2日程度（年101日～150日）,4,1,1,1,0,0,0,0,2
実施頻度（1年間）,週1日程度（年51日～100日）,4,1,2,0,1,0,0,0,1
実施頻度（1年間）,月に1～3日程度（年12日～50日）,6,2,1,4,0,0,1,0,1
実施頻度（1年間）,3か月に1～2日程度（年4日～11日）,2,1,0,0,0,0,0,0,1
実施頻度（1年間）,年に1～3日程度,1,0,0,0,0,0,1,0,0
実施頻度（1年間）,わからない,3,0,0,1,0,0,0,2,0
実施した場所,自宅,10,5,3,3,1,0,1,1,1
実施した場所,道路や遊歩道,4,0,2,0,0,0,0,0,2
実施した場所,広場や公園,8,2,3,2,0,0,1,0,3
実施した場所,民間のスポーツ施設,2,0,0,2,0,0,0,0,0
実施した場所,公共のスポーツ施設（障害者専用施設）,0,0,0,0,0,0,0,0,0
実施した場所,公共のスポーツ施設（障害者専用施設以外）,2,0,0,1,0,0,0,1,0
実施した場所,小中高校の体育施設,1,0,1,0,0,0,0,0,0
実施した場所,特別支援学校の体育施設,1,0,0,0,0,0,1,0,0
実施した場所,職場のスポーツ施設,0,0,0,0,0,0,0,0,0
実施した場所,福祉施設,0,0,0,0,0,0,0,0,0
実施した場所,児童通所サービス（放課後等デイサービス等）,2,1,0,1,0,0,1,0,1
実施した場所,医療機関（病院やリハビリ施設）,0,0,0,0,0,0,0,0,0
実施した場所,山・川・海・空,0,0,0,0,0,0,0,0,0
実施した場所,その他,1,0,0,0,0,0,0,0,1
実施した場所,わからない,0,0,0,0,0,0,0,0,0
一緒に実施する人,一人,3,2,1,0,1,0,0,0,0
一緒に実施する人,家族,13,3,4,3,0,0,1,1,5
一緒に実施する人,福祉施設の職員・仲間,1,0,1,0,0,0,0,0,0
一緒に実施する人,障害がある人のサークル・障害者スポーツサークル等の仲間,2,0,0,2,0,0,0,0,0
一緒に実施する人,障害がある人やない人など様々な人がいるサークルの仲間,1,0,0,1,0,0,0,0,0
一緒に実施する人,スポーツ教室の指導者・仲間,0,0,0,0,0,0,0,0,0
一緒に実施する人,障害者専用スポーツ施設の職員・仲間,0,0,0,0,0,0,0,0,0
一緒に実施する人,地域の公共スポーツ施設の職員・仲間,0,0,0,0,0,0,0,0,0
一緒に実施する人,ボランティアの人たち,0,0,0,0,0,0,0,0,0
一緒に実施する人,学校の先生や学校の友達,1,0,0,0,0,0,1,0,0
一緒に実施する人,児童通所サービス（放課後等デイサービス等）の職員・仲間,2,1,0,1,0,0,1,0,1
一緒に実施する人,その他の友人・知人,0,0,0,0,0,0,0,0,0
一緒に実施する人,その他,0,0,0,0,0,0,0,0,0
一緒に実施する人,わからない,1,0,0,0,0,0,0,1,0
実施した理由,健康・体力づくりのため,11,3,4,2,0,0,1,0,4
実施した理由,楽しみや気晴らしのため,9,3,2,2,0,0,1,1,3
実施した理由,運動不足解消のため,7,3,1,3,1,0,1,0,2
実施した理由,精神の修養や訓練のため（心をきたえるため）,3,2,1,2,0,0,1,0,0
実施した理由,自己の記録や能力を向上させるため,2,1,0,2,0,0,1,0,0
実施した理由,リハビリテーションや医療・治療のため,3,2,1,2,0,0,1,0,0
実施した理由,家族のふれあいのため,5,2,0,3,0,0,1,0,2
実施した理由,友人・仲間との交流のため,1,0,0,0,0,0,0,0,1
実施した理由,美容や肥満解消（ダイエット）のため,1,0,0,0,0,0,0,0,1
実施した理由,障害者スポーツ大会に参加するため,1,0,0,0,0,0,1,0,0
実施した理由,その他,0,0,0,0,0,0,0,0,0
実施した理由,わからない,1,0,0,0,0,0,0,1,0
実施したきっかけ,家族に奨められた,6,2,2,1,0,0,0,0,2
実施したきっかけ,（障害のある）友人・知人・同僚に奨められた,0,0,0,0,0,0,0,0,0
実施したきっかけ,（障害のない）友人・知人・同僚に奨められた,1,0,0,0,0,0,0,0,1
実施したきっかけ,医師に奨められた,4,2,0,4,0,0,1,0,0
実施したきっかけ,看護師に奨められた,3,1,0,3,0,0,1,0,0
実施したきっかけ,作業療法士（OT）に奨められた,2,1,1,0,0,0,0,1,0
実施したきっかけ,理学療法士（PT）に奨められた,1,1,1,0,0,0,0,0,0
実施したきっかけ,言語聴覚士（ST）に奨められた,1,0,1,0,0,0,0,0,0
実施したきっかけ,視能訓練士（CO）に奨められた,0,0,0,0,0,0,0,0,0
実施したきっかけ,義肢装具士に奨められた,1,0,0,0,0,0,1,0,0
実施したきっかけ,介護福祉士に奨められた,0,0,0,0,0,0,0,0,0
実施したきっかけ,社会福祉士（ソーシャルワーカー）に奨められた,0,0,0,0,0,0,0,0,0
実施したきっかけ,スポーツ指導者に奨められた,0,0,0,0,0,0,0,0,0
実施したきっかけ,パラスポーツ指導員（旧障害者スポーツ指導員）に奨められた,0,0,0,0,0,0,0,0,0
実施したきっかけ,学校の先生に奨められた,2,0,1,0,0,0,0,0,1
実施したきっかけ,学校の授業等で興味を持ち、自主的に始めた,0,0,0,0,0,0,0,0,0
実施したきっかけ,所属する団体（会社等）に奨められた,0,0,0,0,0,0,0,0,0
実施したきっかけ,障害のある有名選手・パラアスリートの影響,0,0,0,0,0,0,0,0,0
実施したきっかけ,障害のない有名選手・アスリートの影響,0,0,0,0,0,0,0,0,0
実施したきっかけ,テレビや新聞の影響,0,0,0,0,0,0,0,0,0
実施したきっかけ,インターネットや動画配信を見て,1,1,0,1,0,0,1,0,0
実施したきっかけ,ＳＮＳの影響,0,0,0,0,0,0,0,0,0
実施したきっかけ,漫画、ドラマ、映画等の影響,0,0,0,0,0,0,0,0,0
実施したきっかけ,現地やテレビ等でそのスポーツを観た,0,0,0,0,0,0,0,0,0
実施したきっかけ,スポーツ団体等の関係者から誘われた,0,0,0,0,0,0,0,0,0
実施したきっかけ,スポーツイベントや体験会等で興味を持った,0,0,0,0,0,0,0,0,0
実施したきっかけ,スポーツ以外をテーマとするイベント（福祉祭り等の中の講演や体験会等）で興味を持った,0,0,0,0,0,0,0,0,0
実施したきっかけ,福祉施設で実施している運動プログラムに参加して,0,0,0,0,0,0,0,0,0
実施したきっかけ,行政の広報誌,0,0,0,0,0,0,0,0,0
実施したきっかけ,その他,0,0,0,0,0,0,0,0,0
実施したきっかけ,特にきっかけはない・なんとなく,6,1,1,0,1,0,0,1,3
スポーツ・運動への取組意向,スポーツや運動を行っており、満足している,4,2,2,1,0,0,0,0,0
スポーツ・運動への取組意向,スポーツや運動を行っているが、もっと行いたい,3,0,1,1,0,0,0,1,0
スポーツ・運動への取組意向,スポーツや運動を行いたいと思うができない,14,3,3,3,0,1,3,0,5
スポーツ・運動への取組意向,スポーツや運動に関心はない,21,4,6,1,1,0,0,4,7
実施していない理由,医師に止められており、身体的にできない,2,1,0,0,0,1,1,0,0
実施していない理由,どのくらい体を動かしたらよいかわからない,1,1,0,0,0,0,0,0,0
実施していない理由,身近なところにスポーツや運動ができる場所がない,0,0,0,0,0,0,0,0,0
実施していない理由,スポーツや運動ができる場所への移動手段がない,0,0,0,0,0,0,0,0,0
実施していない理由,自分に合ったスポーツや運動の情報がない,3,2,0,0,0,0,0,0,1
実施していない理由,一緒にできる仲間がいない,5,0,1,0,0,0,0,0,4
実施していない理由,介助者がいない,3,0,2,0,0,0,0,0,2
実施していない理由,金銭的な余裕がない,0,0,0,0,0,0,0,0,0
実施していない理由,時間がない,1,0,0,0,0,0,0,0,1
実施していない理由,必要な競技用具や補助具がない,1,1,0,0,0,0,0,0,0
実施していない理由,その他,0,0,0,0,0,0,0,0,0
実施していない理由,活動したいと思わない,10,1,3,0,0,0,0,3,3
活動したいと思わない理由,スポーツ・運動が嫌いだから,4,0,1,0,0,0,0,2,1
活動したいと思わない理由,スポーツ・運動に興味がないから,3,0,2,0,0,0,0,0,1
活動したいと思わない理由,スポーツ・運動を楽しんだ経験がないから,1,0,1,0,0,0,0,0,0
活動したいと思わない理由,疲れるから,5,0,2,0,0,0,0,0,3
活動したいと思わない理由,人前に出るのが好きではないから,2,0,0,0,0,0,0,0,2
活動したいと思わない理由,学校の体育や部活動等で苦手意識を持ったから,2,0,0,0,0,0,0,0,2
活動したいと思わない理由,一緒に運動・スポーツする人に迷惑をかけるのではないかと心配だから,0,0,0,0,0,0,0,0,0
活動したいと思わない理由,スポーツ以外に趣味があるから,1,0,0,0,0,0,0,0,1
活動したいと思わない理由,忙しいから,0,0,0,0,0,0,0,0,0
活動したいと思わない理由,その他,0,0,0,0,0,0,0,0,0
活動したいと思わない理由,わからない,2,1,0,0,0,0,0,1,0
学校体育の参加状況,参加していて、体育が好きである,0,0,0,0,0,0,0,0,0
学校体育の参加状況,参加しているが、体育は好きではない,0,0,0,0,0,0,0,0,0
学校体育の参加状況,参加していない,42,9,12,6,1,1,3,5,12
学校体育の参加状況,わからない,0,0,0,0,0,0,0,0,0
スポーツ・運動の参加方法,現地の会場で対面での参加,5,2,1,1,0,0,0,0,1
スポーツ・運動の参加方法,リモート参加,3,2,1,0,0,0,1,0,0
スポーツ・運動の参加方法,ハイブリッド（現地参加とリモート参加の両方から選択できる）,9,2,3,4,0,0,1,1,2
スポーツ・運動の参加方法,参加したいと思わない,25,3,7,1,1,1,1,4,9
参加したいスポーツ活動,ルールが簡単,11,5,3,2,1,0,1,0,4
参加したいスポーツ活動,自分のペースに合わせてできる,19,7,6,3,1,0,1,0,7
参加したいスポーツ活動,汗をかかない,2,1,0,0,1,0,0,1,0
参加したいスポーツ活動,自宅で実施できる,10,1,5,2,0,0,0,0,2
参加したいスポーツ活動,短い時間で実施できる,6,1,2,2,0,0,1,0,2
参加したいスポーツ活動,上達したことが分かる,3,0,2,1,0,0,0,0,0
参加したいスポーツ活動,ゲーム機を使い体を動かして行なうスポーツ・フィットネス等,4,0,0,1,0,0,0,0,3
参加したいスポーツ活動,好きな種目を選べる,5,0,2,1,0,0,0,0,2
参加したいスポーツ活動,やったことがないスポーツを試せる,3,1,0,1,0,0,2,1,0
参加したいスポーツ活動,予約や申し込みなしに、参加したいときに参加できる,1,0,0,0,0,0,0,0,1
参加したいスポーツ活動,有名な選手に会える,1,0,0,0,0,0,0,0,1
参加したいスポーツ活動,親子で一緒に参加ができる,7,0,1,0,0,0,0,0,7
参加したいスポーツ活動,新しい友達をつくることができる,2,0,0,0,0,0,0,0,2
参加したいスポーツ活動,スポーツ以外に芸術・文化的なパフォーマンスも楽しめる,0,0,0,0,0,0,0,0,0
参加したいスポーツ活動,失敗しても笑われたり恥ずかしい思いをしない,7,2,0,3,0,0,1,0,4
参加したいスポーツ活動,新しい道具やウェアを買わなくてよい,2,1,0,1,0,0,1,1,0
参加したいスポーツ活動,その他,0,0,0,0,0,0,0,0,0
参加したいスポーツ活動,どのようなスポーツや運動でも参加したいと思わない,12,1,3,0,0,1,1,4,3
スポーツ・運動の継続実施に必要なもの,スタジアム、体育館などの建物や設備のバリアフリー化,5,4,0,2,1,0,1,0,1
スポーツ・運動の継続実施に必要なもの,交通機関（電車やバス）やまちのバリアフリー化,3,1,0,1,1,0,0,0,1
スポーツ・運動の継続実施に必要なもの,会場までの送迎,5,1,1,2,0,0,1,0,2
スポーツ・運動の継続実施に必要なもの,障害者への施設開放の促進（障害者が優先的に使える施設が増える）,4,2,2,2,0,0,1,0,0
スポーツ・運動の継続実施に必要なもの,障害にあわせた教室やプログラム,5,2,1,2,0,0,1,0,2
スポーツ・運動の継続実施に必要なもの,介助者や手話通訳などの支援,2,1,0,1,0,0,0,0,1
スポーツ・運動の継続実施に必要なもの,障害に対応した情報の提供や問合せ方法の充実,2,1,0,1,0,0,1,1,0
スポーツ・運動の継続実施に必要なもの,施設や用具等を利用する際に必要な手続きの支援,2,1,0,1,0,0,1,0,1
スポーツ・運動の継続実施に必要なもの,障害や障害者、補助犬（盲導犬、介助犬、聴導犬）などに対する理解促進,1,0,1,0,0,0,0,0,0
スポーツ・運動の継続実施に必要なもの,健康や体調を管理する医療的なサポート,1,0,0,0,0,0,1,0,0
スポーツ・運動の継続実施に必要なもの,目標となる大会やイベント,0,0,0,0,0,0,0,0,0
スポーツ・運動の継続実施に必要なもの,スポーツ用具等の貸出し,1,1,0,1,0,0,1,0,0
スポーツ・運動の継続実施に必要なもの,施設の利用料減免　（利用料が安くなったり、無料になったりする）,1,1,0,1,0,0,1,0,0
スポーツ・運動の継続実施に必要なもの,リモートにより、障害に応じたスポーツ・運動を指導してくれる支援、またはその充実,1,1,0,1,0,0,1,0,0
スポーツ・運動の継続実施に必要なもの,自宅でもできる、障害に応じたスポーツ・運動方法についての情報提供、またはその充実,1,1,0,1,0,0,1,0,0
スポーツ・運動の継続実施に必要なもの,一緒に行う仲間（障害の無い人）,3,1,1,1,0,0,0,0,1
スポーツ・運動の継続実施に必要なもの,一緒に行う仲間（自分と同じ障害のある人）,2,1,0,1,0,0,1,0,1
スポーツ・運動の継続実施に必要なもの,一緒に行う仲間（自分と異なる障害のある人）,1,0,0,0,0,0,0,0,1
スポーツ・運動の継続実施に必要なもの,適切な指導者やコーチ、トレーナー,4,2,0,2,0,0,1,0,2
スポーツ・運動の継続実施に必要なもの,その他,0,0,0,0,0,0,0,0,0
スポーツ・運動の継続実施に必要なもの,特にない,2,0,0,0,0,0,0,0,2
スポーツ・運動の継続実施に必要なもの,わからない,3,0,2,0,0,0,0,1,0
新たに別のスポーツ・運動を始めるために必要な支援,スタジアム、体育館などの建物や設備のバリアフリー化,3,2,1,0,1,0,0,0,0
新たに別のスポーツ・運動を始めるために必要な支援,交通機関（電車やバス）やまちのバリアフリー化,2,1,0,1,1,0,0,0,0
新たに別のスポーツ・運動を始めるために必要な支援,会場までの送迎,3,0,0,1,0,0,0,0,2
新たに別のスポーツ・運動を始めるために必要な支援,障害者への施設開放の促進（障害者が優先的に使える施設が増える）,3,2,2,1,0,0,1,0,0
新たに別のスポーツ・運動を始めるために必要な支援,障害にあわせた教室やプログラム,7,2,3,2,0,0,1,0,2
新たに別のスポーツ・運動を始めるために必要な支援,介助者や手話通訳などの支援,1,0,0,1,0,0,0,0,0
新たに別のスポーツ・運動を始めるために必要な支援,障害に対応した情報の提供や問合せ方法の充実,0,0,0,0,0,0,0,0,0
新たに別のスポーツ・運動を始めるために必要な支援,施設や用具等を利用する際に必要な手続きの支援,0,0,0,0,0,0,0,0,0
新たに別のスポーツ・運動を始めるために必要な支援,障害や障害者、補助犬（盲導犬、介助犬、聴導犬）などに対する理解促進,1,0,0,0,0,0,1,0,0
新たに別のスポーツ・運動を始めるために必要な支援,健康や体調を管理する医療的なサポート,0,0,0,0,0,0,0,0,0
新たに別のスポーツ・運動を始めるために必要な支援,目標となる大会やイベント,2,0,0,1,0,0,0,1,0
新たに別のスポーツ・運動を始めるために必要な支援,スポーツ用具等の貸出し,0,0,0,0,0,0,0,0,0
新たに別のスポーツ・運動を始めるために必要な支援,施設の利用料減免（利用料が安くなったり、無料になったりする）,0,0,0,0,0,0,0,0,0
新たに別のスポーツ・運動を始めるために必要な支援,リモートにより、障害に応じたスポーツ・運動を指導してくれる支援、またはその充実,1,1,0,1,0,0,0,0,0
新たに別のスポーツ・運動を始めるために必要な支援,自宅でもできる、障害に応じたスポーツ・運動方法についての情報提供、またはその充実,1,0,0,1,0,0,0,0,0
新たに別のスポーツ・運動を始めるために必要な支援,一緒に行う仲間（障害の無い人）,2,0,1,0,0,0,0,0,1
新たに別のスポーツ・運動を始めるために必要な支援,一緒に行う仲間（自分と同じ障害のある人）,2,1,0,1,0,0,0,0,1
新たに別のスポーツ・運動を始めるために必要な支援,一緒に行う仲間（自分と異なる障害のある人）,1,0,0,0,0,0,0,0,1
新たに別のスポーツ・運動を始めるために必要な支援,適切な指導者やコーチ、トレーナー,2,1,0,1,0,0,1,0,1
新たに別のスポーツ・運動を始めるために必要な支援,その他,0,0,0,0,0,0,0,0,0
新たに別のスポーツ・運動を始めるために必要な支援,特にない,2,0,0,0,0,0,0,0,2
新たに別のスポーツ・運動を始めるために必要な支援,わからない,3,0,2,0,0,0,0,1,0
スポーツを始めるきっかけとして必要な支援,スタジアム、体育館などの建物や設備のバリアフリー化,1,0,1,0,0,0,0,0,1
スポーツを始めるきっかけとして必要な支援,交通機関（電車やバス）やまちのバリアフリー化,1,1,0,0,0,0,0,0,0
