調査項目,回答,全体(人),自分の家(人),習いごと（塾や英会話等の学習系）(人),習いごと（スイミングやサッカー等のスポーツ系）(人),習いごと（音楽や習字等の芸術系）(人),児童通所サービス（放課後等デイサービス等）(人),学童保育(人),広場や公園(人),学校（校庭や体育館）(人),児童館や図書館などの公共施設(人),その他(人)
学校の種別,小学校の普通学校（通級による指導あり）,38,19,13,8,9,14,10,9,2,2,1
学校の種別,小学校の普通学校（特別支援学級）,86,56,5,11,5,38,11,7,5,3,0
学校の種別,小学校の特別支援学校（養護学校・盲学校・ろう学校）,48,23,3,4,2,35,3,2,2,1,0
学校の種別,中学校の普通学校（通常学級のみに在籍）,44,33,9,7,4,3,1,1,8,1,0
学校の種別,中学校の普通学校（通級による指導あり）,16,9,3,2,2,2,1,0,2,0,0
学校の種別,中学校の普通学校（特別支援学級）,39,32,3,4,3,11,0,1,4,1,1
学校の種別,中学校の特別支援学校（養護学校・盲学校・ろう学校）,40,20,2,3,1,25,1,0,0,0,0
学校の種別,高等学校の普通学校（通常学級のみに在籍）,50,41,11,2,3,2,1,3,8,4,4
学校の種別,高等学校の普通学校（通級による指導あり）,12,10,3,0,0,1,0,0,1,0,0
学校の種別,高等学校の特別支援学校（養護学校・盲学校・ろう学校）,42,27,0,0,2,21,0,2,2,1,1
学校の種別,大学・短期大学,0,0,0,0,0,0,0,0,0,0,0
学校の種別,特別支援学校高等部専攻科、高等学校専攻科,0,0,0,0,0,0,0,0,0,0,0
学校の種別,職業能力開発校、障害者職業能力開発校等,0,0,0,0,0,0,0,0,0,0,0
学校の種別,なし,0,0,0,0,0,0,0,0,0,0,0
仕事の有無,仕事をしている,54,28,10,11,12,5,6,7,5,0,6
仕事の有無,仕事をしていない,442,315,64,47,25,148,27,27,28,15,2
仕事の有無,福祉的就労をしている（就労移行支援、就労継続支援Ａ型・Ｂ型、就労定着支援）,8,2,1,1,4,3,1,1,2,1,0
平日・日中の居場所,自分の家,130,112,20,9,7,22,4,4,1,1,2
平日・日中の居場所,職場（一般企業など）,22,11,2,7,3,0,2,1,0,0,1
平日・日中の居場所,職場（福祉的就労（就労移行支援、就労継続支援Ａ型・Ｂ型、就労定着支援）の施設）,5,1,1,1,3,2,1,1,2,1,0
平日・日中の居場所,学校,334,215,51,40,25,130,26,29,32,14,4
平日・日中の居場所,通所施設（生活介護、デイケアなど）,10,5,1,2,2,1,1,0,0,0,1
平日・日中の居場所,入所施設,3,1,0,0,1,1,0,0,0,0,0
平日・日中の居場所,その他,0,0,0,0,0,0,0,0,0,0,0
障害福祉サービスの利用状況,利用していない,263,217,44,28,18,11,12,18,21,8,8
障害福祉サービスの利用状況,居宅介護（ホームヘルプ）,22,14,5,4,3,7,2,3,2,3,0
障害福祉サービスの利用状況,重度訪問介護,4,4,1,0,0,0,0,0,0,0,0
障害福祉サービスの利用状況,同行援護,17,11,3,4,2,8,1,1,2,1,0
障害福祉サービスの利用状況,行動援護,18,7,2,6,3,12,2,2,2,2,0
障害福祉サービスの利用状況,重度障害者等包括支援,8,2,1,2,4,0,2,0,0,0,0
障害福祉サービスの利用状況,短期入所（ショートステイ）,34,15,2,3,4,22,2,1,1,1,0
障害福祉サービスの利用状況,療養介護,8,6,4,4,3,2,3,2,2,2,0
障害福祉サービスの利用状況,生活介護,6,4,2,3,2,2,1,2,3,2,0
障害福祉サービスの利用状況,施設入所支援,4,2,1,0,1,1,0,0,0,0,0
障害福祉サービスの利用状況,自立訓練,6,3,1,0,1,2,1,0,1,0,0
障害福祉サービスの利用状況,就労移行支援,4,4,2,1,2,1,1,1,1,1,0
障害福祉サービスの利用状況,就労継続支援（A型）,5,1,2,2,2,0,1,0,0,0,0
障害福祉サービスの利用状況,就労継続支援（B型）,2,0,0,0,0,1,0,0,1,0,0
障害福祉サービスの利用状況,就労定着支援,0,0,0,0,0,0,0,0,0,0,0
障害福祉サービスの利用状況,自立生活援助,6,4,2,1,3,2,0,2,1,2,0
障害福祉サービスの利用状況,共同生活援助（グループホーム）,4,4,1,1,1,2,1,1,1,1,0
障害福祉サービスの利用状況,計画相談支援,16,9,2,4,1,10,1,2,1,3,0
障害福祉サービスの利用状況,地域相談支援,14,12,5,4,4,4,2,3,3,3,0
障害福祉サービスの利用状況,移動支援,18,8,2,5,3,11,3,3,2,3,0
障害福祉サービスの利用状況,地域活動支援センター,14,10,4,4,3,5,1,3,2,4,0
障害福祉サービスの利用状況,福祉ホーム,5,2,1,2,1,2,2,2,1,0,0
障害福祉サービスの利用状況,児童発達支援,46,26,6,7,5,27,8,10,5,5,0
障害福祉サービスの利用状況,医療型児童発達支援,6,4,3,2,2,1,1,2,1,1,0
障害福祉サービスの利用状況,放課後等デイサービス,143,74,16,15,10,124,12,14,8,4,0
障害福祉サービスの利用状況,居宅訪問型児童発達支援,7,3,2,2,2,4,2,4,2,2,0
障害福祉サービスの利用状況,保育所等訪問支援,5,2,1,1,1,2,2,1,0,1,0
障害福祉サービスの利用状況,訪問看護,14,10,2,1,1,6,1,1,1,1,0
障害福祉サービスの利用状況,訪問リハビリテーション,8,6,0,0,0,4,0,0,0,0,0
過去1年間の実施種目,ウォーキング、散歩（散策、ペットの散歩など）,222,159,35,26,18,76,11,18,16,11,3
過去1年間の実施種目,体操（ラジオ体操、職場体操、ストレッチ、エアロビクス、ヨガ、ピラティス、縄跳びなど）,116,67,32,22,17,51,9,16,13,9,2
過去1年間の実施種目,室内運動器具（ウエイト器具、ランニングマシーン、バランスボールなど）を用いる運動,51,30,10,8,6,24,4,8,6,1,1
過去1年間の実施種目,陸上競技（ランニング、ジョギングなどの軽い運動も含めます）,75,51,23,14,16,23,6,14,14,4,2
過去1年間の実施種目,水泳・遊泳（水中歩行・水中運動）,133,82,24,34,22,51,14,23,14,10,2
過去1年間の実施種目,ブラインドサッカー,12,5,8,1,4,7,4,4,0,0,0
過去1年間の実施種目,車いすテニス,7,5,3,1,3,4,2,2,1,2,0
過去1年間の実施種目,サウンドテーブルテニス,12,4,4,4,3,6,5,5,0,1,0
過去1年間の実施種目,パラバレーボール,13,3,6,3,6,7,5,7,1,0,0
過去1年間の実施種目,車いすバスケットボール,8,4,3,2,2,2,2,2,0,0,0
過去1年間の実施種目,車いすラグビー,6,1,3,2,3,2,4,4,1,0,0
過去1年間の実施種目,ボッチャ,29,15,1,4,3,20,3,4,3,1,0
過去1年間の実施種目,球技（キャッチボールなどのボールを使った軽い運動も含めます）,72,49,17,16,10,28,3,12,15,6,1
過去1年間の実施種目,ダンス（フォークダンス、ジャズダンス、社交ダンス、フラダンス、バレエ、民謡踊りなど）,52,31,13,11,7,22,3,6,4,5,2
過去1年間の実施種目,格闘技（ボクシング、レスリング、相撲（すもう）など）,8,4,3,1,3,3,4,4,1,0,0
過去1年間の実施種目,武道（柔道、剣道、空手、合気道など）,14,6,5,0,4,5,4,3,1,0,1
過去1年間の実施種目,射的（弓道、アーチェリー、ダーツ、スポーツ吹矢など）,7,3,4,0,4,2,2,3,1,0,0
過去1年間の実施種目,ウィンタースポーツ（スキー、スノーボード、スケートなど）,17,12,4,5,4,4,3,5,5,1,0
過去1年間の実施種目,ウォータースポーツ（ボート、ヨット、スキンダイビング、スクーバダイビング、カヌー、水上バイク、サーフィン、ウィンドサーフィン、ボディボード、ボードセーリングなど）,13,5,7,5,5,7,4,5,2,1,2
過去1年間の実施種目,スカイスポーツ（ハンググライダー、パラグライダー、スカイダイビングなど）,4,2,3,1,3,2,3,2,1,1,0
過去1年間の実施種目,アウトドアスポーツ（ハイキング、ワンダーフォーゲル、釣り、登山、キャンプなど）,39,26,10,10,5,14,2,7,7,3,0
過去1年間の実施種目,サイクリング、モーター（サイクル）スポーツ,27,15,11,8,6,12,1,9,4,3,0
過去1年間の実施種目,運動あそび（鬼ごっこ、かくれんぼ、鉄棒、ぶらんこなど）,114,74,19,20,10,62,8,16,12,8,0
過去1年間の実施種目,ゲーム機を使い体を動かして行うスポーツ・フィットネス等,29,22,6,7,6,12,3,7,4,5,1
過去1年間の実施種目,その他,11,9,0,0,0,2,0,0,3,0,2
過去1年間の実施種目,この1年間に運動・スポーツは行わなかった,113,89,10,2,2,28,6,1,1,2,1
実施頻度（1年間）,週3日以上（年151日以上）,86,55,19,14,12,25,5,13,13,4,2
実施頻度（1年間）,週2日程度（年101日～150日）,105,69,19,17,11,44,14,14,13,6,1
実施頻度（1年間）,週1日程度（年51日～100日）,99,64,18,19,9,26,4,5,5,2,2
実施頻度（1年間）,月に1～3日程度（年12日～50日）,51,33,3,4,5,18,2,1,2,1,1
実施頻度（1年間）,3か月に1～2日程度（年4日～11日）,12,8,2,0,1,4,0,0,0,0,1
実施頻度（1年間）,年に1～3日程度,9,6,1,1,1,5,2,1,1,1,0
実施頻度（1年間）,わからない,29,21,3,2,0,6,1,0,0,0,0
実施した場所,自宅,129,98,22,18,10,36,7,15,12,6,3
実施した場所,道路や遊歩道,108,71,15,16,9,37,6,12,10,9,1
実施した場所,広場や公園,137,101,22,22,11,48,10,22,14,10,1
実施した場所,民間のスポーツ施設,89,58,28,30,15,26,10,16,8,7,3
実施した場所,公共のスポーツ施設（障害者専用施設）,52,26,18,12,13,22,7,9,7,4,0
実施した場所,公共のスポーツ施設（障害者専用施設以外）,68,37,17,25,8,25,12,13,10,6,4
実施した場所,小中高校の体育施設,95,68,23,18,15,29,5,18,23,9,5
実施した場所,特別支援学校の体育施設,61,28,8,7,7,41,8,8,2,2,1
実施した場所,職場のスポーツ施設,12,4,6,2,6,6,5,6,1,0,0
実施した場所,福祉施設,10,6,4,2,3,4,2,3,1,2,0
実施した場所,児童通所サービス（放課後等デイサービス等）,71,34,8,12,4,69,5,10,6,6,0
実施した場所,医療機関（病院やリハビリ施設）,6,3,0,0,1,3,0,3,0,1,0
実施した場所,山・川・海・空,59,40,14,17,7,26,3,15,9,9,2
実施した場所,その他,4,2,1,2,0,2,0,0,0,0,0
実施した場所,わからない,5,5,1,0,0,0,0,0,0,0,0
一緒に実施する人,一人,73,62,17,13,5,9,3,8,11,7,0
一緒に実施する人,家族,204,151,29,24,14,72,10,20,16,13,2
一緒に実施する人,福祉施設の職員・仲間,38,23,5,7,6,24,6,5,5,3,1
一緒に実施する人,障害がある人のサークル・障害者スポーツサークル等の仲間,33,14,8,8,8,11,3,4,1,1,1
一緒に実施する人,障害がある人やない人など様々な人がいるサークルの仲間,30,14,10,8,12,10,10,9,3,3,1
一緒に実施する人,スポーツ教室の指導者・仲間,65,42,19,29,9,24,12,17,8,5,2
一緒に実施する人,障害者専用スポーツ施設の職員・仲間,24,6,8,9,9,12,9,7,4,3,0
一緒に実施する人,地域の公共スポーツ施設の職員・仲間,20,7,8,6,10,11,4,7,2,2,0
一緒に実施する人,ボランティアの人たち,14,7,3,2,2,9,3,6,2,2,0
一緒に実施する人,学校の先生や学校の友達,134,83,21,21,15,61,7,24,24,9,6
一緒に実施する人,児童通所サービス（放課後等デイサービス等）の職員・仲間,75,37,7,13,5,70,8,7,6,6,0
一緒に実施する人,その他の友人・知人,29,23,8,6,2,6,1,7,5,4,1
一緒に実施する人,その他,3,2,1,2,0,1,0,1,0,0,0
一緒に実施する人,わからない,6,5,1,1,0,1,0,0,0,0,0
実施した理由,健康・体力づくりのため,256,180,38,36,13,89,16,19,24,11,6
実施した理由,楽しみや気晴らしのため,206,143,40,33,18,75,11,24,26,12,5
実施した理由,運動不足解消のため,187,129,36,32,14,74,12,20,22,12,6
実施した理由,精神の修養や訓練のため（心をきたえるため）,61,34,12,13,8,20,10,5,7,1,0
実施した理由,自己の記録や能力を向上させるため,59,34,17,15,15,21,11,20,8,7,2
実施した理由,リハビリテーションや医療・治療のため,37,18,10,7,9,22,8,9,4,3,0
実施した理由,家族のふれあいのため,69,54,8,12,10,25,5,11,9,6,2
実施した理由,友人・仲間との交流のため,111,70,26,24,19,44,14,23,16,10,4
実施した理由,美容や肥満解消（ダイエット）のため,25,16,6,5,5,13,6,7,1,3,0
実施した理由,障害者スポーツ大会に参加するため,9,7,1,2,1,4,0,3,1,2,0
実施した理由,その他,12,8,1,2,2,3,0,2,1,0,0
実施した理由,わからない,8,7,1,1,0,2,0,0,0,0,0
実施したきっかけ,家族に奨められた,108,86,18,17,8,27,8,10,16,7,1
実施したきっかけ,（障害のある）友人・知人・同僚に奨められた,28,21,6,9,4,10,3,4,5,4,0
実施したきっかけ,（障害のない）友人・知人・同僚に奨められた,23,20,7,8,5,2,3,5,7,3,0
実施したきっかけ,医師に奨められた,49,31,12,10,10,17,8,5,5,5,0
実施したきっかけ,看護師に奨められた,22,9,8,8,7,10,5,8,2,4,0
実施したきっかけ,作業療法士（OT）に奨められた,28,15,4,5,3,14,4,4,2,2,0
実施したきっかけ,理学療法士（PT）に奨められた,20,11,4,6,5,14,7,7,2,3,0
実施したきっかけ,言語聴覚士（ST）に奨められた,18,4,9,4,11,10,5,6,1,1,0
実施したきっかけ,視能訓練士（CO）に奨められた,7,1,4,4,2,2,2,3,1,0,0
実施したきっかけ,義肢装具士に奨められた,5,1,3,2,3,5,3,4,1,1,0
実施したきっかけ,介護福祉士に奨められた,11,5,6,1,5,8,4,5,1,1,0
実施したきっかけ,社会福祉士（ソーシャルワーカー）に奨められた,12,6,6,2,4,4,2,3,1,1,0
実施したきっかけ,スポーツ指導者に奨められた,7,4,2,3,2,3,2,1,0,1,0
実施したきっかけ,パラスポーツ指導員（旧障害者スポーツ指導員）に奨められた,10,4,5,4,4,9,6,7,1,2,0
実施したきっかけ,学校の先生に奨められた,46,36,11,7,8,21,6,11,9,4,0
実施したきっかけ,学校の授業等で興味を持ち、自主的に始めた,49,28,11,10,8,20,2,12,15,5,3
実施したきっかけ,所属する団体（会社等）に奨められた,7,2,2,0,2,4,3,1,1,0,1
実施したきっかけ,障害のある有名選手・パラアスリートの影響,4,2,1,0,2,2,0,2,0,1,0
実施したきっかけ,障害のない有名選手・アスリートの影響,3,2,1,0,1,1,1,0,0,0,0
実施したきっかけ,テレビや新聞の影響,7,3,1,1,1,4,2,2,2,1,0
実施したきっかけ,インターネットや動画配信を見て,13,10,4,3,2,5,0,2,2,2,0
実施したきっかけ,ＳＮＳの影響,5,4,2,1,0,2,0,2,1,2,0
実施したきっかけ,漫画、ドラマ、映画等の影響,9,6,6,2,2,2,1,2,0,1,0
実施したきっかけ,現地やテレビ等でそのスポーツを観た,6,4,1,3,0,3,1,2,1,2,0
実施したきっかけ,スポーツ団体等の関係者から誘われた,4,2,1,2,0,1,1,0,0,0,0
実施したきっかけ,スポーツイベントや体験会等で興味を持った,11,7,2,4,1,7,2,2,1,2,0
実施したきっかけ,スポーツ以外をテーマとするイベント（福祉祭り等の中の講演や体験会等）で興味を持った,1,0,0,0,0,1,1,0,0,0,0
実施したきっかけ,福祉施設で実施している運動プログラムに参加して,15,9,1,1,1,14,1,3,2,3,0
実施したきっかけ,行政の広報誌,2,0,0,1,0,2,0,0,0,0,0
実施したきっかけ,その他,16,10,1,4,1,7,0,4,1,0,2
実施したきっかけ,特にきっかけはない・なんとなく,111,74,16,9,6,44,7,6,3,3,2
スポーツ・運動への取組意向,スポーツや運動を行っており、満足している,183,129,46,36,18,42,14,19,21,7,3
スポーツ・運動への取組意向,スポーツや運動を行っているが、もっと行いたい,120,69,12,16,14,52,10,13,11,7,1
スポーツ・運動への取組意向,スポーツや運動を行いたいと思うができない,88,57,7,4,6,35,8,3,2,0,3
スポーツ・運動への取組意向,スポーツや運動に関心はない,113,90,10,3,3,27,2,0,1,2,1
実施していない理由,医師に止められており、身体的にできない,5,4,1,0,0,0,0,0,0,0,0
実施していない理由,どのくらい体を動かしたらよいかわからない,7,6,0,0,0,2,0,0,0,0,0
実施していない理由,身近なところにスポーツや運動ができる場所がない,12,8,0,0,0,6,1,0,0,0,0
実施していない理由,スポーツや運動ができる場所への移動手段がない,2,1,0,0,0,1,1,0,0,0,0
実施していない理由,自分に合ったスポーツや運動の情報がない,14,10,1,0,0,5,1,0,0,0,0
実施していない理由,一緒にできる仲間がいない,23,19,3,0,0,6,2,0,0,0,0
実施していない理由,介助者がいない,16,9,0,0,0,7,3,0,0,0,0
実施していない理由,金銭的な余裕がない,11,6,0,0,0,4,2,0,0,0,0
実施していない理由,時間がない,11,5,1,1,0,4,3,0,1,0,0
実施していない理由,必要な競技用具や補助具がない,4,4,0,0,0,2,0,0,0,0,0
実施していない理由,その他,1,0,0,0,0,1,0,0,0,0,0
実施していない理由,活動したいと思わない,59,53,5,1,2,11,0,1,0,2,1
活動したいと思わない理由,スポーツ・運動が嫌いだから,14,12,2,0,2,4,0,0,0,0,1
活動したいと思わない理由,スポーツ・運動に興味がないから,20,17,2,1,1,6,0,1,0,0,1
活動したいと思わない理由,スポーツ・運動を楽しんだ経験がないから,3,2,0,0,1,2,0,0,0,0,0
活動したいと思わない理由,疲れるから,13,12,2,0,0,6,0,0,0,0,1
活動したいと思わない理由,人前に出るのが好きではないから,6,6,1,0,0,4,0,0,0,0,0
活動したいと思わない理由,学校の体育や部活動等で苦手意識を持ったから,4,4,0,0,0,1,0,0,0,0,0
活動したいと思わない理由,一緒に運動・スポーツする人に迷惑をかけるのではないかと心配だから,2,2,0,0,0,1,0,0,0,0,0
活動したいと思わない理由,スポーツ以外に趣味があるから,7,7,1,0,0,3,0,0,0,0,0
活動したいと思わない理由,忙しいから,2,1,0,0,1,0,0,0,0,0,0
活動したいと思わない理由,その他,1,1,0,0,0,0,0,0,0,1,0
活動したいと思わない理由,わからない,23,21,1,0,0,2,0,0,0,1,0
学校体育の参加状況,参加していて、体育が好きである,279,170,55,42,26,113,21,28,26,13,4
学校体育の参加状況,参加しているが、体育は好きではない,146,112,15,14,11,26,10,6,8,2,4
学校体育の参加状況,参加していない,42,33,4,3,3,7,2,1,0,1,0
学校体育の参加状況,わからない,37,30,1,0,1,10,1,0,1,0,0
学校体育に参加しない理由,授業の内容のとおりに身体を動かすことができないから,9,8,0,0,0,2,0,0,0,1,0
学校体育に参加しない理由,自分にはできないと思ったから,12,11,2,1,0,2,1,1,0,0,0
学校体育に参加しない理由,他の生徒や先生に迷惑をかけると思ったから,6,3,0,1,3,1,0,0,0,0,0
学校体育に参加しない理由,参加するために必要なスポーツ用具がなかったから,1,1,0,0,0,1,0,0,0,0,0
学校体育に参加しない理由,医師から止められていたから,1,0,1,0,0,0,0,0,0,0,0
学校体育に参加しない理由,学校の先生から見学するように言われたから,3,1,1,0,0,2,0,0,0,0,0
学校体育に参加しない理由,身体を動かすことが怖いから,5,4,0,1,0,0,0,0,0,0,0
学校体育に参加しない理由,その他,12,10,1,0,0,2,2,0,0,0,0
スポーツ・運動の参加方法,現地の会場で対面での参加,320,212,57,46,23,114,26,29,27,12,7
スポーツ・運動の参加方法,リモート参加,22,12,6,3,5,3,2,1,1,1,0
スポーツ・運動の参加方法,ハイブリッド（現地参加とリモート参加の両方から選択できる）,50,33,3,7,8,13,5,3,2,1,0
スポーツ・運動の参加方法,参加したいと思わない,112,88,9,3,5,26,1,2,5,2,1
参加したいスポーツ活動,ルールが簡単,240,168,28,29,10,94,15,18,18,11,5
参加したいスポーツ活動,自分のペースに合わせてできる,286,200,43,33,17,102,17,19,25,10,6
参加したいスポーツ活動,汗をかかない,19,13,8,1,5,5,2,2,0,0,0
参加したいスポーツ活動,自宅で実施できる,58,40,10,7,8,17,5,8,8,4,1
参加したいスポーツ活動,短い時間で実施できる,94,58,17,13,11,33,9,7,11,4,3
参加したいスポーツ活動,上達したことが分かる,113,86,32,28,13,37,11,24,16,10,3
参加したいスポーツ活動,ゲーム機を使い体を動かして行なうスポーツ・フィットネス等,59,39,11,13,13,21,8,8,5,7,1
参加したいスポーツ活動,好きな種目を選べる,125,82,25,23,16,39,13,19,17,8,4
参加したいスポーツ活動,やったことがないスポーツを試せる,54,32,13,12,8,23,13,10,7,4,1
参加したいスポーツ活動,予約や申し込みなしに、参加したいときに参加できる,71,45,14,11,7,32,9,8,5,5,1
参加したいスポーツ活動,有名な選手に会える,31,19,9,8,3,11,4,6,5,4,0
参加したいスポーツ活動,親子で一緒に参加ができる,80,42,8,11,7,45,8,12,3,4,0
参加したいスポーツ活動,新しい友達をつくることができる,87,60,13,13,5,36,9,12,17,9,3
参加したいスポーツ活動,スポーツ以外に芸術・文化的なパフォーマンスも楽しめる,31,22,7,6,4,14,5,7,2,3,0
参加したいスポーツ活動,失敗しても笑われたり恥ずかしい思いをしない,108,71,14,17,7,47,11,14,14,7,4
参加したいスポーツ活動,新しい道具やウェアを買わなくてよい,53,37,5,8,3,27,4,3,4,3,2
参加したいスポーツ活動,その他,8,6,3,2,1,3,0,1,0,0,0
参加したいスポーツ活動,どのようなスポーツや運動でも参加したいと思わない,47,39,2,1,1,8,1,0,0,1,0
スポーツ・運動の継続実施に必要なもの,スタジアム、体育館などの建物や設備のバリアフリー化,66,45,11,12,4,22,6,6,4,4,0
スポーツ・運動の継続実施に必要なもの,交通機関（電車やバス）やまちのバリアフリー化,57,34,10,9,4,24,3,4,5,3,0
スポーツ・運動の継続実施に必要なもの,会場までの送迎,91,61,10,17,12,40,8,10,7,6,2
スポーツ・運動の継続実施に必要なもの,障害者への施設開放の促進（障害者が優先的に使える施設が増える）,77,45,11,14,15,35,9,8,7,5,2
スポーツ・運動の継続実施に必要なもの,障害にあわせた教室やプログラム,133,84,18,19,9,63,15,14,11,8,2
スポーツ・運動の継続実施に必要なもの,介助者や手話通訳などの支援,42,24,8,7,7,20,6,7,3,3,1
スポーツ・運動の継続実施に必要なもの,障害に対応した情報の提供や問合せ方法の充実,52,29,11,13,6,25,10,6,2,4,0
スポーツ・運動の継続実施に必要なもの,施設や用具等を利用する際に必要な手続きの支援,38,19,5,8,5,18,6,7,4,3,0
スポーツ・運動の継続実施に必要なもの,障害や障害者、補助犬（盲導犬、介助犬、聴導犬）などに対する理解促進,27,9,8,8,6,14,5,6,2,2,0
スポーツ・運動の継続実施に必要なもの,健康や体調を管理する医療的なサポート,35,17,9,8,7,17,6,6,3,4,0
スポーツ・運動の継続実施に必要なもの,目標となる大会やイベント,49,39,11,10,8,10,5,9,9,3,1
スポーツ・運動の継続実施に必要なもの,スポーツ用具等の貸出し,49,29,10,7,9,22,5,9,9,5,1
スポーツ・運動の継続実施に必要なもの,施設の利用料減免　（利用料が安くなったり、無料になったりする）,66,37,4,10,8,34,9,12,10,5,4
スポーツ・運動の継続実施に必要なもの,リモートにより、障害に応じたスポーツ・運動を指導してくれる支援、またはその充実,15,7,5,3,1,7,2,4,2,1,0
スポーツ・運動の継続実施に必要なもの,自宅でもできる、障害に応じたスポーツ・運動方法についての情報提供、またはその充実,38,22,6,4,5,18,3,5,3,2,0
スポーツ・運動の継続実施に必要なもの,一緒に行う仲間（障害の無い人）,103,69,16,19,8,38,10,16,20,9,3
スポーツ・運動の継続実施に必要なもの,一緒に行う仲間（自分と同じ障害のある人）,89,56,12,12,8,41,10,14,15,7,2
スポーツ・運動の継続実施に必要なもの,一緒に行う仲間（自分と異なる障害のある人）,55,30,6,8,4,26,5,11,10,5,1
スポーツ・運動の継続実施に必要なもの,適切な指導者やコーチ、トレーナー,103,71,11,17,4,48,6,14,13,6,2
スポーツ・運動の継続実施に必要なもの,その他,7,7,1,3,1,3,0,2,0,0,0
スポーツ・運動の継続実施に必要なもの,特にない,29,21,6,1,2,6,0,0,0,1,1
スポーツ・運動の継続実施に必要なもの,わからない,28,23,5,2,0,7,1,2,1,3,1
新たに別のスポーツ・運動を始めるために必要な支援,スタジアム、体育館などの建物や設備のバリアフリー化,39,27,9,4,1,10,2,2,3,1,1
新たに別のスポーツ・運動を始めるために必要な支援,交通機関（電車やバス）やまちのバリアフリー化,34,26,8,2,5,6,2,1,0,0,0
新たに別のスポーツ・運動を始めるために必要な支援,会場までの送迎,76,44,12,13,6,31,7,7,5,0,1
新たに別のスポーツ・運動を始めるために必要な支援,障害者への施設開放の促進（障害者が優先的に使える施設が増える）,44,24,9,8,8,24,6,5,6,3,0
