"年月[西暦]","調査項目","設問","項目","調査回答者の属性種別","調査回答者の属性","調査数[人]","自営業主・家族従業[人]","会社員・団体職員・公務員[人]","アルバイト・パートタイマー[人]","家事専業[人]","学生[人]","無職[人]","その他[人]","無回答[人]"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（○は１つ）","職業別","その他","31","0","0","0","0","0","0","31","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（○は１つ）","職業別","無回答","14","0","0","0","0","0","0","0","14"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（○は１つ）","居住地区別","芝地区","86","20","38","3","9","3","8","5","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（○は１つ）","居住地区別","麻布地区","87","24","32","2","8","2","12","7","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（○は１つ）","居住地区別","赤坂地区","81","12","36","3","9","1","15","3","2"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（○は１つ）","居住地区別","高輪地区","146","19","58","12","16","4","28","8","1"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（○は１つ）","居住地区別","芝浦港南地区","139","10","77","14","12","3","14","8","1"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（○は１つ）","居住地区別","無回答","19","1","2","1","1","0","4","0","10"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（○は１つ）","住居形態別","持家（一戸建）","64","23","20","2","5","0","14","0","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（○は１つ）","住居形態別","持家（マンション）","267","36","108","15","34","8","46","17","3"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（○は１つ）","住居形態別","借家（一戸建）","9","2","3","0","0","0","1","3","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（○は１つ）","住居形態別","民間の賃貸マンション・アパート","151","20","86","8","12","3","13","9","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（○は１つ）","住居形態別","都営住宅・区営住宅・区立住宅","26","2","7","8","2","0","6","1","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（○は１つ）","住居形態別","ＵＲ（旧公団）・公社の賃貸住宅","11","0","8","1","1","1","0","0","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（○は１つ）","住居形態別","社宅・公務員宿舎","10","1","8","0","1","0","0","0","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（○は１つ）","住居形態別","寮・寄宿舎・住み込み・間借り","4","0","2","1","0","1","0","0","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（○は１つ）","住居形態別","その他","5","2","1","0","0","0","1","1","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（○は１つ）","住居形態別","無回答","11","0","0","0","0","0","0","0","11"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（○は１つ）","定住意向別","ずっと住み続けていたい","279","50","99","20","29","6","55","14","6"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（○は１つ）","定住意向別","当分は住んでいたい","203","21","107","13","19","4","19","15","5"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（○は１つ）","定住意向別","しばらくは住むつもりだが将来は区外に転居したい","45","4","29","1","6","1","2","1","1"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（○は１つ）","定住意向別","近いうちに区外に転居したいが、具体的な計画はない","5","2","2","0","0","0","1","0","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（○は１つ）","定住意向別","近いうちに区外に転居する予定である","13","5","4","0","0","1","2","0","1"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（○は１つ）","定住意向別","わからない","10","4","2","1","0","1","1","1","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（○は１つ）","定住意向別","無回答","3","0","0","0","1","0","1","0","1"

"第33回港区民世論調査クロス集計表・あなたご自身についてQ33-4","Ver202203",,,,,,,,,,,,,
