実数・増減率,年次コード,年次,調査世帯数(世帯）,世帯人員（人）,有業人員（人）,世帯主平均年齢（歳）,生計支出（円）,生計支出／消費支出（円）,生計支出／消費支出／食料（円）,生計支出／消費支出／食料／穀類（円）,生計支出／消費支出／食料／魚介類（円）,生計支出／消費支出／食料／肉類（円）,生計支出／消費支出／食料／乳卵類（円）,生計支出／消費支出／食料／野菜・海藻（円）,生計支出／消費支出／食料／果物（円）,生計支出／消費支出／食料／油脂・調味料（円）,生計支出／消費支出／食料／菓子類（円）,生計支出／消費支出／食料／調理食品（円）,生計支出／消費支出／食料／飲料（円）,生計支出／消費支出／食料／酒類（円）,生計支出／消費支出／食料／外食（円）,生計支出／消費支出／住居（円）,生計支出／消費支出／住居／家賃地代（円）,生計支出／消費支出／住居／設備修繕・維持（円）,生計支出／消費支出／光熱・水道（円）,生計支出／消費支出／光熱・水道／電気代（円）,生計支出／消費支出／光熱・水道／ガス代（円）,生計支出／消費支出／光熱・水道／他の光熱（円）,生計支出／消費支出／光熱・水道／上下水道料（円）,生計支出／消費支出／家具・家事用品（円）,生計支出／消費支出／家具・家事用品／家庭用耐久財（円）,生計支出／消費支出／家具・家事用品／室内装備・装飾品（円）,生計支出／消費支出／家具・家事用品／寝具類（円）,生計支出／消費支出／家具・家事用品／家事雑貨（円）,生計支出／消費支出／家具・家事用品／家事用消耗品（円）,生計支出／消費支出／家具・家事用品／家事サービス（円）,生計支出／消費支出／被服及び履物（円）,生計支出／消費支出／被服及び履物／和服（円）,生計支出／消費支出／被服及び履物／洋服（円）,生計支出／消費支出／被服及び履物／シャツ・セーター類（円）,生計支出／消費支出／被服及び履物／下着類（円）,生計支出／消費支出／被服及び履物／生地・糸類（円）,生計支出／消費支出／被服及び履物／他の被服（円）,生計支出／消費支出／被服及び履物／履物類（円）,生計支出／消費支出／被服及び履物／被服関連サービス（円）,生計支出／消費支出／保健医療（円）,生計支出／消費支出／保健医療／医薬品（円）,生計支出／消費支出／保健医療／健康保持用摂取品（円）,生計支出／消費支出／保健医療／保健医療用品・器具（円）,生計支出／消費支出／保健医療／保健医療サービス（円）,生計支出／消費支出／交通・通信（円）,生計支出／消費支出／交通・通信／交通（円）,生計支出／消費支出／交通・通信／自動車等関係費（円）,生計支出／消費支出／交通・通信／通信（円）,生計支出／消費支出／教育（円）,生計支出／消費支出／教育／授業料等（円）,生計支出／消費支出／教育／教科書・学習参考教材（円）,生計支出／消費支出／教育／補習教育（円）,生計支出／消費支出／教養娯楽（円）,生計支出／消費支出／教養娯楽／教養娯楽用耐久財（円）,生計支出／消費支出／教養娯楽／教養娯楽用品（円）,生計支出／消費支出／教養娯楽／書籍・他の印刷物（円）,生計支出／消費支出／教養娯楽／教養娯楽サービス（円）,生計支出／消費支出／その他の消費支出（円）,生計支出／消費支出／その他の消費支出／諸雑費（円）,生計支出／消費支出／その他の消費支出／こづかい（円）,生計支出／消費支出／その他の消費支出／交際費（円）,生計支出／消費支出／その他の消費支出／仕送り金（円）,生計支出／土地家屋購入（円）,エンゲル係数（％）,選択的支出係数（％）,公共的料金負担率（％）,公共的料金負担率／公共料金等負担率（％）,公共的料金負担率／準公共料金等負担率（％）
meimoku,tuki,対前年（同月）名目増加率_平成30年 5月,-,-,-,-,-10.4,-10.4,-2.1,3.7,-5.1,-3.1,-2.1,-2.4,-7.2,-1.7,4.3,1.9,2.9,-22.8,-3,-30.4,14.3,-66,-2.4,-3.3,-10.8,-65.5,11.5,-8.4,-24.4,-29.2,48.4,3,-3.8,19.1,-7.9,-100,-13.2,1.8,-13.2,-44.4,-4.5,-4.4,-4.1,-10,-6.7,-15.6,-11.7,-9.5,-32.8,5.7,-57.5,-8.4,63.6,71.2,-53.7,41.6,-5.6,-49.6,-7.1,-12.8,1.5,-18.5,-1.1,-19.7,-30.9,-44.6,-,,,,,
meimoku,tuki,対前年（同月）名目増加率_平成30年 6月,-,-,-,-,-4,-4,1.6,3.7,-2.4,1.2,-4.4,-3.1,2.2,-2.3,7.3,6.4,7.3,-9.5,3.8,-7,8.5,-31.5,-3.6,2,-3.6,-58.2,-10.4,-22.5,-49.2,-52.9,61.9,-4.5,5.6,-12.5,0.1,479.1,-3.3,-4.4,7.3,25.7,-6.8,2.5,0.1,20.4,-7,-2.2,48.3,27.4,4,-6.5,19.9,-3.5,9.1,22.8,-60.7,-10.5,-28,-56.8,-18.8,-10.6,-28.9,-3.5,7.7,-7.6,-6.9,-58.7,-,,,,,
meimoku,tuki,対前年（同月）名目増加率_平成30年 7月,-,-,-,-,3.3,1.7,3.4,6.2,-2.9,0.1,-1.3,3.9,3.9,-2.7,13.9,0.5,12.4,-9.7,6.5,2,-1.9,7.6,1.8,2.4,3.5,-46.7,-0.2,-10.5,-13.7,-17,11.6,-12.6,-1.9,-21,-1.2,-38.6,-6.3,-7.4,6.3,-11.4,-10.7,12.8,34.2,7.4,-9.2,-19.9,83.3,3,11.1,-7.2,25.4,2.1,18.5,5.6,-47.5,46.1,-10.4,-19.5,-18.3,-4.9,-7.9,-0.5,-2.2,-14.9,20.4,-59.2,...,,,,,
meimoku,tuki,対前年（同月）名目増加率_平成30年 8月,-,-,-,-,-0.3,-1.5,0.7,5.1,-6.7,0.4,-1.6,6.9,0.2,3.6,9.9,0.6,11.7,-12.4,-4.2,22.1,29.9,7.9,1.3,8.3,-4.7,116,-7.6,0.9,16.5,-4.1,-0.2,-13.4,-4.5,-4.3,-1.8,-33.3,-2.5,1.7,18.4,-29.1,-11.1,-1.2,-15.6,-4.2,-2.1,-33.3,-9.6,3.9,-6.9,17.9,-32.7,2,11.5,-10,83.1,56.8,3.2,12.5,-19.1,-4.6,9.6,-14.5,-7.1,-10.1,-23,-24.1,...,,,,,
meimoku,tuki,対前年（同月）名目増加率_平成30年 9月,-,-,-,-,-2.4,-2.4,1.9,1.2,-1.9,2.3,-5.3,3.1,3.3,2.1,2.8,3.2,4.7,-18,6.1,-24.4,12.7,-54.3,5.2,14.1,-9.8,338.5,-3.8,-13.2,-15.1,-28.2,-46.5,3,-2.3,-21.7,-1.3,-97.5,0.7,-9.8,19,-40.6,-6.6,2.1,58.5,-7.1,-12.7,-20.2,0,-5.6,-5.2,15.1,-25.3,5.3,6.7,3.1,73.2,25.4,-1.1,89.5,-10.4,4.5,-6.2,2.2,14,-3.9,-2.7,-41.9,-,,,,,
meimoku,tuki,対前年（同月）名目増加率_平成30年10月,-,-,-,-,2,2,6.4,7.4,1.9,-2.4,-4.2,8.5,1.7,-2.3,4.1,5,12.5,-11.8,21.3,4.7,23.2,-20.4,7.1,10.3,-1.3,25.5,7.5,-0.4,5.1,-27.2,2.3,-1.3,1.6,3.4,3.6,-20,21.1,-4.1,-5.1,-55.4,-10.8,19,-37.2,-5.9,-7,2.8,-12.8,-4.8,-2.1,5.4,-13.1,2.6,12.8,8,6.8,39.9,-5.5,-36.1,0.1,-0.8,-5.5,-2.7,14.4,18.9,-25.8,-31.5,-,,,,,
meimoku,tuki,対前年（同月）名目増加率_平成30年11月,-,-,-,-,5,5,-0.1,0,-5.9,-2.2,-9.7,-4.9,-1.1,-5.9,2.1,2,9.5,-13,8,14.9,7,27.8,-8.5,-3.3,-14.4,-11.5,-11,-12.3,10.2,-20.1,-62.6,1.4,-2.5,-36.3,-4.6,-6.1,-1.7,11,-18.9,-26.9,-10.6,-5.1,-29.9,13,-13.5,-8.7,-5.5,32,16.6,21.9,31,4.6,103.7,112.9,12.2,93.1,-1,85.6,-12.6,8.1,-4.1,0.9,-2.6,-4,10.7,-40.3,-,,,,,
meimoku,tuki,対前年（同月）名目増加率_平成30年12月,-,-,-,-,1.5,1.5,-3.3,-0.4,-2.2,-2.9,-9.6,-8.1,0.8,-0.9,-0.2,-6,5.7,-13.4,-0.9,50,7.8,140.4,-7.4,-13.8,-8.2,1.7,5.3,-1.7,9.4,18.2,25.2,-2.9,-5.9,-48.2,1.6,197.2,2.6,-24.6,-6.7,-12.8,25.5,30.3,-0.8,-7.6,1.6,-23.1,4.1,-10.2,-2.1,23,-17,4.2,22.6,19.1,53.8,28.7,9,88.5,-6.5,-13.1,13.3,-5.5,-2.6,-7.9,-3,-55.2,-,,,,,
jissitu,nen,対前年（同月）実質増加率_平成19年,-,-,-,-,-,-0.5,-2,-1.6,-2.2,-2.6,-3,-1.2,-1.5,1.6,-0.2,-6.3,0.9,-0.5,-1.9,-4.1,-3.4,-6.3,-4.1,-2.5,-6.7,-24.2,-1.7,-5.9,-10,-14.7,-12.2,2.3,2.5,-14.1,1.4,-19,3.6,1.2,3.8,-,0.3,2.6,-2.9,5.1,-6.3,-8.3,-0.5,10,-1.8,-6.8,0,0.6,1.6,2.1,6.8,0,2.3,30.1,3.6,-7.1,0.8,-,6.5,-,-,-,-,,,,,
jissitu,nen,対前年（同月）実質増加率_平成20年,-,-,-,-,-,-3,-0.6,-1.2,-2.9,4.1,-3.4,2.3,8.1,1,-0.9,-3.2,-3,-5.6,-0.9,-10.4,-14.3,0.5,2,4,2.1,-15.8,0.2,2.1,11.8,-8.4,-8.5,1.2,0.3,-6.8,-7.4,-33.5,-6.7,-8.5,-5.2,-,-1.8,-12.7,1.6,-6.7,6,8.2,-9.8,-9.4,-1,-1.8,-1,-0.2,3.6,3.9,-9.8,3.3,0.7,4.8,-1.8,1.4,2,-,-8.7,-,-,-,-,,,,,
jissitu,nen,対前年（同月）実質増加率_平成21年,-,-,-,-,-,5,3.6,3.9,2.5,2.1,2.5,1,6.6,1.9,1.4,3.7,10.4,8.1,5.2,12.8,6.1,29.3,-0.3,-1.8,1.6,7.4,-0.9,11.7,16.3,31.6,17.7,2.1,3.6,26.8,7.5,82.2,5.9,6.4,-0.6,-,13,12.3,3.3,6.4,27.1,0.7,20.9,-0.6,7.8,2,11.8,8,-3.7,-5.6,-6.6,2.3,5.7,56.9,3.2,1.8,2.9,-,7.8,-,-,-,-,,,,,
jissitu,nen,対前年（同月）実質増加率_平成22年,-,-,-,-,-,0.8,-2.2,-2.1,-4,1.7,-1,-5.9,-7.2,-2.3,1.9,3.4,1.2,-7,-4,-0.8,-3.3,4.4,4.8,9.9,-0.3,12,2.8,4.5,17.4,-23.7,-32.7,2.5,5.2,25.3,0.3,-41.6,4.8,-1.1,2.5,-,-3.4,2.4,-3.7,-1.9,13.1,21.4,-6.2,-6.8,1.7,4.2,0.4,1.5,7.5,6.5,44.4,8.5,7.7,66.6,3.9,0,4.3,-,3.5,-,-,-,-,,,,,
jissitu,nen,対前年（同月）実質増加率_平成23年,-,-,-,-,-,-4.7,-0.4,0.3,-3.5,-1.2,-3.5,2.3,-0.3,4.2,-1,0.1,8.8,-0.8,-2.7,-5.8,1.6,-20.3,-7.7,-10.4,-7.2,-8.7,-3.7,2,5.8,16,42.7,-4.4,4.1,-25.9,-11.4,-17,-15,-11.2,3.4,-,-3.7,-10.3,-17.4,3.4,0.8,-6.5,-3.9,7.6,-7.3,-13.2,-6.7,-3.2,2.2,7.9,-30.4,-9.7,-11.4,-18.3,-4,-8.5,-13,-,-9.7,-,-,-,-,,,,,
jissitu,nen,対前年（同月）実質増加率_平成24年,-,-,-,-,-,2.9,2,-2.4,-0.3,-0.6,7.5,0,-0.2,1.3,-1.2,4.3,3.7,11.4,4.2,8.8,-4.1,40.7,2.5,1,7.5,11.8,-0.7,9.9,15.8,47.9,4.9,3.9,4.8,-3.4,6.1,-3.4,4.6,8.7,7.6,-,6.4,5.4,12.5,0.6,6.2,14.2,6.8,-4.1,5.3,11.6,5.5,0.6,-3.1,-3,0.1,-3.4,2.4,1.3,5,-6.3,3.4,-,7.5,-,-,-,-,,,,,
jissitu,nen,対前年（同月）実質増加率_平成25年,-,-,-,-,-,3.4,2.1,1.4,-1,4,1.5,0.1,1.1,1.3,6.1,0,7.4,-0.8,3.6,16.1,15,17.7,-3.5,-1.2,-7.3,-21.5,-0.9,4.1,18.6,-29.7,30.3,-5.4,4.5,3,3.8,3.6,4.2,3.9,2.3,-,-0.2,9.1,-2.2,1.3,2.1,-4.9,7.7,0.3,6.6,2.3,11,3.7,-9.3,-7.4,-10.9,-15.1,5.3,-1.3,2.9,0.5,7.4,-,5.9,-,-,-,-,,,,,
jissitu,nen,対前年（同月）実質増加率_平成26年,-,-,-,-,-,-5.6,-2.2,-1.2,-5.4,1.1,1.5,1.3,1.1,1.8,-2.6,0.4,-4.3,1.3,-8,-14.3,-16,-12.1,-4.1,-6.2,-1,13.1,-4.2,2.4,3.5,3.3,-12.7,1.9,1.2,18.9,-2.1,77.1,-4,-2.9,-9.5,-,2.8,5.4,-6.5,-2.9,3.8,1.1,-8.8,-3.9,-5,-10.7,-3.7,-1.9,-14.6,-17,-14.1,-5.5,-3.2,-10.2,3,-3.2,-4.2,-,-6.9,-,-,-,-,,,,,
jissitu,nen,対前年（同月）実質増加率_平成27年,-,-,-,-,-,-0.1,0.6,0.2,0.7,-2.3,4,0.9,0.4,0.5,-1.5,0.4,-1.1,-0.3,2.8,-1.4,8.1,-15.9,0.2,-0.6,2.9,-25.7,0.5,-6.8,-11.6,7.4,-16.7,-4.6,-2.7,-7.5,-1,-23.2,7.3,-1.2,-7.2,-,-10.9,-6.9,-11.1,-1.8,-5.7,-3.3,-6.3,1,-3,-1.4,-10.1,6.1,22.6,30.1,11.6,1.5,-3.7,-16.7,-8.3,-3.6,-0.9,-,-2.8,-,-,-,-,,,,,
jissitu,nen,対前年（同月）実質増加率_平成28年,-,-,-,-,-,-1.8,-0.5,-2.7,-2,-0.7,2.1,-4.4,-6.4,-0.4,-2.4,7.3,4.6,-3.8,-0.6,-1.1,-5.3,6.9,-1.8,-1.6,-2.4,-1.1,-1,0.6,0.7,6.6,1.1,-6.9,7.7,-6,-5.5,-20.7,-8.3,-3.5,1.9,-,-11,-6,10.7,-2.2,-1.3,1,8,-5.5,-4.4,0.7,-12.7,1.3,4.1,1.6,-22.4,15.4,-4.6,-4.3,-0.4,-6.3,-5.6,-,0.8,-,-,-,-,,,,,
jissitu,nen,対前年（同月）実質増加率_平成29年,-,-,-,-,-,2.1,0.6,-0.4,-7.7,2.3,0.7,0.9,0.2,4,0.5,1.7,0.1,6,1,-2.8,-7.2,4.7,0.8,-1.7,2.1,19.7,2.7,8.4,12.9,14.6,4.1,7.1,3.7,5.8,-3,-30.6,-0.6,-3.1,-7.3,-,-0.5,-4.3,-9,2.4,4.4,16.4,-0.4,0.7,10.5,0.3,23.8,5,-1.9,0.8,14.5,-11.7,2.1,27.6,5.9,-2.1,-0.3,-,-0.2,-,-,-,-,,,,,
jissitu,nen,対前年（同月）実質増加率_平成30年,-,-,-,-,-,-2.9,-0.7,1.5,-7.6,-1.2,-4.4,-2.4,-3.8,-1.1,4.4,1.4,6.7,-10.1,1.4,-0.1,2.2,-3.3,-2.4,-0.4,-5.6,-14.4,-1.5,-11.4,-15.4,-46.3,-10.5,-5,0,-4.5,-3.9,-5,-1.4,-10.3,-2,-,-5,-0.6,-6,1.9,-1.2,-13.2,0.5,5.8,-3.5,4.3,-12.4,2.2,3.5,0.6,-18.2,15.5,-4.5,-8.3,-4.8,-5.1,-3.8,-,-1.8,-,-,-,-,,,,,
jissitu,tuki,対前年（同月）実質増加率_平成30年 1月,-,-,-,-,-,-8.6,-1,3.3,-8.7,3,3,-8.6,-11.9,1.1,-0.2,5.9,3.1,8.7,-2.4,-1.4,-7.8,22.7,4.4,7.9,1.5,-2.2,1.3,-45.8,-50.9,-90.6,-8,-14.1,4,22,-10.4,203.6,-4.9,-20.3,-9.2,-,1.5,-9,-51,-6.1,12.1,-11.6,-23.4,-3.8,-12.7,-5.5,-31.9,6.2,-16.2,-20.9,-63.7,-6.7,-4.5,-27.8,-10.6,-6.7,-0.2,-,-25,-,-,-,-,,,,,
jissitu,tuki,対前年（同月）実質増加率_平成30年 2月,-,-,-,-,-,-8.8,-1.1,-0.2,-4.8,2.3,0,-9.1,-7.3,4,-2.1,9.4,2.2,-2.4,-3.1,-38.7,-26.7,-62.3,4.5,7.8,4.7,10.5,-4.4,-14.1,-39.9,-16.4,-3.6,-10.9,4,38.8,-11.7,-87.1,-5.2,-21.4,15.2,-,-27,-2.6,7.4,-2.7,3.8,20.7,8.6,-10.8,5.5,5,8.2,1.5,-62.3,-68.2,10,-38.5,8.3,-48.8,28.3,-9,13.9,-,-16.4,-,-,-,-,,,,,
jissitu,tuki,対前年（同月）実質増加率_平成30年 3月,-,-,-,-,-,-0.6,-1,1.6,-10,2,-1.5,-4,0.2,-3.9,8.8,2.8,1.8,0,-4.1,28.7,-13.6,105.7,3.7,5.5,0.6,-37.8,8.2,8.1,4.7,47.3,-20.9,-6.1,5.1,155.4,-11.1,-,-10.4,-14.9,18.1,-,-10.6,-35.7,14.9,15.9,21.8,-28.1,-19.4,33.6,-16.2,-15.7,-21.7,-11.1,31,68.2,-41.9,-12.1,-2.6,-43.6,22.1,8.3,-3.3,-,-6,-,-,-,-,,,,,
jissitu,tuki,対前年（同月）実質増加率_平成30年 4月,-,-,-,-,-,0.5,-2.8,-2.7,-13,-2.9,-4.4,0.5,-5,-4.7,0.1,-1.2,1.9,-14.4,-0.3,3.9,-16.8,43.3,-7.2,-3.6,-7.7,-69.9,-12,1.3,-11.3,31.6,24.1,1.9,2.2,8.1,4.7,-,13.9,-4.7,-7.5,-,-8.2,-12,13.4,23.9,4,-7.1,-5.5,47,17.3,-2.5,58,4.4,-9.1,-8.5,6.1,-17.1,-1.2,41.7,18.5,-9.8,-8.5,-,21.2,-,-,-,-,,,,,
jissitu,tuki,対前年（同月）実質増加率_平成30年 5月,-,-,-,-,-,-10.8,-2.4,2.6,-8,-3.8,-2.7,0.9,-9.7,-1,5.2,1.1,4.5,-23.9,-3.7,-30.3,14.3,-65.9,-5.4,-7.5,-13.7,-69.1,11.5,-6.7,-20.7,-29.9,50.8,2.2,-1.6,19.1,-8.2,-100,-13.1,-1.5,-15.8,-,-4.7,-0.4,-4.9,-11.9,-6.3,-15.3,-11.5,-12.6,-33.2,5.7,-58.4,-7.7,63.3,71,-53.7,41.3,-5.8,-48,-6.9,-13.7,1,-,-1.3,-,-,-,-,,,,,
jissitu,tuki,対前年（同月）実質増加率_平成30年 6月,-,-,-,-,-,-4.8,1.2,3.4,-7.6,-0.5,-5.4,-0.8,2.9,-0.7,7.8,5.8,8.1,-7.5,3,-6.9,8.4,-31.2,-6.6,-2.3,-6.9,-63.5,-10.4,-22.3,-48.9,-51.8,62.1,-5.4,6.2,-12.5,0.1,493.9,-3.5,-7.3,5.5,-,-5.6,8,-0.8,17.7,-6.9,-2.1,46.7,23,3.7,-6.8,16.2,-0.2,8.2,21.6,-60.7,-10.7,-29.1,-56.5,-18.6,-11.5,-30.4,-,7,-,-,-,-,,,,,
jissitu,tuki,対前年（同月）実質増加率_平成30年 7月,-,-,-,-,-,0.6,2,5.6,-7.9,-1,-3.1,0.7,-1.6,-1.4,13.7,-0.4,13.1,-8.1,5.4,1.9,-2,7.6,-1.4,-1.9,0,-53.9,-0.2,-10,-12.3,-15.5,11.5,-12.9,-1.8,-21,-2.3,-37,-7.3,-12.6,4,-,-10.3,18.1,33,4.9,-9.3,-20,81.5,-0.6,10.9,-7.4,21.6,5.5,17.6,4.6,-47.5,45.8,-11.2,-18.2,-18.5,-5.8,-9.1,-,-2.7,-,-,-,-,,,,,
jissitu,tuki,対前年（同月）実質増加率_平成30年 8月,-,-,-,-,-,-2.9,-1.6,3.9,-12.4,-2,-3.4,-3.3,-0.1,4.3,10.3,-0.7,11.4,-10.9,-5.1,22.1,29.8,8.1,-1.8,3.5,-7.8,84.5,-7.6,2.3,21.1,-2.9,-0.9,-13.5,-3.7,-4.3,-2.4,-30.8,-3.2,-1.7,16.3,-,-10.4,1.8,-16.4,-5.4,-2.1,-33.3,-10.7,2,-7.6,17.4,-34.7,3.8,10.6,-10.9,83.1,56.5,1.1,15.9,-19.3,-5.6,6.3,-,-7.3,-,-,-,-,,,,,
jissitu,tuki,対前年（同月）実質増加率_平成30年 9月,-,-,-,-,-,-3.7,-0.2,-0.5,-5.5,0.7,-7.1,-4.4,-2.4,1.5,3.3,2,4.7,-16.9,5,-24.5,12.5,-54.3,1.5,8.5,-13,276.4,-3.8,-12.2,-12.4,-26.5,-45.8,2.5,-2.2,-21.7,-3,-97.4,-1.1,-13.6,15.5,-,-6.9,3.4,57.1,-8.1,-12.1,-19.6,-0.6,-7.4,-5.9,14.9,-27.5,7.1,5.9,2.1,73.2,25.1,-2.5,91.6,-11.5,3.3,-7.7,-,13.3,-,-,-,-,,,,,
jissitu,tuki,対前年（同月）実質増加率_平成30年10月,-,-,-,-,-,0.3,3.4,5.7,-0.6,-3.3,-5.2,-5.9,-8.1,-2.5,4.6,3.7,12.3,-10.8,20.2,4.5,23,-20.5,2.6,3.6,-5.5,7.2,7.5,0.6,8.4,-25.2,4.5,-1.6,0.3,3.4,2.6,-17.8,19.8,-6.3,-6.8,-,-10.9,19.8,-38,-7.1,-6.8,3,-13.9,-6.5,-2.5,5.4,-15.7,5.3,11.9,6.9,6.8,39.6,-7.2,-34.8,-2.8,-2,-7.3,-,13.3,-,-,-,-,,,,,
jissitu,tuki,対前年（同月）実質増加率_平成30年11月,-,-,-,-,-,4.1,-0.5,-1.4,-7.9,-3.2,-10.5,0,-4.7,-6.8,2.2,0.1,9.1,-12.3,6.9,14.7,6.8,27.7,-13.2,-10.3,-19,-22.6,-11,-12.1,9.7,-17.5,-62.4,2.1,-2.7,-36.3,-5.5,-3.8,-2.3,8.2,-20.6,-,-8.5,-5.7,-30.9,11.5,-13.6,-8.8,-6.8,29.7,16.6,21.8,28.2,7.5,102.1,110.8,12.2,92.7,-2.6,90,-15.1,7.7,-5.8,-,-3.4,-,-,-,-,,,,,
jissitu,tuki,対前年（同月）実質増加率_平成30年12月,-,-,-,-,-,1.2,-2,-1.4,-5.2,-3.8,-11.5,9.4,1.6,-2.3,0.1,-6.9,6,-12.9,-2,49.7,7.5,140.2,-12.7,-20.7,-14.1,-8.1,5.3,-0.6,12,21.4,26.3,-2.3,-5.9,-48.2,1.2,205.8,4.2,-26.7,-9.4,-,25.2,28.9,-2.8,-8.7,1.8,-22.9,3.3,-11.8,-1.4,23.4,-17.7,7.2,21.6,17.9,53.8,28.4,7.2,88.1,-5.7,-13.4,10.3,-,-3.5,-,-,-,-,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成30年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第１表　　　　　　　主　な　支　出　及　び　対　前　年　(　同　月  ）　増　加　率            ―　全　世　帯　―,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注）平成30年1月に調査で使用する家計簿の改正を行っているため、「対前年（同月）増加率」の値には当該改正の影響による変動が含まれ得る。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyoutou0,hyoutou0,hyoutou0,hyoutou0,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou2,hyoutou3,hyoutou3,hyoutou3,hyoutou3,hyoutou3,,,
bunrui0,bunrui0,bunrui0,bunrui0,bunrui2,bunrui3,bunrui4,bunrui5,bunrui5,bunrui5,bunrui5,bunrui5,bunrui5,bunrui5,bunrui5,bunrui5,bunrui5,bunrui5,bunrui5,bunrui4,bunrui5,bunrui5,bunrui4,bunrui5,bunrui5,bunrui5,bunrui5,bunrui4,bunrui5,bunrui5,bunrui5,bunrui5,bunrui5,bunrui5,bunrui4,bunrui5,bunrui5,bunrui5,bunrui5,bunrui5,bunrui5,bunrui5,bunrui5,bunrui4,bunrui5,bunrui5,bunrui5,bunrui5,bunrui4,bunrui5,bunrui5,bunrui5,bunrui4,bunrui5,bunrui5,bunrui5,bunrui4,bunrui5,bunrui5,bunrui5,bunrui5,bunrui4,bunrui5,bunrui5,bunrui5,bunrui5,bunrui3,bunrui1,bunrui1,bunrui1,bunrui2,bunrui2,,,
youto001,youto002,youto003,youto004,youto005,youto006,youto007,youto008,youto009,youto010,youto011,youto012,youto013,youto014,youto015,youto016,youto017,youto018,youto019,youto020,youto021,youto022,youto023,youto024,youto025,youto026,youto027,youto028,youto029,youto030,youto031,youto032,youto033,youto034,youto035,youto036,youto037,youto038,youto039,youto040,youto041,youto042,youto043,youto044,youto045,youto046,youto047,youto048,youto049,youto050,youto051,youto052,youto053,youto054,youto055,youto056,youto057,youto058,youto059,youto060,youto061,youto062,youto063,youto064,youto065,youto066,youto067,youto068,youto069,youto070,youto071,youto072,,,
