区分,項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
2,2,半耐久財,1223,0.4,3.9,105,0.1,186,0.1,394,0.2,753,0.3,928,0.3,1627,0.4,4565,0.6
2,3,非耐久財,2208,0.7,12.9,632,0.6,1171,0.7,1646,0.8,2092,0.8,3020,1,3078,0.8,3824,0.5
2,4,サービス,28029,9.4,0.3,5854,5.9,14026,8.8,18750,9.3,24376,9.9,31544,10.6,41621,11,60046,8.5
2,0,教育,20419,6.8,4,371,0.4,2754,1.7,3560,1.8,5599,2.3,9310,3.1,17883,4.7,103476,14.6
2,3,非耐久財,189,0.1,-18.5,5,0,27,0,101,0,203,0.1,148,0,307,0.1,533,0.1
2,4,サービス,20230,6.8,4.3,367,0.4,2727,1.7,3459,1.7,5397,2.2,9162,3.1,17576,4.7,102943,14.5
2,0,教養娯楽,38440,12.9,-0.9,7765,7.8,15601,9.8,22672,11.2,28920,11.7,36635,12.3,50919,13.5,106520,15
2,1,耐久財,2091,0.7,-12.5,95,0.1,274,0.2,500,0.2,1183,0.5,1436,0.5,4423,1.2,6724,0.9
2,2,半耐久財,3929,1.3,-2.3,739,0.7,1446,0.9,2281,1.1,3248,1.3,4499,1.5,5330,1.4,9955,1.4
2,3,非耐久財,6170,2.1,-7.4,2903,2.9,4378,2.7,5298,2.6,6112,2.5,6930,2.3,7720,2,9852,1.4
2,4,サービス,26250,8.8,2,4027,4,9503,6,14593,7.2,18377,7.4,23770,8,33447,8.9,79989,11.3
2,0,諸雑費,25863,8.7,-1.5,5680,5.7,12478,7.8,17376,8.6,21916,8.9,25047,8.4,34629,9.2,63948,9
2,1,耐久財,1107,0.4,79.7,122,0.1,206,0.1,311,0.2,349,0.1,497,0.2,913,0.2,5347,0.8
2,2,半耐久財,2397,0.8,-5.2,373,0.4,732,0.5,1052,0.5,1597,0.6,2310,0.8,3989,1.1,6741,1
2,3,非耐久財,5429,1.8,0.3,2064,2.1,3350,2.1,4318,2.1,5251,2.1,6138,2.1,7481,2,9404,1.3
2,4,サービス,16929,5.7,-4.3,3121,3.1,8190,5.1,11695,5.8,14719,6,16103,5.4,22246,5.9,42455,6
,,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成30年,,,,,,,,,,,,,,,,,,,
第１３表　生計支出７分位階層別１世帯当たり年平均１か月間の財・サービス別支出　―　全　世　帯　―,,,,,,,,,,,,,,,,,,,
注1)財・サービス別結果は、品目別分類を基に、再分類して集計した。　,,,,,,,,,,,,,,,,,,,
注2)消費支出には、「こづかい」、「贈与金」、「他の交際費」及び「仕送り金」は含まれていない。,,,,,,,,,,,,,,,,,,,
項目（0：世帯数等、消費支出等　1：耐久財　2：半耐久財　3：非耐久財　4：サービス）,,,,,,,,,,,,,,,,,,,
