項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,管理職／実数（円）,管理職／構成比（％）,専門職／実数（円）,専門職／構成比（％）,事務職／実数（円）,事務職／構成比（％）,技術職／実数（円）,技術職／構成比（％）,技能・労務職／実数（円）,技能・労務職／構成比（％）
1,4,0,0,0,内職収入,874,0.1,348,0,-,-,746,0.1,802,0.1,1559,0.4
1,3,0,0,0,他の経常収入,26921,4.3,5638,0.6,26648,3.5,20038,3,29640,4.4,41871,10.2
1,4,0,0,0,財産収入,649,0.1,45,0,2207,0.3,477,0.1,117,0,616,0.1
1,4,0,0,0,社会保障給付,25955,4.1,5293,0.6,23682,3.1,19293,2.8,29438,4.4,40795,9.9
1,5,0,0,0,公的年金給付,16684,2.6,2851,0.3,16852,2.2,10684,1.6,13852,2.1,32864,8
1,5,0,0,0,他の社会保障給付,9272,1.5,2441,0.3,6830,0.9,8609,1.3,15586,2.3,7930,1.9
1,4,0,0,0,仕送り金,316,0,301,0,759,0.1,268,0,85,0,461,0.1
1,2,0,0,0,特別収入,5757,0.9,7919,0.8,8990,1.2,5412,0.8,6578,1,3937,1
1,3,0,0,0,受贈金,1929,0.3,4062,0.4,1943,0.3,1899,0.3,1804,0.3,1819,0.4
1,3,0,0,0,他の特別収入,3829,0.6,3857,0.4,7047,0.9,3513,0.5,4774,0.7,2117,0.5
1,1,0,0,0,実収入以外の受取(繰入金を除く),467357,-,575973,-,544697,-,491275,-,495246,-,349266,-
1,2,0,0,0,預貯金引出,377038,-,428253,-,432484,-,397352,-,377386,-,299755,-
1,2,0,0,0,保険金,3695,-,1654,-,7734,-,2708,-,2034,-,5441,-
1,3,0,0,0,個人・企業年金保険金,3436,-,1654,-,7734,-,2213,-,2034,-,5441,-
1,3,0,0,0,他の保険金,260,-,-,-,-,-,496,-,-,-,-,-
1,2,0,0,0,有価証券売却,153,-,4940,-,-,-,-,-,-,-,-,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,301,-,9282,-,-,-,189,-,-,-,191,-
1,2,0,0,0,分割払購入借入金,3869,-,798,-,1737,-,1701,-,15904,-,3013,-
1,2,0,0,0,一括払購入借入金,81917,-,131045,-,102547,-,88875,-,99676,-,40443,-
1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,383,-,1,-,195,-,450,-,247,-,423,-
1,1,0,0,0,繰入金,80231,-,125335,-,101539,-,75605,-,77414,-,77919,-
2,0,0,0,0,支払,1179992,-,1662338,-,1411140,-,1245221,-,1243564,-,837967,-
2,1,0,0,0,実支出,483473,-,711400,-,578227,-,506672,-,515685,-,343456,-
2,2,0,0,0,生計支出,354487,-,443442,-,415230,-,362518,-,382941,-,280366,-
2,3,0,0,0,消費支出,353941,100,443442,100,415189,100,362440,100,380112,100,280366,100
2,4,1,0,0,食料,88365,25,104722,23.6,103445,24.9,89472,24.7,91162,24,76167,27.2
2,5,1,1,0,穀類,6836,1.9,6926,1.6,7344,1.8,6956,1.9,6647,1.7,6440,2.3
2,6,1,1,1,米類,1790,0.5,1336,0.3,1853,0.4,1824,0.5,1403,0.4,1925,0.7
2,6,1,1,2,パン,3135,0.9,3419,0.8,3610,0.9,3199,0.9,3431,0.9,2612,0.9
2,6,1,1,3,麺類,1398,0.4,1320,0.3,1361,0.3,1405,0.4,1305,0.3,1458,0.5
2,6,1,1,4,他の穀類,513,0.1,850,0.2,521,0.1,528,0.1,509,0.1,444,0.2
2,5,1,2,0,魚介類,5127,1.4,6255,1.4,5855,1.4,4939,1.4,4914,1.3,5217,1.9
2,6,1,2,1,生鮮魚介,2979,0.8,3753,0.8,3408,0.8,2910,0.8,2792,0.7,2955,1.1
2,6,1,2,2,塩干魚介,866,0.2,998,0.2,1052,0.3,820,0.2,842,0.2,883,0.3
2,6,1,2,3,魚肉練製品,532,0.2,528,0.1,557,0.1,502,0.1,517,0.1,597,0.2
2,6,1,2,4,他の魚介加工品,750,0.2,975,0.2,839,0.2,707,0.2,763,0.2,781,0.3
2,5,1,3,0,肉類,7988,2.3,10062,2.3,9166,2.2,8187,2.3,7799,2.1,6970,2.5
2,6,1,3,1,生鮮肉,6502,1.8,8754,2,7355,1.8,6685,1.8,6352,1.7,5607,2
2,6,1,3,2,加工肉,1486,0.4,1308,0.3,1811,0.4,1502,0.4,1446,0.4,1363,0.5
2,5,1,4,0,乳卵類,4071,1.2,5074,1.1,5046,1.2,4182,1.2,3893,1,3433,1.2
2,6,1,4,1,牛乳,1225,0.3,1798,0.4,1730,0.4,1217,0.3,1191,0.3,1008,0.4
2,6,1,4,2,乳製品,2098,0.6,2597,0.6,2481,0.6,2208,0.6,1993,0.5,1699,0.6
2,6,1,4,3,卵,749,0.2,679,0.2,836,0.2,758,0.2,710,0.2,725,0.3
2,5,1,5,0,野菜・海藻,9265,2.6,11779,2.7,11031,2.7,9423,2.6,8294,2.2,8594,3.1
2,6,1,5,1,生鮮野菜,6555,1.9,8658,2,7808,1.9,6728,1.9,6015,1.6,5829,2.1
2,6,1,5,2,乾物・海藻,695,0.2,778,0.2,909,0.2,696,0.2,560,0.1,677,0.2
2,6,1,5,3,大豆加工品,1026,0.3,1152,0.3,1235,0.3,1033,0.3,879,0.2,1009,0.4
2,6,1,5,4,他の野菜・海藻加工品,988,0.3,1192,0.3,1079,0.3,966,0.3,841,0.2,1080,0.4
2,5,1,6,0,果物,2740,0.8,4174,0.9,3757,0.9,2726,0.8,2663,0.7,2302,0.8
2,6,1,6,1,生鮮果物,2421,0.7,3739,0.8,3320,0.8,2419,0.7,2350,0.6,2016,0.7
2,6,1,6,2,果物加工品,319,0.1,435,0.1,437,0.1,307,0.1,313,0.1,286,0.1
2,5,1,7,0,油脂・調味料,3606,1,3875,0.9,4010,1,3683,1,3456,0.9,3332,1.2
2,6,1,7,1,油脂,348,0.1,400,0.1,417,0.1,351,0.1,304,0.1,331,0.1
2,6,1,7,2,調味料,3258,0.9,3475,0.8,3593,0.9,3333,0.9,3152,0.8,3002,1.1
2,5,1,8,0,菓子類,6805,1.9,7859,1.8,7397,1.8,7039,1.9,6834,1.8,5932,2.1
2,5,1,9,0,調理食品,11571,3.3,11316,2.6,12539,3,11646,3.2,12109,3.2,10708,3.8
2,6,1,9,1,主食的調理食品,5199,1.5,4839,1.1,6025,1.5,5326,1.5,5138,1.4,4686,1.7
2,6,1,9,2,他の調理食品,6371,1.8,6477,1.5,6514,1.6,6319,1.7,6971,1.8,6022,2.1
2,5,1,10,0,飲料,5241,1.5,5602,1.3,5999,1.4,5259,1.5,5134,1.4,4924,1.8
2,6,1,10,1,茶類,1278,0.4,1210,0.3,1317,0.3,1332,0.4,1111,0.3,1261,0.4
2,6,1,10,2,コーヒー・ココア,1046,0.3,1219,0.3,1284,0.3,1058,0.3,1050,0.3,908,0.3
2,6,1,10,3,他の飲料,2917,0.8,3174,0.7,3398,0.8,2868,0.8,2974,0.8,2755,1
2,5,1,11,0,酒類,3085,0.9,3838,0.9,3145,0.8,2995,0.8,3300,0.9,3055,1.1
2,5,1,12,0,外食,22031,6.2,27963,6.3,28155,6.8,22437,6.2,26119,6.9,15260,5.4
2,6,1,12,1,一般外食,20637,5.8,26018,5.9,26569,6.4,20784,5.7,24952,6.6,14426,5.1
2,6,1,12,2,学校給食,1393,0.4,1946,0.4,1586,0.4,1653,0.5,1167,0.3,834,0.3
2,4,2,0,0,住居,26641,7.5,9006,2,26682,6.4,25448,7,21539,5.7,34322,12.2
2,5,2,1,0,家賃地代,20097,5.7,7595,1.7,22270,5.4,19259,5.3,18382,4.8,23349,8.3
2,5,2,2,0,設備修繕・維持,6545,1.8,1411,0.3,4412,1.1,6190,1.7,3156,0.8,10974,3.9
2,6,2,2,1,設備材料,1936,0.5,701,0.2,542,0.1,2387,0.7,1632,0.4,1947,0.7
2,6,2,2,2,工事その他のサービス,4608,1.3,710,0.2,3870,0.9,3802,1,1524,0.4,9027,3.2
2,4,3,0,0,光熱・水道,20830,5.9,23866,5.4,21875,5.3,21261,5.9,20204,5.3,19565,7
2,5,3,1,0,電気代,9631,2.7,11206,2.5,10976,2.6,9809,2.7,9321,2.5,8654,3.1
2,5,3,2,0,ガス代,5756,1.6,7165,1.6,5671,1.4,5903,1.6,5605,1.5,5485,2
2,5,3,3,0,他の光熱,209,0.1,72,0,79,0,179,0,189,0,371,0.1
2,5,3,4,0,上下水道料,5235,1.5,5423,1.2,5149,1.2,5370,1.5,5089,1.3,5054,1.8
2,4,4,0,0,家具・家事用品,11294,3.2,11730,2.6,11611,2.8,11434,3.2,13625,3.6,9475,3.4
2,5,4,1,0,家庭用耐久財,3221,0.9,3009,0.7,2238,0.5,3413,0.9,3954,1,2835,1
2,6,4,1,1,家事用耐久財,1777,0.5,1500,0.3,1087,0.3,1993,0.5,1834,0.5,1508,0.5
2,6,4,1,2,冷暖房用器具,826,0.2,1402,0.3,566,0.1,865,0.2,1542,0.4,423,0.2
2,6,4,1,3,一般家具,618,0.2,107,0,585,0.1,556,0.2,579,0.2,905,0.3
2,5,4,2,0,室内装備・装飾品,628,0.2,991,0.2,1219,0.3,532,0.1,836,0.2,444,0.2
2,5,4,3,0,寝具類,973,0.3,788,0.2,760,0.2,1010,0.3,1477,0.4,785,0.3
2,5,4,4,0,家事雑貨,2591,0.7,2862,0.6,2958,0.7,2604,0.7,3250,0.9,1994,0.7
2,5,4,5,0,家事用消耗品,3033,0.9,3801,0.9,2949,0.7,3125,0.9,2934,0.8,2842,1
2,5,4,6,0,家事サービス,849,0.2,279,0.1,1486,0.4,750,0.2,1175,0.3,576,0.2
2,4,5,0,0,被服及び履物,16722,4.7,24636,5.6,22528,5.4,17615,4.9,18120,4.8,10179,3.6
2,5,5,1,0,和服,97,0,-,-,60,0,141,0,153,0,8,0
2,5,5,2,0,洋服,7603,2.1,10858,2.4,10491,2.5,8012,2.2,8609,2.3,4218,1.5
2,6,5,2,1,男子用洋服,2523,0.7,4151,0.9,2649,0.6,2697,0.7,2945,0.8,1653,0.6
2,6,5,2,2,婦人用洋服,4190,1.2,5424,1.2,6610,1.6,4431,1.2,4340,1.1,2208,0.8
2,6,5,2,3,子供用洋服,889,0.3,1284,0.3,1233,0.3,884,0.2,1323,0.3,358,0.1
2,5,5,3,0,シャツ・セーター類,2993,0.8,5207,1.2,4121,1,3061,0.8,3272,0.9,1926,0.7
2,6,5,3,1,男子用シャツ・セーター類,960,0.3,927,0.2,1140,0.3,1066,0.3,879,0.2,692,0.2
2,6,5,3,2,婦人用シャツ・セーター類,1778,0.5,4068,0.9,2656,0.6,1735,0.5,1988,0.5,1113,0.4
2,6,5,3,3,子供用シャツ・セーター類,255,0.1,212,0,326,0.1,260,0.1,405,0.1,121,0
2,5,5,4,0,下着類,1266,0.4,2040,0.5,1558,0.4,1274,0.4,1379,0.4,989,0.4
2,6,5,4,1,男子用下着類,324,0.1,346,0.1,395,0.1,343,0.1,260,0.1,271,0.1
2,6,5,4,2,婦人用下着類,735,0.2,1611,0.4,834,0.2,705,0.2,831,0.2,630,0.2
2,6,5,4,3,子供用下着類,208,0.1,83,0,328,0.1,225,0.1,288,0.1,88,0
2,5,5,5,0,生地・糸類,114,0,50,0,203,0,94,0,138,0,97,0
2,5,5,6,0,他の被服,1169,0.3,1868,0.4,1437,0.3,1236,0.3,1206,0.3,779,0.3
2,5,5,7,0,履物類,2405,0.7,2476,0.6,3414,0.8,2513,0.7,2636,0.7,1505,0.5
2,5,5,8,0,被服関連サービス,1074,0.3,2136,0.5,1245,0.3,1284,0.4,729,0.2,657,0.2
2,4,6,0,0,保健医療,14161,4,14363,3.2,14434,3.5,15397,4.2,16856,4.4,9597,3.4
2,5,6,1,0,医薬品,2110,0.6,3688,0.8,2194,0.5,2027,0.6,2133,0.6,2061,0.7
2,5,6,2,0,健康保持用摂取品,1070,0.3,1013,0.2,1003,0.2,1094,0.3,1019,0.3,1121,0.4
2,5,6,3,0,保健医療用品・器具,2823,0.8,3180,0.7,3072,0.7,2753,0.8,4322,1.1,1867,0.7
2,5,6,4,0,保健医療サービス,8158,2.3,6483,1.5,8165,2,9523,2.6,9383,2.5,4547,1.6
2,4,7,0,0,交通・通信,43335,12.2,45944,10.4,40961,9.9,43106,11.9,60132,15.8,34033,12.1
2,5,7,1,0,交通,12330,3.5,12931,2.9,16579,4,13397,3.7,12712,3.3,7627,2.7
2,5,7,2,0,自動車等関係費,15275,4.3,11109,2.5,11163,2.7,12852,3.5,33474,8.8,11785,4.2
2,6,7,2,1,自動車等購入,3326,0.9,-,-,-,-,402,0.1,19955,5.2,1762,0.6
2,6,7,2,2,自転車購入,657,0.2,571,0.1,367,0.1,735,0.2,1062,0.3,275,0.1
2,6,7,2,3,自動車等維持,11292,3.2,10538,2.4,10796,2.6,11715,3.2,12456,3.3,9749,3.5
2,5,7,3,0,通信,15730,4.4,21905,4.9,13218,3.2,16856,4.7,13946,3.7,14621,5.2
2,4,8,0,0,教育,34420,9.7,55993,12.6,47983,11.6,40071,11.1,29887,7.9,15896,5.7
2,5,8,1,0,授業料等,26504,7.5,51921,11.7,37651,9.1,30150,8.3,24390,6.4,11541,4.1
2,5,8,2,0,教科書・学習参考教材,304,0.1,158,0,262,0.1,386,0.1,360,0.1,125,0
2,5,8,3,0,補習教育,7612,2.2,3914,0.9,10070,2.4,9535,2.6,5138,1.4,4231,1.5
2,4,9,0,0,教養娯楽,39168,11.1,63485,14.3,48374,11.7,40974,11.3,44998,11.8,25054,8.9
2,5,9,1,0,教養娯楽用耐久財,2450,0.7,585,0.1,2056,0.5,2713,0.7,3738,1,1406,0.5
2,5,9,2,0,教養娯楽用品,7601,2.1,13219,3,9398,2.3,7523,2.1,8720,2.3,5905,2.1
2,5,9,3,0,書籍・他の印刷物,3559,1,5145,1.2,4650,1.1,3579,1,3880,1,2633,0.9
2,5,9,4,0,教養娯楽サービス,25557,7.2,44536,10,32270,7.8,27158,7.5,28660,7.5,15110,5.4
2,6,9,4,1,宿泊料,2844,0.8,1635,0.4,3767,0.9,3195,0.9,3728,1,1112,0.4
2,6,9,4,2,パック旅行費,4744,1.3,14061,3.2,4401,1.1,5453,1.5,3886,1,3034,1.1
2,6,9,4,3,月謝類,6353,1.8,9724,2.2,11238,2.7,6928,1.9,7488,2,1876,0.7
2,6,9,4,4,他の教養娯楽サービス,11617,3.3,19115,4.3,12864,3.1,11582,3.2,13557,3.6,9088,3.2
2,4,10,0,0,その他の消費支出,59006,16.7,89698,20.2,77298,18.6,57663,15.9,63589,16.7,46077,16.4
2,5,10,1,0,諸雑費,25071,7.1,26292,5.9,37301,9,23862,6.6,28484,7.5,19886,7.1
2,6,10,1,1,理美容サービス,3535,1,5305,1.2,4815,1.2,3636,1,3414,0.9,2613,0.9
2,6,10,1,2,理美容用品,5486,1.5,6718,1.5,6153,1.5,5876,1.6,5556,1.5,4151,1.5
2,6,10,1,3,身の回り用品,2694,0.8,3794,0.9,4494,1.1,2578,0.7,3380,0.9,1717,0.6
2,6,10,1,4,たばこ,811,0.2,-,-,151,0,730,0.2,658,0.2,1397,0.5
2,6,10,1,5,他の諸雑費,12545,3.5,10474,2.4,21688,5.2,11041,3,15476,4.1,10008,3.6
2,5,10,2,0,こづかい,12399,3.5,26664,6,10101,2.4,14248,3.9,10350,2.7,8499,3
2,5,10,3,0,交際費,18993,5.4,30878,7,25918,6.2,17682,4.9,19069,5,16642,5.9
2,6,10,3,0,食料,4245,1.2,9510,2.1,6535,1.6,3873,1.1,4042,1.1,3460,1.2
2,6,10,3,0,家具・家事用品,235,0.1,163,0,481,0.1,216,0.1,264,0.1,137,0
2,6,10,3,0,被服及び履物,550,0.2,561,0.1,605,0.1,687,0.2,312,0.1,299,0.1
2,6,10,3,0,教養娯楽,1322,0.4,3651,0.8,2501,0.6,1099,0.3,1005,0.3,871,0.3
2,6,10,3,0,他の物品サービス,472,0.1,668,0.2,175,0,433,0.1,649,0.2,496,0.2
2,6,10,3,6,贈与金,6453,1.8,12173,2.7,7010,1.7,5084,1.4,8164,2.1,7422,2.6
2,6,10,3,7,他の交際費,5717,1.6,4154,0.9,8611,2.1,6290,1.7,4634,1.2,3957,1.4
2,5,10,4,0,仕送り金,2543,0.7,5865,1.3,3978,1,1871,0.5,5686,1.5,1051,0.4
2,3,0,0,0,土地家屋購入,546,-,-,-,41,-,78,-,2829,-,-,-
2,3,0,0,0,（再掲）教育関係費,39471,11.2,66756,15.1,52462,12.6,45737,12.6,36562,9.6,18005,6.4
2,3,0,0,0,（再掲）教養娯楽関係費,45410,12.8,72021,16.2,59978,14.4,46800,12.9,50331,13.2,29685,10.6
2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,8996,2.5,18037,4.1,10987,2.6,6954,1.9,13850,3.6,8473,3
2,3,0,0,0,（再掲）経常消費支出,249759,70.6,290005,65.4,284572,68.5,256775,70.8,255093,67.1,210399,75
2,3,0,0,0,（再掲）情報通信関係費,19223,5.4,23045,5.2,16291,3.9,20300,5.6,18266,4.8,18338,6.5
2,3,0,0,0,（再掲）消費支出（除く住居等）　１）,314978,89,416399,93.9,377520,90.9,329635,90.9,324769,85.4,235808,84.1
2,2,0,0,0,その他の実支出,128986,-,267958,-,162997,-,144154,-,132744,-,63090,-
2,3,0,0,0,直接税,62983,-,157163,-,90858,-,71884,-,60845,-,22261,-
2,4,0,0,0,勤労所得税,30105,-,72862,-,44549,-,35840,-,27198,-,7075,-
2,4,0,0,0,個人住民税,25008,-,61003,-,37501,-,27568,-,25147,-,10163,-
2,4,0,0,0,他の税,7870,-,23299,-,8808,-,8476,-,8500,-,5023,-
2,3,0,0,0,社会保険料,65950,-,110727,-,72139,-,72207,-,71800,-,40813,-
2,4,0,0,0,公的年金保険料,39772,-,66743,-,42751,-,44633,-,44300,-,22115,-
2,4,0,0,0,健康保険料,21805,-,36681,-,24947,-,22743,-,22959,-,15828,-
2,4,0,0,0,介護保険料,3155,-,5043,-,3134,-,3525,-,3062,-,2157,-
2,4,0,0,0,他の社会保険料,1219,-,2260,-,1307,-,1305,-,1479,-,713,-
2,3,0,0,0,その他,53,-,68,-,-,-,64,-,100,-,16,-
2,1,0,0,0,実支出以外の支払(繰越金を除く),632215,-,882792,-,760620,-,675778,-,671442,-,428043,-
2,2,0,0,0,預貯金,492206,-,689081,-,594433,-,524130,-,525785,-,333179,-
2,2,0,0,0,保険料,28359,-,31607,-,27411,-,28955,-,25978,-,29438,-
2,3,0,0,0,個人・企業年金保険料,5510,-,4928,-,4686,-,6999,-,5929,-,2015,-
2,3,0,0,0,他の保険料,22849,-,26679,-,22724,-,21957,-,20049,-,27422,-
2,2,0,0,0,有価証券購入,3181,-,4859,-,894,-,2891,-,2990,-,5116,-
2,2,0,0,0,土地家屋借金返済,45358,-,65157,-,60099,-,50115,-,47268,-,24691,-
2,2,0,0,0,他の借金返済,1935,-,1417,-,1056,-,2451,-,1648,-,1306,-
2,2,0,0,0,分割払購入借入金返済,4407,-,23223,-,1589,-,4165,-,5654,-,4064,-
2,2,0,0,0,一括払購入借入金返済,55867,-,60836,-,74684,-,62236,-,61518,-,29614,-
2,2,0,0,0,実支出以外の支払のその他,903,-,6612,-,456,-,836,-,601,-,637,-
2,1,0,0,0,繰越金,64304,-,68146,-,72293,-,62771,-,56436,-,66469,-
0,0,0,0,0,現物総額,-,-,-,-,-,-,-,-,-,-,-,-
0,1,0,0,0,勤め先収入,-,-,-,-,-,-,-,-,-,-,-,-
0,1,0,0,0,その他,-,-,-,-,-,-,-,-,-,-,-,-
0,0,0,0,0,現物総額,-,-,-,-,-,-,-,-,-,-,-,-
0,1,0,0,0,食料,-,-,-,-,-,-,-,-,-,-,-,-
0,1,0,0,0,住居,-,-,-,-,-,-,-,-,-,-,-,-
0,1,0,0,0,光熱・水道,-,-,-,-,-,-,-,-,-,-,-,-
0,1,0,0,0,家具・家事用品,-,-,-,-,-,-,-,-,-,-,-,-
0,1,0,0,0,被服及び履物,-,-,-,-,-,-,-,-,-,-,-,-
0,1,0,0,0,保健医療,-,-,-,-,-,-,-,-,-,-,-,-
0,1,0,0,0,交通・通信,-,-,-,-,-,-,-,-,-,-,-,-
0,1,0,0,0,教育,-,-,-,-,-,-,-,-,-,-,-,-
0,1,0,0,0,教養娯楽,-,-,-,-,-,-,-,-,-,-,-,-
0,1,0,0,0,その他の消費支出,-,-,-,-,-,-,-,-,-,-,-,-
3,0,0,0,0,可処分所得,503418,-,693072,-,601908,-,534187,-,538159,-,347693,-
3,0,0,0,0,黒字,149477,-,249630,-,186718,-,171747,-,158047,-,67327,-
3,1,0,0,0,金融資産純増,142859,-,290700,-,182520,-,155916,-,175334,-,62536,-
3,3,0,0,0,貯蓄純増,139831,-,290781,-,181626,-,153025,-,172344,-,57420,-
3,4,0,0,0,預貯金純増,115168,-,260828,-,161949,-,126778,-,148400,-,33424,-
3,4,0,0,0,保険純増,24664,-,29953,-,19677,-,26247,-,23944,-,23996,-
3,3,0,0,0,有価証券純購入,3028,-,-81,-,894,-,2891,-,2990,-,5116,-
3,1,0,0,0,土地家屋借金純減,45358,-,65157,-,60099,-,50115,-,47268,-,24691,-
3,1,0,0,0,他の借金純減,1634,-,-7865,-,1056,-,2262,-,1648,-,1115,-
3,1,0,0,0,分割払購入借入金純減,538,-,22425,-,-148,-,2464,-,-10249,-,1051,-
3,1,0,0,0,一括払購入借入金純減,-26049,-,-70209,-,-27864,-,-26640,-,-38159,-,-10830,-
3,1,0,0,0,土地家屋純増,546,-,-,-,41,-,78,-,2829,-,-,-
3,1,0,0,0,その他の純増,519,-,6612,-,260,-,386,-,354,-,215,-
3,1,0,0,0,繰越純増,-15927,-,-57189,-,-29246,-,-12834,-,-20978,-,-11450,-
,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成30年,,,,,,,,,,,,,,,,,
第２３表　職能形態別１世帯当たり年平均１か月間の収入と用途別生計支出　―　勤労者世帯　―,,,,,,,,,,,,,,,,,
注）　１）は、「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いたもの。,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）,,,,,,,,,,,,,,,,,
