実数・増減率,年次コード,年次,調査世帯数(世帯）,世帯人員（人）,有業人員（人）,世帯主平均年齢（歳）,実収入（円）,実収入／経常収入（円）,実収入／経常収入／勤め先収入（円）,実収入／経常収入／勤め先収入／世帯主の配偶者の収入（円）,実収入／経常収入／勤め先収入／他の世帯員収入（円）,実収入／経常収入／事業・内職収入（円）,実収入／経常収入／他の経常収入（円）,実収入／経常収入／他の経常収入／社会保障給付（円）,実収入／特別収入（円）,可処分所得（円）,実支出（円）,実支出／生計支出（円）,実支出／生計支出／消費支出（円）,実支出／生計支出／消費支出／食料（円）,実支出／生計支出／消費支出／食料／穀類（円）,実支出／生計支出／消費支出／食料／魚介類（円）,実支出／生計支出／消費支出／食料／肉類（円）,実支出／生計支出／消費支出／食料／乳卵類（円）,実支出／生計支出／消費支出／食料／野菜・海藻（円）,実支出／生計支出／消費支出／食料／果物（円）,実支出／生計支出／消費支出／食料／油脂・調味料（円）,実支出／生計支出／消費支出／食料／菓子類（円）,実支出／生計支出／消費支出／食料／調理食品（円）,実支出／生計支出／消費支出／食料／飲料（円）,実支出／生計支出／消費支出／食料／酒類（円）,実支出／生計支出／消費支出／食料／外食（円）,実支出／生計支出／消費支出／住居（円）,実支出／生計支出／消費支出／住居／家賃地代（円）,実支出／生計支出／消費支出／住居／設備修繕・維持（円）,実支出／生計支出／消費支出／光熱・水道（円）,実支出／生計支出／消費支出／光熱・水道／電気代（円）,実支出／生計支出／消費支出／光熱・水道／ガス代（円）,実支出／生計支出／消費支出／光熱・水道／他の光熱（円）,実支出／生計支出／消費支出／光熱・水道／上下水道料（円）,実支出／生計支出／消費支出／家具・家事用品（円）,実支出／生計支出／消費支出／家具・家事用品／家庭用耐久財（円）,実支出／生計支出／消費支出／家具・家事用品／室内装備・装飾品（円）,実支出／生計支出／消費支出／家具・家事用品／寝具類（円）,実支出／生計支出／消費支出／家具・家事用品／家事雑貨（円）,実支出／生計支出／消費支出／家具・家事用品／家事用消耗品（円）,実支出／生計支出／消費支出／家具・家事用品／家事サービス（円）,実支出／生計支出／消費支出／被服及び履物（円）,実支出／生計支出／消費支出／被服及び履物／和服（円）,実支出／生計支出／消費支出／被服及び履物／洋服（円）,実支出／生計支出／消費支出／被服及び履物／シャツ・セーター類（円）,実支出／生計支出／消費支出／被服及び履物／下着類（円）,実支出／生計支出／消費支出／被服及び履物／生地・糸類（円）,実支出／生計支出／消費支出／被服及び履物／他の被服（円）,実支出／生計支出／消費支出／被服及び履物／履物類（円）,実支出／生計支出／消費支出／被服及び履物／被服関連サービス（円）,実支出／生計支出／消費支出／保健医療（円）,実支出／生計支出／消費支出／保健医療／医薬品（円）,実支出／生計支出／消費支出／保健医療／健康保持用摂取品（円）,実支出／生計支出／消費支出／保健医療／保健医療用品 ・器具（円）,実支出／生計支出／消費支出／保健医療／保健医療サービス（円）,実支出／生計支出／消費支出／交通・通信（円）,実支出／生計支出／消費支出／交通・通信／交通（円）,実支出／生計支出／消費支出／交通・通信／自動車等関係費（円）,実支出／生計支出／消費支出／交通・通信／通信（円）,実支出／生計支出／消費支出／教育（円）,実支出／生計支出／消費支出／教育／授業料等（円）,実支出／生計支出／消費支出／教育／教科書・学習参考教材（円）,実支出／生計支出／消費支出／教育／補習教育（円）,実支出／生計支出／消費支出／教養娯楽（円）,実支出／生計支出／消費支出／教養娯楽／教養娯楽用耐久財（円）,実支出／生計支出／消費支出／教養娯楽／教養娯楽用品（円）,実支出／生計支出／消費支出／教養娯楽／書籍・他の印刷物（円）,実支出／生計支出／消費支出／教養娯楽／教養娯楽サービス（円）,実支出／生計支出／消費支出／その他の消費支出（円）,実支出／生計支出／消費支出／その他の消費支出／諸雑費（円）,実支出／生計支出／消費支出／その他の消費支出／こづかい（円）,実支出／生計支出／消費支出／その他の消費支出／交際費（円）,実支出／生計支出／消費支出／その他の消費支出／仕送り金（円）,実支出／生計支出／土地家屋購入（円）,実支出／その他の実支出（円）,平均消費性向（％）,エンゲル係数（％）
meimoku,nen,対前年（同月）名目増加率_平成29年,-,-,-,-,-6.6,-4.7,-30,-34.3,-27.2,-15.5,-1.3,2.1,-48.3,-8.6,1.9,1.7,1.7,0.7,1.2,-5.6,2.1,7.9,-0.8,3.7,2,0.7,-1.3,-1.8,14.6,0.3,-5.2,-9.4,-2.9,1.9,1.6,-0.9,47.2,2.6,-2.8,-3.5,-16.4,29.9,-5.5,-2.9,-6.7,-6.3,-94.7,2.8,-6.9,-4.3,93.2,-4.4,2.8,-15.2,10.8,-1.9,-18.7,31.4,17.3,14.5,-6.1,27.5,15.6,-14.7,-26.9,-95.7,30.9,-0.3,-7.6,-1.4,-1.1,0.7,1.4,-10.8,-18,23.6,-24.5,-,4.1,,
meimoku,nen,対前年（同月）名目増加率_平成30年,-,-,-,-,22,20.7,76.9,65.2,83.8,-40.9,19.8,18,75.2,24.9,6,5.7,4.8,2.8,5,-0.3,6,-7.1,5,2.4,2.1,8.4,1.8,9.5,-19,8.4,8.5,13.2,6.1,5.4,7.5,3.2,-13.3,5.9,14.4,32.1,28.4,-26.8,7,8.4,9.2,-3.3,513.6,-8.8,-9.3,-2.1,-13.5,-0.3,-9.9,31.6,3.4,7.6,20.5,-0.7,0.7,11.6,13.3,25.6,-4,128.8,231.6,700,-34.4,3.7,25.7,15.4,-3.6,0.9,2.6,23,-2.4,-10.6,-25.6,...,8.4,,
meimoku,tuki,対前年（同月）名目増加率_平成30年 1月,-,-,-,-,85.8,91.9,97.2,264.6,39.2,66.5,102,139,44.4,173.7,2,0.9,0.9,5.9,8.5,2.3,17.8,3.1,15.5,-15.3,0.6,8.3,11.1,3,53.5,-14.1,-46.6,-24,-62.5,12.3,18.7,9.7,5.3,4.1,36.1,119,7.9,-14.7,-4.5,12.6,104.4,-41.4,-94.4,-54.6,-52.2,-38.7,-15.3,-2.1,-8.1,-1.7,-12.4,16,-13.9,-28.5,-16.1,12,19.5,-1.2,21.6,143.8,-20.8,-,...,17.8,279.1,-22.8,-1.3,26.1,0,10.9,-38.7,0.8,-7.5,-,19.9,,
meimoku,tuki,対前年（同月）名目増加率_平成30年 2月,-,-,-,-,9.2,8.7,66,-3.2,119.3,-51.3,9.2,9,58.4,11.2,6.1,7.9,7.9,4.6,4.9,9.3,11.9,-10.5,9.6,0.8,4.2,9.8,15,-2.8,8.1,-13.7,-21.6,-25.9,-17,14.4,15.1,20.8,10.9,3.9,-1.9,1.4,27.6,-9.9,-11.6,2.8,-2.7,-21.2,-,-35.9,-16.7,18.5,-36.2,-42.5,-36.5,177.5,24.9,23.4,41.5,52.8,11.8,59.2,-6.4,183.7,2.3,97.4,-67.1,-,...,-7.3,27.7,31.6,1,-19.9,3.6,11.3,-20,2,90.2,-,-3.3,,
meimoku,tuki,対前年（同月）名目増加率_平成30年 3月,-,-,-,-,19.2,7,31.8,-15.3,70.2,-30.1,-11.8,-39.7,101.5,35.7,6.6,7.4,7.4,3.7,4.7,-2.5,6.3,-8.7,6,-0.4,-6.7,10.5,18,1.2,10.3,-3.7,125.8,6.2,218.2,16.3,16.5,14.4,-40.7,33,-11.9,-38.8,-55.2,-86.3,13,14.4,343.4,-25.9,...,-32.3,-45,0.5,-11,25.1,-40.6,68.1,6.7,36.6,-3.2,-59.3,13.8,1.7,-9.1,11.4,-5.4,-100,-100,-,-,12,38.9,20.6,-11.5,14.1,-10.3,27.7,-33.8,-32,43.7,-,-10,,
meimoku,tuki,対前年（同月）名目増加率_平成30年 4月,-,-,-,-,10.9,10.6,17.6,-21.2,39.3,-45,11.8,11,26,11.7,15.7,17.3,17.3,0.3,2.8,-7,4.9,-9.2,4,-6.3,-3.7,6.1,-0.2,10.1,-24.6,8.6,10.7,-21.4,58.4,3.2,8.1,2.9,-67.7,-1.9,32.5,181.3,-11,-20.4,30.4,13.3,-32.4,-13.9,-,-14,-20.7,3.8,-52.4,-14.8,-10.6,-9.6,45.7,16,141.6,-29.8,68.8,94.7,34.6,255.4,-2,361.1,-100,...,-,18.7,35.4,42.2,-16.2,20.3,15.6,44.5,-31.8,3.3,80.1,-,2.1,,
meimoku,tuki,対前年（同月）名目増加率_平成30年 5月,-,-,-,-,69.2,74.6,99.6,3.9,192.1,12.9,65,50,49.2,539.1,-2.6,-1.6,-1.6,0.9,2.7,-4,4.6,-4.5,0.8,-6.5,-0.6,10.7,2.7,3.2,-40.3,19.1,47.4,73.2,29.6,3.8,-1.3,-3.1,-69.5,25,49.9,195.6,33.9,24.6,34.9,9.3,24.7,0.7,-,9.8,19.6,-22.8,-37.3,12.4,-2.5,-14.5,-23.6,8.4,79.8,15.8,-39.9,-3.9,10.2,2.4,-15.8,-100,-100,-,-100,-6.5,-83.8,8.1,-20.8,5.2,-8.9,38.8,-28.6,-36.5,-28.8,-,-10.5,,
meimoku,tuki,対前年（同月）名目増加率_平成30年 6月,-,-,-,-,15.7,15.7,131.8,26.4,225.5,-45.2,12.9,12.1,12.5,22.8,6.8,11.4,11.4,0.4,3.7,4.1,4.7,-8.1,0,6.6,-0.5,12.4,-0.2,3.2,-27.9,0.1,36,79.8,10.4,-0.7,6.9,0.2,-18.2,-12,-6.5,-56.9,230.2,142.6,10.9,11.9,39.6,13.4,858.5,-24.2,25.9,-0.1,69.5,25.3,6.1,123.3,23.7,-1.3,25.6,111.9,21.1,83.7,92.7,222.9,-19.2,745.3,...,-100,-100,-2.9,65.5,14.5,-9.1,-11.1,0.5,21.1,-20.8,-8.6,-62.6,-,-10,,
meimoku,tuki,対前年（同月）名目増加率_平成30年 7月,-,-,-,-,41.7,42.5,117.9,89.3,140.9,-48.1,26.1,15.2,34.4,62.4,12.6,10.8,4.7,4.5,8.8,4.7,6.3,-6.9,9,20.8,-1.1,19.5,-4.4,5.8,-25.7,10.8,-44.4,-15.3,-61,2.4,4.5,4.2,-82.4,-1.2,28.4,47.3,51.5,3.7,21.2,-4.3,10.5,12.3,...,-13.8,13.6,70.2,59.1,36.9,-13.5,26.1,72.7,-4.2,61.4,111.7,101.4,-2.1,13.8,3.5,-13.7,-65.5,42.9,-,-100,-11.1,-64.7,11.1,0.7,-14.5,20.3,35.2,-22.9,26.6,-94.2,...,33.4,,
meimoku,tuki,対前年（同月）名目増加率_平成30年 8月,-,-,-,-,27,25.9,111.6,288.2,70.9,-55.1,26.6,25.5,114.7,26.8,12.7,10.7,5.7,3.2,9.5,-3.2,11.6,-5.5,16.1,6.1,10.8,11.5,-9.6,11.8,-25.9,4.5,91,46.5,139.3,15.5,22.8,-0.2,738.5,10.9,41.5,190.3,-36.1,4.9,-16.6,3.3,-32.5,52,...,247.3,41.7,14.3,7.8,-17.4,-19,72.8,-19.6,8.5,-35.7,-40.4,-20.4,-33.2,-10.5,-59.3,-0.4,...,...,-,-,26.9,-0.5,15.8,0.9,40.7,-9.8,12.3,-1.4,-21.9,-78.9,...,28.7,,
meimoku,tuki,対前年（同月）名目増加率_平成30年 9月,-,-,-,-,26.8,30.2,71.8,599,18.6,-38.5,29.5,-20.9,-5.2,45.9,-9.2,-9.4,-9.4,3.4,-0.2,5,11.3,-10.4,6,13.1,19.4,-5.8,0.3,22.1,-32.7,7.6,-63.3,27.8,-74.4,9.9,18.9,-9.4,282.4,4.4,67.9,229.8,-42.2,-49.4,50.6,11.7,0,24.2,...,67.6,-3.7,40.7,-41.9,-11.2,-1.2,79.5,-30.9,-3.1,9.6,-5.3,-47.4,-26.1,-11.6,-45.9,-3.3,161.3,...,-,-70.8,4.6,217.3,14.5,-0.6,0.7,14.6,41.6,79.4,-16.3,-77.3,-,-3.8,,
meimoku,tuki,対前年（同月）名目増加率_平成30年10月,-,-,-,-,31.8,32.5,93.8,184.4,38.5,-58.9,33.3,32.2,-16.8,30.9,11.9,8,8,9.8,16.9,4.9,1.7,-5.7,15.6,10.3,9.8,4.6,-0.3,27.7,-25.5,42.3,106,70.1,126,9.4,4.8,1.4,5.9,24.1,0.1,-0.3,39.8,-14.5,-11.4,19.8,-28.2,0.2,-72.7,-14.6,35.8,9.8,-49.5,-12.8,-1.1,36.1,-3.3,-6.5,-1,4.9,-4.3,-5.5,23.8,-15.9,-11.2,500,...,-,-58.6,-3.4,1.1,48.5,18,-17.4,-10.3,21.1,52.5,-39.9,-37.1,-,37.8,,
meimoku,tuki,対前年（同月）名目増加率_平成30年11月,-,-,-,-,82.1,30.2,20.9,59.6,3.7,-55,255.4,288.6,890.4,109.9,7.8,7.7,7.7,2.9,6.1,0.8,-3.2,-11.3,-3.6,7.3,-1.5,3.1,3.3,21,-20.9,24.9,30.8,-17.3,50.8,-9.3,-4.8,-12.1,-9.3,-14.6,-29.3,-50.2,-41.6,-45.2,0.4,2.9,-14.4,9.8,-88.4,25,-6.5,-37,18.7,28.6,16.6,36.8,5.5,-11.2,-7.9,-40.9,30.1,10.7,10,29.2,-0.7,-32.1,...,...,-86.2,8.6,50.5,22.5,7.6,3.3,19.8,7.8,72,23.3,-8.9,-,9.9,,
meimoku,tuki,対前年（同月）名目増加率_平成30年12月,-,-,-,-,19.6,19.2,131.4,110.7,148.1,-56.9,17.9,16.6,42.3,19.5,3.8,1.7,1.7,-2.8,-4,-8.6,-1.8,-6.3,-11.6,-3.3,-1.1,10.9,-4.4,12.4,-19.5,18.6,57.4,5.7,87.9,-14.6,-23.1,-11.5,-30.2,2.5,7.6,-9.9,168.7,1.1,-4.9,7.7,-6,-4,...,-14.1,-42,-14.2,206.9,-1.6,2.3,2.5,-15.2,12.8,24.5,34.6,-30.5,1.4,19.3,-14.4,8,136.3,...,-,-87.5,-2.5,289.8,0.9,-6.4,-15.9,5.4,4.9,87.1,-7.8,44.2,-,20.2,,
jissitu,nen,対前年（同月）実質増加率_平成19年,-,-,-,-,0.8,0,40.9,23.9,54.7,13.1,-4.1,-5.1,28,-2,-,-,1.3,1.5,0,1.5,0.5,1.3,1.6,-5.1,3.3,2.1,-6.2,0.1,-2,14.8,-10.8,-6.6,-15,-1,2.1,-5.9,-30.6,3.6,-9.2,0.2,-40.6,-39.2,-0.6,1.5,10.4,19.7,220.5,23.4,6.9,9.4,-,23,22.5,15.2,10.2,-3.4,20.4,11.4,10.7,-12.1,-7.6,-26.5,2.3,-57.8,-61,186,-47.7,11.1,17.5,22.2,-4,11.9,-,21.4,-,-,-,-,-,,
jissitu,nen,対前年（同月）実質増加率_平成20年,-,-,-,-,-15.7,-15.7,-50.5,-39,-58.1,-17.2,-11.1,-9.9,-15.8,-16.1,-,-,-7.2,-4.3,-3.9,-1.9,7.4,-6.4,-1,9.8,-6.6,-3.1,-2.4,-4.3,-7.2,-20.3,-19.2,-28.7,-9.4,0,-0.1,3.1,-20,-1.2,4.3,35,-51.3,4.6,-1,-4.4,-11,-21.8,-79.2,-22.9,-16.9,-8.9,-,-17.5,-26.7,-13.1,-12.8,10.4,20.2,-27.4,-17,-1.4,-5.9,1.5,0.4,-4,15.1,-20.8,-83.7,-5.6,18.1,-7.6,-0.1,-8.2,-,-12.9,-,-,-,-,-,,
jissitu,nen,対前年（同月）実質増加率_平成21年,-,-,-,-,19.9,19.2,27.8,30.8,25.1,28.4,18.2,18.3,39.5,22.9,-,-,7.6,3,3.2,-2.5,-6,0.6,-3,1.2,3.3,4.3,1.7,9.3,16.6,20.8,29,8.7,45.9,-0.6,-1.6,0.3,13.5,-0.7,6.9,9.2,72,9.8,-9,4.1,9,2.5,66.4,-1.3,-0.4,-1.4,-,9.4,15.4,3.2,4.7,26.5,-10.1,18.8,0.3,18.8,13.7,36,6.2,-73.7,-75.8,-59.2,-27.2,3.1,45.3,2.8,4.2,-0.5,-,27.1,-,-,-,-,-,,
jissitu,nen,対前年（同月）実質増加率_平成22年,-,-,-,-,-6.5,-5.6,28.8,-3.6,60.5,-31.4,-7.2,-7.1,-28.2,-8.5,-,-,-3,-2,0.7,-3.4,3.4,0.7,-1.8,-4.2,-3.5,3.3,3.9,-2.4,-14.5,-10,-8.5,-1.8,-12,3.7,7.2,1.2,14.7,-0.2,-3,-4.9,20.1,-42.7,2.7,0.5,2.7,-9.8,-51.5,-4.9,-9.4,-2.9,-,-12.5,-9.5,-21,-6.8,14.5,-11,-13.9,-10,1.9,-14.4,14.5,1.7,426.1,393.2,157.9,-,4.9,77.4,-2.4,-1.4,1,-,-21.3,-,-,-,-,-,,
jissitu,nen,対前年（同月）実質増加率_平成23年,-,-,-,-,0.8,1.2,-13.8,8.1,-26.7,23.9,2.1,2.7,-12.5,2,-,-,-0.9,3.3,0.2,0.8,4.9,-3.7,5.5,4.4,7.7,-2,2.6,10.9,6.4,6.3,-10.4,-3.9,-14.4,-9.4,-10.7,-10.1,0.5,-8,13.2,24.1,0.7,61.1,10,7.6,-4.5,3.4,-18.4,6.7,-1.6,1.7,-,7.7,-5.5,9.2,4.5,8.5,17.1,2.9,2,-10.4,-1.3,-24.3,1.3,-7,2,-59.6,-35.8,-3.5,-12.6,7.5,-7.8,-4,-,0.3,-,-,-,-,-,,
jissitu,nen,対前年（同月）実質増加率_平成24年,-,-,-,-,-2,-2.1,19.4,11.2,26.5,-4.9,-4,-3.7,2,-1.6,-,-,4,2.7,-0.3,0.7,-0.3,10.2,-1.7,-1.6,4.4,1.6,9.8,10.6,8.8,1.7,24.5,5.3,39.8,5.6,0.5,13.6,15.3,4.2,1.9,-7.3,6.8,3.1,6.6,15.2,9,5.2,16.9,0.7,2.1,28,-,17.6,1,-0.6,4.6,3.8,10.2,5.7,4,11,2.7,27.1,0.6,82.7,61.3,115.3,219.4,-4.6,-5.2,-4.7,1.7,-6.2,-,6.6,-,-,-,-,-,,
jissitu,nen,対前年（同月）実質増加率_平成25年,-,-,-,-,1.4,-0.1,0.2,-32.6,25.2,10.9,-0.5,0,51.8,-0.7,-,-,2.8,-0.4,-2.2,-0.9,2.2,1.8,0.2,1.5,-0.7,-1.9,-7.5,-0.5,15.1,1.3,10.2,1.3,15,-1.6,2.5,-7.2,-25.2,2.5,9.7,44.2,-5.9,53,-17.9,-5.6,-4.6,-0.5,75.2,-6.3,14.9,-14.5,-,-8.2,28.8,-22.8,1.8,-0.1,8.3,23.1,-2.5,1.1,-0.5,4.7,-3.2,-64.8,-68.9,-28,-53.6,6.1,2.5,-0.8,-5.9,10.8,-,14,-,-,-,-,-,,
jissitu,nen,対前年（同月）実質増加率_平成26年,-,-,-,-,-7.1,-5.5,-5.9,-40.8,8.4,16,-6.5,-8.5,-43,-6.7,-,-,-6.9,-2,-0.7,-10.1,3.3,2.4,-1.7,-7.2,3.4,-0.5,4.3,-2.2,-5.8,-6.7,-18.5,-27.1,-15.3,-6.1,-9.8,-0.6,13.6,-7.2,-4.9,-15.3,2,-25,4,4.4,14.2,-8.4,23.1,-7.7,-15,-12.1,-,4.5,-11.6,7.5,-4,4.7,-2.7,-13.6,-4.8,0,0.1,-2.3,3.7,-39.6,-50.2,-22.3,-17.7,-3.5,-16.1,14,5.7,-7.9,-,-9.6,-,-,-,-,-,,
jissitu,nen,対前年（同月）実質増加率_平成27年,-,-,-,-,-2.5,-2.4,-2.1,84.1,-21.4,19,-3.6,-2.4,-7.7,-4.7,-,-,1.7,0.5,1.2,1.5,-0.5,5.4,2.3,2.7,-1.5,-2.6,1.8,2,-7.6,-2.1,4.4,46.6,-14.5,3.2,4.4,1.3,-21.3,7.5,-4,-5.8,-34.2,-17,6,-0.2,9.6,8.4,20.8,24.9,8,3.6,-,-12.1,-8.7,-5.8,-3.8,-6.8,-1,-25.2,0.9,7.2,2.2,8.4,11,338.1,641.2,-23.1,-27,-0.1,-19.9,-5.9,-9.3,5.9,-,-11.7,-,-,-,-,-,,
jissitu,nen,対前年（同月）実質増加率_平成28年,-,-,-,-,-1,-2.9,-10.6,2.4,-17.5,-2.8,-2,-4,75.4,2.7,-,-,-9.1,-1.5,-5.5,0.3,0.1,-2.5,-4.1,-8.1,0,-1.4,7.6,2.5,2.4,-8.2,-5.1,-20.7,6.6,-3.3,-1.4,-1.8,-6.5,-7.8,-6.4,-7.8,0.6,-8.1,-8.7,3.2,-19.4,-10.3,102,-26.5,-4.7,-10.8,-,-8,7.1,-3.7,-16.1,-6.7,-9.9,-2.3,-21.9,-21.2,-19.1,-32.7,-7.9,-80.1,-84.6,9.1,-27.1,-14.7,-3.1,-15.3,-3.9,-17.6,-,-1.7,-,-,-,-,-,,
jissitu,nen,対前年（同月）実質増加率_平成29年,-,-,-,-,-6.8,-4.9,-30.1,-34.4,-27.3,-15.7,-1.5,1.9,-48.4,-8.8,-,-,1.5,0.3,0.3,-9.6,0.5,9,0.7,5.1,2.8,0.1,-1.6,-1.7,12.4,0.1,-5,-9,-3,0.5,-1.4,-0.7,29.2,2.6,-2.7,-3.8,-17.1,26.2,-6.2,-0.3,-6.5,-6.8,-94.7,2.6,-7.3,-5,-,-5.5,2.1,-15.5,10,-0.6,-17.6,30.9,15.5,15.1,-5.9,24.9,20.2,-15,-27,-95.7,29.9,-0.8,-4.3,-0.9,-1.6,-0.3,-,-10.7,-,-,-,-,-,,
jissitu,nen,対前年（同月）実質増加率_平成30年,-,-,-,-,20.6,19.3,74.8,63.2,81.6,-41.6,18.4,16.6,73.1,23.4,-,-,3.6,1.3,3.7,-4.4,4.7,-7.7,1.4,-1.2,2.5,8.4,0.7,10.1,-18.8,7.5,8.5,13.1,6.4,1.2,1.4,-1.2,-23.2,5.9,15,33.6,29.8,-26.4,6.3,9.1,9.2,-3.8,531.3,-9,-12.1,-4.6,-,0,-7.5,30.3,1.6,7.4,20.3,-1.3,-1.9,11,13.2,22.7,-2.5,127.7,229.6,699.2,-34.6,2.4,27.6,14.8,-4.6,-0.9,-,22.4,-,-,-,-,-,,
jissitu,tuki,対前年（同月）実質増加率_平成30年 1月,-,-,-,-,82.7,88.7,93.9,258.5,36.9,63.7,98.6,135,42,169.1,-,-,-0.8,2.6,7.3,-2.2,15.6,3.9,-1.5,-20,1.6,6.4,10.9,3.4,50.8,-14.4,-46.5,-23.9,-62.5,6.7,10.5,3.1,-1.2,4.1,34.9,113.2,5,-15,-5.3,14.4,104.4,-42,-94.3,-55.2,-53.7,-41.1,-,-3,-5.3,-2.1,-14.1,15.4,-14.3,-28.9,-18.5,11.6,19.3,-3.1,23.5,143.6,-20.6,-,-,17,279.1,-22.9,-2.4,25,-,10.8,-,-,-,-,-,,
jissitu,tuki,対前年（同月）実質増加率_平成30年 2月,-,-,-,-,7.3,6.8,63.1,-4.9,115.4,-52.2,7.3,7.1,55.6,9.2,-,-,6,1.5,3.1,4,10.1,-8.8,-5.8,-4.6,5.6,8.2,13.9,-2.1,6,-14,-21.4,-25.8,-16.8,9.4,8,14.7,1.6,3.9,-3.1,-1.2,26.6,-11.8,-13.2,3.9,-2.7,-20.6,-,-34.9,-17.7,14.7,-,-42.8,-33.9,176.4,22.3,21.8,39.7,51.9,8.8,57.6,-6.2,176.5,2.2,97.2,-67,-,-,-9,28.2,31.2,0,-21.9,-,10.7,-,-,-,-,-,,
jissitu,tuki,対前年（同月）実質増加率_平成30年 3月,-,-,-,-,17.7,5.6,30.1,-16.4,68,-31,-12.9,-40.5,98.9,34,-,-,6,1.9,2.9,-7.7,5.1,-7.7,-0.2,-3.7,-6.2,10.2,16.3,2.3,8.8,-4.3,126.9,6.2,222.4,11.7,9.8,9.7,-46.4,33,-12.2,-39.2,-55.4,-86.1,10.6,16,343.4,-25.8,-,-31.8,-46.5,-2.4,-,25.2,-38.4,67.1,4.5,35,-4.3,-59.5,10.7,0.1,-9.3,9.2,-7.8,-100,-100,-,-,11,39.7,21.3,-12.5,12.6,-,27.2,-,-,-,-,-,,
jissitu,tuki,対前年（同月）実質増加率_平成30年 4月,-,-,-,-,10.2,9.9,16.9,-21.7,38.5,-45.3,11.1,10.3,25.2,11,-,-,16.6,0,1.6,-11,6,-10.5,7.8,-8.7,-2.7,6.2,-1.3,11.7,-25.5,8,10.8,-21.5,59.4,-0.5,2.5,-1,-71,-1.9,32.5,181,-9.8,-19.4,27.8,14.9,-32.4,-14.1,-,-13.9,-23.2,1,-,-14.4,-6.8,-10.3,42.4,15.1,139.7,-29.3,62.9,93.3,34.1,249.1,-1.5,360.2,-100,-,-,18.2,41.9,42.8,-17.2,19.2,-,44.1,-,-,-,-,-,,
jissitu,tuki,対前年（同月）実質増加率_平成30年 5月,-,-,-,-,68.4,73.7,98.6,3.4,190.6,12.3,64.2,49.3,48.5,535.9,-,-,-2.1,0.6,1.6,-6.9,3.9,-5.1,4.2,-9,0.1,11.7,1.9,4.8,-41.1,18.3,47.5,73.2,30.1,0.6,-5.6,-6.3,-72.7,25,52.6,210.2,32.6,26.6,33.8,11.8,24.7,0.4,-,9.9,15.8,-25.1,-,12.2,1.6,-15.2,-25.2,8.8,80.5,16,-42,-4.5,10.2,0.2,-15.1,-100,-100,-,-100,-6.7,-83.3,8.3,-21.7,4.7,-,38.5,-,-,-,-,-,,
jissitu,tuki,対前年（同月）実質増加率_平成30年 6月,-,-,-,-,14.8,14.8,130,25.4,222.9,-45.6,12,11.2,11.6,21.8,-,-,10.5,0,3.4,-1.4,2.9,-9.1,2.4,7.4,1.1,13,-0.8,3.9,-26.3,-0.7,36.1,79.6,10.8,-3.8,2.4,-3.3,-28.5,-12,-6.2,-56.6,237.6,142.8,9.9,12.6,39.6,13.4,883.1,-24.4,22.1,-1.8,-,27,11.8,121.3,20.9,-1.2,25.7,109.6,16.9,83.2,92.1,212.9,-16.4,738.6,-,-100,-100,-4.3,66.7,14.7,-10,-13,-,20.3,-,-,-,-,-,,
jissitu,tuki,対前年（同月）実質増加率_平成30年 7月,-,-,-,-,40.2,40.9,115.5,87.2,138.3,-48.7,24.7,13.9,32.9,60.6,-,-,3.6,3.1,8.2,-0.7,5.1,-8.6,5.6,14.4,0.2,19.3,-5.3,6.4,-24.4,9.7,-44.5,-15.4,-61,-0.8,0.1,0.7,-84.8,-1.2,29.2,49.7,54.3,3.6,20.8,-4.2,10.5,11.1,-,-14.7,7.3,66.5,-,37.6,-9.4,25,68.7,-4.3,61.2,109.6,94.4,-2.3,13.6,0.4,-10.8,-65.8,41.5,-,-100,-11.9,-64.1,10.9,-0.3,-15.6,-,34.5,-,-,-,-,-,,
jissitu,tuki,対前年（同月）実質増加率_平成30年 8月,-,-,-,-,25.2,24.2,108.7,282.8,68.5,-55.7,24.9,23.8,111.7,25,-,-,4.2,0.9,8.2,-9.1,9,-7.3,5,5.8,11.6,11.9,-10.8,11.5,-24.6,3.6,91,46.4,139.8,11.9,17.4,-3.5,616.1,10.9,43.5,201.8,-35.3,4.2,-16.7,4.1,-32.5,51.1,-,244.9,36.9,12.3,-,-16.7,-16.6,71.3,-20.6,8.5,-35.7,-41.1,-21.9,-33.7,-10.9,-60.5,1.3,-,-,-,-,24.3,2.5,15.6,-0.2,36.5,-,12.1,-,-,-,-,-,,
jissitu,tuki,対前年（同月）実質増加率_平成30年 9月,-,-,-,-,25,28.4,69.4,589.3,17,-39.3,27.7,-22,-6.5,43.9,-,-,-10.7,1.3,-1.9,1.2,9.5,-12.1,-1.7,6.9,18.7,-5.3,-0.9,22.1,-31.8,6.5,-63.3,27.5,-74.4,6.1,13,-12.6,228.2,4.4,69.8,240.4,-40.8,-48.7,49.9,11.8,0,22,-,64.6,-7.8,36.6,-,-11.5,0.1,77.9,-31.7,-2.4,10.4,-5.9,-48.4,-26.6,-11.8,-47.5,-1.6,159.2,-,-,-70.9,3.2,220.8,13,-1.8,-0.9,-,40.8,-,-,-,-,-,,
