項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
1,3,0,0,0,個人・企業年金保険金,3436,-,-4.3,9522,-,5313,-,1666,-,686,-,1783,-,2845,-,2397,-
1,3,0,0,0,他の保険金,260,-,-78,-,-,-,-,-,-,216,-,438,-,1096,-,109,-
1,2,0,0,0,有価証券売却,153,-,282.5,-,-,-,-,-,-,-,-,-,-,-,-,1093,-
1,2,0,0,0,土地家屋借入金,-,-,-100,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,301,-,198,-,-,835,-,-,-,-,-,66,-,1161,-,33,-
1,2,0,0,0,分割払購入借入金,3869,-,-5.1,528,-,862,-,3988,-,1803,-,3486,-,2240,-,14443,-
1,2,0,0,0,一括払購入借入金,81917,-,9.1,50215,-,42044,-,61895,-,72783,-,87757,-,121083,-,138187,-
1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,383,-,45.6,32,-,471,-,323,-,165,-,147,-,1008,-,546,-
1,1,0,0,0,繰入金,80231,-,-2.9,78940,-,66990,-,86654,-,83762,-,74155,-,80771,-,89117,-
2,0,0,0,0,支払,1179992,-,4.7,529451,-,674416,-,892464,-,1037111,-,1233848,-,1501398,-,2399012,-
2,1,0,0,0,実支出,483473,-,0.1,275820,-,282360,-,375208,-,428884,-,512312,-,622225,-,887432,-
2,2,0,0,0,生計支出,354487,-,-4.3,256705,-,248940,-,311386,-,334538,-,379931,-,441821,-,506764,-
2,3,0,0,0,消費支出,353941,100,-2.9,256705,100,248940,100,311351,100,334538,100,379931,100,438570,100,506523,100
2,4,1,0,0,食料,88365,25,0.3,78415,30.5,68592,27.6,83273,26.7,85910,25.7,89975,23.7,97173,22.2,115682,22.8
2,5,1,1,0,穀類,6836,1.9,1,6707,2.6,6116,2.5,7017,2.3,6696,2,6558,1.7,7158,1.6,7603,1.5
2,6,1,1,1,米類,1790,0.5,-3.5,1873,0.7,1691,0.7,1828,0.6,1758,0.5,1656,0.4,1863,0.4,1880,0.4
2,6,1,1,2,パン,3135,0.9,3.4,2877,1.1,2712,1.1,3242,1,3050,0.9,3009,0.8,3338,0.8,3699,0.7
2,6,1,1,3,麺類,1398,0.4,1.7,1381,0.5,1218,0.5,1471,0.5,1421,0.4,1424,0.4,1425,0.3,1451,0.3
2,6,1,1,4,他の穀類,513,0.1,1.4,576,0.2,495,0.2,476,0.2,468,0.1,469,0.1,532,0.1,573,0.1
2,5,1,2,0,魚介類,5127,1.4,-3.2,5811,2.3,5001,2,4437,1.4,4728,1.4,4715,1.2,5074,1.2,6140,1.2
2,6,1,2,1,生鮮魚介,2979,0.8,-3,3262,1.3,2811,1.1,2429,0.8,2794,0.8,2863,0.8,2929,0.7,3780,0.7
2,6,1,2,2,塩干魚介,866,0.2,-8,1055,0.4,810,0.3,719,0.2,817,0.2,790,0.2,881,0.2,980,0.2
2,6,1,2,3,魚肉練製品,532,0.2,3.1,644,0.3,569,0.2,518,0.2,477,0.1,442,0.1,473,0.1,608,0.1
2,6,1,2,4,他の魚介加工品,750,0.2,-2.5,851,0.3,811,0.3,770,0.2,640,0.2,620,0.2,791,0.2,772,0.2
2,5,1,3,0,肉類,7988,2.3,-1.2,7152,2.8,6291,2.5,7147,2.3,8170,2.4,7834,2.1,9071,2.1,10236,2
2,6,1,3,1,生鮮肉,6502,1.8,-0.6,5743,2.2,5085,2,5735,1.8,6682,2,6382,1.7,7370,1.7,8505,1.7
2,6,1,3,2,加工肉,1486,0.4,-3.7,1408,0.5,1206,0.5,1412,0.5,1488,0.4,1452,0.4,1701,0.4,1731,0.3
2,5,1,4,0,乳卵類,4071,1.2,-1.8,3772,1.5,3251,1.3,3957,1.3,4201,1.3,4004,1.1,4483,1,4820,1
2,6,1,4,1,牛乳,1225,0.3,-5.2,1062,0.4,854,0.3,1134,0.4,1256,0.4,1268,0.3,1418,0.3,1577,0.3
2,6,1,4,2,乳製品,2098,0.6,0.8,1952,0.8,1743,0.7,2096,0.7,2169,0.6,1992,0.5,2293,0.5,2435,0.5
2,6,1,4,3,卵,749,0.2,-3,757,0.3,654,0.3,726,0.2,776,0.2,743,0.2,773,0.2,808,0.2
2,5,1,5,0,野菜・海藻,9265,2.6,1.2,10420,4.1,8263,3.3,8595,2.8,8686,2.6,9129,2.4,9614,2.2,10205,2
2,6,1,5,1,生鮮野菜,6555,1.9,0.8,7295,2.8,5730,2.3,6090,2,6186,1.8,6495,1.7,6816,1.6,7305,1.4
2,6,1,5,2,乾物・海藻,695,0.2,6.3,805,0.3,585,0.2,695,0.2,647,0.2,656,0.2,734,0.2,756,0.1
2,6,1,5,3,大豆加工品,1026,0.3,0.4,1138,0.4,1016,0.4,928,0.3,987,0.3,967,0.3,1057,0.2,1101,0.2
2,6,1,5,4,他の野菜・海藻加工品,988,0.3,1.1,1181,0.5,932,0.4,882,0.3,867,0.3,1011,0.3,1007,0.2,1044,0.2
2,5,1,6,0,果物,2740,0.8,1,3199,1.2,2363,0.9,2424,0.8,2318,0.7,2576,0.7,3175,0.7,3143,0.6
2,6,1,6,1,生鮮果物,2421,0.7,0.5,2824,1.1,2155,0.9,2140,0.7,2033,0.6,2273,0.6,2827,0.6,2716,0.5
2,6,1,6,2,果物加工品,319,0.1,4.9,375,0.1,208,0.1,284,0.1,285,0.1,303,0.1,349,0.1,427,0.1
2,5,1,7,0,油脂・調味料,3606,1,-0.7,3528,1.4,3043,1.2,3462,1.1,3485,1,3471,0.9,4157,0.9,4098,0.8
2,6,1,7,1,油脂,348,0.1,-9.1,385,0.1,287,0.1,310,0.1,354,0.1,315,0.1,417,0.1,364,0.1
2,6,1,7,2,調味料,3258,0.9,0.2,3143,1.2,2756,1.1,3152,1,3131,0.9,3155,0.8,3740,0.9,3734,0.7
2,5,1,8,0,菓子類,6805,1.9,3.5,6139,2.4,5276,2.1,7072,2.3,6805,2,6719,1.8,7635,1.7,7985,1.6
2,5,1,9,0,調理食品,11571,3.3,2,11004,4.3,9735,3.9,11508,3.7,11245,3.4,11579,3,12585,2.9,13407,2.6
2,6,1,9,1,主食的調理食品,5199,1.5,5.9,4508,1.8,4204,1.7,5176,1.7,4979,1.5,5338,1.4,6178,1.4,6020,1.2
2,6,1,9,2,他の調理食品,6371,1.8,-0.9,6495,2.5,5531,2.2,6333,2,6266,1.9,6241,1.6,6406,1.5,7386,1.5
2,5,1,10,0,飲料,5241,1.5,5.2,4736,1.8,4145,1.7,5414,1.7,5074,1.5,5270,1.4,5824,1.3,6297,1.2
2,6,1,10,1,茶類,1278,0.4,14.2,1330,0.5,1171,0.5,1393,0.4,1236,0.4,1259,0.3,1215,0.3,1355,0.3
2,6,1,10,2,コーヒー・ココア,1046,0.3,3.8,854,0.3,806,0.3,1052,0.3,1010,0.3,1020,0.3,1245,0.3,1329,0.3
2,6,1,10,3,他の飲料,2917,0.8,2.2,2552,1,2168,0.9,2969,1,2828,0.8,2990,0.8,3365,0.8,3613,0.7
2,5,1,11,0,酒類,3085,0.9,-13.6,2421,0.9,2204,0.9,3250,1,3348,1,2469,0.6,3590,0.8,4343,0.9
2,5,1,12,0,外食,22031,6.2,0.9,13527,5.3,12904,5.2,18990,6.1,21155,6.3,25653,6.8,24807,5.7,37406,7.4
2,6,1,12,1,一般外食,20637,5.8,0.5,12518,4.9,12223,4.9,17436,5.6,19501,5.8,23956,6.3,23418,5.3,35616,7
2,6,1,12,2,学校給食,1393,0.4,8,1008,0.4,681,0.3,1554,0.5,1654,0.5,1697,0.4,1389,0.3,1790,0.4
2,4,2,0,0,住居,26641,7.5,-4.3,27959,10.9,23571,9.5,28291,9.1,29182,8.7,27946,7.4,24594,5.6,25335,5
2,5,2,1,0,家賃地代,20097,5.7,3.5,11222,4.4,21150,8.5,23124,7.4,24153,7.2,22953,6,17991,4.1,20584,4.1
2,5,2,2,0,設備修繕・維持,6545,1.8,-22.2,16736,6.5,2421,1,5167,1.7,5029,1.5,4993,1.3,6603,1.5,4750,0.9
2,6,2,2,1,設備材料,1936,0.5,-1.1,980,0.4,1348,0.5,1822,0.6,1459,0.4,2135,0.6,3509,0.8,2186,0.4
2,6,2,2,2,工事その他のサービス,4608,1.3,-28.6,15756,6.1,1073,0.4,3345,1.1,3570,1.1,2858,0.8,3094,0.7,2565,0.5
2,4,3,0,0,光熱・水道,20830,5.9,1.9,18172,7.1,19167,7.7,20940,6.7,20765,6.2,20702,5.4,22668,5.2,22673,4.5
2,5,3,1,0,電気代,9631,2.7,5.3,8227,3.2,8730,3.5,9681,3.1,9537,2.9,9885,2.6,10741,2.4,10425,2.1
2,5,3,2,0,ガス代,5756,1.6,-1.7,4858,1.9,5386,2.2,5798,1.9,5495,1.6,5599,1.5,6377,1.5,6284,1.2
2,5,3,3,0,他の光熱,209,0.1,18.8,328,0.1,338,0.1,155,0,223,0.1,80,0,117,0,192,0
2,5,3,4,0,上下水道料,5235,1.5,-0.7,4760,1.9,4713,1.9,5306,1.7,5510,1.6,5138,1.4,5434,1.2,5771,1.1
2,4,4,0,0,家具・家事用品,11294,3.2,-7.8,10126,3.9,8475,3.4,9848,3.2,11362,3.4,11654,3.1,11486,2.6,15997,3.2
2,5,4,1,0,家庭用耐久財,3221,0.9,-21.8,2947,1.1,2095,0.8,2618,0.8,3321,1,3792,1,2929,0.7,4789,0.9
2,6,4,1,1,家事用耐久財,1777,0.5,12.7,1969,0.8,861,0.3,1618,0.5,2094,0.6,2229,0.6,1164,0.3,2413,0.5
2,6,4,1,2,冷暖房用器具,826,0.2,-18.7,551,0.2,638,0.3,660,0.2,600,0.2,978,0.3,845,0.2,1535,0.3
2,6,4,1,3,一般家具,618,0.2,-59.6,428,0.2,596,0.2,341,0.1,627,0.2,585,0.2,919,0.2,841,0.2
2,5,4,2,0,室内装備・装飾品,628,0.2,-4.4,683,0.3,532,0.2,448,0.1,454,0.1,640,0.2,592,0.1,1009,0.2
2,5,4,3,0,寝具類,973,0.3,17.7,739,0.3,668,0.3,859,0.3,875,0.3,1183,0.3,796,0.2,1689,0.3
2,5,4,4,0,家事雑貨,2591,0.7,-5.4,2273,0.9,1944,0.8,2368,0.8,2699,0.8,2359,0.6,2717,0.6,3749,0.7
2,5,4,5,0,家事用消耗品,3033,0.9,-3.4,2874,1.1,2708,1.1,3063,1,3120,0.9,2862,0.8,3105,0.7,3511,0.7
2,5,4,6,0,家事サービス,849,0.2,10.7,609,0.2,526,0.2,491,0.2,893,0.3,819,0.2,1347,0.3,1250,0.2
2,4,5,0,0,被服及び履物,16722,4.7,-3.7,9692,3.8,9516,3.8,12553,4,15390,4.6,18221,4.8,20248,4.6,31061,6.1
2,5,5,1,0,和服,97,0,-21.1,11,0,40,0,54,0,42,0,223,0.1,199,0,97,0
2,5,5,2,0,洋服,7603,2.1,-3.4,3706,1.4,3712,1.5,5506,1.8,6996,2.1,8913,2.3,8521,1.9,15567,3.1
2,6,5,2,1,男子用洋服,2523,0.7,-6.7,1139,0.4,1286,0.5,1394,0.4,2803,0.8,3045,0.8,3297,0.8,4695,0.9
2,6,5,2,2,婦人用洋服,4190,1.2,0.4,2023,0.8,2077,0.8,2875,0.9,3317,1,5010,1.3,4275,1,9498,1.9
2,6,5,2,3,子供用洋服,889,0.3,-10.5,544,0.2,350,0.1,1237,0.4,876,0.3,858,0.2,949,0.2,1375,0.3
2,5,5,3,0,シャツ・セーター類,2993,0.8,-6.4,2169,0.8,1756,0.7,2167,0.7,2782,0.8,2995,0.8,3901,0.9,5162,1
2,6,5,3,1,男子用シャツ・セーター類,960,0.3,-6.7,631,0.2,629,0.3,592,0.2,940,0.3,833,0.2,1434,0.3,1669,0.3
2,6,5,3,2,婦人用シャツ・セーター類,1778,0.5,-5.3,1415,0.6,998,0.4,1280,0.4,1499,0.4,1860,0.5,2203,0.5,3175,0.6
2,6,5,3,3,子供用シャツ・セーター類,255,0.1,-12.7,124,0,129,0.1,296,0.1,343,0.1,302,0.1,264,0.1,318,0.1
2,5,5,4,0,下着類,1266,0.4,1.8,906,0.4,875,0.4,1066,0.3,1299,0.4,1158,0.3,1685,0.4,1876,0.4
2,6,5,4,1,男子用下着類,324,0.1,-0.6,283,0.1,262,0.1,316,0.1,280,0.1,305,0.1,362,0.1,455,0.1
2,6,5,4,2,婦人用下着類,735,0.2,2.8,522,0.2,532,0.2,524,0.2,750,0.2,642,0.2,1017,0.2,1159,0.2
2,6,5,4,3,子供用下着類,208,0.1,2.5,101,0,81,0,227,0.1,269,0.1,211,0.1,307,0.1,261,0.1
2,5,5,5,0,生地・糸類,114,0,-33.7,101,0,85,0,124,0,100,0,85,0,93,0,203,0
2,5,5,6,0,他の被服,1169,0.3,-5.7,941,0.4,802,0.3,961,0.3,1080,0.3,1096,0.3,1444,0.3,1822,0.4
2,5,5,7,0,履物類,2405,0.7,3.7,1299,0.5,1404,0.6,1985,0.6,2279,0.7,2491,0.7,3040,0.7,4353,0.9
2,5,5,8,0,被服関連サービス,1074,0.3,-10.5,559,0.2,843,0.3,688,0.2,813,0.2,1259,0.3,1367,0.3,1981,0.4
2,4,6,0,0,保健医療,14161,4,1.6,10409,4.1,11446,4.6,16792,5.4,12180,3.6,16585,4.4,17297,3.9,14445,2.9
2,5,6,1,0,医薬品,2110,0.6,-8.7,2021,0.8,2215,0.9,2041,0.7,1563,0.5,2184,0.6,2424,0.6,2309,0.5
2,5,6,2,0,健康保持用摂取品,1070,0.3,-22.1,898,0.3,1136,0.5,950,0.3,786,0.2,1425,0.4,1409,0.3,873,0.2
2,5,6,3,0,保健医療用品・器具,2823,0.8,-0.7,1996,0.8,2939,1.2,2801,0.9,2567,0.8,2728,0.7,3529,0.8,3249,0.6
2,5,6,4,0,保健医療サービス,8158,2.3,10.2,5494,2.1,5156,2.1,11001,3.5,7264,2.2,10248,2.7,9935,2.3,8015,1.6
2,4,7,0,0,交通・通信,43335,12.2,-8,24288,9.5,27273,11,37606,12.1,39770,11.9,51060,13.4,52581,12,71575,14.1
2,5,7,1,0,交通,12330,3.5,3.4,5816,2.3,6633,2.7,9238,3,11737,3.5,16227,4.3,18394,4.2,18635,3.7
2,5,7,2,0,自動車等関係費,15275,4.3,-22,8025,3.1,7888,3.2,12974,4.2,13004,3.9,17547,4.6,14888,3.4,32962,6.5
2,6,7,2,1,自動車等購入,3326,0.9,-57.9,-,-,524,0.2,2172,0.7,775,0.2,2317,0.6,1289,0.3,16589,3.3
2,6,7,2,2,自転車購入,657,0.2,4,486,0.2,358,0.1,473,0.2,663,0.2,446,0.1,1111,0.3,1017,0.2
2,6,7,2,3,自動車等維持,11292,3.2,2.2,7539,2.9,7007,2.8,10329,3.3,11566,3.5,14784,3.9,12488,2.8,15357,3
2,5,7,3,0,通信,15730,4.4,0.7,10447,4.1,12751,5.1,15394,4.9,15029,4.5,17285,4.5,19299,4.4,19978,3.9
2,4,8,0,0,教育,34420,9.7,4.6,14045,5.5,12562,5,28344,9.1,31816,9.5,38627,10.2,53533,12.2,60610,12
2,5,8,1,0,授業料等,26504,7.5,6.6,8199,3.2,9968,4,22528,7.2,22925,6.9,29975,7.9,43242,9.9,47195,9.3
2,5,8,2,0,教科書・学習参考教材,304,0.1,-26.7,169,0.1,188,0.1,209,0.1,591,0.2,274,0.1,390,0.1,286,0.1
2,5,8,3,0,補習教育,7612,2.2,-0.1,5677,2.2,2405,1,5607,1.8,8300,2.5,8378,2.2,9901,2.3,13129,2.6
2,4,9,0,0,教養娯楽,39168,11.1,-7.4,26021,10.1,25069,10.1,32248,10.4,36864,11,41619,11,52007,11.9,60201,11.9
2,5,9,1,0,教養娯楽用耐久財,2450,0.7,-27,884,0.3,1246,0.5,2313,0.7,2823,0.8,2344,0.6,3917,0.9,3732,0.7
2,5,9,2,0,教養娯楽用品,7601,2.1,-7.5,5541,2.2,5610,2.3,6395,2.1,7075,2.1,8335,2.2,8847,2,11157,2.2
2,5,9,3,0,書籍・他の印刷物,3559,1,-5.7,2667,1,3658,1.5,2587,0.8,3000,0.9,3623,1,4926,1.1,4473,0.9
2,5,9,4,0,教養娯楽サービス,25557,7.2,-5.1,16929,6.6,14556,5.8,20952,6.7,23966,7.2,27317,7.2,34317,7.8,40839,8.1
2,6,9,4,1,宿泊料,2844,0.8,-7.2,1791,0.7,1822,0.7,2511,0.8,2502,0.7,2492,0.7,3928,0.9,4916,1
2,6,9,4,2,パック旅行費,4744,1.3,-22.7,3681,1.4,2564,1,4578,1.5,3878,1.2,3533,0.9,7005,1.6,8061,1.6
2,6,9,4,3,月謝類,6353,1.8,1.1,2229,0.9,2233,0.9,3837,1.2,7294,2.2,8079,2.1,9191,2.1,11401,2.3
2,6,9,4,4,他の教養娯楽サービス,11617,3.3,1.4,9228,3.6,7937,3.2,10026,3.2,10292,3.1,13213,3.5,14193,3.2,16461,3.2
2,4,10,0,0,その他の消費支出,59006,16.7,-5.2,37579,14.6,43269,17.4,41456,13.3,51297,15.3,63541,16.7,86983,19.8,88943,17.6
2,5,10,1,0,諸雑費,25071,7.1,-0.6,18068,7,20628,8.3,19848,6.4,21655,6.5,24812,6.5,37913,8.6,32752,6.5
2,6,10,1,1,理美容サービス,3535,1,-6.6,2298,0.9,2517,1,2894,0.9,3023,0.9,3899,1,5006,1.1,5105,1
2,6,10,1,2,理美容用品,5486,1.5,-1.1,4173,1.6,4022,1.6,5173,1.7,5071,1.5,5211,1.4,6789,1.5,7985,1.6
2,6,10,1,3,身の回り用品,2694,0.8,-10.1,1869,0.7,1305,0.5,1876,0.6,2258,0.7,3028,0.8,3513,0.8,5065,1
2,6,10,1,4,たばこ,811,0.2,-22.8,575,0.2,763,0.3,1202,0.4,989,0.3,665,0.2,808,0.2,712,0.1
2,6,10,1,5,他の諸雑費,12545,3.5,6,9151,3.6,12021,4.8,8703,2.8,10313,3.1,12009,3.2,21796,5,13885,2.7
2,5,10,2,0,こづかい,12399,3.5,-7.9,4263,1.7,7008,2.8,8218,2.6,10954,3.3,15568,4.1,19647,4.5,21184,4.2
2,5,10,3,0,交際費,18993,5.4,-3.1,14699,5.7,14111,5.7,13189,4.2,14807,4.4,20539,5.4,25156,5.7,30244,6
2,6,10,3,0,食料,4245,1.2,-19.9,4331,1.7,3527,1.4,2487,0.8,3085,0.9,4079,1.1,4689,1.1,7561,1.5
2,6,10,3,0,家具・家事用品,235,0.1,-43,75,0,165,0.1,161,0.1,128,0,283,0.1,215,0,611,0.1
2,6,10,3,0,被服及び履物,550,0.2,-17.8,386,0.2,346,0.1,568,0.2,446,0.1,340,0.1,575,0.1,1199,0.2
2,6,10,3,0,教養娯楽,1322,0.4,18.8,2409,0.9,598,0.2,748,0.2,705,0.2,1289,0.3,1339,0.3,2134,0.4
2,6,10,3,0,他の物品サービス,472,0.1,-23.6,619,0.2,252,0.1,278,0.1,389,0.1,624,0.2,632,0.1,497,0.1
2,6,10,3,6,贈与金,6453,1.8,-0.6,4667,1.8,4912,2,4786,1.5,5453,1.6,7832,2.1,8739,2,8401,1.7
2,6,10,3,7,他の交際費,5717,1.6,14.5,2213,0.9,4311,1.7,4161,1.3,4601,1.4,6092,1.6,8966,2,9842,1.9
2,5,10,4,0,仕送り金,2543,0.7,-35.9,549,0.2,1522,0.6,202,0.1,3881,1.2,2622,0.7,4268,1,4763,0.9
2,3,0,0,0,土地家屋購入,546,-,-91.1,-,-,-,-,35,-,-,-,-,-,3251,-,242,-
2,3,0,0,0,（再掲）教育関係費,39471,11.2,0.9,16379,6.4,14130,5.7,31852,10.2,39541,11.8,45394,11.9,60405,13.8,67079,13.2
2,3,0,0,0,（再掲）教養娯楽関係費,45410,12.8,-5.9,31339,12.2,27976,11.2,37441,12,41872,12.5,49193,12.9,59247,13.5,71030,14
2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,8996,2.5,-14,5216,2,6434,2.6,4988,1.6,9334,2.8,10454,2.8,13007,3,13165,2.6
2,3,0,0,0,（再掲）経常消費支出,249759,70.6,-1,186215,72.5,196208,78.8,234792,75.4,244420,73.1,268654,70.7,293233,66.9,325292,64.2
2,3,0,0,0,（再掲）情報通信関係費,19223,5.4,-1.7,13627,5.3,16371,6.6,18740,6,18508,5.5,21683,5.7,23322,5.3,22386,4.4
2,3,0,0,0,（再掲）消費支出（除く住居等）　1）,314978,89,-1,223530,87.1,218411,87.7,275901,88.6,295246,88.3,339214,89.3,399679,91.1,451435,89.1
2,2,0,0,0,その他の実支出,128986,-,14.8,19115,-,33420,-,63822,-,94347,-,132381,-,180404,-,380668,-
2,3,0,0,0,直接税,62983,-,20.6,9735,-,12101,-,23801,-,37771,-,61870,-,87657,-,208261,-
2,4,0,0,0,勤労所得税,30105,-,38.5,268,-,2634,-,5228,-,10432,-,19437,-,33650,-,139829,-
2,4,0,0,0,個人住民税,25008,-,3.5,2430,-,5843,-,13710,-,19983,-,30356,-,45481,-,57220,-
2,4,0,0,0,他の税,7870,-,24.3,7036,-,3624,-,4864,-,7356,-,12077,-,8525,-,11211,-
2,3,0,0,0,社会保険料,65950,-,9.8,9370,-,21139,-,40007,-,56550,-,70493,-,92702,-,172329,-
2,4,0,0,0,公的年金保険料,39772,-,10.1,1953,-,10334,-,22835,-,35355,-,43927,-,57650,-,106960,-
2,4,0,0,0,健康保険料,21805,-,8.2,5699,-,8691,-,14589,-,18066,-,22520,-,28751,-,54576,-
2,4,0,0,0,介護保険料,3155,-,21.8,1688,-,1870,-,1944,-,2061,-,2768,-,4422,-,7372,-
2,4,0,0,0,他の社会保険料,1219,-,0.9,30,-,243,-,639,-,1069,-,1278,-,1879,-,3421,-
2,3,0,0,0,その他,53,-,65.6,10,-,180,-,14,-,26,-,18,-,46,-,79,-
2,1,0,0,0,実支出以外の支払(繰越金を除く),632215,-,10.3,199992,-,332789,-,450660,-,537415,-,662696,-,819425,-,1430486,-
2,2,0,0,0,預貯金,492206,-,10.2,121049,-,273245,-,348973,-,414525,-,509570,-,609809,-,1176008,-
2,2,0,0,0,保険料,28359,-,17.8,31369,-,12988,-,15210,-,22643,-,30630,-,37616,-,48751,-
2,3,0,0,0,個人・企業年金保険料,5510,-,26.5,685,-,2364,-,1763,-,4484,-,6148,-,10372,-,12868,-
2,3,0,0,0,他の保険料,22849,-,15.9,30684,-,10624,-,13446,-,18159,-,24482,-,27244,-,35883,-
