項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,有業者の有無／有業者なし／実数（円）,有業者の有無／有業者なし／構成比（％）,有業者の有無／有業者あり／実数（円）,有業者の有無／有業者あり／構成比（％）,世帯人員別／2人／実数（円）,世帯人員別／2人／構成比（％）,世帯人員別／3人以上／実数（円）,世帯人員別／3人以上／構成比（％）
2,6,1,2,4,他の魚介加工品,1128,0.4,1108,0.4,1156,0.5,1060,0.4,1307,0.5
2,5,1,3,0,肉類,7161,2.7,6708,2.4,7917,3.1,6247,2.4,9621,3.5
2,6,1,3,1,生鮮肉,5776,2.2,5372,1.9,6454,2.5,4992,1.9,7884,2.8
2,6,1,3,2,加工肉,1385,0.5,1337,0.5,1464,0.6,1255,0.5,1736,0.6
2,5,1,4,0,乳卵類,4119,1.5,4087,1.5,4167,1.6,3875,1.5,4773,1.7
2,6,1,4,1,牛乳,1348,0.5,1360,0.5,1323,0.5,1294,0.5,1490,0.5
2,6,1,4,2,乳製品,1992,0.7,1979,0.7,2012,0.8,1851,0.7,2371,0.9
2,6,1,4,3,卵,779,0.3,748,0.3,832,0.3,730,0.3,912,0.3
2,5,1,5,0,野菜・海藻,12301,4.6,12282,4.5,12314,4.9,11672,4.4,13979,5
2,6,1,5,1,生鮮野菜,8489,3.2,8498,3.1,8467,3.3,8023,3,9741,3.5
2,6,1,5,2,乾物・海藻,901,0.3,943,0.3,828,0.3,888,0.3,934,0.3
2,6,1,5,3,大豆加工品,1337,0.5,1306,0.5,1386,0.5,1265,0.5,1527,0.5
2,6,1,5,4,他の野菜・海藻加工品,1574,0.6,1535,0.6,1634,0.6,1496,0.6,1777,0.6
2,5,1,6,0,果物,4439,1.7,4565,1.7,4213,1.7,4468,1.7,4335,1.6
2,6,1,6,1,生鮮果物,4055,1.5,4168,1.5,3854,1.5,4081,1.5,3962,1.4
2,6,1,6,2,果物加工品,383,0.1,397,0.1,359,0.1,387,0.1,373,0.1
2,5,1,7,0,油脂・調味料,3678,1.4,3621,1.3,3769,1.5,3485,1.3,4184,1.5
2,6,1,7,1,油脂,403,0.2,385,0.1,431,0.2,364,0.1,503,0.2
2,6,1,7,2,調味料,3276,1.2,3236,1.2,3338,1.3,3122,1.2,3680,1.3
2,5,1,8,0,菓子類,5339,2,5324,1.9,5363,2.1,5063,1.9,6075,2.2
2,5,1,9,0,調理食品,10993,4.1,10618,3.8,11578,4.6,9981,3.8,13647,4.9
2,6,1,9,1,主食的調理食品,4289,1.6,4285,1.6,4284,1.7,3931,1.5,5261,1.9
2,6,1,9,2,他の調理食品,6704,2.5,6333,2.3,7294,2.9,6050,2.3,8387,3
2,5,1,10,0,飲料,4254,1.6,3964,1.4,4745,1.9,3968,1.5,5023,1.8
2,6,1,10,1,茶類,1247,0.5,1201,0.4,1328,0.5,1197,0.5,1391,0.5
2,6,1,10,2,コーヒー・ココア,757,0.3,715,0.3,827,0.3,711,0.3,881,0.3
2,6,1,10,3,他の飲料,2249,0.8,2048,0.7,2590,1,2060,0.8,2751,1
2,5,1,11,0,酒類,2921,1.1,2845,1,3038,1.2,2977,1.1,2769,1
2,5,1,12,0,外食,9915,3.7,10481,3.8,8979,3.5,10358,3.9,8693,3.1
2,6,1,12,1,一般外食,9914,3.7,10481,3.8,8976,3.5,10358,3.9,8689,3.1
2,6,1,12,2,学校給食,1,0,-,-,3,0,-,-,4,0
2,4,2,0,0,住居,20918,7.8,22810,8.3,17371,6.9,21608,8.2,19155,6.9
2,5,2,1,0,家賃地代,7399,2.8,7440,2.7,7317,2.9,7945,3,5928,2.1
2,5,2,2,0,設備修繕・維持,13519,5,15371,5.6,10053,4,13663,5.2,13227,4.8
2,6,2,2,1,設備材料,4303,1.6,4525,1.6,3766,1.5,4753,1.8,3024,1.1
2,6,2,2,2,工事その他のサービス,9217,3.4,10846,3.9,6288,2.5,8910,3.4,10203,3.7
2,4,3,0,0,光熱・水道,21723,8.1,20531,7.4,23676,9.4,19984,7.6,26388,9.5
2,5,3,1,0,電気代,10223,3.8,9657,3.5,11161,4.4,9584,3.6,11939,4.3
2,5,3,2,0,ガス代,5803,2.2,5404,2,6448,2.5,5365,2,6965,2.5
2,5,3,3,0,他の光熱,457,0.2,468,0.2,446,0.2,489,0.2,365,0.1
2,5,3,4,0,上下水道料,5240,2,5001,1.8,5622,2.2,4546,1.7,7119,2.6
2,4,4,0,0,家具・家事用品,10204,3.8,10084,3.7,10374,4.1,9584,3.6,11799,4.2
2,5,4,1,0,家庭用耐久財,3961,1.5,3748,1.4,4304,1.7,3554,1.3,5035,1.8
2,6,4,1,1,家事用耐久財,1702,0.6,1671,0.6,1757,0.7,1670,0.6,1812,0.7
2,6,4,1,2,冷暖房用器具,1923,0.7,1733,0.6,2230,0.9,1590,0.6,2799,1
2,6,4,1,3,一般家具,336,0.1,344,0.1,316,0.1,294,0.1,423,0.2
2,5,4,2,0,室内装備・装飾品,584,0.2,688,0.2,413,0.2,646,0.2,406,0.1
2,5,4,3,0,寝具類,519,0.2,560,0.2,442,0.2,529,0.2,479,0.2
2,5,4,4,0,家事雑貨,1751,0.7,1848,0.7,1589,0.6,1738,0.7,1778,0.6
2,5,4,5,0,家事用消耗品,2474,0.9,2259,0.8,2833,1.1,2131,0.8,3383,1.2
2,5,4,6,0,家事サービス,915,0.3,983,0.4,795,0.3,986,0.4,720,0.3
2,4,5,0,0,被服及び履物,7394,2.8,7729,2.8,6818,2.7,7559,2.9,6959,2.5
2,5,5,1,0,和服,135,0.1,126,0,133,0.1,182,0.1,4,0
2,5,5,2,0,洋服,2336,0.9,2488,0.9,2078,0.8,2411,0.9,2115,0.8
2,6,5,2,1,男子用洋服,725,0.3,815,0.3,564,0.2,788,0.3,546,0.2
2,6,5,2,2,婦人用洋服,1603,0.6,1673,0.6,1490,0.6,1622,0.6,1536,0.6
2,6,5,2,3,子供用洋服,8,0,-,-,23,0,-,-,34,0
2,5,5,3,0,シャツ・セーター類,1591,0.6,1841,0.7,1178,0.5,1760,0.7,1173,0.4
2,6,5,3,1,男子用シャツ・セーター類,481,0.2,562,0.2,345,0.1,522,0.2,375,0.1
2,6,5,3,2,婦人用シャツ・セーター類,1109,0.4,1279,0.5,829,0.3,1237,0.5,792,0.3
2,6,5,3,3,子供用シャツ・セーター類,1,0,-,-,4,0,-,-,6,0
2,5,5,4,0,下着類,821,0.3,797,0.3,865,0.3,775,0.3,949,0.3
2,6,5,4,1,男子用下着類,324,0.1,337,0.1,307,0.1,305,0.1,379,0.1
2,6,5,4,2,婦人用下着類,495,0.2,460,0.2,551,0.2,471,0.2,559,0.2
2,6,5,4,3,子供用下着類,3,0,-,-,7,0,-,-,10,0
2,5,5,5,0,生地・糸類,147,0.1,178,0.1,93,0,158,0.1,111,0
2,5,5,6,0,他の被服,635,0.2,667,0.2,576,0.2,628,0.2,638,0.2
2,5,5,7,0,履物類,989,0.4,1008,0.4,967,0.4,1019,0.4,940,0.3
2,5,5,8,0,被服関連サービス,741,0.3,623,0.2,928,0.4,626,0.2,1028,0.4
2,4,6,0,0,保健医療,16989,6.3,17966,6.5,15198,6,16890,6.4,17049,6.1
2,5,6,1,0,医薬品,3209,1.2,3380,1.2,2924,1.2,3321,1.3,2897,1
2,5,6,2,0,健康保持用摂取品,1651,0.6,1673,0.6,1590,0.6,1640,0.6,1631,0.6
2,5,6,3,0,保健医療用品・器具,2085,0.8,2376,0.9,1603,0.6,1969,0.7,2379,0.9
2,5,6,4,0,保健医療サービス,10045,3.7,10538,3.8,9080,3.6,9960,3.8,10143,3.6
2,4,7,0,0,交通・通信,26120,9.7,27990,10.1,22974,9.1,26705,10.1,24430,8.8
2,5,7,1,0,交通,5478,2,5687,2.1,5180,2,5648,2.1,5110,1.8
2,5,7,2,0,自動車等関係費,11938,4.5,13616,4.9,9089,3.6,12595,4.8,9931,3.6
2,6,7,2,1,自動車等購入,3796,1.4,4909,1.8,1928,0.8,4215,1.6,2532,0.9
2,6,7,2,2,自転車購入,154,0.1,163,0.1,145,0.1,164,0.1,134,0
2,6,7,2,3,自動車等維持,7987,3,8544,3.1,7016,2.8,8216,3.1,7266,2.6
2,5,7,3,0,通信,8705,3.2,8687,3.1,8706,3.4,8463,3.2,9389,3.4
2,4,8,0,0,教育,1247,0.5,1522,0.6,716,0.3,237,0.1,4092,1.5
2,5,8,1,0,授業料等,1101,0.4,1444,0.5,459,0.2,172,0.1,3724,1.3
2,5,8,2,0,教科書・学習参考教材,8,0,2,0,18,0,-,-,30,0
2,5,8,3,0,補習教育,139,0.1,76,0,239,0.1,65,0,338,0.1
2,4,9,0,0,教養娯楽,29761,11.1,31466,11.4,26936,10.6,30226,11.4,28550,10.3
2,5,9,1,0,教養娯楽用耐久財,1773,0.7,1888,0.7,1590,0.6,1827,0.7,1609,0.6
2,5,9,2,0,教養娯楽用品,5203,1.9,5432,2,4859,1.9,4839,1.8,6219,2.2
2,5,9,3,0,書籍・他の印刷物,4226,1.6,4329,1.6,4044,1.6,4228,1.6,4204,1.5
2,5,9,4,0,教養娯楽サービス,18560,6.9,19816,7.2,16443,6.5,19332,7.3,16518,5.9
2,6,9,4,1,宿泊料,1938,0.7,2409,0.9,1146,0.5,2181,0.8,1297,0.5
2,6,9,4,2,パック旅行費,5063,1.9,5363,1.9,4600,1.8,5164,2,4826,1.7
2,6,9,4,3,月謝類,1981,0.7,2106,0.8,1771,0.7,2014,0.8,1917,0.7
2,6,9,4,4,他の教養娯楽サービス,9578,3.6,9939,3.6,8926,3.5,9974,3.8,8478,3.1
2,4,10,0,0,その他の消費支出,54330,20.3,57656,20.9,48085,19,56363,21.3,48830,17.6
2,5,10,1,0,諸雑費,24628,9.2,23980,8.7,25332,10,24721,9.4,24323,8.8
2,6,10,1,1,理美容サービス,3442,1.3,3598,1.3,3174,1.3,3578,1.4,3087,1.1
2,6,10,1,2,理美容用品,3787,1.4,3901,1.4,3594,1.4,3738,1.4,3911,1.4
2,6,10,1,3,身の回り用品,1200,0.4,1365,0.5,926,0.4,1373,0.5,757,0.3
2,6,10,1,4,たばこ,625,0.2,481,0.2,859,0.3,504,0.2,931,0.3
2,6,10,1,5,他の諸雑費,15574,5.8,14635,5.3,16779,6.6,15527,5.9,15637,5.6
2,5,10,2,0,こづかい,5667,2.1,5943,2.2,5160,2,5264,2,6566,2.4
2,5,10,3,0,交際費,22954,8.6,26929,9.8,16091,6.4,24920,9.4,17845,6.4
2,6,10,3,0,食料,6659,2.5,7642,2.8,4957,2,7448,2.8,4442,1.6
2,6,10,3,0,家具・家事用品,202,0.1,238,0.1,138,0.1,220,0.1,143,0.1
2,6,10,3,0,被服及び履物,517,0.2,546,0.2,468,0.2,553,0.2,407,0.1
2,6,10,3,0,教養娯楽,3237,1.2,4248,1.5,1431,0.6,2983,1.1,4358,1.6
2,6,10,3,0,他の物品サービス,550,0.2,722,0.3,256,0.1,682,0.3,182,0.1
2,6,10,3,6,贈与金,9528,3.6,10974,4,7078,2.8,10227,3.9,7568,2.7
2,6,10,3,7,他の交際費,2262,0.8,2560,0.9,1763,0.7,2806,1.1,745,0.3
2,5,10,4,0,仕送り金,1082,0.4,804,0.3,1503,0.6,1458,0.6,96,0
2,3,0,0,0,土地家屋購入,2306,-,2043,-,2769,-,3161,-,-,-
2,3,0,0,0,（再掲）教育関係費,1804,0.7,2210,0.8,1048,0.4,800,0.3,4629,1.7
2,3,0,0,0,（再掲）教養娯楽関係費,36617,13.7,39614,14.4,31577,12.5,37102,14,35873,12.9
2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,10610,4,11777,4.3,8581,3.4,11686,4.4,7663,2.8
2,3,0,0,0,（再掲）経常消費支出,194367,72.5,193917,70.3,194677,76.9,188646,71.4,209022,75.2
2,3,0,0,0,（再掲）情報通信関係費,12490,4.7,12126,4.4,13073,5.2,12010,4.5,13771,5
2,3,0,0,0,（再掲）消費支出（除く住居等）　1）,232615,86.8,236364,85.7,225332,89,226607,85.8,248550,89.4
2,2,0,0,0,その他の実支出,32033,-,30815,-,33893,-,30398,-,36052,-
2,3,0,0,0,直接税,14215,-,14291,-,14022,-,14007,-,14568,-
2,4,0,0,0,勤労所得税,297,-,-,-,799,-,213,-,492,-
2,4,0,0,0,個人住民税,3954,-,3965,-,3943,-,3998,-,3844,-
2,4,0,0,0,他の税,9964,-,10326,-,9280,-,9796,-,10232,-
2,3,0,0,0,社会保険料,17783,-,16489,-,19837,-,16360,-,21440,-
2,4,0,0,0,公的年金保険料,1688,-,600,-,3482,-,847,-,3837,-
2,4,0,0,0,健康保険料,10279,-,9898,-,10859,-,9606,-,12094,-
2,4,0,0,0,介護保険料,5791,-,5990,-,5432,-,5888,-,5471,-
2,4,0,0,0,他の社会保険料,24,-,-,-,64,-,19,-,38,-
2,3,0,0,0,その他,35,-,34,-,35,-,31,-,43,-
2,1,0,0,0,実支出以外の支払(繰越金を除く),259623,-,254746,-,267993,-,257854,-,263703,-
2,2,0,0,0,預貯金,212045,-,204064,-,225537,-,209085,-,219121,-
2,2,0,0,0,保険料,8717,-,10100,-,6376,-,9701,-,5957,-
2,3,0,0,0,個人・企業年金保険料,419,-,268,-,656,-,415,-,371,-
2,3,0,0,0,他の保険料,8298,-,9832,-,5720,-,9286,-,5586,-
2,2,0,0,0,有価証券購入,4603,-,7377,-,48,-,5986,-,836,-
2,2,0,0,0,土地家屋借金返済,2705,-,1531,-,4826,-,1645,-,5913,-
2,2,0,0,0,他の借金返済,606,-,474,-,828,-,320,-,1345,-
2,2,0,0,0,分割払購入借入金返済,1407,-,1353,-,1524,-,1684,-,765,-
2,2,0,0,0,一括払購入借入金返済,28657,-,28653,-,28466,-,28410,-,29208,-
2,2,0,0,0,実支出以外の支払のその他,884,-,1196,-,389,-,1022,-,558,-
2,1,0,0,0,繰越金,63716,-,59017,-,71661,-,60435,-,71510,-
0,0,0,0,0,現物総額,-,-,-,-,-,-,-,-,-,-
0,1,0,0,0,勤め先収入,-,-,-,-,-,-,-,-,-,-
0,1,0,0,0,その他,-,-,-,-,-,-,-,-,-,-
0,0,0,0,0,現物総額,-,-,-,-,-,-,-,-,-,-
0,1,0,0,0,食料,-,-,-,-,-,-,-,-,-,-
0,1,0,0,0,住居,-,-,-,-,-,-,-,-,-,-
0,1,0,0,0,光熱・水道,-,-,-,-,-,-,-,-,-,-
0,1,0,0,0,家具・家事用品,-,-,-,-,-,-,-,-,-,-
0,1,0,0,0,被服及び履物,-,-,-,-,-,-,-,-,-,-
0,1,0,0,0,保健医療,-,-,-,-,-,-,-,-,-,-
0,1,0,0,0,交通・通信,-,-,-,-,-,-,-,-,-,-
0,1,0,0,0,教育,-,-,-,-,-,-,-,-,-,-
0,1,0,0,0,教養娯楽,-,-,-,-,-,-,-,-,-,-
0,1,0,0,0,その他の消費支出,-,-,-,-,-,-,-,-,-,-
3,0,0,0,0,可処分所得,171995,-,158465,-,194528,-,168376,-,180674,-
3,0,0,0,0,黒字,-95944,-,-117395,-,-58683,-,-95740,-,-97225,-
3,1,0,0,0,金融資産純増,-61565,-,-77921,-,-33183,-,-62972,-,-58815,-
3,3,0,0,0,貯蓄純増,-62000,-,-78759,-,-32853,-,-63407,-,-59131,-
3,4,0,0,0,預貯金純増,-45109,-,-62488,-,-14470,-,-48355,-,-37050,-
3,4,0,0,0,保険純増,-16890,-,-16271,-,-18383,-,-15051,-,-22081,-
3,3,0,0,0,有価証券純購入,435,-,839,-,-331,-,435,-,316,-
3,1,0,0,0,土地家屋借金純減,2705,-,1531,-,4826,-,1645,-,5913,-
3,1,0,0,0,他の借金純減,332,-,24,-,828,-,255,-,555,-
3,1,0,0,0,分割払購入借入金純減,-788,-,-1253,-,-93,-,-981,-,-382,-
3,1,0,0,0,一括払購入借入金純減,-19267,-,-22812,-,-13272,-,-19390,-,-19401,-
3,1,0,0,0,土地家屋純増,2306,-,2043,-,2769,-,3161,-,-,-
3,1,0,0,0,その他の純増,566,-,813,-,180,-,685,-,277,-
3,1,0,0,0,繰越純増,-20231,-,-19820,-,-20737,-,-18144,-,-25373,-
,,,,,,,,,,,,,,,
東京都生計分析調査　平成30年,,,,,,,,,,,,,,,
第３２表　有業者の有無別及び世帯人員別１世帯当たり年平均１か月間の収入と用途別生計支出　―　無職世帯　―,,,,,,,,,,,,,,,
注）　1）は、「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いたもの。,,,,,,,,,,,,,,,
項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）,,,,,,,,,,,,,,,
