項目,階層,項目名,都平均／実数（円）,都平均／負担率（％）,都平均／対前年増加率（％）,第1階層／実数（円）,第1階層／負担率（％）,第2階層／実数（円）,第2階層／負担率（％）,第3階層／実数（円）,第3階層／負担率（％）,第4階層／実数（円）,第4階層／負担率（％）,第5階層／実数（円）,第5階層／負担率（％）,第6階層／実数（円）,第6階層／負担率（％）,第7階層／実数（円）,第7階層／負担率（％）
1,1,国公立中学校,478,0.1,18,101,0,115,0,435,0.1,499,0.1,886,0.2,773,0.2,570,0.1
1,1,国公立高校,669,0.2,9.5,86,0,174,0.1,682,0.2,717,0.2,1123,0.3,965,0.2,1023,0.2
1,1,国公立大学,465,0.1,-34.7,332,0.1,168,0.1,1180,0.4,9,0,-,-,964,0.2,544,0.1
1,1,たばこ,812,0.2,-22.7,576,0.2,767,0.3,1202,0.4,989,0.3,665,0.2,808,0.2,712,0.1
2,0,準公共料金等,43090,12.2,-0.3,20892,8.1,29562,11.9,39940,12.8,41063,12.3,46165,12.2,59021,13.5,63327,12.5
2,1,牛乳,1226,0.3,-5.1,1062,0.4,854,0.3,1135,0.4,1257,0.4,1268,0.3,1418,0.3,1583,0.3
2,1,灯油,172,0,11,269,0.1,286,0.1,121,0,201,0.1,54,0,87,0,149,0
2,1,プロパンガス,353,0.1,-3.3,365,0.1,709,0.3,475,0.2,339,0.1,177,0,178,0,219,0
2,1,理髪料,352,0.1,-2.2,150,0.1,203,0.1,247,0.1,279,0.1,429,0.1,530,0.1,627,0.1
2,1,パーマネント代,168,0,-15.6,197,0.1,113,0,157,0.1,88,0,268,0.1,88,0,255,0.1
2,1,洗濯代,763,0.2,-15.7,307,0.1,499,0.2,601,0.2,627,0.2,823,0.2,1193,0.3,1271,0.3
2,1,新聞,1984,0.6,-6.2,1911,0.7,2014,0.8,1489,0.5,1536,0.5,2115,0.6,2643,0.6,2208,0.4
2,1,私立小学校,979,0.3,106.1,446,0.2,-,-,1399,0.4,149,0,1882,0.5,99,0,2839,0.6
2,1,私立中学校,1825,0.5,-2.4,589,0.2,-,-,1357,0.4,834,0.2,1046,0.3,1121,0.3,7541,1.5
2,1,私立高校,4054,1.1,-22.9,1851,0.7,302,0.1,1952,0.6,2772,0.8,6339,1.7,8451,1.9,6494,1.3
2,1,私立大学,12702,3.6,11.2,3253,1.3,7375,3,7582,2.4,11264,3.4,11595,3.1,23919,5.5,22890,4.5
2,1,幼児教育費用,3422,1,2.2,1253,0.5,1667,0.7,4494,1.4,5198,1.6,2747,0.7,3811,0.9,4651,0.9
2,1,民営家賃,14669,4.1,-2.6,9102,3.5,15254,6.1,18790,6,15504,4.6,17209,4.5,14845,3.4,12099,2.4
2,1,地代,420,0.1,5.3,136,0.1,285,0.1,141,0,1015,0.3,215,0.1,637,0.1,502,0.1
,,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成30年,,,,,,,,,,,,,,,,,,,
第２７表　勤め先収入７分位階層別１世帯当たり年平均１か月間の公共的料金支出　―　勤労者世帯　―,,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：公共料金等　2：準公共料金等）,,,,,,,,,,,,,,,,,,,
