項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,20万円未満／実数（円）,20万円未満／構成比（％）,20万円以上30万円未満／実数（円）,20万円以上30万円未満／構成比（％）,30万円以上40万円未満／実数（円）,30万円以上40万円未満／構成比（％）,40万円以上50万円未満／実数（円）,40万円以上50万円未満／構成比（％）,50万円以上60万円未満／実数（円）,50万円以上60万円未満／構成比（％）,60万円以上70万円未満／実数（円）,60万円以上70万円未満／構成比（％）,70万円以上／実数（円）,70万円以上／構成比（％）
2,4,4,0,0,家具・家事用品,11294,3.2,9716,3.7,10026,3.6,9552,3.2,12901,3.4,12661,3.3,11999,2.6,14372,2.7
2,5,4,1,0,家庭用耐久財,3221,0.9,2816,1.1,2889,1,2770,0.9,3715,1,4145,1.1,2972,0.7,3363,0.6
2,6,4,1,1,家事用耐久財,1777,0.5,1858,0.7,1150,0.4,1399,0.5,1982,0.5,2839,0.7,1696,0.4,1453,0.3
2,6,4,1,2,冷暖房用器具,826,0.2,549,0.2,667,0.2,755,0.2,1283,0.3,493,0.1,1122,0.2,1049,0.2
2,6,4,1,3,一般家具,618,0.2,409,0.2,1072,0.4,616,0.2,451,0.1,812,0.2,154,0,861,0.2
2,5,4,2,0,室内装備・装飾品,628,0.2,576,0.2,654,0.2,417,0.1,444,0.1,725,0.2,458,0.1,1426,0.3
2,5,4,3,0,寝具類,973,0.3,812,0.3,907,0.3,608,0.2,973,0.3,1601,0.4,1251,0.3,1005,0.2
2,5,4,4,0,家事雑貨,2591,0.7,2126,0.8,2174,0.8,2223,0.7,3070,0.8,2694,0.7,2925,0.6,3645,0.7
2,5,4,5,0,家事用消耗品,3033,0.9,2884,1.1,2814,1,2856,0.9,3294,0.9,3039,0.8,3120,0.7,3466,0.6
2,5,4,6,0,家事サービス,849,0.2,502,0.2,588,0.2,678,0.2,1406,0.4,459,0.1,1273,0.3,1468,0.3
2,4,5,0,0,被服及び履物,16722,4.7,9985,3.8,11583,4.1,13916,4.6,17243,4.5,18299,4.7,21962,4.8,34637,6.4
2,5,5,1,0,和服,97,0,15,0,27,0,53,0,57,0,186,0,265,0.1,122,0
2,5,5,2,0,洋服,7603,2.1,3760,1.4,5084,1.8,6392,2.1,7836,2,8320,2.1,10744,2.4,16889,3.1
2,6,5,2,1,男子用洋服,2523,0.7,1157,0.4,1557,0.6,2253,0.7,2643,0.7,2827,0.7,4265,0.9,4948,0.9
2,6,5,2,2,婦人用洋服,4190,1.2,2128,0.8,2993,1.1,3256,1.1,3667,1,4308,1.1,5679,1.2,10923,2
2,6,5,2,3,子供用洋服,889,0.3,475,0.2,534,0.2,883,0.3,1527,0.4,1184,0.3,802,0.2,1017,0.2
2,5,5,3,0,シャツ・セーター類,2993,0.8,2120,0.8,2007,0.7,2255,0.7,3152,0.8,3123,0.8,3422,0.8,6709,1.2
2,6,5,3,1,男子用シャツ・セーター類,960,0.3,629,0.2,724,0.3,802,0.3,1000,0.3,932,0.2,1193,0.3,2065,0.4
2,6,5,3,2,婦人用シャツ・セーター類,1778,0.5,1391,0.5,1147,0.4,1186,0.4,1695,0.4,1863,0.5,1887,0.4,4446,0.8
2,6,5,3,3,子供用シャツ・セーター類,255,0.1,100,0,136,0,267,0.1,458,0.1,328,0.1,342,0.1,198,0
2,5,5,4,0,下着類,1266,0.4,896,0.3,1035,0.4,1243,0.4,1398,0.4,1292,0.3,1480,0.3,1919,0.4
2,6,5,4,1,男子用下着類,324,0.1,320,0.1,253,0.1,274,0.1,305,0.1,370,0.1,412,0.1,394,0.1
2,6,5,4,2,婦人用下着類,735,0.2,485,0.2,632,0.2,778,0.3,704,0.2,661,0.2,843,0.2,1333,0.2
2,6,5,4,3,子供用下着類,208,0.1,91,0,150,0.1,191,0.1,389,0.1,260,0.1,225,0,192,0
2,5,5,5,0,生地・糸類,114,0,83,0,107,0,90,0,139,0,92,0,86,0,246,0
2,5,5,6,0,他の被服,1169,0.3,906,0.3,909,0.3,987,0.3,1247,0.3,1197,0.3,1565,0.3,1813,0.3
2,5,5,7,0,履物類,2405,0.7,1357,0.5,1653,0.6,2331,0.8,2517,0.7,2600,0.7,3202,0.7,4458,0.8
2,5,5,8,0,被服関連サービス,1074,0.3,848,0.3,761,0.3,565,0.2,896,0.2,1491,0.4,1199,0.3,2481,0.5
2,4,6,0,0,保健医療,14161,4,10872,4.1,11579,4.1,16039,5.3,12722,3.3,16033,4.1,15884,3.5,18538,3.4
2,5,6,1,0,医薬品,2110,0.6,2050,0.8,2117,0.7,1925,0.6,1969,0.5,1930,0.5,2412,0.5,2683,0.5
2,5,6,2,0,健康保持用摂取品,1070,0.3,987,0.4,892,0.3,1229,0.4,788,0.2,1095,0.3,1579,0.3,1135,0.2
2,5,6,3,0,保健医療用品・器具,2823,0.8,1830,0.7,3157,1.1,3008,1,2916,0.8,3222,0.8,2987,0.7,3027,0.6
2,5,6,4,0,保健医療サービス,8158,2.3,6005,2.3,5414,1.9,9876,3.3,7050,1.8,9787,2.5,8905,2,11693,2.2
2,4,7,0,0,交通・通信,43335,12.2,26388,10,35732,12.7,33620,11.1,62273,16.3,47459,12.2,56199,12.4,57082,10.6
2,5,7,1,0,交通,12330,3.5,6678,2.5,9506,3.4,9201,3,12508,3.3,15282,3.9,19207,4.2,22687,4.2
2,5,7,2,0,自動車等関係費,15275,4.3,8486,3.2,11202,4,9934,3.3,32760,8.6,15985,4.1,17993,4,12387,2.3
2,6,7,2,1,自動車等購入,3326,0.9,-,-,619,0.2,1502,0.5,17726,4.6,1371,0.4,-,-,-,-
2,6,7,2,2,自転車購入,657,0.2,405,0.2,435,0.2,282,0.1,912,0.2,648,0.2,1026,0.2,1411,0.3
2,6,7,2,3,自動車等維持,11292,3.2,8081,3.1,10148,3.6,8150,2.7,14123,3.7,13966,3.6,16967,3.7,10976,2
2,5,7,3,0,通信,15730,4.4,11224,4.2,15024,5.3,14485,4.8,17005,4.4,16192,4.2,18999,4.2,22008,4.1
2,4,8,0,0,教育,34420,9.7,15943,6,12738,4.5,19110,6.3,34363,9,42580,10.9,65992,14.5,90388,16.8
2,5,8,1,0,授業料等,26504,7.5,10492,4,11546,4.1,13609,4.5,25962,6.8,28984,7.4,54781,12,75672,14
2,5,8,2,0,教科書・学習参考教材,304,0.1,148,0.1,212,0.1,223,0.1,324,0.1,524,0.1,363,0.1,458,0.1
2,5,8,3,0,補習教育,7612,2.2,5303,2,980,0.3,5279,1.7,8077,2.1,13073,3.4,10848,2.4,14258,2.6
2,4,9,0,0,教養娯楽,39168,11.1,25785,9.7,28046,9.9,32503,10.7,40446,10.6,46724,12,55703,12.3,65421,12.1
2,5,9,1,0,教養娯楽用耐久財,2450,0.7,1133,0.4,1249,0.4,2355,0.8,3710,1,2981,0.8,3097,0.7,3601,0.7
2,5,9,2,0,教養娯楽用品,7601,2.1,5066,1.9,5180,1.8,7913,2.6,8074,2.1,8587,2.2,8440,1.9,12419,2.3
2,5,9,3,0,書籍・他の印刷物,3559,1,2812,1.1,2854,1,3656,1.2,3301,0.9,3565,0.9,4532,1,5299,1
2,5,9,4,0,教養娯楽サービス,25557,7.2,16775,6.3,18763,6.6,18578,6.1,25361,6.6,31591,8.1,39634,8.7,44102,8.2
2,6,9,4,1,宿泊料,2844,0.8,1658,0.6,2735,1,2037,0.7,3003,0.8,3371,0.9,3245,0.7,5431,1
2,6,9,4,2,パック旅行費,4744,1.3,3901,1.5,3071,1.1,3744,1.2,4046,1.1,4101,1.1,10058,2.2,7634,1.4
2,6,9,4,3,月謝類,6353,1.8,1993,0.8,2860,1,3752,1.2,7133,1.9,10300,2.6,11265,2.5,13711,2.5
2,6,9,4,4,他の教養娯楽サービス,11617,3.3,9223,3.5,10097,3.6,9046,3,11179,2.9,13820,3.5,15065,3.3,17326,3.2
2,4,10,0,0,その他の消費支出,59006,16.7,40229,15.2,54249,19.2,47003,15.5,62821,16.4,56788,14.6,87822,19.3,94394,17.5
2,5,10,1,0,諸雑費,25071,7.1,17964,6.8,22087,7.8,20524,6.8,27733,7.2,25658,6.6,36654,8.1,34726,6.4
2,6,10,1,1,理美容サービス,3535,1,2294,0.9,2946,1,3100,1,3574,0.9,4016,1,4297,0.9,6196,1.2
2,6,10,1,2,理美容用品,5486,1.5,4107,1.6,4880,1.7,5351,1.8,5826,1.5,5570,1.4,6331,1.4,8015,1.5
2,6,10,1,3,身の回り用品,2694,0.8,1785,0.7,1887,0.7,2020,0.7,2314,0.6,2822,0.7,3140,0.7,6604,1.2
2,6,10,1,4,たばこ,811,0.2,682,0.3,867,0.3,1044,0.3,1343,0.4,428,0.1,433,0.1,587,0.1
2,6,10,1,5,他の諸雑費,12545,3.5,9097,3.4,11508,4.1,9009,3,14676,3.8,12822,3.3,22453,4.9,13323,2.5
2,5,10,2,0,こづかい,12399,3.5,5670,2.1,10413,3.7,9730,3.2,12758,3.3,11615,3,23402,5.1,23775,4.4
2,5,10,3,0,交際費,18993,5.4,15128,5.7,18801,6.7,15727,5.2,17369,4.5,17626,4.5,25505,5.6,31163,5.8
2,6,10,3,0,食料,4245,1.2,4065,1.5,3726,1.3,3003,1,3315,0.9,3753,1,5616,1.2,8426,1.6
2,6,10,3,0,家具・家事用品,235,0.1,184,0.1,225,0.1,175,0.1,236,0.1,211,0.1,208,0,542,0.1
2,6,10,3,0,被服及び履物,550,0.2,356,0.1,615,0.2,551,0.2,783,0.2,224,0.1,501,0.1,921,0.2
2,6,10,3,0,教養娯楽,1322,0.4,1996,0.8,779,0.3,918,0.3,857,0.2,622,0.2,2097,0.5,2262,0.4
2,6,10,3,0,他の物品サービス,472,0.1,506,0.2,371,0.1,586,0.2,291,0.1,586,0.2,521,0.1,430,0.1
2,6,10,3,6,贈与金,6453,1.8,5008,1.9,8502,3,5574,1.8,5097,1.3,5589,1.4,8590,1.9,9626,1.8
2,6,10,3,7,他の交際費,5717,1.6,3013,1.1,4583,1.6,4922,1.6,6792,1.8,6643,1.7,7971,1.8,8957,1.7
2,5,10,4,0,仕送り金,2543,0.7,1466,0.6,2948,1,1022,0.3,4961,1.3,1888,0.5,2261,0.5,4730,0.9
2,3,0,0,0,土地家屋購入,546,-,-,-,-,-,2704,-,-,-,281,-,-,-,-,-
2,3,0,0,0,（再掲）教育関係費,39471,11.2,18841,7.1,15887,5.6,21854,7.2,43661,11.4,47993,12.3,72020,15.8,99214,18.4
2,3,0,0,0,（再掲）教養娯楽関係費,45410,12.8,31046,11.7,32768,11.6,37682,12.5,45987,12,51195,13.1,65311,14.4,77565,14.4
2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,8996,2.5,6474,2.4,11450,4.1,6596,2.2,10058,2.6,7477,1.9,10851,2.4,14356,2.7
2,3,0,0,0,（再掲）経常消費支出,249759,70.6,193559,73.2,217536,77,233948,77.4,269275,70.3,271222,69.6,289890,63.8,338369,62.8
2,3,0,0,0,（再掲）情報通信関係費,19223,5.4,14406,5.4,19429,6.9,18212,6,20467,5.3,20495,5.3,21982,4.8,24115,4.5
2,3,0,0,0,（再掲）消費支出（除く住居等）　1）,314978,89,228616,86.4,245392,86.9,265449,87.8,327515,85.5,348740,89.6,428768,94.3,500443,92.9
2,2,0,0,0,その他の実支出,128986,-,26252,-,54513,-,89087,-,127003,-,168750,-,245700,-,343018,-
2,3,0,0,0,直接税,62983,-,11665,-,19370,-,32231,-,50600,-,74204,-,133736,-,215283,-
2,4,0,0,0,勤労所得税,30105,-,1589,-,5388,-,10933,-,19747,-,31799,-,68571,-,133115,-
2,4,0,0,0,個人住民税,25008,-,3454,-,8984,-,15744,-,23571,-,34435,-,48301,-,73524,-
2,4,0,0,0,他の税,7870,-,6622,-,4999,-,5553,-,7282,-,7970,-,16864,-,8644,-
2,3,0,0,0,社会保険料,65950,-,14581,-,34969,-,56827,-,76400,-,94482,-,111950,-,127637,-
2,4,0,0,0,公的年金保険料,39772,-,5438,-,19873,-,33733,-,48120,-,59491,-,70537,-,76988,-
2,4,0,0,0,健康保険料,21805,-,7186,-,12623,-,19752,-,24058,-,29298,-,34169,-,41399,-
2,4,0,0,0,介護保険料,3155,-,1833,-,1914,-,2407,-,2696,-,3989,-,5231,-,6309,-
2,4,0,0,0,他の社会保険料,1219,-,125,-,559,-,935,-,1526,-,1704,-,2013,-,2941,-
2,3,0,0,0,その他,53,-,6,-,174,-,29,-,4,-,64,-,13,-,99,-
2,1,0,0,0,実支出以外の支払(繰越金を除く),632215,-,248489,-,455844,-,564488,-,710543,-,761489,-,938227,-,1176954,-
2,2,0,0,0,預貯金,492206,-,175583,-,373376,-,449718,-,549837,-,599805,-,738781,-,896333,-
2,2,0,0,0,保険料,28359,-,25132,-,15273,-,18669,-,26100,-,38831,-,39816,-,46809,-
2,3,0,0,0,個人・企業年金保険料,5510,-,996,-,2703,-,3719,-,6413,-,9288,-,10750,-,9466,-
2,3,0,0,0,他の保険料,22849,-,24136,-,12571,-,14950,-,19687,-,29543,-,29066,-,37343,-
2,2,0,0,0,有価証券購入,3181,-,4381,-,552,-,3012,-,1571,-,3565,-,2454,-,7195,-
2,2,0,0,0,土地家屋借金返済,45358,-,17998,-,27309,-,42508,-,53743,-,55987,-,63494,-,84829,-
2,2,0,0,0,他の借金返済,1935,-,960,-,1405,-,2210,-,2008,-,1209,-,1937,-,5130,-
2,2,0,0,0,分割払購入借入金返済,4407,-,2121,-,2120,-,3908,-,6988,-,2760,-,12483,-,3641,-
2,2,0,0,0,一括払購入借入金返済,55867,-,21742,-,35202,-,43832,-,69502,-,58306,-,78047,-,130571,-
2,2,0,0,0,実支出以外の支払のその他,903,-,574,-,606,-,629,-,794,-,1026,-,1215,-,2446,-
2,1,0,0,0,繰越金,64304,-,53527,-,64974,-,64811,-,68576,-,67588,-,71880,-,66361,-
0,0,0,0,0,現物総額,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,1,0,0,0,勤め先収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,1,0,0,0,その他,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,0,0,0,0,現物総額,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,1,0,0,0,食料,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,1,0,0,0,住居,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
