区分,項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
2,1,耐久財,4887,1.5,-45.8,951,0.4,1020,0.4,3428,1.2,2225,0.7,3707,1.1,3663,0.9,19506,4.2
2,2,半耐久財,1257,0.4,-10.8,1037,0.4,421,0.2,1082,0.4,1108,0.4,1316,0.4,1342,0.3,2488,0.5
2,3,非耐久財,2599,0.8,14.7,1946,0.8,1595,0.7,2506,0.9,2522,0.8,3323,1,3064,0.8,3252,0.7
2,4,サービス,34695,10.6,0.3,20698,8.4,24301,10.5,30681,10.4,33971,11,42872,12.3,44519,11.2,46340,10
2,0,教育,34422,10.5,4.6,14058,5.7,12562,5.4,28344,9.6,31816,10.3,38627,11.1,53533,13.5,60610,13.1
2,3,非耐久財,306,0.1,-26.4,182,0.1,188,0.1,209,0.1,591,0.2,274,0.1,390,0.1,286,0.1
2,4,サービス,34116,10.4,5,13876,5.7,12373,5.4,28135,9.6,31225,10.1,38354,11,53143,13.4,60324,13
2,0,教養娯楽,40490,12.4,-6.7,28430,11.6,25667,11.1,32995,11.2,37569,12.1,42908,12.3,53346,13.4,62335,13.5
2,1,耐久財,2310,0.7,-29.6,783,0.3,1234,0.5,2313,0.8,2722,0.9,2287,0.7,3550,0.9,3372,0.7
2,2,半耐久財,4847,1.5,-7.5,3270,1.3,4185,1.8,4034,1.4,4201,1.4,4925,1.4,5616,1.4,7591,1.6
2,3,非耐久財,5601,1.7,-8,4847,2,4850,2.1,4515,1.5,5062,1.6,6046,1.7,7359,1.9,6448,1.4
2,4,サービス,27732,8.5,-3.7,19530,8,15398,6.7,22134,7.5,25584,8.3,29650,8.5,36821,9.3,44924,9.7
2,0,諸雑費,25340,7.8,-0.8,18267,7.5,20777,9,20015,6.8,21850,7.1,25253,7.3,38211,9.6,33182,7.2
2,1,耐久財,477,0.1,-5,352,0.1,466,0.2,221,0.1,375,0.1,354,0.1,687,0.2,910,0.2
2,2,半耐久財,2772,0.8,-13.1,2082,0.8,1453,0.6,2097,0.7,2245,0.7,3250,0.9,3621,0.9,4709,1
2,3,非耐久財,5960,1.8,-5.4,4468,1.8,4402,1.9,6094,2.1,5774,1.9,5613,1.6,7057,1.8,8366,1.8
2,4,サービス,16131,4.9,3.8,11366,4.6,14456,6.3,11603,3.9,13456,4.3,16035,4.6,26845,6.8,19197,4.2
,,,,,,,,,,,,,,,,,,,
東京都生計分析調査　平成30年,,,,,,,,,,,,,,,,,,,
第２８表　勤め先収入７分位階層別１世帯当たり年平均１か月間の財・サービス別支出　―　勤労者世帯　―,,,,,,,,,,,,,,,,,,,
注1)財・サービス別結果は、品目別分類を基に、再分類して集計した。,,,,,,,,,,,,,,,,,,,
注2)消費支出には、「こづかい」、「贈与金」、「他の交際費」及び「仕送り金」は含まれていない。,,,,,,,,,,,,,,,,,,,
項目（0：世帯数等、消費支出等　1：耐久財　2：半耐久財　3：非耐久財　4：サービス）,,,,,,,,,,,,,,,,,,,
