項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年増加率（％）,65歳未満／実数（円）,65歳未満／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）,（再掲）75歳以上／実数（円）,（再掲）75歳以上／構成比（％）
1,5,0,0,0,他の社会保障給付,1746,0.9,5.2,13744,9.5,839,0.4,378,0.2
1,4,0,0,0,仕送り金,1899,0.9,99.5,12463,8.6,1257,0.6,1538,0.7
1,2,0,0,0,特別収入,6944,3.4,75.2,7527,5.2,6923,3.3,7335,3.6
1,3,0,0,0,受贈金,1934,0.9,29.7,1203,0.8,1995,1,2130,1
1,3,0,0,0,他の特別収入,5010,2.5,102.6,6324,4.4,4928,2.4,5205,2.5
1,1,0,0,0,実収入以外の受取(繰入金を除く),337641,-,10.2,360110,-,336375,-,301836,-
1,2,0,0,0,預貯金引出,257154,-,3.2,283381,-,255689,-,240879,-
1,2,0,0,0,保険金,25607,-,29.4,12948,-,26433,-,21938,-
1,3,0,0,0,個人・企業年金保険金,24728,-,34.2,12948,-,25491,-,21601,-
1,3,0,0,0,他の保険金,879,-,-35.2,-,-,941,-,337,-
1,2,0,0,0,有価証券売却,4168,-,235.6,-,-,4375,-,2117,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,275,-,418.9,-,-,296,-,531,-
1,2,0,0,0,分割払購入借入金,2195,-,55.3,1298,-,2274,-,2890,-
1,2,0,0,0,一括払購入借入金,47923,-,40.6,61814,-,47012,-,33159,-
1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,318,-,-32.9,670,-,296,-,322,-
1,1,0,0,0,繰入金,83947,-,2,71726,-,84827,-,84979,-
2,0,0,0,0,支払,625616,-,12.5,576401,-,629711,-,592850,-
2,1,0,0,0,実支出,302277,-,6,317489,-,301781,-,282337,-
2,2,0,0,0,生計支出,270245,-,5.7,287119,-,269576,-,251909,-
2,3,0,0,0,消費支出,267939,100,4.8,287119,100,267118,100,251909,100
2,4,1,0,0,食料,79253,29.6,2.8,74150,25.8,79682,29.8,75291,29.9
2,5,1,1,0,穀類,6400,2.4,5,6760,2.4,6384,2.4,6067,2.4
2,6,1,1,1,米類,2063,0.8,10.7,1749,0.6,2087,0.8,2238,0.9
2,6,1,1,2,パン,2611,1,3.6,3059,1.1,2582,1,2277,0.9
2,6,1,1,3,麺類,1268,0.5,1.3,1231,0.4,1272,0.5,1133,0.4
2,6,1,1,4,他の穀類,458,0.2,-0.9,722,0.3,442,0.2,419,0.2
2,5,1,2,0,魚介類,7733,2.9,-0.3,4852,1.7,7944,3,7928,3.1
2,6,1,2,1,生鮮魚介,4379,1.6,-1.4,2959,1,4481,1.7,4494,1.8
2,6,1,2,2,塩干魚介,1452,0.5,0.6,539,0.2,1519,0.6,1557,0.6
2,6,1,2,3,魚肉練製品,773,0.3,3.3,516,0.2,793,0.3,779,0.3
2,6,1,2,4,他の魚介加工品,1128,0.4,0.3,837,0.3,1151,0.4,1098,0.4
2,5,1,3,0,肉類,7161,2.7,6,6258,2.2,7232,2.7,6646,2.6
2,6,1,3,1,生鮮肉,5776,2.2,6.5,5153,1.8,5827,2.2,5370,2.1
2,6,1,3,2,加工肉,1385,0.5,3.8,1106,0.4,1405,0.5,1275,0.5
2,5,1,4,0,乳卵類,4119,1.5,-7.1,4067,1.4,4126,1.5,3969,1.6
2,6,1,4,1,牛乳,1348,0.5,-17.7,1347,0.5,1349,0.5,1345,0.5
2,6,1,4,2,乳製品,1992,0.7,-1.5,1969,0.7,1995,0.7,1864,0.7
2,6,1,4,3,卵,779,0.3,0.8,751,0.3,781,0.3,760,0.3
2,5,1,5,0,野菜・海藻,12301,4.6,5,9711,3.4,12493,4.7,12551,5
2,6,1,5,1,生鮮野菜,8489,3.2,5.5,7029,2.4,8597,3.2,8643,3.4
2,6,1,5,2,乾物・海藻,901,0.3,-7.4,525,0.2,929,0.3,932,0.4
2,6,1,5,3,大豆加工品,1337,0.5,4.4,1133,0.4,1351,0.5,1330,0.5
2,6,1,5,4,他の野菜・海藻加工品,1574,0.6,11,1025,0.4,1615,0.6,1647,0.7
2,5,1,6,0,果物,4439,1.7,2.4,3048,1.1,4543,1.7,4417,1.8
2,6,1,6,1,生鮮果物,4055,1.5,3.8,2689,0.9,4156,1.6,4044,1.6
2,6,1,6,2,果物加工品,383,0.1,-10.5,359,0.1,387,0.1,373,0.1
2,5,1,7,0,油脂・調味料,3678,1.4,2.1,3122,1.1,3720,1.4,3578,1.4
2,6,1,7,1,油脂,403,0.2,-4.5,358,0.1,406,0.2,388,0.2
2,6,1,7,2,調味料,3276,1.2,3,2764,1,3314,1.2,3189,1.3
2,5,1,8,0,菓子類,5339,2,8.4,5330,1.9,5353,2,4885,1.9
2,5,1,9,0,調理食品,10993,4.1,1.8,11207,3.9,10992,4.1,10358,4.1
2,6,1,9,1,主食的調理食品,4289,1.6,0.9,5245,1.8,4226,1.6,3738,1.5
2,6,1,9,2,他の調理食品,6704,2.5,2.4,5962,2.1,6766,2.5,6620,2.6
2,5,1,10,0,飲料,4254,1.6,9.5,4813,1.7,4221,1.6,3924,1.6
2,6,1,10,1,茶類,1247,0.5,8.2,1095,0.4,1260,0.5,1316,0.5
2,6,1,10,2,コーヒー・ココア,757,0.3,-6.4,909,0.3,747,0.3,628,0.2
2,6,1,10,3,他の飲料,2249,0.8,17,2810,1,2214,0.8,1981,0.8
2,5,1,11,0,酒類,2921,1.1,-19,2053,0.7,2983,1.1,2735,1.1
2,5,1,12,0,外食,9915,3.7,8.4,12929,4.5,9692,3.6,8231,3.3
2,6,1,12,1,一般外食,9914,3.7,8.7,12929,4.5,9690,3.6,8229,3.3
2,6,1,12,2,学校給食,1,0,-96.3,-,-,1,0,2,0
2,4,2,0,0,住居,20918,7.8,8.5,38809,13.5,19933,7.5,20289,8.1
2,5,2,1,0,家賃地代,7399,2.8,13.2,19659,6.8,6618,2.5,5397,2.1
2,5,2,2,0,設備修繕・維持,13519,5,6.1,19149,6.7,13315,5,14892,5.9
2,6,2,2,1,設備材料,4303,1.6,8.1,2159,0.8,4448,1.7,5033,2
2,6,2,2,2,工事その他のサービス,9217,3.4,5.2,16990,5.9,8867,3.3,9859,3.9
2,4,3,0,0,光熱・水道,21723,8.1,5.4,21942,7.6,21711,8.1,21321,8.5
2,5,3,1,0,電気代,10223,3.8,7.5,10737,3.7,10192,3.8,9850,3.9
2,5,3,2,0,ガス代,5803,2.2,3.2,5836,2,5800,2.2,5740,2.3
2,5,3,3,0,他の光熱,457,0.2,-13.3,114,0,482,0.2,506,0.2
2,5,3,4,0,上下水道料,5240,2,5.9,5256,1.8,5237,2,5226,2.1
2,4,4,0,0,家具・家事用品,10204,3.8,14.4,13110,4.6,10086,3.8,10430,4.1
2,5,4,1,0,家庭用耐久財,3961,1.5,32.1,7220,2.5,3811,1.4,4473,1.8
2,6,4,1,1,家事用耐久財,1702,0.6,15.7,1104,0.4,1743,0.7,1931,0.8
2,6,4,1,2,冷暖房用器具,1923,0.7,51.2,4933,1.7,1786,0.7,2131,0.8
2,6,4,1,3,一般家具,336,0.1,30.7,1183,0.4,281,0.1,410,0.2
2,5,4,2,0,室内装備・装飾品,584,0.2,28.4,251,0.1,609,0.2,588,0.2
2,5,4,3,0,寝具類,519,0.2,-26.8,256,0.1,540,0.2,490,0.2
2,5,4,4,0,家事雑貨,1751,0.7,7,1923,0.7,1737,0.7,1520,0.6
2,5,4,5,0,家事用消耗品,2474,0.9,8.4,2792,1,2455,0.9,2281,0.9
2,5,4,6,0,家事サービス,915,0.3,9.2,669,0.2,934,0.3,1079,0.4
2,4,5,0,0,被服及び履物,7394,2.8,-3.3,6666,2.3,7424,2.8,6712,2.7
2,5,5,1,0,和服,135,0.1,513.6,976,0.3,61,0,4,0
2,5,5,2,0,洋服,2336,0.9,-8.8,1677,0.6,2376,0.9,2152,0.9
2,6,5,2,1,男子用洋服,725,0.3,-3.8,444,0.2,745,0.3,627,0.2
2,6,5,2,2,婦人用洋服,1603,0.6,-10.5,1233,0.4,1622,0.6,1524,0.6
2,6,5,2,3,子供用洋服,8,0,-42.9,-,-,9,0,1,0
2,5,5,3,0,シャツ・セーター類,1591,0.6,-9.3,1111,0.4,1625,0.6,1527,0.6
2,6,5,3,1,男子用シャツ・セーター類,481,0.2,-10.6,332,0.1,491,0.2,388,0.2
2,6,5,3,2,婦人用シャツ・セーター類,1109,0.4,-8.6,780,0.3,1133,0.4,1139,0.5
2,6,5,3,3,子供用シャツ・セーター類,1,0,-66.7,-,-,2,0,-,-
2,5,5,4,0,下着類,821,0.3,-2.1,722,0.3,827,0.3,782,0.3
2,6,5,4,1,男子用下着類,324,0.1,-12,261,0.1,328,0.1,311,0.1
2,6,5,4,2,婦人用下着類,495,0.2,5.8,461,0.2,497,0.2,468,0.2
2,6,5,4,3,子供用下着類,3,0,0,-,-,3,0,3,0
2,5,5,5,0,生地・糸類,147,0.1,-13.5,82,0,151,0.1,130,0.1
2,5,5,6,0,他の被服,635,0.2,-0.3,580,0.2,640,0.2,630,0.3
2,5,5,7,0,履物類,989,0.4,-9.9,988,0.3,987,0.4,864,0.3
2,5,5,8,0,被服関連サービス,741,0.3,31.6,532,0.2,757,0.3,623,0.2
2,4,6,0,0,保健医療,16989,6.3,3.4,15553,5.4,17012,6.4,18096,7.2
2,5,6,1,0,医薬品,3209,1.2,7.6,3171,1.1,3202,1.2,3291,1.3
2,5,6,2,0,健康保持用摂取品,1651,0.6,20.5,990,0.3,1698,0.6,1975,0.8
2,5,6,3,0,保健医療用品・器具,2085,0.8,-0.7,2493,0.9,2056,0.8,2344,0.9
2,5,6,4,0,保健医療サービス,10045,3.7,0.7,8900,3.1,10057,3.8,10487,4.2
2,4,7,0,0,交通・通信,26120,9.7,11.6,32462,11.3,25696,9.6,20998,8.3
2,5,7,1,0,交通,5478,2,13.3,9286,3.2,5211,2,4484,1.8
2,5,7,2,0,自動車等関係費,11938,4.5,25.6,9412,3.3,12137,4.5,9469,3.8
2,6,7,2,1,自動車等購入,3796,1.4,145.7,-,-,4092,1.5,4206,1.7
2,6,7,2,2,自転車購入,154,0.1,24.2,50,0,160,0.1,92,0
2,6,7,2,3,自動車等維持,7987,3,1.9,9361,3.3,7885,3,5172,2.1
2,5,7,3,0,通信,8705,3.2,-4,13764,4.8,8349,3.1,7045,2.8
2,4,8,0,0,教育,1247,0.5,128.8,19038,6.6,133,0,229,0.1
2,5,8,1,0,授業料等,1101,0.4,231.6,18039,6.3,37,0,63,0
2,5,8,2,0,教科書・学習参考教材,8,0,700,101,0,-,-,-,-
2,5,8,3,0,補習教育,139,0.1,-34.4,897,0.3,96,0,166,0.1
2,4,9,0,0,教養娯楽,29761,11.1,3.7,28549,9.9,29850,11.2,25156,10
2,5,9,1,0,教養娯楽用耐久財,1773,0.7,25.7,3354,1.2,1666,0.6,1134,0.5
2,5,9,2,0,教養娯楽用品,5203,1.9,15.4,5439,1.9,5194,1.9,4780,1.9
2,5,9,3,0,書籍・他の印刷物,4226,1.6,-3.6,2678,0.9,4337,1.6,4240,1.7
2,5,9,4,0,教養娯楽サービス,18560,6.9,0.9,17077,5.9,18652,7,15002,6
2,6,9,4,1,宿泊料,1938,0.7,0.9,1288,0.4,1978,0.7,1719,0.7
2,6,9,4,2,パック旅行費,5063,1.9,0.1,2322,0.8,5256,2,3759,1.5
2,6,9,4,3,月謝類,1981,0.7,3.9,2881,1,1911,0.7,1690,0.7
2,6,9,4,4,他の教養娯楽サービス,9578,3.6,0.6,10586,3.7,9507,3.6,7834,3.1
2,4,10,0,0,その他の消費支出,54330,20.3,2.6,36841,12.8,55592,20.8,53386,21.2
2,5,10,1,0,諸雑費,24628,9.2,23,17470,6.1,25125,9.4,25828,10.3
2,6,10,1,1,理美容サービス,3442,1.3,-0.7,3284,1.1,3450,1.3,3284,1.3
2,6,10,1,2,理美容用品,3787,1.4,14.3,3727,1.3,3790,1.4,3623,1.4
2,6,10,1,3,身の回り用品,1200,0.4,11.5,829,0.3,1230,0.5,991,0.4
2,6,10,1,4,たばこ,625,0.2,-15.7,1124,0.4,588,0.2,243,0.1
2,6,10,1,5,他の諸雑費,15574,5.8,36.3,8506,3,16067,6,17685,7
2,5,10,2,0,こづかい,5667,2.1,-2.4,4333,1.5,5761,2.2,5904,2.3
2,5,10,3,0,交際費,22954,8.6,-10.6,14876,5.2,23552,8.8,21002,8.3
2,6,10,3,0,食料,6659,2.5,-6.9,3522,1.2,6882,2.6,6691,2.7
2,6,10,3,0,家具・家事用品,202,0.1,1,64,0,212,0.1,102,0
2,6,10,3,0,被服及び履物,517,0.2,-3,180,0.1,542,0.2,271,0.1
2,6,10,3,0,教養娯楽,3237,1.2,103.5,2742,1,3290,1.2,1049,0.4
2,6,10,3,0,他の物品サービス,550,0.2,73.5,441,0.2,560,0.2,262,0.1
2,6,10,3,6,贈与金,9528,3.6,-29.4,4142,1.4,9925,3.7,10553,4.2
2,6,10,3,7,他の交際費,2262,0.8,-5.2,3784,1.3,2140,0.8,2075,0.8
2,5,10,4,0,仕送り金,1082,0.4,-25.6,162,0.1,1153,0.4,653,0.3
2,3,0,0,0,土地家屋購入,2306,-,...,-,-,2458,-,-,-
2,3,0,0,0,（再掲）教育関係費,1804,0.7,38.1,20873,7.3,624,0.2,707,0.3
2,3,0,0,0,（再掲）教養娯楽関係費,36617,13.7,10.3,36822,12.8,36618,13.7,28913,11.5
2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,10610,4,-29,4304,1.5,11078,4.1,11206,4.4
2,3,0,0,0,（再掲）経常消費支出,194367,72.5,2.1,203011,70.7,193885,72.6,181117,71.9
2,3,0,0,0,（再掲）情報通信関係費,12490,4.7,-3.1,18174,6.3,12093,4.5,10345,4.1
2,3,0,0,0,（再掲）消費支出（除く住居等）　1）,232615,86.8,5.8,244007,85,232015,86.9,216208,85.8
2,2,0,0,0,その他の実支出,32033,-,8.4,30370,-,32205,-,30429,-
2,3,0,0,0,直接税,14215,-,-2.6,14145,-,14212,-,13894,-
2,4,0,0,0,勤労所得税,297,-,86.8,609,-,275,-,341,-
2,4,0,0,0,個人住民税,3954,-,-7.6,1458,-,4126,-,3785,-
2,4,0,0,0,他の税,9964,-,-1.9,12078,-,9811,-,9769,-
2,3,0,0,0,社会保険料,17783,-,20.7,16225,-,17955,-,16528,-
2,4,0,0,0,公的年金保険料,1688,-,40.3,6984,-,1390,-,1303,-
2,4,0,0,0,健康保険料,10279,-,15,7549,-,10449,-,9157,-
2,4,0,0,0,介護保険料,5791,-,26.2,1633,-,6095,-,6046,-
2,4,0,0,0,他の社会保険料,24,-,118.2,60,-,21,-,22,-
2,3,0,0,0,その他,35,-,-83.3,-,-,38,-,7,-
2,1,0,0,0,実支出以外の支払(繰越金を除く),259623,-,25.9,206441,-,263486,-,247551,-
2,2,0,0,0,預貯金,212045,-,26,154542,-,216298,-,209512,-
2,2,0,0,0,保険料,8717,-,4.6,6823,-,8833,-,9360,-
2,3,0,0,0,個人・企業年金保険料,419,-,-68.3,589,-,403,-,216,-
2,3,0,0,0,他の保険料,8298,-,18.4,6234,-,8430,-,9144,-
2,2,0,0,0,有価証券購入,4603,-,618.1,81,-,4844,-,2348,-
2,2,0,0,0,土地家屋借金返済,2705,-,-8.1,4832,-,2547,-,2482,-
2,2,0,0,0,他の借金返済,606,-,143.4,-,-,655,-,990,-
2,2,0,0,0,分割払購入借入金返済,1407,-,90.7,1195,-,1423,-,1566,-
2,2,0,0,0,一括払購入借入金返済,28657,-,19.5,38755,-,27959,-,20101,-
2,2,0,0,0,実支出以外の支払のその他,884,-,-21.8,213,-,930,-,1193,-
2,1,0,0,0,繰越金,63716,-,-1.2,52470,-,64444,-,62962,-
0,0,0,0,0,現物総額,-,-,-,-,-,-,-,-,-
0,1,0,0,0,勤め先収入,-,-,-,-,-,-,-,-,-
0,1,0,0,0,その他,-,-,-,-,-,-,-,-,-
0,0,0,0,0,現物総額,-,-,-,-,-,-,-,-,-
0,1,0,0,0,食料,-,-,-,-,-,-,-,-,-
0,1,0,0,0,住居,-,-,-,-,-,-,-,-,-
0,1,0,0,0,光熱・水道,-,-,-,-,-,-,-,-,-
0,1,0,0,0,家具・家事用品,-,-,-,-,-,-,-,-,-
0,1,0,0,0,被服及び履物,-,-,-,-,-,-,-,-,-
0,1,0,0,0,保健医療,-,-,-,-,-,-,-,-,-
0,1,0,0,0,交通・通信,-,-,-,-,-,-,-,-,-
0,1,0,0,0,教育,-,-,-,-,-,-,-,-,-
0,1,0,0,0,教養娯楽,-,-,-,-,-,-,-,-,-
0,1,0,0,0,その他の消費支出,-,-,-,-,-,-,-,-,-
3,0,0,0,0,可処分所得,171995,-,24.9,114195,-,176305,-,175606,-
3,0,0,0,0,黒字,-95944,-,18.6,-172925,-,-90813,-,-76303,-
3,1,0,0,0,金融資産純増,-61565,-,33.8,-134884,-,-56522,-,-43715,-
3,3,0,0,0,貯蓄純増,-62000,-,32.9,-134964,-,-56991,-,-43945,-
3,4,0,0,0,預貯金純増,-45109,-,44.3,-128840,-,-39391,-,-31367,-
3,4,0,0,0,保険純増,-16890,-,-47.4,-6125,-,-17600,-,-12578,-
3,3,0,0,0,有価証券純購入,435,-,172.4,81,-,469,-,230,-
3,1,0,0,0,土地家屋借金純減,2705,-,-8.1,4832,-,2547,-,2482,-
3,1,0,0,0,他の借金純減,332,-,69.4,-,-,359,-,458,-
3,1,0,0,0,分割払購入借入金純減,-788,-,-16.7,-102,-,-851,-,-1324,-
3,1,0,0,0,一括払購入借入金純減,-19267,-,-90.6,-23059,-,-19054,-,-13058,-
3,1,0,0,0,土地家屋純増,2306,-,...,-,-,2458,-,-,-
3,1,0,0,0,その他の純増,566,-,-13.7,-457,-,634,-,871,-
3,1,0,0,0,繰越純増,-20231,-,-13.7,-19256,-,-20383,-,-22017,-
,,,,,,,,,,,,,,
東京都生計分析調査　平成30年,,,,,,,,,,,,,,
第３３表　世帯主年齢階層別１世帯当たり年平均１か月間の収入と用途別生計支出　―　無職世帯　―　,,,,,,,,,,,,,,
注）　1）は、「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いたもの。,,,,,,,,,,,,,,
項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）,,,,,,,,,,,,,,
