項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年増加率（％）,都平均／持家／実数（円）,都平均／持家／構成比（％）,300万円未満／実数（円）,300万円未満／構成比（％）,300万円未満／持家／実数（円）,300万円未満／持家／構成比（％）,300万円以上／実数（円）,300万円以上／構成比（％）,300万円以上／持家／実数（円）,300万円以上／持家／構成比（％）,（再掲）持家以外／実数（円）,（再掲）持家以外／構成比（％）
2,6,1,6,1,生鮮果物,4055,1.5,3.8,4124,1.5,2984,1.7,3094,1.8,4416,1.5,4454,1.5,3531,1.4
2,6,1,6,2,果物加工品,383,0.1,-10.5,390,0.1,271,0.2,278,0.2,423,0.1,427,0.1,383,0.2
2,5,1,7,0,油脂・調味料,3678,1.4,2.1,3694,1.4,3153,1.8,3169,1.8,3864,1.3,3869,1.3,3597,1.5
2,6,1,7,1,油脂,403,0.2,-4.5,397,0.1,344,0.2,335,0.2,426,0.1,420,0.1,541,0.2
2,6,1,7,2,調味料,3276,1.2,3,3297,1.2,2809,1.6,2835,1.6,3438,1.1,3449,1.1,3056,1.2
2,5,1,8,0,菓子類,5339,2,8.4,5380,2,3968,2.3,4123,2.3,5810,1.9,5794,1.9,4973,2
2,5,1,9,0,調理食品,10993,4.1,1.8,11116,4.1,9423,5.5,9884,5.6,11558,3.8,11554,3.8,9855,4
2,6,1,9,1,主食的調理食品,4289,1.6,0.9,4347,1.6,3598,2.1,3787,2.2,4539,1.5,4548,1.5,3726,1.5
2,6,1,9,2,他の調理食品,6704,2.5,2.4,6770,2.5,5825,3.4,6098,3.5,7019,2.3,7006,2.3,6129,2.5
2,5,1,10,0,飲料,4254,1.6,9.5,4219,1.6,3723,2.2,3699,2.1,4444,1.5,4391,1.5,4667,1.9
2,6,1,10,1,茶類,1247,0.5,8.2,1258,0.5,924,0.5,886,0.5,1355,0.4,1373,0.5,1117,0.5
2,6,1,10,2,コーヒー・ココア,757,0.3,-6.4,739,0.3,648,0.4,621,0.4,800,0.3,780,0.3,954,0.4
2,6,1,10,3,他の飲料,2249,0.8,17,2223,0.8,2151,1.2,2192,1.2,2289,0.8,2237,0.7,2596,1.1
2,5,1,11,0,酒類,2921,1.1,-19,2925,1.1,1920,1.1,1902,1.1,3276,1.1,3271,1.1,2814,1.1
2,5,1,12,0,外食,9915,3.7,8.4,10143,3.7,4976,2.9,5180,2.9,11609,3.9,11771,3.9,7818,3.2
2,6,1,12,1,一般外食,9914,3.7,8.7,10142,3.7,4976,2.9,5180,2.9,11608,3.9,11769,3.9,7818,3.2
2,6,1,12,2,学校給食,1,0,-96.3,1,0,-,-,-,-,2,0,2,0,-,-
2,4,2,0,0,住居,20918,7.8,8.5,16601,6.1,7682,4.4,4391,2.5,25422,8.4,20504,6.8,64559,26.3
2,5,2,1,0,家賃地代,7399,2.8,13.2,1756,0.6,4362,2.5,669,0.4,8404,2.8,2066,0.7,63679,26
2,5,2,2,0,設備修繕・維持,13519,5,6.1,14845,5.5,3320,1.9,3722,2.1,17018,5.6,18438,6.1,880,0.4
2,6,2,2,1,設備材料,4303,1.6,8.1,4760,1.8,1795,1,2072,1.2,5102,1.7,5556,1.8,185,0.1
2,6,2,2,2,工事その他のサービス,9217,3.4,5.2,10085,3.7,1525,0.9,1650,0.9,11915,4,12883,4.3,695,0.3
2,4,3,0,0,光熱・水道,21723,8.1,5.4,22109,8.2,19434,11.2,19630,11.2,22588,7.5,22990,7.6,17819,7.3
2,5,3,1,0,電気代,10223,3.8,7.5,10478,3.9,8836,5.1,9019,5.1,10760,3.6,11023,3.6,7817,3.2
2,5,3,2,0,ガス代,5803,2.2,3.2,5876,2.2,5322,3.1,5307,3,5981,2,6068,2,4925,2
2,5,3,3,0,他の光熱,457,0.2,-13.3,421,0.2,503,0.3,436,0.2,443,0.1,416,0.1,728,0.3
2,5,3,4,0,上下水道料,5240,2,5.9,5335,2,4773,2.8,4869,2.8,5404,1.8,5484,1.8,4349,1.8
2,4,4,0,0,家具・家事用品,10204,3.8,14.4,10672,3.9,7437,4.3,7982,4.5,11163,3.7,11573,3.8,5843,2.4
2,5,4,1,0,家庭用耐久財,3961,1.5,32.1,4261,1.6,3021,1.7,3452,2,4270,1.4,4515,1.5,1283,0.5
2,6,4,1,1,家事用耐久財,1702,0.6,15.7,1825,0.7,1858,1.1,2101,1.2,1631,0.5,1713,0.6,550,0.2
2,6,4,1,2,冷暖房用器具,1923,0.7,51.2,2069,0.8,876,0.5,1042,0.6,2286,0.8,2414,0.8,700,0.3
2,6,4,1,3,一般家具,336,0.1,30.7,368,0.1,286,0.2,309,0.2,353,0.1,389,0.1,32,0
2,5,4,2,0,室内装備・装飾品,584,0.2,28.4,626,0.2,293,0.2,327,0.2,687,0.2,727,0.2,184,0.1
2,5,4,3,0,寝具類,519,0.2,-26.8,522,0.2,497,0.3,477,0.3,523,0.2,533,0.2,481,0.2
2,5,4,4,0,家事雑貨,1751,0.7,7,1808,0.7,1136,0.7,1222,0.7,1969,0.7,2010,0.7,1155,0.5
2,5,4,5,0,家事用消耗品,2474,0.9,8.4,2472,0.9,2096,1.2,2082,1.2,2608,0.9,2607,0.9,2492,1
2,5,4,6,0,家事サービス,915,0.3,9.2,984,0.4,394,0.2,423,0.2,1106,0.4,1180,0.4,248,0.1
2,4,5,0,0,被服及び履物,7394,2.8,-3.3,7626,2.8,4106,2.4,4364,2.5,8534,2.8,8714,2.9,5172,2.1
2,5,5,1,0,和服,135,0.1,513.6,151,0.1,-,-,-,-,178,0.1,196,0.1,-,-
2,5,5,2,0,洋服,2336,0.9,-8.8,2454,0.9,1163,0.7,1199,0.7,2742,0.9,2862,0.9,1247,0.5
2,6,5,2,1,男子用洋服,725,0.3,-3.8,771,0.3,403,0.2,440,0.3,840,0.3,883,0.3,287,0.1
2,6,5,2,2,婦人用洋服,1603,0.6,-10.5,1674,0.6,739,0.4,734,0.4,1898,0.6,1974,0.7,961,0.4
2,6,5,2,3,子供用洋服,8,0,-42.9,9,0,21,0,26,0,4,0,4,0,-,-
2,5,5,3,0,シャツ・セーター類,1591,0.6,-9.3,1638,0.6,855,0.5,967,0.5,1852,0.6,1875,0.6,1082,0.4
2,6,5,3,1,男子用シャツ・セーター類,481,0.2,-10.6,493,0.2,331,0.2,375,0.2,538,0.2,542,0.2,372,0.2
2,6,5,3,2,婦人用シャツ・セーター類,1109,0.4,-8.6,1143,0.4,523,0.3,592,0.3,1312,0.4,1331,0.4,710,0.3
2,6,5,3,3,子供用シャツ・セーター類,1,0,-66.7,2,0,-,-,-,-,2,0,2,0,-,-
2,5,5,4,0,下着類,821,0.3,-2.1,823,0.3,691,0.4,735,0.4,866,0.3,853,0.3,807,0.3
2,6,5,4,1,男子用下着類,324,0.1,-12,322,0.1,274,0.2,293,0.2,343,0.1,334,0.1,347,0.1
2,6,5,4,2,婦人用下着類,495,0.2,5.8,498,0.2,417,0.2,442,0.3,520,0.2,516,0.2,460,0.2
2,6,5,4,3,子供用下着類,3,0,0,3,0,-,-,-,-,4,0,4,0,-,-
2,5,5,5,0,生地・糸類,147,0.1,-13.5,153,0.1,118,0.1,121,0.1,153,0.1,159,0.1,80,0
2,5,5,6,0,他の被服,635,0.2,-0.3,644,0.2,362,0.2,369,0.2,729,0.2,735,0.2,546,0.2
2,5,5,7,0,履物類,989,0.4,-9.9,994,0.4,624,0.4,670,0.4,1117,0.4,1108,0.4,974,0.4
2,5,5,8,0,被服関連サービス,741,0.3,31.6,769,0.3,294,0.2,302,0.2,897,0.3,927,0.3,437,0.2
2,4,6,0,0,保健医療,16989,6.3,3.4,17296,6.4,9988,5.8,10341,5.9,19400,6.4,19606,6.5,14503,5.9
2,5,6,1,0,医薬品,3209,1.2,7.6,3237,1.2,2481,1.4,2468,1.4,3448,1.1,3478,1.1,3018,1.2
2,5,6,2,0,健康保持用摂取品,1651,0.6,20.5,1541,0.6,672,0.4,741,0.4,1997,0.7,1812,0.6,3074,1.3
2,5,6,3,0,保健医療用品・器具,2085,0.8,-0.7,2076,0.8,1311,0.8,1357,0.8,2346,0.8,2317,0.8,2130,0.9
2,5,6,4,0,保健医療サービス,10045,3.7,0.7,10443,3.9,5525,3.2,5777,3.3,11609,3.9,11999,4,6281,2.6
2,4,7,0,0,交通・通信,26120,9.7,11.6,27484,10.2,12993,7.5,13560,7.7,30953,10.3,32467,10.7,12771,5.2
2,5,7,1,0,交通,5478,2,13.3,5648,2.1,2356,1.4,2603,1.5,6582,2.2,6695,2.2,3842,1.6
2,5,7,2,0,自動車等関係費,11938,4.5,25.6,12880,4.8,4361,2.5,4755,2.7,14784,4.9,15868,5.2,2615,1.1
2,6,7,2,1,自動車等購入,3796,1.4,145.7,4148,1.5,-,-,-,-,5270,1.7,5745,1.9,-,-
2,6,7,2,2,自転車購入,154,0.1,24.2,147,0.1,74,0,82,0,179,0.1,165,0.1,201,0.1
2,6,7,2,3,自動車等維持,7987,3,1.9,8585,3.2,4287,2.5,4673,2.7,9334,3.1,9958,3.3,2414,1
2,5,7,3,0,通信,8705,3.2,-4,8957,3.3,6276,3.6,6202,3.5,9587,3.2,9904,3.3,6314,2.6
2,4,8,0,0,教育,1247,0.5,128.8,1256,0.5,1688,1,2054,1.2,1126,0.4,1055,0.3,1038,0.4
2,5,8,1,0,授業料等,1101,0.4,231.6,1134,0.4,1642,0.9,1998,1.1,943,0.3,905,0.3,691,0.3
2,5,8,2,0,教科書・学習参考教材,8,0,700,9,0,-,-,-,-,12,0,13,0,-,-
2,5,8,3,0,補習教育,139,0.1,-34.4,113,0,46,0,56,0,172,0.1,138,0,347,0.1
2,4,9,0,0,教養娯楽,29761,11.1,3.7,31117,11.5,15095,8.7,16650,9.5,34877,11.6,35975,11.9,16572,6.8
2,5,9,1,0,教養娯楽用耐久財,1773,0.7,25.7,1872,0.7,181,0.1,211,0.1,2327,0.8,2419,0.8,743,0.3
2,5,9,2,0,教養娯楽用品,5203,1.9,15.4,5495,2,3300,1.9,3652,2.1,5861,1.9,6106,2,2496,1
2,5,9,3,0,書籍・他の印刷物,4226,1.6,-3.6,4332,1.6,3018,1.7,3190,1.8,4630,1.5,4696,1.6,3138,1.3
2,5,9,4,0,教養娯楽サービス,18560,6.9,0.9,19418,7.2,8597,5,9597,5.5,22060,7.3,22754,7.5,10196,4.2
2,6,9,4,1,宿泊料,1938,0.7,0.9,2055,0.8,912,0.5,1050,0.6,2281,0.8,2376,0.8,910,0.4
2,6,9,4,2,パック旅行費,5063,1.9,0.1,5431,2,2190,1.3,2566,1.5,6121,2,6469,2.1,1456,0.6
2,6,9,4,3,月謝類,1981,0.7,3.9,2064,0.8,580,0.3,653,0.4,2460,0.8,2525,0.8,1081,0.4
2,6,9,4,4,他の教養娯楽サービス,9578,3.6,0.6,9868,3.6,4916,2.8,5329,3,11199,3.7,11384,3.8,6748,2.8
2,4,10,0,0,その他の消費支出,54330,20.3,2.6,56157,20.8,32715,18.9,33881,19.3,61825,20.5,63605,21,36783,15
2,5,10,1,0,諸雑費,24628,9.2,23,25154,9.3,17536,10.1,17803,10.1,27092,9,27628,9.1,20170,8.2
2,6,10,1,1,理美容サービス,3442,1.3,-0.7,3479,1.3,2394,1.4,2559,1.5,3836,1.3,3824,1.3,3127,1.3
2,6,10,1,2,理美容用品,3787,1.4,14.3,3861,1.4,2632,1.5,2783,1.6,4198,1.4,4234,1.4,2961,1.2
2,6,10,1,3,身の回り用品,1200,0.4,11.5,1255,0.5,814,0.5,930,0.5,1333,0.4,1371,0.5,691,0.3
2,6,10,1,4,たばこ,625,0.2,-15.7,466,0.2,802,0.5,723,0.4,581,0.2,400,0.1,2415,1
2,6,10,1,5,他の諸雑費,15574,5.8,36.3,16093,5.9,10894,6.3,10808,6.1,17145,5.7,17799,5.9,10976,4.5
2,5,10,2,0,こづかい,5667,2.1,-2.4,5877,2.2,3156,1.8,3236,1.8,6549,2.2,6789,2.2,3384,1.4
2,5,10,3,0,交際費,22954,8.6,-10.6,23961,8.9,11466,6.6,12234,7,26913,8.9,27831,9.2,13046,5.3
2,6,10,3,0,食料,6659,2.5,-6.9,7018,2.6,3446,2,3757,2.1,7716,2.6,8023,2.7,3289,1.3
2,6,10,3,0,家具・家事用品,202,0.1,1,219,0.1,46,0,53,0,254,0.1,271,0.1,46,0
2,6,10,3,0,被服及び履物,517,0.2,-3,535,0.2,172,0.1,182,0.1,637,0.2,652,0.2,321,0.1
2,6,10,3,0,教養娯楽,3237,1.2,103.5,3463,1.3,407,0.2,423,0.2,4235,1.4,4480,1.5,825,0.3
2,6,10,3,0,他の物品サービス,550,0.2,73.5,576,0.2,326,0.2,307,0.2,631,0.2,669,0.2,336,0.1
2,6,10,3,6,贈与金,9528,3.6,-29.4,9849,3.6,5028,2.9,5321,3,11078,3.7,11359,3.8,6361,2.6
2,6,10,3,7,他の交際費,2262,0.8,-5.2,2303,0.9,2040,1.2,2192,1.2,2362,0.8,2378,0.8,1869,0.8
2,5,10,4,0,仕送り金,1082,0.4,-25.6,1165,0.4,557,0.3,608,0.3,1271,0.4,1357,0.4,183,0.1
2,3,0,0,0,土地家屋購入,2306,-,...,2582,-,-,-,-,-,3020,-,3336,-,-,-
2,3,0,0,0,（再掲）教育関係費,1804,0.7,38.1,1824,0.7,2043,1.2,2407,1.4,1759,0.6,1704,0.6,1489,0.6
2,3,0,0,0,（再掲）教養娯楽関係費,36617,13.7,10.3,38417,14.2,16826,9.7,18567,10.6,43557,14.5,45108,14.9,18913,7.7
2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,10610,4,-29,11014,4.1,5585,3.2,5928,3.4,12349,4.1,12715,4.2,6544,2.7
2,3,0,0,0,（再掲）経常消費支出,194367,72.5,2.1,192371,71.1,141072,81.6,141238,80.3,213044,70.7,209572,69.3,216655,88.4
2,3,0,0,0,（再掲）情報通信関係費,12490,4.7,-3.1,12812,4.7,9132,5.3,9223,5.2,13711,4.6,14062,4.6,9270,3.8
2,3,0,0,0,（再掲）消費支出（除く住居等）　１）,232615,86.8,5.8,238806,88.3,159577,92.3,165571,94.1,258227,85.7,263529,87.1,173988,71
2,2,0,0,0,その他の実支出,32033,-,8.4,33669,-,13774,-,15189,-,38228,-,39699,-,17098,-
2,3,0,0,0,直接税,14215,-,-2.6,15335,-,6095,-,6848,-,16955,-,18097,-,3735,-
2,4,0,0,0,勤労所得税,297,-,86.8,289,-,-,-,-,-,398,-,383,-,356,-
2,4,0,0,0,個人住民税,3954,-,-7.6,4086,-,913,-,1054,-,4971,-,5060,-,2792,-
2,4,0,0,0,他の税,9964,-,-1.9,10961,-,5183,-,5794,-,11586,-,12654,-,588,-
2,3,0,0,0,社会保険料,17783,-,20.7,18302,-,7653,-,8341,-,21233,-,21558,-,13303,-
2,4,0,0,0,公的年金保険料,1688,-,40.3,1751,-,350,-,397,-,2157,-,2215,-,1040,-
2,4,0,0,0,健康保険料,10279,-,15,10649,-,3857,-,4345,-,12472,-,12707,-,7163,-
2,4,0,0,0,介護保険料,5791,-,26.2,5879,-,3446,-,3599,-,6572,-,6607,-,5065,-
2,4,0,0,0,他の社会保険料,24,-,118.2,22,-,0,-,1,-,33,-,30,-,36,-
2,3,0,0,0,その他,35,-,-83.3,32,-,26,-,-,-,40,-,43,-,59,-
2,1,0,0,0,実支出以外の支払(繰越金を除く),259623,-,25.9,265748,-,144341,-,149431,-,298626,-,303391,-,205667,-
2,2,0,0,0,預貯金,212045,-,26,216564,-,124881,-,127495,-,241117,-,244933,-,172690,-
2,2,0,0,0,保険料,8717,-,4.6,9174,-,3939,-,4140,-,10461,-,10942,-,3757,-
2,3,0,0,0,個人・企業年金保険料,419,-,-68.3,449,-,11,-,12,-,553,-,584,-,179,-
2,3,0,0,0,他の保険料,8298,-,18.4,8725,-,3928,-,4128,-,9908,-,10357,-,3579,-
2,2,0,0,0,有価証券購入,4603,-,618.1,5132,-,-,-,-,-,5934,-,6500,-,-,-
2,2,0,0,0,土地家屋借金返済,2705,-,-8.1,2924,-,2268,-,2605,-,2867,-,3046,-,468,-
2,2,0,0,0,他の借金返済,606,-,143.4,628,-,109,-,-,-,803,-,871,-,497,-
2,2,0,0,0,分割払購入借入金返済,1407,-,90.7,1520,-,1001,-,1112,-,1549,-,1656,-,243,-
2,2,0,0,0,一括払購入借入金返済,28657,-,19.5,28858,-,11866,-,13773,-,34807,-,34285,-,27790,-
2,2,0,0,0,実支出以外の支払のその他,884,-,-21.8,949,-,277,-,307,-,1088,-,1159,-,222,-
2,1,0,0,0,繰越金,63716,-,-1.2,65844,-,48749,-,49079,-,68886,-,71257,-,44343,-
0,0,0,0,0,現物総額,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,1,0,0,0,勤め先収入,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,1,0,0,0,その他,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,0,0,0,0,現物総額,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,1,0,0,0,食料,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,1,0,0,0,住居,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,1,0,0,0,光熱・水道,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,1,0,0,0,家具・家事用品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,1,0,0,0,被服及び履物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,1,0,0,0,保健医療,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,1,0,0,0,交通・通信,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,1,0,0,0,教育,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,1,0,0,0,教養娯楽,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,1,0,0,0,その他の消費支出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,0,0,0,0,可処分所得,171995,-,24.9,173156,-,113058,-,113613,-,191779,-,192201,-,163404,-
3,0,0,0,0,黒字,-95944,-,18.6,-97412,-,-59786,-,-62277,-,-109490,-,-110292,-,-81686,-
3,1,0,0,0,金融資産純増,-61565,-,33.8,-61054,-,-33358,-,-33061,-,-72406,-,-71432,-,-65989,-
3,3,0,0,0,貯蓄純増,-62000,-,32.9,-61542,-,-33358,-,-33061,-,-72915,-,-71983,-,-65989,-
3,4,0,0,0,預貯金純増,-45109,-,44.3,-43635,-,-33604,-,-33063,-,-50331,-,-48415,-,-57665,-
3,4,0,0,0,保険純増,-16890,-,-47.4,-17908,-,246,-,3,-,-22583,-,-23569,-,-8324,-
3,3,0,0,0,有価証券純購入,435,-,172.4,489,-,-,-,-,-,509,-,551,-,-,-
