区分,男女計／実数（千人、％）,男女計／前年同期（千人、％）,男女計／対前年同期／増減数（千人、ポイント）,男女計／対前年同期／増減率（％）,男／実数（千人、％）,男／前年同期（千人、％）,男／対前年同期／増減数（千人、ポイント）,男／対前年同期／増減率（％）,女／実数（千人、％）,女／前年同期（千人、％）,女／対前年同期／増減数（千人、ポイント）,女／対前年同期／増減率（％）
〔就業者の主な産業別内訳〕／建設業,405,430,-25,-5.8,323,335,-12,-3.6,82,96,-14,-14.6
〔就業者の主な産業別内訳〕／製造業,649,666,-17,-2.6,458,474,-16,-3.4,190,192,-2,-1
〔就業者の主な産業別内訳〕／情報通信業,1020,878,142,16.2,716,603,113,18.7,305,275,30,10.9
〔就業者の主な産業別内訳〕／運輸業，郵便業,385,346,39,11.3,287,262,25,9.5,98,85,13,15.3
〔就業者の主な産業別内訳〕／卸売業，小売業,1320,1281,39,3,649,648,1,0.2,672,633,39,6.2
〔就業者の主な産業別内訳〕／金融業，保険業,337,360,-23,-6.4,170,176,-6,-3.4,166,183,-17,-9.3
〔就業者の主な産業別内訳〕／不動産業，物品賃貸業,317,267,50,18.7,196,154,42,27.3,121,114,7,6.1
〔就業者の主な産業別内訳〕／学術研究，専門・技術サービス業,589,533,56,10.5,363,325,38,11.7,225,208,17,8.2
〔就業者の主な産業別内訳〕／宿泊業，飲食サービス業,500,432,68,15.7,207,193,14,7.3,294,239,55,23
〔就業者の主な産業別内訳〕／生活関連サービス業，娯楽業,291,264,27,10.2,123,126,-3,-2.4,168,138,30,21.7
〔就業者の主な産業別内訳〕／教育，学習支援業,414,466,-52,-11.2,182,175,7,4,232,291,-59,-20.3
〔就業者の主な産業別内訳〕／医療，福祉,957,905,52,5.7,240,234,6,2.6,717,672,45,6.7
〔就業者の主な産業別内訳〕／サービス業（他に分類されないもの）,685,697,-12,-1.7,386,390,-4,-1,299,307,-8,-2.6
〔雇用者の主な産業別内訳〕／建設業,350,371,-21,-5.7,274,283,-9,-3.2,77,89,-12,-13.5
〔雇用者の主な産業別内訳〕／製造業,626,643,-17,-2.6,443,459,-16,-3.5,183,184,-1,-0.5
〔雇用者の主な産業別内訳〕／情報通信業,974,838,136,16.2,680,569,111,19.5,293,269,24,8.9
〔雇用者の主な産業別内訳〕／運輸業，郵便業,359,334,25,7.5,262,251,11,4.4,97,83,14,16.9
〔雇用者の主な産業別内訳〕／卸売業，小売業,1239,1206,33,2.7,604,616,-12,-1.9,635,590,45,7.6
〔雇用者の主な産業別内訳〕／金融業，保険業,333,359,-26,-7.2,169,175,-6,-3.4,165,183,-18,-9.8
〔雇用者の主な産業別内訳〕／不動産業，物品賃貸業,270,231,39,16.9,169,136,33,24.3,101,95,6,6.3
〔雇用者の主な産業別内訳〕／学術研究，専門・技術サービス業,434,399,35,8.8,273,235,38,16.2,161,164,-3,-1.8
〔雇用者の主な産業別内訳〕／宿泊業，飲食サービス業,461,392,69,17.6,188,173,15,8.7,273,218,55,25.2
〔雇用者の主な産業別内訳〕／生活関連サービス業，娯楽業,232,204,28,13.7,94,95,-1,-1.1,138,109,29,26.6
〔雇用者の主な産業別内訳〕／教育，学習支援業,379,421,-42,-10,175,154,21,13.6,204,267,-63,-23.6
〔雇用者の主な産業別内訳〕／医療，福祉,906,843,63,7.5,211,196,15,7.7,695,647,48,7.4
〔雇用者の主な産業別内訳〕／サービス業（他に分類されないもの）,642,641,1,0.2,356,353,3,0.8,286,288,-2,-0.7
〔非農林業雇用者の従業者規模別内訳〕／総数,7632,7362,270,3.7,4128,3966,162,4.1,3504,3396,108,3.2
〔非農林業雇用者の従業者規模別内訳〕／総数／１～29人規模,1692,1640,52,3.2,854,840,14,1.7,837,801,36,4.5
〔非農林業雇用者の従業者規模別内訳〕／総数／30～499人規模,2291,2233,58,2.6,1265,1207,58,4.8,1027,1026,1,0.1
〔非農林業雇用者の従業者規模別内訳〕／総数／500人以上規模,3129,2894,235,8.1,1746,1639,107,6.5,1383,1254,129,10.3
〔完全失業率（年齢階級別）(%)〕／総数,2.8,3.8,-1,…,2.8,4.6,-1.8,…,2.7,2.8,-0.1,…
〔完全失業率（年齢階級別）(%)〕／総数／15～24歳,3.8,4.8,-1,…,5.9,6.4,-0.5,…,1.6,3.4,-1.8,…
〔完全失業率（年齢階級別）(%)〕／総数／25～34歳,3.6,5.2,-1.6,…,3.8,7.6,-3.8,…,3.4,2.6,0.8,…
〔完全失業率（年齢階級別）(%)〕／総数／35～44歳,2.3,3,-0.7,…,1.6,3.1,-1.5,…,3,2.8,0.2,…
〔完全失業率（年齢階級別）(%)〕／総数／45～54歳,2.7,3.7,-1,…,3.2,4.1,-0.9,…,2.1,3,-0.9,…
〔完全失業率（年齢階級別）(%)〕／総数／55～64歳,2.2,3.7,-1.5,…,1.7,4.2,-2.5,…,2.9,2.9,0,…
〔完全失業率（年齢階級別）(%)〕／総数／65歳以上,2.6,2.2,0.4,…,2.7,2.1,0.6,…,2.4,2.5,-0.1,…
〔就業率（%）〕／総数,67.2,64.9,2.3,…,75.4,72.6,2.8,…,59.4,57.6,1.8,…
〔労働力人口比率(%)〕／総数,69.1,67.5,1.6,…,77.6,76,1.6,…,61,59.3,1.7,…
,,,,,,,,,,,,
東京の労働力統計データ（令和４年４～６月期平均）,,,,,,,,,,,,
第１表　就業状態別15歳以上人口、産業別就業者数及び完全失業者数　　,,,,,,,,,,,,
令和４年４～６月期平均,,,,,,,,,,,,
注)非農林業雇用者の従業者規模別内訳の総数には官公・従業者規模不詳を含んでいるため、内訳の合計とは一致しない。,,,,,,,,,,,,
