区分,男女計／実数（千人、％）,男女計／前年同期（千人、％）,男女計／対前年同期／増減数（千人、ポイント）,男女計／対前年同期／増減率（％）,男／実数（千人、％）,男／前年同期（千人、％）,男／対前年同期／増減数（千人、ポイント）,男／対前年同期／増減率（％）,女／実数（千人、％）,女／前年同期（千人、％）,女／対前年同期／増減数（千人、ポイント）,女／対前年同期／増減率（％）
〔就業者の活動状況別内訳〕／就業者数（再掲）／従業者数／主に仕事,6938,6928,10,0.1,4235,4243,-8,-0.2,2704,2685,19,0.7
〔就業者の活動状況別内訳〕／就業者数（再掲）／従業者数／通学のかたわらに仕事,346,337,9,2.7,170,167,3,1.8,177,170,7,4.1
〔就業者の活動状況別内訳〕／就業者数（再掲）／従業者数／家事などのかたわらに仕事,872,869,3,0.3,97,106,-9,-8.5,775,763,12,1.6
〔就業者の活動状況別内訳〕／就業者数（再掲）／休業者数,274,270,4,1.5,98,93,5,5.4,176,177,-1,-0.6
〔就業者の主な産業別内訳〕／建設業,409,423,-14,-3.3,347,340,7,2.1,62,83,-21,-25.3
〔就業者の主な産業別内訳〕／製造業,649,678,-29,-4.3,446,478,-32,-6.7,203,201,2,1
〔就業者の主な産業別内訳〕／情報通信業,952,965,-13,-1.3,666,648,18,2.8,286,317,-31,-9.8
〔就業者の主な産業別内訳〕／運輸業，郵便業,402,457,-55,-12,317,354,-37,-10.5,85,103,-18,-17.5
〔就業者の主な産業別内訳〕／卸売業，小売業,1271,1285,-14,-1.1,637,640,-3,-0.5,635,645,-10,-1.6
〔就業者の主な産業別内訳〕／金融業，保険業,397,375,22,5.9,219,177,42,23.7,178,198,-20,-10.1
〔就業者の主な産業別内訳〕／不動産業，物品賃貸業,258,326,-68,-20.9,140,187,-47,-25.1,118,139,-21,-15.1
〔就業者の主な産業別内訳〕／学術研究，専門・技術サービス業,565,585,-20,-3.4,335,352,-17,-4.8,229,233,-4,-1.7
〔就業者の主な産業別内訳〕／宿泊業，飲食サービス業,524,531,-7,-1.3,231,243,-12,-4.9,292,289,3,1
〔就業者の主な産業別内訳〕／生活関連サービス業，娯楽業,310,276,34,12.3,123,109,14,12.8,187,166,21,12.7
〔就業者の主な産業別内訳〕／教育，学習支援業,431,438,-7,-1.6,183,190,-7,-3.7,248,248,0,0
〔就業者の主な産業別内訳〕／医療，福祉,949,865,84,9.7,234,199,35,17.6,715,666,49,7.4
〔就業者の主な産業別内訳〕／サービス業（他に分類されないもの）,726,702,24,3.4,387,413,-26,-6.3,339,289,50,17.3
〔雇用者の主な産業別内訳〕／建設業,354,377,-23,-6.1,298,296,2,0.7,56,81,-25,-30.9
〔雇用者の主な産業別内訳〕／製造業,612,653,-41,-6.3,423,461,-38,-8.2,189,192,-3,-1.6
〔雇用者の主な産業別内訳〕／情報通信業,894,910,-16,-1.8,620,612,8,1.3,274,298,-24,-8.1
〔雇用者の主な産業別内訳〕／運輸業，郵便業,372,430,-58,-13.5,287,327,-40,-12.2,85,103,-18,-17.5
〔雇用者の主な産業別内訳〕／卸売業，小売業,1207,1216,-9,-0.7,603,602,1,0.2,604,615,-11,-1.8
〔雇用者の主な産業別内訳〕／金融業，保険業,393,371,22,5.9,217,175,42,24,177,196,-19,-9.7
〔雇用者の主な産業別内訳〕／不動産業，物品賃貸業,225,285,-60,-21.1,121,165,-44,-26.7,105,121,-16,-13.2
〔雇用者の主な産業別内訳〕／学術研究，専門・技術サービス業,430,446,-16,-3.6,255,266,-11,-4.1,175,180,-5,-2.8
〔雇用者の主な産業別内訳〕／宿泊業，飲食サービス業,472,446,26,5.8,202,188,14,7.4,270,258,12,4.7
〔雇用者の主な産業別内訳〕／生活関連サービス業，娯楽業,239,214,25,11.7,93,78,15,19.2,146,136,10,7.4
〔雇用者の主な産業別内訳〕／教育，学習支援業,391,398,-7,-1.8,174,178,-4,-2.2,218,220,-2,-0.9
〔雇用者の主な産業別内訳〕／医療，福祉,900,835,65,7.8,207,186,21,11.3,694,649,45,6.9
〔雇用者の主な産業別内訳〕／サービス業（他に分類されないもの）,671,658,13,2,349,382,-33,-8.6,322,276,46,16.7
〔非農林業雇用者の従業者規模別内訳〕／総数,7683,7664,19,0.2,4144,4147,-3,-0.1,3539,3517,22,0.6
〔非農林業雇用者の従業者規模別内訳〕／総数／１～29人規模,1689,1713,-24,-1.4,855,894,-39,-4.4,835,819,16,2
〔非農林業雇用者の従業者規模別内訳〕／総数／30～499人規模,2272,2311,-39,-1.7,1217,1261,-44,-3.5,1055,1050,5,0.5
〔非農林業雇用者の従業者規模別内訳〕／総数／500人以上規模,3151,3100,51,1.6,1796,1736,60,3.5,1355,1364,-9,-0.7
〔完全失業率（年齢階級別）(%)〕／総数,2.4,2.4,0,…,2.5,2.5,0,…,2.2,2.2,0,…
〔完全失業率（年齢階級別）(%)〕／総数／15～24歳,3.3,2.7,0.6,…,4.1,2.8,1.3,…,2.6,2.3,0.3,…
〔完全失業率（年齢階級別）(%)〕／総数／25～34歳,2.3,2.5,-0.2,…,2.6,2.9,-0.3,…,2.1,2,0.1,…
〔完全失業率（年齢階級別）(%)〕／総数／35～44歳,2.8,2.3,0.5,…,3,2.5,0.5,…,2.8,2.1,0.7,…
〔完全失業率（年齢階級別）(%)〕／総数／45～54歳,1.6,2.2,-0.6,…,1.8,2.4,-0.6,…,1.3,1.8,-0.5,…
〔完全失業率（年齢階級別）(%)〕／総数／55～64歳,3.4,2.9,0.5,…,3.2,2.4,0.8,…,3.8,3.7,0.1,…
〔完全失業率（年齢階級別）(%)〕／総数／65歳以上,0.9,1.8,-0.9,…,1.1,2.1,-1,…,0.7,1.5,-0.8,…
〔就業率（%）〕／総数,67.5,67.4,0.1,…,75.5,75.8,-0.3,…,59.9,59.5,0.4,…
〔労働力人口比率(%)〕／総数,69.2,69.1,0.1,…,77.5,77.7,-0.2,…,61.3,60.8,0.5,…
,,,,,,,,,,,,
東京の労働力統計データ（令和４年10～12月期平均）,,,,,,,,,,,,
第１表　就業状態別15歳以上人口、産業別就業者数及び完全失業者数　　,,,,,,,,,,,,
令和４年10～12月期平均,,,,,,,,,,,,
注)非農林業雇用者の従業者規模別内訳の総数には官公・従業者規模不詳を含んでいるため、内訳の合計とは一致しない。,,,,,,,,,,,,
