自治体名,ホームページ,館名,電話番号,郵便番号,所在地,開館時間,休館日1,休館日2,座席数,備考,,
足立区,https://www.city.adachi.tokyo.jp/bunka/library/,竹の塚,03-3859-9966,121-0813,竹の塚2-25-17,9AM～8PM,月末最後の平日(3月は休日等にかかわらず3月31日),"･月の中旬に館の点検
 整備のため1日休館
 (主に月曜日)","35
(0)",C・W〇・多T・オ,,
足立区,https://www.city.adachi.tokyo.jp/bunka/library/,東和,03-3628-6203,120-0003,東和3-12-9,9AM～8PM,月末最後の平日(3月は休日等にかかわらず3月31日),"･月の中旬に館の点検
 整備のため1日休館
 (主に月曜日)","33
(16)",W〇・多T・乳・オ,,
足立区,https://www.city.adachi.tokyo.jp/bunka/library/,舎人,03-3857-0771,121-0831,舎人1-3-26,9AM～8PM,月末最後の平日(3月は休日等にかかわらず3月31日),"･月の中旬に館の点検
 整備のため1日休館
 (主に月曜日)","36
(24)",Ｃ・W〇・多T・乳・オ,,
足立区,https://www.city.adachi.tokyo.jp/bunka/library/,花畑,03-3850-2601,121-0061,花畑4-16-8,9AM～8PM,月末最後の平日(3月は休日等にかかわらず3月31日),"･月の中旬に館の点検
 整備のため1日休館
 (主に月曜日)","42
(32)",Ｃ・W〇・多T・乳・オ,,
足立区,https://www.city.adachi.tokyo.jp/bunka/library/,保塚,03-3858-1553,121-0072,保塚町7-16,9AM～8PM,月末最後の平日(3月は休日等にかかわらず3月31日),"･月の中旬に館の点検
 整備のため1日休館
 (主に月曜日)","38
(44)",W〇・多T・乳・オ,,
足立区,https://www.city.adachi.tokyo.jp/bunka/library/,やよい,03-3852-1433,121-0011,中央本町3-15-1,9AM～8PM,月末最後の平日(3月は休日等にかかわらず3月31日),"･月の中旬に館の点検
 整備のため1日休館
 (主に月曜日)","88
(31)",Ｃ・W〇・多T・乳・オ,,
荒川区,https://www.library.city.arakawa.tokyo.jp/,ゆいの森あらかわ,03-3891-4349,116-0002,荒川2-50-1,9:30AM～8:30PM,･第3木曜日,,"621
(275)",Ｃ･障資･障・ＣＤ・W〇・多T・乳・オ,,
荒川区,https://www.library.city.arakawa.tokyo.jp/,尾久,03-3800-5821,116-0012,東尾久8-45-4,"9:30AM～7:30PM
(土・日曜日､祝日は～5PM)",月曜日(祝日の場合は翌日),･第2木曜日,"208
(92)",Ｃ･障資･障・ＣＤ・W〇・多T・乳・オ,,
荒川区,https://www.library.city.arakawa.tokyo.jp/,日暮里,03-3803-1645,116-0014,東日暮里6-38-4,"9:30AM～7:30PM
(土・日曜日､祝日は～5PM)",月曜日(祝日の場合は翌日),･第3木曜日,"110
(30)",Ｃ･障資･障・ＣＤ・W〇・多T・乳・オ,,
荒川区,https://www.library.city.arakawa.tokyo.jp/,(汐入図書ｻｰﾋﾞｽｽﾃｰｼｮﾝ),03-3807-8130,116-0003,南千住8-12-5-114,"9:30AM～7:30PM
(土・日曜日､祝日は～5PM)",月曜日(祝日の場合は翌日),･第2木曜日,"0
(9)",,,
荒川区,https://www.library.city.arakawa.tokyo.jp/,(冠新道図書ｻｰﾋﾞｽｽﾃｰｼｮﾝ),03-3800-3321,116-0013,西日暮里6-25-14,"9:30AM～7:30PM
(土・日曜日､祝日は～5PM)",月曜日(祝日の場合は翌日),･第3木曜日,"0
(11)",Ｃ・多T・乳・オ,,
荒川区,https://www.library.city.arakawa.tokyo.jp/,町屋,03-3892-9821,116-0001,町屋5-11-18,"9:30AM～7:30PM
(土・日曜日､祝日は～5PM)",月曜日(祝日の場合は翌日),･第3木曜日,"81
(14)",Ｃ･障・ＣＤ・W〇・多T・乳・オ,,
荒川区,https://www.library.city.arakawa.tokyo.jp/,南千住,03-3807-9221,116-0003,南千住6-63-1,"9:30AM～7:30PM
(日曜日､祝日は～5PM)",月曜日(祝日の場合は翌日),･第2木曜日,"101
(45)",Ｃ･障・ＣＤ・W〇・多T・乳・オ,,
板橋区,https://www.city.itabashi.tokyo.jp/library/,中央,03-6281-0291,174-0071,常盤台4-3-1,9AM～8PM,"･第2月曜日
 (祝日の場合は翌平日)
･月末日
 (土･日曜日､祝日の場合は
 翌平日)
･3月31日",,"227
(159)",Ｃ・障・ＣＤ・W○・多T・乳・オ,,
板橋区,https://www.city.itabashi.tokyo.jp/library/,いたばしﾎﾞﾛｰﾆｬ絵本館(中央図書館併設),03-6281-0560,174-0071,常盤台4-3-1,9AM～8PM,"･第2月曜日
 (祝日の場合は翌平日)
･月末日
 (土･日曜日､祝日の場合は
 翌平日)
･3月31日",,"227
(159)",Ｃ・障・ＣＤ・W○・多T・乳・オ,,
板橋区,https://www.city.itabashi.tokyo.jp/library/,赤塚,03-3939-5281,175-0092,"赤塚6-38-1
赤塚庁舎2階",9AM～8PM,"･第3月曜日
 (祝日の場合は翌平日)
･月末日
 (土･日曜日､祝日の場合は
 翌平日)
･3月31日",,"65
(31)",Ｃ・障・ＣＤ・多T・乳・オ,,
板橋区,https://www.city.itabashi.tokyo.jp/library/,小茂根,03-3554-8801,173-0037,小茂根1-6-2,9AM～8PM,"･第3月曜日
 (祝日の場合は翌平日)
･月末日
 (土･日曜日､祝日の場合は
 翌平日)
･3月31日",,"33
(62)",C・障資・障・ＣＤ・多T・オ,,
板橋区,https://www.city.itabashi.tokyo.jp/library/,清水,03-3965-9701,174-0055,"泉町16-16
清水地域ｾﾝﾀｰ3階",9AM～8PM,"･第3月曜日
 (祝日の場合は翌平日)
･月末日
 (土･日曜日､祝日の場合は
 翌平日)
･3月31日",,"9
(23)",C・ＣＤ・多T・オ,,
板橋区,https://www.city.itabashi.tokyo.jp/library/,志村,03-5994-3021,174-0051,小豆沢1-8-1,9AM～8PM,"･第3月曜日
 (祝日の場合は翌平日)
･月末日
 (土･日曜日､祝日の場合は
 翌平日)
･3月31日",,"68
(49)",Ｃ・障・ＣＤ・多T・オ,,
板橋区,https://www.city.itabashi.tokyo.jp/library/,高島平,03-3939-6565,175-0082,高島平3-13-1,9AM～8PM,"･第3月曜日
 (祝日の場合は翌平日)
･月末日
 (土･日曜日､祝日の場合は
 翌平日)
･3月31日",,"100
(55)",Ｃ・障・ＣＤ・多T・オ,,
板橋区,https://www.city.itabashi.tokyo.jp/library/,成増,03-3977-6078,175-0094,"成増3-13-1
ｱﾘｴｽ3階",9AM～8PM,"･第3月曜日
 (祝日の場合は翌平日)
･月末日
 (土･日曜日､祝日の場合は
 翌平日)
･3月31日",,"65
(40)",Ｃ・障・ＣＤ・多T,,
板橋区,https://www.city.itabashi.tokyo.jp/library/,西台,03-5399-1191,175-0045,西台3-13-2,9AM～8PM,"･第3月曜日
 (祝日の場合は翌平日)
･月末日
 (土･日曜日､祝日の場合は
 翌平日)
･3月31日",,"46
(66)",Ｃ・障・ＣＤ・多T,,
板橋区,https://www.city.itabashi.tokyo.jp/library/,蓮根,03-3965-7351,174-0046,蓮根3-15-1-101,9AM～8PM,"･第3月曜日
 (祝日の場合は翌平日)
･月末日
 (土･日曜日､祝日の場合は
 翌平日)
･3月31日",,"34
(32)",Ｃ・障・ＣＤ・多T・乳・オ,,
板橋区,https://www.city.itabashi.tokyo.jp/library/,東板橋,03-3579-2666,173-0003,加賀1-10-15,9AM～8PM,"･第3月曜日
 (祝日の場合は翌平日)
･月末日
 (土･日曜日､祝日の場合は
 翌平日)
･3月31日",,"42
(22)",Ｃ・障・ＣＤ・多T・オ,,
板橋区,https://www.city.itabashi.tokyo.jp/library/,氷川,03-3961-9981,173-0013,氷川町28-9,9AM～8PM,"･第3月曜日
 (祝日の場合は翌平日)
･月末日
 (土･日曜日､祝日の場合は
 翌平日)
･3月31日",,"55
(47)",Ｃ・障・ＣＤ・多T・乳・オ,,
江戸川区,https://www.library.city.edogawa.tokyo.jp/,中央,03-3656-6211,132-0021,中央3-1-3,9AM～9:30PM,"･第4月曜日
 (祝日の場合は翌日)",,"163
(59)",C・障資･障・CD・W◎・多T・乳・オ,,
,,令和4年2月頃から数か月間、空調設備等改修工事のため休館予定,,,,,,,,,,
江戸川区,https://www.library.city.edogawa.tokyo.jp/,葛西,03-3687-6811,134-0013,江戸川6-24-1,9AM～9:30PM,"･第4月曜日
 (祝日の場合は翌日)",,"99
(25)",Ｃ・障・ＣＤ・多T・乳・オ,,
江戸川区,https://www.library.city.edogawa.tokyo.jp/,小岩,03-3672-0251,133-0052,東小岩3-6-9,9AM～9:30PM,"･第4月曜日
 (祝日の場合は翌日)",,"108
(43)",Ｃ・障・ＣＤ・W〇・多T・乳・オ,,
江戸川区,https://www.library.city.edogawa.tokyo.jp/,小松川,03-3684-6381,132-0035,平井1-11-26,9AM～9:30PM,"･第4月曜日
 (祝日の場合は翌日)",,"66
(30)",Ｃ・障・ＣＤ・オ,,
江戸川区,https://www.library.city.edogawa.tokyo.jp/,篠崎,03-3670-9102,133-0061,篠崎町7-20-19,9AM～9:30PM,"･第4月曜日
 (祝日の場合は翌日)",,"65
(24)",Ｃ・障・ＣＤ・W〇・多T・乳・オ,,
江戸川区,https://www.library.city.edogawa.tokyo.jp/,篠崎子ども,03-5664-2011,133-0061,"篠崎町3-12-10
子ども未来館内",9AM～5PM,"･第4月曜日
 (祝日の場合は翌日)",,"31
(15)",Ｃ・障・ＣＤ・多T・乳・オ,,
江戸川区,https://www.library.city.edogawa.tokyo.jp/,東部,03-5666-1022,132-0013,江戸川2-26-1,9AM～9:30PM,"･第4月曜日
 (祝日の場合は翌日)",,"101
(28)",Ｃ・障・ＣＤ・W〇・多T・乳・オ,,
江戸川区,https://www.library.city.edogawa.tokyo.jp/,西葛西,03-5658-0751,134-0088,西葛西5-10-47,9AM～9:30PM,"･第4月曜日
 (祝日の場合は翌日)",,"69
(48)",Ｃ・障・ＣＤ・W〇・多T・オ,,
江戸川区,https://www.library.city.edogawa.tokyo.jp/,東葛西,03-5658-4008,134-0084,東葛西8-22-1,9AM～9:30PM,"･第4月曜日
 (祝日の場合は翌日)",,"58
(38)",Ｃ・障・ＣＤ・多T・乳・オ,,
江戸川区,https://www.library.city.edogawa.tokyo.jp/,松江,03-3654-7251,132-0025,松江2-1-10,9AM～9:30PM,"･第4月曜日
 (祝日の場合は翌日)",,"39
(9)",Ｃ・障・ＣＤ・多T・乳・オ,,
江戸川区,https://www.library.city.edogawa.tokyo.jp/,(鹿骨ｺﾐｭﾆﾃｨ),03-3678-6891,133-0073,"鹿骨1-54-2
鹿骨区民館内",9AM～5PM,"･第4月曜日
 (祝日の場合は翌日)",,"16
(22)",Ｃ・多T・乳・オ,,
,,令和3年10月中旬から11月中旬まで、空調設備等改修工事のため休館予定,,,,,,,,,,
江戸川区,https://www.library.city.edogawa.tokyo.jp/,(清新町ｺﾐｭﾆﾃｨ),03-3878-1926,134-0087,"清新町1-2-2
清新町ｺﾐｭﾆﾃｨ会館内",9AM～9:30PM,"･第4月曜日
 (祝日の場合は翌日)",,"30
(25)",W〇・多T・オ,,
大田区,https://www.lib.city.ota.tokyo.jp/,大田,03-3758-3051,145-0076,田園調布南25-1,9AM～7PM,"･第2木曜日
 (祝日の場合は翌日)",,"223
(68)",障資・障・ＣＤ・W〇・オ,,
大田区,https://www.lib.city.ota.tokyo.jp/,池上,03-3752-3341,146-0082,池上6-3-10 ｴﾄﾓ池上4階,9AM～9PM,"･第2木曜日
 (祝日の場合は翌日)",,"79
(35)",Ｃ・障・ＣＤ・W〇・多T・乳・オ,,
大田区,https://www.lib.city.ota.tokyo.jp/,入新井,03-3763-3633,143-0016,大森北1-10-14 Luz大森4階,9AM～8PM,"･第2木曜日
 (祝日の場合は翌日)",,"74
(72)",Ｃ・障・ＣＤ・W〇・乳・オ,,
大田区,https://www.lib.city.ota.tokyo.jp/,大森西,03-3763-1191,143-0015,大森西5-2-13,9AM～7PM,"･第3木曜日
 (祝日の場合は翌日)",,"64
(20)",Ｃ・障資・障・ＣＤ・W〇・多T・オ,,
大田区,https://www.lib.city.ota.tokyo.jp/,大森東,03-3763-9681,143-0012,大森東1-31-3-104,9AM～7PM,"･第2木曜日
 (祝日の場合は翌日)",,"112
(34)",Ｃ・障資・障・ＣＤ・W〇・多T・オ,,
大田区,https://www.lib.city.ota.tokyo.jp/,大森南,03-3744-8411,143-0013,大森南1-17-7,9AM～7PM,"･第3木曜日
 (祝日の場合は翌日)",,"112
(35)",Ｃ・障資・障・ＣＤ・W〇・多T・オ,,
大田区,https://www.lib.city.ota.tokyo.jp/,蒲田,03-3738-2459,144-0031,東蒲田1-19-22,9AM～7PM,"･第2木曜日
 (祝日の場合は翌日)",,"110
(26)",Ｃ・障資・障・ＣＤ・W〇・多T,,
大田区,https://www.lib.city.ota.tokyo.jp/,蒲田駅前,03-3736-0131,144-0052,蒲田5-13-26-301,9AM～8PM,"･第3木曜日
 (祝日の場合は翌日)",,"136
(18)",Ｃ・障・ＣＤ・W〇・多T・オ,,
大田区,https://www.lib.city.ota.tokyo.jp/,久が原,03-3753-3343,146-0085,久が原2-28-4,9AM～7PM,"･第3木曜日
 (祝日の場合は翌日)",,"70
(41)",Ｃ・障資・障・ＣＤ・W〇・多T・オ,,
大田区,https://www.lib.city.ota.tokyo.jp/,下丸子,03-3759-2454,146-0092,下丸子2-18-11,9AM～7PM,"･第3木曜日
 (祝日の場合は翌日)",,"136
(28)",Ｃ・障資・障・ＣＤ・W〇・多T・オ,,
大田区,https://www.lib.city.ota.tokyo.jp/,洗足池,03-3726-0401,145-0063,南千束2-2-10,9AM～7PM,"･第2木曜日
 (祝日の場合は翌日)",,"92
(39)",Ｃ・障・ＣＤ・W〇・多T・オ,,
大田区,https://www.lib.city.ota.tokyo.jp/,多摩川,03-3756-1251,146-0095,多摩川2-24-63,9AM～7PM,"･第2木曜日
 (祝日の場合は翌日)",,"85
(24)",Ｃ・障・ＣＤ・W〇・多T・乳・オ,,
大田区,https://www.lib.city.ota.tokyo.jp/,羽田,03-3745-3221,144-0043,羽田1-11-1,9AM～7PM,"･第3木曜日
 (祝日の場合は翌日)",,"67
(32)",Ｃ・障・ＣＤ・W〇・多T・オ,,
大田区,https://www.lib.city.ota.tokyo.jp/,浜竹,03-3741-1185,144-0034,西糀谷3-32-7,9AM～7PM,"･第2木曜日
 (祝日の場合は翌日)",,"70
(30)",Ｃ・障・ＣＤ・W〇・多T・乳・オ,,
大田区,https://www.lib.city.ota.tokyo.jp/,馬込,03-3775-5401,143-0027,中馬込2-26-10,9AM～7PM,"･第3木曜日
 (祝日の場合は翌日)",,"128
(28)",Ｃ・障資・障・ＣＤ・W〇・オ,,
大田区,https://www.lib.city.ota.tokyo.jp/,六郷,03-3732-4445,144-0045,南六郷3-10-3,9AM～7PM,"･第3木曜日
 (祝日の場合は翌日)",,"84
(42)",Ｃ・障・ＣＤ・W〇・多T・乳・オ,,
葛飾区,https://www.lib.city.katsushika.lg.jp/,中央,03-3607-9201,125-0042,金町6-2-1 ｳﾞｨﾅｼｽ金町ﾌﾞﾗｲﾄｺｰﾄ3階,9AM～10PM(日曜日､祝日は～8PM),"･第4木曜日
 (祝日の場合は翌日)
･年末年始
･特別整理期間",,"283
(167)",Ｃ・障資･障・ＣＤ ・W〇・多T・乳・オ,,
葛飾区,https://www.lib.city.katsushika.lg.jp/,(新宿図書ｻｰﾋﾞｽｺｰﾅｰ),03-3607-9105,125-0051,新宿1-5-6 新宿憩い交流館内,"10AM～5PM
(金曜日は～8PM)","･月曜日
 (祝日の場合は翌日)
･第4木曜日
 (祝日の場合は翌日)
･年末年始
･特別整理期間",,"0
(0)",ＣＤ・多T,,
,,令和3年4月30日に閉館予定,,,,,,,,,,
葛飾区,https://www.lib.city.katsushika.lg.jp/,(四つ木地区),03-5670-3321,124-0011,四つ木4-8-1 よつぎ小学校内,"10AM～5PM
(金曜日は～8PM)","･月曜日
 (祝日の場合は翌日)
･第4木曜日
 (祝日の場合は翌日)
･年末年始
･特別整理期間",,"0
(8)",障資・ＣＤ・多T,,
葛飾区,https://www.lib.city.katsushika.lg.jp/,(西水元地区),03-5660-2201,125-0031,西水元2-2-8 西水元あやめ園内,"10AM～5PM
(金曜日は～8PM)","･月曜日
 (祝日の場合は翌日)
･第4木曜日
 (祝日の場合は翌日)
･年末年始
･特別整理期間",,"16
(6)",障資・ＣＤ・多T,,
葛飾区,https://www.lib.city.katsushika.lg.jp/,(青戸地区),03-3838-1273,125-0062,青戸5-20-6 青戸地区ｾﾝﾀｰ内,"10AM～5PM
(金曜日は～8PM)","･月曜日
 (祝日の場合は翌日)
･第4木曜日
 (祝日の場合は翌日)
･年末年始
･特別整理期間",,"12
(6)",障資・ＣＤ・多T・オ,,
葛飾区,https://www.lib.city.katsushika.lg.jp/,(奥戸地区),03-3696-2781,124-0022,奥戸3-5-1 南奥戸小学校内,"10AM～5PM
(金曜日は～8PM)","･月曜日
 (祝日の場合は翌日)
･第4木曜日
 (祝日の場合は翌日)
･年末年始
･特別整理期間",,"24
(5)",障資・ＣＤ・多T・オ,,
葛飾区,https://www.lib.city.katsushika.lg.jp/,(こすげ地区),03-3601-3855,124-0001,小菅3-8-22 こすげ小学校敷地内,"10AM～5PM
(金曜日は～8PM)","･月曜日
 (祝日の場合は翌日)
･第4木曜日
 (祝日の場合は翌日)
･年末年始
･特別整理期間",,"12
(23)",障資・ＣＤ・多T・オ,,
葛飾区,https://www.lib.city.katsushika.lg.jp/,お花茶屋,03-3690-7661,124-0003,お花茶屋2-1-15,"9AM～8PM
(日曜日､祝日は～5PM)","･月曜日
 (祝日の場合は翌日)
･第4木曜日
 (祝日の場合は翌日)
･年末年始
･特別整理期間",,"83
(37)",障資・障・ＣＤ・多T・オ,,
葛飾区,https://www.lib.city.katsushika.lg.jp/,鎌倉,03-3650-7741,125-0053,鎌倉2-4-5,"9AM～8PM
(日曜日､祝日は～5PM)","･月曜日
 (祝日の場合は翌日)
･第4木曜日
 (祝日の場合は翌日)
･年末年始
･特別整理期間",,"115
(50)",障資・障・ＣＤ・多T・乳・オ,,
葛飾区,https://www.lib.city.katsushika.lg.jp/,上小松,03-3696-7901,124-0023,東新小岩3-12-1 都営住宅1階,"9AM～8PM
(日曜日､祝日は～5PM)","･月曜日
 (祝日の場合は翌日)
･第4木曜日
 (祝日の場合は翌日)
･年末年始
･特別整理期間",,"90
(24)",障資・障・ＣＤ・多T・オ,,
葛飾区,https://www.lib.city.katsushika.lg.jp/,亀有,03-3690-1901,125-0061,亀有1-17-5 都営住宅5号棟1階,"9AM～8PM
(日曜日､祝日は～5PM)","･月曜日
 (祝日の場合は翌日)
･第4木曜日
 (祝日の場合は翌日)
･年末年始
･特別整理期間",,"120
(21)",障資・障・ＣＤ・多T・オ,,
葛飾区,https://www.lib.city.katsushika.lg.jp/,立石,03-3696-4451,124-0012,立石1-9-1,9AM～10PM(日曜日､祝日は～8PM),"･第4木曜日
 (祝日の場合は翌日)
･年末年始
･特別整理期間",,"141
(49)",障資・障・ＣＤ・多T・オ,,
葛飾区,https://www.lib.city.katsushika.lg.jp/,水元,03-3627-3111,125-0033,東水元1-7-3,"9AM～8PM
(日曜日､祝日は～5PM)","･月曜日
 (祝日の場合は翌日)
･第4木曜日
 (祝日の場合は翌日)
･年末年始
･特別整理期間",,"98
(25)",障資・障・ＣＤ・多T・オ,,
葛飾区,https://www.lib.city.katsushika.lg.jp/,にいじゅく地区図書館,03-3607-9105,125-0051,新宿3-7-1,9AM～5PM,"･第4木曜日
･年末年始
･特別整理期間",,,,,
,,,令和3年6月初旬、(仮称)東京かつしか赤十字母子医療ｾﾝﾀｰ内に新設予定,,,,,,,,,
北区,https://www.library.city.kita.tokyo.jp/,中央,03-5993-1125,114-0033,十条台1-2-5,"9AM～8PM
(日曜日､祝日､12月28日は～5PM)","･第1･3･5月曜日､3月･12月を
 除く毎月第4木曜日
 (ただし､令和3年7月は第3
 木曜日､9月は第4金曜日)
･3月31日
 (土･日･月曜日の場合は直
 前の金曜日)",,"374
(132)",Ｃ・障資・障・ＣＤ・W〇・多T・乳・オ,,
北区,https://www.library.city.kita.tokyo.jp/,中央　(分室),03-3912-8566,114-0003,豊島1-14-12,9AM～7PM(土･日曜日､祝日､12月28日は～5PM),"･月曜日､3月･12月を除く毎
 月第4木曜日
 (ただし､令和3年7月は第3
 木曜日､9月は第4金曜日)
･3月31日
 (土･日･月曜日の場合は直
 前の金曜日)",,"13
(5)",C・CD,,
北区,https://www.library.city.kita.tokyo.jp/,滝野川,03-3910-9092,114-0024,西ケ原1-23-3,"9AM～8PM
(日曜日､祝日､12月28日は～5PM)","･月曜日､3月･12月を除く毎
 月第4木曜日
 (ただし､令和3年7月は第3
 木曜日､9月は第4金曜日)
･3月31日
 (土･日･月曜日の場合は直
 前の金曜日)",,"166
(52)",C・障・ＣＤ,,
北区,https://www.library.city.kita.tokyo.jp/,赤羽,03-3901-1992,115-0044,赤羽南1-13-1,"9AM～8PM
(日曜日､祝日､12月28日は～5PM)","･月曜日､3月･12月を除く毎
 月第4木曜日
 (ただし､令和3年7月は第3
 木曜日､9月は第4金曜日)
･3月31日
 (土･日･月曜日の場合は直
 前の金曜日)",,"179
(32)",C・障・ＣＤ・多T,,
北区,https://www.library.city.kita.tokyo.jp/,浮間,03-3965-6531,115-0051,浮間4-29-32,"9AM～7PM
(土･日曜日､祝日､12月28日は～5PM)","･月曜日､3月･12月を除く毎
 月第4木曜日
 (ただし､令和3年7月は第3
 木曜日､9月は第4金曜日)
･3月31日
 (土･日･月曜日の場合は直
 前の金曜日)",,"46
(20)",C・CD,,
北区,https://www.library.city.kita.tokyo.jp/,赤羽西,03-3907-5992,115-0055,赤羽西5-7-5,"9AM～7PM
(土･日曜日､祝日､12月28日は～5PM)","･月曜日､3月･12月を除く毎
 月第4木曜日
 (ただし､令和3年7月は第3
 木曜日､9月は第4金曜日)
･3月31日
 (土･日･月曜日の場合は直
 前の金曜日)",,"48
(18)",C・CD・オ,,
北区,https://www.library.city.kita.tokyo.jp/,昭和町,03-3893-5418,114-0011,昭和町3-10-7,"9AM～7PM
(土･日曜日､祝日､12月28日は～5PM)","･月曜日､3月･12月を除く毎
 月第4木曜日
 (ただし､令和3年7月は第3
 木曜日､9月は第4金曜日)
･3月31日
 (土･日･月曜日の場合は直
 前の金曜日)",,"68
(31)",C・CD,,
北区,https://www.library.city.kita.tokyo.jp/,田端,03-3828-5569,114-0014,田端3-16-2,"9AM～7PM
(土･日曜日､祝日､12月28日は～5PM)","･月曜日､3月･12月を除く毎
 月第4木曜日
 (ただし､令和3年7月は第3
 木曜日､9月は第4金曜日)
･3月31日
 (土･日･月曜日の場合は直
 前の金曜日)",,"38
(16)",C・CD,,
北区,https://www.library.city.kita.tokyo.jp/,上十条,03-3905-3533,114-0034,上十条3-3-9,"9AM～7PM
(土･日曜日､祝日､12月28日は～5PM)","･月曜日､3月･12月を除く毎
 月第4木曜日
 (ただし､令和3年7月は第3
 木曜日､9月は第4金曜日)
･3月31日
 (土･日･月曜日の場合は直
 前の金曜日)",,"24
(25)",C・CD・オ,,
北区,https://www.library.city.kita.tokyo.jp/,赤羽北,03-3907-6412,115-0052,赤羽北1-18-1-111,"9AM～7PM
(土･日曜日､祝日､12月28日は～5PM)","･月曜日､3月･12月を除く毎
 月第4木曜日
 (ただし､令和3年7月は第3
 木曜日､9月は第4金曜日)
･3月31日
 (土･日･月曜日の場合は直
 前の金曜日)",,"22
(21)",C・CD・多T・オ,,
北区,https://www.library.city.kita.tokyo.jp/,東田端,03-3810-4341,114-0012,田端新町2-14-15,"9AM～7PM
(土･日曜日､祝日､12月28日は～5PM)","･月曜日､3月･12月を除く毎
 月第4木曜日
 (ただし､令和3年7月は第3
 木曜日､9月は第4金曜日)
･3月31日
 (土･日･月曜日の場合は直
 前の金曜日)",,"16
(14)",C・CD・多T・オ,,
北区,https://www.library.city.kita.tokyo.jp/,神谷,03-5249-1200,115-0043,神谷3-35-17,"9AM～7PM
(土･日曜日､祝日､12月28日は～5PM)","･月曜日､3月･12月を除く毎
 月第4木曜日
 (ただし､令和3年7月は第3
 木曜日､9月は第4金曜日)
･3月31日
 (土･日･月曜日の場合は直
 前の金曜日)",,"12
(37)",C・CD,,
北区,https://www.library.city.kita.tokyo.jp/,滝野川西,03-3576-8800,114-0023,滝野川6-21-25,"9AM～7PM
(土･日曜日､祝日､12月28日は～5PM)","･月曜日､3月･12月を除く毎
 月第4木曜日
 (ただし､令和3年7月は第3
 木曜日､9月は第4金曜日)
･3月31日
 (土･日･月曜日の場合は直
 前の金曜日)",,"12
(33)",C・CD・多T・乳・オ,,
北区,https://www.library.city.kita.tokyo.jp/,豊島,03-3927-3421,114-0003,豊島3-27-22,"9AM～7PM
(土･日曜日､祝日､12月28日は～5PM)","･月曜日､3月･12月を除く毎
 月第4木曜日
 (ただし､令和3年7月は第3
 木曜日､9月は第4金曜日)
･3月31日
 (土･日･月曜日の場合は直
 前の金曜日)",,"24
(25)",C・CD,,
