Ａ自治体名（障害者サービス担当館）,Ｂ蔵書数録音資料テープ図書作成タイトル,Ｂ蔵書数録音資料テープ図書寄贈タイトル,Ｂ蔵書数録音資料テープ図書購入タイトル,Ｂ蔵書数録音資料テープ雑誌作成タイトル,Ｂ蔵書数録音資料テープ雑誌寄贈タイトル,Ｂ蔵書数録音資料テープ雑誌購入タイトル,Ｂ蔵書数録音資料ＤＡＩＳＹ図書作成タイトル,Ｂ蔵書数録音資料ＤＡＩＳＹ図書寄贈タイトル,Ｂ蔵書数録音資料ＤＡＩＳＹ図書購入タイトル,Ｂ蔵書数録音資料マルチメディアＤＡＩＳＹ図書作成タイトル,Ｂ蔵書数録音資料マルチメディアＤＡＩＳＹ図書寄贈タイトル,Ｂ蔵書数録音資料マルチメディアＤＡＩＳＹ図書購入タイトル,Ｂ蔵書数録音資料ＤＡＩＳＹ雑誌作成タイトル,Ｂ蔵書数録音資料ＤＡＩＳＹ雑誌寄贈タイトル,Ｂ蔵書数録音資料ＤＡＩＳＹ雑誌購入タイトル,Ｂ蔵書数録音資料録音資料合計タイトル,Ｂ蔵書数点字資料点字図書作成タイトル,Ｂ蔵書数点字資料点字図書寄贈タイトル,Ｂ蔵書数点字資料点字図書購入タイトル,Ｂ蔵書数点字資料点字雑誌作成タイトル,Ｂ蔵書数点字資料点字雑誌寄贈タイトル,Ｂ蔵書数点字資料点字雑誌購入タイトル,Ｂ蔵書数点字資料点字資料合計タイトル,Ｂ蔵書数拡大写本タイトル,Ｂ蔵書数点字絵本タイトル,Ｂ蔵書数さわる絵本タイトル,Ｂ蔵書数その他タイトル,Ｃ利用者登録者数（人）,Ｃ利用者登録者数内訳登録者内数（視覚障害以外）,Ｃ利用者登録者数内訳登録者内数（視覚障害以外の読書困難者）,Ｄ職員数専任（正規職員）（人）,Ｄ職員数兼任（正規・非常勤職員）（人）,Ｄ職員数専任（委託・指定管理職員）（人）,Ｄ職員数兼任（委託・指定管理職員）（人）,Ｄ職員数アルバイト（人）,Ｄ職員数その他（人）,Ｅ講習会等実施回数音訳講習会,Ｅ講習会等実施回数研修会,Ｅ講習会等実施回数展示会,Ｅ講習会等実施回数機器操作講習会,Ｅ講習会等実施回数担当者会,Ｅ講習会等実施回数その他,Ｆ貸出機器台数点字プリンター,Ｆ貸出機器台数デイジー再生用,Ｆ貸出機器台数その他,Ｆ貸出機器デイジー再生機器館外貸出サービス実施,Ｇ対面音訳利用状況利用者延人数,Ｇ対面音訳利用状況利用時間,Ｇ対面音訳利用状況音訳延人数,Ｇ対面音訳利用状況対面実施館数,Ｇ対面音訳音訳者職員（人）,Ｇ対面音訳音訳者職員以外（人）,Ｈ資料の自館製作録音資料音訳者職員（人）,Ｈ資料の自館製作録音資料音訳者職員以外（人）,Ｈ資料の自館製作録音資料校正者職員（人）,Ｈ資料の自館製作録音資料校正者職員以外（人）,Ｈ資料の自館製作録音資料ＤＡＩＳＹ編集者職員（人）,Ｈ資料の自館製作録音資料ＤＡＩＳＹ編集者職員以外（人）,Ｈ資料の自館製作録音資料ＤＡＩＳＹ校正者職員（人）,Ｈ資料の自館製作録音資料ＤＡＩＳＹ校正者職員以外（人）,Ｈ資料の自館製作点訳資料点訳者職員（人）,Ｈ資料の自館製作点訳資料点訳者職員以外（人）,Ｈ資料の自館製作点訳資料校正者職員（人）,Ｈ資料の自館製作点訳資料校正者職員以外（人）,Ｉ貸出・相互貸借個人貸出録音資料テープタイトル,Ｉ貸出・相互貸借個人貸出録音資料ＤＡＩＳＹタイトル,Ｉ貸出・相互貸借個人貸出録音資料マルチメディアＤＡＩＳＹタイトル,Ｉ貸出・相互貸借個人貸出点字資料タイトル,Ｉ貸出・相互貸借個人貸出その他タイトル,Ｉ貸出・相互貸借個人貸出個人貸出合計タイトル,Ｉ貸出・相互貸借相互賃借貸出資料別（タイトル）テープ,Ｉ貸出・相互貸借相互賃借貸出資料別（タイトル）ＤＡＩＳＹ,Ｉ貸出・相互貸借相互賃借貸出資料別（タイトル）マルチメディアＤＡＩＳＹ,Ｉ貸出・相互貸借相互賃借貸出資料別（タイトル）点字,Ｉ貸出・相互貸借相互賃借貸出資料別（タイトル）その他,Ｉ貸出・相互貸借相互賃借貸出貸出合計（タイトル）,Ｉ貸出・相互貸借相互賃借借受資料別（タイトル）テープ,Ｉ貸出・相互貸借相互賃借借受資料別（タイトル）ＤＡＩＳＹ,Ｉ貸出・相互貸借相互賃借借受資料別（タイトル）マルチメディアＤＡＩＳＹ,Ｉ貸出・相互貸借相互賃借借受資料別（タイトル）点字,Ｉ貸出・相互貸借相互賃借借受資料別（タイトル）その他,Ｉ貸出・相互貸借相互賃借借受借受合計（タイトル）,備考
目黒区,955,61,352,0,0,0,504,45,115,0,26,120,0,4,1,"2,183",21,149,0,1,4,3,178,0,39,?,194,140,78,5,0,12,2,0,0,0,1,1,1,1,11,0,1,2,0,有,245,513,257,3,4,15,0,28,1,28,0,28,0,28,0,17,0,17,3,"2,735",?,24,28,"2,790",18,511,0,2,0,531,0,"2,637",0,8,0,"2,645",・図書の貸出数はタイトル数で数えられないので、延べ貸出点数で計上。　　　・テープ図書は製作を中止し、DAISY再生機を所有しない障害者向けにはオーディオCD形式で作成している。貸出についてテープとオーディオCDを区別してカウントできないため、テープ貸出数にはオーディオCD分も含まれる。　　　・個人貸出のその他の項目は個別項目に出ていない障害者サービス資料（布の絵本）の個人貸出数を記入。　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
大田区,"2,230",3,144,463,0,0,102,39,3,0,0,0,342,0,0,"3,326",0,75,2,0,0,0,77,728,0,0,0,399,298,9,0,2,0,38,0,0,1,0,0,1,1,0,0,6,0,有,379,758,379,8,0,73,0,73,-,73,0,73,0,73,0,0,0,0,412,"3,648",0,0,0,"4,060",46,"1,767",0,0,0,"1,813",236,487,0,0,0,723,
世田谷区,538,0,54,0,4,0,147,65,85,0,4,116,1,6,0,"1,020",0,58,"1,461",0,21,4,"1,544",0,23,161,0,540,205,205,-,41,-,1,-,-,-,-,-,-,-,-,-,8,-,無,211,420,211,5,-,10,-,33,-,33,-,-,-,-,-,-,-,-,3,649,0,27,0,679,3,199,0,0,0,202,0,503,0,0,0,503,
渋谷区,"1,015",0,457,0,0,0,275,0,438,0,0,60,0,0,2,"2,247",60,317,977,0,0,0,"1,354",0,0,0,0,133,0,105,0,2,0,0,0,0,2,0,0,0,0,2,0,8,0,無,19,38,19,3,0,33,0,33,0,33,0,33,0,33,0,28,0,28,159,241,1,0,"2,595","2,996",1,65,0,6,17,89,50,20,0,0,0,70,
中野区,12,2,467,0,0,0,2,140,466,0,3,52,0,0,0,"1,144",0,0,0,0,3,2,5,0,181,0,0,138,100,0,0,0,0,3,0,0,0,0,0,0,6,0,0,3,0,有,124,248,124,3,0,10,-,-,-,-,-,-,-,-,-,-,-,-,21,336,11,26,0,394,0,0,0,0,0,0,11,17,0,0,0,28,
杉並区,262,0,"1,480",895,0,0,29,0,0,5,0,0,197,0,0,"2,868",0,0,"1,402",0,0,2,"1,404","1,130",?,?,"1,351",159,119,40,0,3,0,0,0,0,1,0,0,0,0,0,0,6,0,有,274,548,279,10,0,23,0,40,0,40,0,40,0,40,0,0,0,0,120,"1,122",0,23,33,"1,298",0,43,3,0,0,46,60,641,0,0,0,701,
豊島区,"1,323",0,0,0,0,0,"1,144","2,392",15,0,?,0,3,0,8,"4,885",877,977,36,0,0,3,"1,893",58,?,37,-,624,5,*,6,1,0,0,2,0,4,0,0,0,0,3,0,15,0,有,146,293,146,3,0,31,0,51,2,25,0,9,0,9,0,44,1,44,305,"34,081",*,"3,094","1,017","38,497",52,"3,831",*,114,48,"4,045",259,"3,207",*,56,-,"3,522","B蔵書数：・録音資料マルチメディアDAISY図書寄贈は、DAISY図書寄贈に含む。　・点字絵本は点字図書に含む。　・拡大写本にはテキストDAISY図書を含む。
D職員数：・専任(正規職員）には専任の非常勤職員2名を含む。　　　　　　　Ｉ 貸出・相互貸借：・個人貸出、相互貸借の貸出その他はテキストデイジー。"
北区,0,5,0,0,0,0,297,*,0,0,237,0,0,0,0,539,602,*,0,0,2,0,604,0,106,41,-,135,20,2,0,18,0,4,0,0,10,0,0,2,0,1,0,15,0,無,231,515,241,5,0,33,0,5,0,8,0,5,0,3,0,38,0,38,20,"3,611",0,75,0,"3,706",0,168,0,9,0,177,20,"3,058",0,20,0,"3,098",G対面音訳実施館のうち1館は地域振興室。
荒川区,"1,487",*,*,14,*,*,422,*,*,0,18,3,29,*,*,"1,973","1,042",*,*,0,*,*,"1,042",15,0,0,179,142,?,?,0,6,0,0,0,0,15,0,0,3,3,1,0,14,0,有,53,106,53,3,1,5,0,7,0,7,0,7,0,7,0,2,0,2,49,"1,422",*,8,37,"1,516",*,*,*,*,*,287,*,*,*,*,*,412,
板橋区,0,3,0,0,0,0,0,17,0,0,5,0,0,2,1,28,0,284,53,0,9,10,356,0,147,29,10,63,28,14,0,4,2,8,0,0,2,1,0,0,0,3,2,6,0,無,488,955,355,3,0,21,0,15,0,0,0,0,0,0,0,0,0,0,6,37,0,140,0,183,0,0,0,0,0,0,1,0,0,0,0,1,
練馬区,"1,962",93,954,139,10,92,351,91,438,0,24,64,218,12,341,"4,789",85,379,"1,831",32,3,307,"2,637",0,0,"1,153",252,401,0,203,0,4,0,0,0,0,1,*,*,1,*,*,0,0,0,無,"1,159","2,320","1,159",8,0,89,0,82,0,82,0,34,0,34,0,0,0,0,996,"4,257",1,295,40,"5,589",84,"2,575",0,7,0,"2,666",318,"1,443",1,6,0,"1,768",
足立区,132,0,"3,915",*,*,*,40,127,81,0,0,0,*,*,*,"4,295",0,0,0,0,0,0,0,0,0,0,35,209,13,-,0,4,0,0,0,0,1,0,0,0,0,0,1,13,0,有,8,14,8,1,0,8,0,8,0,8,0,8,0,8,0,0,0,0,664,"4,832",-,65,-,"5,561",0,33,-,0,-,33,339,"3,457",-,65,-,"3,861",
葛飾区,81,-,-,0,0,0,386,0,3,22,7,25,0,0,75,599,"1,424",-,-,0,0,0,"1,424",0,235,9,0,968,867,-,0,10,0,0,0,0,1,0,1,0,12,4,1,5,0,有,166,361,193,3,0,33,0,33,0,33,0,33,0,33,0,20,0,20,0,508,0,54,1,563,0,60,0,36,0,96,0,61,0,0,0,61,
江戸川区,50,151,333,0,1,0,27,103,22,0,0,55,0,10,0,752,0,283,31,0,13,3,330,0,81,31,6,98,0,0,0,0,4,0,0,0,-,-,-,-,2,-,3,7,0,無,144,?,?,3,0,?,0,0,0,0,0,0,0,0,0,0,0,0,405,"6,484",6,424,700,"8,019",0,0,0,0,0,0,364,"5,820",6,331,4,"6,525",
区合計,"14,341",778,"12,494","1,511",15,92,"6,039","3,201","3,124",27,572,753,790,187,483,"44,407","5,189","2,684","5,793",33,112,364,"14,175","2,786",980,"2,345","2,599","6,136","1,789",609,12,136,12,102,3,0,45,5,7,12,37,17,12,199,11,15,"4,947","10,211","4,823",86,13,592,15,549,3,406,6,403,5,350,0,262,1,167,"5,169","78,877",26,"4,988","11,327","100,387",415,"12,461",3,188,170,"13,524","2,197","30,412",7,634,4,"33,666",
八王子市,0,4,0,0,0,0,24,5,0,0,0,0,1,0,0,34,0,30,0,0,0,0,30,0,0,0,4,181,?,?,0,2,0,0,0,6,0,0,0,0,0,0,0,3,0,有,263,526,526,4,0,51,0,40,0,31,0,28,0,112,0,5,0,5,262,"3,753",0,40,0,"4,055",0,"2,007",0,1,0,"2,008",48,"2,036",0,48,0,"2,132",
立川市,563,18,378,?,?,?,187,2,0,0,23,0,?,?,?,"1,171",890,*,*,?,?,?,890,0,?,48,42,44,?,?,3,2,0,8,0,0,2,0,1,0,1,2,0,5,0,有,35,69,35,1,0,1,0,74,0,50,0,22,0,22,0,26,0,26,213,"2,018",0,6,227,"2,464",101,71,0,0,50,222,204,"1,975",0,8,5,"2,192",
武蔵野市,878,2,308,-,-,-,419,5,91,-,348,-,-,-,1,"2,052",-,-,-,-,-,6,6,-,?,?,46,116,19,13,0,2,0,0,1,0,3,3,1,0,0,1,0,6,0,有,204,330,413,2,0,44,0,74,1,74,0,74,2,74,0,0,0,0,11,689,23,1,86,810,12,678,0,0,0,690,0,592,0,0,0,592,
三鷹市,835,0,"1,188",0,0,0,370,0,78,0,0,31,0,0,0,"2,502",247,*,*,0,0,0,247,0,46,182,31,57,57,0,0,3,0,0,0,0,1,0,0,0,3,0,1,5,4,有,146,366,210,2,0,42,0,9,0,0,0,7,0,5,0,0,0,0,88,384,0,0,0,472,17,176,0,0,0,193,1,91,0,0,0,92,
青梅市,0,0,0,0,0,0,76,40,416,0,52,0,0,0,0,584,0,671,111,0,1,2,785,0,0,0,29,58,3,3,0,0,0,9,0,0,1,1,1,0,2,0,1,6,0,有,37,70.5,40,1,3,18,0,25,0,4,0,9,0,4,0,6,0,6,0,342,0,108,0,450,0,0,0,0,0,0,6,223,0,0,0,229,
府中市,17,9,252,0,0,0,132,59,460,0,?,?,0,0,12,941,0,52,562,0,0,325,939,0,?,52,95,32,?,?,0,5,0,0,0,0,1,-,1,-,-,-,0,8,0,有,95,190,95,1,0,25,0,25,0,25,0,25,0,25,0,0,0,0,0,557,0,35,0,592,0,121,0,0,0,121,0,?,0,?,0,0,
昭島市,399,75,88,1,0,0,77,87,25,0,21,0,1,0,0,774,0,8,24,0,0,0,32,0,20,11,1,47,?,?,1,1,0,0,0,0,1,0,0,0,6,1,0,4,1,有,44,88,88,1,0,19,0,12,0,5,0,13,0,5,0,0,0,0,36,346,0,0,0,382,2,53,0,0,0,55,33,248,0,0,0,281,
調布市,"2,417",2,2,0,0,0,"2,520",12,9,8,37,192,0,0,0,"5,199",65,27,14,0,0,3,109,?,?,?,398,300,186,?,5,0,0,0,0,6,1,0,7,0,0,4,0,23,5,有,135,274,135,1,10,13,0,37,0,13,1,8,1,11,0,25,0,25,16,"4,309",27,7,243,"4,602",15,"1,091",0,0,0,"1,106",4,"2,063",0,0,3,"2,070","・「さわる絵本」「点字絵本」「拡大写本」は資料形態で分けていないため蔵書数不明　　　　　　　・視覚障害者とそれ以外の読書困難者で登録を区分していないため，それぞれの登録者数不明
・点字図書貸出数のみ所蔵数で計上　　　　　　　　　　"
町田市,458,237,12,15,12,0,197,116,34,0,25,0,221,43,0,"1,370",110,536,85,3,169,63,966,0,352,0,318,192,44,?,0,6,0,0,0,0,1,1,0,0,0,0,0,0,8,無,281,544,281,2,0,25,0,20,0,3,0,4,0,2,0,2,0,2,436,"1,666",10,146,23,"2,281",23,498,0,1,0,522,388,"1,615",0,140,6,"2,149",G対面音訳利用時間　544時間4分
小金井市,169,35,39,0,0,0,52,7,0,0,0,0,0,0,0,302,165,?,0,0,?,0,165,0,?,?,0,40,6,?,0,2,0,0,0,0,1,1,0,0,0,0,0,4,0,有,7,14,14,1,0,37,0,37,0,37,0,37,0,37,0,29,0,29,14,23,0,0,‐,37,0,61,‐,0,‐,61,0,11,0,0,‐,11,
小平市,197,0,0,0,0,0,32,8,18,0,369,65,0,0,0,689,0,332,561,0,0,57,950,17,179,200,22,71,18,10,0,2,0,0,0,0,1,0,6,0,0,1,0,2,0,有,27,54,54,8,0,17,0,17,0,17,0,12,0,12,0,30,0,30,4,668,0,60,371,"1,103",0,32,0,39,0,71,4,30,0,0,0,34,
日野市,446,20,"1,786",0,0,0,260,16,0,0,201,0,1,4,0,"2,734",494,"1,019",0,2,0,2,"1,517",0,426,0,0,188,119,69,1,1,0,0,0,4,1,0,2,0,2,0,1,15,0,有,171,461.5,310,2,1,44,1,44,0,44,1,21,1,6,1,11,1,11,172,"3,543",2,586,0,"4,303",1,"5,739",0,"2,888",0,"8,628",129,629,0,192,0,950,
東村山市(富士見),238,0,453,0,0,0,37,15,99,0,0,2,1,0,0,845,0,311,0,0,0,0,311,0,?,?,?,63,20,0,0,1,0,1,1,0,2,0,0,2,1,0,0,2,0,有,182,364,364,3,0,45,0,45,0,10,0,10,0,5,-,-,-,-,151,"1,232",0,29,147,"1,559",0,18,0,0,0,18,21,907,0,28,-,956,
国分寺市（光）,0,0,0,0,0,0,9,2,14,0,4,0,0,0,0,29,0,2,0,0,0,0,2,8,1,23,0,58,0,3,0,2,0,0,0,0,0,0,0,0,1,0,0,10,0,有,0,0,0,0,0,3,0,5,0,5,0,*,0,*,0,0,0,0,191,0,0,0,0,191,0,0,0,0,0,0,1,506,0,12,0,519,
国立市,0,0,0,0,0,0,12,0,0,0,0,0,9,3,1,25,27,0,0,0,5,1,33,-,-,-,-,11,0,0,0,2,0,0,0,0,1,0,0,0,11,1,1,5,-,有,0,0,0,1,0,18,0,24,0,24,0,24,0,24,0,19,0,19,6,"1,712",-,72,-,"1,790",0,58,-,2,-,60,0,119,-,0,-,119,・絵本については児童サービスに含み、しょうがい者サービスとしてカウントしていない。
福生市,0,35,250,0,0,0,0,1,125,0,0,0,0,0,0,411,0,1,121,0,0,0,122,16,0,10,0,11,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,無,0,0,0,0,0,0,0,20,0,20,0,20,0,20,0,10,0,10,0,270,0,8,343,621,0,0,0,0,0,0,0,264,0,0,12,276,※拡大写本は全てボランティア団体からの寄贈。また、対面音訳は利用者なしのため、実績なし。
狛江市,223,0,0,0,0,0,221,0,0,0,20,0,0,0,0,464,0,0,0,0,0,0,0,0,45,22,0,25,7,1,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,無,24,48,48,1,0,14,0,11,0,11,0,0,0,0,0,9,0,0,0,1,0,0,0,1,0,6,0,0,0,6,19,59,0,0,0,78,録音資料製作は音訳者・校正者が同時にDAISY編集も行っている。
東大和市,450,105,106,12,0,0,113,1,0,0,0,0,60,0,0,847,31,62,1,0,0,0,94,?,?,?,?,36,6,?,0,5,0,0,1,0,1,0,0,0,0,0,1,1,1,無,0,0,0,0,0,0,0,20,0,10,0,20,0,10,0,3,0,1,78,"1,218",-,58,-,"1,354",38,28,-,0,-,66,0,"1,179",-,56,-,"1,235",
清瀬市,8,0,209,0,0,0,57,3,0,0,0,0,0,0,0,277,0,76,5,0,0,0,81,13,71,46,0,227,?,?,0,3,0,0,0,0,1,0,0,0,1,0,0,2,0,有,23,46,46,1,0,6,0,12,0,12,0,10,0,10,-,-,-,-,0,600,0,21,0,621,0,47,0,0,0,47,0,600,0,0,0,600,
東久留米市,856,0,402,0,0,0,71,0,16,0,27,0,0,0,0,"1,372",0,0,0,0,2,0,2,0,0,21,0,31,5,0,2,3,0,0,0,0,1,0,0,0,0,0,0,4,0,有,35,70,45,2,0,13,0,16,0,4,2,0,2,0,0,0,0,0,0,"1,278",0,0,0,"1,278",1,7,0,0,0,8,0,455,0,0,0,455,
