A自治体名(障害者サービス担当館）,B蔵書数録音資料テープ図書作成ﾀｲﾄﾙ,B蔵書数録音資料テープ図書寄贈ﾀｲﾄﾙ,B蔵書数録音資料テープ図書購入ﾀｲﾄﾙ,B蔵書数録音資料テープ雑誌作成ﾀｲﾄﾙ,B蔵書数録音資料テープ雑誌寄贈ﾀｲﾄﾙ,B蔵書数録音資料テープ雑誌購入ﾀｲﾄﾙ,B蔵書数録音資料DAISY図書作成ﾀｲﾄﾙ,B蔵書数録音資料DAISY図書寄贈ﾀｲﾄﾙ,B蔵書数録音資料DAISY図書購入ﾀｲﾄﾙ,B蔵書数録音資料マルチメディアDAISY図書作成ﾀｲﾄﾙ,B蔵書数録音資料マルチメディアDAISY図書寄贈ﾀｲﾄﾙ,B蔵書数録音資料マルチメディアDAISY図書購入ﾀｲﾄﾙ,B蔵書数録音資料DAISY雑誌作成ﾀｲﾄﾙ,B蔵書数録音資料DAISY雑誌寄贈ﾀｲﾄﾙ,B蔵書数録音資料DAISY雑誌購入ﾀｲﾄﾙ,B蔵書数録音資料録音資料合計ﾀｲﾄﾙ,B蔵書数点字資料点字図書作成ﾀｲﾄﾙ,B蔵書数点字資料点字図書寄贈ﾀｲﾄﾙ,B蔵書数点字資料点字図書購入ﾀｲﾄﾙ,B蔵書数点字資料点字雑誌作成ﾀｲﾄﾙ,B蔵書数点字資料点字雑誌寄贈ﾀｲﾄﾙ,B蔵書数点字資料点字雑誌購入ﾀｲﾄﾙ,B蔵書数点字資料点字資料合計ﾀｲﾄﾙ,B蔵書数拡大写本ﾀｲﾄﾙ,B蔵書数点字絵本ﾀｲﾄﾙ,B蔵書数さわる絵本ﾀｲﾄﾙ,B蔵書数その他ﾀｲﾄﾙ,C利用者登録者数（人）,C利用者登録者数内訳登録者内数（視覚障害以外）（人）,C利用者登録者数内訳登録者内数（視覚障害以外の読書困難者）（人）,D職員数専任（正規職員）（人）,D職員数兼任（正規・非常勤職員）（人）,D職員数専任（委託・指定管理職員）（人）,D職員数兼任（委託・指定管理職員）（人）,D職員数アルバイト（人）,D職員数その他（人）,E講習会等実施回数音訳講習会,E講習会等実施回数研修会,E講習会等実施回数展示会,E講習会等実施回数機器操作講習会,E講習会等実施回数担当者会,E講習会等実施回数その他,F貸出機器台数点字プリンター,F貸出機器台数デイジー再生用,F貸出機器台数その他,F貸出機器デイジー再生機器館外貸出サービス実施,G対面音訳利用状況利用者延人数,G対面音訳利用状況利用時間,G対面音訳利用状況音訳者延人数,G対面音訳利用状況対面実施館数,G対面音訳音訳者職員（人）,G対面音訳音訳者職員以外（人）,H資料の自館製作録音資料音訳者職員（人）,H資料の自館製作録音資料音訳者職員以外（人）,H資料の自館製作録音資料校正者職員（人）,H資料の自館製作録音資料校正者職員以外（人）,H資料の自館製作録音資料ＤＡＩＳＹ編集者職員（人）,H資料の自館製作録音資料ＤＡＩＳＹ編集者職員以外（人）,H資料の自館製作録音資料ＤＡＩＳＹ校正者職員（人）,H資料の自館製作録音資料ＤＡＩＳＹ校正者職員以外（人）,H資料の自館製作点訳資料点訳者職員（人）,H資料の自館製作点訳資料点訳者職員以外（人）,H資料の自館製作点訳資料校正者職員（人）,H資料の自館製作点訳資料校正者職員以外（人）,I貸出・相互貸借個人貸出録音資料テープﾀｲﾄﾙ,I貸出・相互貸借個人貸出録音資料DAISYﾀｲﾄﾙ,I貸出・相互貸借個人貸出録音資料マルチメディアDAISYﾀｲﾄﾙ,I貸出・相互貸借個人貸出点字資料ﾀｲﾄﾙ,I貸出・相互貸借個人貸出その他ﾀｲﾄﾙ,I貸出・相互貸借個人貸出個人貸出合計ﾀｲﾄﾙ,I貸出・相互貸借相互貸借貸出資料別（ﾀｲﾄﾙ）テープ,I貸出・相互貸借相互貸借貸出資料別（ﾀｲﾄﾙ）DAISY,I貸出・相互貸借相互貸借貸出資料別（ﾀｲﾄﾙ）マルチメディアDAISY,I貸出・相互貸借相互貸借貸出資料別（ﾀｲﾄﾙ）点字,I貸出・相互貸借相互貸借貸出資料別（ﾀｲﾄﾙ）その他,I貸出・相互貸借相互貸借貸出貸出合計（タイトル）,I貸出・相互貸借相互貸借借受資料別（ﾀｲﾄﾙ）テープ,I貸出・相互貸借相互貸借借受資料別（ﾀｲﾄﾙ）DAISY,I貸出・相互貸借相互貸借借受資料別（ﾀｲﾄﾙ）マルチメディアDAISY,I貸出・相互貸借相互貸借借受資料別（ﾀｲﾄﾙ）点字,I貸出・相互貸借相互貸借借受資料別（ﾀｲﾄﾙ）その他,I貸出・相互貸借相互貸借借受借受合計（タイトル）,備　考
板橋区,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,106,241,0,6,8,361,0,54,6,8,144,85,14,0,5,0,13,0,0,0,0,0,0,0,2,0,5,0,無,620,1287,624,7,0,24,0,13,0,0,0,0,0,0,0,0,0,0,23,26,0,31,0,80,0,0,0,0,0,0,6,0,0,0,0,6,
練馬区,1968,94,976,195,36,189,307,89,351,0,0,0,206,13,352,4776,85,377,1778,38,7,370,2655,0,0,1149,201,271,0,93,0,5,0,0,0,0,9,*,*,3,*,*,0,0,0,無,1058,2113,1058,6,0,85,0,66,0,66,0,63,0,63,0,0,0,0,1903,3429,*,292,6,5630,670,2289,0,11,*,2970,686,1826,0,9,0,2521,
足立区,132,0,3910,0,56,9,38,66,59,0,0,0,24,219,181,4694,0,2,0,0,0,0,2,0,0,0,0,208,11,11,0,6,0,0,0,0,1,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,0,-,-,-,-,-,0,
葛飾区,81,*,*,0,0,0,272,*,*,22,4,93,0,0,24,496,1390,*,*,0,0,2,1392,0,371,0,0,915,822,-,0,10,0,0,0,0,1,1,1,0,12,3,1,5,0,有,151,325,184,2,0,40,0,40,0,40,0,40,0,40,0,26,0,26,53,467,2,109,63,694,1,47,0,33,0,81,7,82,0,6,0,95,
江戸川区,51,72,333,0,1,0,6,74,22,0,0,0,0,7,0,566,0,277,30,0,11,3,321,0,64,23,6,109,0,0,0,0,4,1,0,0,-,-,1,-,2,-,2,6,0,無,152,?,?,3,0,?,0,0,0,0,0,0,0,0,0,0,0,0,483,5094,0,472,404,6453,0,0,0,0,0,0,416,4583,0,340,0,5339,
区合計,14271,778,12527,1613,93,198,4691,3372,2863,82,417,471,633,349,831,43189,5551,2486,5105,41,83,396,13662,2826,930,2245,638,5752,1665,464,14,125,17,63,5,2,49,13,8,10,32,11,10,201,11,16,5416,11156,5222,84,12,503,1,568,9,336,11,455,15,399,1,284,2,249,6904,64543,29,9596,8360,89432,1311,11069,0,319,180,12879,2902,25441,0,701,732,29776,
八王子市,36,6,-,4,-,-,88,7,-,-,-,-,50,-,-,191,1,4,-,-,-,-,5,-,-,-,-,185,*,*,-,2,-,-,-,4,-,-,-,-,0,-,1,3,-,有,312,613,542,4,-,288,-,41,-,32,-,28,-,97,-,7,-,7,314,1911,-,1,-,2226,-,1909,-,3,-,1912,64,2936,-,28,-,3028,
立川市,562,18,379,?,?,?,155,2,0,0,15,0,?,?,?,1131,122,139,650,?,?,?,911,0,*,48,42,70,18,*,3,2,0,8,0,0,2,0,1,0,1,1,0,4,0,有,37,72,37,1,0,1,0,74,0,50,0,22,0,22,0,26,0,26,341,2925,0,1,420,3687,2,104,0,0,50,156,278,2355,0,3,9,2645,・Ｇ  対面音訳利用時間  72.5時間     ・音訳・校正は、通常それぞれDAISY編集・DAISY編集の校正も含めて依頼することが多い。
武蔵野市,857,-,311,-,-,-,273,2,66,-,-,-,-,-,1,1510,-,-,-,-,2,4,6,-,?,?,-,103,16,4,0,3,0,0,1,0,5,5,0,0,0,0,0,6,0,有,157,241,314,2,0,83,0,66,1,66,0,66,2,66,0,0,0,0,20,868,-,-,-,888,66,560,-,-,-,626,8,749,-,-,-,757,
三鷹市,833,0,1198,11,0,0,347,0,70,0,0,25,22,0,0,2506,0,0,247,0,0,0,247,0,26,22,-,55,0,0,0,3,0,0,0,0,1,1,0,14,3,0,1,4,4,有,228,410,288,3,0,43,0,10,0,7,0,10,0,7,0,0,0,0,179,333,0,2,0,514,12,371,0,0,0,383,7,64,0,0,0,71,
青梅市,0,0,0,0,0,0,50,37,416,0,21,0,0,0,0,524,0,616,111,0,1,2,730,0,0,0,29,54,3,3,0,0,0,5,0,0,1,0,1,0,0,0,1,6,0,有,38,76,38,1,0,13,0,13,0,13,0,13,0,13,0,10,0,10,7,607,0,127,0,741,0,0,0,0,0,0,7,224,0,2,0,233,
府中市,6,2,240,0,0,0,87,32,467,0,?,?,0,20,0,854,0,33,533,0,0,307,873,0,?,48,87,43,?,?,0,6,0,0,0,0,1,-,1,1,-,-,0,8,0,有,85,170,85,1,0,22,0,22,0,22,0,22,0,22,0,0,0,0,92,767,0,86,0,945,0,34,0,0,0,34,*,*,0,*,0,0,
昭島市,401,17,53,1,0,0,99,53,21,0,26,0,1,0,0,672,0,?,?,0,?,?,45,?,?,?,-,49,?,?,1,1,0,0,0,0,2,1,0,2,0,-,0,4,0,-,3,150,75,1,0,31,0,42,0,42,0,42,0,42,0,0,0,0,35,149,0,0,0,184,1,2,0,0,0,3,21,135,0,0,0,156,
調布市,2417,2,2,0,0,0,2123,9,6,3,16,192,0,0,1,4771,61,27,13,0,0,3,104,?,?,?,376,297,172,?,5,0,0,0,0,6,1,0,13,0,0,5,0,30,5,有,110,219,110,1,10,13,0,31,0,13,1,10,1,2,0,25,0,25,61,5016,15,17,279,5388,29,1056,0,0,0,1085,12,2317,0,1,6,2336,
町田市,459,417,83,13,13,0,174,105,29,0,18,0,169,107,0,1587,137,644,96,62,197,63,1199,0,299,0,299,202,48,?,0,6,0,0,0,0,2,0,0,0,0,0,0,0,8,無,412,824,412,3,0,36,0,8,0,2,0,3,0,3,0,2,0,2,283,2084,0,167,5,2539,37,473,0,0,0,510,269,2035,0,153,0,2457,・Ｇ  対面音訳利用時間  824時間15分
小金井市,169,35,39,0,0,0,41,4,0,0,0,0,0,0,0,288,144,15,0,0,0,0,159,0,?,?,0,38,5,0,0,2,0,0,0,0,1,0,0,0,0,0,0,5,0,有,17,34,34,1,0,12,0,33,0,33,0,33,0,33,0,33,0,33,0,14,-,3,-,17,12,63,0,0,0,75,0,9,0,0,0,9,
小平市(小川西町),197,0,0,0,0,0,15,5,18,0,233,25,0,0,0,493,0,273,565,0,0,55,893,14,165,183,21,65,16,8,0,2,0,0,0,0,1,0,6,0,3,1,0,2,0,有,6,12,16,8,0,22,0,22,0,22,0,6,0,6,0,29,0,29,5,1491,20,91,371,1978,1,21,0,0,0,22,4,57,0,0,0,61,
日野市,446,20,1786,0,0,0,182,16,0,0,1,0,3,5,0,2459,387,1006,0,3,0,2,1398,0,414,0,0,171,-,-,1,1,0,0,0,4,2,1,2,1,2,0,1,15,0,有,171,484,328,2,1,46,1,46,0,46,1,16,1,16,1,10,1,10,128,4938,0,768,0,5834,3,870,0,534,0,1407,111,2705,0,170,0,2986,
東村山市(富士見),238,0,453,1,0,0,29,13,69,0,0,2,1,0,0,806,0,311,0,0,0,0,311,0,?,?,?,64,15,0,0,1,0,0,1,0,2,0,0,0,0,0,0,2,0,無,238,476,476,3,0,33,0,33,0,10,0,10,0,5,-,-,-,-,207,1234,0,14,139,1594,4,23,0,0,0,27,3,592,0,10,0,605,
国分寺市(光),1290,0,1090,0,0,0,8,2,221,0,15,32,0,0,0,2658,0,6,217,0,0,0,223,5,?,?,?,49,18,?,0,4,0,0,0,0,0,0,0,0,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,0,-,-,-,-,-,0,
国立市,0,0,0,0,0,0,16,0,0,0,0,0,9,2,1,28,58,0,4,0,5,1,68,-,-,-,-,22,0,6,0,2,0,0,0,0,0,1,0,0,11,1,1,5,-,有,0,0,0,1,0,30,0,30,0,30,0,30,0,30,0,22,0,22,0,1635,-,77,-,1712,-,38,-,0,-,38,0,105,-,0,-,105,・DAISY雑誌の貸出（3誌）、借受（1誌）あり（計上していない。）
福生市,-,-,286,-,-,-,-,-,120,-,-,-,-,-,-,406,-,106,-,-,-,-,106,-,13,4,293,18,12,1,-,3,-,-,-,-,7,3,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40,-,-,307,347,-,-,-,-,-,0,-,258,-,-,-,258,
狛江市,223,0,0,0,0,0,215,0,1,0,0,0,0,0,0,439,0,0,0,0,0,0,0,0,47,17,-,17,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,有,26,52,52,1,0,16,0,14,0,14,-,-,-,-,-,-,-,-,0,0,0,0,0,0,1,2,0,0,0,3,10,7,0,0,0,17,・録音資料製作は音訳者が同時にDAISY編集も行い、校正者が同時にDAISY編集の校正も行っている。
東大和市,417,93,183,0,0,0,35,0,0,0,0,0,46,0,0,774,33,70,0,0,0,0,103,?,?,?,?,36,6,?,0,6,0,0,1,0,1,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,0,-,-,-,-,-,0,
清瀬市,8,0,210,0,0,0,51,2,0,0,0,0,0,0,0,271,0,76,5,0,0,0,81,13,71,46,0,222,186,?,0,3,0,0,0,0,1,0,0,0,1,0,0,2,0,有,25,47,50,2,0,11,0,11,0,11,0,11,0,11,0,0,0,0,3,872,0,14,0,889,0,3,0,0,0,3,3,563,0,14,0,580,
東久留米市,999,0,497,0,0,0,63,0,16,0,4,0,0,0,0,1579,0,0,0,0,0,0,0,0,0,0,0,25,6,0,1,3,0,0,0,0,1,0,1,0,0,0,0,2,0,無,56,102,62,3,0,10,0,32,0,5,2,0,2,0,0,0,0,0,11,834,0,0,0,845,5,94,0,0,0,99,2,290,0,0,0,292,
武蔵村山市(中藤）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,*,*,0,0,0,233,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,191,0,0,0,0,0,0,0,0,0,0,0,0,・利用者及び貸出は、市内全館分の宅配利用者統計
多摩市(永山),1739,13,37,0,0,0,242,31,0,0,15,0,1,7,1,2086,70,183,139,0,14,3,409,0,308,244,0,88,30,0,0,11,0,0,3,0,0,1,0,0,1,1,2,8,10,有,343,665,343,5,0,15,0,17,0,9,0,17,0,2,0,1,0,0,355,3150,0,6,0,3511,10,746,0,1,0,757,280,2841,0,6,0,3127,
稲城市,221,482,369,0,0,0,73,0,0,0,0,0,0,0,0,1145,0,16,0,0,0,0,16,0,5,10,35,5,0,0,0,1,0,1,0,0,2,-,-,-,-,-,0,3,0,無,0,0,0,0,1,0,0,6,0,6,0,6,0,6,0,0,0,0,0,77,0,0,8,85,0,21,0,0,0,21,0,74,0,0,0,74,
羽村市,0,10,156,0,0,0,0,0,57,0,0,36,0,0,0,259,0,18,2,0,0,0,20,0,0,0,0,11,*,*,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,無,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
あきる野市,60,42,0,0,0,0,0,8,0,0,22,0,6,1,0,139,0,20,0,0,1,1,22,0,0,0,17,22,4,0,0,4,-,-,-,-,1,-,-,-,1,-,0,3,0,有,29,66,50,3,1,12,0,5,3,5,0,5,3,5,-,-,-,-,0,37,0,0,-,37,0,24,0,0,0,24,0,27,0,0,0,27,
