自治体名,ホームページ,館名,電話番号,郵便番号,所在地,開館時間,休館日1,休館日2,座席数,備考
青梅市,https://www.library.ome.tokyo.jp/,中央,0428-22-6543,198-0036,河辺町10-8-1,9AM～8PM,"･第3月曜日 
･第3火曜日",,"239
(85)",Ｃ・障資・障・ＣＤ・W〇・多T・乳・オ
青梅市,https://www.library.ome.tokyo.jp/,今井,0428-34-8973,198-0023,今井2-908-1,9AM～5PM,"･第3月曜日 
･第3火曜日",,"5
(12)",
青梅市,https://www.library.ome.tokyo.jp/,青梅,0428-78-3781,198-0082,仲町268-9,9AM～5PM,"･第3月曜日 
･第3火曜日",,"7
(17)",
青梅市,https://www.library.ome.tokyo.jp/,小曾木,0428-74-9057,198-0003,小曾木3-1656-1,9AM～5PM,"･第3月曜日 
･第3火曜日",,"6
(8)",
青梅市,https://www.library.ome.tokyo.jp/,沢井,0428-74-9026,198-0172,沢井2-682,9AM～5PM,"･第3月曜日 
･第3火曜日",,"6
(11)",
青梅市,https://www.library.ome.tokyo.jp/,新町,0428-34-8972,198-0024,新町4-17-1,9AM～5PM,"･第3月曜日 
･第3火曜日",,"9
(0)",
青梅市,https://www.library.ome.tokyo.jp/,大門,0428-34-8927,198-0014,大門2-288,9AM～5PM,"･第3月曜日 
･第3火曜日",,"14
(3)",
青梅市,https://www.library.ome.tokyo.jp/,長淵,0428-78-3374,198-0052,長淵6-492-1,9AM～5PM,"･第3月曜日 
･第3火曜日",,"0
(17)",
青梅市,https://www.library.ome.tokyo.jp/,成木,0428-74-9073,198-0001,成木4-644,9AM～5PM,"･第3月曜日 
･第3火曜日",,"7
(7)",
青梅市,https://www.library.ome.tokyo.jp/,梅郷,0428-74-9025,198-0063,梅郷3-749-1,9AM～5PM,"･第3月曜日 
･第3火曜日",,"12
(4)",
清瀬市,http://www.library.kiyose.tokyo.jp/,中央,042-493-4326,204-0024,梅園1-1-21,"10AM～5PM
(水･木曜日は～7PM)",月曜日,"･第4火曜日
 (館内整理日)
･祝日(日曜日の場
 合は開館)","80
(28)",障資･障・CD・W〇・多T・オ
清瀬市,http://www.library.kiyose.tokyo.jp/,元町こども,042-495-8666,204-0021,元町1-6-6 清瀬けやきﾎｰﾙ3階,10AM～5PM,月曜日,,"6
(13)",障・ＣＤ
清瀬市,http://www.library.kiyose.tokyo.jp/,下宿,042-495-5432,204-0001,下宿2-524-1 下宿地域市民ｾﾝﾀｰ2階,10AM～5PM,月曜日,"･第1火曜日
 (館内整理日)
･祝日(日曜日の場
 合は開館)","24
(7)",
清瀬市,http://www.library.kiyose.tokyo.jp/,野塩,042-493-4086,204-0004,野塩1-322-2 野塩地域市民ｾﾝﾀｰ1階,"10AM～5PM
(金曜日は～7PM)",月曜日,"･第2火曜日
 (館内整理日)
･祝日(日曜日の場
 合は開館)","56
(7)",
,,令和3年8月から令和4年2月まで、複合施設である地域市民ｾﾝﾀｰの改修工事のため休館予定,,,,,,,,
清瀬市,http://www.library.kiyose.tokyo.jp/,竹丘,042-495-1555,204-0023,竹丘1-11-1 竹丘地域市民ｾﾝﾀｰ2階,"10AM～5PM
(木曜日は～7PM)",月曜日,"･第3火曜日
 (館内整理日)
･祝日(日曜日の場
 合は開館)","38
(16)",
清瀬市,http://www.library.kiyose.tokyo.jp/,駅前,042-492-8751,204-0021,元町1-4-5 ｸﾚｱﾋﾞﾙ4階,"10AM～8PM
(土･日曜日､祝日は～6PM)",月曜日,"･第4木曜日
 (館内整理日)","31
(51)",ＣＤ
国立市,https://www.library-kunitachi.jp/,くにたち中央,042-576-0161,186-0003,富士見台2-34,9:30AM～7PM(土･日曜日､祝日は～5PM),･火曜日,,"104
(38)",障資･障・ＣＤ・W〇・多T・乳・オ
国立市,https://www.library-kunitachi.jp/,くにたち北市民ﾌﾟﾗｻﾞ,042-580-7220,186-0001,北3-1-1 9号棟1階　北市民ﾌﾟﾗｻﾞ内,"9:30AM～5PM
(水曜日は～7PM※祝日の場合は～5PM)",･火曜日,,"35
(26)",ＣＤ・多T・オ
国立市,https://www.library-kunitachi.jp/,(青柳分室),042-540-7367,186-0013,青柳2-8-60 青柳福祉ｾﾝﾀｰ内,2PM～5PM,(祝日を除く水･金曜日のみ開室),,"0
(0)",多T
国立市,https://www.library-kunitachi.jp/,(下谷保分室),042-580-7215,186-0011,谷保5066 下谷保地域防災ｾﾝﾀｰ内,2PM～5PM,(祝日を除く月･金曜日のみ開室),,"0
(0)",多T
国立市,https://www.library-kunitachi.jp/,(東分室),042-580-7219,186-0002,東3-18-32 東福祉館内,"2PM～5PM
(水･木･日曜日)
10AM～5PM
(金･土曜日)","･月曜日
･火曜日
･祝日
 (土･日曜日の場合は開室)",,"6
(4)",多T
国立市,https://www.library-kunitachi.jp/,(南市民ﾌﾟﾗｻﾞ分室),042-580-7216,186-0012,泉2-3-2 1号棟1階　南市民ﾌﾟﾗｻﾞ内,"2PM～5PM(土･日曜日は10AM～5PM)
※夏･冬･春休み期間中は平日も10AM～5PM","･火曜日
･祝日
 (土･日曜日の場合は開室)",,"6
(4)",ＣＤ・多T
国立市,https://www.library-kunitachi.jp/,(谷保東分室),042-580-7214,186-0011,谷保7-17-1 谷保東集会所内,2PM～5PM,(祝日を除く水･金曜日のみ開室),,"0
(5)",多T
小金井市,https://www.library.koganei.tokyo.jp/,本館,042-383-1138,184-0004,本町1-1-32,10AM～5PM(水･木･金曜日(平日)は一般室のみ～8PM),"･月曜日
･第1金曜日",,"38
(37)",Ｃ・障資･障・ＣＤ・多T・乳・オ
小金井市,https://www.library.koganei.tokyo.jp/,東分室,042-383-4550,184-0011,東町1-39-1,9AM～7PM,･第1･3火曜日,,"4
(16)",ＣＤ・多T・オ
小金井市,https://www.library.koganei.tokyo.jp/,緑分室,042-387-7302,184-0003,緑町3-3-23,10AM～5PM,"･火曜日　　　　　　　　　
･第1金曜日　　　　　　　
･祝日",,"12
(13)",ＣＤ・多T・オ
小金井市,https://www.library.koganei.tokyo.jp/,貫井北分室,042-385-3561,184-0015,貫井北町1-11-12,9AM～7PM,･第1･3火曜日,,"52
(42)",ＣＤ・多T・乳・オ
小金井市,https://www.library.koganei.tokyo.jp/,(西之台会館図書室),042-385-9563,184-0013,前原町3-8-1,10AM～5PM,"･第2･4水曜日
･祝日
･西之台会館休館日",,"6
(4)",オ
国分寺市,https://library.kokubunji.ed.jp/,本多,042-324-2022,185-0011,本多1-7-1,9:30AM～8PM(土･日曜日､祝日は～5PM),"･月曜日
 (祝日の場合は本多･光の
 み開館)",,"35
(31)",Ｃ・障・ＣＤ
国分寺市,https://library.kokubunji.ed.jp/,駅前分館,042-324-0505,185-0012,本町4-1-9 国分寺本町ｸﾘｽﾀﾙﾋﾞﾙ4階,9:30AM～5PM,"･月曜日
 (祝日の場合は本多･光の
 み開館)",,"4
(0)",
国分寺市,https://library.kokubunji.ed.jp/,恋ケ窪,042-324-1927,185-0013,西恋ヶ窪4-12-8,9:30AM～5PM,"･月曜日
 (祝日の場合は本多･光の
 み開館)",,"33
(15)",障資･障・ＣＤ・多T・オ
国分寺市,https://library.kokubunji.ed.jp/,並木,042-321-9972,185-0005,並木町2-12-3,9:30AM～5PM,"･月曜日
 (祝日の場合は本多･光の
 み開館)",,"18
(21)",障資･障・ＣＤ・多T
国分寺市,https://library.kokubunji.ed.jp/,光,042-576-5907,185-0034,光町3-13-19,9:30AM～7PM(土･日曜日､祝日は～5PM),"･月曜日
 (祝日の場合は本多･光の
 み開館)",,"22
(29)",障資･障・ＣＤ・多T・オ
国分寺市,https://library.kokubunji.ed.jp/,もとまち,042-325-4222,185-0022,東元町2-3-13,9:30AM～5PM,"･月曜日
 (祝日の場合は本多･光の
 み開館)",,"23
(27)",障・ＣＤ・多T・オ
小平市,https://library.kodaira.ed.jp/,中央,042-345-1246,187-0032,小川町2-1325,10AM～7PM(土･日曜日､祝日は～5PM),金曜日,"･第3木曜日(祝日の
 場合は開館）","121
(70)",障資･障・ＣＤ・W〇・多T・オ
小平市,https://library.kodaira.ed.jp/,(小川分室),042-345-3877,187-0032,"小川町1-1012 小川
公民館内",0:30PM～4:30PM,金曜日,"･月曜日
･祝日
 (日曜日の場合は
 開館)","6
(3)",多T・オ
小平市,https://library.kodaira.ed.jp/,(上水南分室),042-325-4151,187-0021,"上水南町1-27-1 上
水南公民館内",0:30PM～4:30PM,金曜日,"･月曜日
･祝日
 (日曜日の場合は
 開館)","4
(0)",多T・オ
小平市,https://library.kodaira.ed.jp/,(花小金井北分室),042-463-8377,187-0002,"花小金井5-41-3 花
小金井北公民館内",0:30PM～4:30PM,金曜日,"･月曜日
･祝日
 (日曜日の場合は
 開館)","3
(0)",多T・オ
小平市,https://library.kodaira.ed.jp/,大沼,042-342-2001,187-0001,大沼町7-1-17,"10AM～5PM
(祝日を除く火･水曜日は～7PM)",金曜日,"･第3木曜日
 (祝日の場合は開
 館）","22
(19)",障・ＣＤ・多T・オ
小平市,https://library.kodaira.ed.jp/,小川西町,042-343-1200,187-0035,小川西町4-10-13,"10AM～5PM
(祝日を除く火･水曜日は～8PM)",金曜日,"･第3木曜日
 (祝日の場合は開
 館）","20
(28)",障・ＣＤ・多T
,,令和6年度にﾘﾆｭｰｱﾙ開館予定,,,,,,,,
小平市,https://library.kodaira.ed.jp/,上宿,042-344-3360,187-0032,小川町1-345,"10AM～5PM
(祝日を除く火･水曜日は～7PM)",金曜日,"･第3木曜日
 (祝日の場合は開
 館）","16
(36)",障・ＣＤ・多T・オ
小平市,https://library.kodaira.ed.jp/,喜平,042-325-1300,187-0044,喜平町3-3-18,"10AM～5PM
(祝日を除く火･水曜日は～7PM)",金曜日,"･第3木曜日
 (祝日の場合は開
 館）","28
(23)",障・ＣＤ・多T
小平市,https://library.kodaira.ed.jp/,津田,042-341-1245,187-0025,津田町3-11-1,"10AM～5PM
(祝日を除く火･水曜日は～7PM)",金曜日,"･第3木曜日
 (祝日の場合は開
 館）","14
(37)",障・ＣＤ・多T・オ
小平市,https://library.kodaira.ed.jp/,仲町,042-344-7151,187-0042,仲町145,"9AM～5PM
(祝日を除く火･水曜日は～8PM)",金曜日,"･第3木曜日
 (祝日の場合は開
 館）","22
(18)",障・W〇・多T・乳・オ
小平市,https://library.kodaira.ed.jp/,花小金井,042-467-1215,187-0002,花小金井1-8-1,"10AM～5PM
(祝日を除く火･水曜日は～8PM)",金曜日,"･第3木曜日
 (祝日の場合は開
 館）","31
(45)",障・ＣＤ・多T・乳・オ
狛江市,https://www.library.komae.tokyo.jp/,中央,03-3488-4414,201-8585,和泉本町1-1-5,"10AM～8PM
(土･日曜日､祝日､12月28日は～5PM)",･火曜日,,"59
(19)",Ｃ・障資･障・ＣＤ・W〇・多T
,,"令和5年度から7年度まで、ﾘﾆｭｰｱﾙ工事のため休館
令和7年度にﾘﾆｭｰｱﾙ開館予定
(令和3年度に基本構想検討予定)",,,,,,,,
立川市,https://www.library.tachikawa.tokyo.jp/,中央,042-528-6800,190-0012,曙町2-36-2,"10AM～8PM
(土･日曜日､祝日は～5PM)","･月曜日
 (祝日の場合は翌平日)
･第3木曜日
 (祝日の場合は翌平日)",,"145
(103)",Ｃ・障資･障・ＣＤ・多T・オ
立川市,https://www.library.tachikawa.tokyo.jp/,上砂,042-535-1531,190-0032,上砂町1-13-1,"10AM～7PM
(土･日曜日､祝日は～5PM)","･第2･4月曜日
 (祝日の場合は翌平日)",,"29
(20)",Ｃ・障・ＣＤ・多T・オ
立川市,https://www.library.tachikawa.tokyo.jp/,幸,042-536-8308,190-0002,幸町5-83-1,"10AM～7PM
(土･日曜日､祝日は～5PM)","･第2･4月曜日
 (祝日の場合は翌平日)",,"7
(6)",Ｃ・障
立川市,https://www.library.tachikawa.tokyo.jp/,柴崎,042-525-6177,190-0023,柴崎町2-20-5,"10AM～7PM
(土･日曜日､祝日は～5PM)","･第2･4月曜日
 (祝日の場合は翌平日)",,"38
(10)",Ｃ・障・ＣＤ・多T・オ
立川市,https://www.library.tachikawa.tokyo.jp/,高松,042-527-0015,190-0011,高松町3-22-5,"10AM～7PM
(土･日曜日､祝日は～5PM)","･第2･4月曜日
 (祝日の場合は翌平日)",,"9
(34)",Ｃ・障・多T・オ
立川市,https://www.library.tachikawa.tokyo.jp/,多摩川,042-525-6905,190-0013,富士見町6-51-1,"10AM～7PM
(土･日曜日､祝日は～5PM)","･第2･4月曜日
 (祝日の場合は翌平日)",,"14
(18)",Ｃ・障・ＣＤ・多T・オ
立川市,https://www.library.tachikawa.tokyo.jp/,錦,042-525-7231,190-0022,錦町3-12-25,"10AM～7PM
(土･日曜日､祝日は～5PM)","･第2･4月曜日
 (祝日の場合は翌平日)",,"14
(14)",Ｃ・障・ＣＤ・多T・オ
,,令和4年度中(期間未定)、複合施設全体の設備改修工事のため休館予定,,,,,,,,
立川市,https://www.library.tachikawa.tokyo.jp/,西砂,042-531-0432,190-0034,西砂町6-12-10,"10AM～7PM
(土･日曜日､祝日は～5PM)","･第2･4月曜日
 (祝日の場合は翌平日)",,"20
(7)",Ｃ・障・ＣＤ・多T・オ
立川市,https://www.library.tachikawa.tokyo.jp/,若葉,042-535-8841,190-0001,若葉町3-34-1,"10AM～7PM
(土･日曜日､祝日は～5PM)","･第2･4月曜日
 (祝日の場合は翌平日)",,"12
(25)",Ｃ・障・ＣＤ・多T・オ
多摩市,https://www.library.tama.tokyo.jp/,市立,042-373-7955,206-0033,落合2-29,"9:30AM～6PM
(土･日曜日は～5PM)","･第1木曜日
･祝日",,"174
(27)",Ｃ・障・ＣＤ・W●・多T・乳・オ
,,令和5年5月に多摩市立新本館(中央図書館)が移転開館することに伴い、多摩市立図書館本館は休館予定(時期未定),,,,,,,,
多摩市,https://www.library.tama.tokyo.jp/,(行政資料室),042-338-6888,206-8666,関戸6-12-1 第2庁舎,8:30AM～5PM,･土･日曜日､祝日,,"9
(0)",C・W●・多T
多摩市,https://www.library.tama.tokyo.jp/,唐木田,042-338-0660,206-0034,鶴牧6-14,"10AM～6PM
(土･日曜日は～5PM)","･月曜日
･祝日",,"45
(27)",Ｃ・ＣＤ・障・W●・多T・乳・オ
多摩市,https://www.library.tama.tokyo.jp/,関戸,042-371-1004,206-0011,関戸1-1-5 ｻﾞ･ｽｸｴｱ2階,"10AM～7:30PM
(土･日曜日､祝日は～5PM)",･木曜日,,"75
(59)",Ｃ・ＣＤ・W●・オ
多摩市,https://www.library.tama.tokyo.jp/,豊ケ丘,042-374-6581,206-0031,豊ケ丘5-6,"10AM～6PM
(土･日曜日は～5PM)","･木曜日
･祝日",,"58
(26)",Ｃ・ＣＤ・W●・多T・乳・オ
多摩市,https://www.library.tama.tokyo.jp/,永山,042-337-6211,206-0025,永山1-5 ﾍﾞﾙﾌﾞ永山3階,"9:30AM～7:30PM
(土･日曜日､祝日は～5PM)",･木曜日,,"66
(61)",Ｃ・障資・障・ＣＤ・W●・多T・乳・オ
多摩市,https://www.library.tama.tokyo.jp/,東寺方,042-371-2242,206-0003,東寺方626-7,10AM～5PM,"･木曜日
･祝日",,"17
(26)",Ｃ・ＣＤ・W●・多T・オ
多摩市,https://www.library.tama.tokyo.jp/,聖ケ丘,042-339-7333,206-0022,聖ケ丘2-21-1,10AM～6PM(土･日曜日は～5PM),"･木曜日
･祝日",,"30
(34)",Ｃ・障・ＣＤ・W●・多T・乳・オ
調布市,https://www.lib.city.chofu.tokyo.jp/,中央,042-441-6181,182-0026,小島町2-33-1,9AM～8:30PM,"･第4月曜日とその翌日
 (祝日の場合はその前
 後の週が休館)",,"102
(99)",Ｃ・障資･障・ＣＤ・W〇・多T・乳・オ
調布市,https://www.lib.city.chofu.tokyo.jp/,国領分館,042-484-2000,182-0022,国領町3-12-1,"9AM～5PM
(4～9月の水･金曜日は～6PM)","･毎週月曜日と第4月曜日の
 翌日
 (ただし､毎月第4月曜日を
 除く月曜日が祝日の場合は
 翌日。また､第4月曜日とそ
 の翌日が祝日の場合は､そ
 の前後の週が休館)",,"27
(37)",
調布市,https://www.lib.city.chofu.tokyo.jp/,佐須分館,042-485-1306,182-0016,佐須町4-42-2,"9AM～5PM
(4～9月の水･金曜日は～6PM)","･毎週月曜日と第4月曜日の
 翌日
 (ただし､毎月第4月曜日を
 除く月曜日が祝日の場合は
 翌日。また､第4月曜日とそ
 の翌日が祝日の場合は､そ
 の前後の週が休館)",,"32
(48)",多T・オ
調布市,https://www.lib.city.chofu.tokyo.jp/,神代分館,042-485-0054,182-0006,西つつじケ丘1-40-5,"9AM～5PM
(4～9月の水･金曜日は～6PM)","･毎週月曜日と第4月曜日の
 翌日
 (ただし､毎月第4月曜日を
 除く月曜日が祝日の場合は
 翌日。また､第4月曜日とそ
 の翌日が祝日の場合は､そ
 の前後の週が休館)",,"43
(29)",オ
調布市,https://www.lib.city.chofu.tokyo.jp/,深大寺分館,042-485-3350,182-0011,深大寺北町5-17-3,"9AM～5PM
(4～9月の水･金曜日は～6PM)","･毎週月曜日と第4月曜日の
 翌日
 (ただし､毎月第4月曜日を
 除く月曜日が祝日の場合は
 翌日。また､第4月曜日とそ
 の翌日が祝日の場合は､そ
 の前後の週が休館)",,"34
(25)",多T・乳・オ
調布市,https://www.lib.city.chofu.tokyo.jp/,染地分館,042-488-8393,182-0023,染地3-3-1,"9AM～5PM
(4～9月の水･金曜日は～6PM)","･毎週月曜日と第4月曜日の
 翌日
 (ただし､毎月第4月曜日を
 除く月曜日が祝日の場合は
 翌日。また､第4月曜日とそ
 の翌日が祝日の場合は､そ
 の前後の週が休館)",,"28
(30)",多T・オ
調布市,https://www.lib.city.chofu.tokyo.jp/,調和分館,042-485-2000,182-0006,西つつじケ丘4-22-6調和小学校内,"9AM～5PM
(4～9月の水･金曜日は～6PM)","･毎週月曜日と第4月曜日の
 翌日
 (ただし､毎月第4月曜日を
 除く月曜日が祝日の場合は
 翌日。また､第4月曜日とそ
 の翌日が祝日の場合は､そ
 の前後の週が休館)",,"24
(39)",多T・オ
調布市,https://www.lib.city.chofu.tokyo.jp/,富士見分館,042-481-7664,182-0033,富士見町2-3-26,"9AM～5PM
(4～9月の水･金曜日は～6PM)","･毎週月曜日と第4月曜日の
 翌日
 (ただし､毎月第4月曜日を
 除く月曜日が祝日の場合は
 翌日。また､第4月曜日とそ
 の翌日が祝日の場合は､そ
 の前後の週が休館)",,"29
(28)",
調布市,https://www.lib.city.chofu.tokyo.jp/,緑ケ丘分館,03-3300-7672,182-0001,緑ケ丘2-25,"9AM～5PM
(4～9月の水･金曜日は～6PM)","･毎週月曜日と第4月曜日の
 翌日
 (ただし､毎月第4月曜日を
 除く月曜日が祝日の場合は
 翌日。また､第4月曜日とそ
 の翌日が祝日の場合は､そ
 の前後の週が休館)",,"24
(12)",
,,令和7年中期頃、移転開館予定,,,,,,,,
調布市,https://www.lib.city.chofu.tokyo.jp/,宮の下分館,042-486-5798,182-0035,上石原3-34-10,"9AM～5PM
(4～9月の水･金曜日は～6PM)","･毎週月曜日と第4月曜日の
 翌日
 (ただし､毎月第4月曜日を
 除く月曜日が祝日の場合は
 翌日。また､第4月曜日とそ
 の翌日が祝日の場合は､そ
 の前後の週が休館)",,"24
(24)",オ
調布市,https://www.lib.city.chofu.tokyo.jp/,若葉分館,03-3309-3411,182-0003,若葉町3-16-13,"9AM～5PM
(4～9月の水･金曜日は～6PM)","･毎週月曜日と第4月曜日の
 翌日
 (ただし､毎月第4月曜日を
 除く月曜日が祝日の場合は
 翌日。また､第4月曜日とそ
 の翌日が祝日の場合は､そ
 の前後の週が休館)",,"40
(30)",オ
西東京市,http://www.library.city.nishitokyo.lg.jp/,中央,042-465-0823,188-0012,南町5-6-11,10AM～8PM(土･日曜日､祝日は～6PM),"･月曜日
 (祝日の場合は翌火曜日)
･第3金曜日",,"52
(43)",障・ＣＤ・W〇・多T・オ
,,令和3年4月1日から令和4年3月31日まで、耐震補強等改修工事のため休館予定,,,,,,,,
西東京市,http://www.library.city.nishitokyo.lg.jp/,ひばりが丘,042-424-0264,202-0001,ひばりが丘1-2-1,10AM～8PM(土･日曜日､祝日は～6PM),"･月曜日
 (祝日の場合は翌火曜日)
･第3金曜日",,"32
(45)",障・ＣＤ・W〇・多T・オ
西東京市,http://www.library.city.nishitokyo.lg.jp/,保谷駅前,042-421-3060,202-0012,東町3-14-30,10AM～8PM(土･日曜日､祝日は～6PM),"･月曜日
 (祝日の場合は翌火曜日)
･第3金曜日",,"56
(20)",障・ＣＤ・W〇・多T・乳・オ
西東京市,http://www.library.city.nishitokyo.lg.jp/,柳沢,042-464-8240,202-0022,柳沢1-15-1,10AM～8PM(土･日曜日､祝日は～6PM),"･月曜日
 (祝日の場合は翌火曜日)
･第3金曜日",,"27
(51)",障・ＣＤ・W〇・多T・オ
西東京市,http://www.library.city.nishitokyo.lg.jp/,芝久保,042-465-9825,188-0014,芝久保町5-4-48,10AM～6PM,"･月曜日
 (祝日の場合は翌火曜日も)
･祝日
 (日曜日の場合は開館し､
 翌月･火曜日)",,"19
(14)",ＣＤ・多T・オ
西東京市,http://www.library.city.nishitokyo.lg.jp/,谷戸,042-421-4545,188-0001,谷戸町1-17-2,10AM～6PM,"･月曜日
 (祝日の場合は翌火曜日も)
･祝日
 (日曜日の場合は開館し､
 翌月･火曜日)",,"20
(26)",障資･障・ＣＤ・多T・オ
八王子市,https://www.library.city.hachioji.tokyo.jp/,中央,042-664-4321,193-0835,千人町3-3-6,10AM～7PM,"･第2火曜日
 (祝日の場合は開館)",,"55
(150)",Ｃ・障資･障・ＣＤ・W〇・多T・乳・オ
八王子市,https://www.library.city.hachioji.tokyo.jp/,(恩方市民ｾﾝﾀｰ),042-651-6211,192-0153,西寺方町260-4,10AM～5PM,"･第2･4月曜日
 (祝日の場合は開館)",,"12
(0)",W〇
八王子市,https://www.library.city.hachioji.tokyo.jp/,(北野市民ｾﾝﾀｰ),042-642-1350,192-0906,北野町545-3 きたのﾀｳﾝﾋﾞﾙ7階,10AM～5PM(水曜日のみ～7PM),"･第2･4月曜日
 (祝日の場合は開館)",,"19
(9)",W〇
八王子市,https://www.library.city.hachioji.tokyo.jp/,(由井市民ｾﾝﾀｰみなみ野),042-637-3150,192-0916,みなみ野1-7-1 片柳学園第3学生会館2階,10AM～5PM,"･第2･4月曜日
 (祝日の場合は開館)",,"8
(14)",W〇
八王子市,https://www.library.city.hachioji.tokyo.jp/,川口,042-654-8448,193-0801,川口町3838 川口やまゆり館内,10AM～5PM(水･木曜日のみ～7PM),"･第2･4月曜日
 (祝日の場合は開館)",,"26
(32)",障・ＣＤ・W〇
八王子市,https://www.library.city.hachioji.tokyo.jp/,生涯学習ｾﾝﾀｰ,042-648-2233,192-0082,東町5-6 ｸﾘｴｲﾄﾎｰﾙ2･3階,10AM～7PM,"･第1火曜日
 (祝日の場合は第2火曜日)",,"62
(133)",Ｃ・障・ＣＤ・W〇
八王子市,https://www.library.city.hachioji.tokyo.jp/,南大沢,042-679-2201,192-0364,南大沢2-27 ﾌﾚｽｺ南大沢地下1階,10AM～7PM,"･第3火曜日
 (祝日の場合は開館)",,"40
(58)",障・ＣＤ・W〇
八王子市,https://www.library.city.hachioji.tokyo.jp/,(石川市民ｾﾝﾀｰ),042-656-0666,192-0032,石川町438 石川市民ｾﾝﾀｰ内,10AM～5PM,"･第2･4月曜日
 (祝日の場合は開館)",,"5
(0)",W〇
八王子市,https://www.library.city.hachioji.tokyo.jp/,(由木中央市民ｾﾝﾀｰ),042-676-1880,192-0372,下柚木2-10-6 由木中央市民ｾﾝﾀｰ内,10AM～5PM,"･第2･4月曜日
 (祝日の場合は開館)",,"16
(20)",W〇
羽村市,https://www.hamura-library.tokyo.jp/,本館,042-554-2280,205-0003,緑ヶ丘2-11-2,10AM～8PM,"･月曜日(祝日の場合は開館)
･毎月15日(土･日･月曜日､祝
 日の場合は翌火曜日)",,"157
(90)",Ｃ・障資･障・ＣＤ・多T・乳・オ
羽村市,https://www.hamura-library.tokyo.jp/,(小作台図書室),042-579-1523,205-0001,小作台5-6-4,"1PM～5PM
(日曜日は10AM～)","･月曜日
･毎月15日(土･日･月曜日の
 場合は翌火曜日)
･祝日",,"16
(0)",
羽村市,https://www.hamura-library.tokyo.jp/,(加美分室),042-554-0130,205-0016,羽加美3-10-12,"火･金10AM～2PM
水･土1PM～5PM","･日曜日
･月曜日
･木曜日
･毎月15日(土･日･月曜日の
 場合は翌火曜日)
･祝日",,"0
(0)",
