"年月[西暦]","調査項目","設問","考え","調査回答者の属性種別","調査回答者の属性","調査数[人]","そう思う[人]","ややそう思う[人]","どちらともいえない[人]","あまり思わない[人]","思わない[人]","無回答[人]"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","５　悩みや問題は自分一人で解決すべきだと思う。","住居形態別","ＵＲ（旧公団）・公社の賃貸住宅","11","0","1","2","3","4","1"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","５　悩みや問題は自分一人で解決すべきだと思う。","住居形態別","社宅・公務員宿舎","10","0","1","3","0","6","0"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","５　悩みや問題は自分一人で解決すべきだと思う。","住居形態別","寮・寄宿舎・住み込み・間借り","4","0","0","1","0","2","1"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","５　悩みや問題は自分一人で解決すべきだと思う。","住居形態別","その他","5","0","2","1","0","2","0"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","５　悩みや問題は自分一人で解決すべきだと思う。","住居形態別","無回答","11","0","0","0","0","0","11"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","５　悩みや問題は自分一人で解決すべきだと思う。","定住意向別","ずっと住み続けていたい","279","25","31","58","51","95","19"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","５　悩みや問題は自分一人で解決すべきだと思う。","定住意向別","当分は住んでいたい","203","11","14","41","34","92","11"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","５　悩みや問題は自分一人で解決すべきだと思う。","定住意向別","しばらくは住むつもりだが将来は区外に転居したい","45","2","5","7","8","20","3"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","５　悩みや問題は自分一人で解決すべきだと思う。","定住意向別","近いうちに区外に転居したいが、具体的な計画はない","5","0","1","1","2","1","0"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","５　悩みや問題は自分一人で解決すべきだと思う。","定住意向別","近いうちに区外に転居する予定である","13","0","2","1","2","6","2"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","５　悩みや問題は自分一人で解決すべきだと思う。","定住意向別","わからない","10","1","0","0","3","5","1"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","５　悩みや問題は自分一人で解決すべきだと思う。","定住意向別","無回答","3","1","0","0","0","1","1"

"第33回港区民世論調査クロス集計表・自殺対策Q30-5","Ver202203",,,,,,,,,,,
