実数・増減率,年次コード,年次,調査世帯数(世帯）,世帯人員（人）,有業人員（人）,世帯主平均年齢（歳）,実収入（円）,実収入／経常収入（円）,実収入／経常収入／勤め先収入（円）,実収入／経常収入／勤め先収入／世帯主の配偶者の収入（円）,実収入／経常収入／勤め先収入／他の世帯員収入（円）,実収入／経常収入／事業・内職収入（円）,実収入／経常収入／他の経常収入（円）,実収入／経常収入／他の経常収入／社会保障給付（円）,実収入／特別収入（円）,可処分所得（円）,実支出（円）,実支出／生計支出（円）,実支出／生計支出／消費支出（円）,実支出／生計支出／消費支出／食料（円）,実支出／生計支出／消費支出／食料／穀類（円）,実支出／生計支出／消費支出／食料／魚介類（円）,実支出／生計支出／消費支出／食料／肉類（円）,実支出／生計支出／消費支出／食料／乳卵類（円）,実支出／生計支出／消費支出／食料／野菜・海藻（円）,実支出／生計支出／消費支出／食料／果物（円）,実支出／生計支出／消費支出／食料／油脂・調味料（円）,実支出／生計支出／消費支出／食料／菓子類（円）,実支出／生計支出／消費支出／食料／調理食品（円）,実支出／生計支出／消費支出／食料／飲料（円）,実支出／生計支出／消費支出／食料／酒類（円）,実支出／生計支出／消費支出／食料／外食（円）,実支出／生計支出／消費支出／住居（円）,実支出／生計支出／消費支出／住居／家賃地代（円）,実支出／生計支出／消費支出／住居／設備修繕・維持（円）,実支出／生計支出／消費支出／光熱・水道（円）,実支出／生計支出／消費支出／光熱・水道／電気代（円）,実支出／生計支出／消費支出／光熱・水道／ガス代（円）,実支出／生計支出／消費支出／光熱・水道／他の光熱（円）,実支出／生計支出／消費支出／光熱・水道／上下水道料（円）,実支出／生計支出／消費支出／家具・家事用品（円）,実支出／生計支出／消費支出／家具・家事用品／家庭用耐久財（円）,実支出／生計支出／消費支出／家具・家事用品／室内装備・装飾品（円）,実支出／生計支出／消費支出／家具・家事用品／寝具類（円）,実支出／生計支出／消費支出／家具・家事用品／家事雑貨（円）,実支出／生計支出／消費支出／家具・家事用品／家事用消耗品（円）,実支出／生計支出／消費支出／家具・家事用品／家事サービス（円）,実支出／生計支出／消費支出／被服及び履物（円）,実支出／生計支出／消費支出／被服及び履物／和服（円）,実支出／生計支出／消費支出／被服及び履物／洋服（円）,実支出／生計支出／消費支出／被服及び履物／シャツ・セーター類（円）,実支出／生計支出／消費支出／被服及び履物／下着類（円）,実支出／生計支出／消費支出／被服及び履物／生地・糸類（円）,実支出／生計支出／消費支出／被服及び履物／他の被服（円）,実支出／生計支出／消費支出／被服及び履物／履物類（円）,実支出／生計支出／消費支出／被服及び履物／被服関連サービス（円）,実支出／生計支出／消費支出／保健医療（円）,実支出／生計支出／消費支出／保健医療／医薬品（円）,実支出／生計支出／消費支出／保健医療／健康保持用摂取品（円）,実支出／生計支出／消費支出／保健医療／保健医療用品 ・器具（円）,実支出／生計支出／消費支出／保健医療／保健医療サービス（円）,実支出／生計支出／消費支出／交通・通信（円）,実支出／生計支出／消費支出／交通・通信／交通（円）,実支出／生計支出／消費支出／交通・通信／自動車等関係費（円）,実支出／生計支出／消費支出／交通・通信／通信（円）,実支出／生計支出／消費支出／教育（円）,実支出／生計支出／消費支出／教育／授業料等（円）,実支出／生計支出／消費支出／教育／教科書・学習参考教材（円）,実支出／生計支出／消費支出／教育／補習教育（円）,実支出／生計支出／消費支出／教養娯楽（円）,実支出／生計支出／消費支出／教養娯楽／教養娯楽用耐久財（円）,実支出／生計支出／消費支出／教養娯楽／教養娯楽用品（円）,実支出／生計支出／消費支出／教養娯楽／書籍・他の印刷物（円）,実支出／生計支出／消費支出／教養娯楽／教養娯楽サービス（円）,実支出／生計支出／消費支出／その他の消費支出（円）,実支出／生計支出／消費支出／その他の消費支出／諸雑費（円）,実支出／生計支出／消費支出／その他の消費支出／こづかい（円）,実支出／生計支出／消費支出／その他の消費支出／交際費（円）,実支出／生計支出／消費支出／その他の消費支出／仕送り金（円）,実支出／生計支出／土地家屋購入（円）,実支出／その他の実支出（円）,平均消費性向（％）,エンゲル係数（％）
meimoku,nen,対前年（同月）名目増加率_令和 3年,-,-,-,-,-9.8,-2.3,23.8,33.5,20.4,-46.6,-2.9,-3.1,-75.9,-12.5,-2.7,-4,-4,-3.6,-2.1,-1.9,-3,-11.1,-5.3,-3.6,-4.7,-3.2,-3.5,-3.1,-5,1.4,1,0.7,1,-8.7,-14.4,-7,1.8,0.6,-1.2,-0.1,11.8,-7.7,-5,-6.2,19.4,7.1,...,1.3,20.3,-5.1,-3.5,-11,8.8,-14.9,-8.2,-5.9,-12.7,-7.4,-8.4,-21.1,9.1,-42.3,-3.3,39.6,35.9,-34.5,103.3,-0.9,-38.7,-0.9,1.1,6.1,1.2,6.5,-6.2,-6.8,94.5,-,6.2,,
meimoku,tuki,対前年（同月）名目増加率_令和 3年 1月,-,-,-,-,39.5,46.4,60.3,145.1,34.2,0.7,50.9,78.6,-16.5,52.5,-12.3,-14.1,-14.1,-1.9,15,0.8,13.4,-10.9,8.1,6.7,6,20.5,5.7,0.5,41.4,-53.8,31.7,-14.7,105.7,-10.4,-6.6,-12,2.2,-19.7,-22.8,-33.4,-35.9,-50.1,-19.5,6.2,-22.6,-51.7,...,-50.6,-69.6,-13.3,-34.8,-31.9,-67,-65,-12.8,31,-39.1,36.8,-27.3,-9.9,-46.1,-14.2,10.2,-20.4,-53.6,-100,48.9,-40.2,18,-10.1,-8.7,-58.4,-18,-9.1,60.9,-33.2,-35,-,18.2,,
meimoku,tuki,対前年（同月）名目増加率_令和 3年 2月,-,-,-,-,-5.4,-5.5,14.9,139.4,-18.1,-28.9,-5.8,-5.1,3,-8.5,-9.8,-14.5,-14.5,-4.7,0.8,-1.4,4,-14,-1.7,-1.2,2.8,13.1,-9,-8.4,27.5,-36.5,-29.8,-1.7,-33,-9.4,-11.6,-18.2,6.3,7.6,2.1,142.5,2.4,214.6,-38.5,-20,5.4,-23.6,-,-46.5,-32,-5.2,12.7,-20.2,122.2,-40.4,-3.7,5.1,4.9,11.4,-10.9,-40.8,-47.5,-72,30.1,294.6,1.2,...,...,-19.3,-41,13.1,-11.9,-26.9,-10.2,2.4,49.4,-35.2,55.1,-,27.2,,
meimoku,tuki,対前年（同月）名目増加率_令和 3年 3月,-,-,-,-,31.9,45.5,85.4,212.1,50.6,-63,196.3,409.6,-25.4,38.4,12,10.7,10.7,-3.3,-8.5,1.1,-6.5,-22.9,-7.6,-5.1,-6.8,4,2.9,1.4,-0.7,7.8,143.4,-7.5,200.9,-2.2,-3.1,0.5,-22.7,-1.3,4.1,42.1,33.3,-19.6,7,-8.6,-24.5,74.1,-100,65.9,130,60.8,336.5,23,44.3,137,-10,-1,12.6,-27,-11.3,15.8,-21.8,38.2,10.8,-46.6,-62.7,-28.6,49,13,-20.7,6.7,14.7,22.2,7,9.9,-25.8,14.4,1.3,-,26.3,,
meimoku,tuki,対前年（同月）名目増加率_令和 3年 4月,-,-,-,-,-13.6,0,87.2,112.4,77.3,-57.5,-3,-3.7,-75,-16.5,27.8,28.6,28.6,1.5,-3.3,-2.7,-1.4,-19.2,-11.5,-10.4,-3.7,1.8,8,5,4.6,150.7,283.4,64.4,468.5,-3.7,-13,-5.1,-56.4,24.1,18.5,8.7,12.1,42.7,118.1,-3.7,16.2,153,...,33.3,528,63.2,139,100.9,-33.9,62.8,28.5,8.4,14,18.1,41.5,12.1,224.5,-11.6,11.5,588.7,595.3,-100,...,31.6,-20.9,39,-1.7,57.4,24.7,32.5,-12.6,49.9,-59.5,-,22.9,,
meimoku,tuki,対前年（同月）名目増加率_令和 3年 5月,-,-,-,-,14.7,33.5,90.6,61.9,103.7,-57.9,45.6,75.5,-65.6,-32.4,9.6,5.8,5.8,-3.6,1.1,-0.9,-1.1,-20,-7.3,-20.8,-7.5,-2.6,-9.3,-1.8,-4.6,66,67.7,42.5,73.5,-14.5,-15.1,-16.6,-70,-8.4,21.7,0.3,200.4,139.3,31.5,11,-26.1,27.6,...,75.3,62.5,-7.7,-47.8,-9.5,-2.7,-31.1,66.1,-18.1,17.2,44,143.6,19.3,82.7,30.1,6.1,968.5,...,-78.8,-16.9,-14.3,-70.9,24.3,-4.4,-10,-18.2,4.9,-28.4,-34.3,-87.2,-,39.7,,
meimoku,tuki,対前年（同月）名目増加率_令和 3年 6月,-,-,-,-,-20.1,-1.4,0.5,56.6,-12.4,-34,-0.5,-2.4,-95.9,-23.5,-14.4,-17.7,-17.7,-9.8,-2.4,-1,-8.3,-14.3,-5.4,-16,-11.4,-4.6,-20.6,-12.5,-22.7,1.3,-46.8,19.6,-62,-14.3,-23,-11.1,-22.2,-4.5,-8.1,-7.4,36.5,-1.2,-25.5,-20.8,28.1,-17.4,...,-40.5,8.9,-13.1,44.4,-51.1,31.1,-37,29.6,2.2,-11.5,10,53.2,-65.4,10.5,-83.4,-14.9,178,125.9,-100,950,1.6,-59.8,-6.4,-1.4,18,0.6,22.4,-36.3,-11.6,72.1,-,-4.9,,
meimoku,tuki,対前年（同月）名目増加率_令和 3年 7月,-,-,-,-,-61.3,-31.9,49.4,78.6,41.5,-82,-77.4,-74.6,-93.8,-67.4,-21.7,-20.5,-20.5,-5.7,-7.7,-8.4,3.8,-4.5,-7.3,3.3,-8.7,-10.8,-2.9,-0.7,-32.8,0.6,-73.1,-19.1,-80,-14.2,-19.5,-8.6,20,-8.7,-8.6,-25.5,21.9,192.1,-24.1,10.8,-7.3,18.4,...,22.7,27.1,10.9,26.4,19.7,-4.8,57.5,-33.5,-14.8,-1.1,-20.4,-41.9,-0.4,13.6,32.6,-23.9,-71.2,-80.8,...,430,-8.2,-69.1,-18.8,4.7,23.5,-4.9,-11.4,-40.7,16.4,-3,-,-36,,
meimoku,tuki,対前年（同月）名目増加率_令和 3年 8月,-,-,-,-,-2.5,-0.8,-6.9,26.7,-15.2,-61.8,1.7,1.7,-48.6,-4.9,-4.8,-8.9,-8.9,-6.3,-0.4,0.9,-1.5,-3.2,-10.4,3.7,-8.9,-10,-10,-11.4,-1.7,-13.2,29.8,7.1,42.4,-4.9,-12.4,-6.4,40,6.1,-24.8,-32,-83.1,-49.5,8.5,-14.4,36.8,-26.4,417.1,-27.5,-3.8,-21.9,-53.6,-49.1,-44.6,-57.6,-41.4,-10.1,-45.9,13.3,-53.2,2.8,-1.6,7.2,1.3,-26.7,-68.3,-,-19.5,-7.2,-28.6,-0.2,3.5,-9.2,-9.3,11.1,-3,-41.9,...,-,18.4,,
meimoku,tuki,対前年（同月）名目増加率_令和 3年 9月,-,-,-,-,-2.5,-14.2,2.8,-16.2,9.5,-47.8,-11.4,-30.6,194.4,0.1,1.4,2.1,2.1,-1.3,7.5,0.9,-8.3,-2.7,2.2,10.7,7.1,-5,3,-2.1,-13.4,-23.7,4.7,-23.6,15.7,-10.2,-13.3,6.1,-26.2,-14.9,-8.4,12.4,-19,-68.8,-16.3,-4,84.6,11.1,664.7,-20.2,98.6,-13.8,-37.8,39.1,-25.4,38.4,-15.7,-15.5,-10.5,-26.8,-13.9,-14.3,-19.6,-25,-2.2,...,153.6,-,...,6.8,-15.9,-14.7,0.7,23.7,30.8,9.7,8.4,35,...,-,-6,,
meimoku,tuki,対前年（同月）名目増加率_令和 3年10月,-,-,-,-,-1.7,-1.9,23.2,14.1,26.2,-23.1,-2.7,-3.3,21.8,-2.7,-3.3,-5,-5,-10,-8.8,-8,-11.9,-3.4,-11.7,-9.6,-14.5,-17.9,-9.8,-9.8,-5.9,-5.3,48.8,50.4,48.2,-10.3,-20.3,-4.1,-27.6,5,6.1,9.7,281.9,-60.4,-12.2,-16.7,98,-1.8,-100,34.5,-7.1,-27.5,-62,-15.3,-6.4,-30.7,-41,-16,-28.9,-58.1,-43.6,-19.8,18.1,-39.1,-12.8,-85.8,-99.4,-,58.8,4.1,-37.4,0.9,8.7,9.9,8.7,0,50.5,-13.6,...,-,8.1,,
meimoku,tuki,対前年（同月）名目増加率_令和 3年11月,-,-,-,-,-16.4,-11.3,3.9,-32.1,25.3,-40.5,-14.2,-29.3,-51.1,-13.5,-7.8,-6.7,-6.7,-2.6,-7.4,5.9,-8.8,-11.1,-5.7,0.3,-9.1,-10.7,-6.7,0.1,-10.7,27.2,-20.8,-35.1,-16.3,-9.5,-24.1,-1.7,92.2,6.4,-11.2,-28.6,1.1,-9.6,3.5,-5.2,20.1,27.7,...,28.5,46.5,25.1,-47.6,-26.8,103.8,-61.5,36.3,-14.2,-0.7,32.8,59.3,-45.3,70.2,-68.5,-24.1,-81.8,-84,-,85.4,19.1,-70.9,1.5,2.1,44.2,13.2,12.8,3.2,5.8,...,-,-20.2,,
meimoku,tuki,対前年（同月）名目増加率_令和 3年12月,-,-,-,-,-9.2,-8.1,-11,-58.6,15.8,-43.7,-6.5,-7.9,-51.7,-9.8,2.5,3.6,3.6,3.2,-5.1,-6,-4.4,-0.2,-0.8,-3.2,1.5,-7.6,5.5,7,-1.6,72.4,10.1,-1.4,16,-3.3,-17.8,8.2,11.7,6.3,38.6,125.2,33.8,20.7,3,-1,40.5,6.6,-,22.5,20.4,-34.9,-61.2,11.1,67.3,-58.6,-24.7,-19.5,-37.7,-48.3,-15.9,-2.1,123.4,-16,-9.9,-85.9,-79.9,-,-100,21,50.4,-23.3,7.6,47.2,2.5,2,-14.7,-0.6,962.6,-,-4.1,,
jissitu,nen,対前年（同月）実質増加率_平成22年,-,-,-,-,-6.5,-5.6,28.8,-3.6,60.5,-31.4,-7.2,-7.1,-28.2,-8.5,-,-,-3,-2,0.7,-3.4,3.4,0.7,-1.8,-4.2,-3.5,3.3,3.9,-2.4,-14.5,-10,-8.5,-1.8,-12,3.7,7.2,1.2,14.7,-0.2,-3,-4.9,20.1,-42.7,2.7,0.5,2.7,-9.8,-51.5,-4.9,-9.4,-2.9,-,-12.5,-9.5,-21,-6.8,14.5,-11,-13.9,-10,1.9,-14.4,14.5,1.7,426.1,393.2,157.9,-,4.9,77.4,-2.4,-1.4,1,-,-21.3,-,-,-,-,-,,
jissitu,nen,対前年（同月）実質増加率_平成23年,-,-,-,-,0.8,1.2,-13.8,8.1,-26.7,23.9,2.1,2.7,-12.5,2,-,-,-0.9,3.3,0.2,0.8,4.9,-3.7,5.5,4.4,7.7,-2,2.6,10.9,6.4,6.3,-10.4,-3.9,-14.4,-9.4,-10.7,-10.1,0.5,-8,13.2,24.1,0.7,61.1,10,7.6,-4.5,3.4,-18.4,6.7,-1.6,1.7,-,7.7,-5.5,9.2,4.5,8.5,17.1,2.9,2,-10.4,-1.3,-24.3,1.3,-7,2,-59.6,-35.8,-3.5,-12.6,7.5,-7.8,-4,-,0.3,-,-,-,-,-,,
jissitu,nen,対前年（同月）実質増加率_平成24年,-,-,-,-,-2,-2.1,19.4,11.2,26.5,-4.9,-4,-3.7,2,-1.6,-,-,4,2.7,-0.3,0.7,-0.3,10.2,-1.7,-1.6,4.4,1.6,9.8,10.6,8.8,1.7,24.5,5.3,39.8,5.6,0.5,13.6,15.3,4.2,1.9,-7.3,6.8,3.1,6.6,15.2,9,5.2,16.9,0.7,2.1,28,-,17.6,1,-0.6,4.6,3.8,10.2,5.7,4,11,2.7,27.1,0.6,82.7,61.3,115.3,219.4,-4.6,-5.2,-4.7,1.7,-6.2,-,6.6,-,-,-,-,-,,
jissitu,nen,対前年（同月）実質増加率_平成25年,-,-,-,-,1.4,-0.1,0.2,-32.6,25.2,10.9,-0.5,0,51.8,-0.7,-,-,2.8,-0.4,-2.2,-0.9,2.2,1.8,0.2,1.5,-0.7,-1.9,-7.5,-0.5,15.1,1.3,10.2,1.3,15,-1.6,2.5,-7.2,-25.2,2.5,9.7,44.2,-5.9,53,-17.9,-5.6,-4.6,-0.5,75.2,-6.3,14.9,-14.5,-,-8.2,28.8,-22.8,1.8,-0.1,8.3,23.1,-2.5,1.1,-0.5,4.7,-3.2,-64.8,-68.9,-28,-53.6,6.1,2.5,-0.8,-5.9,10.8,-,14,-,-,-,-,-,,
jissitu,nen,対前年（同月）実質増加率_平成26年,-,-,-,-,-7.1,-5.5,-5.9,-40.8,8.4,16,-6.5,-8.5,-43,-6.7,-,-,-6.9,-2,-0.7,-10.1,3.3,2.4,-1.7,-7.2,3.4,-0.5,4.3,-2.2,-5.8,-6.7,-18.5,-27.1,-15.3,-6.1,-9.8,-0.6,13.6,-7.2,-4.9,-15.3,2,-25,4,4.4,14.2,-8.4,23.1,-7.7,-15,-12.1,-,4.5,-11.6,7.5,-4,4.7,-2.7,-13.6,-4.8,0,0.1,-2.3,3.7,-39.6,-50.2,-22.3,-17.7,-3.5,-16.1,14,5.7,-7.9,-,-9.6,-,-,-,-,-,,
jissitu,nen,対前年（同月）実質増加率_平成27年,-,-,-,-,-2.5,-2.4,-2.1,84.1,-21.4,19,-3.6,-2.4,-7.7,-4.7,-,-,1.7,0.5,1.2,1.5,-0.5,5.4,2.3,2.7,-1.5,-2.6,1.8,2,-7.6,-2.1,4.4,46.6,-14.5,3.2,4.4,1.3,-21.3,7.5,-4,-5.8,-34.2,-17,6,-0.2,9.6,8.4,20.8,24.9,8,3.6,-,-12.1,-8.7,-5.8,-3.8,-6.8,-1,-25.2,0.9,7.2,2.2,8.4,11,338.1,641.2,-23.1,-27,-0.1,-19.9,-5.9,-9.3,5.9,-,-11.7,-,-,-,-,-,,
jissitu,nen,対前年（同月）実質増加率_平成28年,-,-,-,-,-1,-2.9,-10.6,2.4,-17.5,-2.8,-2,-4,75.4,2.7,-,-,-9.1,-1.5,-5.5,0.3,0.1,-2.5,-4.1,-8.1,0,-1.4,7.6,2.5,2.4,-8.2,-5.1,-20.7,6.6,-3.3,-1.4,-1.8,-6.5,-7.8,-6.4,-7.8,0.6,-8.1,-8.7,3.2,-19.4,-10.3,102,-26.5,-4.7,-10.8,-,-8,7.1,-3.7,-16.1,-6.7,-9.9,-2.3,-21.9,-21.2,-19.1,-32.7,-7.9,-80.1,-84.6,9.1,-27.1,-14.7,-3.1,-15.3,-3.9,-17.6,-,-1.7,-,-,-,-,-,,
jissitu,nen,対前年（同月）実質増加率_平成29年,-,-,-,-,-6.8,-4.9,-30.1,-34.4,-27.3,-15.7,-1.5,1.9,-48.4,-8.8,-,-,1.5,0.3,0.3,-9.6,0.5,9,0.7,5.1,2.8,0.1,-1.6,-1.7,12.4,0.1,-5,-9,-3,0.5,-1.4,-0.7,29.2,2.6,-2.7,-3.8,-17.1,26.2,-6.2,-0.3,-6.5,-6.8,-94.7,2.6,-7.3,-5,-,-5.5,2.1,-15.5,10,-0.6,-17.6,30.9,15.5,15.1,-5.9,24.9,20.2,-15,-27,-95.7,29.9,-0.8,-4.3,-0.9,-1.6,-0.3,-,-10.7,-,-,-,-,-,,
jissitu,nen,対前年（同月）実質増加率_平成30年,-,-,-,-,20.6,19.3,74.8,63.2,81.6,-41.6,18.4,16.6,73.1,23.4,-,-,3.6,1.3,3.7,-4.4,4.7,-7.7,1.4,-1.2,2.5,8.4,0.7,10.1,-18.8,7.5,8.5,13.1,6.4,1.2,1.4,-1.2,-23.2,5.9,15,33.6,29.8,-26.4,6.3,9.1,9.2,-3.8,531.3,-9,-12.1,-4.6,-,0,-7.5,30.3,1.6,7.4,20.3,-1.3,-1.9,11,13.2,22.7,-2.5,127.7,229.6,699.2,-34.6,2.4,27.6,14.8,-4.6,-0.9,-,22.4,-,-,-,-,-,,
jissitu,nen,対前年（同月）実質増加率_平成31年・令和元年,-,-,-,-,8.4,9.3,29.4,13,38.2,21.8,6.6,7.5,-16.2,8.3,-,-,-0.4,-1.6,-1.2,-8.4,-10.9,-3.1,-7.6,-9.8,-3.8,3.1,7.4,1.8,3.3,8.2,-10.7,-18.4,-7.2,-8.3,-7,-6.7,4.2,-13.8,6.7,7.2,-3.8,34.3,2.4,5.5,-1.6,18.9,145.2,23.8,32.4,1.3,-,19.5,1,-4.9,3.6,5.7,1.6,16,1,-3.4,2.7,-16,10.9,71.6,57,37.1,189.9,5.4,6.3,16.3,3.1,2.6,-,-3.9,-,-,-,-,-,,
jissitu,nen,対前年（同月）実質増加率_令和 2年,-,-,-,-,16.8,7.7,2.4,-11.4,8.4,112.5,5.1,5,353.9,19,-,-,-2,3.6,4.9,11.1,17.2,21.2,12,16,19.2,3.7,5.3,12.6,20.5,-44,20,-13.7,32.6,11.5,13.2,11.1,-8.2,10.2,0.3,-9.7,-6.8,9.1,7.6,15.6,-8.4,-32.1,-96.8,-25.4,-46.1,3.2,-,-28.2,-25.4,-45.3,14.3,3.8,2.3,5.9,21.9,1.1,-54.2,23.7,10.9,-14.9,-0.8,160.2,-70.6,-21.1,36.2,-23.3,-2.2,-31,-,-18,-,-,-,-,-,,
jissitu,nen,対前年（同月）実質増加率_令和 3年,-,-,-,-,-9.5,-2,24.2,33.9,20.8,-46.4,-2.6,-2.8,-75.8,-12.2,-,-,-3.7,-3.5,-0.4,-3.4,-4,-11.1,-4,-1.8,-5.3,-3.7,-3.2,-3.4,-4.6,1.4,-0.5,0.5,-2.4,-8,-14.1,-4.7,-5.4,0.6,-3.6,-4.2,7.1,-7.3,-5.9,-8.6,19.4,6.9,-,0.9,18.9,-4.9,-,-12.7,11.1,-14.7,-7.9,-6,-12.8,-7.2,-7.9,-15.5,8.9,-43,22.4,38.8,36.6,-34.6,97,-2.9,-37.7,0.2,-0.8,2.3,-,5.3,-,-,-,-,-,,
jissitu,tuki,対前年（同月）実質増加率_令和 3年 1月,-,-,-,-,40.5,47.4,61.4,146.8,35.1,1.4,52,79.9,-15.9,53.6,-,-,-13.5,-1.4,16.8,4,13.3,-11.3,5.4,14.2,6.4,19.7,7.2,1.1,42,-53.8,29.9,-15,99.3,-2.1,4.5,0.1,10.8,-19.7,-24.8,-35.8,-39.4,-48.9,-21.2,3.2,-22.8,-51.7,-,-50.7,-69.7,-13.8,-,-33.7,-66,-65,-12.7,30.9,-39.2,34.9,-26.8,-9.3,-45.9,-12.5,9.5,-18.2,-51,-100,43.4,-40.5,17.9,-9.3,-9.1,-58.8,-,-9.6,-,-,-,-,-,,
jissitu,tuki,対前年（同月）実質増加率_令和 3年 2月,-,-,-,-,-4.9,-5,15.5,140.6,-17.7,-28.5,-5.3,-4.6,3.5,-8,-,-,-14.1,-4.6,2.1,1,3.4,-14.2,-5.5,3.2,2.3,12.6,-7.6,-8.2,27.9,-36.5,-31,-2,-35.5,-1.5,-1.6,-7.8,13.1,7.6,-0.4,134.8,-2,217.5,-40,-22,5.4,-23.7,-,-46.3,-33.7,-3.7,-,-23.8,128.4,-40.3,-3.7,4.3,4.1,10.2,-10.3,-40.7,-47.4,-71.7,28.8,306.4,7,-,-,-19.1,-40,14.5,-12.3,-27,-,1.4,-,-,-,-,-,,
jissitu,tuki,対前年（同月）実質増加率_令和 3年 3月,-,-,-,-,32.6,46.2,86.3,213.7,51.4,-62.8,197.8,412.2,-25,39.1,-,-,11.3,-3,-7,3.2,-7.4,-23.3,-7.8,-2.9,-7.5,4,4.1,0.6,-0.3,7.9,139.1,-7.6,188.5,5.3,6.7,11.3,-20.8,-1.3,0.8,33.8,29.7,-19.3,4.4,-10.6,-24.5,73.1,-100,64.6,122.4,61.4,-,21.2,49.5,137.2,-9.7,-1.7,11.8,-26.7,-10.7,16.1,-21.7,38.5,11.5,-45,-60.6,-29,44.7,13.2,-17.8,7.7,14.1,21.8,-,8.9,-,-,-,-,-,,
jissitu,tuki,対前年（同月）実質増加率_令和 3年 4月,-,-,-,-,-12.3,1.5,90.1,115.6,80,-56.9,-1.5,-2.2,-74.6,-15.2,-,-,30.6,3,-1.7,-1.4,-2.1,-20.3,-4.6,-3.4,-4,1.3,10.1,5.5,5.5,151.5,277.4,64.2,448.2,1.9,-5.9,2,-58.1,24.1,14.4,3.2,9.4,40.2,111.7,-7.1,16.2,151.7,-,32.6,511.5,63.2,-,96.4,-32.2,63.1,28.9,7.8,13.3,20,41.9,21.5,224.8,-12.6,46.7,586,593.9,-100,-,32.3,-19.3,41,-2.5,57.7,-,30.7,-,-,-,-,-,,
jissitu,tuki,対前年（同月）実質増加率_令和 3年 5月,-,-,-,-,16,35,92.7,63.7,106,-57.4,47.2,77.5,-65.2,-31.6,-,-,7,-2.5,2.6,-1,-1.2,-20.2,-1.8,-16.7,-6.6,-2.5,-8.1,-2.5,-4,66.2,65.7,42.4,68.6,-11.8,-11.4,-12.9,-71.7,-8.4,18.4,-3,191.9,139.5,28.5,6.6,-26.1,27,-,75.3,57.8,-8.4,-,-11.8,-0.1,-31,66.4,-18.5,16.6,45.3,144.3,28.8,83.1,27.8,39.2,947.5,-,-78.8,-20.8,-14.2,-69.9,25.4,-5.1,-10.4,-,3.9,-,-,-,-,-,,
jissitu,tuki,対前年（同月）実質増加率_令和 3年 6月,-,-,-,-,-19.6,-0.8,1.1,57.5,-11.9,-33.6,0.1,-1.8,-95.9,-23,-,-,-17.2,-9.4,-1,-1,-8.7,-14,-5.8,-15.5,-10.1,-5.1,-19.3,-11.3,-21.9,1.2,-47.4,19.5,-63.1,-12.4,-20.9,-8,-27,-4.5,-10.5,-11.2,33.2,-0.9,-26.7,-23.4,28.1,-17.7,-,-40.7,6,-12.4,-,-51.7,33.9,-36.9,30.3,2.8,-11,10.8,53.7,-62.6,10.4,-83.7,12.6,167.6,123.9,-100,841.7,1.2,-58.2,-5.9,-2,16.6,-,21.1,-,-,-,-,-,,
jissitu,tuki,対前年（同月）実質増加率_令和 3年 7月,-,-,-,-,-61.1,-31.6,50.2,79.5,42.2,-81.9,-77.3,-74.5,-93.8,-67.2,-,-,-20.1,-5,-5.6,-10,3.5,-4.8,-2.3,2.9,-8.2,-10.6,-2.3,0,-32.7,0.4,-73.4,-19.2,-80.6,-13.2,-18.9,-5.5,9.5,-8.7,-11.7,-31.3,15.8,200.2,-24.3,8.2,-7.3,17.6,-,22.3,23.5,12.2,-,16.3,-4.1,57.8,-33.1,-13.9,0,-19.8,-41.7,7.9,13,30.1,1.5,-71.7,-81,-,417.6,-10.4,-68.1,-19.1,1.4,19.2,-,-12.5,-,-,-,-,-,,
jissitu,tuki,対前年（同月）実質増加率_令和 3年 8月,-,-,-,-,-2,-0.3,-6.4,27.3,-14.8,-61.6,2.2,2.2,-48.3,-4.4,-,-,-8.4,-5.1,1.3,-1.6,-2,-3.7,2.1,4.7,-9.4,-10.6,-10.1,-11.2,-1.5,-13.1,27.9,6.9,37.9,-4.1,-12.7,-2.4,25.4,6.1,-28,-38.5,-83.9,-48.7,8.8,-17.3,36.8,-27.1,420.2,-27.6,-7.5,-21.5,-,-49.8,-44.7,-57.5,-41.3,-10.2,-46,13.4,-53.1,13,-1.8,5.6,40.7,-28.2,-68.8,-,-22.1,-11.3,-26,0.6,0.3,-15.6,-,9.8,-,-,-,-,-,,
jissitu,tuki,対前年（同月）実質増加率_令和 3年 9月,-,-,-,-,-2.8,-14.5,2.5,-16.5,9.2,-48,-11.7,-30.8,193.5,-0.2,-,-,1.8,-2.2,10,-2.6,-10.4,-2.6,-3.7,20.2,4.6,-6.1,2.3,-1.8,-13.3,-23.6,3.1,-23.8,11.6,-12.1,-17.3,6.8,-33.2,-14.9,-11.3,4.9,-24.7,-68.8,-16,-6.4,84.6,11.1,666.2,-20.3,97.8,-14.4,-,37,-23.7,38.7,-15.6,-15.7,-10.7,-26.8,-13.6,-6.2,-20.4,-26.3,35.1,-,149.6,-,-,2.6,-15.1,-13.9,-2.4,16.2,-,8.5,-,-,-,-,-,,
