区分,項目,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
2,3,非耐久財,3450,1.1,-6.4,1979,1.9,2616,1.7,3264,1.7,3520,1.5,3882,1.3,4198,1.1,4656,0.6
2,4,サービス,851,0.3,-0.6,172,0.2,449,0.3,553,0.3,793,0.3,824,0.3,1148,0.3,1975,0.3
2,0,被服及び履物,11344,3.8,-3.5,2467,2.4,3897,2.5,6391,3.2,8613,3.6,11973,4.1,17286,4.6,28783,3.9
2,2,半耐久財,10635,3.5,-1.4,2371,2.3,3628,2.3,6022,3.1,8074,3.4,11438,3.9,16349,4.3,26570,3.6
2,4,サービス,709,0.2,-26.6,96,0.1,269,0.2,368,0.2,539,0.2,535,0.2,937,0.2,2212,0.3
2,0,保健医療,18485,6.2,3.7,5827,5.7,8816,5.6,11983,6.1,14717,6.1,18791,6.4,24196,6.4,44916,6.1
2,1,耐久財,1119,0.4,0.9,173,0.2,220,0.1,598,0.3,1142,0.5,1238,0.4,1662,0.4,2819,0.4
2,2,半耐久財,601,0.2,29.2,104,0.1,236,0.2,229,0.1,319,0.1,502,0.2,854,0.2,1942,0.3
2,3,非耐久財,5890,2,-6.3,2844,2.8,4086,2.6,5345,2.7,5871,2.4,6578,2.3,7698,2,8832,1.2
2,4,サービス,10875,3.6,9.2,2707,2.7,4274,2.7,5811,2.9,7385,3.1,10473,3.6,13982,3.7,31324,4.3
2,0,交通・通信,34724,11.6,1.4,7481,7.4,14745,9.4,20680,10.5,25767,10.7,33202,11.4,43071,11.4,97666,13.3
2,1,耐久財,6199,2.1,3.4,106,0.1,360,0.2,544,0.3,631,0.3,2372,0.8,2383,0.6,36770,5
2,2,半耐久財,1554,0.5,12.2,161,0.2,161,0.1,468,0.2,778,0.3,1057,0.4,1887,0.5,6346,0.9
2,3,非耐久財,2209,0.7,33.8,679,0.7,1140,0.7,1778,0.9,2113,0.9,2704,0.9,3212,0.9,3789,0.5
2,4,サービス,24763,8.3,-1.8,6536,6.4,13084,8.3,17889,9.1,22245,9.2,27069,9.3,35588,9.4,50761,6.9
2,0,教育,19095,6.4,-0.4,348,0.3,1631,1,2810,1.4,4766,2,6933,2.4,14866,3.9,103044,14
2,3,非耐久財,283,0.1,0.4,13,0,59,0,102,0.1,148,0.1,344,0.1,495,0.1,835,0.1
2,4,サービス,18812,6.3,-0.4,335,0.3,1573,1,2708,1.4,4618,1.9,6590,2.3,14371,3.8,102209,13.9
2,0,教養娯楽,33055,11,2.4,8158,8,14414,9.2,19668,10,26686,11.1,33360,11.4,47489,12.6,81339,11.1
2,1,耐久財,3132,1,-10.2,115,0.1,313,0.2,629,0.3,1417,0.6,2334,0.8,4479,1.2,12684,1.7
2,2,半耐久財,4310,1.4,5.6,881,0.9,1458,0.9,2518,1.3,3796,1.6,4484,1.5,7029,1.9,9992,1.4
2,3,非耐久財,6057,2,-5.3,3001,3,4439,2.8,5330,2.7,6080,2.5,6654,2.3,7742,2.1,9131,1.2
2,4,サービス,19556,6.5,6.7,4162,4.1,8205,5.2,11191,5.7,15392,6.4,19888,6.8,28239,7.5,49532,6.7
2,0,諸雑費,28437,9.5,13.6,7219,7.1,11826,7.5,16373,8.3,22826,9.5,27330,9.4,36444,9.7,76962,10.5
2,1,耐久財,702,0.2,47.8,89,0.1,248,0.2,220,0.1,414,0.2,702,0.2,831,0.2,2390,0.3
2,2,半耐久財,2521,0.8,11.4,366,0.4,622,0.4,932,0.5,1609,0.7,1988,0.7,3795,1,8320,1.1
2,3,非耐久財,5811,1.9,-4.2,2604,2.6,3163,2,4216,2.1,5752,2.4,6743,2.3,7984,2.1,10210,1.4
2,4,サービス,19404,6.5,19.6,4160,4.1,7793,5,11005,5.6,15051,6.3,17897,6.1,23834,6.3,56041,7.6
,,,,,,,,,,,,,,,,,,,
東京都生計分析調査　令和 3年,,,,,,,,,,,,,,,,,,,
第１３表　生計支出７分位階層別１世帯当たり年平均１か月間の財・サービス別支出　―　全　世　帯　―,,,,,,,,,,,,,,,,,,,
注１）　財・サービス別結果は、品目別分類を基に、再分類して集計した。,,,,,,,,,,,,,,,,,,,
注２）　消費支出には、「こづかい」、「贈与金」、「他の交際費」及び「仕送り金」は含まれていない。,,,,,,,,,,,,,,,,,,,
項目（0：世帯数等、消費支出等　1：耐久財　2：半耐久財　3：非耐久財　4：サービス）,,,,,,,,,,,,,,,,,,,
