項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,ローン返済世帯／実数（円）,ローン返済世帯／構成比（％）,ローン返済世帯／40歳未満／実数（円）,ローン返済世帯／40歳未満／構成比（％）,ローン返済世帯／40～49歳／実数（円）,ローン返済世帯／40～49歳／構成比（％）,ローン返済世帯／50歳以上／実数（円）,ローン返済世帯／50歳以上／構成比（％）,ローン返済のない世帯／実数（円）,ローン返済のない世帯／構成比（％）,ローン返済のない世帯／40歳未満／実数（円）,ローン返済のない世帯／40歳未満／構成比（％）,ローン返済のない世帯／40～49歳／実数（円）,ローン返済のない世帯／40～49歳／構成比（％）,ローン返済のない世帯／50歳以上／実数（円）,ローン返済のない世帯／50歳以上／構成比（％）
1,1,0,0,0,繰入金,328662,-,354072,-,227913,-,564854,-,228930,-,315955,-,545417,-,414939,-,190578,-
2,0,0,0,0,支払,1609662,-,1866756,-,1606859,-,2055934,-,1836465,-,1457951,-,1583648,-,1814583,-,1260834,-
2,1,0,0,0,実支出,537588,-,570717,-,449360,-,585466,-,619579,-,516724,-,438673,-,661267,-,483543,-
2,2,0,0,0,生計支出,390625,-,385996,-,312237,-,405883,-,403930,-,393112,-,335483,-,524181,-,358567,-
2,3,0,0,0,消費支出,357123,100,373081,100,312237,100,374276,100,403930,100,347479,100,318558,100,346246,100,358567,100
2,4,1,0,0,食料,94234,26.4,100320,26.9,89042,28.5,102370,27.4,104044,25.8,90608,26.1,70991,22.3,91149,26.3,97288,27.1
2,5,1,1,0,穀類,6977,2,7500,2,6402,2.1,7646,2,7927,2,6669,1.9,4713,1.5,7036,2,7197,2
2,6,1,1,1,米類,1626,0.5,1684,0.5,1284,0.4,1645,0.4,1923,0.5,1596,0.5,967,0.3,1528,0.4,1842,0.5
2,6,1,1,2,パン,3075,0.9,3374,0.9,2987,1,3466,0.9,3498,0.9,2898,0.8,2035,0.6,3154,0.9,3094,0.9
2,6,1,1,3,麺類,1714,0.5,1841,0.5,1577,0.5,1942,0.5,1880,0.5,1639,0.5,1271,0.4,1717,0.5,1736,0.5
2,6,1,1,4,他の穀類,562,0.2,601,0.2,553,0.2,593,0.2,626,0.2,537,0.2,441,0.1,637,0.2,525,0.1
2,5,1,2,0,魚介類,5956,1.7,5860,1.6,4334,1.4,5614,1.5,6844,1.7,6010,1.7,3116,1,5165,1.5,7388,2.1
2,6,1,2,1,生鮮魚介,3594,1,3552,1,2556,0.8,3399,0.9,4190,1,3619,1,1792,0.6,3146,0.9,4462,1.2
2,6,1,2,2,塩干魚介,934,0.3,908,0.2,652,0.2,894,0.2,1051,0.3,951,0.3,564,0.2,820,0.2,1144,0.3
2,6,1,2,3,魚肉練製品,549,0.2,521,0.1,400,0.1,479,0.1,617,0.2,564,0.2,274,0.1,473,0.1,706,0.2
2,6,1,2,4,他の魚介加工品,878,0.2,880,0.2,725,0.2,843,0.2,986,0.2,876,0.3,486,0.2,726,0.2,1076,0.3
2,5,1,3,0,肉類,9289,2.6,9653,2.6,7570,2.4,9864,2.6,10539,2.6,9077,2.6,6306,2,9033,2.6,10054,2.8
2,6,1,3,1,生鮮肉,7608,2.1,7927,2.1,6010,1.9,8030,2.1,8831,2.2,7423,2.1,5051,1.6,7298,2.1,8300,2.3
2,6,1,3,2,加工肉,1681,0.5,1726,0.5,1560,0.5,1835,0.5,1709,0.4,1654,0.5,1255,0.4,1735,0.5,1754,0.5
2,5,1,4,0,乳卵類,4489,1.3,4705,1.3,4467,1.4,4756,1.3,4754,1.2,4359,1.3,3575,1.1,4102,1.2,4733,1.3
2,6,1,4,1,牛乳,1347,0.4,1441,0.4,1295,0.4,1512,0.4,1435,0.4,1287,0.4,1023,0.3,1247,0.4,1396,0.4
2,6,1,4,2,乳製品,2283,0.6,2389,0.6,2387,0.8,2360,0.6,2408,0.6,2221,0.6,1940,0.6,2067,0.6,2378,0.7
2,6,1,4,3,卵,860,0.2,875,0.2,785,0.3,884,0.2,911,0.2,851,0.2,613,0.2,788,0.2,960,0.3
2,5,1,5,0,野菜・海藻,9623,2.7,9550,2.6,7773,2.5,9316,2.5,10663,2.6,9667,2.8,6110,1.9,8245,2.4,11526,3.2
2,6,1,5,1,生鮮野菜,6800,1.9,6777,1.8,5604,1.8,6580,1.8,7549,1.9,6815,2,4324,1.4,5858,1.7,8103,2.3
2,6,1,5,2,乾物・海藻,710,0.2,741,0.2,626,0.2,793,0.2,749,0.2,690,0.2,445,0.1,635,0.2,797,0.2
2,6,1,5,3,大豆加工品,1058,0.3,1031,0.3,854,0.3,989,0.3,1159,0.3,1074,0.3,721,0.2,945,0.3,1252,0.3
2,6,1,5,4,他の野菜・海藻加工品,1056,0.3,1002,0.3,689,0.2,953,0.3,1206,0.3,1089,0.3,620,0.2,807,0.2,1374,0.4
2,5,1,6,0,果物,3066,0.9,2949,0.8,2256,0.7,3014,0.8,3231,0.8,3137,0.9,1921,0.6,2708,0.8,3752,1
2,6,1,6,1,生鮮果物,2691,0.8,2597,0.7,1980,0.6,2682,0.7,2814,0.7,2749,0.8,1649,0.5,2365,0.7,3306,0.9
2,6,1,6,2,果物加工品,374,0.1,352,0.1,275,0.1,333,0.1,416,0.1,388,0.1,272,0.1,344,0.1,446,0.1
2,5,1,7,0,油脂・調味料,4203,1.2,4426,1.2,3520,1.1,4443,1.2,4865,1.2,4069,1.2,2991,0.9,3801,1.1,4555,1.3
2,6,1,7,1,油脂,423,0.1,433,0.1,312,0.1,439,0.1,487,0.1,415,0.1,261,0.1,390,0.1,480,0.1
2,6,1,7,2,調味料,3780,1.1,3993,1.1,3208,1,4004,1.1,4378,1.1,3654,1.1,2730,0.9,3411,1,4075,1.1
2,5,1,8,0,菓子類,8162,2.3,9062,2.4,8681,2.8,9604,2.6,8694,2.2,7618,2.2,6159,1.9,8604,2.5,7701,2.1
2,5,1,9,0,調理食品,14605,4.1,15414,4.1,13866,4.4,15220,4.1,16434,4.1,14120,4.1,10636,3.3,15205,4.4,14901,4.2
2,6,1,9,1,主食的調理食品,6247,1.7,6668,1.8,6222,2,6204,1.7,7351,1.8,5994,1.7,4607,1.4,6069,1.8,6454,1.8
2,6,1,9,2,他の調理食品,8358,2.3,8746,2.3,7644,2.4,9017,2.4,9083,2.2,8126,2.3,6029,1.9,9136,2.6,8446,2.4
2,5,1,10,0,飲料,5912,1.7,6241,1.7,5674,1.8,6168,1.6,6577,1.6,5721,1.6,4572,1.4,5749,1.7,6110,1.7
2,6,1,10,1,茶類,1267,0.4,1156,0.3,989,0.3,1112,0.3,1264,0.3,1338,0.4,888,0.3,1311,0.4,1502,0.4
2,6,1,10,2,コーヒー・ココア,1272,0.4,1398,0.4,1321,0.4,1248,0.3,1569,0.4,1196,0.3,871,0.3,1148,0.3,1329,0.4
2,6,1,10,3,他の飲料,3373,0.9,3687,1,3364,1.1,3808,1,3744,0.9,3188,0.9,2813,0.9,3289,0.9,3280,0.9
2,5,1,11,0,酒類,4914,1.4,5478,1.5,3979,1.3,5763,1.5,5975,1.5,4569,1.3,2406,0.8,4344,1.3,5435,1.5
2,5,1,12,0,外食,17039,4.8,19484,5.2,20523,6.6,20962,5.6,17542,4.3,15592,4.5,18487,5.8,17158,5,13937,3.9
2,6,1,12,1,一般外食,15709,4.4,17395,4.7,18048,5.8,17793,4.8,16700,4.1,14716,4.2,17449,5.5,14935,4.3,13686,3.8
2,6,1,12,2,学校給食,1330,0.4,2089,0.6,2474,0.8,3169,0.8,842,0.2,876,0.3,1038,0.3,2222,0.6,251,0.1
2,4,2,0,0,住居,29001,8.1,9437,2.5,5467,1.8,9468,2.5,10958,2.7,40437,11.6,52722,16.6,54270,15.7,30402,8.5
2,5,2,1,0,家賃地代,19647,5.5,1643,0.4,1463,0.5,2081,0.6,1268,0.3,30377,8.7,51852,16.3,43444,12.5,17414,4.9
2,5,2,2,0,設備修繕・維持,9354,2.6,7794,2.1,4004,1.3,7386,2,9690,2.4,10060,2.9,870,0.3,10826,3.1,12988,3.6
2,6,2,2,1,設備材料,2733,0.8,2447,0.7,1897,0.6,3097,0.8,2015,0.5,2856,0.8,542,0.2,3139,0.9,3537,1
2,6,2,2,2,工事その他のサービス,6621,1.9,5347,1.4,2107,0.7,4290,1.1,7675,1.9,7205,2.1,328,0.1,7687,2.2,9451,2.6
2,4,3,0,0,光熱・水道,19528,5.5,22043,5.9,17043,5.5,23141,6.2,23645,5.9,18022,5.2,13585,4.3,15883,4.6,20480,5.7
2,5,3,1,0,電気代,8724,2.4,9965,2.7,7997,2.6,10098,2.7,10892,2.7,7974,2.3,6030,1.9,6801,2,9159,2.6
2,5,3,2,0,ガス代,5305,1.5,5918,1.6,4698,1.5,6042,1.6,6456,1.6,4936,1.4,3630,1.1,4536,1.3,5548,1.5
2,5,3,3,0,他の光熱,164,0,139,0,65,0,120,0,195,0,177,0.1,49,0,146,0,232,0.1
2,5,3,4,0,上下水道料,5336,1.5,6021,1.6,4283,1.4,6881,1.8,6101,1.5,4935,1.4,3876,1.2,4400,1.3,5541,1.5
2,4,4,0,0,家具・家事用品,14807,4.1,16559,4.4,17044,5.5,16253,4.3,16311,4,13788,4,13431,4.2,15027,4.3,13451,3.8
2,5,4,1,0,家庭用耐久財,5034,1.4,5541,1.5,4754,1.5,4861,1.3,6482,1.6,4721,1.4,3670,1.2,5513,1.6,4799,1.3
2,6,4,1,1,家事用耐久財,2613,0.7,2668,0.7,3768,1.2,1918,0.5,2727,0.7,2597,0.7,2648,0.8,1898,0.5,2926,0.8
2,6,4,1,2,冷暖房用器具,1608,0.5,1635,0.4,242,0.1,1564,0.4,2408,0.6,1564,0.5,659,0.2,2237,0.6,1589,0.4
2,6,4,1,3,一般家具,813,0.2,1238,0.3,744,0.2,1379,0.4,1347,0.3,559,0.2,363,0.1,1378,0.4,284,0.1
2,5,4,2,0,室内装備・装飾品,1183,0.3,1246,0.3,1144,0.4,1743,0.5,734,0.2,1180,0.3,3016,0.9,743,0.2,761,0.2
2,5,4,3,0,寝具類,1226,0.3,1399,0.4,2050,0.7,1387,0.4,1023,0.3,1136,0.3,656,0.2,1380,0.4,1188,0.3
2,5,4,4,0,家事雑貨,3222,0.9,3845,1,4677,1.5,3866,1,3400,0.8,2843,0.8,2777,0.9,3462,1,2593,0.7
2,5,4,5,0,家事用消耗品,3587,1,3947,1.1,3881,1.2,3813,1,4088,1,3368,1,3021,0.9,3285,0.9,3520,1
2,5,4,6,0,家事サービス,556,0.2,581,0.2,538,0.2,583,0.2,584,0.1,540,0.2,291,0.1,644,0.2,591,0.2
2,4,5,0,0,被服及び履物,13032,3.6,15512,4.2,15496,5,15754,4.2,15529,3.8,11563,3.3,11071,3.5,12242,3.5,11423,3.2
2,5,5,1,0,和服,118,0,44,0,33,0,26,0,75,0,158,0,112,0,22,0,229,0.1
2,5,5,2,0,洋服,5608,1.6,6906,1.9,6592,2.1,8055,2.2,6147,1.5,4861,1.4,4954,1.6,5705,1.6,4443,1.2
2,6,5,2,1,男子用洋服,1787,0.5,2138,0.6,1471,0.5,2593,0.7,2178,0.5,1576,0.5,1549,0.5,1362,0.4,1673,0.5
2,6,5,2,2,婦人用洋服,3059,0.9,3471,0.9,2554,0.8,3900,1,3610,0.9,2837,0.8,2542,0.8,3281,0.9,2737,0.8
2,6,5,2,3,子供用洋服,761,0.2,1298,0.3,2567,0.8,1562,0.4,360,0.1,448,0.1,864,0.3,1061,0.3,34,0
2,5,5,3,0,シャツ・セーター類,2370,0.7,2787,0.7,2402,0.8,2672,0.7,3117,0.8,2118,0.6,1554,0.5,2368,0.7,2198,0.6
2,6,5,3,1,男子用シャツ・セーター類,817,0.2,835,0.2,791,0.3,860,0.2,819,0.2,807,0.2,566,0.2,659,0.2,948,0.3
2,6,5,3,2,婦人用シャツ・セーター類,1303,0.4,1564,0.4,911,0.3,1295,0.3,2189,0.5,1143,0.3,672,0.2,1300,0.4,1238,0.3
2,6,5,3,3,子供用シャツ・セーター類,251,0.1,388,0.1,700,0.2,516,0.1,109,0,169,0,316,0.1,409,0.1,12,0
2,5,5,4,0,下着類,1160,0.3,1423,0.4,1598,0.5,1343,0.4,1409,0.3,997,0.3,1206,0.4,872,0.3,984,0.3
2,6,5,4,1,男子用下着類,285,0.1,286,0.1,228,0.1,255,0.1,351,0.1,284,0.1,182,0.1,176,0.1,369,0.1
2,6,5,4,2,婦人用下着類,675,0.2,795,0.2,794,0.3,597,0.2,979,0.2,598,0.2,726,0.2,492,0.1,605,0.2
2,6,5,4,3,子供用下着類,200,0.1,342,0.1,576,0.2,492,0.1,78,0,114,0,298,0.1,204,0.1,10,0
2,5,5,5,0,生地・糸類,122,0,136,0,113,0,87,0,195,0,113,0,66,0,107,0,133,0
2,5,5,6,0,他の被服,950,0.3,1178,0.3,1401,0.4,966,0.3,1264,0.3,815,0.2,794,0.2,879,0.3,791,0.2
2,5,5,7,0,履物類,1905,0.5,2225,0.6,2728,0.9,2136,0.6,2084,0.5,1713,0.5,2105,0.7,1801,0.5,1540,0.4
2,5,5,8,0,被服関連サービス,798,0.2,814,0.2,628,0.2,470,0.1,1240,0.3,789,0.2,280,0.1,488,0.1,1105,0.3
2,4,6,0,0,保健医療,16713,4.7,17040,4.6,14709,4.7,14657,3.9,20477,5.1,16551,4.8,18945,5.9,15208,4.4,16235,4.5
2,5,6,1,0,医薬品,2556,0.7,2287,0.6,1744,0.6,2117,0.6,2745,0.7,2713,0.8,1662,0.5,2192,0.6,3301,0.9
2,5,6,2,0,健康保持用摂取品,988,0.3,813,0.2,373,0.1,543,0.1,1300,0.3,1080,0.3,422,0.1,971,0.3,1351,0.4
2,5,6,3,0,保健医療用品・器具,3574,1,4252,1.1,4888,1.6,3839,1,4315,1.1,3167,0.9,3828,1.2,3453,1,2796,0.8
2,5,6,4,0,保健医療サービス,9596,2.7,9687,2.6,7704,2.5,8157,2.2,12117,3,9592,2.8,13034,4.1,8593,2.5,8786,2.5
2,4,7,0,0,交通・通信,43119,12.1,46597,12.5,45836,14.7,47652,12.7,46459,11.5,41067,11.8,31413,9.9,31419,9.1,49053,13.7
2,5,7,1,0,交通,8175,2.3,8452,2.3,7066,2.3,7154,1.9,10522,2.6,7984,2.3,6677,2.1,7514,2.2,8654,2.4
2,5,7,2,0,自動車等関係費,20796,5.8,23246,6.2,29115,9.3,24424,6.5,19382,4.8,19401,5.6,15664,4.9,11230,3.2,24638,6.9
2,6,7,2,1,自動車等購入,7461,2.1,6909,1.9,13239,4.2,6549,1.7,3984,1,7829,2.3,7941,2.5,1599,0.5,10766,3
2,6,7,2,2,自転車購入,807,0.2,1247,0.3,3033,1,1294,0.3,386,0.1,544,0.2,722,0.2,1169,0.3,211,0.1
2,6,7,2,3,自動車等維持,12529,3.5,15090,4,12843,4.1,16581,4.4,15012,3.7,11028,3.2,7001,2.2,8463,2.4,13661,3.8
2,5,7,3,0,通信,14148,4,14899,4,9655,3.1,16073,4.3,16555,4.1,13682,3.9,9072,2.8,12674,3.7,15761,4.4
2,4,8,0,0,教育,29384,8.2,39132,10.5,18898,6.1,43304,11.6,45936,11.4,23547,6.8,5458,1.7,27552,8,28159,7.9
2,5,8,1,0,授業料等,21160,5.9,25985,7,13095,4.2,25188,6.7,33535,8.3,18319,5.3,3020,0.9,18514,5.3,23570,6.6
2,5,8,2,0,教科書・学習参考教材,451,0.1,669,0.2,955,0.3,902,0.2,303,0.1,321,0.1,123,0,475,0.1,321,0.1
2,5,8,3,0,補習教育,7773,2.2,12478,3.3,4848,1.6,17214,4.6,12098,3,4906,1.4,2315,0.7,8564,2.5,4268,1.2
2,4,9,0,0,教養娯楽,36710,10.3,46731,12.5,40817,13.1,49662,13.3,46738,11.6,30641,8.8,28611,9,34086,9.8,29754,8.3
2,5,9,1,0,教養娯楽用耐久財,4378,1.2,5285,1.4,5210,1.7,5189,1.4,5282,1.3,3824,1.1,5517,1.7,3033,0.9,3606,1
2,5,9,2,0,教養娯楽用品,8773,2.5,11940,3.2,10401,3.3,13922,3.7,10773,2.7,6834,2,5834,1.8,8069,2.3,6632,1.8
2,5,9,3,0,書籍・他の印刷物,3317,0.9,3413,0.9,1968,0.6,3104,0.8,4405,1.1,3269,0.9,1475,0.5,2816,0.8,4092,1.1
2,5,9,4,0,教養娯楽サービス,20242,5.7,26092,7,23239,7.4,27447,7.3,26278,6.5,16714,4.8,15785,5,20168,5.8,15424,4.3
2,6,9,4,1,宿泊料,2676,0.7,2918,0.8,3503,1.1,3437,0.9,2225,0.6,2527,0.7,2530,0.8,3129,0.9,2259,0.6
2,6,9,4,2,パック旅行費,1290,0.4,1668,0.4,1048,0.3,1891,0.5,1797,0.4,1063,0.3,1524,0.5,515,0.1,1056,0.3
2,6,9,4,3,月謝類,5362,1.5,8270,2.2,7621,2.4,10218,2.7,6558,1.6,3612,1,3287,1,7041,2,2233,0.6
2,6,9,4,4,他の教養娯楽サービス,10913,3.1,13236,3.5,11066,3.5,11901,3.2,15698,3.9,9513,2.7,8443,2.7,9482,2.7,9877,2.8
2,4,10,0,0,その他の消費支出,60594,17,59712,16,47885,15.3,52016,13.9,73834,18.3,61255,17.6,72333,22.7,49411,14.3,62322,17.4
2,5,10,1,0,諸雑費,32743,9.2,31946,8.6,33055,10.6,29533,7.9,33797,8.4,33362,9.6,58032,18.2,29184,8.4,26467,7.4
2,6,10,1,1,理美容サービス,4317,1.2,4307,1.2,3059,1,4009,1.1,5201,1.3,4316,1.2,5821,1.8,3759,1.1,4061,1.1
2,6,10,1,2,理美容用品,5785,1.6,6672,1.8,5613,1.8,6304,1.7,7705,1.9,5270,1.5,4716,1.5,5094,1.5,5531,1.5
2,6,10,1,3,身の回り用品,3383,0.9,3352,0.9,5219,1.7,2567,0.7,2995,0.7,3391,1,3381,1.1,2722,0.8,3669,1
2,6,10,1,4,たばこ,1145,0.3,1126,0.3,862,0.3,1491,0.4,920,0.2,1154,0.3,875,0.3,1492,0.4,1112,0.3
2,6,10,1,5,他の諸雑費,18113,5.1,16489,4.4,18303,5.9,15162,4.1,16975,4.2,19231,5.5,43240,13.6,16118,4.7,12095,3.4
2,5,10,2,0,こづかい,8093,2.3,9235,2.5,3432,1.1,9488,2.5,12196,3,7472,2.2,3864,1.2,6484,1.9,9227,2.6
2,5,10,3,0,交際費,14452,4,16287,4.4,11225,3.6,11996,3.2,23232,5.8,13343,3.8,9975,3.1,8583,2.5,16530,4.6
2,6,10,3,0,食料,3020,0.8,2244,0.6,1791,0.6,1291,0.3,3322,0.8,3473,1,1811,0.6,2022,0.6,4674,1.3
2,6,10,3,0,家具・家事用品,216,0.1,237,0.1,182,0.1,255,0.1,250,0.1,203,0.1,337,0.1,130,0,181,0.1
2,6,10,3,0,被服及び履物,316,0.1,265,0.1,208,0.1,237,0.1,328,0.1,344,0.1,189,0.1,212,0.1,452,0.1
2,6,10,3,0,教養娯楽,694,0.2,459,0.1,447,0.1,320,0.1,605,0.1,829,0.2,608,0.2,357,0.1,1113,0.3
2,6,10,3,0,他の物品サービス,558,0.2,471,0.1,327,0.1,188,0.1,790,0.2,616,0.2,976,0.3,700,0.2,463,0.1
2,6,10,3,6,贈与金,4073,1.1,4857,1.3,2207,0.7,1854,0.5,9113,2.3,3617,1,2640,0.8,1486,0.4,4854,1.4
2,6,10,3,7,他の交際費,5575,1.6,7755,2.1,6065,1.9,7851,2.1,8824,2.2,4260,1.2,3415,1.1,3677,1.1,4795,1.3
2,5,10,4,0,仕送り金,5307,1.5,2244,0.6,172,0.1,998,0.3,4610,1.1,7078,2,462,0.1,5161,1.5,10098,2.8
2,3,0,0,0,土地家屋購入,33501,-,12914,-,-,-,31607,-,-,-,45633,-,16925,-,177936,-,-,-
2,3,0,0,0,（再掲）教育関係費,36253,10.2,44875,12,23628,7.6,50527,13.5,50842,12.6,31031,8.9,7223,2.3,34564,10,37736,10.5
2,3,0,0,0,（再掲）教養娯楽関係費,40391,11.3,49537,13.3,43856,14,51191,13.7,50894,12.6,34841,10,32160,10.1,37170,10.7,34642,9.7
2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,9379,2.6,7101,1.9,2379,0.8,2852,0.8,13724,3.4,10696,3.1,3102,1,6646,1.9,14951,4.2
2,3,0,0,0,（再掲）経常消費支出,243633,68.2,250348,67.1,222326,71.2,253787,67.8,261855,64.8,239690,69,219779,69,247640,71.5,243532,67.9
2,3,0,0,0,（再掲）情報通信関係費,17792,5,19657,5.3,13381,4.3,20055,5.4,22458,5.6,16678,4.8,11030,3.5,14844,4.3,19482,5.4
2,3,0,0,0,（再掲）消費支出（除く住居等）　１）,311282,87.2,349634,93.7,291152,93.2,355408,95,375265,92.9,288517,83,254794,80,283731,81.9,302448,84.3
2,2,0,0,0,その他の実支出,146964,-,184722,-,137123,-,179583,-,215648,-,123612,-,103190,-,137086,-,124975,-
2,3,0,0,0,直接税,70370,-,92379,-,60530,-,85020,-,116082,-,56668,-,42126,-,62259,-,59411,-
2,4,0,0,0,勤労所得税,34059,-,46843,-,26291,-,42997,-,61306,-,26045,-,20079,-,30658,-,26168,-
2,4,0,0,0,個人住民税,27946,-,35501,-,24652,-,32874,-,43806,-,23365,-,19006,-,25154,-,24144,-
2,4,0,0,0,他の税,8365,-,10035,-,9587,-,9150,-,10970,-,7258,-,3042,-,6446,-,9099,-
