項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年増加率（％）,400万円未満／実数（円）,400万円未満／構成比（％）,400万円以上600万円未満／実数（円）,400万円以上600万円未満／構成比（％）,600万円以上800万円未満／実数（円）,600万円以上800万円未満／構成比（％）,800万円以上1000万円未満／実数（円）,800万円以上1000万円未満／構成比（％）,1000万円以上／実数（円）,1000万円以上／構成比（％）
2,5,4,1,0,家庭用耐久財,5034,1.4,2.3,1375,0.7,2246,0.9,5745,1.9,3631,1,7285,1.5
2,6,4,1,1,家事用耐久財,2613,0.7,-2.1,764,0.4,600,0.2,2459,0.8,2281,0.6,4089,0.9
2,6,4,1,2,冷暖房用器具,1608,0.5,18.8,536,0.3,1364,0.5,2301,0.8,898,0.2,1858,0.4
2,6,4,1,3,一般家具,813,0.2,-9.6,75,0,283,0.1,984,0.3,452,0.1,1338,0.3
2,5,4,2,0,室内装備・装飾品,1183,0.3,46,204,0.1,473,0.2,461,0.2,723,0.2,2472,0.5
2,5,4,3,0,寝具類,1226,0.3,20.7,231,0.1,611,0.2,992,0.3,1311,0.4,1866,0.4
2,5,4,4,0,家事雑貨,3222,0.9,2.5,1985,1,2528,1,2957,1,3029,0.8,4107,0.9
2,5,4,5,0,家事用消耗品,3587,1,-8.6,2642,1.3,3687,1.4,3241,1.1,3737,1,3887,0.8
2,5,4,6,0,家事サービス,556,0.2,-20.2,154,0.1,233,0.1,732,0.2,333,0.1,790,0.2
2,4,5,0,0,被服及び履物,13032,3.6,-1.4,5684,2.8,8532,3.3,10022,3.3,13377,3.7,18595,3.9
2,5,5,1,0,和服,118,0,-31,29,0,14,0,13,0,408,0.1,106,0
2,5,5,2,0,洋服,5608,1.6,1.3,2226,1.1,3318,1.3,4073,1.4,5146,1.4,8708,1.8
2,6,5,2,1,男子用洋服,1787,0.5,23.3,712,0.3,918,0.4,990,0.3,1778,0.5,2977,0.6
2,6,5,2,2,婦人用洋服,3059,0.9,-5.6,1226,0.6,2013,0.8,2305,0.8,2674,0.7,4649,1
2,6,5,2,3,子供用洋服,761,0.2,-10.2,287,0.1,387,0.2,779,0.3,695,0.2,1081,0.2
2,5,5,3,0,シャツ・セーター類,2370,0.7,1.4,744,0.4,1756,0.7,1956,0.7,2505,0.7,3224,0.7
2,6,5,3,1,男子用シャツ・セーター類,817,0.2,14.4,244,0.1,516,0.2,577,0.2,1013,0.3,1151,0.2
2,6,5,3,2,婦人用シャツ・セーター類,1303,0.4,-4.3,415,0.2,1119,0.4,1088,0.4,1231,0.3,1762,0.4
2,6,5,3,3,子供用シャツ・セーター類,251,0.1,-4.6,85,0,120,0,290,0.1,261,0.1,312,0.1
2,5,5,4,0,下着類,1160,0.3,11.9,567,0.3,862,0.3,1104,0.4,1202,0.3,1435,0.3
2,6,5,4,1,男子用下着類,285,0.1,5.2,161,0.1,239,0.1,252,0.1,268,0.1,362,0.1
2,6,5,4,2,婦人用下着類,675,0.2,16,303,0.1,482,0.2,629,0.2,740,0.2,832,0.2
2,6,5,4,3,子供用下着類,200,0.1,9.3,103,0.1,142,0.1,223,0.1,194,0.1,241,0.1
2,5,5,5,0,生地・糸類,122,0,-25.6,39,0,117,0,98,0,142,0,148,0
2,5,5,6,0,他の被服,950,0.3,1.8,392,0.2,704,0.3,833,0.3,1055,0.3,1227,0.3
2,5,5,7,0,履物類,1905,0.5,4.6,1241,0.6,1177,0.5,1504,0.5,2024,0.6,2600,0.6
2,5,5,8,0,被服関連サービス,798,0.2,-34.6,446,0.2,585,0.2,441,0.1,895,0.2,1148,0.2
2,4,6,0,0,保健医療,16713,4.7,1.7,9582,4.7,12009,4.7,15265,5.1,18786,5.2,20535,4.4
2,5,6,1,0,医薬品,2556,0.7,0.8,2213,1.1,2250,0.9,2492,0.8,2743,0.8,2715,0.6
2,5,6,2,0,健康保持用摂取品,988,0.3,-16.5,660,0.3,861,0.3,786,0.3,869,0.2,1287,0.3
2,5,6,3,0,保健医療用品・器具,3574,1,-8.6,1710,0.8,2562,1,3035,1,3861,1.1,4657,1
2,5,6,4,0,保健医療サービス,9596,2.7,8.9,4998,2.4,6336,2.5,8953,3,11313,3.1,11875,2.5
2,4,7,0,0,交通・通信,43119,12.1,9.9,31745,15.5,28114,11,37045,12.3,42872,11.9,56287,11.9
2,5,7,1,0,交通,8175,2.3,-0.9,3714,1.8,4754,1.9,5578,1.9,8668,2.4,12242,2.6
2,5,7,2,0,自動車等関係費,20796,5.8,28.4,17000,8.3,10157,4,19092,6.3,20161,5.6,27581,5.8
2,6,7,2,1,自動車等購入,7461,2.1,74.9,9374,4.6,1414,0.6,6558,2.2,6534,1.8,10591,2.2
2,6,7,2,2,自転車購入,807,0.2,14.3,615,0.3,473,0.2,954,0.3,731,0.2,923,0.2
2,6,7,2,3,自動車等維持,12529,3.5,11.6,7012,3.4,8270,3.2,11579,3.8,12896,3.6,16067,3.4
2,5,7,3,0,通信,14148,4,-4.4,11031,5.4,13203,5.2,12376,4.1,14043,3.9,16465,3.5
2,4,8,0,0,教育,29384,8.2,2.7,15168,7.4,12519,4.9,17950,6,39155,10.9,43140,9.1
2,5,8,1,0,授業料等,21160,5.9,-0.5,12234,6,9985,3.9,14262,4.7,28298,7.8,29327,6.2
2,5,8,2,0,教科書・学習参考教材,451,0.1,10,234,0.1,132,0.1,321,0.1,606,0.2,635,0.1
2,5,8,3,0,補習教育,7773,2.2,12.4,2701,1.3,2402,0.9,3367,1.1,10252,2.8,13179,2.8
2,4,9,0,0,教養娯楽,36710,10.3,6.1,16548,8.1,21970,8.6,28030,9.3,36449,10.1,53511,11.3
2,5,9,1,0,教養娯楽用耐久財,4378,1.2,8.8,1446,0.7,1580,0.6,2801,0.9,4659,1.3,7138,1.5
2,5,9,2,0,教養娯楽用品,8773,2.5,5.3,5139,2.5,5850,2.3,8020,2.7,8248,2.3,11638,2.5
2,5,9,3,0,書籍・他の印刷物,3317,0.9,-8.3,2370,1.2,2422,1,2578,0.9,2989,0.8,4595,1
2,5,9,4,0,教養娯楽サービス,20242,5.7,8.7,7593,3.7,12118,4.8,14632,4.9,20553,5.7,30140,6.4
2,6,9,4,1,宿泊料,2676,0.7,38.9,662,0.3,1163,0.5,1561,0.5,1796,0.5,4972,1.1
2,6,9,4,2,パック旅行費,1290,0.4,-21.2,398,0.2,751,0.3,568,0.2,537,0.1,2459,0.5
2,6,9,4,3,月謝類,5362,1.5,7.9,1304,0.6,3263,1.3,3197,1.1,6912,1.9,7805,1.7
2,6,9,4,4,他の教養娯楽サービス,10913,3.1,8.2,5229,2.6,6941,2.7,9306,3.1,11308,3.1,14904,3.2
2,4,10,0,0,その他の消費支出,60594,17,13.4,26176,12.8,36579,14.4,41609,13.8,57448,15.9,92550,19.6
2,5,10,1,0,諸雑費,32743,9.2,20.2,14177,6.9,19213,7.5,22421,7.5,29875,8.3,50644,10.7
2,6,10,1,1,理美容サービス,4317,1.2,12.2,1566,0.8,2330,0.9,3227,1.1,4649,1.3,6341,1.3
2,6,10,1,2,理美容用品,5785,1.6,-7.6,3014,1.5,4688,1.8,5305,1.8,5917,1.6,7175,1.5
2,6,10,1,3,身の回り用品,3383,0.9,32.6,1139,0.6,1751,0.7,1642,0.5,4489,1.2,5032,1.1
2,6,10,1,4,たばこ,1145,0.3,-11.7,1168,0.6,1391,0.5,1072,0.4,1235,0.3,1014,0.2
2,6,10,1,5,他の諸雑費,18113,5.1,36.3,7289,3.6,9053,3.6,11176,3.7,13585,3.8,31081,6.6
2,5,10,2,0,こづかい,8093,2.3,-14.4,3358,1.6,7213,2.8,4797,1.6,8989,2.5,11225,2.4
2,5,10,3,0,交際費,14452,4,5.3,8147,4,8917,3.5,12619,4.2,15367,4.3,19099,4.1
2,6,10,3,0,食料,3020,0.8,0.8,1518,0.7,1522,0.6,2438,0.8,2723,0.8,4591,1
2,6,10,3,0,家具・家事用品,216,0.1,-10.4,51,0,114,0,168,0.1,153,0,364,0.1
2,6,10,3,0,被服及び履物,316,0.1,-14.4,360,0.2,179,0.1,283,0.1,453,0.1,316,0.1
2,6,10,3,0,教養娯楽,694,0.2,37.4,458,0.2,680,0.3,653,0.2,826,0.2,698,0.1
2,6,10,3,0,他の物品サービス,558,0.2,29.8,206,0.1,167,0.1,258,0.1,780,0.2,867,0.2
2,6,10,3,6,贈与金,4073,1.1,6.1,2646,1.3,2193,0.9,3731,1.2,3857,1.1,5679,1.2
2,6,10,3,7,他の交際費,5575,1.6,4.3,2909,1.4,4063,1.6,5088,1.7,6574,1.8,6584,1.4
2,5,10,4,0,仕送り金,5307,1.5,76.7,495,0.2,1237,0.5,1773,0.6,3217,0.9,11582,2.5
2,3,0,0,0,土地家屋購入,33501,-,53.5,-,-,-,-,12302,-,4540,-,83239,-
2,3,0,0,0,（再掲）教育関係費,36253,10.2,10.3,17004,8.3,14831,5.8,21316,7.1,45854,12.7,55634,11.8
2,3,0,0,0,（再掲）教養娯楽関係費,40391,11.3,8.6,17723,8.7,23765,9.3,30507,10.1,40833,11.3,59080,12.5
2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,9379,2.6,37.1,3141,1.5,3430,1.3,5503,1.8,7074,2,17261,3.7
2,3,0,0,0,（再掲）経常消費支出,243633,68.2,-2.1,157397,76.9,205241,80.5,219036,72.8,247176,68.5,294740,62.5
2,3,0,0,0,（再掲）情報通信関係費,17792,5,-2.6,14255,7,16817,6.6,16032,5.3,17876,5,20154,4.3
2,3,0,0,0,（再掲）消費支出（除く住居等）　１）,311282,87.2,2.7,178078,87,222756,87.4,255071,84.8,319005,88.4,414009,87.8
2,2,0,0,0,その他の実支出,146964,-,5,44385,-,60257,-,95784,-,139110,-,245835,-
2,3,0,0,0,直接税,70370,-,4.7,14208,-,20503,-,38333,-,58049,-,131848,-
2,4,0,0,0,勤労所得税,34059,-,3,3615,-,6411,-,14663,-,25254,-,70193,-
2,4,0,0,0,個人住民税,27946,-,1.5,5678,-,9573,-,16879,-,25149,-,49671,-
2,4,0,0,0,他の税,8365,-,26.6,4915,-,4519,-,6792,-,7646,-,11984,-
2,3,0,0,0,社会保険料,76565,-,5.4,30154,-,39735,-,57436,-,81016,-,113952,-
2,4,0,0,0,公的年金保険料,46511,-,5.9,15860,-,22822,-,35085,-,51238,-,69289,-
2,4,0,0,0,健康保険料,24167,-,2.9,10552,-,13024,-,18151,-,24476,-,35969,-
2,4,0,0,0,介護保険料,4374,-,15.7,3246,-,3159,-,3117,-,3751,-,6328,-
2,4,0,0,0,他の社会保険料,1514,-,4.8,496,-,731,-,1083,-,1551,-,2366,-
2,3,0,0,0,その他,28,-,-50,23,-,19,-,15,-,45,-,34,-
2,1,0,0,0,実支出以外の支払(繰越金を除く),768437,-,-0.6,342386,-,465317,-,629063,-,764637,-,1094998,-
2,2,0,0,0,預貯金,580119,-,0.9,277061,-,366114,-,473687,-,574587,-,818660,-
2,2,0,0,0,保険料,25300,-,2.5,8398,-,13262,-,17996,-,33422,-,35153,-
2,3,0,0,0,個人・企業年金保険料,5399,-,-16.2,557,-,2050,-,2700,-,5413,-,9744,-
2,3,0,0,0,他の保険料,19901,-,9.1,7840,-,11212,-,15296,-,28010,-,25410,-
2,2,0,0,0,有価証券購入,4265,-,-46.9,339,-,501,-,3153,-,3213,-,7989,-
2,2,0,0,0,土地家屋借金返済,47766,-,-3.7,14482,-,22528,-,42069,-,46660,-,70889,-
2,2,0,0,0,他の借金返済,1889,-,43.1,1497,-,1714,-,1812,-,1625,-,2219,-
2,2,0,0,0,クレジット購入借入金返済,108334,-,-4.6,39621,-,60607,-,89540,-,104336,-,159335,-
2,2,0,0,0,実支出以外の支払のその他,765,-,-14.2,988,-,592,-,807,-,793,-,754,-
2,1,0,0,0,繰越金,303637,-,126.5,92963,-,128871,-,233540,-,259600,-,498757,-
3,0,0,0,0,可処分所得,583422,-,3.9,264296,-,356049,-,472715,-,569990,-,838750,-
3,0,0,0,0,黒字,226299,-,3.7,59499,-,101246,-,171834,-,209289,-,367209,-
3,1,0,0,0,金融資産純増,193292,-,1.1,60204,-,111518,-,154435,-,222048,-,274412,-
3,3,0,0,0,貯蓄純増,190636,-,3.9,59866,-,111017,-,153785,-,218835,-,269351,-
3,4,0,0,0,預貯金純増,172869,-,5.3,52888,-,104373,-,143844,-,191041,-,244005,-
3,4,0,0,0,保険純増,17767,-,-7.7,6977,-,6644,-,9942,-,27795,-,25346,-
3,3,0,0,0,有価証券純購入,2656,-,-65.9,339,-,501,-,650,-,3213,-,5061,-
3,1,0,0,0,土地家屋借金純減,44524,-,6.6,14482,-,22528,-,42069,-,30455,-,70889,-
3,1,0,0,0,他の借金純減,1192,-,139.4,1087,-,504,-,1812,-,1625,-,864,-
3,1,0,0,0,クレジット購入借入金純減,-21422,-,-126.6,-2254,-,-14354,-,-18119,-,-20322,-,-31568,-
3,1,0,0,0,土地家屋純増,33501,-,121.2,-,-,-,-,12302,-,4540,-,83239,-
3,1,0,0,0,その他の純増,237,-,...,762,-,320,-,222,-,665,-,-115,-
3,1,0,0,0,繰越純増,-25025,-,-19.2,-14783,-,-19271,-,-20888,-,-29723,-,-30513,-
,,,,,,,,,,,,,,,,,,
東京都生計分析調査　令和 3年,,,,,,,,,,,,,,,,,,
第１７表　年間収入階級別１世帯当たり年平均１か月間の収入と用途別生計支出　―　勤労者世帯　―,,,,,,,,,,,,,,,,,,
注）　１）は、「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いたもの。,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）,,,,,,,,,,,,,,,,,,
