項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,有業者の有無／有業者なし／実数（円）,有業者の有無／有業者なし／構成比（％）,有業者の有無／有業者あり／実数（円）,有業者の有無／有業者あり／構成比（％）,世帯人員別／2人／実数（円）,世帯人員別／2人／構成比（％）,世帯人員別／3人以上／実数（円）,世帯人員別／3人以上／構成比（％）
2,5,4,3,0,寝具類,735,0.3,802,0.3,603,0.2,729,0.3,781,0.3
2,5,4,4,0,家事雑貨,1883,0.7,1852,0.7,1959,0.8,1719,0.7,2398,0.9
2,5,4,5,0,家事用消耗品,2967,1.2,2888,1.1,3135,1.3,2740,1.1,3626,1.3
2,5,4,6,0,家事サービス,1029,0.4,1113,0.4,875,0.4,1084,0.4,846,0.3
2,4,5,0,0,被服及び履物,6594,2.6,6893,2.7,6049,2.4,6596,2.7,6734,2.4
2,5,5,1,0,和服,284,0.1,343,0.1,168,0.1,373,0.2,42,0
2,5,5,2,0,洋服,2256,0.9,2369,0.9,2080,0.8,2316,1,2132,0.8
2,6,5,2,1,男子用洋服,948,0.4,977,0.4,872,0.4,1006,0.4,859,0.3
2,6,5,2,2,婦人用洋服,1292,0.5,1389,0.5,1166,0.5,1310,0.5,1211,0.4
2,6,5,2,3,子供用洋服,16,0,3,0,42,0,-,-,63,0
2,5,5,3,0,シャツ・セーター類,1411,0.6,1532,0.6,1187,0.5,1352,0.6,1588,0.6
2,6,5,3,1,男子用シャツ・セーター類,415,0.2,466,0.2,312,0.1,398,0.2,484,0.2
2,6,5,3,2,婦人用シャツ・セーター類,989,0.4,1063,0.4,861,0.3,955,0.4,1078,0.4
2,6,5,3,3,子供用シャツ・セーター類,7,0,3,0,15,0,-,-,26,0
2,5,5,4,0,下着類,838,0.3,892,0.3,741,0.3,802,0.3,934,0.3
2,6,5,4,1,男子用下着類,332,0.1,356,0.1,294,0.1,334,0.1,324,0.1
2,6,5,4,2,婦人用下着類,500,0.2,534,0.2,433,0.2,468,0.2,587,0.2
2,6,5,4,3,子供用下着類,6,0,1,0,15,0,0,0,22,0
2,5,5,5,0,生地・糸類,136,0.1,164,0.1,75,0,158,0.1,76,0
2,5,5,6,0,他の被服,486,0.2,499,0.2,465,0.2,462,0.2,567,0.2
2,5,5,7,0,履物類,840,0.3,739,0.3,1009,0.4,759,0.3,1129,0.4
2,5,5,8,0,被服関連サービス,344,0.1,355,0.1,325,0.1,375,0.2,267,0.1
2,4,6,0,0,保健医療,18792,7.4,20769,8.1,15017,6.1,19433,8,16421,5.8
2,5,6,1,0,医薬品,3356,1.3,3752,1.5,2581,1,3278,1.3,3507,1.2
2,5,6,2,0,健康保持用摂取品,1520,0.6,1744,0.7,1045,0.4,1508,0.6,1570,0.6
2,5,6,3,0,保健医療用品・器具,2482,1,2711,1.1,2038,0.8,2555,1,2197,0.8
2,5,6,4,0,保健医療サービス,11434,4.5,12562,4.9,9353,3.8,12093,5,9147,3.2
2,4,7,0,0,交通・通信,20104,7.9,19840,7.8,20724,8.4,19606,8,21497,7.6
2,5,7,1,0,交通,2858,1.1,2842,1.1,2888,1.2,2883,1.2,2740,1
2,5,7,2,0,自動車等関係費,7189,2.8,7320,2.9,6966,2.8,7381,3,6639,2.4
2,6,7,2,1,自動車等購入,-,-,-,-,-,-,-,-,-,-
2,6,7,2,2,自転車購入,422,0.2,460,0.2,354,0.1,437,0.2,397,0.1
2,6,7,2,3,自動車等維持,6767,2.7,6860,2.7,6613,2.7,6944,2.9,6243,2.2
2,5,7,3,0,通信,10056,4,9678,3.8,10870,4.4,9343,3.8,12118,4.3
2,4,8,0,0,教育,2351,0.9,2517,1,1997,0.8,130,0.1,8329,3
2,5,8,1,0,授業料等,2082,0.8,2375,0.9,1486,0.6,130,0.1,7252,2.6
2,5,8,2,0,教科書・学習参考教材,19,0,9,0,43,0,0,0,69,0
2,5,8,3,0,補習教育,250,0.1,134,0.1,468,0.2,-,-,1007,0.4
2,4,9,0,0,教養娯楽,24759,9.8,25261,9.9,23975,9.7,24305,10,25846,9.2
2,5,9,1,0,教養娯楽用耐久財,1623,0.6,1570,0.6,1797,0.7,1651,0.7,1467,0.5
2,5,9,2,0,教養娯楽用品,4732,1.9,4515,1.8,5224,2.1,4080,1.7,6600,2.3
2,5,9,3,0,書籍・他の印刷物,4490,1.8,4705,1.8,4093,1.6,4644,1.9,4053,1.4
2,5,9,4,0,教養娯楽サービス,13915,5.5,14471,5.7,12862,5.2,13930,5.7,13725,4.9
2,6,9,4,1,宿泊料,845,0.3,878,0.3,768,0.3,920,0.4,565,0.2
2,6,9,4,2,パック旅行費,1133,0.4,1085,0.4,1251,0.5,1235,0.5,845,0.3
2,6,9,4,3,月謝類,1773,0.7,1800,0.7,1668,0.7,1595,0.7,2317,0.8
2,6,9,4,4,他の教養娯楽サービス,10164,4,10708,4.2,9175,3.7,10180,4.2,9998,3.5
2,4,10,0,0,その他の消費支出,46466,18.3,49423,19.3,40609,16.4,47173,19.4,44159,15.7
2,5,10,1,0,諸雑費,20670,8.2,20930,8.2,20207,8.1,20049,8.2,22399,8
2,6,10,1,1,理美容サービス,3111,1.2,3063,1.2,3178,1.3,3088,1.3,3180,1.1
2,6,10,1,2,理美容用品,3997,1.6,4031,1.6,3936,1.6,3847,1.6,4384,1.6
2,6,10,1,3,身の回り用品,1120,0.4,1252,0.5,848,0.3,1042,0.4,1314,0.5
2,6,10,1,4,たばこ,676,0.3,574,0.2,855,0.3,723,0.3,535,0.2
2,6,10,1,5,他の諸雑費,11767,4.6,12010,4.7,11390,4.6,11350,4.7,12986,4.6
2,5,10,2,0,こづかい,5674,2.2,6001,2.3,5021,2,5224,2.1,7076,2.5
2,5,10,3,0,交際費,18084,7.1,20280,7.9,13684,5.5,19745,8.1,13151,4.7
2,6,10,3,0,食料,4217,1.7,4730,1.8,3273,1.3,4523,1.9,3262,1.2
2,6,10,3,0,家具・家事用品,154,0.1,165,0.1,140,0.1,182,0.1,70,0
2,6,10,3,0,被服及び履物,344,0.1,401,0.2,229,0.1,385,0.2,230,0.1
2,6,10,3,0,教養娯楽,686,0.3,786,0.3,451,0.2,743,0.3,552,0.2
2,6,10,3,0,他の物品サービス,329,0.1,333,0.1,312,0.1,358,0.1,246,0.1
2,6,10,3,6,贈与金,8855,3.5,10547,4.1,5459,2.2,10222,4.2,4718,1.7
2,6,10,3,7,他の交際費,3498,1.4,3317,1.3,3821,1.5,3332,1.4,4073,1.4
2,5,10,4,0,仕送り金,2038,0.8,2213,0.9,1696,0.7,2155,0.9,1532,0.5
2,3,0,0,0,土地家屋購入,-,-,-,-,-,-,-,-,-,-
2,3,0,0,0,（再掲）教育関係費,3040,1.2,2968,1.2,3180,1.3,769,0.3,9157,3.3
2,3,0,0,0,（再掲）教養娯楽関係費,26433,10.4,27082,10.6,25358,10.2,26118,10.7,27092,9.6
2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,10894,4.3,12760,5,7155,2.9,12376,5.1,6251,2.2
2,3,0,0,0,（再掲）経常消費支出,193092,76.3,190377,74.4,198648,80.1,183980,75.5,220519,78.3
2,3,0,0,0,（再掲）情報通信関係費,14289,5.6,13892,5.4,15176,6.1,13473,5.5,16672,5.9
2,3,0,0,0,（再掲）消費支出（除く住居等）　１）,219133,86.5,220212,86.1,217477,87.6,209169,85.8,248284,88.2
2,2,0,0,0,その他の実支出,39396,-,37498,-,42967,-,37442,-,45513,-
2,3,0,0,0,直接税,17018,-,16518,-,17872,-,17111,-,16905,-
2,4,0,0,0,勤労所得税,761,-,-,-,2303,-,352,-,2040,-
2,4,0,0,0,個人住民税,5782,-,5603,-,6027,-,5845,-,5669,-
2,4,0,0,0,他の税,10475,-,10915,-,9542,-,10914,-,9196,-
2,3,0,0,0,社会保険料,22371,-,20971,-,25092,-,20323,-,28604,-
2,4,0,0,0,公的年金保険料,3631,-,1405,-,8019,-,1892,-,8744,-
2,4,0,0,0,健康保険料,12200,-,12557,-,11468,-,11870,-,13355,-
2,4,0,0,0,介護保険料,6471,-,7009,-,5400,-,6521,-,6349,-
2,4,0,0,0,他の社会保険料,69,-,-,-,204,-,40,-,156,-
2,3,0,0,0,その他,7,-,10,-,3,-,8,-,4,-
2,1,0,0,0,実支出以外の支払(繰越金を除く),322991,-,297677,-,370190,-,308410,-,367054,-
2,2,0,0,0,預貯金,265928,-,243683,-,307009,-,256814,-,293406,-
2,2,0,0,0,保険料,6991,-,5493,-,9818,-,5434,-,11877,-
2,3,0,0,0,個人・企業年金保険料,851,-,531,-,1320,-,611,-,1816,-
2,3,0,0,0,他の保険料,6140,-,4962,-,8499,-,4823,-,10062,-
2,2,0,0,0,有価証券購入,506,-,368,-,738,-,329,-,1134,-
2,2,0,0,0,土地家屋借金返済,3396,-,3240,-,3574,-,3601,-,2594,-
2,2,0,0,0,他の借金返済,173,-,64,-,335,-,53,-,639,-
2,2,0,0,0,クレジット購入借入金返済,45279,-,44098,-,48042,-,41394,-,56876,-
2,2,0,0,0,実支出以外の支払のその他,718,-,733,-,675,-,785,-,529,-
2,1,0,0,0,繰越金,84178,-,87893,-,77040,-,90356,-,64846,-
3,0,0,0,0,可処分所得,195835,-,175727,-,235909,-,183390,-,234991,-
3,0,0,0,0,黒字,-57388,-,-80063,-,-12245,-,-60259,-,-46660,-
3,1,0,0,0,金融資産純増,-24602,-,-46243,-,18879,-,-28460,-,-10682,-
3,3,0,0,0,貯蓄純増,-24989,-,-46433,-,18142,-,-28626,-,-11816,-
3,4,0,0,0,預貯金純増,8166,-,-12940,-,49196,-,6514,-,14129,-
3,4,0,0,0,保険純増,-33155,-,-33493,-,-31054,-,-35140,-,-25945,-
3,3,0,0,0,有価証券純購入,387,-,189,-,738,-,166,-,1134,-
3,1,0,0,0,土地家屋借金純減,3396,-,3240,-,3574,-,3601,-,2594,-
3,1,0,0,0,他の借金純減,-1166,-,-210,-,-2859,-,-189,-,-4607,-
3,1,0,0,0,クレジット購入借入金純減,-14932,-,-17188,-,-10581,-,-16398,-,-10769,-
3,1,0,0,0,土地家屋純増,-,-,-,-,-,-,-,-,-,-
3,1,0,0,0,その他の純増,179,-,5,-,516,-,552,-,-793,-
3,1,0,0,0,繰越純増,-20263,-,-19667,-,-21774,-,-19365,-,-22402,-
,,,,,,,,,,,,,,,
東京都生計分析調査　令和 3年,,,,,,,,,,,,,,,
第３２表　有業者の有無別及び世帯人員別１世帯当たり年平均１か月間の収入と用途別生計支出　―　無職世帯　―,,,,,,,,,,,,,,,
注）　１）は、「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いたもの。,,,,,,,,,,,,,,,
項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）,,,,,,,,,,,,,,,
