項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
2,6,5,4,3,子供用下着類,120,0,8.1,36,0,37,0,93,0,105,0,153,0,215,0.1,198,0
2,5,5,5,0,生地・糸類,121,0,-24.8,34,0,70,0,139,0.1,107,0,120,0,181,0,195,0
2,5,5,6,0,他の被服,791,0.2,-2.5,232,0.2,360,0.2,572,0.3,591,0.2,914,0.3,1180,0.3,1683,0.2
2,5,5,7,0,履物類,1548,0.5,7.6,321,0.3,624,0.4,926,0.4,1197,0.5,1561,0.5,2510,0.6,3677,0.5
2,5,5,8,0,被服関連サービス,707,0.2,-26.8,96,0.1,269,0.2,368,0.2,537,0.2,535,0.2,924,0.2,2212,0.3
2,4,6,0,0,保健医療,18384,5.7,3.5,5827,5.5,8779,5.3,11912,5.7,14634,5.7,18756,6,24119,5.9,44512,5.6
2,5,6,1,0,医薬品,2975,0.9,-1.4,1631,1.6,2333,1.4,2759,1.3,2947,1.1,3317,1.1,3610,0.9,4230,0.5
2,5,6,2,0,健康保持用摂取品,1305,0.4,-10.1,293,0.3,703,0.4,1172,0.6,1307,0.5,1422,0.5,1946,0.5,2300,0.3
2,5,6,3,0,保健医療用品・器具,3233,1,-3.4,1197,1.1,1470,0.9,2173,1,3005,1.2,3544,1.1,4583,1.1,6670,0.8
2,5,6,4,0,保健医療サービス,10872,3.4,9.2,2707,2.6,4274,2.6,5808,2.8,7376,2.9,10473,3.3,13979,3.4,31312,3.9
2,4,7,0,0,交通・通信,34635,10.7,1.4,7472,7.1,14740,8.9,20589,9.8,25686,10,33033,10.5,43059,10.6,97418,12.2
2,5,7,1,0,交通,6062,1.9,6.6,1061,1,1868,1.1,2708,1.3,4310,1.7,5724,1.8,10258,2.5,16448,2.1
2,5,7,2,0,自動車等関係費,15850,4.9,5.3,1721,1.6,3894,2.4,6713,3.2,8571,3.3,12171,3.9,16194,4,61316,7.7
2,6,7,2,1,自動車等購入,4688,1.5,1.8,-,-,-,-,-,-,-,-,-,-,100,0,32515,4.1
2,6,7,2,2,自転車購入,670,0.2,30.9,46,0,262,0.2,310,0.1,170,0.1,891,0.3,1154,0.3,1851,0.2
2,6,7,2,3,自動車等維持,10492,3.3,5.6,1675,1.6,3632,2.2,6403,3,8401,3.3,11279,3.6,14940,3.7,26950,3.4
2,5,7,3,0,通信,12724,3.9,-5.2,4690,4.5,8978,5.4,11168,5.3,12806,5,15138,4.8,16607,4.1,19654,2.5
2,4,8,0,0,教育,19093,5.9,-0.4,348,0.3,1628,1,2809,1.3,4762,1.9,6932,2.2,14866,3.7,103043,12.9
2,5,8,1,0,授業料等,14281,4.4,-0.1,330,0.3,1062,0.6,1758,0.8,2872,1.1,2956,0.9,7939,2,83843,10.5
2,5,8,2,0,教科書・学習参考教材,282,0.1,1.1,13,0,55,0,101,0,145,0.1,342,0.1,495,0.1,835,0.1
2,5,8,3,0,補習教育,4531,1.4,-1.4,5,0,511,0.3,950,0.5,1745,0.7,3634,1.2,6433,1.6,18366,2.3
2,4,9,0,0,教養娯楽,32384,10,2.6,8077,7.7,14252,8.6,19410,9.2,26206,10.2,32708,10.4,45926,11.3,79824,10
2,5,9,1,0,教養娯楽用耐久財,3199,1,-8.8,149,0.1,457,0.3,720,0.3,1419,0.6,2433,0.8,4572,1.1,12687,1.6
2,5,9,2,0,教養娯楽用品,7776,2.4,1.7,2013,1.9,3326,2,5140,2.4,6983,2.7,8435,2.7,11059,2.7,17466,2.2
2,5,9,3,0,書籍・他の印刷物,3688,1.1,-5.9,1991,1.9,2950,1.8,3429,1.6,3654,1.4,3777,1.2,4464,1.1,5535,0.7
2,5,9,4,0,教養娯楽サービス,17722,5.5,7.4,3925,3.7,7518,4.6,10121,4.8,14150,5.5,18063,5.7,25831,6.4,44137,5.5
2,6,9,4,1,宿泊料,1983,0.6,35,75,0.1,248,0.2,604,0.3,891,0.3,1243,0.4,2470,0.6,8247,1
2,6,9,4,2,パック旅行費,1170,0.4,-22.5,128,0.1,249,0.2,285,0.1,378,0.1,818,0.3,1439,0.4,4840,0.6
2,6,9,4,3,月謝類,3969,1.2,3.1,441,0.4,1356,0.8,1902,0.9,2938,1.1,4227,1.3,5807,1.4,11066,1.4
2,6,9,4,4,他の教養娯楽サービス,10600,3.3,9.6,3281,3.1,5665,3.4,7330,3.5,9943,3.9,11776,3.7,16116,4,19983,2.5
2,4,10,0,0,その他の消費支出,56182,17.4,7.1,11837,11.2,22122,13.4,32934,15.7,43088,16.8,56047,17.8,72401,17.8,154764,19.4
2,5,10,1,0,諸雑費,28199,8.7,13.7,7189,6.8,11772,7.1,16111,7.7,22682,8.8,27149,8.6,36105,8.9,76306,9.5
2,6,10,1,1,理美容サービス,4005,1.2,10.1,1165,1.1,1833,1.1,2464,1.2,3358,1.3,4154,1.3,5365,1.3,9690,1.2
2,6,10,1,2,理美容用品,5260,1.6,-3.1,1861,1.8,2747,1.7,3743,1.8,5038,2,6059,1.9,7287,1.8,10064,1.3
2,6,10,1,3,身の回り用品,2478,0.8,16.9,305,0.3,501,0.3,746,0.4,1415,0.6,1927,0.6,3429,0.8,8992,1.1
2,6,10,1,4,たばこ,982,0.3,-7.1,815,0.8,619,0.4,617,0.3,1125,0.4,1234,0.4,1359,0.3,1114,0.1
2,6,10,1,5,他の諸雑費,15475,4.8,23.3,3043,2.9,6073,3.7,8541,4.1,11747,4.6,13775,4.4,18665,4.6,46445,5.8
2,5,10,2,0,こづかい,7119,2.2,-11.2,1031,1,2674,1.6,4733,2.3,6520,2.5,8838,2.8,10465,2.6,15587,1.9
2,5,10,3,0,交際費,15951,4.9,-4.7,3585,3.4,7369,4.5,11753,5.6,13056,5.1,17357,5.5,21503,5.3,36914,4.6
2,6,10,3,0,食料,3716,1.2,-3.1,905,0.9,1719,1,2458,1.2,2931,1.1,4167,1.3,5013,1.2,8694,1.1
2,6,10,3,0,家具・家事用品,191,0.1,-18.7,14,0,46,0,124,0.1,110,0,228,0.1,380,0.1,437,0.1
2,6,10,3,0,被服及び履物,338,0.1,-12.9,43,0,134,0.1,238,0.1,368,0.1,401,0.1,456,0.1,721,0.1
2,6,10,3,0,教養娯楽,671,0.2,-6.4,81,0.1,162,0.1,257,0.1,479,0.2,653,0.2,1562,0.4,1514,0.2
2,6,10,3,0,他の物品サービス,457,0.1,5.5,40,0,99,0.1,426,0.2,310,0.1,387,0.1,464,0.1,1457,0.2
2,6,10,3,6,贈与金,6030,1.9,-12.3,890,0.8,2167,1.3,3632,1.7,4013,1.6,5551,1.8,8501,2.1,17456,2.2
2,6,10,3,7,他の交際費,4548,1.4,7,1612,1.5,3042,1.8,4618,2.2,4845,1.9,5969,1.9,5126,1.3,6634,0.8
2,5,10,4,0,仕送り金,4913,1.5,67.5,31,0,306,0.2,337,0.2,829,0.3,2704,0.9,4328,1.1,25957,3.2
2,3,0,0,0,土地家屋購入,17868,-,52.6,-,-,-,-,-,-,-,-,-,-,-,-,124322,-
2,3,0,0,0,（再掲）教育関係費,24557,7.6,10.1,783,0.7,2552,1.5,3810,1.8,6791,2.6,9630,3.1,19946,4.9,129348,16.2
2,3,0,0,0,（再掲）教養娯楽関係費,35394,11,4.8,8448,8,15005,9.1,20661,9.8,28390,11.1,35558,11.3,51219,12.6,88078,11
2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,10943,3.4,11.5,921,0.9,2473,1.5,3969,1.9,4843,1.9,8255,2.6,12829,3.2,43414,5.4
2,3,0,0,0,（再掲）経常消費支出,228570,70.8,-1.1,97827,93,149777,90.8,184386,87.7,220206,85.7,254195,80.7,306024,75.4,386886,48.4
2,3,0,0,0,（再掲）情報通信関係費,16568,5.1,-1.8,6878,6.5,12809,7.8,15567,7.4,17997,7,19277,6.1,21232,5.2,22218,2.8
2,3,0,0,0,（再掲）消費支出（除く住居等）　１）,280438,86.9,1.1,102091,97,155774,94.4,196390,93.4,237014,92.3,285312,90.6,360928,88.9,625267,78.2
,,,,,,,,,,,,,,,,,,,,,,
東京都生計分析調査　令和 3年,,,,,,,,,,,,,,,,,,,,,,
第２表　生計支出７分位階層別１世帯当たり年平均１か月間の用途別生計支出　―　全　世　帯　―,,,,,,,,,,,,,,,,,,,,,,
注）　１）は、「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いたもの。,,,,,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　2：生計支出）,,,,,,,,,,,,,,,,,,,,,,
