項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年増加率（％）,400万円未満／実数（円）,400万円未満／構成比（％）,400万円以上600万円未満／実数（円）,400万円以上600万円未満／構成比（％）,600万円以上800万円未満／実数（円）,600万円以上800万円未満／構成比（％）,800万円以上1000万円未満／実数（円）,800万円以上1000万円未満／構成比（％）,1000万円以上／実数（円）,1000万円以上／構成比（％）
2,6,1,10,1,茶類,1295,0.4,4,989,0.5,1336,0.5,1213,0.4,1266,0.3,1621,0.3
2,6,1,10,2,コーヒー・ココア,1164,0.4,5.1,852,0.4,1016,0.4,1105,0.4,1278,0.4,1568,0.3
2,6,1,10,3,他の飲料,3184,1,4.4,2212,1,2852,1.1,3223,1,3400,0.9,4254,0.9
2,5,1,11,0,酒類,4628,1.4,9.4,3027,1.4,3991,1.5,4500,1.4,4553,1.3,6802,1.5
2,5,1,12,0,外食,13211,4.1,-2.3,5343,2.5,8453,3.3,13591,4.4,16842,4.7,22861,4.9
2,6,1,12,1,一般外食,12422,3.8,-3.5,5188,2.4,8035,3.1,12549,4,15351,4.2,21651,4.6
2,6,1,12,2,学校給食,788,0.2,20.3,156,0.1,419,0.2,1043,0.3,1491,0.4,1210,0.3
2,4,2,0,0,住居,26599,8.2,-3.6,16220,7.5,24069,9.3,36176,11.7,30685,8.5,29447,6.3
2,5,2,1,0,家賃地代,14505,4.5,-10.9,8249,3.8,12263,4.7,18065,5.8,17001,4.7,18442,3.9
2,5,2,2,0,設備修繕・維持,12094,3.7,6.9,7971,3.7,11806,4.6,18111,5.8,13683,3.8,11005,2.4
2,6,2,2,1,設備材料,3662,1.1,-15,3525,1.6,2884,1.1,2892,0.9,5521,1.5,3936,0.8
2,6,2,2,2,工事その他のサービス,8432,2.6,20.3,4446,2.1,8922,3.4,15219,4.9,8162,2.3,7069,1.5
2,4,3,0,0,光熱・水道,20196,6.3,-6.1,17731,8.2,20686,8,19304,6.2,21137,5.8,22230,4.8
2,5,3,1,0,電気代,9174,2.8,-9.3,7924,3.7,9362,3.6,8751,2.8,9433,2.6,10338,2.2
2,5,3,2,0,ガス代,5444,1.7,-6.9,4826,2.2,5570,2.2,5281,1.7,5865,1.6,5813,1.2
2,5,3,3,0,他の光熱,265,0.1,-0.4,426,0.2,287,0.1,202,0.1,124,0,213,0
2,5,3,4,0,上下水道料,5313,1.6,0.6,4555,2.1,5467,2.1,5070,1.6,5714,1.6,5866,1.3
2,4,4,0,0,家具・家事用品,13735,4.3,1.2,9041,4.2,11291,4.4,13817,4.4,13043,3.6,20710,4.4
2,5,4,1,0,家庭用耐久財,4625,1.4,1,2972,1.4,3999,1.5,4752,1.5,3738,1,7011,1.5
2,6,4,1,1,家事用耐久財,2318,0.7,-10.1,1461,0.7,1729,0.7,2071,0.7,2175,0.6,3794,0.8
2,6,4,1,2,冷暖房用器具,1707,0.5,32.2,1385,0.6,1914,0.7,1865,0.6,1120,0.3,2038,0.4
2,6,4,1,3,一般家具,599,0.2,-15.8,126,0.1,356,0.1,816,0.3,443,0.1,1179,0.3
2,5,4,2,0,室内装備・装飾品,984,0.3,37.2,413,0.2,567,0.2,456,0.1,747,0.2,2509,0.5
2,5,4,3,0,寝具類,1063,0.3,12.1,633,0.3,591,0.2,1246,0.4,1142,0.3,1759,0.4
2,5,4,4,0,家事雑貨,2774,0.9,-1.2,1676,0.8,2123,0.8,2910,0.9,3056,0.8,4137,0.9
2,5,4,5,0,家事用消耗品,3439,1.1,-6.2,2756,1.3,3347,1.3,3352,1.1,3866,1.1,4000,0.9
2,5,4,6,0,家事サービス,851,0.3,-0.6,591,0.3,663,0.3,1101,0.4,495,0.1,1294,0.3
2,4,5,0,0,被服及び履物,11007,3.4,-3.2,5123,2.4,7525,2.9,10211,3.3,13178,3.6,19097,4.1
2,5,5,1,0,和服,156,0,-44.9,62,0,49,0,345,0.1,320,0.1,104,0
2,5,5,2,0,洋服,4488,1.4,-3.3,1767,0.8,2990,1.2,3900,1.3,4865,1.3,8649,1.8
2,6,5,2,1,男子用洋服,1468,0.5,10.1,528,0.2,1176,0.5,1055,0.3,1664,0.5,2847,0.6
2,6,5,2,2,婦人用洋服,2564,0.8,-7.3,1159,0.5,1638,0.6,2222,0.7,2648,0.7,4897,1
2,6,5,2,3,子供用洋服,456,0.1,-15.2,80,0,176,0.1,624,0.2,554,0.2,905,0.2
2,5,5,3,0,シャツ・セーター類,2136,0.7,4.6,1023,0.5,1515,0.6,2011,0.6,2560,0.7,3569,0.8
2,6,5,3,1,男子用シャツ・セーター類,716,0.2,19.3,296,0.1,490,0.2,543,0.2,993,0.3,1296,0.3
2,6,5,3,2,婦人用シャツ・セーター類,1273,0.4,-1,693,0.3,968,0.4,1258,0.4,1361,0.4,2016,0.4
2,6,5,3,3,子供用シャツ・セーター類,148,0,-5.7,34,0,56,0,210,0.1,206,0.1,257,0.1
2,5,5,4,0,下着類,1060,0.3,3.4,687,0.3,813,0.3,1161,0.4,1227,0.3,1464,0.3
2,6,5,4,1,男子用下着類,309,0.1,-1.6,271,0.1,270,0.1,294,0.1,322,0.1,381,0.1
2,6,5,4,2,婦人用下着類,631,0.2,5,381,0.2,481,0.2,707,0.2,737,0.2,880,0.2
2,6,5,4,3,子供用下着類,120,0,8.1,35,0,62,0,160,0.1,167,0,202,0
2,5,5,5,0,生地・糸類,121,0,-24.8,90,0,116,0,148,0,118,0,137,0
2,5,5,6,0,他の被服,791,0.2,-2.5,448,0.2,554,0.2,812,0.3,993,0.3,1226,0.3
2,5,5,7,0,履物類,1548,0.5,7.6,745,0.3,1061,0.4,1363,0.4,2018,0.6,2633,0.6
2,5,5,8,0,被服関連サービス,707,0.2,-26.8,302,0.1,428,0.2,471,0.2,1079,0.3,1315,0.3
2,4,6,0,0,保健医療,18384,5.7,3.5,15176,7,15219,5.9,17656,5.7,20849,5.8,23697,5.1
2,5,6,1,0,医薬品,2975,0.9,-1.4,2955,1.4,2885,1.1,3083,1,3050,0.8,2986,0.6
2,5,6,2,0,健康保持用摂取品,1305,0.4,-10.1,1318,0.6,1096,0.4,1120,0.4,1097,0.3,1709,0.4
2,5,6,3,0,保健医療用品・器具,3233,1,-3.4,2344,1.1,2532,1,2783,0.9,4097,1.1,4609,1
2,5,6,4,0,保健医療サービス,10872,3.4,9.2,8559,4,8706,3.4,10670,3.4,12606,3.5,14393,3.1
2,4,7,0,0,交通・通信,34635,10.7,1.4,20651,9.5,24847,9.6,35476,11.4,40082,11.1,53043,11.3
2,5,7,1,0,交通,6062,1.9,6.6,2503,1.2,3718,1.4,5143,1.7,8125,2.2,11136,2.4
2,5,7,2,0,自動車等関係費,15850,4.9,5.3,8863,4.1,9228,3.6,17363,5.6,17929,5,26065,5.6
2,6,7,2,1,自動車等購入,4688,1.5,1.8,2536,1.2,511,0.2,5052,1.6,5217,1.4,9803,2.1
2,6,7,2,2,自転車購入,670,0.2,30.9,439,0.2,574,0.2,812,0.3,640,0.2,865,0.2
2,6,7,2,3,自動車等維持,10492,3.3,5.6,5888,2.7,8142,3.1,11499,3.7,12072,3.3,15397,3.3
2,5,7,3,0,通信,12724,3.9,-5.2,9285,4.3,11901,4.6,12970,4.2,14028,3.9,15842,3.4
2,4,8,0,0,教育,19093,5.9,-0.4,6974,3.2,5792,2.2,15607,5,32293,8.9,38355,8.2
2,5,8,1,0,授業料等,14281,4.4,-0.1,6346,2.9,4692,1.8,12533,4,23376,6.5,26960,5.8
2,5,8,2,0,教科書・学習参考教材,282,0.1,1.1,85,0,75,0,266,0.1,513,0.1,531,0.1
2,5,8,3,0,補習教育,4531,1.4,-1.4,543,0.3,1026,0.4,2809,0.9,8404,2.3,10864,2.3
2,4,9,0,0,教養娯楽,32384,10,2.6,19350,8.9,24323,9.4,29960,9.6,35996,9.9,51599,11
2,5,9,1,0,教養娯楽用耐久財,3199,1,-8.8,1088,0.5,1590,0.6,2785,0.9,4009,1.1,6404,1.4
2,5,9,2,0,教養娯楽用品,7776,2.4,1.7,4591,2.1,5650,2.2,8298,2.7,8416,2.3,11960,2.6
2,5,9,3,0,書籍・他の印刷物,3688,1.1,-5.9,3646,1.7,3499,1.4,2991,1,3232,0.9,4651,1
2,5,9,4,0,教養娯楽サービス,17722,5.5,7.4,10026,4.6,13584,5.2,15887,5.1,20339,5.6,28585,6.1
2,6,9,4,1,宿泊料,1983,0.6,35,569,0.3,1396,0.5,1368,0.4,1860,0.5,4312,0.9
2,6,9,4,2,パック旅行費,1170,0.4,-22.5,813,0.4,807,0.3,720,0.2,955,0.3,2174,0.5
2,6,9,4,3,月謝類,3969,1.2,3.1,1413,0.7,2452,0.9,3448,1.1,6127,1.7,7006,1.5
2,6,9,4,4,他の教養娯楽サービス,10600,3.3,9.6,7232,3.3,8930,3.4,10351,3.3,11397,3.1,15093,3.2
2,4,10,0,0,その他の消費支出,56182,17.4,7.1,36125,16.7,42604,16.4,44751,14.4,60121,16.6,93120,19.9
2,5,10,1,0,諸雑費,28199,8.7,13.7,16133,7.5,20909,8.1,23684,7.6,30838,8.5,47583,10.2
2,6,10,1,1,理美容サービス,4005,1.2,10.1,2294,1.1,2724,1.1,3474,1.1,5336,1.5,6434,1.4
2,6,10,1,2,理美容用品,5260,1.6,-3.1,3098,1.4,4370,1.7,5264,1.7,6324,1.7,7531,1.6
2,6,10,1,3,身の回り用品,2478,0.8,16.9,842,0.4,1484,0.6,1709,0.6,3780,1,4727,1
2,6,10,1,4,たばこ,982,0.3,-7.1,849,0.4,1034,0.4,974,0.3,1327,0.4,892,0.2
2,6,10,1,5,他の諸雑費,15475,4.8,23.3,9051,4.2,11297,4.4,12263,3.9,14070,3.9,28000,6
2,5,10,2,0,こづかい,7119,2.2,-11.2,4765,2.2,6388,2.5,4506,1.5,7688,2.1,11664,2.5
2,5,10,3,0,交際費,15951,4.9,-4.7,14073,6.5,13564,5.2,14462,4.7,17616,4.9,20144,4.3
2,6,10,3,0,食料,3716,1.2,-3.1,3213,1.5,2963,1.1,3160,1,3627,1,5327,1.1
2,6,10,3,0,家具・家事用品,191,0.1,-18.7,104,0,148,0.1,157,0.1,199,0.1,336,0.1
2,6,10,3,0,被服及び履物,338,0.1,-12.9,318,0.1,226,0.1,342,0.1,444,0.1,400,0.1
2,6,10,3,0,教養娯楽,671,0.2,-6.4,500,0.2,740,0.3,678,0.2,786,0.2,727,0.2
2,6,10,3,0,他の物品サービス,457,0.1,5.5,210,0.1,305,0.1,256,0.1,702,0.2,818,0.2
2,6,10,3,6,贈与金,6030,1.9,-12.3,6713,3.1,5554,2.1,5361,1.7,5607,1.5,6639,1.4
2,6,10,3,7,他の交際費,4548,1.4,7,3015,1.4,3628,1.4,4509,1.5,6251,1.7,5896,1.3
2,5,10,4,0,仕送り金,4913,1.5,67.5,1153,0.5,1743,0.7,2100,0.7,3980,1.1,13728,2.9
2,3,0,0,0,土地家屋購入,17868,-,52.6,-,-,-,-,8061,-,3406,-,63837,-
2,3,0,0,0,（再掲）教育関係費,24557,7.6,10.1,7712,3.6,7101,2.7,18901,6.1,39265,10.8,52818,11.3
2,3,0,0,0,（再掲）教養娯楽関係費,35394,11,4.8,20671,9.6,26030,10.1,32528,10.5,40177,11.1,57247,12.2
2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,10943,3.4,11.5,7866,3.6,7297,2.8,7460,2.4,9587,2.6,20368,4.4
2,3,0,0,0,（再掲）経常消費支出,228570,70.8,-1.1,169351,78.3,204517,79,223865,72.1,251184,69.4,297904,63.7
2,3,0,0,0,（再掲）情報通信関係費,16568,5.1,-1.8,13184,6.1,15980,6.2,16732,5.4,17533,4.8,19678,4.2
2,3,0,0,0,（再掲）消費支出（除く住居等）　１）,280438,86.9,1.1,189794,87.7,227126,87.7,261811,84.3,316611,87.4,408266,87.3
,,,,,,,,,,,,,,,,,,
東京都生計分析調査　令和 3年,,,,,,,,,,,,,,,,,,
第３表　年間収入階級別１世帯当たり年平均１か月間の用途別生計支出　―　全　世　帯　―　,,,,,,,,,,,,,,,,,,
注）　１）は、「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いたもの。,,,,,,,,,,,,,,,,,,
項目（0：世帯数等　2：生計支出）,,,,,,,,,,,,,,,,,,
