実数・増減率,年次コード,年次,調査世帯数(世帯）,世帯人員（人）,有業人員（人）,世帯主平均年齢（歳）,実収入（円）,実収入／経常収入（円）,実収入／経常収入／勤め先収入（円）,実収入／経常収入／勤め先収入／世帯主収入（円）,実収入／経常収入／勤め先収入／世帯主収入／うち男（円）,実収入／経常収入／勤め先収入／世帯主収入／定期収入（円）,実収入／経常収入／勤め先収入／世帯主収入／臨時収入（円）,実収入／経常収入／勤め先収入／世帯主収入／賞与（円）,実収入／経常収入／勤め先収入／世帯主の配偶者の収入（円）,実収入／経常収入／勤め先収入／世帯主の配偶者の収入／うち女（円）,実収入／経常収入／勤め先収入／他の世帯員収入（円）,実収入／経常収入／事業・内職収入（円）,実収入／経常収入／事業・内職収入／家賃収入（円）,実収入／経常収入／事業・内職収入／他の事業収入（円）,実収入／経常収入／事業・内職収入／内職収入（円）,実収入／経常収入／他の経常収入（円）,実収入／特別収入（円）,可処分所得（円）,実支出（円）,実支出／生計支出（円）,実支出／生計支出／消費支出（円）,実支出／生計支出／消費支出／食料（円）,実支出／生計支出／消費支出／食料／穀類（円）,実支出／生計支出／消費支出／食料／魚介類（円）,実支出／生計支出／消費支出／食料／肉類（円）,実支出／生計支出／消費支出／食料／乳卵類（円）,実支出／生計支出／消費支出／食料／野菜・海藻（円）,実支出／生計支出／消費支出／食料／果物（円）,実支出／生計支出／消費支出／食料／油脂・調味料（円）,実支出／生計支出／消費支出／食料／菓子類（円）,実支出／生計支出／消費支出／食料／調理食品（円）,実支出／生計支出／消費支出／食料／飲料（円）,実支出／生計支出／消費支出／食料／酒類（円）,実支出／生計支出／消費支出／食料／外食（円）,実支出／生計支出／消費支出／住居（円）,実支出／生計支出／消費支出／住居／家賃地代（円）,実支出／生計支出／消費支出／住居／設備修繕・維持（円）,実支出／生計支出／消費支出／光熱・水道（円）,実支出／生計支出／消費支出／光熱・水道／電気代（円）,実支出／生計支出／消費支出／光熱・水道／ガス代（円）,実支出／生計支出／消費支出／光熱・水道／他の光熱（円）,実支出／生計支出／消費支出／光熱・水道／上下水道料（円）,実支出／生計支出／消費支出／家具・家事用品（円）,実支出／生計支出／消費支出／家具・家事用品／家庭用耐久財（円）,実支出／生計支出／消費支出／家具・家事用品／室内装備・装飾品（円）,実支出／生計支出／消費支出／家具・家事用品／寝具類（円）,実支出／生計支出／消費支出／家具・家事用品／家事雑貨（円）,実支出／生計支出／消費支出／家具・家事用品／家事用消耗品（円）,実支出／生計支出／消費支出／家具・家事用品／家事サービス（円）,実支出／生計支出／消費支出／被服及び履物（円）,実支出／生計支出／消費支出／被服及び履物／和服（円）,実支出／生計支出／消費支出／被服及び履物／洋服（円）,実支出／生計支出／消費支出／被服及び履物／シャツ・セーター類（円）,実支出／生計支出／消費支出／被服及び履物／下着類（円）,実支出／生計支出／消費支出／被服及び履物／生地・糸類（円）,実支出／生計支出／消費支出／被服及び履物／他の被服（円）,実支出／生計支出／消費支出／被服及び履物／履物類（円）,実支出／生計支出／消費支出／被服及び履物／被服関連サービス（円）,実支出／生計支出／消費支出／保健医療（円）,実支出／生計支出／消費支出／保健医療／医薬品（円）,実支出／生計支出／消費支出／保健医療／健康保持用摂取品（円）,実支出／生計支出／消費支出／保健医療／保健医療用品 ・器具（円）,実支出／生計支出／消費支出／保健医療／保健医療サービス（円）,実支出／生計支出／消費支出／交通・通信（円）,実支出／生計支出／消費支出／交通・通信／交通（円）,実支出／生計支出／消費支出／交通・通信／自動車等関係費（円）,実支出／生計支出／消費支出／交通・通信／通信（円）,実支出／生計支出／消費支出／教育（円）,実支出／生計支出／消費支出／教育／授業料等（円）,実支出／生計支出／消費支出／教育／教科書・学習参考教材（円）,実支出／生計支出／消費支出／教育／補習教育（円）,実支出／生計支出／消費支出／教養娯楽（円）,実支出／生計支出／消費支出／教養娯楽／教養娯楽用耐久財（円）,実支出／生計支出／消費支出／教養娯楽／教養娯楽用品（円）,実支出／生計支出／消費支出／教養娯楽／書籍・他の印刷物（円）,実支出／生計支出／消費支出／教養娯楽／教養娯楽サービス（円）,実支出／生計支出／消費支出／その他の消費支出（円）,実支出／生計支出／消費支出／その他の消費支出／諸雑費（円）,実支出／生計支出／消費支出／その他の消費支出／こづかい（円）,実支出／生計支出／消費支出／その他の消費支出／交際費（円）,実支出／生計支出／消費支出／その他の消費支出／仕送り金（円）,実支出／生計支出／土地家屋購入（円）,実支出／その他の実支出（円）,平均消費性向（％）,エンゲル係数（％）,選択的支出係数（％）,公共的料金負担率（％）,公共的料金負担率／公共料金等負担率（％）,公共的料金負担率／準公共料金等負担率（％）
meimoku,nen,対前年（同月）名目増加率_平成27年,-,-,-,-,-1.9,-1.6,-2.1,-2.6,-0.3,-2.6,4.5,-3,4.3,3.2,-21.7,-19.3,25.9,-34.8,-32.2,20,-19,-1.3,0.3,1.8,0.3,3.2,-1.5,2.1,0.7,5.2,5.2,9.7,1.9,2.1,1.5,-1.3,1.9,6.8,-4.8,-3.2,-9.9,-2.9,-6.1,0.5,-35.6,1.1,-8.1,-15.1,3.8,-5.8,-6.1,-4.6,-3.1,-1.7,-16.2,7.8,-7.3,-7.5,-11.8,-7,-6.6,-13.9,1.9,1.5,11.2,-8.4,4.8,-8.5,-3.3,-21.2,5.8,20,27.2,16.7,0.7,-2.9,-20.1,-7.7,3.3,-0.5,2.6,0.6,-0.1,6.8,6.2,139.8,-4.1,,,,,,
meimoku,nen,対前年（同月）名目増加率_平成28年,-,-,-,-,5.4,5.7,5.6,2.4,0.4,1.9,-2.6,5.4,26.4,26.3,90.6,34.2,112.9,-8.7,-29.3,3.2,-20.9,5.2,0.6,-1.1,0.7,2.1,1.2,-2.6,1.6,6.7,-2.5,-0.5,1.2,0.6,8.9,8.5,-9.6,3.5,-4.5,-1.3,-14.8,-11.7,-12.2,-19.5,-13.2,-0.2,2.8,-1,-0.2,13.5,-3.1,12.2,-0.8,0.1,-72.3,-0.1,4,10.9,-1.5,-8.7,-2.5,14,3,-2.7,22,18.9,-2.6,-7,5.5,-24.9,3.3,13.1,11.6,-22.1,20.3,2.5,7.4,14.1,-7.4,0.4,3,3.6,3.6,-4.6,43.8,-74.5,5.9,,,,,,
meimoku,nen,対前年（同月）名目増加率_平成29年,-,-,-,-,-4.2,-4.4,-4.5,-2.8,-4.2,-0.9,13.3,-14.1,-12.7,-12.9,-32.2,-23,-35.7,-13,27.4,3.3,11.7,-3.3,0.4,3.2,2.1,-0.4,1.6,-5.5,1.9,-6.4,-2.9,-8.2,2,0.9,2.5,-2.8,11.6,-0.7,4.1,-8.2,50.1,4.2,4,5.3,6.7,3.1,-0.4,8.4,-25.3,-25.7,5,0.8,-1.4,-5.3,43,-5,-3.8,-10.5,29.3,0.1,-7.6,-12.2,0.9,7.6,29,-4.4,-2.7,19.4,2.9,60.3,-0.2,-3.8,-3.2,25,-6.7,2.7,39.1,-2.3,-2.3,1.7,-0.8,-5.5,0.3,6.5,-6.7,166.6,-7.7,,,,,,
meimoku,nen,対前年（同月）名目増加率_平成30年,-,-,-,-,9,9.3,8.2,5.2,6.8,0.3,33,33.1,23.7,27.7,101.2,97.8,110.8,102.4,44.7,20,-15.5,7.6,0.1,-4.3,-2.9,0.3,1,-3.2,-1.2,-1.8,1.2,1,-0.7,3.5,2,5.2,-13.6,0.9,-4.3,3.5,-22.2,1.9,5.3,-1.7,18.8,-0.7,-7.8,-21.8,-4.4,17.7,-5.4,-3.4,10.7,-3.7,-21.1,-3.4,-6.4,1.8,-33.7,-5.7,3.7,-10.5,1.6,-8.7,-22.1,-0.7,10.2,-8,3.4,-22,0.7,4.6,6.6,-26.7,-0.1,-7.4,-27,-7.5,-5.7,-5.1,-5.2,-0.6,-7.9,-3.1,-35.9,-91.1,14.8,,,,,,
meimoku,nen,対前年（同月）名目増加率_平成31年・令和元年,-,-,-,-,6.5,5.8,5.5,3.8,3.4,2.7,1.4,9.1,14.4,12.8,20.9,-2,-18.1,-2,74.7,12.6,87.3,7.2,3.8,3.8,1.9,2.5,1.3,1.3,-0.5,0.9,-3.5,3.6,-0.9,3.9,3,1.3,17.3,4.9,-0.9,-8.9,23.7,1.6,1.2,5.5,13.4,-2.4,11.8,12.5,52.1,23,10.8,4.5,-4.6,0.3,67,1.6,-0.4,-7.7,47.4,1.3,-6.7,5.8,8.9,10.8,-12.4,-1.5,14.8,7,8,20.1,-6.6,-5.6,-8.7,26.6,3.8,4.4,34.7,10.3,2.6,0,-1.8,4.6,-14.1,-10.4,58.9,...,3.8,,,,,,
meimoku,nen,対前年（同月）名目増加率_令和 2年,-,-,-,-,4.2,2,2.4,0.1,0.3,0.2,6.6,-0.6,14.6,11.3,10.2,-10.6,-1.5,-26.3,-3.9,-2.8,139.1,4.1,0.6,-0.7,-4.8,3.2,6.6,14.7,21.1,15.6,17.2,6.1,23.4,6.4,6.5,6.8,23.5,-24.3,10.7,20.9,-12.4,-2.1,-3,-6.4,-25.3,5.5,14.9,35.8,-15.2,-15.1,9.4,23.8,-14,-21.2,5.6,-28.4,-21.5,-11.2,-2.4,-21.2,-18.8,7.4,6.6,8.5,26.3,40.6,-5.9,-15.3,-38,-11.7,0.7,-12,-12.1,6.5,-12.5,-15.4,21.9,-0.6,-0.9,-27.1,-7.8,3.9,-11.2,-19.3,-25.7,193.8,4.5,,,,,,
meimoku,nen,対前年（同月）名目増加率_令和 3年,-,-,-,-,4.1,5.3,5.3,5,5,5,-24.2,6.7,10.4,11.8,-20.3,2.6,10,-15.1,8.5,5.7,-26,3.9,6.4,6.9,4,0.8,-5.5,0,-3.5,-5.5,-8.2,1.8,-4.7,8.5,15,4.3,9.9,-2.6,-0.8,-11.2,31.9,-5.7,-7.8,-6.7,-7.3,-1.1,2,2.3,46,20.7,2.5,-8.6,-20.2,-1.4,-31,1.3,1.4,11.9,-25.6,1.8,4.6,-34.6,1.7,0.8,-16.5,-8.6,8.9,9.9,-0.9,28.4,-4.4,2.7,-0.5,10,12.4,6.1,8.8,5.3,-8.3,8.7,13.4,20.2,-14.4,5.3,76.7,53.5,5,,,,,,
meimoku,tuki,対前年（同月）名目増加率_令和 3年 1月,-,-,-,-,2.8,4.1,3.9,-1.9,-3.4,1.4,-32.5,-77,35.3,36.9,27,-23.2,-8.1,158.4,-70.7,50.9,-38.8,2.3,11,12.9,-4.3,2.6,5.6,9.1,12.1,10,13.1,15.1,24.2,13.7,15.4,20.6,68.7,-35.2,18.7,-5.9,222.7,1.6,1.4,-0.8,2.4,5.3,23.9,35.4,-11.6,125.9,16,19.5,-15.6,-22.2,604.9,-19.1,-35.9,-1.6,260,-26.3,-36.7,-37.1,19.8,-10.8,-56.7,44.5,41.1,-29.8,-54.1,-31.9,-8.7,-21.2,-31.3,479,4.3,0.1,59.9,24.2,-3.8,-16.5,-9.5,-14.7,-10.6,-10.8,138.1,...,5.1,,,,,,
meimoku,tuki,対前年（同月）名目増加率_令和 3年 2月,-,-,-,-,11.1,10.6,12.3,7.1,6.3,6.6,-14.1,123.3,34.4,38.6,116.7,-52.3,-39.7,56.7,-84.2,6.9,75.4,10.5,-17.7,-25.3,0.6,-0.9,-8.2,7.7,1.6,-2.3,3.2,-0.5,3.5,4.8,14.1,13,57.7,-26,27.1,1.1,114.9,-2.3,-5.5,-7.7,-36.8,13.7,-13.8,-17.9,101.8,-15.8,-6.7,-19.6,-43.6,3.2,...,5.7,35.6,4.9,-19.8,-32.2,-26.2,-33.7,-21.9,-8.6,-45,-27.5,-19.2,-4.4,-51.9,27.6,2.3,23.6,27.9,247.8,2.4,-17.2,1,24,-3.6,-34.5,8.3,-9,-21,-8.4,338.6,-100,14,,,,,,
meimoku,tuki,対前年（同月）名目増加率_令和 3年 3月,-,-,-,-,6.4,6.7,6,4.1,2.3,1,-37.4,60.4,27,24.3,-39.2,42.1,65.4,-15.7,55.5,27.9,-7.6,5.9,18.5,22.3,22.3,3.5,-17.6,-2.2,-8.9,-12.8,-6,-12.1,-13.7,8.1,24.2,17.2,69.2,9,-11.8,-14.1,2.3,2.9,0,0.8,-47.5,17.1,45.4,30.6,525.1,22.9,43.7,-11.2,-5.9,7.9,...,9.8,7.6,38.5,-26.4,3.1,8.7,-19.6,21.7,27.4,-43.4,18.3,36.6,66.4,-2.9,168.3,28.2,41.5,37.8,-12.6,61.1,25.6,90.8,47.1,6.3,5.6,42,13.3,13.7,65.1,291.1,-,8.2,,,,,,
meimoku,tuki,対前年（同月）名目増加率_令和 3年 4月,-,-,-,-,12.4,9.7,9.8,6,4.8,9.8,-25,-46.2,33.4,42.7,8.7,93.8,81.1,142.3,46.5,-0.1,228.5,13.6,20,24.4,24.4,8.1,-13.5,-5.5,-16.5,-16.9,-18.9,-13.6,-11.6,11.1,25,8.4,8.1,160.1,-21.2,-25,1.1,-11.1,-14,-11.2,-10.9,-5.6,76,289.7,3.5,271.3,47.2,-20.5,35.7,181.5,274.4,228.4,330.9,129.3,-72,179.9,166.3,50.5,10,2.7,34.1,2.3,12.3,-4.9,169,-43,-8.6,27.1,27.4,24.8,25.5,51.7,51.1,13.5,1.7,103,94.4,173.3,-1.7,35.5,51.8,-,7.4,,,,,,
meimoku,tuki,対前年（同月）名目増加率_令和 3年 5月,-,-,-,-,30.2,27.8,25.1,25.2,23,17,14.9,...,27.7,33.2,1.6,194.5,116.9,303.7,263.4,140.9,103.1,32.3,25.7,26.7,24.3,7.8,-6.8,7.3,-7.2,-14.1,-12.2,1.1,-12.3,11.3,18.3,5.1,17.2,79.7,-13.2,-24,87.8,-12,-15.9,-8,46.2,-10.1,12.7,35.1,-48.7,26.1,33.1,-5.7,-28.5,41.7,...,44.6,71.4,92.4,-52.7,20.4,59.3,-12.5,11.3,5.2,5.9,-7,22.4,26.9,-12.8,56.3,-2.8,29.8,28.9,-38.2,40.7,37.2,0.7,14.3,-15.3,96,93.7,159.7,-1.9,12.9,222.8,...,23.4,,,,,,
meimoku,tuki,対前年（同月）名目増加率_令和 3年 6月,-,-,-,-,5.3,15,17.2,13.4,11.9,15.2,-29.2,11.9,40.8,50.3,9.2,125.3,180.9,4.6,94.8,-18.1,-90.2,2.3,6.9,0.4,-6.5,3.3,-10.1,0.4,-3.3,-8.7,-8.5,-3,-7.4,6.6,17.1,4.5,21.1,17,-41.6,-29.6,-71.2,-11.1,-11.7,-15.1,69.2,-7.2,-43.5,-68.2,-72.1,-53.1,-14.8,-5.7,-35,-14,-73.3,12.7,-27.8,-0.5,21.1,-11.7,-18.1,-67,-6.9,-1.6,-18.3,-5.6,-7.7,-17.4,2.8,-20.2,-23.7,17.5,2,-48,50.3,6.9,-12.8,-12.3,-16.2,32.9,9.5,29.6,-20.4,-1.1,20.1,...,16,,,,,,
meimoku,tuki,対前年（同月）名目増加率_令和 3年 7月,-,-,-,-,3.1,15.3,15.8,13.1,15.1,15.5,-62,9.7,42.6,42.5,-30.1,7.7,-19.1,10.9,121.6,-29.8,-95,-0.7,11.4,7.5,5.1,4,-6,-1.5,-1.2,-3.1,-9.8,5.8,-2.9,13.8,20.1,16,7.5,4.7,1,-25.7,145.1,-13.6,-19.2,-12.6,146.7,-4.8,0.8,-4.3,-7.7,90.9,-6.3,-9.7,-22.2,-14.3,-88.7,-30.3,3.1,-4.9,5.6,43.4,28,-55.7,-6.5,11.2,-47.3,-37,7.4,45.4,47.8,102.2,-7.3,-10.4,-15,-72.1,0.5,20.3,-0.7,12.7,-11.2,37.8,-0.6,16.1,-23.6,-11.7,11.1,...,19.9,,,,,,
meimoku,tuki,対前年（同月）名目増加率_令和 3年 8月,-,-,-,-,9.6,5.4,7.4,10.1,12.3,9.3,-47.1,107.4,3.8,6.9,-39.6,-26.8,-11.7,-87.2,122.6,-12.4,211.2,8.6,7.1,4.7,-2.5,-5.1,-6.2,-4.5,-4.3,-7.1,-17.1,14.8,-2.8,6.3,16,-8,0.1,-21.3,-7.6,-12.9,4.7,-11.5,-9.6,-15.1,244.4,-12.4,-8.9,-0.5,-43.9,-7.2,-20.9,-11.7,140.6,-33.3,-100,-36,-28,-15.7,-56,-20.6,-14.8,-70.3,3.4,-2.2,-29.9,-18.6,17.6,31.4,5.5,98.8,-11.8,34.5,5.1,98.6,77,-11.2,-38.2,-12.9,-27.5,-3.1,-10.9,-12.7,-15,-7.7,6.1,...,14.3,,,,,,
meimoku,tuki,対前年（同月）名目増加率_令和 3年 9月,-,-,-,-,0.9,1.9,1.6,4.1,4.5,3.6,-34.8,116.6,-3.6,-5.8,-32.1,12.6,5.6,10.8,34.1,15.1,-54.2,-0.1,47.5,61.1,-4.8,-3.5,3.9,0.9,0.3,-4.8,-5.8,2.4,-5.4,5.8,20.4,-7.1,-16.8,-22.7,3.5,18.6,-41.8,-3.3,-4.9,-1.3,74.1,-1.7,-9.3,-9.7,-17.3,76.1,-7.4,-9.6,-39,-14.3,-14.6,-30.9,-19.9,2.6,-35.5,-18,-5.2,52,-1.2,-4,-22.5,-11,6.4,2.5,-11.1,16.6,-6.4,-27.2,-33.5,-53.6,10.3,3.8,-15.8,2.3,-19.5,12.1,-2.4,1.8,-12.4,-7.3,0.9,...,5.2,,,,,,
meimoku,tuki,対前年（同月）名目増加率_令和 3年10月,-,-,-,-,-4.6,-5,-6.2,-1.2,0.1,-1.9,-11.8,612.4,-20.9,-24.2,-46.9,-47.7,-4.8,-88.5,-33.7,15.8,18,-3.6,-12.9,-14,-8.5,-0.5,-2.4,-6.6,-4,-3,-10.7,1.9,-3.8,12.1,11.2,0.3,2.6,-3.7,-32.2,-2.3,-63.2,-2,-2.7,-11.2,-35,5.1,49.2,139.6,404.3,8.3,-1.6,-9.4,16.7,-15.1,...,-12.2,-44.7,-0.2,-55.8,7.6,27,-29.4,-0.2,-8.8,129.9,-21.8,1.7,0.5,-14.3,14.4,-7.2,-15.9,-9.9,10.5,-37.5,-8.8,-28.8,-13.6,-11,-2.9,-19.1,-23.6,-24,-22.4,40.6,-100,-9.2,,,,,,
meimoku,tuki,対前年（同月）名目増加率_令和 3年11月,-,-,-,-,-9,-11.7,-11.5,-8.7,-8.1,-7.6,12.9,-79.3,-19.9,-23,-39.1,-42.4,-48.5,-65.3,202.8,2.1,252,-7.3,-23.4,-25.4,-4,-6.3,0.3,-6,-7.6,-2.4,-12,3.4,-9,2.6,7.1,-5.2,-23.9,-13.3,-6,-4.2,-10.6,-11.7,-13.2,-7.7,-32.9,-11.9,-18.5,-44.5,-16.2,59.5,-8.1,-4.2,-20.8,-9.5,-26.6,-1.2,-5.3,5.4,-67.2,0.5,1.5,-61.8,-12.4,6.5,6.8,-3.8,-20.6,5.5,4.6,27.1,-13,-25.2,-38,29.3,-5.4,3.4,164.3,-6.9,-11.7,-4.2,9.9,16.4,-22.6,40.5,-43,-91.3,-15.7,,,,,,
meimoku,tuki,対前年（同月）名目増加率_令和 3年12月,-,-,-,-,-4.9,-7.2,-8.6,-5.3,-3.9,-6.6,-5,-4.2,-20,-18.2,-42.8,24.6,-5.5,2.6,353.4,31.3,113.3,-2.1,2.4,14.7,7,-0.8,1.4,1.6,1.1,7.3,-5.4,6.8,-6.7,7,-0.4,-3.8,-17.5,-0.9,93.9,2.6,322.9,2.7,0.2,4.9,35.8,1.9,-18.9,-12,-29.8,-41.5,-14.8,-5.7,-55.2,6.4,-96.9,15.1,35.5,6.4,72.3,7,2.3,-11.7,15.8,-7.1,21.2,-0.4,31.2,13.8,55.2,-0.8,11.7,-2.4,-0.7,79.8,-7.7,-7.3,-58.1,-7.8,16.7,-0.1,-3.4,-5.9,-21.4,3.7,64.4,426.4,-16.4,,,,,,
jissitu,nen,対前年（同月）実質増加率_平成22年,-,-,-,-,3.8,4.9,4,5.5,6.6,2.9,35.8,19.6,-15.8,-14.9,49.3,-13.1,0.2,-39.2,-5.6,41,-39.7,3.4,-,-,2.1,-3.1,-1.3,-4.8,0.6,-1.7,-5.5,-7.2,-2.1,0.8,-0.3,1.5,-10.5,-5,1.6,-6.8,41.1,4.3,10,-1.7,7.3,2.9,7.5,27.1,-44.2,-9.1,-0.4,8.1,47.3,3.9,317.1,6.9,-1.7,-0.5,-,-1,1.6,4,1.9,10,48.9,-1.2,-3.1,0.6,9.1,-5.5,1.3,4.5,5,54.8,0.7,9.2,53.8,7.5,1.1,7,-,12.9,-,-,-,-,-,,,,,,
jissitu,nen,対前年（同月）実質増加率_平成23年,-,-,-,-,-7.7,-7.8,-7.6,-9.2,-10.1,-6.3,-14,-24.1,12,11.8,-4,-40.5,-70.3,23,15.3,-4.9,-5.2,-7.3,-,-,-6.6,-0.4,1.1,-6.9,-1.7,-3,-1,-2.9,1.9,1.3,-0.3,10.7,1.7,-1.2,-6.8,3.8,-40.9,-8,-11.1,-7.1,-8.6,-3.4,-4.8,-9.6,19.7,6.1,-6.7,2.9,-19,-15.8,0.9,-18.6,-19.6,2.6,-,-9.8,-12.7,-22.3,-1.6,-0.8,-22.4,-8,3.4,-6.1,-15.3,-2.8,-1.8,0.5,5.7,-36.5,-9.5,-12.5,-13,-5.3,-9.9,-15.1,-,-12.7,-,-,-,-,-,,,,,,
jissitu,nen,対前年（同月）実質増加率_平成24年,-,-,-,-,2.3,2,2.2,1.1,1.8,0.4,-0.1,6.2,15.1,14.7,-11.3,17.5,31.1,12.2,6.5,-4,25.6,1.8,-,-,3.7,1.5,-3.8,0.3,-0.9,5.5,0.5,-2.2,0.9,-2.6,3.6,1.6,10.2,3.8,8.9,-3.6,78.1,2,0.3,5.9,8,0.7,12.1,22.8,90.8,4.7,4.6,2,-29.5,8.6,-13.7,7.3,15.8,4.1,-,4.8,11,13,5.7,7,12.9,8.6,3.6,8.3,16.2,9.2,1.6,-4.9,-3.8,4.2,-8.3,2.5,-4.7,5.5,-10,5.1,-,3.8,-,-,-,-,-,,,,,,
jissitu,nen,対前年（同月）実質増加率_平成25年,-,-,-,-,0.4,0.7,1.7,0.7,1.5,0,16.5,4.2,10.6,9,0,-31.9,-9.2,-69.6,16.1,-18.6,-17,0.2,-,-,4.3,4.2,4.8,0.7,6.5,1.8,0.4,-2.3,3.5,10.4,1.5,12.7,-1.4,5.7,16.5,19.2,8,-3.7,-0.4,-7.1,-17.6,-3.5,8.3,24.5,-46.6,55.7,1.8,10.2,20.3,4.3,-11.5,6,0.4,11,-,4.5,7.9,-6.2,1.2,3.9,-3.2,4.6,0,9.8,1.1,18.9,5,-1.8,-0.2,-4.1,-6.9,2.4,1.7,5.8,2.2,1.5,-,4.3,-,-,-,-,-,,,,,,
jissitu,nen,対前年（同月）実質増加率_平成26年,-,-,-,-,-1.7,-1.9,-2.2,-0.6,-2,-1.4,-3,4.2,-11.9,-11.1,-30.1,60.8,-21.3,334.3,14.8,-5.1,15.1,-2.7,-,-,-5.7,-2.5,-2.5,-3.2,2.3,0.5,2.6,5,0.7,-2.2,1,-6.5,0.7,-8.5,-11.6,-12.7,-7.4,-5,-6.8,-2.8,-0.7,-4.1,5.7,12.6,19.8,-12.7,1.6,0.3,16.3,0.5,90.1,-3,1.6,-4.3,-,1.8,6.5,0.4,-8.7,-0.5,-17.9,-5.7,-11,-5.4,-9.4,-4,-3.9,-10.4,-13.9,-14.8,2.8,-1.4,-5.8,-1.1,-9.8,0.3,-,-4.8,-,-,-,-,-,,,,,,
jissitu,nen,対前年（同月）実質増加率_平成27年,-,-,-,-,-2.9,-2.6,-3.1,-3.6,-1.3,-3.6,3.5,-4,3.3,2.2,-22.5,-20.1,24.7,-35.4,-32.9,18.8,-19.8,-2.3,-,-,-0.7,0.6,-0.9,-0.4,-3.9,2.6,0.7,3,1.4,-1.7,-0.6,-1.8,2.3,4.5,-4.9,-2.8,-11,-0.3,-3.2,4.7,-22,0.1,-8.5,-15.4,2.1,-6.4,-6.6,-5.2,-2.7,-2.6,-16.6,6.8,-6.5,-11.6,-,-10.1,-7.2,-14.8,0.6,-0.2,9.3,-9.7,3.8,-8,-5.3,-18.6,5.6,18.6,25.7,15.3,-0.4,-4.7,-23.5,-9,1.9,-2.1,-,-0.5,-,-,-,-,-,,,,,,
jissitu,nen,対前年（同月）実質増加率_平成28年,-,-,-,-,5.5,5.8,5.7,2.5,0.5,2,-2.5,5.5,26.5,26.4,90.8,34.3,113.1,-8.6,-29.2,3.3,-20.8,5.3,-,-,0.8,0.6,-0.5,-4.2,0.1,6.6,-5,-6.1,0.1,-1.3,7.5,8.2,-9.5,2.6,-3.9,-1.1,-13.8,-1.7,-0.9,-4.2,3.1,-0.2,2.8,-0.4,0.9,13.6,-5.8,13.9,-0.4,-0.6,-72.6,-0.1,4,9.2,-,-9.2,-6.4,13.4,2.1,-2.3,22.5,17,-3.9,-5.9,5.8,-23.4,4.2,12.1,10.7,-22.4,19.1,1,6,12.2,-7.7,-1.3,-,2.9,-,-,-,-,-,,,,,,
jissitu,nen,対前年（同月）実質増加率_平成29年,-,-,-,-,-4.4,-4.6,-4.7,-3,-4.4,-1.1,13.1,-14.3,-12.9,-13.1,-32.3,-23.2,-35.8,-13.2,27.1,3.1,11.5,-3.5,-,-,1.9,-0.8,0.7,-9.5,0.3,-5.5,-1.4,-7,2.8,0.3,2.2,-2.7,9.4,-0.9,4.3,-7.8,50,2.8,1,5.5,-6.3,3.1,-0.3,8.1,-26,-27.8,4.3,3.5,-1.2,-5.8,42.9,-5.2,-4.2,-11.1,-,-1.1,-8.2,-12.5,0.2,9,30.7,-4.8,-4.2,20,3.1,57,3.7,-4.1,-3.4,24.3,-7.4,2.2,44,-1.8,-2.8,0.7,-,-5.4,-,-,-,-,-,,,,,,
jissitu,nen,対前年（同月）実質増加率_平成30年,-,-,-,-,7.7,8,6.9,4,5.5,-0.9,31.4,31.5,22.2,26.2,98.8,95.5,108.3,100,43,18.6,-16.5,6.3,-,-,-4.1,-1.2,-0.3,-7.2,-2.4,-2.5,-2.3,-2.5,-0.3,3.5,0.9,5.7,-13.4,0.1,-4.3,3.4,-22,-2.2,-0.7,-5.9,5.2,-0.7,-7.3,-20.9,-3.3,18.3,-6.1,-2.8,10.7,-4.2,-18.8,-3.6,-9.3,-0.8,-,-5.4,6.5,-11.4,-0.2,-8.9,-22.3,-1.3,7.3,-8.5,3.3,-23.8,2.2,4.1,6,-26.8,-0.4,-8.6,-25.9,-8,-6.6,-6.8,-,-1.1,-,-,-,-,-,,,,,,
jissitu,nen,対前年（同月）実質増加率_平成31年・令和元年,-,-,-,-,5.6,4.9,4.6,2.9,2.5,1.8,0.5,8.1,13.4,11.8,19.8,-2.9,-18.8,-2.9,73.1,11.6,85.6,6.2,-,-,1,1.8,0.1,-0.9,-1,-1,0.1,1,-0.6,1,2.2,1.2,17.9,3.1,-1.8,-9.3,21.4,-1.6,-2.8,1,9.4,-2.6,9,4.7,55.2,21.1,12.1,2.5,-6.4,-0.9,66.5,1.3,-1.8,-9.5,-,1.1,-9.7,3.1,7.9,10.5,-12.7,-2.1,13.7,7.5,7.4,19.5,-3.7,-4.6,-7.1,26.2,2.3,2.7,33.8,9.8,-0.6,-2,-,4.1,-,-,-,-,-,,,,,,
jissitu,nen,対前年（同月）実質増加率_令和 2年,-,-,-,-,4.2,2,2.4,0.1,0.3,0.2,6.6,-0.6,14.6,11.3,10.2,-10.6,-1.5,-26.3,-3.9,-2.8,139.1,4.1,-,-,-4.8,1.9,6.6,16,20.7,14.8,14.1,0.7,22.8,4.4,6,6.3,23,-26,9,20.7,-16.3,1,1.7,-2.3,-22.7,3.7,12.8,36.5,-15.7,-17.6,5.2,20.4,-16.1,-22.7,3,-30.4,-22.9,-12,-,-21.2,-19,5.1,5.8,7.3,24.9,35.1,-5.8,-15.6,-38.7,-11.7,0.5,-5.8,-3.3,5.1,-14.6,-14.7,19,-2.8,-1.9,-25.5,-,4.4,-,-,-,-,-,,,,,,
