項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年増加率（％）,65歳未満／実数（円）,65歳未満／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）,（再掲）75歳以上／実数（円）,（再掲）75歳以上／構成比（％）
1,5,0,0,0,公的年金給付,179751,76.4,-3.4,52026,34.1,192492,79.3,188535,79.2
1,5,0,0,0,他の社会保障給付,3987,1.7,12.8,23033,15.1,1902,0.8,1373,0.6
1,4,0,0,0,仕送り金,1466,0.6,423.6,971,0.6,1470,0.6,1383,0.6
1,2,0,0,0,特別収入,6413,2.7,-75.9,11114,7.3,5927,2.4,6319,2.7
1,3,0,0,0,受贈金,758,0.3,-18.1,1047,0.7,711,0.3,829,0.3
1,3,0,0,0,他の特別収入,5655,2.4,-78,10067,6.6,5216,2.1,5490,2.3
1,1,0,0,0,実収入以外の受取(繰入金を除く),360116,-,-2.7,423673,-,352763,-,321437,-
1,2,0,0,0,預貯金引出,257762,-,-5.8,291319,-,253274,-,239141,-
1,2,0,0,0,保険金,40146,-,35,52974,-,38959,-,39405,-
1,3,0,0,0,個人・企業年金保険金,29411,-,5.4,24388,-,30022,-,24257,-
1,3,0,0,0,他の保険金,10735,-,483.1,28586,-,8937,-,15148,-
1,2,0,0,0,有価証券売却,118,-,-4.1,-,-,133,-,236,-
1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-
1,2,0,0,0,他の借入金,1339,-,202.9,3179,-,1154,-,1980,-
1,2,0,0,0,クレジット購入借入金,60211,-,-4.3,75919,-,58673,-,40556,-
1,2,0,0,0,土地家屋売却,-,-,-100,-,-,-,-,-,-
1,2,0,0,0,実収入以外の受取のその他,539,-,-18.3,281,-,570,-,119,-
1,1,0,0,0,繰入金,104441,-,0.8,74999,-,107202,-,95758,-
2,0,0,0,0,支払,699788,-,-4.7,651172,-,702759,-,655284,-
2,1,0,0,0,実支出,292619,-,-2.7,307551,-,290321,-,264831,-
2,2,0,0,0,生計支出,253223,-,-4,273008,-,250890,-,231562,-
2,3,0,0,0,消費支出,253223,100,-4,273008,100,250890,100,231562,100
2,4,1,0,0,食料,79382,31.3,-3.6,82406,30.2,79100,31.5,73396,31.7
2,5,1,1,0,穀類,6572,2.6,-2.1,6689,2.5,6549,2.6,6180,2.7
2,6,1,1,1,米類,1837,0.7,-5.5,1583,0.6,1854,0.7,1846,0.8
2,6,1,1,2,パン,2709,1.1,0.3,2761,1,2709,1.1,2496,1.1
2,6,1,1,3,麺類,1509,0.6,-3.9,1843,0.7,1470,0.6,1357,0.6
2,6,1,1,4,他の穀類,517,0.2,4,501,0.2,516,0.2,482,0.2
2,5,1,2,0,魚介類,7795,3.1,-1.9,6004,2.2,7974,3.2,7631,3.3
2,6,1,2,1,生鮮魚介,4548,1.8,1.9,3884,1.4,4614,1.8,4270,1.8
2,6,1,2,2,塩干魚介,1298,0.5,-7.9,704,0.3,1357,0.5,1354,0.6
2,6,1,2,3,魚肉練製品,817,0.3,-6.3,700,0.3,830,0.3,821,0.4
2,6,1,2,4,他の魚介加工品,1132,0.4,-5.8,715,0.3,1173,0.5,1187,0.5
2,5,1,3,0,肉類,7314,2.9,-3,8730,3.2,7157,2.9,6087,2.6
2,6,1,3,1,生鮮肉,5888,2.3,-3.6,7047,2.6,5761,2.3,4840,2.1
2,6,1,3,2,加工肉,1426,0.6,-0.6,1683,0.6,1396,0.6,1247,0.5
2,5,1,4,0,乳卵類,4407,1.7,-11.1,4016,1.5,4444,1.8,4194,1.8
2,6,1,4,1,牛乳,1403,0.6,-10.8,1192,0.4,1423,0.6,1397,0.6
2,6,1,4,2,乳製品,2157,0.9,-13.9,1953,0.7,2178,0.9,1991,0.9
2,6,1,4,3,卵,847,0.3,-3.9,870,0.3,844,0.3,806,0.3
2,5,1,5,0,野菜・海藻,11945,4.7,-5.3,10261,3.8,12122,4.8,11788,5.1
2,6,1,5,1,生鮮野菜,8227,3.2,-4.3,7278,2.7,8331,3.3,8072,3.5
2,6,1,5,2,乾物・海藻,906,0.4,-7.8,634,0.2,933,0.4,910,0.4
2,6,1,5,3,大豆加工品,1310,0.5,-8.8,1190,0.4,1322,0.5,1294,0.6
2,6,1,5,4,他の野菜・海藻加工品,1502,0.6,-6.1,1160,0.4,1535,0.6,1512,0.7
2,5,1,6,0,果物,4838,1.9,-3.6,3487,1.3,4986,2,5093,2.2
2,6,1,6,1,生鮮果物,4369,1.7,-2.2,3025,1.1,4514,1.8,4677,2
2,6,1,6,2,果物加工品,469,0.2,-15.6,461,0.2,472,0.2,416,0.2
2,5,1,7,0,油脂・調味料,4025,1.6,-4.7,4352,1.6,3988,1.6,3720,1.6
2,6,1,7,1,油脂,495,0.2,1.4,384,0.1,506,0.2,443,0.2
2,6,1,7,2,調味料,3530,1.4,-5.5,3968,1.5,3482,1.4,3277,1.4
2,5,1,8,0,菓子類,5798,2.3,-3.2,6728,2.5,5709,2.3,5032,2.2
2,5,1,9,0,調理食品,12151,4.8,-3.5,12908,4.7,12065,4.8,11133,4.8
2,6,1,9,1,主食的調理食品,5113,2,-5.3,5596,2,5062,2,4661,2
2,6,1,9,2,他の調理食品,7038,2.8,-2.2,7313,2.7,7003,2.8,6473,2.8
2,5,1,10,0,飲料,4753,1.9,-3.1,5674,2.1,4652,1.9,4366,1.9
2,6,1,10,1,茶類,1245,0.5,-8.7,1166,0.4,1251,0.5,1167,0.5
2,6,1,10,2,コーヒー・ココア,962,0.4,4.2,1121,0.4,946,0.4,785,0.3
2,6,1,10,3,他の飲料,2546,1,-2.8,3387,1.2,2456,1,2414,1
2,5,1,11,0,酒類,3451,1.4,-5,4003,1.5,3425,1.4,2869,1.2
2,5,1,12,0,外食,6334,2.5,1.4,9553,3.5,6030,2.4,5304,2.3
2,6,1,12,1,一般外食,6298,2.5,1.2,9301,3.4,6017,2.4,5304,2.3
2,6,1,12,2,学校給食,36,0,63.6,253,0.1,12,0,-,-
2,4,2,0,0,住居,23196,9.2,1,29175,10.7,22702,9,24435,10.6
2,5,2,1,0,家賃地代,5282,2.1,0.7,19188,7,4053,1.6,4654,2
2,5,2,2,0,設備修繕・維持,17914,7.1,1,9987,3.7,18649,7.4,19781,8.5
2,6,2,2,1,設備材料,4920,1.9,-24.3,5529,2,4786,1.9,3079,1.3
2,6,2,2,2,工事その他のサービス,12994,5.1,15.7,4459,1.6,13864,5.5,16702,7.2
2,4,3,0,0,光熱・水道,20297,8,-8.7,19520,7.1,20364,8.1,19834,8.6
2,5,3,1,0,電気代,9148,3.6,-14.4,8964,3.3,9158,3.7,8801,3.8
2,5,3,2,0,ガス代,5597,2.2,-7,5339,2,5629,2.2,5480,2.4
2,5,3,3,0,他の光熱,446,0.2,1.8,114,0,482,0.2,503,0.2
2,5,3,4,0,上下水道料,5107,2,0.6,5104,1.9,5095,2,5051,2.2
2,4,4,0,0,家具・家事用品,11282,4.5,-1.2,10279,3.8,11362,4.5,10476,4.5
2,5,4,1,0,家庭用耐久財,4091,1.6,-0.1,3137,1.1,4181,1.7,3776,1.6
2,6,4,1,1,家事用耐久財,2006,0.8,-22,1608,0.6,2039,0.8,1743,0.8
2,6,4,1,2,冷暖房用器具,1749,0.7,34,1126,0.4,1813,0.7,1780,0.8
2,6,4,1,3,一般家具,336,0.1,55.6,402,0.1,328,0.1,254,0.1
2,5,4,2,0,室内装備・装飾品,578,0.2,11.8,316,0.1,604,0.2,562,0.2
2,5,4,3,0,寝具類,735,0.3,-7.7,757,0.3,729,0.3,801,0.3
2,5,4,4,0,家事雑貨,1883,0.7,-5,2302,0.8,1842,0.7,1577,0.7
2,5,4,5,0,家事用消耗品,2967,1.2,-6.2,3289,1.2,2928,1.2,2680,1.2
2,5,4,6,0,家事サービス,1029,0.4,19.4,478,0.2,1079,0.4,1080,0.5
2,4,5,0,0,被服及び履物,6594,2.6,7.1,7697,2.8,6538,2.6,4799,2.1
2,5,5,1,0,和服,284,0.1,...,754,0.3,261,0.1,13,0
2,5,5,2,0,洋服,2256,0.9,1.3,3136,1.1,2182,0.9,1528,0.7
2,6,5,2,1,男子用洋服,948,0.4,-1.4,1007,0.4,948,0.4,555,0.2
2,6,5,2,2,婦人用洋服,1292,0.5,6,2035,0.7,1228,0.5,967,0.4
2,6,5,2,3,子供用洋服,16,0,-66,95,0,7,0,5,0
2,5,5,3,0,シャツ・セーター類,1411,0.6,20.3,1479,0.5,1411,0.6,1060,0.5
2,6,5,3,1,男子用シャツ・セーター類,415,0.2,18.9,254,0.1,433,0.2,262,0.1
2,6,5,3,2,婦人用シャツ・セーター類,989,0.4,20.9,1201,0.4,974,0.4,792,0.3
2,6,5,3,3,子供用シャツ・セーター類,7,0,16.7,25,0,5,0,6,0
2,5,5,4,0,下着類,838,0.3,-5.1,634,0.2,858,0.3,806,0.3
2,6,5,4,1,男子用下着類,332,0.1,0.6,147,0.1,352,0.1,351,0.2
2,6,5,4,2,婦人用下着類,500,0.2,-8.6,480,0.2,500,0.2,447,0.2
2,6,5,4,3,子供用下着類,6,0,0,7,0,5,0,7,0
2,5,5,5,0,生地・糸類,136,0.1,-3.5,57,0,144,0.1,100,0
2,5,5,6,0,他の被服,486,0.2,-11,517,0.2,486,0.2,398,0.2
2,5,5,7,0,履物類,840,0.3,8.8,926,0.3,834,0.3,617,0.3
2,5,5,8,0,被服関連サービス,344,0.1,-14.9,194,0.1,363,0.1,277,0.1
2,4,6,0,0,保健医療,18792,7.4,-8.2,15646,5.7,19121,7.6,18411,8
2,5,6,1,0,医薬品,3356,1.3,-5.9,2600,1,3446,1.4,3130,1.4
2,5,6,2,0,健康保持用摂取品,1520,0.6,-12.7,267,0.1,1651,0.7,1916,0.8
2,5,6,3,0,保健医療用品・器具,2482,1,-7.4,2442,0.9,2495,1,2502,1.1
2,5,6,4,0,保健医療サービス,11434,4.5,-8.4,10337,3.8,11530,4.6,10864,4.7
2,4,7,0,0,交通・通信,20104,7.9,-21.1,26217,9.6,19485,7.8,15487,6.7
2,5,7,1,0,交通,2858,1.1,9.1,3215,1.2,2820,1.1,2015,0.9
2,5,7,2,0,自動車等関係費,7189,2.8,-42.3,8340,3.1,7088,2.8,5170,2.2
2,6,7,2,1,自動車等購入,-,-,-100,-,-,-,-,-,-
2,6,7,2,2,自転車購入,422,0.2,67.5,1267,0.5,345,0.1,306,0.1
2,6,7,2,3,自動車等維持,6767,2.7,-15.5,7073,2.6,6743,2.7,4864,2.1
2,5,7,3,0,通信,10056,4,-3.3,14662,5.4,9577,3.8,8302,3.6
2,4,8,0,0,教育,2351,0.9,39.6,19274,7.1,152,0.1,6,0
2,5,8,1,0,授業料等,2082,0.8,35.9,17597,6.4,44,0,6,0
2,5,8,2,0,教科書・学習参考教材,19,0,-34.5,188,0.1,-,-,-,-
2,5,8,3,0,補習教育,250,0.1,103.3,1489,0.5,108,0,-,-
2,4,9,0,0,教養娯楽,24759,9.8,-0.9,25235,9.2,24743,9.9,21441,9.3
2,5,9,1,0,教養娯楽用耐久財,1623,0.6,-38.7,1410,0.5,1646,0.7,1498,0.6
2,5,9,2,0,教養娯楽用品,4732,1.9,-0.9,5371,2,4687,1.9,3764,1.6
2,5,9,3,0,書籍・他の印刷物,4490,1.8,1.1,3257,1.2,4619,1.8,4641,2
2,5,9,4,0,教養娯楽サービス,13915,5.5,6.1,15196,5.6,13791,5.5,11538,5
2,6,9,4,1,宿泊料,845,0.3,23.2,1943,0.7,747,0.3,485,0.2
2,6,9,4,2,パック旅行費,1133,0.4,-15.9,53,0,1236,0.5,1037,0.4
2,6,9,4,3,月謝類,1773,0.7,-8.6,2092,0.8,1736,0.7,1667,0.7
2,6,9,4,4,他の教養娯楽サービス,10164,4,11.1,11108,4.1,10072,4,8350,3.6
2,4,10,0,0,その他の消費支出,46466,18.3,1.2,37559,13.8,47324,18.9,43278,18.7
2,5,10,1,0,諸雑費,20670,8.2,6.5,21506,7.9,20615,8.2,18378,7.9
2,6,10,1,1,理美容サービス,3111,1.2,4.3,3906,1.4,3024,1.2,2908,1.3
2,6,10,1,2,理美容用品,3997,1.6,5,4768,1.7,3913,1.6,3582,1.5
2,6,10,1,3,身の回り用品,1120,0.4,31.1,1833,0.7,1040,0.4,543,0.2
2,6,10,1,4,たばこ,676,0.3,-0.4,1353,0.5,606,0.2,556,0.2
2,6,10,1,5,他の諸雑費,11767,4.6,6.1,9646,3.5,12032,4.8,10789,4.7
2,5,10,2,0,こづかい,5674,2.2,-6.2,3653,1.3,5839,2.3,5392,2.3
2,5,10,3,0,交際費,18084,7.1,-6.8,10444,3.8,18858,7.5,17465,7.5
2,6,10,3,0,食料,4217,1.7,-4.4,2733,1,4366,1.7,3812,1.6
2,6,10,3,0,家具・家事用品,154,0.1,90.1,338,0.1,127,0.1,70,0
2,6,10,3,0,被服及び履物,344,0.1,13.5,380,0.1,341,0.1,156,0.1
2,6,10,3,0,教養娯楽,686,0.3,-13.9,568,0.2,693,0.3,271,0.1
2,6,10,3,0,他の物品サービス,329,0.1,-5.7,200,0.1,342,0.1,257,0.1
2,6,10,3,6,贈与金,8855,3.5,-14.2,2591,0.9,9489,3.8,9747,4.2
2,6,10,3,7,他の交際費,3498,1.4,11.3,3634,1.3,3501,1.4,3153,1.4
2,5,10,4,0,仕送り金,2038,0.8,94.5,1957,0.7,2012,0.8,2043,0.9
2,3,0,0,0,土地家屋購入,-,-,-,-,-,-,-,-,-
2,3,0,0,0,（再掲）教育関係費,3040,1.2,40.5,22686,8.3,536,0.2,330,0.1
2,3,0,0,0,（再掲）教養娯楽関係費,26433,10.4,-0.3,27023,9.9,26393,10.5,21961,9.5
2,3,0,0,0,（再掲）移転支出（贈与金＋仕送り金）,10894,4.3,-4.2,4547,1.7,11501,4.6,11790,5.1
2,3,0,0,0,（再掲）経常消費支出,193092,76.3,-1.5,208456,76.4,191640,76.4,175981,76
2,3,0,0,0,（再掲）情報通信関係費,14289,5.6,-0.8,19370,7.1,13736,5.5,11990,5.2
2,3,0,0,0,（再掲）消費支出（除く住居等）　１）,219133,86.5,-2.7,239286,87.6,216686,86.4,195338,84.4
2,2,0,0,0,その他の実支出,39396,-,6.2,34543,-,39431,-,33268,-
2,3,0,0,0,直接税,17018,-,1.2,10267,-,17607,-,14217,-
2,4,0,0,0,勤労所得税,761,-,59.2,796,-,753,-,978,-
2,4,0,0,0,個人住民税,5782,-,13.1,4446,-,5882,-,4066,-
2,4,0,0,0,他の税,10475,-,-6.6,5026,-,10973,-,9173,-
2,3,0,0,0,社会保険料,22371,-,10.4,24272,-,21817,-,19042,-
2,4,0,0,0,公的年金保険料,3631,-,60,10762,-,2722,-,2558,-
2,4,0,0,0,健康保険料,12200,-,6.2,12302,-,12043,-,9873,-
2,4,0,0,0,介護保険料,6471,-,0.2,1086,-,6990,-,6543,-
2,4,0,0,0,他の社会保険料,69,-,53.3,123,-,63,-,68,-
2,3,0,0,0,その他,7,-,-30,3,-,8,-,9,-
2,1,0,0,0,実支出以外の支払(繰越金を除く),322991,-,-7.9,286981,-,325825,-,316404,-
2,2,0,0,0,預貯金,265928,-,-4.8,193629,-,272690,-,274942,-
2,2,0,0,0,保険料,6991,-,-55.3,11690,-,6466,-,5765,-
2,3,0,0,0,個人・企業年金保険料,851,-,-25.8,2782,-,681,-,158,-
2,3,0,0,0,他の保険料,6140,-,-57.6,8908,-,5785,-,5607,-
2,2,0,0,0,有価証券購入,506,-,-49,-,-,552,-,11,-
2,2,0,0,0,土地家屋借金返済,3396,-,18,9961,-,2716,-,2714,-
2,2,0,0,0,他の借金返済,173,-,-54.2,-,-,189,-,282,-
2,2,0,0,0,クレジット購入借入金返済,45279,-,-10.9,71275,-,42467,-,31937,-
2,2,0,0,0,実支出以外の支払のその他,718,-,-4.9,426,-,745,-,753,-
2,1,0,0,0,繰越金,84178,-,1.4,56640,-,86613,-,74050,-
3,0,0,0,0,可処分所得,195835,-,-12.5,117957,-,203363,-,204821,-
3,0,0,0,0,黒字,-57388,-,-43.5,-155051,-,-47527,-,-26741,-
3,1,0,0,0,金融資産純増,-24602,-,-222.3,-138974,-,-12658,-,1936,-
3,3,0,0,0,貯蓄純増,-24989,-,-193.8,-138974,-,-13078,-,2161,-
3,4,0,0,0,預貯金純増,8166,-,46,-97691,-,19415,-,35801,-
3,4,0,0,0,保険純増,-33155,-,-135.2,-41284,-,-32493,-,-33640,-
3,3,0,0,0,有価証券純購入,387,-,-55.5,-,-,419,-,-226,-
3,1,0,0,0,土地家屋借金純減,3396,-,18,9961,-,2716,-,2714,-
3,1,0,0,0,他の借金純減,-1166,-,...,-3179,-,-965,-,-1698,-
3,1,0,0,0,クレジット購入借入金純減,-14932,-,-23.5,-4644,-,-16206,-,-8618,-
3,1,0,0,0,土地家屋純増,-,-,-100,-,-,-,-,-,-
3,1,0,0,0,その他の純増,179,-,88.4,144,-,176,-,634,-
3,1,0,0,0,繰越純増,-20263,-,1.6,-18359,-,-20589,-,-21708,-
,,,,,,,,,,,,,,
東京都生計分析調査　令和 3年,,,,,,,,,,,,,,
第３３表　世帯主年齢階層別１世帯当たり年平均１か月間の収入と用途別生計支出　―　無職世帯　―　,,,,,,,,,,,,,,
注）　１）は、「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いたもの。,,,,,,,,,,,,,,
項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）,,,,,,,,,,,,,,
