区分,男女計／実数（千人、％）,男女計／前年同期（千人、％）,男女計／対前年同期／増減数（千人、ポイント）,男女計／対前年同期／増減率（％）,男／実数（千人、％）,男／前年同期（千人、％）,男／対前年同期／増減数（千人、ポイント）,男／対前年同期／増減率（％）,女／実数（千人、％）,女／前年同期（千人、％）,女／対前年同期／増減数（千人、ポイント）,女／対前年同期／増減率（％）
〔雇用者の主な産業別内訳〕／学術研究，専門・技術サービス業,300,311,-11,-3.5,192,208,-16,-7.7,108,104,4,3.8
〔雇用者の主な産業別内訳〕／宿泊業，飲食サービス業,399,369,30,8.1,175,175,0,0,224,195,29,14.9
〔雇用者の主な産業別内訳〕／生活関連サービス業，娯楽業,213,203,10,4.9,102,102,0,0,111,102,9,8.8
〔雇用者の主な産業別内訳〕／教育，学習支援業,318,288,30,10.4,146,126,20,15.9,172,162,10,6.2
〔雇用者の主な産業別内訳〕／医療，福祉,584,561,23,4.1,165,143,22,15.4,419,418,1,0.2
〔雇用者の主な産業別内訳〕／サービス業（他に分類されないもの）,606,615,-9,-1.5,305,317,-12,-3.8,301,298,3,1
〔非農林業雇用者の従業者規模別内訳〕／総数,6437,6380,57,0.9,3779,3719,60,1.6,2658,2661,-3,-0.1
〔非農林業雇用者の従業者規模別内訳〕／総数／１～29人規模,1795,1797,-2,-0.1,1040,1024,16,1.6,755,773,-18,-2.3
〔非農林業雇用者の従業者規模別内訳〕／総数／30～499人規模,1878,1979,-101,-5.1,1067,1113,-46,-4.1,811,866,-55,-6.4
〔非農林業雇用者の従業者規模別内訳〕／総数／500人以上規模,2145,2046,99,4.8,1299,1226,73,6,847,819,28,3.4
〔完全失業率（年齢階級別）(%)〕／総数,4.8,5,-0.2,-,4.6,5,-0.4,-,5.2,4.9,0.3,-
〔完全失業率（年齢階級別）(%)〕／総数／15～24歳,9.1,6.4,2.7,-,8.8,7.6,1.2,-,9.4,5.2,4.2,-
〔完全失業率（年齢階級別）(%)〕／総数／25～34歳,5.4,5.8,-0.4,-,5.5,6.4,-0.9,-,5.2,4.9,0.3,-
〔完全失業率（年齢階級別）(%)〕／総数／35～44歳,4.3,5.5,-1.2,-,4.2,4.8,-0.6,-,4.4,6.6,-2.2,-
〔完全失業率（年齢階級別）(%)〕／総数／45～54歳,3.6,3.7,-0.1,-,2.9,3,-0.1,-,4.6,4.8,-0.2,-
〔完全失業率（年齢階級別）(%)〕／総数／55～64歳,5.3,5.3,0,-,5.1,6,-0.9,-,5.7,4.3,1.4,-
〔完全失業率（年齢階級別）(%)〕／総数／65歳以上,3,2.1,0.9,-,2.8,2.6,0.2,-,3.2,1.5,1.7,-
〔労働力人口比率(%)〕／総数,63.9,64.3,-0.4,-,76.8,76.6,0.2,-,51.4,52.3,-0.9,-
,,,,,,,,,,,,
東京の労働力統計データ（平成24年４～６月期平均）,,,,,,,,,,,,
第１表　就業状態別15歳以上人口、産業別就業者数及び完全失業者数,,,,,,,,,,,,
平成24年４～６月期平均,,,,,,,,,,,,
注)非農林業雇用者の従業者規模別内訳の総数には官公・従業者規模不詳を含んでいるため、内訳の合計とは一致しない。,,,,,,,,,,,,
