区分,男女計／実数（千人、％）,男女計／前年同期（千人、％）,男女計／対前年同期／増減数（千人、ポイント）,男女計／対前年同期／増減率（％）,男／実数（千人、％）,男／前年同期（千人、％）,男／対前年同期／増減数（千人、ポイント）,男／対前年同期／増減率（％）,女／実数（千人、％）,女／前年同期（千人、％）,女／対前年同期／増減数（千人、ポイント）,女／対前年同期／増減率（％）
〔完全失業率（年齢階級別）(%)〕／総数,4.4,4.8,-0.4,-,4.8,4.9,-0.1,-,3.8,4.6,-0.8,-
〔完全失業率（年齢階級別）(%)〕／総数／15～24歳,7.2,7.7,-0.5,-,10,9.3,0.7,-,5,6.4,-1.4,-
〔完全失業率（年齢階級別）(%)〕／総数／25～34歳,4.5,6.5,-2,-,4.5,6.7,-2.2,-,4.3,6.2,-1.9,-
〔完全失業率（年齢階級別）(%)〕／総数／35～44歳,3.7,4.7,-1,-,4.1,4.8,-0.7,-,3.1,4.5,-1.4,-
〔完全失業率（年齢階級別）(%)〕／総数／45～54歳,4.1,3.2,0.9,-,3.9,2.6,1.3,-,4.4,4.2,0.2,-
〔完全失業率（年齢階級別）(%)〕／総数／55～64歳,5.5,4.3,1.2,-,6.4,4.9,1.5,-,4,3.4,0.6,-
〔完全失業率（年齢階級別）(%)〕／総数／65歳以上,2.8,2.2,0.6,-,3.6,3,0.6,-,1.1,1.1,0,-
〔労働力人口比率(%)〕／総数,63.2,63.8,-0.6,-,74.5,75.2,-0.7,-,52.2,52.8,-0.6,-
,,,,,,,,,,,,
東京の労働力統計データ（平成24年１～３月期平均）,,,,,,,,,,,,
第１表　就業状態別15歳以上人口、産業別就業者数及び完全失業者数,,,,,,,,,,,,
平成24年１～３月期平均,,,,,,,,,,,,
注)非農林業雇用者の従業者規模別内訳の総数には官公・従業者規模不詳を含んでいるため、内訳の合計とは一致しない。,,,,,,,,,,,,
