区分,男女計／実数（千人、％）,男女計／前年同期（千人、％）,男女計／対前年同期／増減数（千人、ポイント）,男女計／対前年同期／増減率（％）,男／実数（千人、％）,男／前年同期（千人、％）,男／対前年同期／増減数（千人、ポイント）,男／対前年同期／増減率（％）,女／実数（千人、％）,女／前年同期（千人、％）,女／対前年同期／増減数（千人、ポイント）,女／対前年同期／増減率（％）
〔就業者の主な産業別内訳〕／製造業,794,759,35,4.6,564,510,54,10.6,230,248,-18,-7.3
〔就業者の主な産業別内訳〕／情報通信業,593,651,-58,-8.9,435,472,-37,-7.8,158,179,-21,-11.7
〔就業者の主な産業別内訳〕／運輸業，郵便業,339,346,-7,-2,273,282,-9,-3.2,66,65,1,1.5
〔就業者の主な産業別内訳〕／卸売業，小売業,1087,1143,-56,-4.9,534,584,-50,-8.6,553,559,-6,-1.1
〔就業者の主な産業別内訳〕／金融業，保険業,302,268,34,12.7,161,134,27,20.1,142,134,8,6
〔就業者の主な産業別内訳〕／不動産業，物品賃貸業,222,231,-9,-3.9,141,149,-8,-5.4,81,82,-1,-1.2
〔就業者の主な産業別内訳〕／学術研究，専門・技術サービス業,416,429,-13,-3,264,287,-23,-8,152,142,10,7
〔就業者の主な産業別内訳〕／宿泊業，飲食サービス業,498,491,7,1.4,234,247,-13,-5.3,264,243,21,8.6
〔就業者の主な産業別内訳〕／生活関連サービス業，娯楽業,280,311,-31,-10,122,142,-20,-14.1,158,169,-11,-6.5
〔就業者の主な産業別内訳〕／教育，学習支援業,348,374,-26,-7,157,168,-11,-6.5,192,206,-14,-6.8
〔就業者の主な産業別内訳〕／医療，福祉,632,616,16,2.6,189,187,2,1.1,443,429,14,3.3
〔就業者の主な産業別内訳〕／サービス業（他に分類されないもの）,646,644,2,0.3,376,348,28,8,270,296,-26,-8.8
〔雇用者の主な産業別内訳〕／建設業,364,373,-9,-2.4,296,307,-11,-3.6,68,66,2,3
〔雇用者の主な産業別内訳〕／製造業,762,725,37,5.1,544,490,54,11,218,235,-17,-7.2
〔雇用者の主な産業別内訳〕／情報通信業,562,621,-59,-9.5,410,448,-38,-8.5,152,173,-21,-12.1
〔雇用者の主な産業別内訳〕／運輸業，郵便業,307,326,-19,-5.8,242,262,-20,-7.6,65,64,1,1.6
〔雇用者の主な産業別内訳〕／卸売業，小売業,1012,1051,-39,-3.7,492,535,-43,-8,520,515,5,1
〔雇用者の主な産業別内訳〕／金融業，保険業,300,266,34,12.8,158,133,25,18.8,142,134,8,6
〔雇用者の主な産業別内訳〕／不動産業，物品賃貸業,192,203,-11,-5.4,126,136,-10,-7.4,65,67,-2,-3
〔雇用者の主な産業別内訳〕／学術研究，専門・技術サービス業,301,314,-13,-4.1,182,205,-23,-11.2,118,109,9,8.3
〔雇用者の主な産業別内訳〕／宿泊業，飲食サービス業,435,420,15,3.6,208,210,-2,-1,228,211,17,8.1
〔雇用者の主な産業別内訳〕／生活関連サービス業，娯楽業,221,241,-20,-8.3,98,111,-13,-11.7,123,130,-7,-5.4
〔雇用者の主な産業別内訳〕／教育，学習支援業,314,348,-34,-9.8,150,165,-15,-9.1,165,183,-18,-9.8
〔雇用者の主な産業別内訳〕／医療，福祉,604,576,28,4.9,168,160,8,5,436,416,20,4.8
〔雇用者の主な産業別内訳〕／サービス業（他に分類されないもの）,596,595,1,0.2,340,315,25,7.9,256,280,-24,-8.6
〔非農林業雇用者の従業者規模別内訳〕／総数,6314,6347,-33,-0.5,3663,3677,-14,-0.4,2651,2670,-19,-0.7
〔非農林業雇用者の従業者規模別内訳〕／総数／１～29人規模,1655,1804,-149,-8.3,977,1040,-63,-6.1,679,764,-85,-11.1
〔非農林業雇用者の従業者規模別内訳〕／総数／30～499人規模,1983,1972,11,0.6,1119,1101,18,1.6,865,871,-6,-0.7
〔非農林業雇用者の従業者規模別内訳〕／総数／500人以上規模,2156,2098,58,2.8,1260,1279,-19,-1.5,896,819,77,9.4
〔完全失業率（年齢階級別）(%)〕／総数,4.2,4.5,-0.3,-,4,4.9,-0.9,-,4.3,4,0.3,-
〔完全失業率（年齢階級別）(%)〕／総数／15～24歳,5.5,8.3,-2.8,-,4,9,-5,-,6.9,7.6,-0.7,-
〔完全失業率（年齢階級別）(%)〕／総数／25～34歳,3.8,4.1,-0.3,-,3.4,5.1,-1.7,-,4.3,2.8,1.5,-
〔完全失業率（年齢階級別）(%)〕／総数／35～44歳,4.6,4.3,0.3,-,4.2,4.2,0,-,5.3,4.3,1,-
〔完全失業率（年齢階級別）(%)〕／総数／45～54歳,3.8,4,-0.2,-,3.6,3.7,-0.1,-,3.9,4.5,-0.6,-
〔完全失業率（年齢階級別）(%)〕／総数／55～64歳,4.6,5.6,-1,-,5.3,6.5,-1.2,-,3.4,4.3,-0.9,-
〔完全失業率（年齢階級別）(%)〕／総数／65歳以上,3.2,2.2,1,-,3.8,2.8,1,-,2.2,1.2,1,-
〔労働力人口比率(%)〕／総数,62.4,63.1,-0.7,-,74.2,75,-0.8,-,51.1,51.5,-0.4,-
,,,,,,,,,,,,
東京の労働力統計データ（平成24年10～12月期平均）,,,,,,,,,,,,
第１表　就業状態別15歳以上人口、産業別就業者数及び完全失業者数,,,,,,,,,,,,
平成24年10～12月期平均,,,,,,,,,,,,
注)非農林業雇用者の従業者規模別内訳の総数には官公・従業者規模不詳を含んでいるため、内訳の合計とは一致しない。,,,,,,,,,,,,
