物質番号,適正管理化学物質名,報告数（件）,使用量（kg）,製造量（kg）,製品としての出荷量（kg）,環境への排出量（kg）,環境への排出量／大気（kg）,環境への排出量／公共用水域（kg）,環境への排出量／その他（kg）,事業所外への移動量（kg）,事業所外への移動量／廃棄物（kg）,事業所外への移動量／廃水(下水道）（kg）
3070,電気計測器製造業,1,320.0,0.0,0.0,200.0,200.0,0.0,0.0,120.0,120.0,0.0
3100,輸送用機械器具製造業（下の業種を除く）,6,316170.0,0.0,265000.0,19730.0,19730.0,0.0,0.0,3457.0,1557.0,1900.0
3120,鉄道車両・同部分品製造業,,,,,,,,,,,
3140,船舶製造・修理業・舶用機関製造業,,,,,,,,,,,
3200,精密機械器具製造業（下の業種を除く）,8,9890.0,0.0,0.0,2420.0,2420.0,0.0,0.0,6842.0,6834.0,8.0
3230,医療用機械器具・医療用品製造業,,,,,,,,,,,
3300,武器製造業,,,,,,,,,,,
3400,その他の製造業,4,660.0,0.0,0.0,630.0,630.0,0.0,0.0,0.0,0.0,0.0
3500,電気業,,,,,,,,,,,
3600,ガス業,,,,,,,,,,,
3700,熱供給業,,,,,,,,,,,
3810,上水道業,,,,,,,,,,,
3830,下水道業,,,,,,,,,,,
3900,鉄道業,1,1400.0,0.0,0.0,1300.0,1300.0,0.0,0.0,38.0,38.0,0.0
4400,倉庫業,,,,,,,,,,,
5132,石油卸売業,,,,,,,,,,,
5930,燃料小売業,,,,,,,,,,,
7200,洗濯・理容・浴場業（下の業種を除く）,,,,,,,,,,,
7211,普通洗濯業,,,,,,,,,,,
7213,リネンサプライ業,,,,,,,,,,,
7430,写真業,,,,,,,,,,,
7700,自動車整備業,20,4632.0,0.0,0.0,3479.0,3479.0,0.0,0.0,1127.0,1127.0,0.0
7810,機械修理業,2,250.0,0.0,0.0,90.0,90.0,0.0,0.0,160.0,160.0,0.0
8632,環境計量証明業,7,3210.0,0.0,510.0,307.0,307.0,0.0,0.0,2450.0,2354.0,88.0
8700,廃棄物処理業（下の業種を除く）,1,51000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8710,一般廃棄物処理業,1,2300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8716,ごみ処分業,,,,,,,,,,,
8722,産業廃棄物処分業,1,840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8724,特別産業廃棄物処分業,,,,,,,,,,,
8800,医療業,21,37330.0,0.0,0.0,2020.1,2020.1,0.0,0.0,35280.0,33410.0,1875.0
9100,教育,40,69697.0,0.0,0.0,6643.3,6574.9,80.0,0.0,57819.0,56929.0,981.1
9210,自然科学研究所,25,42070.0,0.0,50.0,2990.4,2990.4,0.0,0.0,37824.3,37523.8,327.1
9999,分類不明,2,1520.0,0.0,0.0,76.0,76.0,0.0,0.0,1470.0,1470.0,13.0
,総計,283,4557036.0,51000.0,1381228.0,106908.3,106839.9,80.0,0.0,310043.6,301594.6,8576.9
注）事業者（適正管理化学物質年間取扱量100kg以上）から、有効数字2桁（小数点以下第2位を四捨五入し第1位まで）で報告されている。,,,,,,,,,,,,
