［資料1-2］,,,,ベンゼン等28物質の調査結果詳細（2020（令和２）年度平均）,,,,,,,,,,,,,,,,,,,,
その他,揮発性有機化合物,キシレン,－,0.08,0.04,1.2,1.2,1.7,1.2,1.3,1.2,1.6,1.3,1.3,0.96,0.98,1.4,2,1.4,1.3,1.6,1.4,1.5,0.43
,,"（m,p-キシレン）",－,0.04,0.02,0.89,0.85,1.2,0.86,0.98,0.85,1.1,0.97,0.97,0.69,0.72,1.1,1.5,1,0.98,1.2,1,1.1,0.3
,,（o-キシレン）,－,0.04,0.02,0.35,0.31,0.45,0.31,0.36,0.31,0.42,0.34,0.36,0.26,0.27,0.37,0.52,0.36,0.36,0.44,0.39,0.41,0.12
,,エチルベンゼン,－,0.04,0.02,1.1,1,1.5,0.99,1.2,0.99,1.3,1.1,1.2,0.88,0.96,1.3,2.1,1.3,1.2,1.3,1,1.2,0.46
,,スチレン,－,0.06,0.02,0.13,0.11,0.18,0.12,0.13,0.09,0.14,0.12,0.13,0.1,0.07,0.15,0.14,0.11,0.12,0.15,0.12,0.13,0.13
,,"1,1-ジクロロエタン",－,0.08,0.03,<0.03,<0.03,<0.03,<0.03,<0.03,<0.03,<0.03,<0.03,<0.03,<0.03,<0.03,<0.03,<0.03,<0.03,<0.03,<0.03,<0.03,<0.03,<0.03
,,四塩化炭素,－,0.15,0.05,0.58,0.57,0.57,0.57,0.57,0.58,0.57,0.57,0.57,0.46,0.47,0.56,0.57,0.51,0.55,0.59,0.58,0.58,0.56
備考,,・斜体数字 は定量下限値未満検出下限値以上の値を、<は検出下限値未満を示す。,,,,,,,,,,,,,,,,,,,,,,
,,・基準値等の欄において、ベンゼン、トリクロロエチレン、テトラクロロエチレン及びジクロロメタンは、環境基準。,,,,,,,,,,,,,,,,,,,,,,
,,"アクリロニトリル、塩化ビニルモノマー、クロロホルム、1,2-ジクロロエタン、1,3-ブタジエン、塩化メチル、アセトアルデヒド、ニッケル化合物、ヒ素化合物、マンガン化合物及び水銀化合物は、指針値。",,,,,,,,,,,,,,,,,,,,,,
,,その他は、参考値（WHO、EPA）。,,,,,,,,,,,,,,,,,,,,,,
,,・八王子市片倉町及び大楽寺町は、八王子市が調査を実施。八王子市は、六価クロム化合物についての調査は未実施。,,,,,,,,,,,,,,,,,,,,,,
