［資料1-2］,,,,ベンゼン等28物質の調査結果詳細（2019(令和元)年度）,,,,,,,,,,,,,,,,,,,,
,,水銀及びその化合物 #,40,0.1,0.03,2,1.9,2.3,2,2,1.9,2,1.9,2,1.8,1.8,1.9,1.9,1.8,1.9,2,1.9,1.9,1.8
そ　の　他,揮発性有機化合物,キシレン, 　－,0.09,0.04,2.1,3.1,3,2,2,1.7,2.4,1.9,2.3,1.2,1.1,1.7,1.9,1.5,2,2.1,2.1,2.1,0.49
,,"（m,p-キシレン）", 　－,0.04,0.02,1.6,2.4,2.2,1.5,1.5,1.3,1.7,1.4,1.7,0.8,0.72,1.2,1.4,1,1.5,1.6,1.6,1.6,0.34
,,（o-キシレン）, 　－,0.05,0.02,0.54,0.71,0.75,0.52,0.51,0.45,0.61,0.48,0.57,0.4,0.39,0.44,0.51,0.43,0.53,0.55,0.56,0.55,0.14
,,エチルベンゼン, 　－,0.05,0.02,2.2,3.4,3,1.9,2,1.7,2.2,1.9,2.3,1.3,1.3,1.7,1.9,1.5,2,2,2,2,0.73
,,スチレン, 　－,0.06,0.02,0.2,0.19,0.28,0.27,0.2,0.14,0.2,0.18,0.21,0.14,0.1,0.16,0.15,0.14,0.18,0.2,0.15,0.18,0.05
,,"1,1-ジクロロエタン", 　－,0.07,0.02,<0.02,<0.02,<0.02,<0.02,<0.02,<0.02,<0.02,<0.02,<0.02,<0.02,<0.02,<0.02,<0.02,<0.02,<0.02,<0.02,<0.02,<0.02,<0.02
,,四塩化炭素, 　－,0.12,0.04,0.54,0.54,0.54,0.55,0.55,0.55,0.56,0.56,0.55,0.45,0.46,0.54,0.54,0.5,0.53,0.54,0.53,0.54,0.55
,, ・斜体数字 は定量下限値未満検出下限値以上の値を、<は検出下限値未満を示す。,,,,,,,,,,,,,,,,,,,,,,
備考,,・基準値等の欄において、ベンゼン、トリクロロエチレン、テトラクロロエチレン及びジクロロメタンは、環境基準,,,,,,,,,,,,,,,,,,,,,,
,,"　アクリロニトリル、塩化ビニルモノマー、クロロホルム、1,2-ジクロロエタン、1,3-ブタジエン、ニッケル化合物、ヒ素化合物、マンガン化合物及び水銀化合物は、指針値",,,,,,,,,,,,,,,,,,,,,,
,,　その他は、参考値（WHO、EPA）,,,,,,,,,,,,,,,,,,,,,,
,,・八王子市片倉町及び大楽寺町は、八王子市が調査を実施。八王子市は、六価クロム化合物についての調査は不実施,,,,,,,,,,,,,,,,,,,,,,
