登録番号,名称,住所,緯度,経度,座標系,電話,古紙,金属,ガラス,古布,その他,その他内容
238,(有)藤井商店,大田区矢口3-11-11,35.559502,139.694366,JGD2011,03-3759-3866,,○,,,,
240,(株)西商店  第一瓶･缶センター,大田区京浜島2-14-1,35.568424,139.763901,JGD2011,03-3754-2411,,○,○,,,
244,(株)木下  東京大森事業所,大田区大森南2-9-17,35.56229,139.744568,JGD2011,03-5735-5771,○,,,,,
246,有明興業(株)  京浜島工場,大田区京浜島3-3-14,35.573097,139.763153,JGD2011,03-3790-2211,,○,,,,
253,東日紙商(株)  京浜支店,大田区東糀谷5-8-3,35.559944,139.745117,JGD2011,03-5735-7655,○,,,,,
279,(株)西商店  京浜島事業所,大田区京浜島2-14-14,35.568424,139.763901,JGD2011,03-5755-2441,○,○,,,,
285,品川運輸(株)  京浜島ﾘｻｲｸﾙｾﾝﾀｰﾘﾊﾞｰｽ2002,大田区京浜島2-15-5,35.569153,139.764435,JGD2011,03-5755-7230,,○,,,○,ﾍﾟｯﾄﾎﾞﾄﾙ
291,岩間茂隆  岩間商店,大田区京浜島2-12-15,35.569969,139.761841,JGD2011,03-3790-1166,,○,,,,
306,(株)西商店  第二瓶･缶センター,大田区京浜島3-3-7,35.573097,139.763153,JGD2011,03-3754-2411,,○,○,,○,ﾍﾟｯﾄﾎﾞﾄﾙ
342,(株)エコ・エイト  京浜島クリアセンター,大田区京浜島2-18-10,35.568932,139.767059,JGD2011,03-5755-8788,,,,,○,発泡ｽﾁﾛｰﾙ
344,(株)樋口常三郎商店  羽田ヤード,大田区東糀谷5-3-9,35.560612,139.745331,JGD2011,03-6423-6229,,○,,,,
365,成友興業(株)  城南島第一工場,大田区城南島3-3-3,35.579407,139.780426,JGD2011,03-3799-7000,,,,,○,がれき類
124,(株)シンエイメタル,世田谷区宇奈根1-6-1,35.618629,139.603897,JGD2011,03-3415-5515,,○,,,,
128,(株)中田  世田谷事業所,世田谷区大蔵1-2-6,35.635223,139.621933,JGD2011,03-3461-5910,○,,,,,
226,アサミカレット,世田谷区鎌田2-14-11,35.618912,139.613174,JGD2011,03-3700-1806,,,○,,,
304,(株)井上  リサイクルセンター,世田谷区船橋5-28-3,35.657154,139.624771,JGD2011,03-3304-8583,,○,○,,,
127,(株)中田,渋谷区恵比寿西2-6-6,35.65123,139.706802,JGD2011,03-3461-5910,○,,,,,
176,(株)平松商店,渋谷区幡ケ谷2-42-5,35.678211,139.67424,JGD2011,03-3378-5631,○,,,,,
7,(株)武蔵野,中野区弥生町2-50-8,35.690514,139.67038,JGD2011,03-3373-0610,,○,○,,,
27,栗原紙材(株)  中野事業所,中野区丸山2-5-9,35.724636,139.65358,JGD2011,03-3339-6783,○,,,,,
37,協和硝子(株),中野区本町3-1-4,35.693279,139.67746,JGD2011,03-3372-2456,,,○,,,
162,(株)加藤商店,中野区江古田4-29-15,35.724987,139.661896,JGD2011,03-3389-0389,○,,,,,
267,(株)恩田,中野区江古田4-31-4,35.724346,139.661591,JGD2011,03-3389-0296,○,○,,,,
40,(株)河内商店,杉並区西荻南3-22-6,35.703747,139.603958,JGD2011,03-3399-1879,,○,,,,
85,(株)丸三容器,杉並区和泉1-38-12,35.678822,139.657318,JGD2011,03-3328-1750,,○,○,,,
98,(株)梶谷商事,杉並区堀ノ内3-13-3,35.690456,139.649582,JGD2011,03-3315-4411,○,,,,,
172,(有)斉藤商店,杉並区天沼1-1-2,35.704826,139.627991,JGD2011,03-3391-7277,,,○,,,
179,足立明敏  足立商店,杉並区荻窪1-3-15,35.691696,139.61937,JGD2011,03-3398-2823,,○,○,,,
180,井出紙業(株),杉並区下高井戸3-25-10,35.671566,139.635559,JGD2011,03-3303-3341,○,,,,,
206,(株)高岡,杉並区阿佐谷北4-28-15,35.713039,139.63707,JGD2011,03-3337-6400,○,,,,,
227,網野容器(有),杉並区下高井戸3-1-3,35.669441,139.633667,JGD2011,03-3302-0363,,,○,,,
252,東日紙商(株)  高井戸支店,杉並区高井戸東4-8-4,35.688797,139.617691,JGD2011,03-5336-0522,○,,,,,
184,(株)井戸商店,豊島区巣鴨4-6-6,35.735485,139.73027,JGD2011,03-3918-0481,,○,,,,
333,(株)中谷紙業,豊島区高田1-20-7,35.714542,139.716187,JGD2011,03-3971-2978,○,,,,,
69,(株)たかまる商店,北区赤羽西2-2-3,35.772114,139.721542,JGD2011,03-3906-0811,,○,,,,
173,(有)鰐渕商事,北区上中里1-41-10,35.744671,139.746902,JGD2011,03-3910-1262,○,,,,,
175,(株)シマムラ,北区昭和町1-1-8,35.745796,139.756653,JGD2011,03-3894-7419,○,,,,,
183,(株)伊久美商店,北区滝野川7-48-11,35.741234,139.724579,JGD2011,03-3916-0387,,○,,,,
192,豊商産業(有),北区浮間4-12-5,35.789169,139.696594,JGD2011,03-3969-8671,○,,,,,
193,(有)篠原商店,北区滝野川5-53-3,35.749634,139.725876,JGD2011,03-3916-2244,,○,,,,
195,柄澤秀保,北区西ケ原3-20-14,35.744976,139.74176,JGD2011,03-3910-2681,○,,,,,
254,(有)佐々木商店,北区王子4-4-5,35.761272,139.733612,JGD2011,03-3911-3935,○,,,,,※休止中
301,(株)桂紙業  本社,北区桐ケ丘1-20-12,35.777943,139.703766,JGD2011,03-3906-1121,○,,,,,
336,(株)宏文社,北区豊島1-14-7,35.75843,139.73967,JGD2011,03-3911-2725,○,,,,,
14,(株)大久保  本店倉庫,荒川区東日暮里2-45-2,35.730141,139.783768,JGD2011,03-3807-6934,○,,,,,
101,(株)須賀,荒川区東日暮里2-28-11,35.728958,139.785263,JGD2011,03-3891-6224,○,,,,,
196,(株)久保田商店,荒川区東日暮里4-16-5,35.727699,139.78067,JGD2011,03-3891-2726,○,,,,,
197,(株)小湊,荒川区西日暮里6-20-4,35.735748,139.771347,JGD2011,03-3894-0061,○,,,,,
233,(有)斎民商店,荒川区東日暮里2-31-7,35.727909,139.785217,JGD2011,03-3801-0919,○,○,,,,
261,丸八金属(株),荒川区東日暮里1-12-3,35.731064,139.787979,JGD2011,03-3803-5818,,○,,,,
276,(有)杉沢正直商店,荒川区東日暮里2-25-7,35.730213,139.785141,JGD2011,03-3891-4571,○,,,,,
290,(株)ワタコー,荒川区東日暮里2-39-4,35.730667,139.784515,JGD2011,03-3807-7537,○,,,,,
298,(有)野村ゴム商店,荒川区東日暮里2-38-5,35.73016,139.784485,JGD2011,03-3801-1550,○,○,,,○,合成ｺﾞﾑ
308,(株)大島商店,荒川区東尾久1-5-6,35.739014,139.772705,JGD2011,03-3895-8852,○,○,,,○,廃ﾌﾟﾗｽﾁｯｸ類
313,(有)那須野商店,荒川区東日暮里3-3-17,35.73138,139.78273,JGD2011,03-3891-6252,○,○,,,○,廃ﾌﾟﾗｽﾁｯｸ類
314,近藤紙業,荒川区南千住6-51-3,35.735886,139.793427,JGD2011,03-3805-1076,○,,,,,
322,(株)シムラ  荒川工場,荒川区荒川8-23-3,35.740128,139.789902,JGD2011,03-3807-6655,○,○,,,,
328,(株)マンモスエコロジー  本社営業所,荒川区東日暮里2-33-14,35.728275,139.784332,JGD2011,03-3805-3277,○,,,,,
362,(株)廣田,荒川区東日暮里2-28-3,35.728958,139.785263,JGD2011,03-3891-0968,○,,,,,
28,栗原紙材(株)  板橋事業所,板橋区前野町3-32-7,35.768223,139.693405,JGD2011,03-3965-1691,○,,,,,
44,三弘紙業(株)  板橋営業所,板橋区大谷口北町6,35.750614,139.691391,JGD2011,03-3955-4166,○,,,,,
91,森本鐵鋼産業(株),板橋区小茂根2-22-10,35.749813,139.681137,JGD2011,03-3958-3408,,○,,,,
93,(株)工藤商店  高島平営業所,板橋区高島平6-2-6,35.790798,139.651169,JGD2011,03-3979-2101,○,,,,,
122,皆川商事(株)  東京営業所,板橋区舟渡1-9-10,35.790653,139.689514,JGD2011,03-3968-2427,○,,,,,
223,(有)川島商店,板橋区高島平9-25-8,35.790478,139.668198,JGD2011,03-3936-8600,○,,,,,
242,(株)関口商店  本店,板橋区東坂下1-14-9,35.782116,139.691544,JGD2011,03-3969-5406,,○,,,,
243,(株)関口商店  営業所,板橋区坂下1-4-5,35.779938,139.688049,JGD2011,03-3966-9276,,○,,,,
250,(有)石原商店  資源化センター,板橋区徳丸6-9-20,35.777489,139.664322,JGD2011,03-3963-0619,,○,○,,,
257,古田産商(株),板橋区舟渡1-7-23,35.791412,139.68837,JGD2011,03-3965-7671,○,,,,,
268,グリーンロジテック(株)  本社営業所,板橋区坂下3-34-3,35.78949,139.684204,JGD2011,03-5994-1237,○,,,,,※休止中
273,（株）鈴福,板橋区新河岸1-12-11,35.796066,139.6698,JGD2011,03-3965-2746,,○,,,,
286,(株)志賀商店,板橋区新河岸1-17-6,35.796051,139.66597,JGD2011,03-3936-0770,○,,,,,
293,木村鋼業(株)  東京板橋営業所,板橋区徳丸6-51-12,35.779758,139.66098,JGD2011,03-3932-3705,,○,,,,
309,(有)藤田商店,板橋区新河岸1-25-12,35.797394,139.665359,JGD2011,03-3550-1620,○,,,,,
346,(株)東方産業,板橋区三園2-6-26,35.792931,139.64119,JGD2011,03-3975-6262,,,,,○,がれき類
64,(株)古川商店,練馬区土支田2-3-1,35.758732,139.613678,JGD2011,03-3924-9591,,,○,,,
181,(株)市川商店,練馬区早宮3-12-18,35.750492,139.652649,JGD2011,03-3992-6136,○,,,,,
185,巴山龍雄,練馬区豊玉中3-23-13,35.733234,139.653061,JGD2011,03-3992-1087,○,○,,,,
186,(有)武田商会,練馬区西大泉町1-21-2,35.763412,139.566986,JGD2011,03-3923-1714,○,○,○,,,
241,紙材開発(株),練馬区高野台2-4-12,35.747242,139.622116,JGD2011,03-5393-9620,○,,,,,
1,(株)要興業  千住リサイクルセンター,足立区千住桜木2-18-11,35.755093,139.783585,JGD2011,03-3870-5339,,○,○,,,
8,(有)古橋商事,足立区梅田4-27-16,35.761623,139.791046,JGD2011,03-3886-3312,,○,,,,
15,(株)トベ商事  本社作業所,足立区入谷8-10-29,35.807178,139.75679,JGD2011,03-3897-1156,,○,○,,,
23,(株)やまたけ,足立区西新井4-9-1,35.786072,139.775604,JGD2011,03-3899-3737,,○,,,,
33,丸昭商事(株),足立区南花畑4-27-15,35.798397,139.817566,JGD2011,03-3885-5601,,○,,,,
41,美濃紙業(株)  本社,足立区千住緑町3-18-16,35.747707,139.791321,JGD2011,03-3882-4922,○,,,,,
43,(株)藁科商店,足立区関原3-1-5,35.76981,139.792023,JGD2011,03-3889-8855,○,,,,,
47,(株)増田商店  足立営業所,足立区東和5-2-20,35.774139,139.836914,JGD2011,03-3605-8664,○,,,,,
52,(株)新井商店  綾瀬営業所,足立区北加平町8-26,35.782597,139.830429,JGD2011,03-3605-7031,○,,,,,
53,(株)新井商店  入谷営業所,足立区入谷1-21-2,35.802795,139.766159,JGD2011,03-3857-4661,○,,,,,
70,(株)丸忠,足立区梅田5-27-10,35.771618,139.793915,JGD2011,03-3849-5161,○,,,,,
87,(有)松沢紙業,足立区保塚町6-4,35.784821,139.816071,JGD2011,03-3885-6152,○,,,,,
109,(株)長岡商店  舎人リサイクルセンター,足立区舎人1-22-8,35.807774,139.768005,JGD2011,03-3857-2340,○,,,,,
138,太誠産業(株)  足立工場,足立区南花畑4-1-21,35.79422,139.817627,JGD2011,03-5686-1901,,,,,○,ﾍﾟｯﾄﾎﾞﾄﾙ
144,(有)丸保商店,足立区竹の塚2-32-17,35.792149,139.797562,JGD2011,03-3883-4649,,○,,,,
156,(株)カネテツ,足立区入谷9-5-10,35.811333,139.757523,JGD2011,03-3899-1100,○,○,,,,
163,グリーンリサイクル(株),足立区宮城1-4-8,35.756783,139.753845,JGD2011,03-3927-9311,○,,,,,
178,(株)フクズミ,足立区本木1-5-19,35.762749,139.787262,JGD2011,03-3848-0888,,○,,,,
187,(有)つるや商店,足立区中川4-14-6,35.773075,139.845123,JGD2011,03-3605-1811,○,,,,,
204,(株)要興業  鹿浜リサイクルセンター,足立区堀之内1-14-15,35.776268,139.752243,JGD2011,03-5837-5341,,○,,,○,発泡ｽﾁﾛｰﾙ
205,(株)要興業  入谷リサイクルセンター,足立区入谷9-28-20,35.807976,139.754227,JGD2011,03-3898-5394,○,,,,,
211,(株)トベ商事  第7作業所,足立区入谷3-11-8,35.811497,139.759598,JGD2011,03-3897-1156,○,,,,○,廃ﾌﾟﾗｽﾁｯｸ類、紙くず、木（RDF化）
212,(株)トベ商事  第8作業所,足立区入谷9-4-5,35.811424,139.758392,JGD2011,03-3897-1156,,,,,○,廃ﾌﾟﾗｽﾁｯｸ類､ﾍﾟｯﾄﾎﾞﾄﾙ
214,(株)阿部商店,足立区柳原1-34-15,35.744427,139.813644,JGD2011,03-3882-0940,,○,,,,
219,(株)遠藤商店,足立区花畑1-14-1,35.799843,139.812347,JGD2011,03-3883-6479,○,○,○,,○,廃ﾌﾟﾗｽﾁｯｸ類
220,石崎商店(株)  梅田工場,足立区梅田3-20-8,35.764782,139.797729,JGD2011,03-3887-2009,○,,,,,
221,桜サービス(株),足立区皿沼3-16-11,35.793365,139.764557,JGD2011,03-3857-0023,○,,,,,
222,(株)トベ商事  第4作業所,足立区入谷8-6-7,35.80555,139.756317,JGD2011,03-3897-1156,,,○,,,
225,(株)丸十商店,足立区本木2-10-1,35.764347,139.785202,JGD2011,03-3849-7201,○,,○,,,
228,美濃紙業(株)  千住東営業所,足立区千住東2-23-23,35.746174,139.81044,JGD2011,03-5284-5722,○,,,,,
230,(株)丸豊,足立区入谷8-9-8,35.80777,139.75795,JGD2011,03-5837-0401,○,,,,,
232,中村商店,足立区綾瀬3-27-7,35.764851,139.828857,JGD2011,03-3606-5936,,○,,,,
237,(株)東京クリアセンター  リサイクル事業所,足立区入谷7-12-22,35.801933,139.757919,JGD2011,03-5561-1888,○,,,,,
247,(株)トベ商事  第3作業所,足立区入谷3-11-12,35.811497,139.759598,JGD2011,03-3897-1156,,,,,○,ﾍﾟｯﾄﾎﾞﾄﾙ
248,(有)鳥山商店,足立区梅田3-24-4,35.764477,139.796753,JGD2011,03-3886-7755,○,,,,,※休止中
249,(有)澤村紙業,足立区入谷7-22-20,35.796844,139.760803,JGD2011,03-3855-1156,○,,,,,
251,日本衛生(株),足立区入谷9-7-9,35.809555,139.757309,JGD2011,03-3853-6061,,○,○,,,
263,(有)丸保紙業,足立区椿1-2-1,35.777325,139.758621,JGD2011,03-3897-5603,○,,,,,
269,(株)斎藤商店  梅田営業所,足立区梅田6-7-10,35.767891,139.798508,JGD2011,03-3889-4391,○,,,,,
277,(株)利根川産業  入谷工場,足立区入谷8-3-22,35.805546,139.758591,JGD2011,03-3855-9977,○,○,○,,,
278,(株)那須商会  第二工場,足立区入谷7-22-5,35.796844,139.760803,JGD2011,03-5647-3830,,○,○,,○,ﾍﾟｯﾄﾎﾞﾄﾙ、発泡ｽﾁﾛｰﾙ
319,(株)長村紙業,足立区千住東1-11-7,35.743896,139.803513,JGD2011,03-3888-4424,○,,,,,
324,近藤商店,足立区西新井4-40-11,35.789562,139.772537,JGD2011,03-3855-5114,○,,,,,
341,(株)ヨシモリ  本社,足立区関原1-12-2,35.763634,139.789169,JGD2011,03-3848-2345,○,,,,,
348,(株)首都圏環境美化センター,足立区入谷9-21-19,35.810547,139.752136,JGD2011,03-3856-8144,,○,○,,○,ﾍﾟｯﾄﾎﾞﾄﾙ
351,(株)東京クリアセンター  リサイクルセンター,足立区入谷7-12-12,35.801933,139.757919,JGD2011,03-3854-4487,,○,○,,○,ﾍﾟｯﾄﾎﾞﾄﾙ、発泡ｽﾁﾛｰﾙ
354,(株)協栄清水商店  鹿浜リサイクルセンター,足立区鹿浜2-27-16,35.781796,139.750793,JGD2011,03-5838-1822,○,,,,,
355,(株)遠藤商店  足立エコセンター,足立区入谷8-9-1,35.80777,139.75795,JGD2011,03-5839-6479,○,○,○,,○,廃ﾌﾟﾗｽﾁｯｸ類
359,(株)トベ商事  第5作業所,足立区入谷8-12-4,35.805851,139.754486,JGD2011,03-3853-1818,○,,,,,
363,丸澤金属(株),足立区栗原3-27-4,35.781883,139.786011,JGD2011,03-3890-3252,,○,,,,
364,大谷清運(株)  リサイクルプラントリボーン,足立区入谷9-4-13,35.811424,139.758392,JGD2011,03-3600-5561,,○,,,,ﾍﾟｯﾄﾎﾞﾄﾙ
22,(有)小宮山商店,葛飾区白鳥1-10-3,35.745934,139.844315,JGD2011,03-3691-2376,,○,,,,
46,(株)増田商店,葛飾区立石2-23-17,35.737736,139.841599,JGD2011,03-3694-8824,○,,,,,
63,(株)樽味商会,葛飾区小菅2-8-17,35.750664,139.82431,JGD2011,03-3690-2194,,○,,,,
92,(株)真田,葛飾区東新小岩4-20-8,35.725346,139.864441,JGD2011,03-3696-1701,,,○,,,
94,(株)宮永兄弟商会,葛飾区四つ木5-6-13,35.740955,139.838882,JGD2011,03-3643-5880,,○,○,,,
108,(有)石橋商店,葛飾区白鳥2-3-18,35.749783,139.843201,JGD2011,03-3602-1522,○,,,,,
120,(株)山室  葛飾店,葛飾区奥戸3-10-4,35.734444,139.862885,JGD2011,03-3697-4076,○,,,,,
189,(有)丸正鉄工,葛飾区南水元2-21-10,35.779621,139.857758,JGD2011,03-3607-7102,,○,,,,
235,(株)環境整備  リサイクルセンター,葛飾区宝町2-18-5,35.745907,139.837112,JGD2011,03-3622-3081,,○,○,,,
236,(株)山勝,葛飾区奥戸6-20-4,35.731319,139.869812,JGD2011,03-3696-1766,,○,,,,
258,小岩興業(株),葛飾区奥戸8-13-4,35.735939,139.865829,JGD2011,03-3694-7886,,○,○,,,
274,高嶺清掃(株),葛飾区東立石3-5-1,35.734726,139.843094,JGD2011,03-3696-7111,,○,○,,,
339,(株)赤松商店,葛飾区堀切4-7-8,35.745815,139.825226,JGD2011,03-3697-4251,○,,,,,
18,(株)中島商店,江戸川区大杉2-22-12,35.702911,139.880539,JGD2011,03-3654-0137,,○,,,,※休止中
31,(株)鈴亀,江戸川区中央1-17-19,35.705864,139.870163,JGD2011,03-3653-7121,,○,,,,
34,(有)フルカワ,江戸川区南篠崎町4-23-4,35.699673,139.902283,JGD2011,03-3679-6281,○,,,,,
48,鐵甲金属(株),江戸川区大杉4-29-17,35.711552,139.881821,JGD2011,03-3655-1501,,○,,,,
79,(株)春江,江戸川区松江4-24-10,35.689644,139.870438,JGD2011,03-5662-5353,○,,,,,
96,(有)福田川商店,江戸川区南小岩5-3-14,35.723526,139.879807,JGD2011,03-3657-2434,○,○,○,,,
119,ｶﾜﾊﾗﾒﾀﾙ(株),江戸川区篠崎町4-17-1,35.699566,139.908569,JGD2011,03-3670-5251,,○,,,,
130,(株)伊藤信司商店  京葉営業所,江戸川区南篠崎町4-23-22,35.699673,139.902283,JGD2011,03-3670-2784,,○,,,,
132,(株)ヤハギ環境,江戸川区南葛西2-18-7,35.655132,139.875214,JGD2011,03-3689-3465,○,,,,,
136,(株)日成ストマック･トーキョー  本社工場,江戸川区東葛西3-17-15,35.668476,139.885406,JGD2011,03-5676-0555,○,○,,,,
