物質番号,適正管理化学物質名,報告数（件）,使用量（kg）,製造量（kg）,製品としての出荷量（kg）,環境への排出量（kg）,環境への排出量／大気（kg）,環境への排出量／公共用水域（kg）,環境への排出量／その他（kg）,事業所外への移動量（kg）,事業所外への移動量／廃棄物（kg）,事業所外への移動量／廃水(下水道）（kg）
2865,金属熱処理業,,,,,,,,,,,
2900,一般機械器具製造業,1,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3000,電気機械器具製造業（下の業種を除く）,2,887.0,0.0,0.0,37.0,37.0,0.0,0.0,0.0,0.0,0.0
3060,電子応用装置製造業,,,,,,,,,,,
3070,電気計測器製造業,,,,,,,,,,,
3100,輸送用機械器具製造業（下の業種を除く）,6,168480.0,0.0,44000.0,8485.4,8485.4,0.0,0.0,514.0,514.0,0.0
3120,鉄道車両・同部分品製造業,,,,,,,,,,,
3140,船舶製造・修理業・舶用機関製造業,,,,,,,,,,,
3200,精密機械器具製造業（下の業種を除く）,4,3820.0,0.0,0.0,788.0,788.0,0.0,0.0,3060.0,3060.0,0.0
3230,医療用機械器具・医療用品製造業,,,,,,,,,,,
3300,武器製造業,,,,,,,,,,,
3400,その他の製造業,,,,,,,,,,,
3500,電気業,2,250.0,860.0,0.0,1100.0,1100.0,0.0,0.0,10.0,10.0,0.0
3600,ガス業,1,220.0,0.0,220.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0
3700,熱供給業,,,,,,,,,,,
3810,上水道業,,,,,,,,,,,
3830,下水道業,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3900,鉄道業,,,,,,,,,,,
4400,倉庫業,1,420.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0
5132,石油卸売業,4,35275000.0,0.0,35373000.0,7593.0,7593.0,0.0,0.0,0.0,0.0,0.0
5930,燃料小売業,976,48720747.0,0.0,48384577.0,77144.2,77144.2,0.0,0.0,0.0,0.0,0.0
7200,洗濯・理容・浴場業（下の業種を除く）,,,,,,,,,,,
7211,普通洗濯業,,,,,,,,,,,
7213,リネンサプライ業,,,,,,,,,,,
7430,写真業,,,,,,,,,,,
7700,自動車整備業,11,288270.0,0.0,282800.0,1749.5,1749.5,0.0,0.0,358.0,358.0,0.0
7810,機械修理業,1,210.0,0.0,0.0,170.0,170.0,0.0,0.0,42.0,42.0,0.0
8632,環境計量証明業,10,5710.0,0.0,0.0,711.0,711.0,0.0,0.0,5030.0,4920.0,80.0
8700,廃棄物処理業（下の業種を除く）,1,510.0,0.0,510.0,1.3,1.3,0.0,0.0,0.0,0.0,0.0
8710,一般廃棄物処理業,1,420.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0
8716,ごみ処分業,,,,,,,,,,,
8722,産業廃棄物処分業,,,,,,,,,,,
8724,特別産業廃棄物処分業,1,1200.0,0.0,0.0,93.0,93.0,0.0,0.0,0.0,0.0,0.0
8800,医療業,3,1230.0,0.0,0.0,50.0,50.0,0.0,0.0,1180.0,1180.0,0.0
9100,教育,36,87450.0,0.0,340.0,9240.2,9240.3,0.1,0.0,65820.0,65420.0,441.4
9210,自然科学研究所,15,36950.0,0.0,0.0,5346.5,5346.5,0.0,0.0,30653.0,30653.0,2.5
9999,分類不明,1,640.0,0.0,0.0,13.0,13.0,0.0,0.0,630.0,610.0,14.0
,総計,1114,84662549.0,860.0,84101662.0,158995.5,158995.6,0.1,0.0,113953.5,113373.5,588.0
注）事業者（適正管理化学物質年間取扱量100kg以上）から、有効数字2桁（小数点以下第2位を四捨五入し第1位まで）で報告されている。,,,,,,,,,,,,
