年次,Year,地域階層,地域コード,地域,District,施設数 Facilities／総数 Total,施設数 Facilities／公立 Public,施設数 Facilities／私立 Private,児童定員 Capacity／総数 Total,児童定員 Capacity／公立 Public,児童定員 Capacity／私立 Private,入所児童数 Children enrolled／総数 Total,入所児童数 Children enrolled／公立 Public,入所児童数 Children enrolled／私立 Private
令和3,2021,2,13119,板橋区,Itabashi-ku,138,38,100,12378,3679,8699,11765,3420,8345
令和3,2021,2,13120,練馬区,Nerima-ku,184,60,124,15986,6681,9305,15428,6543,8885
令和3,2021,2,13121,足立区,Adachi-ku,154,42,112,14201,4290,9911,12179,3757,8422
令和3,2021,2,13122,葛飾区,Katsushika-ku,124,38,86,11867,4331,7536,10261,3902,6359
令和3,2021,2,13123,江戸川区,Edogawa-ku,137,33,104,13956,3627,10329,12899,3315,9584
令和3,2021,1,13200,市部,All shi,882,139,743,86256,13716,72540,82255,13307,68948
令和3,2021,2,13201,八王子市,Hachioji-shi,96,15,81,9670,1113,8557,9608,1111,8497
令和3,2021,2,13202,立川市,Tachikawa-shi,36,6,30,3881,663,3218,3758,599,3159
令和3,2021,2,13203,武蔵野市,Musashino-shi,35,4,31,2964,402,2562,2735,402,2333
令和3,2021,2,13204,三鷹市,Mitaka-shi,47,13,34,4094,1176,2918,3892,1164,2728
令和3,2021,2,13205,青梅市,Ome-shi,32,-,32,3329,-,3329,2815,3,2812
令和3,2021,2,13206,府中市,Fuchu-shi,58,13,45,5770,1288,4482,5443,1211,4232
令和3,2021,2,13207,昭島市,Akishima-shi,22,-,22,2691,-,2691,2615,-,2615
令和3,2021,2,13208,調布市,Chofu-shi,71,9,62,6180,855,5325,5931,843,5088
令和3,2021,2,13209,町田市,Machida-shi,74,5,69,6828,527,6301,6453,504,5949
令和3,2021,2,13210,小金井市,Koganei-shi,39,5,34,3344,592,2752,2898,520,2378
令和3,2021,2,13211,小平市,Kodaira-shi,44,9,35,3617,1046,2571,3644,1059,2585
令和3,2021,2,13212,日野市,Hino-shi,38,10,28,3969,1025,2944,3945,956,2989
令和3,2021,2,13213,東村山市,Higashimurayama-shi,22,5,17,2276,520,1756,2406,555,1851
令和3,2021,2,13214,国分寺市,Kokubunji-shi,40,3,37,3383,367,3016,3107,367,2740
令和3,2021,2,13215,国立市,Kunitachi-shi,19,3,16,1623,316,1307,1537,287,1250
令和3,2021,2,13218,福生市,Fussa-shi,14,-,14,1357,-,1357,1301,-,1301
令和3,2021,2,13219,狛江市,Komae-shi,21,4,17,2034,439,1595,1917,433,1484
令和3,2021,2,13220,東大和市,Higashiyamato-shi,16,1,15,1979,105,1874,1824,76,1748
令和3,2021,2,13221,清瀬市,Kiyose-shi,15,4,11,1372,297,1075,1276,251,1025
令和3,2021,2,13222,東久留米市,Higashikurume-shi,22,8,14,2295,807,1488,2197,787,1410
令和3,2021,2,13223,武蔵村山市,Musashimurayama-shi,13,1,12,2009,146,1863,1807,131,1676
令和3,2021,2,13224,多摩市,Tama-shi,23,1,22,2716,118,2598,2421,104,2317
令和3,2021,2,13225,稲城市,Inagi-shi,18,1,17,2251,88,2163,2077,88,1989
令和3,2021,2,13227,羽村市,Hamura-shi,12,-,12,1125,-,1125,1147,2,1145
令和3,2021,2,13228,あきる野市,Akiruno-shi,15,3,12,1779,200,1579,1654,136,1518
令和3,2021,2,13229,西東京市,Nishitokyo-shi,40,16,24,3720,1626,2094,3847,1718,2129
令和3,2021,1,13300,郡部,All gun,17,2,15,1413,230,1183,1238,191,1047
令和3,2021,1,13350,島部,All islands,13,11,2,1056,936,120,642,526,116
,,,,,,,,,,,,,,
東京都統計年鑑（令和3年）TOKYO STATISTICAL YEARBOOK ( 2021 )　18  社会保障 18  SOCIAL SECURITY,,,,,,,,,,,,,,
18-4  地域別保育所の状況（平成29～令和3年） 18-4  CHILDREN DAY CARE CENTERS BY DISTRICT ( 2017-2021 ) ,,,,,,,,,,,,,,
各年4月1日現在。休止中の施設を除く。 ,,,,,,,,,,,,,,
As of April 1 of the year noted．Figures exclude facilities currently inactive.,,,,,,,,,,,,,,
資料：都福祉保健局総務部総務課 「福祉・衛生統計年報」 Source: Bureau of Social Welfare and Public Health， TMG    ,,,,,,,,,,,,,,
地域階層（0:東京都　1:区部・市部・郡部・島部　2:区市),,,,,,,,,,,,,,
