年度,Fiscal year,地域階層,地域コード,項番 Item number,地域,District,ごみ Refuse volume／排出量 Discharged／総計 Total (t),ごみ Refuse volume／排出量 Discharged／収集量及び持込量 Volume collected and carried-in／計 Total (t),ごみ Refuse volume／排出量 Discharged／収集量及び持込量 Volume collected and carried-in／可燃ごみ Combustibles (t),ごみ Refuse volume／排出量 Discharged／収集量及び持込量Volume collected and carried-in／不燃ごみ Non-combustibles (t),ごみ Refuse volume／排出量 Discharged／収集量及び持込量 Volume collected and carried-in／粗大ごみ Large-sized refuse (t),ごみ Refuse volume／排出量 Discharged／収集量及び持込量 Volume collected and carried-in／資源ごみ Recyclable refuse (t),ごみ Refuse volume／排出量 Discharged／収集量及び持込量 Collected and carried-in refuse／有害ごみ Toxic refuse (t),ごみ Refuse volume／排出量 Discharged／集団回収量 Group-collection recyclables (t),ごみ Refuse volume／排出量 Discharged／ピックアップ回収量 Recyclables recovered from refuse (t),ごみ Refuse volume／中間処分量 Intermediate disposal／焼却 Incinerated (t),ごみ Refuse volume／中間処分量 Intermediate disposal／その他 Others (t),ごみ Refuse volume／最終処分量 Final disposal (t),ごみ Refuse volume／総資源化量 Total recycled amount (t),し尿 Human waste／排出量 Discharged (kl),し尿 Human waste／処分量 Disposed (kl)
令和2,2020,2,13206,6,府中市,Fuchu-shi,65031,60015,37680,3703,2644,15894,94,5016,-,44148,22335,-,25890,259,259
令和2,2020,2,13207,7,昭島市,Akishima-shi,31722,30594,20875,1479,1405,6789,46,1128,-,22693,9783,-,11690,603,603
令和2,2020,2,13208,8,調布市,Chofu-shi,63008,59352,35120,3655,1909,18573,95,3655,-,40351,23202,-,26760,343,343
令和2,2020,2,13209,9,町田市,Machida-shi,121363,111369,83212,8070,3281,16650,156,9994,-,92139,28172,-,38660,6875,6875
令和2,2020,2,13210,10,小金井市,Koganei-shi,29519,28135,13855,4011,1084,9139,46,1384,-,14270,14222,-,14905,74,74
令和2,2020,2,13211,11,小平市,Kodaira-shi,49090,47158,31962,1818,1436,11865,77,1932,-,32961,15198,-,17195,229,229
令和2,2020,2,13212,12,日野市,Hino-shi,45142,44081,27195,5461,1635,9721,69,1061,-,31027,16022,-,17398,5650,5650
令和2,2020,2,13213,13,東村山市,Higashimurayama-shi,38740,36710,23626,2178,1709,9142,55,2030,-,23958,13084,-,16742,226,226
令和2,2020,2,13214,14,国分寺市,Kokubunji-shi,32232,29261,16942,1866,1102,9305,46,2971,-,18742,12319,-,15171,162,162
令和2,2020,2,13215,15,国立市,Kunitachi-shi,20500,19474,12931,726,727,5058,32,1026,-,14510,6553,-,7732,145,145
令和2,2020,2,13218,16,福生市,Fussa-shi　,16220,15656,10544,560,707,3823,22,564,-,11693,5112,-,5561,92,92
令和2,2020,2,13219,17,狛江市,Komae-shi,21205,20261,13848,895,605,4862,51,944,-,15034,6413,-,7907,54,54
令和2,2020,2,13220,18,東大和市,Higashiyamato-shi,21550,20668,14845,811,438,4540,34,882,-,15128,5823,-,8010,243,243
令和2,2020,2,13221,19,清瀬市,Kiyose-shi,19597,18680,12415,1614,173,4449,29,917,-,13854,6265,-,7322,196,196
令和2,2020,2,13222,20,東久留米市,Higashikurume-shi,32846,30286,20422,2186,313,7327,38,2560,-,22419,9700,-,13034,229,229
令和2,2020,2,13223,21,武蔵村山市,Musashimurayama-shi,20801,20523,14557,1031,472,4435,28,278,-,15039,5967,-,7372,152,152
令和2,2020,2,13224,22,多摩市,Tama-shi,41236,38068,28554,922,1533,7005,54,3168,-,30599,9514,-,14513,285,285
令和2,2020,2,13225,23,稲城市,Inagi-shi,24621,23227,17586,1245,638,3699,59,1394,-,19181,5641,-,7642,1498,1498
令和2,2020,2,13227,24,羽村市,Hamura-shi,16904,16175,10834,453,734,4132,22,729,-,11812,5341,-,6137,534,534
令和2,2020,2,13228,25,あきる野市,Akiruno-shi,25464,23724,18002,438,1117,4130,37,1740,-,19531,5722,1088,8436,4712,4712
令和2,2020,2,13229,26,西東京市,Nishitokyo-shi,51742,48973,30230,3908,678,14096,61,2769,-,33896,18743,-,21587,381,381
令和2,2020,1,13300,,郡部,All gun,19552,18946,13743,552,905,3719,27,606,-,15076,5106,365,5968,3023,3023
令和2,2020,2,13303,1,瑞穂町,Mizuho-machi,11375,11164,7749,391,497,2510,17,211,-,8529,3415,-,3600,1297,1297
令和2,2020,2,13305,2,日の出町,Hinode-machi,5469,5075,4110,97,221,641,6,394,-,4410,965,246,1627,332,332
令和2,2020,2,13307,3,檜原村,Hinohara-mura,854,853,582,17,80,174,-,1,-,679,174,38,159,437,437
令和2,2020,2,13308,4,奥多摩町,Okutama-machi,1854,1854,1302,47,107,394,4,-,-,1458,552,81,582,957,957
令和2,2020,1,13350,,島部,All islands,13999,13998,9899,951,1589,1517,42,1,-,9982,3556,2769,1835,24853,24853
令和2,2020,2,13361,1,大島町,Oshima-machi,3389,3389,2649,174,181,380,5,-,-,2664,740,579,360,8859,8859
令和2,2020,2,13362,2,利島村,Toshima-mura,77,77,65,4,-,8,-,-,-,65,8,7,20,568,568
令和2,2020,2,13363,3,新島村,Niijima-mura,1720,1720,1239,421,8,52,-,-,-,1239,52,509,52,1505,1505
令和2,2020,2,13364,4,神津島村,Kouzushima-mura,1940,1940,1331,34,531,44,-,-,-,1342,609,936,118,497,497
令和2,2020,2,13381,5,三宅村,Miyake-mura,1323,1323,1074,111,138,-,-,-,-,1117,249,207,188,2235,2235
令和2,2020,2,13382,6,御蔵島村,Mikurajima-mura,278,278,249,7,12,9,1,-,-,249,22,29,9,72,72
令和2,2020,2,13401,7,八丈町,Hachijo-machi,4090,4090,2653,185,684,560,8,-,-,2653,1339,369,647,10378,10378
令和2,2020,2,13402,8,青ヶ島村,Aogashima-mura,92,92,50,15,6,20,1,-,-,51,28,3,20,245,245
令和2,2020,2,13421,9,小笠原村,Ogasawara-mura,1090,1089,589,-,29,444,27,1,-,602,509,130,421,494,494
,,,,,,,,,,,,,,,,,,,,,
東京都統計年鑑（令和3年）TOKYO STATISTICAL YEARBOOK ( 2021 )　19  医療・衛生・環境 19  MEDICAL CARE， SANITATION， AND ENVIRONMENT,,,,,,,,,,,,,,,,,,,,,
19-9  ごみ ・ し尿 (平成30～令和2年度) 19-9  REFUSE AND HUMAN WASTE ( Fiscal years 2018-2020 ),,,,,,,,,,,,,,,,,,,,,
資料：都環境局資源循環推進部一般廃棄物対策課「東京都区市町村清掃事業年報」 Source: Bureau of Environment， TMG        ,,,,,,,,,,,,,,,,,,,,,
地域階層（0:東京都　1:区部・市部・郡部・島部　2:区市町村),,,,,,,,,,,,,,,,,,,,,
