年度平均,Fiscal year average,地域階層,地域コード,地域,District,被保護世帯数 Households assisted 1),生活扶助 Livelihood assistance,住宅扶助 Housing assistance,教育扶助 Education assistance,介護扶助 LTC assistance,医療扶助 Medical assistance,出産扶助 Maternity assistance,生業扶助 Occupational assistance,葬祭扶助 Funeral assistance,被保護人員数 Persons assisted(人 persons)
令和2,2020,2,13223,武蔵村山市,Musashimurayama-shi,1217,1465,1535,93,354,1402,0,46,3,1688
令和2,2020,2,13224,多摩市,Tama-shi,1890,1031,1077,64,265,1068,-,13,4,2471
令和2,2020,2,13225,稲城市,Inagi-shi,871,1579,1673,87,317,1430,-,56,5,1128
令和2,2020,2,13227,羽村市,Hamura-shi,651,741,781,41,173,698,-,21,3,856
令和2,2020,2,13228,あきる野市,Akiruno-shi,694,535,569,27,119,578,0,17,1,954
令和2,2020,2,13229,西東京市,Nishitokyo-shi,3139,591,546,39,149,593,-,18,1,4032
令和2,2020,1,13300,郡部,All gun,711,568,542,32,155,624,-,19,1,989
令和2,2020,1,13350,島部,All islands,433,363,274,4,144,389,0,2,1,494
,,,,,,,,,,,,,,,
東京都統計年鑑（令和3年）TOKYO STATISTICAL YEARBOOK ( 2021 )　18  社会保障 18  SOCIAL SECURITY,,,,,,,,,,,,,,,
18-2  地域別被保護世帯数（平成28～令和2年度 年度平均） 18-2  HOUSEHOLDS ASSISTED BY DISTRICT ( Annual Averages of Fiscal Years 2016-2020 ),,,,,,,,,,,,,,,
この数字は各地区別に平均し，集計した数字なので総数とは必ずしも一致しない。,,,,,,,,,,,,,,,
Figures are averaged by district and so may not add up to the totals provided.,,,,,,,,,,,,,,,
注 1) 「被保護世帯数」には保護停止中の世帯，「被保護人員数」には保護停止中の人員を含む。,,,,,,,,,,,,,,,
"Note: 1) The numbers of ""Households assisted"" and ""Persons assisted"" include households/persons for whom welfare benefits are currently discontinued.",,,,,,,,,,,,,,,
資料：都福祉保健局総務部総務課 「福祉・衛生統計年報」 Source: Bureau of Social Welfare and Public Health， TMG ,,,,,,,,,,,,,,,
地域階層（0:東京都　1:区部・市部・郡部・島部　2:区市),,,,,,,,,,,,,,,
（単位　世帯）(Value in households),,,,,,,,,,,,,,,
