年度,Fiscal year,地域階層,地域コード,地域,District,総数 Total,大気汚染 Air pollution,水質汚濁 Water pollution,土壌汚染 Soil pollution,騒音 Noises,振動 Vibration,地盤沈下 Ground subsidence,悪臭 Offensive odors,典型7公害以外計 Other pollution
令和3,2021,2,13201,八王子市,Hachioji-shi,224,73,15,-,103,8,-,22,3
令和3,2021,2,13202,立川市,Tachikawa-shi,52,13,-,-,25,2,-,7,5
令和3,2021,2,13203,武蔵野市,Musashino-shi,82,4,-,-,55,13,-,10,-
令和3,2021,2,13204,三鷹市,Mitaka-shi,144,29,-,-,67,15,-,31,2
令和3,2021,2,13205,青梅市,Ome-shi,106,59,1,-,39,-,-,7,-
令和3,2021,2,13206,府中市,Fuchu-shi,152,42,-,-,69,5,-,28,8
令和3,2021,2,13207,昭島市,Akishima-shi,39,2,-,-,1,-,-,-,36
令和3,2021,2,13208,調布市,Chofu-shi,77,2,-,-,56,1,-,17,1
令和3,2021,2,13209,町田市,Machida-shi,191,59,10,-,64,21,1,34,2
令和3,2021,2,13210,小金井市,Koganei-shi,36,5,-,-,16,4,-,7,4
令和3,2021,2,13211,小平市,Kodaira-shi,87,29,-,-,39,11,-,8,-
令和3,2021,2,13212,日野市,Hino-shi,207,47,5,-,61,3,-,25,66
令和3,2021,2,13213,東村山市,Higashimurayama-shi,24,4,-,-,7,-,-,12,1
令和3,2021,2,13214,国分寺市,Kokubunji-shi,128,25,-,-,80,3,-,17,3
令和3,2021,2,13215,国立市,Kunitachi-shi,66,2,-,-,34,2,-,22,6
令和3,2021,2,13218,福生市,Fussa-shi,112,5,-,-,20,-,-,8,79
令和3,2021,2,13219,狛江市,Komae-shi,77,3,-,-,25,2,-,3,44
令和3,2021,2,13220,東大和市,Higashiyamato-shi,85,10,8,-,17,-,-,11,39
令和3,2021,2,13221,清瀬市,Kiyose-shi,89,1,1,-,29,4,-,15,39
令和3,2021,2,13222,東久留米市,Higashikurume-shi,190,50,9,1,73,2,-,9,46
令和3,2021,2,13223,武蔵村山市,Musashimurayama-shi,47,6,-,-,30,1,-,8,2
令和3,2021,2,13224,多摩市,Tama-shi,31,5,2,-,21,1,-,2,-
令和3,2021,2,13225,稲城市,Inagi-shi,24,1,1,-,9,1,-,5,7
令和3,2021,2,13227,羽村市,Hamura-shi,46,1,3,-,20,-,-,21,1
令和3,2021,2,13228,あきる野市,Akiruno-shi,148,6,-,1,23,-,-,17,101
令和3,2021,2,13229,西東京市,Nishitokyo-shi,75,16,1,-,38,9,-,11,-
令和3,2021,1,13300,郡部,All gun,85,19,2,-,20,-,-,12,32
令和3,2021,2,13303,瑞穂町,Mizuho-machi,43,18,1,-,16,-,-,8,-
令和3,2021,2,13305,日の出町,Hinode-machi,42,1,1,-,4,-,-,4,32
令和3,2021,2,13307,檜原村,Hinohara-mura,-,-,-,-,-,-,-,-,-
令和3,2021,2,13308,奥多摩町,Okutama-machi,-,-,-,-,-,-,-,-,-
令和3,2021,1,13350,島部,All islands,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,
東京都統計年鑑（令和3年）TOKYO STATISTICAL YEARBOOK ( 2021 )　19  医療・衛生・環境 19  MEDICAL CARE， SANITATION， AND ENVIRONMENT,,,,,,,,,,,,,,
19-11 公害の種類別苦情件数（平成29～令和3年度） 19-11 COMPLAINTS ABOUT POLLUTIONS BY KIND  ( Fiscal Years 2017-2021 ),,,,,,,,,,,,,,
資料：都環境局総務部総務課 Source: Bureau of Environment， TMG,,,,,,,,,,,,,,
地域階層（0:東京都　1:区部・市部・郡部・島部　2:区市町村),,,,,,,,,,,,,,
