年末,End of year,地域階層,地域コード,項番 Item number,地域,District,医師数 Physicians／総数 Total,医師数 Physicians／医療施設の従事者 Medical institution personnel,医師数 Physicians／医療施設の従事者 Medical institution personnel／病院の開設者又は法人の代表者 Hospital founder or president,医師数 Physicians／医療施設の従事者 Medical institution personnel／病院(医育機関附属の病院を除く)の勤務者 Hospital employees (excluding university hospitals),医師数 Physicians／医療施設の従事者 Medical institution personnel／医育機関附属の病院の勤務者 University hospital employees,医師数 Physicians／医療施設の従事者 Medical institution personnel／診療所の開設者又は法人の代表者 Clinic founder or president,医師数 Physicians／医療施設の従事者 Medical institution personnel／診療所の勤務者 Clinic employee,医師数 Physicians／介護老人保健施設の従事者 Long-term care health facility personnel,医師数 Physicians／介護老人保健施設の従事者 Long-term care health facility personnel／介護老人保健施設の開設者又は法人の代表者 Long-term care health facility founder or president,医師数 Physicians／介護老人保健施設の従事者 Long-term care health facility personnel／介護老人保健施設の勤務者 Long-term care health facility employee,医師数 Physicians／介護医療院の従事者 Long-term care medical institution personnel 1),医師数 Physicians／医療施設・介護老人保健施設・介護医療院以外の従事者 Personnel other than those in medical institutions， long-term care health facilities and long-term care medical institutions.,医師数 Physicians／その他 Others,医師数 Physicians／不詳/Unknown,歯科医師 Dentist,看護師 Nurse,准看護師 Assistant nurses,薬剤師 Pharmacist,人口10万人あたりの医師数 The number of physicians per population of 100000
令和2,2020,2,13201,1,八王子市,Hachioji-shi,1172,1122,24,325,357,249,167,8,1,7,3,35,4,-,403,4753,928,1608,202.3
令和2,2020,2,13202,2,立川市,Tachikawa-shi,662,646,4,400,-,120,122,2,-,2,-,12,2,-,225,2201,166,568,360.6
令和2,2020,2,13203,3,武蔵野市,Musashino-shi,545,529,8,283,-,159,79,3,-,3,-,4,9,-,217,1537,104,553,363
令和2,2020,2,13204,4,三鷹市,Mitaka-shi,1076,1022,5,133,730,107,47,6,1,5,1,38,9,-,145,2589,124,495,550.7
令和2,2020,2,13205,5,青梅市,Ome-shi,331,326,8,243,-,49,26,3,-,3,-,1,1,-,86,1556,486,283,247.9
令和2,2020,2,13206,6,府中市,Fuchu-shi,985,962,9,737,2,130,84,5,-,5,-,15,3,-,233,3555,217,1005,374.8
令和2,2020,2,13207,7,昭島市,Akishima-shi,205,196,5,127,-,40,24,8,1,7,-,1,-,-,106,1069,150,269,179.9
令和2,2020,2,13208,8,調布市,Chofu-shi,338,325,7,110,-,145,63,4,-,4,-,4,5,-,217,1267,173,548,139.3
令和2,2020,2,13209,9,町田市,Machida-shi,646,624,14,277,-,223,110,4,-,4,2,11,5,-,327,3032,474,1084,149.9
令和2,2020,2,13210,10,小金井市,Koganei-shi,162,158,2,64,-,64,28,-,-,-,-,1,3,-,113,652,96,271,128.5
令和2,2020,2,13211,11,小平市,Kodaira-shi,574,514,1,367,2,103,41,4,1,3,-,52,4,-,130,1981,195,465,288.8
令和2,2020,2,13212,12,日野市,Hino-shi,255,238,4,99,-,88,47,6,-,6,-,9,2,-,108,968,196,400,133.9
令和2,2020,2,13213,13,東村山市,Higashimurayama-shi,300,286,6,192,1,67,20,5,1,4,-,5,4,-,107,1416,232,398,197.6
令和2,2020,2,13214,14,国分寺市,Kokubunji-shi,131,123,3,9,-,85,26,2,-,2,-,-,6,-,103,438,69,251,101.4
令和2,2020,2,13215,15,国立市,Kunitachi-shi,113,100,2,10,-,63,25,6,1,5,1,3,3,-,94,311,53,197,146.5
令和2,2020,2,13218,16,福生市,Fussa-shi,132,129,1,79,-,33,16,1,1,-,-,2,-,-,39,538,121,163,234
令和2,2020,2,13219,17,狛江市,Komae-shi,292,292,1,8,218,48,17,-,-,-,-,-,-,-,51,688,43,184,344.5
令和2,2020,2,13220,18,東大和市,Higashiyamato-shi,137,134,-,71,-,38,25,2,1,1,-,-,1,-,57,604,65,213,163.3
令和2,2020,2,13221,19,清瀬市,Kiyose-shi,243,233,6,177,-,29,21,3,2,1,-,7,-,-,44,1169,164,322,318.9
令和2,2020,2,13222,20,東久留米市,Higashikurume-shi,104,97,3,27,-,47,20,2,-,2,-,1,4,-,66,361,105,226,90.2
令和2,2020,2,13223,21,武蔵村山市,Musashimurayama-shi,133,123,4,97,-,19,3,1,-,1,-,9,-,-,35,715,68,164,187.8
令和2,2020,2,13224,22,多摩市,Tama-shi,461,448,1,168,120,78,81,2,-,2,-,10,1,-,123,1848,164,447,313.7
令和2,2020,2,13225,23,稲城市,Inagi-shi,145,143,2,81,-,39,21,1,-,1,-,-,1,-,70,654,61,210,155.7
令和2,2020,2,13227,24,羽村市,Hamura-shi,44,42,1,6,-,22,13,1,-,1,-,1,-,-,60,252,66,69,81
令和2,2020,2,13228,25,あきる野市,Akiruno-shi,122,119,2,65,1,31,20,1,-,1,-,1,1,-,60,581,118,126,153.9
令和2,2020,2,13229,26,西東京市,Nishitokyo-shi,290,277,3,132,-,111,31,4,-,4,-,4,5,-,141,1210,190,527,139.8
令和2,2020,1,13300,,郡部,All gun,52,44,2,20,-,10,12,5,-,5,-,3,-,-,18,332,141,57,93.7
令和2,2020,2,13303,1,瑞穂町,Mizuho-machi,23,18,1,3,-,7,7,3,-,3,-,2,-,-,12,100,58,27,72.4
令和2,2020,2,13305,2,日の出町,Hinode-machi,18,16,1,12,-,2,1,2,-,2,-,-,-,-,4,200,68,24,106.1
令和2,2020,2,13307,3,檜原村,Hinohara-mura,2,1,-,-,-,-,1,-,-,-,-,1,-,-,1,3,5,-,99.9
令和2,2020,2,13308,4,奥多摩町,Okutama-machi,9,9,-,5,-,1,3,-,-,-,-,-,-,-,1,29,10,6,189.5
令和2,2020,1,13350,,島部,All islands,31,27,-,5,-,3,19,-,-,-,-,4,-,-,17,157,25,21,126.7
,,,,,,,,,,,,,,,,,,,,,,,,,
東京都統計年鑑（令和3年）TOKYO STATISTICAL YEARBOOK ( 2021 )　19  医療・衛生・環境 19  MEDICAL CARE， SANITATION， AND ENVIRONMENT,,,,,,,,,,,,,,,,,,,,,,,,,
19-2 地域別医療従事者数 (平成22～令和2年末) 19-2  MEDICAL PERSONNEL BY DISTRICT ( End of 2010-2020 ）,,,,,,,,,,,,,,,,,,,,,,,,,
この表は医師法，歯科医師法，保健師助産師看護師法による届出により集計したものであり，就業地による。 ,,,,,,,,,,,,,,,,,,,,,,,,,
The table tabulates figures reported under the Medical Practitioners Act， Dental Practitioners Act， Act on Public Health Nurses， Midwives and Nurses， and is compiled by workplace. ,,,,,,,,,,,,,,,,,,,,,,,,,
注 1) 平成30年4月の介護保険法の改正により新たに創設された。,,,,,,,,,,,,,,,,,,,,,,,,,
Note: 1) Newly established in April 2018 with the amendment of the Long-Term Care Insurance Act.,,,,,,,,,,,,,,,,,,,,,,,,,
資料：都福祉保健局総務部総務課「医師・歯科医師・薬剤師統計　東京都集計結果報告」，医療政策部医療人材課「看護師等業務従事者届集計報告」 Source: Bureau of Social Welfare and Public Health， TMG,,,,,,,,,,,,,,,,,,,,,,,,,
地域階層（0:東京都　1:区部・市部・郡部・島部　2:区市町村),,,,,,,,,,,,,,,,,,,,,,,,,
