年度末,End of fiscal year,地域階層,地域コード,地域,District,合計 Total／計 Total,合計 Total／計 Total／全部支給 Full payment,合計 Total／計 Total／一部支給 Partial payment,合計 Total／停止 Discontinued,都道府県知事支給対象者 Covered by Prefecture／計 Total,都道府県知事支給対象者 Covered by Prefecture／計 Total／全部支給 Full payment,都道府県知事支給対象者 Covered by Prefecture／計 Total／一部支給 Partial payment,都道府県知事支給対象者 Covered by Prefecture／停止 Discontinued,国支給対象者 Covered by the State／計 Total,国支給対象者 Covered by the State／計 Total／全部支給 Full payment,国支給対象者 Covered by the State／計 Total／一部支給 Partial payment,国支給対象者 Covered by the State／停止 Discontinued
平成27,2015,2,13215,国立市,Kunitachi-shi,424,217,207,78,424,217,207,78,-,-,-,-
平成27,2015,2,13218,福生市,Fussa-shi,568,311,257,96,568,311,257,96,-,-,-,-
平成27,2015,2,13219,狛江市,Komae-shi,364,159,205,89,364,159,205,89,-,-,-,-
平成27,2015,2,13220,東大和市,Higashiyamato-shi,691,404,287,78,691,404,287,78,-,-,-,-
平成27,2015,2,13221,清瀬市,Kiyose-shi,645,335,310,105,645,335,310,105,-,-,-,-
平成27,2015,2,13222,東久留米市,Higashikurume-shi,867,480,387,148,867,480,387,148,-,-,-,-
平成27,2015,2,13223,武蔵村山市,Musashimurayama-shi,787,456,331,81,787,456,331,81,-,-,-,-
平成27,2015,2,13224,多摩市,Tama-shi,972,491,481,255,972,491,481,255,-,-,-,-
平成27,2015,2,13225,稲城市,Inagi-shi,490,245,245,145,490,245,245,145,-,-,-,-
平成27,2015,2,13227,羽村市,Hamura-shi,471,238,233,101,471,238,233,101,-,-,-,-
平成27,2015,2,13228,あきる野市,Akiruno-shi,677,350,327,106,677,350,327,106,-,-,-,-
平成27,2015,2,13229,西東京市,Nishitokyo-shi,1081,579,502,197,1081,579,502,197,-,-,-,-
平成27,2015,1,13300,郡部,All gun,554,297,257,99,554,297,257,99,-,-,-,-
平成27,2015,1,13350,島部,All islands,195,87,108,50,195,87,108,50,-,-,-,-
,,,,,,,,,,,,,,,,,
東京都統計年鑑（平成27年）TOKYO STATISTICAL YEARBOOK ( 2015 )　18  社会保障 18  SOCIAL SECURITY,,,,,,,,,,,,,,,,,
18-5  児童扶養手当受給状況（平成23～27年度末） 18-5  RECIPIENTS OF CHILD CARE ALLOWANCES ( End of Fiscal Years 2011-2015 ),,,,,,,,,,,,,,,,,
資料：都福祉保健局総務部総務課 「福祉・衛生統計年報」 Source: Bureau of Social Welfare and Public Health， TMG    ,,,,,,,,,,,,,,,,,
地域階層（0:東京都　1:区部・市部・郡部・島部　2:区市),,,,,,,,,,,,,,,,,
