年度,Fiscal year,地域階層,地域コード,項番 Item number,地域,District,ごみ Refuse volume／排出量 Discharged／総計 Total (t),ごみ Refuse volume／排出量 Discharged／収集量及び持込量 Volume collected and carried-in／計 Total (t),ごみ Refuse volume／排出量 Discharged／収集量及び持込量 Volume collected and carried-in／可燃ごみ Combustibles (t),ごみ Refuse volume／排出量 Discharged／収集量及び持込量Volume collected and carried-in／不燃ごみ Non-combustibles (t),ごみ Refuse volume／排出量 Discharged／収集量及び持込量 Volume collected and carried-in／粗大ごみ Large-sized refuse (t),ごみ Refuse volume／排出量 Discharged／収集量及び持込量 Volume collected and carried-in／資源ごみ Recyclable refuse (t),ごみ Refuse volume／排出量 Discharged／収集量及び持込量 Collected and carried-in refuse／有害ごみ Toxic refuse (t),ごみ Refuse volume／排出量 Discharged／集団回収量 Group-collection recyclables (t),ごみ Refuse volume／排出量 Discharged／ピックアップ回収量 Recyclables recovered from refuse (t),ごみ Refuse volume／中間処分量 Intermediate disposal／焼却 Incinerated (t),ごみ Refuse volume／中間処分量 Intermediate disposal／その他 Others (t),ごみ Refuse volume／最終処分量 Final disposal (t),ごみ Refuse volume／総資源化量 Total recycled amount (t),し尿 Human waste／排出量 Discharged (kl),し尿 Human waste／処分量 Disposed (kl)
平成26,2014,2,13107,7,墨田区,Sumida-ku,69270,62730,51696,1962,1752,7321,-,6540,-,…,…,…,…,…,…
平成26,2014,2,13108,8,江東区,Koto-ku,128797,113375,91153,3332,2962,15928,-,15013,410,…,…,…,…,…,…
平成26,2014,2,13109,9,品川区,Shinagawa-ku,98158,88381,68010,2945,1955,15472,-,9615,161,…,…,…,…,…,…
平成26,2014,2,13110,10,目黒区,Meguro-ku,75041,61425,49759,2426,2367,6873,-,13536,80,…,…,…,…,…,…
平成26,2014,2,13111,11,大田区,Ota-ku,172102,158263,128121,5033,3427,21681,-,12862,977,…,…,…,…,…,…
平成26,2014,2,13112,12,世田谷区,Setagaya-ku,226988,216217,166751,5428,6144,37894,-,8406,2365,…,…,…,…,…,…
平成26,2014,2,13113,13,渋谷区,Shibuya-ku,66632,63957,49576,2192,1393,10796,-,2675,-,…,…,…,…,…,…
平成26,2014,2,13114,14,中野区,Nakano-ku ,84160,68098,56545,2374,1745,7435,-,15297,765,…,…,…,…,…,…
平成26,2014,2,13115,15,杉並区,Suginami-ku,139833,131725,93087,3539,3535,31563,-,6867,1241,…,…,…,…,…,…
平成26,2014,2,13116,16,豊島区,Toshima-ku,73585,69338,53503,2246,1935,11654,-,3969,278,…,…,…,…,…,…
平成26,2014,2,13117,17,北区,Kita-ku,88537,80318,63945,2347,1710,12316,-,7410,809,…,…,…,…,…,…
平成26,2014,2,13118,18,荒川区,Arakawa-ku,56038,45294,41867,1889,1279,259,-,10744,-,…,…,…,…,…,…
平成26,2014,2,13119,19,板橋区,Itabashi-ku,140777,125112,104497,3632,3114,13869,-,15122,543,…,…,…,…,…,…
平成26,2014,2,13120,20,練馬区,Nerima-ku,177545,164629,124227,5247,3958,31197,-,12077,839,…,…,…,…,…,…
平成26,2014,2,13121,21,足立区,Adachi-ku,168950,151266,132887,323,2633,15423,-,12895,4789,…,…,…,…,…,…
平成26,2014,2,13122,22,葛飾区,Katsushika-ku,113007,104648,80837,3693,2841,17278,-,8058,301,…,…,…,…,…,…
平成26,2014,2,13123,23,江戸川区,Edogawa-ku,165510,153073,124108,4861,3738,20366,-,11764,674,…,…,…,…,…,…
平成26,2014,,,,継続持込,Carried by enterprise,935712,935712,935712,-,-,-,-,-,-,…,…,…,…,…,…
平成26,2014,1,13200,,市部,All shi,1148814,1079870,739817,61813,27526,249223,1491,68944,-,808049,339841,2042,423982,48431,48431
平成26,2014,2,13201,1,八王子市,Hachioji-shi,171581,163314,119851,7273,2246,33731,213,8267,-,126873,43439,334,58734,9807,9807
平成26,2014,2,13202,2,立川市,Tachikawa-shi,52074,48375,32608,1992,1214,12506,55,3699,-,35397,15291,49,20766,421,421
平成26,2014,2,13203,3,武蔵野市,Musashino-shi,43707,40378,26817,1129,1477,10865,90,3329,-,28793,13561,-,17829,156,156
平成26,2014,2,13204,4,三鷹市,Mitaka-shi,48951,46106,27997,1891,1767,14392,59,2845,-,32509,17281,-,19748,160,160
平成26,2014,2,13205,5,青梅市,Ome-shi,42880,38598,28181,1491,1439,7431,56,4282,-,30065,10417,75,15428,5557,5557
平成26,2014,2,13206,6,府中市,Fuchu-shi,65304,58511,37399,3482,1932,15609,89,6793,-,42820,21112,-,26695,362,362
平成26,2014,2,13207,7,昭島市,Akishima-shi,32142,30648,21534,1376,915,6778,45,1494,-,23083,9154,31,11911,793,793
平成26,2014,2,13208,8,調布市,Chofu-shi,60609,56346,32005,3664,1486,19110,81,4263,-,36905,26166,-,27094,367,367
平成26,2014,2,13209,9,町田市,Machida-shi,115995,115995,87576,6358,4585,17324,152,-,-,95912,28566,10,29258,10800,10800
平成26,2014,2,13210,10,小金井市,Koganei-shi,26789,25211,12577,3708,908,7981,37,1578,-,12577,12634,14,14094,89,89
平成26,2014,2,13211,11,小平市,Kodaira-shi,51155,48978,33092,4993,1028,9797,68,2177,-,38195,15887,126,17892,423,423
平成26,2014,2,13212,12,日野市,Hino-shi,44936,43137,26767,5527,1380,9403,60,1799,-,32783,15424,98,16033,7127,7127
平成26,2014,2,13213,13,東村山市,Higashimurayama-shi,39844,36986,24585,2013,1344,8986,58,2858,-,25067,12401,-,17171,332,332
平成26,2014,2,13214,14,国分寺市,Kokubunji-shi,30887,28351,16798,1719,770,9016,48,2536,-,18500,11596,11,13935,259,259
平成26,2014,2,13215,15,国立市,Kunitachi-shi,22594,21332,14471,1725,577,4534,25,1262,-,16194,6861,-,7902,250,250
平成26,2014,2,13218,16,福生市,Fussa-shi　,17417,16277,11122,573,502,4053,27,1140,-,11982,5155,29,6451,91,91
平成26,2014,2,13219,17,狛江市,Komae-shi,20439,18994,13109,929,403,4533,20,1445,-,14174,5885,-,7609,56,56
平成26,2014,2,13220,18,東大和市,Higashiyamato-shi,22839,21689,15387,924,247,5106,25,1150,-,16373,6303,24,8585,389,389
平成26,2014,2,13221,19,清瀬市,Kiyose-shi,19405,18196,12509,1403,68,4188,28,1209,-,13637,5687,-,7302,279,279
平成26,2014,2,13222,20,東久留米市,Higashikurume-shi,33538,30161,21800,2164,112,6050,35,3377,-,23563,8361,-,12734,401,401
平成26,2014,2,13223,21,武蔵村山市,Musashimurayama-shi,21150,20512,14538,1057,341,4549,27,638,-,15827,5979,30,7390,225,225
平成26,2014,2,13224,22,多摩市,Tama-shi,45532,41054,31927,1039,1082,6956,50,4478,-,33639,9127,83,15953,384,384
平成26,2014,2,13225,23,稲城市,Inagi-shi,23421,21489,16545,1216,375,3324,29,1932,-,17904,4944,-,7227,2410,2410
平成26,2014,2,13227,24,羽村市,Hamura-shi,17817,16810,11441,389,570,4387,23,1007,-,12198,5369,-,6549,599,599
平成26,2014,2,13228,25,あきる野市,Akiruno-shi,25868,23877,18266,360,601,4616,34,1991,-,19431,5611,1128,7596,6144,6144
平成26,2014,2,13229,26,西東京市,Nishitokyo-shi,51940,48545,30915,3418,157,13998,57,3395,-,33648,17630,-,22096,550,550
平成26,2014,1,13300,,郡部,All gun,20779,19326,14366,484,706,3740,30,1453,-,15452,4555,433,6535,5909,5909
平成26,2014,2,13303,1,瑞穂町,Mizuho-machi,11981,11611,8132,329,419,2713,18,370,-,8776,3479,40,3931,1566,1566
平成26,2014,2,13305,2,日の出町,Hinode-machi,5569,5039,4181,84,114,655,5,530,-,4379,660,258,1567,436,436
平成26,2014,2,13307,3,檜原村,Hinohara-mura,873,853,604,11,42,196,-,20,-,657,233,39,200,711,711
平成26,2014,2,13308,4,奥多摩町,Okutama-machi,2356,1823,1449,60,131,176,7,533,-,1640,183,96,837,3196,3196
平成26,2014,1,13350,,島部,All islands,14669,14668,10658,1033,1400,1542,35,1,-,11040,2549,3560,1608,25636,25636
平成26,2014,2,13361,1,大島町,Oshima-machi,3773,3773,3186,184,101,296,6,-,-,3306,587,968,276,9978,9978
平成26,2014,2,13362,2,利島村,Toshima-mura,110,110,94,4,-,12,-,-,-,96,12,13,10,705,705
平成26,2014,2,13363,3,新島村,Niijima-mura,1698,1698,1134,517,4,43,-,-,-,1134,47,576,37,1875,1875
平成26,2014,2,13364,4,神津島村,Kouzushima-mura,1950,1950,892,72,964,22,-,-,-,912,215,1002,149,735,735
平成26,2014,2,13381,5,三宅村,Miyake-mura,1660,1660,1170,127,284,79,-,-,-,1405,490,374,32,2065,2065
平成26,2014,2,13382,6,御蔵島村,Mikurajima-mura,237,237,214,4,14,4,1,-,-,214,19,25,19,66,66
平成26,2014,2,13401,7,八丈町,Hachijo-machi,3989,3989,3227,105,-,654,3,-,-,3227,657,451,654,9627,9627
平成26,2014,2,13402,8,青ヶ島村,Aogashima-mura,119,119,76,20,-,23,-,-,-,76,43,9,23,195,195
平成26,2014,2,13421,9,小笠原村,Ogasawara-mura,1133,1132,665,-,33,409,25,1,-,670,479,142,408,390,390
,,,,,,,,,,,,,,,,,,,,,
東京都統計年鑑（平成27年）TOKYO STATISTICAL YEARBOOK ( 2015 )　19  医療・衛生・環境 19  MEDICAL CARE， SANITATION， AND ENVIRONMENT,,,,,,,,,,,,,,,,,,,,,
19-9  ごみ ・ し尿 (平成24～平成26年度) 19-9  REFUSE AND HUMAN WASTE ( Fiscal years 2012-2014 ),,,,,,,,,,,,,,,,,,,,,
資料：都環境局資源循環推進部一般廃棄物対策課「東京都区市町村清掃事業年報」 Source: Bureau of Environment， TMG        ,,,,,,,,,,,,,,,,,,,,,
地域階層（0:東京都　1:区部・市部・郡部・島部　2:区市町村),,,,,,,,,,,,,,,,,,,,,
