品目,Item,区分,Classification,項番 Item number,区分,Classification,銘柄,Specification,単位,Unit,マーク Mark,27年平均 2015 Av.,1月 Jan.,2月 Feb.,3月 Mar.,4月 Apr.,5月 May,6月 June,7月 July,8月 Aug.,9月 Sept.,10月 Oct.,11月 Nov.,12月 Dec.
食料,Food,乳卵類,Dairy products & eggs,1,牛乳(店頭売り，紙容器入り) ,Fresh milk (sold in stores， in cartons),牛乳，店頭売り，紙容器入り（1000mL入り）,Fresh milk， sold in stores， in carton （1000mL）,1本,1 carton,,221,217,218,215,222,221,222,221,221,221,222,223,225
食料,Food,乳卵類,Dairy products & eggs,2,鶏卵,Hen eggs,白色卵，Ｌｻｲｽﾞ，ﾊﾟｯｸ詰（10個入り)   ,White eggs，size L，packed (10 eggs),1パック,1 pack,,249,242,239,241,243,246,246,244,246,257,263,263,263
食料,Food,野菜・海草,Vegetables & seaweeds,1,キャベツ,Cabbage,,,1kg,1kg,,208,229,202,169,255,273,188,167,188,226,277,192,135
食料,Food,野菜・海草,Vegetables & seaweeds,2,だいこん,Radishes,　　　　　　　　　　　　　　　　　　　　　,,1kg,1kg,,172,154,170,157,192,212,160,188,199,204,182,138,111
食料,Food,野菜・海草,Vegetables & seaweeds,3,豆腐,"""Tofu""，bean curd",木綿豆腐，並,"""Momen-tofu""，ordinary quality",1kg,1kg,,263,266,264,264,260,263,264,265,264,262,262,267,260
食料,Food,果物,Fruits,1,りんご(ふじ),"Apples (""Fuji"")",ふじ， 1個  200～400g ,Fuji，200-400g each   ,1kg,1kg,,538,435,447,465,507,603,675,801,…,…,…,456,456
食料,Food,果物,Fruits,2,みかん,Mandarin oranges,温州みかん(ﾊｳｽみかんを除く)，1個 70～130g,"""Satsuma mandarins (excluding greenhouse stuff)""， 70 - 130g each",1kg,1kg,,585,590,600,656,…,…,…,…,…,681,530,503,536
食料,Food,果物,Fruits,3,いちご,Strawberries,国産品,Domestic,1kg,1kg,,1687,1770,1753,1655,1517,1510,…,…,…,…,…,…,1918
食料,Food,油脂・調味料,Oils， fats & seasonings,1,食用油,Edible oil,キャノーラ（なたね）油，ポリ容器入り（1000g入り）,Canola oil， in polyethylene container (1000g),1本,1 bottle,,315,321,325,318,318,310,316,313,314,313,315,315,306
食料,Food,油脂・調味料,Oils， fats & seasonings,2,みそ,Soybean paste,米みそ，カップ入り （750g入り），並,Fermented with rice malt， in cups (750g)， ordinary quality,1個,1 cup,,316,320,326,319,318,318,312,316,317,315,313,310,307
食料,Food,菓子類,Cakes & candies,1,ケーキ,Cakes ,いちごショートケーキ，１個(７0～1２0g)，平成27年1月から単位変更 ,Sponge cakes with cream and strawberry， 1 piece (70 -120g) . The unit was changed in Jan. '15.,1個,1 piece,,418,414,414,414,417,420,420,420,419,421,421,421,421
食料,Food,菓子類,Cakes & candies,2,チョコレート,Chocolate,板チョコレート，50g，「明治ミルクチョコレート」，「ロッテガーナミルクチョコレート」又は「森永ミルクチョコレート」,"Chocolate bar， 50g， ""Meiji milk chocolate""， ""LOTTE Ghana milk chocolate"" or ""Morinaga milk chocolate""",1枚,1sheet,,100,93,92,95,95,93,96,101,108,109,107,107,108
食料,Food,飲料,Beverages,1,緑茶,Green tea,煎茶（抹茶入りを含む），袋入り（100～300g入り）,"""Sencha"" (including ""Maccha"" contained)， in bag (100 - 300g)",100g,100g,,576,581,584,583,577,575,578,579,575,576,574,561,571
食料,Food,酒類,Alcoholic beverages,1,ビール,Beer,淡色， 缶入り (350mL入り)， 6缶入り,Lager， canned (350mL)， 6 cans,1パック,1 pack,,1135,1141,1136,1140,1137,1131,1133,1129,1134,1136,1135,1135,1128
食料,Food,外食,Meals outside the home,1,中華そば,Chinese noodles ,ラーメン，しょう油味（豚骨しょう油味を含む）,"""Ramen""， soy sauce-based (including pork and soy sauce-based)",1杯,1 bowl,,567,563,563,563,567,568,568,568,568,568,568,568,569
食料,Food,外食,Meals outside the home,2,すし（外食）(にぎりずし）,"""Sushi"" (eating out) (""Nigiri-zushi"")",にぎりずし(江戸前），並,"""Nigiri-zushi (Edomae)""， hand-rolled ""Sushi""， ordinary quality",1人前,1 serving,,1289,1289,1289,1289,1289,1289,1289,1289,1289,1289,1289,1289,1289
食料,Food,外食,Meals outside the home,3,カレーライス,Curry and rice,,,1皿,1 dish,,739,770,770,750,751,752,742,733,717,727,727,712,712
食料,Food,外食,Meals outside the home,4,ピザパイ(配達),Delivered pizza,宅配ピザ， ミックスピザ(野菜類3種類，肉・魚介類2種類程度)， [サイズ] M (約25cm)　,Delivered pizza， mixed pizza　(3 kinds of vegetable toppings and 2 kinds of meat or seafood toppings)， [size] M (about 25cm),1枚,1 sheet,,2188,2174,2174,2174,2174,2174,2174,2174,2174,2215,2215,2215,2215
住居,Housing,家賃,House rent,1,家賃(民営借家),House rent (privately owned house rented),民営家賃,House rent managed by private sector,1か月・3.3㎡・,1 month,,8631,8622,8605,8597,8614,8604,8599,8647,8659,8640,8660,8652,8671
住居,Housing,設備修繕・維持,Repairs & maintenance,1,大工手間代,Carpentering,家屋修理手間代，常用1人分,For house repair，charge per regular carpenter,1日,1 day,,19397,19300,19300,19300,19300,19300,19467,19467,19467,19467,19467,19467,19467
光熱・水道,Fuel， light & water charges,電気・ガス代,Electricity & gas,1,電気代,Electricity,従量電灯，アンペア制（契約電流50アンペア），441kWh (1か月441kWh使用したときの料金を算出したものである),Meter rate system， ampere system (50 ampere)， 441kWh (Charges calculated by converting the original price to the charge for 441kWh per month),1か月,1 month,,13340,13923,14020,14143,14050,14077,13654,13190,12869,12547,12498,12555,12555
光熱・水道,Fuel， light & water charges,電気・ガス代,Electricity & gas,2,ガス代,Gas,一般家庭用， 1465.12MJ (1か月1465.12MJ使用したときの料金を算出したものである),For domestic use， 1465.12MJ(Charges calculated by converting the surveyed price and calorie to the charge for 1465.12MJ per month),1か月,1 month,,5681,5985,6071,6181,6200,6085,5895,5646,5422,5203,5139,5173,5171
光熱・水道,Fuel， light & water charges,電気・ガス代,Electricity & gas,3,プロパンガス,Liquefied propane,基本料金及び10? (従量料金）を使用した料金 (1か月10?使用したときの料金を算出したものである)  ,Basic charges and meter rate charges (10?) (Charges calculated by adding 10? charges to basic charge),1か月,1 month,,6422,6528,6395,6395,6395,6395,6395,6395,6395,6328,6261,6261,6928
光熱・水道,Fuel， light & water charges,他の光熱,Other fuel and light,1,灯油,Kerosene ,白灯油， 詰め替え売り， 店頭売り,White kerosene， refill， sold in stores,18L,18L,,1594,1658,1584,1600,1598,1604,1640,1635,1638,1603,1561,1523,1488
光熱・水道,Fuel， light & water charges,水道料,Water charges,1,水道料,Water charges,計量制， 専用給水装置（専用栓）， 一般用， 20m3 (1か月20m3使用したときの料金を算出したものである),Meter charges，private hydrant，for domestic use， 20m3 (Charges calculated by converting the surveyed price to the charge for 20m3 per month),1か月,1 month,,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430,2430
家具・家事用品,Furniture & household utensils,家事用消耗品,Domestic non-durable goods,1,ラップ,Food wrap,ポリ塩化ビニリデン製，幅30cm×長さ20m，「サランラップ」又は「NEWクレラップ」,"Made of polyvinylidene chloride， 30cm width， 20m length， ""Saran Wrap"" or ""New Kurewrap""",1本,1 roll,,159,160,159,158,159,159,158,158,157,159,160,160,160
家具・家事用品,Furniture & household utensils,家事用消耗品,Domestic non-durable goods,2,トイレットペーパー,Rolled toilet paper,再生紙100%，白，〔長さ〕 55m， 60m， ２枚重ね27.5m又は２枚重ね30m，12ロール入り,100% re-cycled paper， white， [length] 55m， 60m， doubled sheets 27.5m or doubled sheets 30m， 12 rolls,1パック,1pack,,275,262,263,263,270,273,278,279,278,280,283,284,285
家具・家事用品,Furniture & household utensils,家事用消耗品,Domestic non-durable goods,3,洗濯用洗剤,Detergent， laundry,合成洗剤，綿・麻・合成繊維用，液体，詰め替え用，袋入り（770～850g入り），「アタック 高浸透バイオジェル」，「トップ クリアリキッド」又は「アリエール サイエンスプラス イオンパワージェル」,"Synthetic detergent， for cotton， hemp and synthetic fiber， liquid， refill，in bag (770 - 850g)， ""Attack High activity gel""， ""Top Clear liquid"" or ""ARIEL science plus ion power gel """,1kg,1kg,※ 9月 Sept. ※ 10月 Oct.,310,306,316,317,320,300,312,308,306,313,309,314,302
被服及び履物,Clothes & footwear,洋服,Clothing,1,背広服（夏物，普通）,Men's suits (for summer， ordinary),夏物，ｼﾝｸﾞﾙ上下，並型，半裏又は背抜き,For summer， single breasted 2 pieces， ordinary style， half back lining or unlined back,1着,1 suit,,24397,…,…,24474,24068,25431,25225,23811,23375,…,…,…,…
被服及び履物,Clothes & footwear,洋服,Clothing,2,背広服（秋冬物，普通）,Men's suits (for autumn & winter， ordinary),秋冬物，ｼﾝｸﾞﾙ上下，並型，総裏 ,For autumn and winter， single breasted 2 pieces， ordinary style， full lining,1着,1 suit,,30763,26865,26630,…,…,…,…,…,…,31650,33190,33080,33161
被服及び履物,Clothes & footwear,洋服,Clothing,3,ワイシャツ(長袖),Men's business shirts（long sleeves）,長袖，ｼﾝｸﾞﾙｶﾌｽ， 〔素材〕ﾎﾟﾘｴｽﾃﾙ・綿混用，白（白織柄を含む）  　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　,Long sleeves， single cuffs， [material] mixed polyester and cotton， white (including white weave pattern),1枚,1 sheet,,2693,2587,2671,2688,2737,2814,2840,2686,2671,2675,2666,2638,2644
被服及び履物,Clothes & footwear,洋服,Clothing,4,婦人セーター(長袖又は７分袖),Women's sweaters   (long or three-quarter sleeves),カーディガン，「長袖」又は「7分袖」，〔素材〕毛・化学繊維混用，〔サイズ〕M，普通品,"Cardigan， ""long sleeves"" or ""three-quarter sleeves""， [material] ""mixed wool and synthetic fiber""， [size] M， ordinary quality",1枚,1 sheet,,3494,3310,2646,2547,…,…,…,…,…,4162,4081,4032,3678
被服及び履物,Clothes & footwear,履物類,Footwear,1,男子靴,Men's shoes ,短靴，黒，〔甲〕牛革，〔底〕「合成ゴム」又は「ウレタン」，〔底の製法〕張り付け，〔サイズ〕25～26cm，中級品,"Low shoes， black， [instep] oxhide， [sole] ""synthetic rubber"" or ""urethane""， sticked soles， [size] 25 - 26cm， medium quality",1足,1 pair,,10310,10787,9759,9759,9569,10181,10364,10474,10327,10473,10473,10860,10693
被服及び履物,Clothes & footwear,履物類,Footwear,2,婦人靴,Women's shoes,パンプス，〔甲〕牛革，〔底〕合成ゴム，〔底の製法〕張り付け，〔サイズ〕23～24cm，中級品,Pumps， [instep] oxhide， [sole] synthetic rubber， sticked soles， [size] 23 - 24cm， medium quality,1足,1 pair,,9316,8884,9432,9172,9333,9333,9542,9262,9469,9452,9611,9071,9233
被服及び履物,Clothes & footwear,被服関連 サービス,Services related to clothing,1,洗濯代,Laundry charges ,ワイシャツ，水洗い， 機械仕上げ， 折りたたみ仕上げ， 持ち込み， 配達なし， 料金前払い,Business shirt， water washing， machine finishing， fold finishing， bringing in， not delivery， payment in advance,1枚,1 sheet,,233,237,237,238,238,231,231,231,234,231,231,231,231
保健医療,Medical care,医薬品,Medicines,1,ビタミン剤,Vitamin preparations,第3類医薬品，ビタミン含有保健剤，錠剤，プラスチックボトル入り（90錠入り），「キューピーコーワゴールドα-プラス」,"Third-class OTC drugs， multiple vitamins， tablets， plastic-bottled (90 tablets)， ""Q&P Kowa Gold Alpha-plus""",1箱,1 package,,2330,2357,2357,2347,2352,2343,2310,2303,2308,2298,2320,2324,2340
保健医療,Medical care,医薬品,Medicines,2,漢方薬,Chinese medicines,第2類医薬品，防風通聖散， 錠剤， 瓶入り (336錠入り)， 「ナイシトールG」,"Second-class OTC drugs， ""Bofutsu-Shosan""　(Chinese herbal medicine) extracts，tablets， bottled (336 tablets)， "" NicitolG""",1箱,1 package,,4578,4579,4569,4579,4579,4579,4579,4579,4579,4579,4579,4579,4570
保健医療,Medical care,保健医療用品・器具,Medical supplies & appliances,1,眼鏡,Spectacles,〔レンズ〕プラスチックレンズ，非球面レンズ，近視用，屈折率1.60，UVカット，無色，「HOYAニュールックス」，「セイコースーパールーシャスUV」又は「ニコンライト3-AS」，〔フレーム〕男性用，樹脂フレーム，中級品，加工料を含む,"[lens] plastic lenses， non-spherical lenses， for myopia， refractive index 1.60， UV protection， untinted， ""HOYA NULUX""， ""SEIKO Super Luscious UV"" or ""Nikon Lite 3-AS""， [frame] for men， plastic frames， medium quality， including conversion costs",1式,1 set,,23445,23220,23220,23220,23220,23220,23220,23220,23760,23760,23760,23760,23760
保健医療,Medical care,保健医療サービス,Medical services,1,診療代（国民健康保険),Medical treatment (National health insurance) ,国民健康保険，被保険者の一部負担金の割合 (６歳未満及び70歳以上を除く)  ,National Health Insurance，rate of charges shared by the insured (excluding under 6 years old and 70 years old or more),1回／パーセント,once／In％,,30,30,30,30,30,30,30,30,30,30,30,30,30
交通・通信,Transportation & communication,交通,Public transportation,1,タクシー代,Taxi fares ,4km，昼　〔車種〕普通車,4km， diurnal　〔type of cars〕 standard cars,1回,once,,1450,1450,1450,1450,1450,1450,1450,1450,1450,1450,1450,1450,1450
交通・通信,Transportation & communication,自動車等関係費,Private transportation,1,ガソリン,Gasoline,レギュラーガソリン，セルフサービス式を除く,Regular， excluding self-service,1L,1L,,135,137,132,138,137,139,144,142,137,133,131,128,123
交通・通信,Transportation & communication,自動車等関係費,Private transportation,2,車庫借料,Garage rental charges,月極駐車料金， 屋根なし駐車場， アスファルト舗装， 小型自動車,Monthly contract， no roof garage， asphalted， small motor vehicle,1か月,1 month,,26232,26232,26232,26232,26232,26232,26232,26232,26232,26232,26232,26232,26232
交通・通信,Transportation & communication,通信,Communication,1,通信料,Telephone charges ,固定電話， 加入電話， 住宅用， 回線使用料， ﾕﾆﾊﾞｰｻﾙｻｰﾋﾞｽ料を含む,Fixed telephone， subscribed phone， for domestic use， access charges， including the universal service charges,1か月,1 month,,1838,1838,1838,1838,1838,1838,1838,1838,1838,1838,1838,1838,1838
交通・通信,Transportation & communication,通信,Communication,2,携帯電話機,Mobile phones ,ＮＴＴドコモ，スマートフォン，〔OS(基本ソフト)〕iOS 10，〔CPU〕A10　Fusionチップ，〔記憶容量〕128GB，〔ディスプレイ〕Retina　HD(サイズ：4.7インチ)，機種変更，オプション未加入，一括払い，「ドコモ iPhone 6s」   ,"""NTT DOCOMO""， smartphone， [OS] iOS 10， [CPU] A10 Fusion chip， [Capacity] 128GB， [Display] Retina HD (size:4.7 inches)， model change， option non-participation， lump-sum payment，  ""DOCOMO iPhone 6s""",1台,1 set,※ 11月 Nov.,99792,73872,73872,73872,84240,84240,84240,84240,84240,84240,"99,792",99792,99792
交通・通信,Transportation & communication,通信,Communication,3,携帯電話機,Mobile phones ,KDDI(au)又は沖縄セルラー，スマートフォン，〔OS(基本ソフト)〕iOS 10，〔CPU〕A10　Fusionチップ，〔記憶容量〕128GB，〔ディスプレイ〕Retina HD(サイズ：4.7インチ)，機種変更，オプション未加入，一括払い，「au iPhone 6s」,"""KDDI(au)"" or ""OKINAWA‐CELLU‐LAR""， smartphone， [OS] iOS 10， [CPU] A10 Fusion chip， [Capacity] 128GB， [Display] Retina HD (size:4.7 inches)， model change， option non-participation， lump-sum payment， ""au iPhone 6s""",1台,1 set,※ 11月 Nov.,97080,72360,72360,72360,72360,73440,73440,73440,73440,73440,"97,080",97080,97080
交通・通信,Transportation & communication,通信,Communication,4,携帯電話機,Mobile phones ,ソフトバンクモバイル，スマートフォン，〔OS(基本ソフト)〕iOS 10，〔CPU〕A10　Fusionチップ，〔記憶容量〕128GB，〔ディスプレイ〕 Re-tina　HD(サイズ：4.7インチ)，機種変更，一括払い，「ソフトバンク iPhone 6s」,"""SOFTBANK MOBILE""， smartphone， [OS] iOS 10，[CPU] A10 Fusion chip， [Capacity] 128GB， [Display] Retina HD (size:4.7 inches)，  model change， lump-sum payment， ""SOFTBANK iPhone 6s""",1台,1 set,※ 11月 Nov.,106560,70080,70080,70080,83040,83040,83040,83040,83040,83040,"106,560",106560,106560
教育,Education,授業料等,School fees,1,大学(私立) 1),College and university (Private) 1),昼間部，法文経系,Daytime， Law， literature and economic course,1か年,1 year,,745340,-,-,-,745340,-,-,-,-,-,-,-,-
教育,Education,授業料等,School fees,2,高等学校(私立),High school (Private),全日制，普通科,Daytime， General course,1か年,1 year,,428887,-,-,-,428887,-,-,-,-,-,-,-,-
教養娯楽,Culture & recreation,教養娯楽用耐久財,Recreational durable goods,1,テレビ,TV sets,液晶テレビ，32V型，地上デジタルチューナー2基内蔵，ハイビジョン対応パネル，LEDバックライト搭載，特殊機能付きは除く,LCD， 32V type， 2 built-in digital terrestrial television tuners， acceptable the high-definition television panel， LED back light loading， without special function,1台,1 set,,55577,44917,48810,49286,49675,52790,57003,58352,57607,62991,63717,63392,58388
教養娯楽,Culture & recreation,教養娯楽サービス,Recreational services,1,映画観覧料,Admission to movies,一般,For adults,1回,once,,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
諸雑費,Miscellaneous,理美容サービス,Personal care services,1,理髪料,Men's haircut charges,総合調髪， 男性（高校生以下を除く）,General trim，  for man (excluding ones under high school students age),1回,once,,3792,3776,3776,3788,3788,3788,3798,3770,3803,3803,3803,3803,3803
諸雑費,Miscellaneous,理美容サービス,Personal care services,2,パーマネント代,Permanent wave charges,パーマネント(ｼｬﾝﾌﾟｰ， ｶｯﾄ， ﾌﾞﾛｰ又はｾｯﾄ込み)， ショート女性（高校生以下を除く）                                                                              ,Permanent wave (including shampoo， haircut and blow or set)， short， for women (excluding ones under high school students age),1回,once,,8743,8709,8703,8703,8723,8744,8752,8752,8752,8752,8788,8768,8768
,,,,,,,,,,,,,,,,,,,,,,,,
東京都統計年鑑（平成27年）TOKYO STATISTICAL YEARBOOK ( 2015) 13 　物価・地価 13   PRICES,,,,,,,,,,,,,,,,,,,,,,,,
13-3  東京都区部の主要品目小売価格 （平成27年） 13-3  RETAIL PRICES OF PRINCIPAL ITEMS IN KU-AREA OF TOKYO ( 2015 ),,,,,,,,,,,,,,,,,,,,,,,,
この表は小売物価統計調査の結果であり，調査日は毎月12日を含む週の水曜日，木曜日及び金曜日のいずれか1日を調査日とする。 ただし，生鮮食品は，上旬，中旬，下旬の3旬別に調査を行い（旬別調査），それぞれ，5日，12日及び22日を含む週の水曜日，木曜日又は金曜日のいずれか1日を調査日とする。短期間の特売価格や棚ざらい，在庫一掃セール等の特売価格は，原則として調査しない。また，生鮮食品は，調査日とその前2日間(計3日間）の中値を調査する。,,,,,,,,,,,,,,,,,,,,,,,,
This table shows the results of the Retail Price Survey， conducted on either Wednesday， Thursday， or Friday of the week that includes the 12th of the month. However， for fresh foods， the survey is conducted three times on either Wednesday， Thursday， or Friday of the weeks including the 5th， 12th， and 22nd. In principle， prices from short-term bargain， discount， or clearance sales are not surveyed. For fresh foods， the median prices of three consecutive days (the survey date and two days prior to it) are surveyed.,,,,,,,,,,,,,,,,,,,,,,,,
注 1) 東京都全体の数値。,,,,,,,,,,,,,,,,,,,,,,,,
2) ※印月から基本銘柄改正。,,,,,,,,,,,,,,,,,,,,,,,,
Note: 1) The average of all universities that meet the criteria in Tokyo.,,,,,,,,,,,,,,,,,,,,,,,,
2) ※indicates the month when the basic criteria were revised.,,,,,,,,,,,,,,,,,,,,,,,,
資料：総務省 「小売物価統計調査年報」 Source: Ministry of Internal Affairs and Communications,,,,,,,,,,,,,,,,,,,,,,,,
（単位　　円） (In yen),,,,,,,,,,,,,,,,,,,,,,,,
