"年月[西暦]","調査項目","設問","考え","調査回答者の属性種別","調査回答者の属性","調査数[人]","そう思う[人]","ややそう思う[人]","どちらともいえない[人]","あまり思わない[人]","思わない[人]","無回答[人]"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","２　誰かに相談することは恥ずかしいことだと思う","性・年代別","女性 18～29歳","26","2","4","2","10","7","1"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","２　誰かに相談することは恥ずかしいことだと思う","性・年代別","女性 30～39歳","49","1","10","6","16","15","1"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","２　誰かに相談することは恥ずかしいことだと思う","性・年代別","女性 40～49歳","78","1","8","11","26","30","2"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","２　誰かに相談することは恥ずかしいことだと思う","性・年代別","女性 50～59歳","62","3","5","13","16","22","3"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","２　誰かに相談することは恥ずかしいことだと思う","性・年代別","女性 60～69歳","56","2","1","12","14","22","5"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","２　誰かに相談することは恥ずかしいことだと思う","性・年代別","女性 70歳以上","42","0","0","7","6","23","6"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","２　誰かに相談することは恥ずかしいことだと思う","性・年代別","女性 無回答","0","0","0","0","0","0","0"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","２　誰かに相談することは恥ずかしいことだと思う","性・年代別","無回答","14","0","0","1","0","2","11"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","２　誰かに相談することは恥ずかしいことだと思う","職業別","自営業主・家族従業","86","3","6","14","19","38","6"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","２　誰かに相談することは恥ずかしいことだと思う","職業別","会社員・団体職員・公務員","243","7","30","39","77","82","8"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","２　誰かに相談することは恥ずかしいことだと思う","職業別","アルバイト・パートタイマー","35","1","2","7","9","15","1"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","２　誰かに相談することは恥ずかしいことだと思う","職業別","家事専業","55","1","3","11","19","18","3"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","２　誰かに相談することは恥ずかしいことだと思う","職業別","学生","13","1","4","1","3","3","1"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","２　誰かに相談することは恥ずかしいことだと思う","職業別","無職","81","4","5","14","18","32","8"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","２　誰かに相談することは恥ずかしいことだと思う","職業別","その他","31","1","2","3","7","16","2"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","２　誰かに相談することは恥ずかしいことだと思う","職業別","無回答","14","0","0","1","0","1","12"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","２　誰かに相談することは恥ずかしいことだと思う","居住地区別","芝地区","86","4","6","12","24","35","5"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","２　誰かに相談することは恥ずかしいことだと思う","居住地区別","麻布地区","87","3","11","15","23","30","5"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","２　誰かに相談することは恥ずかしいことだと思う","居住地区別","赤坂地区","81","3","8","14","24","27","5"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","２　誰かに相談することは恥ずかしいことだと思う","居住地区別","高輪地区","146","5","11","21","46","55","8"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","２　誰かに相談することは恥ずかしいことだと思う","居住地区別","芝浦港南地区","139","3","14","24","35","55","8"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","２　誰かに相談することは恥ずかしいことだと思う","居住地区別","無回答","19","0","2","4","0","3","10"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","２　誰かに相談することは恥ずかしいことだと思う","住居形態別","持家（一戸建）","64","4","5","12","15","23","5"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","２　誰かに相談することは恥ずかしいことだと思う","住居形態別","持家（マンション）","267","6","21","48","80","97","15"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","２　誰かに相談することは恥ずかしいことだと思う","住居形態別","借家（一戸建）","9","0","1","3","0","5","0"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","２　誰かに相談することは恥ずかしいことだと思う","住居形態別","民間の賃貸マンション・アパート","151","5","17","15","46","62","6"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","２　誰かに相談することは恥ずかしいことだと思う","住居形態別","都営住宅・区営住宅・区立住宅","26","2","5","4","4","9","2"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","２　誰かに相談することは恥ずかしいことだと思う","住居形態別","ＵＲ（旧公団）・公社の賃貸住宅","11","0","3","3","1","3","1"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","２　誰かに相談することは恥ずかしいことだと思う","住居形態別","社宅・公務員宿舎","10","1","0","2","5","2","0"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","２　誰かに相談することは恥ずかしいことだと思う","住居形態別","寮・寄宿舎・住み込み・間借り","4","0","0","1","0","2","1"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","２　誰かに相談することは恥ずかしいことだと思う","住居形態別","その他","5","0","0","2","1","2","0"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","２　誰かに相談することは恥ずかしいことだと思う","住居形態別","無回答","11","0","0","0","0","0","11"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","２　誰かに相談することは恥ずかしいことだと思う","定住意向別","ずっと住み続けていたい","279","10","24","53","72","98","22"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","２　誰かに相談することは恥ずかしいことだと思う","定住意向別","当分は住んでいたい","203","8","23","30","56","74","12"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","２　誰かに相談することは恥ずかしいことだと思う","定住意向別","しばらくは住むつもりだが将来は区外に転居したい","45","0","5","4","16","17","3"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","２　誰かに相談することは恥ずかしいことだと思う","定住意向別","近いうちに区外に転居したいが、具体的な計画はない","5","0","0","2","1","2","0"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","２　誰かに相談することは恥ずかしいことだと思う","定住意向別","近いうちに区外に転居する予定である","13","0","0","0","5","6","2"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","２　誰かに相談することは恥ずかしいことだと思う","定住意向別","わからない","10","0","0","1","2","6","1"
"202203","自殺対策","Q30. あなたはストレスを感じたとき に、 どう考えますか 。（○はそれぞれ１つずつ）","２　誰かに相談することは恥ずかしいことだと思う","定住意向別","無回答","3","0","0","0","0","2","1"

"第33回港区民世論調査クロス集計表・自殺対策Q30-2","Ver202203",,,,,,,,,,,
