事業所規模,和暦年,西暦年,年平均・月・前年比・前年同月比,調査産業計,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業，郵便業,卸売業，小売業,金融業，保険業,不動産業，物品賃貸業,学術研究，専門・技術サービス業,宿泊業，飲食サービス業,生活関連サービス業，娯楽業,教育，学習支援業,医療，福祉,複合サービス事業,サービス業（他に分類されないもの）
５人以上,平成29,2017,10月,95,117.6,95.1,88.7,88.4,90.4,96.5,95.7,105,99.3,100,92,137.5,89.3,84.8,79.8
５人以上,平成29,2017,11月,97.5,114.4,97.6,75.5,91.6,89.4,101.2,95.7,107.8,101.3,105.8,86.2,142.5,89.3,102.5,91.1
５人以上,平成29,2017,12月,95,107,100.8,62.3,86.8,93.4,101.2,92.4,104.3,91.4,108.7,88.5,125,91.1,110.1,84.7
５人以上,平成25,2013,年平均（前年比（％））,-0.1,-7.3,4.7,-7.5,-1.2,-9.4,9.6,7.5,6,-0.1,-6.7,-2.5,7,7.2,5.6,-3.9
５人以上,平成26,2014,年平均（前年比（％））,0.6,-2.5,-2.7,-8.5,0.9,-4.8,1,4.1,30.1,-4,-3.9,30.3,3.3,1,-17.6,0.6
５人以上,平成27,2015,年平均（前年比（％））,0.4,3.5,-6.1,9.7,-4.7,21.1,4.7,2.7,4,-16.8,16.8,-21,1.4,-8.7,10.5,-3.9
５人以上,平成28,2016,年平均（前年比（％））,-4.9,-6.4,-5.5,10.1,-2.9,-4.8,-4.8,-4.3,-3.7,1.7,-0.6,-28.3,5.1,-1.2,-4.4,-11.3
５人以上,平成29,2017,年平均（前年比（％））,-0.4,18.6,-0.5,-19.7,-9.5,-0.8,0.8,-2,4.8,5.2,1.6,11.4,13.7,-8.1,-6.7,-6.2
５人以上,平成29,2017,1月（前年同月比（％））,-1,20.9,-1.3,-7,-10.5,7.6,2.4,-2.9,5.6,0.7,-5.5,12.1,-5.7,-4.1,-20.7,-9.8
５人以上,平成29,2017,2月（前年同月比（％））,-0.9,24.5,-2.8,-28.6,-9.1,0.1,1.1,-2.3,3.9,6.1,-7.4,3,-4.8,-7.5,-41.2,-6.6
５人以上,平成29,2017,3月（前年同月比（％））,-2.5,19,-3.6,-16.1,-14.2,4.9,-1.3,-2.2,2.7,8.3,0.3,-0.3,6.2,-10.7,2.2,-11.8
５人以上,平成29,2017,4月（前年同月比（％））,-1.8,16.1,-3.6,-6.4,-7.7,3.8,-2.6,-5.7,7.6,11.5,3.1,23,3.7,-15.6,-14,-8
５人以上,平成29,2017,5月（前年同月比（％））,1.6,21.8,3.3,-8.2,-7,5.3,3.7,-1.2,0.1,8.5,1.6,10.4,9,-8.2,-7.1,-5.7
５人以上,平成29,2017,6月（前年同月比（％））,-0.1,26,-3,-31.6,-16.6,1.8,-3.9,0.5,11.7,6,-1.3,30.6,11.8,-4.3,-6.9,-2.3
５人以上,平成29,2017,7月（前年同月比（％））,0.9,20,-6.4,-28.1,-10.6,1.8,3.5,-6.6,-4.2,12.2,14.3,5.8,44.9,-12,6.8,-2.1
５人以上,平成29,2017,8月（前年同月比（％））,-1.1,24.7,-1.4,-29.6,-13.5,-5.3,1.1,-4.2,0.1,5.3,-2.6,-4.8,-3,-8.7,-4.4,-0.4
５人以上,平成29,2017,9月（前年同月比（％））,-0.1,20,3,-6.4,-12.5,-2.6,2.3,-2.3,7.8,0.8,8.4,-12.8,38.5,-0.7,9.6,-6
５人以上,平成29,2017,10月（前年同月比（％））,-1,13.6,-2.2,-18.2,-7.1,-9.1,-2.5,0,9.8,7,4.7,35.3,30.3,-8.1,7.5,-11.1
５人以上,平成29,2017,11月（前年同月比（％））,0.7,12.3,4.8,-27.8,-1.6,-7.6,3.4,2.9,5,-1.4,4.5,20.6,13.5,-9.7,18.2,-4.5
５人以上,平成29,2017,12月（前年同月比（％））,0.7,6.8,8.3,-33.2,-1.8,-9.7,3.4,1.1,8.3,-4.8,0.3,23.8,27.7,-6.3,-3.9,-3.9
30人以上,平成24,2012,年平均,100.7,109.1,107.9,102.5,104.8,99.7,84,83,85.3,117.9,124.5,108.9,91.1,106.8,99.8,108.9
30人以上,平成25,2013,年平均,100,95.7,110.8,99.7,105.8,87.6,86.9,91,83.8,120.6,118.4,105.4,89.3,113.7,107,107.2
30人以上,平成26,2014,年平均,100.3,91.5,108,94.9,108.6,83.4,93.1,95.9,92.7,115.5,101.1,131.6,93.7,113.7,87.5,104.1
30人以上,平成27,2015,年平均,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
30人以上,平成28,2016,年平均,94.3,91.5,96.9,111.2,96.6,94,91.1,96.5,96.5,95.9,105.1,58,98.4,98.9,78.4,91.8
30人以上,平成29,2017,年平均,92.2,105,98.2,87.9,87.1,91,88.5,92.6,91.7,97.8,122.6,71.6,108.5,91.3,82.9,83.3
30人以上,平成29,2017,1月,91.1,104.9,93.9,101.2,87.6,100.5,88.1,88.5,81.4,81.8,120.6,64.1,95.2,106.7,70.8,87
30人以上,平成29,2017,2月,95.6,121.7,106.1,80.4,92.5,93.4,91.1,89,91.7,103.4,115.9,63.1,114.3,98.3,78.3,82.1
30人以上,平成29,2017,3月,99.3,124.3,105.3,117.2,94.5,100,88.1,99,101.4,105.1,114.3,64.1,128.6,95,109.4,88.6
30人以上,平成29,2017,4月,97.8,101.3,102.3,114.1,93,99.5,92.1,96.5,104.8,111.9,133.3,68.9,131,88.3,103.8,86.2
30人以上,平成29,2017,5月,90.4,88.1,96.9,104.9,81.1,90.9,87.1,94.5,91.7,108.5,136.5,58.3,116.7,86.7,88.7,81.3
30人以上,平成29,2017,6月,90.4,92.5,95.4,76.7,83.1,88.9,85.1,98,93.1,105.1,130.2,74.8,114.3,96.7,84,78
30人以上,平成29,2017,7月,89.6,99.1,90.8,78.5,84.1,89.4,89.1,90,90.3,102.8,122.2,70.9,97.6,85,87.7,80.5
30人以上,平成29,2017,8月,85.2,97.3,86.3,66.3,79.1,83.3,85.1,85.5,82.1,94.9,115.9,69.9,76.2,81.7,48.1,79.7
30人以上,平成29,2017,9月,88.1,107.1,97.7,95.1,83.1,85.4,82.2,89,84.1,85.2,122.2,68,109.5,85,82.1,79.7
30人以上,平成29,2017,10月,91.9,110.6,98.5,85.3,88.1,86.9,89.1,94.5,92.4,91.5,112.7,89.3,104.8,88.3,74.5,78
30人以上,平成29,2017,11月,94.8,112.8,101.5,74.8,91.5,85.4,92.1,94.5,95.2,97.2,120.6,81.6,116.7,88.3,107.5,91.1
30人以上,平成29,2017,12月,92.6,100,103.8,60.1,87.1,88.9,93.1,92,91.7,86.4,127,86.4,97.6,95,59.4,87
30人以上,平成25,2013,年平均（前年比（％））,-0.7,-12.3,2.7,-2.7,1.1,-12.2,3.5,9.6,-1.8,2.2,-4.9,-3.2,-1.9,6.4,7.3,-1.6
30人以上,平成26,2014,年平均（前年比（％））,0.3,-4.4,-2.5,-4.9,2.6,-4.7,7.1,5.4,10.6,-4.2,-14.7,24.8,4.9,0,-18.3,-2.9
30人以上,平成27,2015,年平均（前年比（％））,-0.3,9.3,-7.4,5.4,-7.8,19.8,7.4,4.3,7.9,-13.5,-1,-24,6.7,-12,14.4,-4
30人以上,平成28,2016,年平均（前年比（％））,-5.7,-8.5,-3,11.2,-3.4,-5.9,-8.9,-3.6,-3.5,-4.1,5.1,-42,-1.6,-1.2,-21.6,-8.3
30人以上,平成29,2017,年平均（前年比（％））,-2.2,14.8,1.3,-21,-9.8,-3.2,-2.9,-4,-5,2,16.7,23.4,10.3,-7.7,5.7,-9.3
30人以上,平成29,2017,1月（前年同月比（％））,-2.3,22.5,4.3,-8.3,-9.1,9.4,-2.4,-5.4,-12,-8.1,10.8,4.9,3.9,2.4,-22.1,-12.1
30人以上,平成29,2017,2月（前年同月比（％））,-1.3,23.2,2.3,-34.1,-8.8,-1.6,2,-6.4,-6.4,2.5,13.1,-7.1,5.3,-7.2,-32.8,-9.8
30人以上,平成29,2017,3月（前年同月比（％））,-3.5,19.3,0.1,-10.2,-13.2,3.6,-7.6,-5.7,-5.8,2.4,5.1,-2.7,16.1,-11.7,56.1,-14.8
30人以上,平成29,2017,4月（前年同月比（％））,-3.6,12.1,-1.4,-3.5,-7.8,-0.5,-8.2,-9,-2.1,6.2,22.5,7.5,10.9,-19.1,21.8,-11.5
30人以上,平成29,2017,5月（前年同月比（％））,-1.5,15.5,5,-2.1,-7.8,0.1,-2.5,-2.2,-7.7,2.4,39.6,5.4,15.2,-11.1,15.6,-13
30人以上,平成29,2017,6月（前年同月比（％））,-3.8,14.6,-3,-28.5,-17.3,-3.7,-3.7,-1.6,0.6,-0.3,29,45.2,15.7,-5.7,0.8,-8.6
30人以上,平成29,2017,7月（前年同月比（％））,-1.5,13.5,-7.1,-29.3,-10.4,-2.2,-1.3,-8.7,-5.2,16.3,24.9,37.7,26.6,-11.3,68.3,-5.6
30人以上,平成29,2017,8月（前年同月比（％））,-2.4,20.6,-1.6,-36.4,-13.5,-7.8,-0.4,-6.1,-4,1.5,16.7,19.9,17.1,-8.2,-16.8,-2.8
30人以上,平成29,2017,9月（前年同月比（％））,-3.2,17.3,2.4,-10.9,-15.2,-5.4,-3.7,-3.4,-9.7,2.3,24.9,3.2,5.7,-0.8,14.2,-11.5
30人以上,平成29,2017,10月（前年同月比（％））,-3,9,-1.4,-26.4,-8.1,-9.4,-5.5,-1.2,-1.6,5.4,2.1,70.4,6.1,-7.8,15.7,-11.8
30人以上,平成29,2017,11月（前年同月比（％））,0.1,10.7,6.4,-28.2,-3.1,-10.9,0.9,1.5,-3.5,-1.9,14.1,68.2,0.9,-9.4,22.2,-3.2
30人以上,平成29,2017,12月（前年同月比（％））,0.1,0.7,10.5,-38.3,-2.6,-9.3,-0.2,1,-2.3,-4.1,3.3,62.1,6.6,-0.8,-29.5,-4.4
,,,,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成29年年報,,,,,,,,,,,,,,,,,,,
第20表　労働時間指数（所定外労働時間）,,,,,,,,,,,,,,,,,,,
（平成27年平均=100）,,,,,,,,,,,,,,,,,,,
