事業所規模,産業,和暦年,西暦年,年平均・月,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,D 建設業,平成25,2013,年平均,20.6,20.8,19.1,174.9,177.9,157.4,155.2,156.8,145.8,19.7,21.1,11.6
５人以上,D 建設業,平成26,2014,年平均,20.4,20.7,18.9,174.4,177.7,155.8,154.2,156,144.2,20.2,21.7,11.6
５人以上,D 建設業,平成27,2015,年平均,20.2,20.5,18.8,173.6,177.5,152.3,155,157.4,141.7,18.6,20.1,10.6
５人以上,D 建設業,平成28,2016,年平均,20.5,20.8,19,175.8,179.5,154.7,158.3,160.7,144.5,17.5,18.8,10.2
５人以上,D 建設業,平成29,2017,年平均,20.5,20.8,18.8,177.4,182.4,152.5,156.6,159.4,142.9,20.8,23,9.6
５人以上,D 建設業,平成29,2017,1月,18.1,18.6,16,158.4,163.9,130.8,138.4,141.7,121.8,20,22.2,9
５人以上,D 建設業,平成29,2017,2月,20.8,21.1,19.2,183.4,188.5,159.3,159.8,162.3,148.2,23.6,26.2,11.1
５人以上,D 建設業,平成29,2017,3月,21,21.4,19.2,184.3,189.8,156.9,161.5,164.6,146,22.8,25.2,10.9
５人以上,D 建設業,平成29,2017,4月,21.1,21.4,20,181.6,185.5,162.2,161.6,163.6,151.7,20,21.9,10.5
５人以上,D 建設業,平成29,2017,5月,19.2,19.5,17.6,165.2,169.9,142.5,147,149.8,133.4,18.2,20.1,9.1
５人以上,D 建設業,平成29,2017,6月,21.7,22,20.5,186.5,190.7,166.4,166.8,169,156.2,19.7,21.7,10.2
５人以上,D 建設業,平成29,2017,7月,21.1,21.5,19.2,181.1,186.7,153.8,161,164.2,145.2,20.1,22.5,8.6
５人以上,D 建設業,平成29,2017,8月,19.1,19.4,17.5,164.7,169.3,141.3,144.8,147.2,132.9,19.9,22.1,8.4
５人以上,D 建設業,平成29,2017,9月,20.9,21.3,18.9,179.7,185.1,152.8,158.4,161.4,143.5,21.3,23.7,9.3
５人以上,D 建設業,平成29,2017,10月,21,21.3,19,183.5,189,153.3,161.5,164.9,143.1,22,24.1,10.2
５人以上,D 建設業,平成29,2017,11月,21,21.3,19.3,181.6,187.2,154.7,160.2,163.2,145.7,21.4,24,9
５人以上,D 建設業,平成29,2017,12月,20.5,20.9,18.8,178.3,183.3,154.4,158.3,160.9,146,20,22.4,8.4
５人以上,E 製造業,平成24,2012,年平均,19.3,19.5,18.6,159.9,164,147.6,147.1,150.1,138.3,12.8,13.9,9.3
５人以上,E 製造業,平成25,2013,年平均,19,19.2,18.4,158.1,162,147.1,144.9,147.7,136.9,13.2,14.3,10.2
５人以上,E 製造業,平成26,2014,年平均,19,19.3,18.3,157.7,161.8,146.1,144.9,148,136.2,12.8,13.8,9.9
５人以上,E 製造業,平成27,2015,年平均,19,19.2,18.2,157.6,163.1,143,145.3,149.3,134.8,12.3,13.8,8.2
５人以上,E 製造業,平成28,2016,年平均,19,19.3,18.2,156.6,162.5,142,145,149.5,133.8,11.6,13,8.2
５人以上,E 製造業,平成29,2017,年平均,19.1,19.3,18.4,157.6,162.7,144.6,146,149.9,136.2,11.6,12.8,8.4
５人以上,E 製造業,平成29,2017,1月,17,17.3,16.3,141.5,146.4,128.5,130.6,134.4,120.5,10.9,12,8
５人以上,E 製造業,平成29,2017,2月,19.3,19.5,18.6,160,165.4,145.8,147.8,151.9,137,12.2,13.5,8.8
５人以上,E 製造業,平成29,2017,3月,19.3,19.6,18.5,160.3,166.1,145.7,148.1,152.6,136.8,12.2,13.5,8.9
５人以上,E 製造業,平成29,2017,4月,20,20.2,19.4,165.2,170.2,152.6,153.2,156.9,143.8,12,13.3,8.8
５人以上,E 製造業,平成29,2017,5月,18.1,18.3,17.5,149.9,154.5,138,138.7,142.1,129.7,11.2,12.4,8.3
５人以上,E 製造業,平成29,2017,6月,20.3,20.5,19.7,166.9,171.9,153.9,155.6,159.3,146,11.3,12.6,7.9
５人以上,E 製造業,平成29,2017,7月,19.8,20,19.1,162.6,168,149.2,151.6,155.8,141.3,11,12.2,7.9
５人以上,E 製造業,平成29,2017,8月,17.8,18,17.2,146.7,151.2,135.4,136.4,139.8,127.9,10.3,11.4,7.5
５人以上,E 製造業,平成29,2017,9月,19,19.2,18.4,157.3,162.2,144.8,145.6,149.2,136.4,11.7,13,8.4
５人以上,E 製造業,平成29,2017,10月,19.2,19.5,18.4,159,164.6,144.9,147.3,151.6,136.5,11.7,13,8.4
５人以上,E 製造業,平成29,2017,11月,19.7,20,18.8,162.4,168.1,148.2,150.4,154.8,139.5,12,13.3,8.7
５人以上,E 製造業,平成29,2017,12月,19.3,19.5,18.6,159.8,165,147.3,147.4,151.1,138.4,12.4,13.9,8.9
５人以上,F 電気・ガス・熱供給・水道業,平成24,2012,年平均,19.3,19.4,18.6,164.7,167,149.4,146.8,148,138.7,17.9,19,10.7
５人以上,F 電気・ガス・熱供給・水道業,平成25,2013,年平均,18.5,18.6,17.9,158.7,160.7,145.5,140,141,133.4,18.7,19.7,12.1
５人以上,F 電気・ガス・熱供給・水道業,平成26,2014,年平均,18.4,18.5,18.2,158.9,160.2,149.2,139.4,139.9,135.6,19.5,20.3,13.6
５人以上,F 電気・ガス・熱供給・水道業,平成27,2015,年平均,18.4,18.4,18,159.1,160.1,154.2,143.4,144,140.6,15.7,16.1,13.6
５人以上,F 電気・ガス・熱供給・水道業,平成28,2016,年平均,18.5,18.7,17.8,162.6,164.9,152.7,145.2,146.7,138.8,17.4,18.2,13.9
５人以上,F 電気・ガス・熱供給・水道業,平成29,2017,年平均,18.7,18.9,17.7,161,163.1,151.1,147.1,148.5,140.6,13.9,14.6,10.5
５人以上,F 電気・ガス・熱供給・水道業,平成29,2017,1月,17.1,17.3,16.3,149.7,152.4,137.4,133.2,134.8,126,16.5,17.6,11.4
５人以上,F 電気・ガス・熱供給・水道業,平成29,2017,2月,18.4,18.6,17,157,159,146.2,143.2,144.6,135.7,13.8,14.4,10.5
５人以上,F 電気・ガス・熱供給・水道業,平成29,2017,3月,19.9,20.1,18.8,175.2,177.5,164.3,157.3,159,149.6,17.9,18.5,14.7
５人以上,F 電気・ガス・熱供給・水道業,平成29,2017,4月,20,20.3,18.8,175.1,178.3,160.4,157,159.1,147.3,18.1,19.2,13.1
５人以上,F 電気・ガス・熱供給・水道業,平成29,2017,5月,18.1,18.3,17.1,158.3,161.1,145.3,142.2,144,134,16.1,17.1,11.3
５人以上,F 電気・ガス・熱供給・水道業,平成29,2017,6月,20.1,20.3,19.3,169.9,171.3,163.1,157.9,158.9,152.8,12,12.4,10.3
５人以上,F 電気・ガス・熱供給・水道業,平成29,2017,7月,18.4,18.5,18.2,157.3,157.9,154.6,145.2,145.3,144.6,12.1,12.6,10
５人以上,F 電気・ガス・熱供給・水道業,平成29,2017,8月,18,18.1,17.3,165.8,167,159.8,155,155.6,152.1,10.8,11.4,7.7
５人以上,F 電気・ガス・熱供給・水道業,平成29,2017,9月,18.1,18.3,17.2,151.3,153.8,141.3,136,137.5,129.9,15.3,16.3,11.4
５人以上,F 電気・ガス・熱供給・水道業,平成29,2017,10月,19.5,19.8,18.3,166.7,169.3,154.2,152.6,154.5,143.3,14.1,14.8,10.9
５人以上,F 電気・ガス・熱供給・水道業,平成29,2017,11月,18.4,18.6,17.4,157,158.8,147.8,145,146.2,138.9,12,12.6,8.9
５人以上,F 電気・ガス・熱供給・水道業,平成29,2017,12月,18.2,18.3,17.3,151.9,153.5,144.3,142,143.1,136.8,9.9,10.4,7.5
５人以上,G 情報通信業,平成24,2012,年平均,19.4,19.6,18.5,167.2,171.1,155,147.3,150,139,19.9,21.1,16
５人以上,G 情報通信業,平成25,2013,年平均,19.1,19.4,18.2,163.8,167.7,151.8,144.5,147.3,135.8,19.3,20.4,16
５人以上,G 情報通信業,平成26,2014,年平均,19,19.3,18.2,163.3,167.1,151.3,144.1,146.8,135.6,19.2,20.3,15.7
５人以上,G 情報通信業,平成27,2015,年平均,18.8,19.1,18,162.7,167.3,149,143.7,146.6,134.9,19,20.7,14.1
５人以上,G 情報通信業,平成28,2016,年平均,18.8,19.1,18.1,161.7,165.7,149.8,143.2,146,135,18.5,19.7,14.8
５人以上,G 情報通信業,平成29,2017,年平均,18.9,19.1,18.2,160.9,164.7,149.8,144.2,147,136.2,16.7,17.7,13.6
５人以上,G 情報通信業,平成29,2017,1月,17.2,17.5,16.5,147.8,151.5,136.7,130.9,133.5,123.2,16.9,18,13.5
５人以上,G 情報通信業,平成29,2017,2月,18.6,18.8,18,159.6,163.3,149,141.7,143.9,135.3,17.9,19.4,13.7
５人以上,G 情報通信業,平成29,2017,3月,19.5,19.7,18.8,166.5,170.2,155.5,148.5,151.1,140.8,18,19.1,14.7
５人以上,G 情報通信業,平成29,2017,4月,19.5,19.7,18.7,166.8,170.6,155.7,149,151.7,141.2,17.8,18.9,14.5
５人以上,G 情報通信業,平成29,2017,5月,18.4,18.6,17.8,155.5,158.9,146.1,139.8,142.2,133,15.7,16.7,13.1
５人以上,G 情報通信業,平成29,2017,6月,20.1,20.3,19.5,168.7,172.3,158.1,152.7,155.2,145.5,16,17.1,12.6
５人以上,G 情報通信業,平成29,2017,7月,19.5,19.7,18.8,164.7,168.5,153.9,148.6,151.5,140.3,16.1,17,13.6
５人以上,G 情報通信業,平成29,2017,8月,18.6,18.8,18,157.6,161.1,147.6,142.4,145.1,134.5,15.2,16,13.1
５人以上,G 情報通信業,平成29,2017,9月,18.5,18.7,17.8,157.4,161.4,146,141.5,144.4,133.3,15.9,17,12.7
５人以上,G 情報通信業,平成29,2017,10月,18.9,19.2,18.1,161,165.3,148.6,144.2,147.5,134.9,16.8,17.8,13.7
５人以上,G 情報通信業,平成29,2017,11月,19.2,19.4,18.5,163.8,167.7,152.7,146.4,149.4,137.9,17.4,18.3,14.8
５人以上,G 情報通信業,平成29,2017,12月,18.9,19.2,18.1,160.7,164.9,148.3,144.2,147.5,134.6,16.5,17.4,13.7
５人以上,"H 運輸業,郵便業",平成24,2012,年平均,19.7,19.9,18.5,169.2,176.2,136.4,149.6,154.5,126.5,19.6,21.7,9.9
５人以上,"H 運輸業,郵便業",平成25,2013,年平均,19.3,19.5,18.2,166.7,173.3,137.3,147.5,152.2,126.8,19.2,21.1,10.5
５人以上,"H 運輸業,郵便業",平成26,2014,年平均,19,19.3,18.1,164.1,171.6,133.5,144.3,149.6,122.9,19.8,22,10.6
５人以上,"H 運輸業,郵便業",平成27,2015,年平均,19.1,19.5,17.8,166.6,173.5,141,146.8,151.2,130.3,19.8,22.3,10.7
５人以上,"H 運輸業,郵便業",平成28,2016,年平均,19.2,19.5,17.9,166.4,172.9,140.9,147.5,151.7,131.2,18.9,21.2,9.7
５人以上,"H 運輸業,郵便業",平成29,2017,年平均,19.4,19.7,18.1,165.6,171.8,141.3,146.9,150.8,131.6,18.7,21,9.7
５人以上,"H 運輸業,郵便業",平成29,2017,1月,18.5,18.8,17.3,162.2,167.6,137.2,142,145.3,126.6,20.2,22.3,10.6
５人以上,"H 運輸業,郵便業",平成29,2017,2月,19.2,19.7,17.5,164,170.8,135.4,145.2,149.8,125.9,18.8,21,9.5
５人以上,"H 運輸業,郵便業",平成29,2017,3月,19,19.3,17.4,165.8,172.8,136.7,145.8,150.3,126.9,20,22.5,9.8
５人以上,"H 運輸業,郵便業",平成29,2017,4月,20.1,20.5,18.4,171.8,178.7,142.5,151.7,156.2,132.6,20.1,22.5,9.9
５人以上,"H 運輸業,郵便業",平成29,2017,5月,19,19.3,18.1,163.3,168.8,142.3,144.8,148,132.5,18.5,20.8,9.8
５人以上,"H 運輸業,郵便業",平成29,2017,6月,20.1,20.4,19.1,170.7,176.6,147.9,152.4,156.1,138.2,18.3,20.5,9.7
５人以上,"H 運輸業,郵便業",平成29,2017,7月,19.6,19.9,18.6,167.4,173.7,145.1,148.3,152,135.1,19.1,21.7,10
５人以上,"H 運輸業,郵便業",平成29,2017,8月,19.3,19.6,18.3,163.6,169.3,142.8,146.2,149.6,133.8,17.4,19.7,9
５人以上,"H 運輸業,郵便業",平成29,2017,9月,19.6,20,18.2,164.8,171.2,141.3,147,151,132.3,17.8,20.2,9
５人以上,"H 運輸業,郵便業",平成29,2017,10月,19.2,19.5,18.2,163.2,168.8,143.7,145.3,148.6,133.9,17.9,20.2,9.8
５人以上,"H 運輸業,郵便業",平成29,2017,11月,19.6,20,17.9,164.8,171.7,138.4,147.1,151.7,129.4,17.7,20,9
５人以上,"H 運輸業,郵便業",平成29,2017,12月,19.4,19.9,17.8,164.9,172.1,140.6,146.4,151.1,130.6,18.5,21,10
５人以上,"I 卸売業,小売業",平成24,2012,年平均,18.9,19.4,18.1,143.4,154.8,129.4,136.1,145.6,124.5,7.3,9.2,4.9
５人以上,"I 卸売業,小売業",平成25,2013,年平均,18.6,19.3,17.8,142.4,155.1,126.8,134.5,145,121.6,7.9,10.1,5.2
５人以上,"I 卸売業,小売業",平成26,2014,年平均,18.5,19.2,17.8,142.3,154.4,127.8,134.4,144.7,122.1,7.9,9.7,5.7
５人以上,"I 卸売業,小売業",平成27,2015,年平均,18.3,19.1,17.2,141.3,154.1,124.7,132.8,143.5,119,8.5,10.6,5.7
５人以上,"I 卸売業,小売業",平成28,2016,年平均,18.2,18.9,17.2,139.6,151.5,123.9,131.5,141.3,118.7,8.1,10.2,5.2
５人以上,"I 卸売業,小売業",平成29,2017,年平均,18.2,18.9,17.1,141.2,153.8,124.8,133,143.5,119.4,8.2,10.3,5.4
５人以上,"I 卸売業,小売業",平成29,2017,1月,17,17.7,16.2,132.7,144.4,117.7,124.7,134.1,112.6,8,10.3,5.1
５人以上,"I 卸売業,小売業",平成29,2017,2月,18,18.9,17,139.5,152.9,122.1,131.5,142.7,117,8,10.2,5.1
５人以上,"I 卸売業,小売業",平成29,2017,3月,18.1,19,16.9,140.9,154.7,122.7,132.8,144.3,117.6,8.1,10.4,5.1
５人以上,"I 卸売業,小売業",平成29,2017,4月,18.8,19.6,17.6,145.9,159.7,127.9,137.5,149,122.5,8.4,10.7,5.4
５人以上,"I 卸売業,小売業",平成29,2017,5月,17.7,18.4,16.8,137.4,149.1,122,129.3,138.9,116.7,8.1,10.2,5.3
５人以上,"I 卸売業,小売業",平成29,2017,6月,19,19.9,17.9,146.6,160.2,128.8,138.9,150.4,123.8,7.7,9.8,5
５人以上,"I 卸売業,小売業",平成29,2017,7月,18.6,19.4,17.5,144.3,157.3,127.5,135.8,146.7,121.8,8.5,10.6,5.7
５人以上,"I 卸売業,小売業",平成29,2017,8月,17.7,18.3,16.8,137.6,149.2,122.6,129.8,139.4,117.4,7.8,9.8,5.2
５人以上,"I 卸売業,小売業",平成29,2017,9月,18,18.7,17.2,140.9,152.6,125.6,133,142.7,120.4,7.9,9.9,5.2
５人以上,"I 卸売業,小売業",平成29,2017,10月,18.2,19,17.2,141.9,153.9,125.9,133.7,143.9,120.2,8.2,10,5.7
５人以上,"I 卸売業,小売業",平成29,2017,11月,18.5,19.3,17.5,143.7,156.3,127.7,135.1,145.7,121.6,8.6,10.6,6.1
５人以上,"I 卸売業,小売業",平成29,2017,12月,18.2,19,17.2,142.3,154.5,126.8,133.7,144,120.6,8.6,10.5,6.2
５人以上,"J 金融業,保険業",平成24,2012,年平均,19.2,19.8,18.6,156.4,164,147.4,140.5,146.4,133.5,15.9,17.6,13.9
５人以上,"J 金融業,保険業",平成25,2013,年平均,18.9,19.5,18.3,155.5,164.8,145.1,138.8,145.5,131.3,16.7,19.3,13.8
５人以上,"J 金融業,保険業",平成26,2014,年平均,18.8,19.4,18.1,154.4,164.3,143.3,137.4,144.5,129.5,17,19.8,13.8
５人以上,"J 金融業,保険業",平成27,2015,年平均,18.4,18.9,17.7,153.1,164.8,139.2,134.6,141.7,126.2,18.5,23.1,13
５人以上,"J 金融業,保険業",平成28,2016,年平均,18.3,19,17.6,152.4,163.8,139.1,134.7,141.9,126.3,17.7,21.9,12.8
５人以上,"J 金融業,保険業",平成29,2017,年平均,18.6,19.1,18,153.7,164.1,141.2,136.3,142.6,128.7,17.4,21.5,12.5
５人以上,"J 金融業,保険業",平成29,2017,1月,17.5,18,16.9,145.3,155.1,133.3,128.8,134.7,121.6,16.5,20.4,11.7
５人以上,"J 金融業,保険業",平成29,2017,2月,17.7,18.3,17.1,146.6,157,133.8,129.9,136.4,121.9,16.7,20.6,11.9
５人以上,"J 金融業,保険業",平成29,2017,3月,19.3,19.9,18.7,160.4,171.2,147.2,141.8,148.6,133.5,18.6,22.6,13.7
５人以上,"J 金融業,保険業",平成29,2017,4月,19,19.5,18.3,157.1,167.5,144.7,138.9,145.4,131.2,18.2,22.1,13.5
５人以上,"J 金融業,保険業",平成29,2017,5月,18.4,18.9,17.8,153.1,163,141.5,135.5,141.5,128.5,17.6,21.5,13
５人以上,"J 金融業,保険業",平成29,2017,6月,19.8,20.3,19.1,162.7,173.3,150,144.4,150.9,136.7,18.3,22.4,13.3
５人以上,"J 金融業,保険業",平成29,2017,7月,18.7,19.2,18.1,153.8,164.6,141.4,136.7,143.1,129.3,17.1,21.5,12.1
５人以上,"J 金融業,保険業",平成29,2017,8月,18.6,19,18.2,152.4,161.6,141.7,136.3,141.5,130.3,16.1,20.1,11.4
５人以上,"J 金融業,保険業",平成29,2017,9月,18.1,18.6,17.5,150,160.7,137.6,133.3,139.8,125.8,16.7,20.9,11.8
５人以上,"J 金融業,保険業",平成29,2017,10月,18.9,19.5,18.2,156.1,167.5,143.1,138.4,145.2,130.7,17.7,22.3,12.4
５人以上,"J 金融業,保険業",平成29,2017,11月,18.4,19,17.6,152.4,163.8,139.1,134.7,141.6,126.6,17.7,22.2,12.5
５人以上,"J 金融業,保険業",平成29,2017,12月,18.5,19.1,17.8,153.4,164.1,140.8,136.3,143,128.4,17.1,21.1,12.4
５人以上,"K 不動産業,物品賃貸業",平成24,2012,年平均,19.2,19.7,18.2,148,156.5,132.9,138.3,145.5,125.5,9.7,11,7.4
５人以上,"K 不動産業,物品賃貸業",平成25,2013,年平均,19.2,19.5,18.7,149.1,155.1,137.3,139,143.8,129.6,10.1,11.3,7.7
５人以上,"K 不動産業,物品賃貸業",平成26,2014,年平均,19.2,19.5,18.5,154,160.1,141.4,141.2,145.8,131.6,12.8,14.3,9.8
５人以上,"K 不動産業,物品賃貸業",平成27,2015,年平均,19,19.7,17.8,154.4,163.7,135.9,140.3,147.5,126,14.1,16.2,9.9
５人以上,"K 不動産業,物品賃貸業",平成28,2016,年平均,19.1,19.8,17.9,155,164.2,137.8,141.4,148.5,128.2,13.6,15.7,9.6
５人以上,"K 不動産業,物品賃貸業",平成29,2017,年平均,18.9,19.5,17.9,155.1,163.9,138.5,140.9,147.4,128.7,14.2,16.5,9.8
５人以上,"K 不動産業,物品賃貸業",平成29,2017,1月,17.2,17.7,16.4,142.3,149.6,127.9,128.7,134,118.2,13.6,15.6,9.7
５人以上,"K 不動産業,物品賃貸業",平成29,2017,2月,18.8,19.3,17.9,154.4,162.4,138.9,140.4,146,129.5,14,16.4,9.4
５人以上,"K 不動産業,物品賃貸業",平成29,2017,3月,19.4,19.8,18.5,159.5,167.8,143.5,144.1,149.8,133.1,15.4,18,10.4
５人以上,"K 不動産業,物品賃貸業",平成29,2017,4月,19.8,20.3,18.9,163.6,172.2,147.4,147.9,154,136.3,15.7,18.2,11.1
５人以上,"K 不動産業,物品賃貸業",平成29,2017,5月,18.3,18.9,17.3,148.8,156.8,133.7,135.6,141.7,124.2,13.2,15.1,9.5
５人以上,"K 不動産業,物品賃貸業",平成29,2017,6月,19.9,20.6,18.6,160.8,171.4,142.2,147.3,155.5,133,13.5,15.9,9.2
５人以上,"K 不動産業,物品賃貸業",平成29,2017,7月,19.4,20,18.3,158.3,167.5,141.1,144.8,151.8,131.7,13.5,15.7,9.4
５人以上,"K 不動産業,物品賃貸業",平成29,2017,8月,18.1,18.5,17.3,147.8,156,132.7,134.9,140.6,124.3,12.9,15.4,8.4
５人以上,"K 不動産業,物品賃貸業",平成29,2017,9月,18.8,19.3,17.9,155.3,164.1,138.9,141.2,147.6,129.3,14.1,16.5,9.6
５人以上,"K 不動産業,物品賃貸業",平成29,2017,10月,19.1,19.6,18.1,156.5,166,138.6,141.7,148.9,128.2,14.8,17.1,10.4
５人以上,"K 不動産業,物品賃貸業",平成29,2017,11月,19.5,20.3,18.2,159.9,170.4,140.7,144.7,152.7,130.1,15.2,17.7,10.6
５人以上,"K 不動産業,物品賃貸業",平成29,2017,12月,18.7,19.3,17.6,153.7,163.2,135.9,139,146.3,125.3,14.7,16.9,10.6
５人以上,"L 学術研究,専門・技術サービス業",平成24,2012,年平均,19.8,20.1,19,167.2,172.2,155.7,147.9,151.1,140.5,19.3,21.1,15.2
５人以上,"L 学術研究,専門・技術サービス業",平成25,2013,年平均,19.6,19.8,18.9,166,170.6,154.6,145.7,148.2,139.6,20.3,22.4,15
５人以上,"L 学術研究,専門・技術サービス業",平成26,2014,年平均,19.5,19.9,18.5,165.2,171.9,149.9,144.8,148.5,136.2,20.4,23.4,13.7
５人以上,"L 学術研究,専門・技術サービス業",平成27,2015,年平均,18.6,19.1,17.6,154.4,160.7,141.3,139.3,143.6,130.3,15.1,17.1,11
５人以上,"L 学術研究,専門・技術サービス業",平成28,2016,年平均,18.6,19,17.6,153.1,158.8,141.2,137.8,141.8,129.4,15.3,17,11.8
５人以上,"L 学術研究,専門・技術サービス業",平成29,2017,年平均,18.7,19.1,17.6,155.6,161.4,143.1,139.5,143.5,130.8,16.1,17.9,12.3
５人以上,"L 学術研究,専門・技術サービス業",平成29,2017,1月,16.7,17.1,15.7,138.2,143.4,127.1,123.9,127.4,116.4,14.3,16,10.7
５人以上,"L 学術研究,専門・技術サービス業",平成29,2017,2月,18.9,19.3,18,159.3,164.5,147.2,141.9,145.3,134,17.4,19.2,13.2
５人以上,"L 学術研究,専門・技術サービス業",平成29,2017,3月,19.4,19.9,18.1,162.1,168.6,147.8,143.8,148.4,133.8,18.3,20.2,14
５人以上,"L 学術研究,専門・技術サービス業",平成29,2017,4月,19.4,19.8,18.6,164.1,169.3,152.8,145.6,148.9,138.3,18.5,20.4,14.5
５人以上,"L 学術研究,専門・技術サービス業",平成29,2017,5月,17.9,18.4,17,151.7,157.4,139.3,134,137.8,125.8,17.7,19.6,13.5
５人以上,"L 学術研究,専門・技術サービス業",平成29,2017,6月,19.7,20.1,19,164.3,169.1,154.3,146.8,149.8,140.5,17.5,19.3,13.8
５人以上,"L 学術研究,専門・技術サービス業",平成29,2017,7月,19.2,19.6,18.3,158.8,164.4,146.3,142.3,146.4,133.3,16.5,18,13
５人以上,"L 学術研究,専門・技術サービス業",平成29,2017,8月,18.4,19,17.2,153.1,159.6,139.2,137.6,142.3,127.5,15.5,17.3,11.7
５人以上,"L 学術研究,専門・技術サービス業",平成29,2017,9月,18.2,18.7,17.1,151.4,157.1,138.4,137.5,141.7,127.9,13.9,15.4,10.5
５人以上,"L 学術研究,専門・技術サービス業",平成29,2017,10月,18.8,19.4,17.5,156.3,163.2,141.4,141.3,146.4,130.2,15,16.8,11.2
５人以上,"L 学術研究,専門・技術サービス業",平成29,2017,11月,18.9,19.4,17.7,156.8,162.9,143.4,141.5,145.8,132.2,15.3,17.1,11.2
５人以上,"L 学術研究,専門・技術サービス業",平成29,2017,12月,18.4,18.8,17.5,151.8,157,140.2,138,141.8,129.6,13.8,15.2,10.6
５人以上,"M 宿泊業,飲食サービス業",平成24,2012,年平均,16.3,17.7,15.2,115.6,139.4,96.4,108.8,128.6,92.8,6.8,10.8,3.6
５人以上,"M 宿泊業,飲食サービス業",平成25,2013,年平均,15.9,17.1,14.9,112.7,134.6,94.4,105.8,124.2,90.4,6.9,10.4,4
５人以上,"M 宿泊業,飲食サービス業",平成26,2014,年平均,15.6,16.9,14.7,110.4,131.3,93.2,103.2,120.7,88.9,7.2,10.6,4.3
５人以上,"M 宿泊業,飲食サービス業",平成27,2015,年平均,15.4,16.8,14.1,107.4,129.6,88,100.5,118.9,84.4,6.9,10.7,3.6
５人以上,"M 宿泊業,飲食サービス業",平成28,2016,年平均,14.9,16.2,13.9,104.2,125.5,87,97.3,114.5,83.4,6.9,11,3.6
５人以上,"M 宿泊業,飲食サービス業",平成29,2017,年平均,14.7,16.2,13.6,102.4,123.8,85.3,95.4,112.2,82,7,11.6,3.3
５人以上,"M 宿泊業,飲食サービス業",平成29,2017,1月,14,15.5,12.8,97.7,119.4,81.3,91,108.1,78.1,6.7,11.3,3.2
