事業所規模,産業,和暦年,西暦年,年平均・月,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
30人以上,D 建設業,平成25,2013,年平均,20.4,20.7,19,177.2,179.3,163.2,153.7,154.6,147.5,23.5,24.7,15.7
30人以上,D 建設業,平成26,2014,年平均,20.4,20.6,19,176.3,178.4,162.8,152.3,153.1,147,24,25.3,15.8
30人以上,D 建設業,平成27,2015,年平均,20,20.2,18.7,176.1,178.8,159.1,153.6,155.2,143.4,22.5,23.6,15.7
30人以上,D 建設業,平成28,2016,年平均,20.3,20.5,19,178.2,180.9,160.5,157.6,159.1,147.5,20.6,21.8,13
30人以上,D 建設業,平成29,2017,年平均,20.3,20.5,19.2,180,182.9,162.6,156.3,157.3,150.2,23.7,25.6,12.4
30人以上,D 建設業,平成29,2017,1月,18.4,18.6,16.6,164.1,167.8,141,140.4,142.1,129.8,23.7,25.7,11.2
30人以上,D 建設業,平成29,2017,2月,20.3,20.5,19.5,184.9,187.7,168.8,157.4,157.7,155.8,27.5,30,13
30人以上,D 建設業,平成29,2017,3月,21.1,21.4,19.8,191,194.8,167.8,162.9,164.4,153.6,28.1,30.4,14.2
30人以上,D 建設業,平成29,2017,4月,20.8,20.9,20.4,183.5,185.5,171.8,160.6,160.9,159.3,22.9,24.6,12.5
30人以上,D 建設業,平成29,2017,5月,19,19.1,18.1,165.8,168.4,150.5,145.9,147,139.2,19.9,21.4,11.3
30人以上,D 建設業,平成29,2017,6月,21.4,21.6,20.8,186.5,188.6,173.5,165.6,166.2,161.9,20.9,22.4,11.6
30人以上,D 建設業,平成29,2017,7月,21,21.3,19.6,183.6,186.8,164.3,161.2,162.7,152.3,22.4,24.1,12
30人以上,D 建設業,平成29,2017,8月,19,19.2,17.7,166.9,170,148.8,144.9,146.1,137.7,22,23.9,11.1
30人以上,D 建設業,平成29,2017,9月,20.6,20.8,19.3,181.2,184.2,163.2,157,158.1,150.7,24.2,26.1,12.5
30人以上,D 建設業,平成29,2017,10月,21,21.2,19.8,188.1,190.9,168.9,163.1,164.4,154.3,25,26.5,14.6
30人以上,D 建設業,平成29,2017,11月,20.8,20.9,19.7,184.9,188,166.3,159.4,160.4,153.2,25.5,27.6,13.1
30人以上,D 建設業,平成29,2017,12月,20.2,20.4,19.1,179.9,182.3,165.1,157.3,157.9,153.5,22.6,24.4,11.6
30人以上,E 製造業,平成24,2012,年平均,19.2,19.3,18.6,160.3,163.4,150.2,146.2,148.4,139.1,14.1,15,11.1
30人以上,E 製造業,平成25,2013,年平均,18.8,19,18.2,158.3,161.3,148.3,144,146.2,136.7,14.3,15.1,11.6
30人以上,E 製造業,平成26,2014,年平均,18.8,19,18.1,157.3,160.5,147.5,143.6,145.9,136.3,13.7,14.6,11.2
30人以上,E 製造業,平成27,2015,年平均,18.7,19,18,157,161.6,144.4,143.9,147.2,134.9,13.1,14.4,9.5
30人以上,E 製造業,平成28,2016,年平均,18.7,19,18,156.4,161.2,143.6,143.7,147.3,134.1,12.7,13.9,9.5
30人以上,E 製造業,平成29,2017,年平均,18.9,19.1,18.2,157.9,162.4,145.6,145,148.3,136.2,12.9,14.1,9.4
30人以上,E 製造業,平成29,2017,1月,17.2,17.4,16.4,144.3,148.9,131.8,132,135.4,122.8,12.3,13.5,9
30人以上,E 製造業,平成29,2017,2月,18.8,19,18.1,158.6,163.3,145.6,144.7,148,135.7,13.9,15.3,9.9
30人以上,E 製造業,平成29,2017,3月,19.4,19.7,18.5,162.6,167.9,148.6,148.8,152.7,138.5,13.8,15.2,10.1
30人以上,E 製造業,平成29,2017,4月,19.8,20,19.3,165.5,169.7,154.7,152.1,155,144.6,13.4,14.7,10.1
30人以上,E 製造業,平成29,2017,5月,18.1,18.3,17.5,152.2,156.2,141.1,139.5,142.4,131.5,12.7,13.8,9.6
30人以上,E 製造業,平成29,2017,6月,20,20.2,19.4,166.3,170.7,154,153.8,156.9,145.1,12.5,13.8,8.9
30人以上,E 製造業,平成29,2017,7月,19.6,19.9,18.8,162.4,167.4,149.4,150.5,154.3,140.6,11.9,13.1,8.8
30人以上,E 製造業,平成29,2017,8月,17.6,17.8,17.1,146.7,150.7,136.4,135.4,138.3,127.9,11.3,12.4,8.5
30人以上,E 製造業,平成29,2017,9月,18.5,18.7,18,155.2,159.6,143.6,142.4,145.5,134.4,12.8,14.1,9.2
30人以上,E 製造業,平成29,2017,10月,19.1,19.4,18.3,159.6,164.9,146,146.7,150.7,136.5,12.9,14.2,9.5
30人以上,E 製造業,平成29,2017,11月,19.5,19.8,18.7,162.6,167.9,149,149.3,153.3,139.2,13.3,14.6,9.8
30人以上,E 製造業,平成29,2017,12月,18.9,19.2,18.4,158.8,163.4,147.1,145.2,148.3,137.3,13.6,15.1,9.8
30人以上,F 電気・ガス・熱供給・水道業,平成24,2012,年平均,19.2,19.3,18.7,163.8,165.7,151,146.2,147.2,139.6,17.6,18.5,11.4
30人以上,F 電気・ガス・熱供給・水道業,平成25,2013,年平均,18.4,18.5,17.9,158.5,160.2,146.9,139.1,139.9,133.4,19.4,20.3,13.5
30人以上,F 電気・ガス・熱供給・水道業,平成26,2014,年平均,18.7,18.8,18.2,162.7,164.5,149.9,141.3,142.1,135.8,21.4,22.4,14.1
30人以上,F 電気・ガス・熱供給・水道業,平成27,2015,年平均,18.5,18.6,18,161,162.7,154.1,144.8,145.9,140.4,16.2,16.8,13.7
30人以上,F 電気・ガス・熱供給・水道業,平成28,2016,年平均,18.5,18.7,17.9,164.4,166.9,155,146.3,147.8,140.7,18.1,19.1,14.3
30人以上,F 電気・ガス・熱供給・水道業,平成29,2017,年平均,18.7,18.8,18,162.6,164.3,155.8,148.5,149.5,144.3,14.1,14.8,11.5
30人以上,F 電気・ガス・熱供給・水道業,平成29,2017,1月,17.1,17.2,16.5,150.5,152.7,141.6,134,135.2,129,16.5,17.5,12.6
30人以上,F 電気・ガス・熱供給・水道業,平成29,2017,2月,18.3,18.6,17.3,157.5,158.9,151.6,144.4,145.5,139.7,13.1,13.4,11.9
30人以上,F 電気・ガス・熱供給・水道業,平成29,2017,3月,20,20.2,19.2,178.6,180.7,169.7,159.5,161,153.5,19.1,19.7,16.2
30人以上,F 電気・ガス・熱供給・水道業,平成29,2017,4月,20.3,20.5,19.2,178.9,181.9,166.2,160.3,162.2,152.1,18.6,19.7,14.1
30人以上,F 電気・ガス・熱供給・水道業,平成29,2017,5月,17.9,18,17.4,159.4,161.8,149.4,142.3,143.5,137.3,17.1,18.3,12.1
30人以上,F 電気・ガス・熱供給・水道業,平成29,2017,6月,20.1,20.2,19.6,171.8,172.7,167.8,159.3,159.9,156.7,12.5,12.8,11.1
30人以上,F 電気・ガス・熱供給・水道業,平成29,2017,7月,18.5,18.5,18.5,160.2,160.2,160.2,147.4,147,149.2,12.8,13.2,11
30人以上,F 電気・ガス・熱供給・水道業,平成29,2017,8月,17.9,18,17.5,168.3,168.9,165.5,157.5,157.6,157,10.8,11.3,8.5
30人以上,F 電気・ガス・熱供給・水道業,平成29,2017,9月,18.1,18.3,17.4,151.4,153.3,144.8,135.9,136.9,132.5,15.5,16.4,12.3
30人以上,F 電気・ガス・熱供給・水道業,平成29,2017,10月,19.5,19.7,18.7,167.4,169.2,159.5,153.5,154.9,147.6,13.9,14.3,11.9
30人以上,F 電気・ガス・熱供給・水道業,平成29,2017,11月,18.4,18.6,17.7,158.9,160.4,152.5,146.7,147.6,142.7,12.2,12.8,9.8
30人以上,F 電気・ガス・熱供給・水道業,平成29,2017,12月,18.1,18.2,17.5,152.2,153.5,146.9,142.4,143.3,138.9,9.8,10.2,8
30人以上,G 情報通信業,平成24,2012,年平均,19.3,19.6,18.4,168.2,171.8,156.6,147.3,149.8,139.2,20.9,22,17.4
30人以上,G 情報通信業,平成25,2013,年平均,19,19.3,18.1,165.3,169.2,152.6,144.6,147.4,135.4,20.7,21.8,17.2
30人以上,G 情報通信業,平成26,2014,年平均,19,19.2,18.1,164.2,167.9,152.3,143.3,146,134.7,20.9,21.9,17.6
30人以上,G 情報通信業,平成27,2015,年平均,18.8,19.1,17.8,162.7,167.6,147.8,142.6,145.9,132.6,20.1,21.7,15.2
30人以上,G 情報通信業,平成28,2016,年平均,18.8,19,18,162.1,166,149.5,142.7,145.4,133.9,19.4,20.6,15.6
30人以上,G 情報通信業,平成29,2017,年平均,18.9,19.1,18.1,161.4,165.2,149.8,143.9,146.6,135.6,17.5,18.6,14.2
30人以上,G 情報通信業,平成29,2017,1月,17.3,17.5,16.6,149.5,153.1,137.9,131.9,134.4,124,17.6,18.7,13.9
30人以上,G 情報通信業,平成29,2017,2月,18.5,18.7,17.8,159.6,163.2,148.1,141,143.2,133.9,18.6,20,14.2
30人以上,G 情報通信業,平成29,2017,3月,19.5,19.7,18.8,167.9,171.7,155.9,148.9,151.6,140.4,19,20.1,15.5
30人以上,G 情報通信業,平成29,2017,4月,19.4,19.7,18.7,167.6,171.3,156.3,148.9,151.5,141.1,18.7,19.8,15.2
30人以上,G 情報通信業,平成29,2017,5月,18.4,18.6,17.7,156.2,159.9,145.5,139.9,142.5,132.3,16.3,17.4,13.2
30人以上,G 情報通信業,平成29,2017,6月,20,20.2,19.3,168.1,171.8,156.9,151.4,153.9,143.7,16.7,17.9,13.2
30人以上,G 情報通信業,平成29,2017,7月,19.4,19.7,18.8,165.2,168.8,154,148.3,151,139.8,16.9,17.8,14.2
30人以上,G 情報通信業,平成29,2017,8月,18.6,18.8,17.9,157.6,161.2,146.8,141.7,144.5,133.4,15.9,16.7,13.4
30人以上,G 情報通信業,平成29,2017,9月,18.4,18.6,17.7,157.4,161.2,145.4,140.7,143.4,132.3,16.7,17.8,13.1
30人以上,G 情報通信業,平成29,2017,10月,19,19.2,18.2,161.6,165.6,149.6,143.9,146.8,135.2,17.7,18.8,14.4
30人以上,G 情報通信業,平成29,2017,11月,19.2,19.4,18.4,164.5,168.2,153.1,146.1,148.9,137.4,18.4,19.3,15.7
30人以上,G 情報通信業,平成29,2017,12月,18.9,19.1,18,161,165.4,147.7,143.5,146.9,133.3,17.5,18.5,14.4
30人以上,"H 運輸業,郵便業",平成24,2012,年平均,19.5,19.7,18.6,170.9,176.9,140.5,150.4,154.5,129.7,20.5,22.4,10.8
30人以上,"H 運輸業,郵便業",平成25,2013,年平均,19.1,19.3,18.2,166.8,172.4,140.9,147.2,151.1,129.3,19.6,21.3,11.6
30人以上,"H 運輸業,郵便業",平成26,2014,年平均,18.9,19.1,18.2,164.8,171.3,137.4,144.3,148.8,125.4,20.5,22.5,12
30人以上,"H 運輸業,郵便業",平成27,2015,年平均,18.9,19.2,17.9,166.7,172.3,145,146.9,150.4,133.3,19.8,21.9,11.7
30人以上,"H 運輸業,郵便業",平成28,2016,年平均,18.9,19.2,18,165.5,171.3,143.5,146.9,150.4,133.6,18.6,20.9,9.9
30人以上,"H 運輸業,郵便業",平成29,2017,年平均,19.2,19.6,18,164.8,170.6,143.1,146.8,150.4,133.2,18,20.2,9.9
30人以上,"H 運輸業,郵便業",平成29,2017,1月,18.5,18.8,17.4,162.4,167.6,139.4,142.5,145.5,129.2,19.9,22.1,10.2
30人以上,"H 運輸業,郵便業",平成29,2017,2月,19,19.4,17.2,162.2,169.1,134.8,143.7,148.2,125.6,18.5,20.9,9.2
30人以上,"H 運輸業,郵便業",平成29,2017,3月,18.8,19.1,17.3,164.4,171.3,137,144.6,149.1,127,19.8,22.2,10
30人以上,"H 運輸業,郵便業",平成29,2017,4月,19.8,20.2,18.1,169.9,176.8,141.7,150.2,154.7,131.9,19.7,22.1,9.8
30人以上,"H 運輸業,郵便業",平成29,2017,5月,19,19.2,18.1,162.9,168.1,144.1,144.9,147.9,133.9,18,20.2,10.2
30人以上,"H 運輸業,郵便業",平成29,2017,6月,19.9,20.2,19,169.7,175.3,149.5,152.1,155.5,139.7,17.6,19.8,9.8
30人以上,"H 運輸業,郵便業",平成29,2017,7月,19.5,19.7,18.6,166.1,171.5,147.1,148.4,151.6,137.3,17.7,19.9,9.8
30人以上,"H 運輸業,郵便業",平成29,2017,8月,19.3,19.5,18.3,163.6,168.5,145.7,147.1,150,136.5,16.5,18.5,9.2
30人以上,"H 運輸業,郵便業",平成29,2017,9月,19.5,19.9,18,164.5,170.3,143.8,147.6,151.3,134.3,16.9,19,9.5
30人以上,"H 運輸業,郵便業",平成29,2017,10月,19.1,19.3,18.2,162.9,167.5,147.1,145.7,148.4,136.3,17.2,19.1,10.8
30人以上,"H 運輸業,郵便業",平成29,2017,11月,19.4,19.8,17.8,164.3,170.6,140.6,147.4,151.7,131.1,16.9,18.9,9.5
30人以上,"H 運輸業,郵便業",平成29,2017,12月,19.3,19.7,17.8,164.5,170.9,143.7,146.9,151.2,133,17.6,19.7,10.7
30人以上,"I 卸売業,小売業",平成24,2012,年平均,19.2,19.7,18.7,147.6,158.2,133.6,139.2,147.6,128.2,8.4,10.6,5.4
30人以上,"I 卸売業,小売業",平成25,2013,年平均,19.1,19.5,18.6,146.7,157.3,132.5,138.2,146.8,126.8,8.5,10.5,5.7
30人以上,"I 卸売業,小売業",平成26,2014,年平均,19,19.4,18.4,146.5,157.2,132.6,137.6,146.3,126.3,8.9,10.9,6.3
30人以上,"I 卸売業,小売業",平成27,2015,年平均,18.6,19.2,17.8,146.1,157,130.9,136,144.6,124,10.1,12.4,6.9
30人以上,"I 卸売業,小売業",平成28,2016,年平均,18.6,19.2,17.7,143.1,153.5,128.6,133.9,142.4,122.1,9.2,11.1,6.5
30人以上,"I 卸売業,小売業",平成29,2017,年平均,18.6,19.2,17.7,145.9,156.2,131.4,137,145.4,125.1,8.9,10.8,6.3
30人以上,"I 卸売業,小売業",平成29,2017,1月,17.6,18,16.9,138.1,147.4,125.3,129.2,136.6,119,8.9,10.8,6.3
30人以上,"I 卸売業,小売業",平成29,2017,2月,18.3,18.9,17.4,142.8,153.3,127.8,133.6,142.3,121.2,9.2,11,6.6
30人以上,"I 卸売業,小売業",平成29,2017,3月,18.6,19.4,17.6,146.9,157.8,130.9,138,147.1,124.6,8.9,10.7,6.3
30人以上,"I 卸売業,小売業",平成29,2017,4月,19.2,19.8,18.2,151,161.7,135.9,141.7,150.6,129.1,9.3,11.1,6.8
30人以上,"I 卸売業,小売業",平成29,2017,5月,18.1,18.5,17.4,141.8,150.6,129.2,133,140.2,122.8,8.8,10.4,6.4
30人以上,"I 卸売業,小売業",平成29,2017,6月,19.4,20,18.5,151.2,162,135.8,142.6,151.7,129.7,8.6,10.3,6.1
30人以上,"I 卸売業,小売業",平成29,2017,7月,19,19.6,18.2,148.9,159.6,134.1,139.9,148.6,127.8,9,11,6.3
30人以上,"I 卸売業,小売業",平成29,2017,8月,18.3,18.8,17.6,144.3,153.7,131.1,135.7,143.1,125.2,8.6,10.6,5.9
30人以上,"I 卸売業,小売業",平成29,2017,9月,18.3,18.8,17.7,143.4,152.8,130.3,135.1,142.7,124.5,8.3,10.1,5.8
30人以上,"I 卸売業,小売業",平成29,2017,10月,18.7,19.3,17.7,146.9,157.7,131.4,137.9,146.9,125.1,9,10.8,6.3
30人以上,"I 卸売業,小売業",平成29,2017,11月,18.9,19.6,18,148.8,160.1,133.3,139.5,148.7,126.8,9.3,11.4,6.5
30人以上,"I 卸売業,小売業",平成29,2017,12月,18.5,19.1,17.7,146.6,157.1,132.1,137.2,145.7,125.4,9.4,11.4,6.7
30人以上,"J 金融業,保険業",平成24,2012,年平均,19.2,19.8,18.6,156.4,163.8,147.6,140,145.7,133.2,16.4,18.1,14.4
30人以上,"J 金融業,保険業",平成25,2013,年平均,18.9,19.4,18.2,155.1,164.2,144.6,137.6,144.2,130,17.5,20,14.6
30人以上,"J 金融業,保険業",平成26,2014,年平均,18.8,19.4,18.1,154.9,164.5,144.1,136.9,143.7,129.3,18,20.8,14.8
30人以上,"J 金融業,保険業",平成27,2015,年平均,18.3,18.9,17.6,153.8,165.3,140,133.8,140.5,125.8,20,24.8,14.2
30人以上,"J 金融業,保険業",平成28,2016,年平均,18.3,18.9,17.6,153.1,164.8,139.5,133.8,140.9,125.6,19.3,23.9,13.9
30人以上,"J 金融業,保険業",平成29,2017,年平均,18.5,19,17.8,153.3,164,140.5,134.8,141.2,127.1,18.5,22.8,13.4
30人以上,"J 金融業,保険業",平成29,2017,1月,17.4,17.9,16.9,145.4,155.2,133.2,127.7,133.6,120.4,17.7,21.6,12.8
30人以上,"J 金融業,保険業",平成29,2017,2月,17.6,18.2,17,146.5,157.2,133.4,128.7,135.1,120.8,17.8,22.1,12.6
30人以上,"J 金融業,保険業",平成29,2017,3月,19.2,19.8,18.5,160.4,171.9,146.4,140.6,147.8,131.8,19.8,24.1,14.6
30人以上,"J 金融業,保険業",平成29,2017,4月,18.8,19.3,18.2,156.3,167,143.6,137,143.5,129.2,19.3,23.5,14.4
30人以上,"J 金融業,保険業",平成29,2017,5月,18.3,18.9,17.7,153.3,163.7,141.1,134.4,140.5,127.2,18.9,23.2,13.9
30人以上,"J 金融業,保険業",平成29,2017,6月,19.6,20.2,18.9,162.2,173.2,149,142.6,149.2,134.7,19.6,24,14.3
30人以上,"J 金融業,保険業",平成29,2017,7月,18.5,19.1,17.8,152.9,163.9,140,134.9,141.6,127,18,22.3,13
30人以上,"J 金融業,保険業",平成29,2017,8月,18.6,18.9,18.2,152.4,161.7,141.5,135.3,140.5,129.2,17.1,21.2,12.3
30人以上,"J 金融業,保険業",平成29,2017,9月,18,18.6,17.4,150.1,161,137.4,132.3,138.9,124.6,17.8,22.1,12.8
30人以上,"J 金融業,保険業",平成29,2017,10月,18.8,19.4,18.1,155.8,167.2,142.6,136.9,143.6,129.1,18.9,23.6,13.5
30人以上,"J 金融業,保険業",平成29,2017,11月,18.2,18.8,17.4,151.5,162.9,138.1,132.6,139.5,124.6,18.9,23.4,13.5
30人以上,"J 金融業,保険業",平成29,2017,12月,18.3,18.9,17.6,152.6,163,140.4,134.2,140.6,126.7,18.4,22.4,13.7
30人以上,"K 不動産業,物品賃貸業",平成24,2012,年平均,19.3,19.7,18.6,149.9,156.5,137.3,137.7,143.1,127.5,12.2,13.4,9.8
30人以上,"K 不動産業,物品賃貸業",平成25,2013,年平均,19,19.3,18.4,147.1,153.1,135.2,135.6,140.5,125.8,11.5,12.6,9.4
30人以上,"K 不動産業,物品賃貸業",平成26,2014,年平均,19,19.4,18.2,149.9,156.4,137.6,137.6,143,127.5,12.3,13.4,10.1
30人以上,"K 不動産業,物品賃貸業",平成27,2015,年平均,18.9,19.5,17.8,151.3,160.5,134.2,136.8,144.2,123.1,14.5,16.3,11.1
30人以上,"K 不動産業,物品賃貸業",平成28,2016,年平均,18.8,19.3,17.7,151.1,159.8,135.1,137.1,144.2,124.1,14,15.6,11
30人以上,"K 不動産業,物品賃貸業",平成29,2017,年平均,19,19.6,17.9,153.6,162.6,137.1,140.3,147.6,126.9,13.3,15,10.2
30人以上,"K 不動産業,物品賃貸業",平成29,2017,1月,17.3,17.7,16.4,139.3,145.9,126.7,127.5,132.7,117.5,11.8,13.2,9.2
30人以上,"K 不動産業,物品賃貸業",平成29,2017,2月,19,19.5,17.9,153.7,162.5,137.3,140.4,147.3,127.5,13.3,15.2,9.8
30人以上,"K 不動産業,物品賃貸業",平成29,2017,3月,19.7,20.3,18.6,159.9,168.2,143.8,145.2,151.8,132.5,14.7,16.4,11.3
30人以上,"K 不動産業,物品賃貸業",平成29,2017,4月,19.8,20.4,18.7,162.8,171.3,147,147.6,154.7,134.5,15.2,16.6,12.5
30人以上,"K 不動産業,物品賃貸業",平成29,2017,5月,18.5,19,17.5,148.9,156.5,134.9,135.6,142,123.8,13.3,14.5,11.1
30人以上,"K 不動産業,物品賃貸業",平成29,2017,6月,19.7,20.4,18.5,158.8,168.5,141.5,145.3,153.3,131,13.5,15.2,10.5
30人以上,"K 不動産業,物品賃貸業",平成29,2017,7月,19.4,20.1,18.3,157.3,166.9,140.7,144.2,151.9,130.8,13.1,15,9.9
30人以上,"K 不動産業,物品賃貸業",平成29,2017,8月,18.7,19.2,17.7,150.6,159.4,135.3,138.7,145.7,126.5,11.9,13.7,8.8
30人以上,"K 不動産業,物品賃貸業",平成29,2017,9月,18.6,19.2,17.5,151.3,160.7,134.8,139.1,146.7,125.8,12.2,14,9
30人以上,"K 不動産業,物品賃貸業",平成29,2017,10月,18.9,19.6,17.7,152.7,163.5,133.6,139.3,148.1,123.7,13.4,15.4,9.9
30人以上,"K 不動産業,物品賃貸業",平成29,2017,11月,19.2,19.9,17.9,155.7,166.3,136.5,141.9,150.4,126.5,13.8,15.9,10
30人以上,"K 不動産業,物品賃貸業",平成29,2017,12月,18.7,19.5,17.4,151.6,162.1,132.8,138.3,147,122.7,13.3,15.1,10.1
30人以上,"L 学術研究,専門・技術サービス業",平成24,2012,年平均,19.8,20.1,19,169.1,172.5,159,147.8,150,141.4,21.3,22.5,17.6
30人以上,"L 学術研究,専門・技術サービス業",平成25,2013,年平均,19.7,19.9,19.3,170.1,173.3,160.9,147,148.4,142.9,23.1,24.9,18
30人以上,"L 学術研究,専門・技術サービス業",平成26,2014,年平均,19.6,19.9,18.7,169.5,174.3,156.1,146,148.5,139,23.5,25.8,17.1
30人以上,"L 学術研究,専門・技術サービス業",平成27,2015,年平均,18.6,19,17.5,155.5,160.3,143.9,137.9,141.3,129.7,17.6,19,14.2
30人以上,"L 学術研究,専門・技術サービス業",平成28,2016,年平均,18.6,19,17.6,154.3,158.6,143.2,137.4,140.6,129,16.9,18,14.2
30人以上,"L 学術研究,専門・技術サービス業",平成29,2017,年平均,18.6,19,17.6,155.6,160.1,144.5,138.4,141.7,130.2,17.2,18.4,14.3
30人以上,"L 学術研究,専門・技術サービス業",平成29,2017,1月,16.8,17.1,15.9,138.3,142.2,128.6,123.9,126.9,116.6,14.4,15.3,12
30人以上,"L 学術研究,専門・技術サービス業",平成29,2017,2月,18.6,18.9,17.7,156.2,160,145.4,138,140.8,130,18.2,19.2,15.4
30人以上,"L 学術研究,専門・技術サービス業",平成29,2017,3月,19.4,19.8,18.3,160.2,165.1,147.6,141.7,145.4,132.4,18.5,19.7,15.2
30人以上,"L 学術研究,専門・技術サービス業",平成29,2017,4月,19.3,19.6,18.4,163.1,167.1,152.7,143.4,146.2,136.2,19.7,20.9,16.5
30人以上,"L 学術研究,専門・技術サービス業",平成29,2017,5月,18.2,18.6,17.1,153.4,158.3,141.6,134.3,137.6,126.4,19.1,20.7,15.2
30人以上,"L 学術研究,専門・技術サービス業",平成29,2017,6月,19.6,20,18.8,163.7,168,153.6,145.2,148.3,137.9,18.5,19.7,15.7
30人以上,"L 学術研究,専門・技術サービス業",平成29,2017,7月,19.2,19.6,18.3,160.3,164.3,150.1,142.2,145.2,134.5,18.1,19.1,15.6
30人以上,"L 学術研究,専門・技術サービス業",平成29,2017,8月,18.5,19,17.4,154.9,159.5,143.5,138.2,141.6,129.8,16.7,17.9,13.7
30人以上,"L 学術研究,専門・技術サービス業",平成29,2017,9月,17.9,18.3,16.8,150.5,154.5,139.7,135.5,138.7,127,15,15.8,12.7
30人以上,"L 学術研究,専門・技術サービス業",平成29,2017,10月,18.7,19.3,17.4,157,162.2,144.2,140.9,144.8,131.2,16.1,17.4,13
30人以上,"L 学術研究,専門・技術サービス業",平成29,2017,11月,18.9,19.4,17.6,158.6,163.9,145.5,141.5,145.4,131.8,17.1,18.5,13.7
30人以上,"L 学術研究,専門・技術サービス業",平成29,2017,12月,18.2,18.6,17.2,151.5,155.4,141.8,136.3,139.3,128.7,15.2,16.1,13.1
30人以上,"M 宿泊業,飲食サービス業",平成24,2012,年平均,18.1,19.1,17.3,130.8,150.3,115.9,122.3,138.3,110.1,8.5,12,5.8
30人以上,"M 宿泊業,飲食サービス業",平成25,2013,年平均,17.6,18.5,16.9,129.7,150.1,114.2,120.1,136.1,107.9,9.6,14,6.3
30人以上,"M 宿泊業,飲食サービス業",平成26,2014,年平均,17.6,18.5,16.8,129.8,149.2,114.7,119.8,135.3,107.7,10,13.9,7
30人以上,"M 宿泊業,飲食サービス業",平成27,2015,年平均,15.6,16.8,14.7,108,127.4,91.9,101.7,117.6,88.5,6.3,9.8,3.4
30人以上,"M 宿泊業,飲食サービス業",平成28,2016,年平均,15.6,16.7,14.7,109,127.5,93.8,102.3,117.3,90.1,6.7,10.2,3.7
30人以上,"M 宿泊業,飲食サービス業",平成29,2017,年平均,15.6,16.6,14.8,108.1,125.6,94.8,100.4,113.2,90.7,7.7,12.4,4.1
